tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
5003694,63120.0,63190.0,63267.0,63423.0,63550.0,63578.0,63832.0,63913.0,64023.0,64090.0,64175.0,64264.0,64374.0,64409.0,64709.0,64732.0,64749.0,64912.0,64955.0,65002.0,65041.0,65098.0,65149.0,65244.0,65310.0,65380.0,65423.0,65490.0,65566.0,65630.0,65672.0,65744.0,65799.0,65836.0,65889.0,65920.0,65978.0,66034.0,66098.0,66157.0
5003696,72120.0,72192.0,72273.0,72391.0,72487.0,72508.0,72700.0,72779.0,72886.0,72939.0,73019.0,73102.0,73219.0,73256.0,73533.0,73555.0,73570.0,73699.0,73742.0,73787.0,73821.0,73867.0,73924.0,73996.0,74046.0,74099.0,74134.0,74188.0,74248.0,74299.0,74333.0,74390.0,74439.0,74472.0,74520.0,74547.0,74585.0,74622.0,74679.0,74731.0
5003698,79320.0,79383.0,79454.0,79557.0,79640.0,79658.0,79826.0,79898.0,79996.0,80056.0,80114.0,80174.0,80282.0,80316.0,80567.0,80587.0,80601.0,80715.0,80755.0,80800.0,80833.0,80878.0,80923.0,80995.0,81045.0,81098.0,81134.0,81190.0,81252.0,81302.0,81335.0,81389.0,81442.0,81477.0,81528.0,81558.0,81597.0,81634.0,81678.0,81718.0
5004445,47820.0,47947.0,48088.0,48235.0,48354.0,48380.0,48619.0,48697.0,48804.0,48889.0,48986.0,49086.0,49225.0,49256.0,49561.0,49585.0,49602.0,49739.0,49790.0,49842.0,49880.0,49933.0,49981.0,50063.0,50120.0,50181.0,50219.0,50277.0,50343.0,50406.0,50447.0,50516.0,50573.0,50611.0,50666.0,50698.0,50742.0,50783.0,50843.0,50898.0
5006742,36120.0,36201.0,36292.0,36436.0,36553.0,36578.0,36813.0,36859.0,36922.0,36963.0,37034.0,37107.0,37217.0,37240.0,37488.0,37507.0,37521.0,37628.0,37671.0,37711.0,37736.0,37779.0,37804.0,37874.0,37923.0,37975.0,38009.0,38061.0,38119.0,38157.0,38182.0,38223.0,38268.0,38298.0,38342.0,38367.0,38393.0,38418.0,38457.0,38493.0
5007252,51420.0,51547.0,51688.0,51835.0,51954.0,51980.0,52219.0,52297.0,52404.0,52489.0,52586.0,52686.0,52825.0,52856.0,53161.0,53185.0,53202.0,53339.0,53390.0,53442.0,53480.0,53533.0,53581.0,53663.0,53720.0,53781.0,53819.0,53877.0,53943.0,54006.0,54047.0,54116.0,54173.0,54211.0,54266.0,54298.0,54342.0,54383.0,54443.0,54498.0
5007256,66720.0,66841.0,66976.0,67131.0,67256.0,67283.0,67535.0,67630.0,67759.0,67849.0,67948.0,68052.0,68199.0,68237.0,68563.0,68588.0,68607.0,68757.0,68809.0,68866.0,68912.0,68972.0,69035.0,69127.0,69192.0,69260.0,69298.0,69356.0,69422.0,69489.0,69533.0,69606.0,69661.0,69698.0,69751.0,69781.0,69825.0,69866.0,69941.0,70010.0
5007257,77520.0,77583.0,77654.0,77764.0,77853.0,77872.0,78050.0,78119.0,78212.0,78268.0,78342.0,78420.0,78529.0,78559.0,78815.0,78835.0,78850.0,78968.0,79012.0,79058.0,79094.0,79144.0,79188.0,79259.0,79308.0,79360.0,79397.0,79454.0,79519.0,79570.0,79603.0,79659.0,79712.0,79747.0,79798.0,79828.0,79865.0,79901.0,79946.0,79986.0
5007259,84300.0,84363.0,84434.0,84544.0,84633.0,84652.0,84830.0,84899.0,84992.0,85048.0,85122.0,85200.0,85309.0,85339.0,85595.0,85615.0,85630.0,85748.0,85792.0,85838.0,85874.0,85924.0,85968.0,86039.0,86088.0,86140.0,86177.0,86234.0,86299.0,86350.0,86383.0,86439.0,86492.0,86527.0,86578.0,86608.0,86645.0,86681.0,86726.0,86766.0
5009295,62520.0,62641.0,62776.0,62931.0,63056.0,63083.0,63335.0,63430.0,63559.0,63649.0,63748.0,63852.0,63999.0,64037.0,64363.0,64388.0,64407.0,64557.0,64609.0,64666.0,64712.0,64772.0,64835.0,64927.0,64992.0,65060.0,65098.0,65156.0,65222.0,65289.0,65333.0,65406.0,65461.0,65498.0,65551.0,65581.0,65625.0,65666.0,65741.0,65810.0
5010788,24420.0,24503.0,24596.0,24679.0,24746.0,24761.0,24896.0,24943.0,25007.0,25109.0,25196.0,25286.0,25422.0,25460.0,25719.0,25739.0,25754.0,25867.0,25912.0,25955.0,25995.0,26051.0,26093.0,26165.0,26215.0,26267.0,26299.0,26349.0,26405.0,26455.0,26488.0,26544.0,26591.0,26623.0,26669.0,26695.0,26725.0,26754.0,26827.0,26894.0
5010791,64920.0,65041.0,65176.0,65331.0,65456.0,65483.0,65735.0,65830.0,65959.0,66049.0,66148.0,66252.0,66399.0,66437.0,66763.0,66788.0,66807.0,66957.0,67009.0,67066.0,67112.0,67172.0,67235.0,67327.0,67392.0,67460.0,67498.0,67556.0,67622.0,67689.0,67733.0,67806.0,67861.0,67898.0,67951.0,67981.0,68025.0,68066.0,68141.0,68210.0
5013267,40620.0,40724.0,40839.0,40970.0,41076.0,41099.0,41314.0,41389.0,41490.0,41575.0,41678.0,41785.0,41914.0,41942.0,42224.0,42246.0,42262.0,42381.0,42427.0,42474.0,42508.0,42556.0,42598.0,42660.0,42704.0,42750.0,42784.0,42836.0,42894.0,42940.0,42971.0,43022.0,43069.0,43101.0,43147.0,43173.0,43211.0,43248.0,43299.0,43345.0
5013350,43320.0,43394.0,43476.0,43614.0,43726.0,43750.0,43976.0,44043.0,44134.0,44191.0,44281.0,44374.0,44498.0,44523.0,44828.0,44852.0,44869.0,44989.0,45031.0,45072.0,45103.0,45153.0,45200.0,45285.0,45344.0,45406.0,45441.0,45495.0,45556.0,45611.0,45647.0,45709.0,45764.0,45800.0,45853.0,45883.0,45922.0,45960.0,46031.0,46096.0
5013352,52320.0,52394.0,52476.0,52614.0,52726.0,52750.0,52976.0,53043.0,53134.0,53191.0,53281.0,53374.0,53498.0,53523.0,53828.0,53852.0,53869.0,53989.0,54031.0,54072.0,54103.0,54153.0,54200.0,54285.0,54344.0,54406.0,54441.0,54495.0,54556.0,54611.0,54647.0,54709.0,54764.0,54800.0,54853.0,54883.0,54922.0,54960.0,55031.0,55096.0
5013356,70320.0,70392.0,70473.0,70591.0,70687.0,70708.0,70900.0,70979.0,71086.0,71139.0,71219.0,71302.0,71419.0,71456.0,71733.0,71755.0,71770.0,71899.0,71942.0,71987.0,72021.0,72067.0,72124.0,72196.0,72246.0,72299.0,72334.0,72388.0,72448.0,72499.0,72533.0,72590.0,72639.0,72672.0,72720.0,72747.0,72785.0,72822.0,72879.0,72931.0
5013358,77520.0,77583.0,77654.0,77757.0,77840.0,77858.0,78026.0,78098.0,78196.0,78256.0,78314.0,78374.0,78482.0,78516.0,78767.0,78787.0,78801.0,78915.0,78955.0,79000.0,79033.0,79078.0,79123.0,79195.0,79245.0,79298.0,79334.0,79390.0,79452.0,79502.0,79535.0,79589.0,79642.0,79677.0,79728.0,79758.0,79797.0,79834.0,79878.0,79918.0
5013360,84300.0,84363.0,84434.0,84537.0,84620.0,84638.0,84806.0,84878.0,84976.0,85036.0,85094.0,85154.0,85262.0,85296.0,85547.0,85567.0,85581.0,85695.0,85735.0,85780.0,85813.0,85858.0,85903.0,85975.0,86025.0,86078.0,86114.0,86170.0,86232.0,86282.0,86315.0,86369.0,86422.0,86457.0,86508.0,86538.0,86577.0,86614.0,86658.0,86698.0
5013485,42420.0,42524.0,42639.0,42770.0,42876.0,42899.0,43114.0,43189.0,43290.0,43375.0,43478.0,43585.0,43714.0,43742.0,44024.0,44046.0,44062.0,44181.0,44227.0,44274.0,44308.0,44356.0,44398.0,44460.0,44504.0,44550.0,44584.0,44636.0,44694.0,44740.0,44771.0,44822.0,44869.0,44901.0,44947.0,44973.0,45011.0,45048.0,45099.0,45145.0
5014485,46020.0,46147.0,46288.0,46435.0,46554.0,46580.0,46819.0,46897.0,47004.0,47089.0,47186.0,47286.0,47425.0,47456.0,47761.0,47785.0,47802.0,47939.0,47990.0,48042.0,48080.0,48133.0,48181.0,48263.0,48320.0,48381.0,48419.0,48477.0,48543.0,48606.0,48647.0,48716.0,48773.0,48811.0,48866.0,48898.0,48942.0,48983.0,49043.0,49098.0
5014992,34320.0,34381.0,34449.0,34538.0,34610.0,34626.0,34772.0,34820.0,34885.0,34980.0,35043.0,35108.0,35214.0,35242.0,35505.0,35525.0,35539.0,35639.0,35694.0,35741.0,35768.0,35808.0,35842.0,35897.0,35935.0,35975.0,36004.0,36048.0,36098.0,36144.0,36174.0,36224.0,36269.0,36299.0,36342.0,36367.0,36396.0,36423.0,36462.0,36498.0
5014996,50520.0,50594.0,50676.0,50814.0,50926.0,50950.0,51176.0,51243.0,51334.0,51391.0,51481.0,51574.0,51698.0,51723.0,52028.0,52052.0,52069.0,52189.0,52231.0,52272.0,52303.0,52353.0,52400.0,52485.0,52544.0,52606.0,52641.0,52695.0,52756.0,52811.0,52847.0,52909.0,52964.0,53000.0,53053.0,53083.0,53122.0,53160.0,53231.0,53296.0
5014998,59520.0,59590.0,59667.0,59823.0,59950.0,59978.0,60232.0,60313.0,60423.0,60490.0,60575.0,60664.0,60774.0,60809.0,61109.0,61132.0,61149.0,61312.0,61355.0,61402.0,61441.0,61498.0,61549.0,61644.0,61710.0,61780.0,61823.0,61890.0,61966.0,62030.0,62072.0,62144.0,62199.0,62236.0,62289.0,62320.0,62378.0,62434.0,62498.0,62557.0
5015000,68520.0,68592.0,68673.0,68791.0,68887.0,68908.0,69100.0,69179.0,69286.0,69339.0,69419.0,69502.0,69619.0,69656.0,69933.0,69955.0,69970.0,70099.0,70142.0,70187.0,70221.0,70267.0,70324.0,70396.0,70446.0,70499.0,70534.0,70588.0,70648.0,70699.0,70733.0,70790.0,70839.0,70872.0,70920.0,70947.0,70985.0,71022.0,71079.0,71131.0
5015002,75720.0,75783.0,75854.0,75957.0,76040.0,76058.0,76226.0,76298.0,76396.0,76456.0,76514.0,76574.0,76682.0,76716.0,76967.0,76987.0,77001.0,77115.0,77155.0,77200.0,77233.0,77278.0,77323.0,77395.0,77445.0,77498.0,77534.0,77590.0,77652.0,77702.0,77735.0,77789.0,77842.0,77877.0,77928.0,77958.0,77997.0,78034.0,78078.0,78118.0
5015004,82920.0,82983.0,83054.0,83157.0,83240.0,83258.0,83426.0,83498.0,83596.0,83656.0,83714.0,83774.0,83882.0,83916.0,84167.0,84187.0,84201.0,84315.0,84355.0,84400.0,84433.0,84478.0,84523.0,84595.0,84645.0,84698.0,84734.0,84790.0,84852.0,84902.0,84935.0,84989.0,85042.0,85077.0,85128.0,85158.0,85197.0,85234.0,85278.0,85318.0
5015366,70320.0,70404.0,70498.0,70628.0,70733.0,70756.0,70969.0,71042.0,71141.0,71216.0,71303.0,71393.0,71518.0,71561.0,71851.0,71874.0,71889.0,72021.0,72069.0,72121.0,72166.0,72219.0,72271.0,72348.0,72402.0,72459.0,72498.0,72558.0,72626.0,72682.0,72719.0,72782.0,72839.0,72877.0,72932.0,72963.0,73006.0,73047.0,73111.0,73169.0
5015987,56520.0,56641.0,56776.0,56931.0,57056.0,57083.0,57335.0,57430.0,57559.0,57649.0,57748.0,57852.0,57999.0,58037.0,58363.0,58388.0,58407.0,58557.0,58609.0,58666.0,58712.0,58772.0,58835.0,58927.0,58992.0,59060.0,59098.0,59156.0,59222.0,59289.0,59333.0,59406.0,59461.0,59498.0,59551.0,59581.0,59625.0,59666.0,59741.0,59810.0
5015989,64320.0,64441.0,64576.0,64731.0,64856.0,64883.0,65135.0,65230.0,65359.0,65449.0,65548.0,65652.0,65799.0,65837.0,66163.0,66188.0,66207.0,66357.0,66409.0,66466.0,66512.0,66572.0,66635.0,66727.0,66792.0,66860.0,66898.0,66956.0,67022.0,67089.0,67133.0,67206.0,67261.0,67298.0,67351.0,67381.0,67425.0,67466.0,67541.0,67610.0
5016108,30720.0,30781.0,30849.0,30938.0,31010.0,31026.0,31172.0,31220.0,31285.0,31380.0,31443.0,31508.0,31614.0,31642.0,31905.0,31925.0,31939.0,32039.0,32094.0,32141.0,32168.0,32208.0,32242.0,32297.0,32335.0,32375.0,32404.0,32448.0,32498.0,32544.0,32574.0,32624.0,32669.0,32699.0,32742.0,32767.0,32796.0,32823.0,32862.0,32898.0
5016114,55920.0,55990.0,56067.0,56223.0,56350.0,56378.0,56632.0,56713.0,56823.0,56890.0,56975.0,57064.0,57174.0,57209.0,57509.0,57532.0,57549.0,57712.0,57755.0,57802.0,57841.0,57898.0,57949.0,58044.0,58110.0,58180.0,58223.0,58290.0,58366.0,58430.0,58472.0,58544.0,58599.0,58636.0,58689.0,58720.0,58778.0,58834.0,58898.0,58957.0
5016116,64920.0,64990.0,65067.0,65223.0,65350.0,65378.0,65632.0,65713.0,65823.0,65890.0,65975.0,66064.0,66174.0,66209.0,66509.0,66532.0,66549.0,66712.0,66755.0,66802.0,66841.0,66898.0,66949.0,67044.0,67110.0,67180.0,67223.0,67290.0,67366.0,67430.0,67472.0,67544.0,67599.0,67636.0,67689.0,67720.0,67778.0,67834.0,67898.0,67957.0
5016118,73920.0,73992.0,74073.0,74191.0,74287.0,74308.0,74500.0,74579.0,74686.0,74739.0,74819.0,74902.0,75019.0,75056.0,75333.0,75355.0,75370.0,75499.0,75542.0,75587.0,75621.0,75667.0,75724.0,75796.0,75846.0,75899.0,75934.0,75988.0,76048.0,76099.0,76133.0,76190.0,76239.0,76272.0,76320.0,76347.0,76385.0,76422.0,76479.0,76531.0
5017779,49620.0,49747.0,49888.0,50035.0,50154.0,50180.0,50419.0,50497.0,50604.0,50689.0,50786.0,50886.0,51025.0,51056.0,51361.0,51385.0,51402.0,51539.0,51590.0,51642.0,51680.0,51733.0,51781.0,51863.0,51920.0,51981.0,52019.0,52077.0,52143.0,52206.0,52247.0,52316.0,52373.0,52411.0,52466.0,52498.0,52542.0,52583.0,52643.0,52698.0
5017781,57720.0,57841.0,57976.0,58131.0,58256.0,58283.0,58535.0,58630.0,58759.0,58849.0,58948.0,59052.0,59199.0,59237.0,59563.0,59588.0,59607.0,59757.0,59809.0,59866.0,59912.0,59972.0,60035.0,60127.0,60192.0,60260.0,60298.0,60356.0,60422.0,60489.0,60533.0,60606.0,60661.0,60698.0,60751.0,60781.0,60825.0,60866.0,60941.0,61010.0
5017784,73920.0,74004.0,74098.0,74228.0,74333.0,74356.0,74569.0,74642.0,74741.0,74816.0,74903.0,74993.0,75118.0,75161.0,75451.0,75474.0,75489.0,75621.0,75669.0,75721.0,75766.0,75819.0,75871.0,75948.0,76002.0,76059.0,76098.0,76158.0,76226.0,76282.0,76319.0,76382.0,76439.0,76477.0,76532.0,76563.0,76606.0,76647.0,76711.0,76769.0
5017786,81120.0,81183.0,81254.0,81364.0,81453.0,81472.0,81650.0,81719.0,81812.0,81868.0,81942.0,82020.0,82129.0,82159.0,82415.0,82435.0,82450.0,82568.0,82612.0,82658.0,82694.0,82744.0,82788.0,82859.0,82908.0,82960.0,82997.0,83054.0,83119.0,83170.0,83203.0,83259.0,83312.0,83347.0,83398.0,83428.0,83465.0,83501.0,83546.0,83586.0
5017791,26220.0,26303.0,26396.0,26479.0,26546.0,26561.0,26696.0,26743.0,26807.0,26909.0,26996.0,27086.0,27222.0,27260.0,27519.0,27539.0,27554.0,27667.0,27712.0,27755.0,27795.0,27851.0,27893.0,27965.0,28015.0,28067.0,28099.0,28149.0,28205.0,28255.0,28288.0,28344.0,28391.0,28423.0,28469.0,28495.0,28525.0,28554.0,28627.0,28694.0
5017795,72120.0,72204.0,72298.0,72428.0,72533.0,72556.0,72769.0,72842.0,72941.0,73016.0,73103.0,73193.0,73318.0,73361.0,73651.0,73674.0,73689.0,73821.0,73869.0,73921.0,73966.0,74019.0,74071.0,74148.0,74202.0,74259.0,74298.0,74358.0,74426.0,74482.0,74519.0,74582.0,74639.0,74677.0,74732.0,74763.0,74806.0,74847.0,74911.0,74969.0
5017797,79320.0,79383.0,79454.0,79564.0,79653.0,79672.0,79850.0,79919.0,80012.0,80068.0,80142.0,80220.0,80329.0,80359.0,80615.0,80635.0,80650.0,80768.0,80812.0,80858.0,80894.0,80944.0,80988.0,81059.0,81108.0,81160.0,81197.0,81254.0,81319.0,81370.0,81403.0,81459.0,81512.0,81547.0,81598.0,81628.0,81665.0,81701.0,81746.0,81786.0
5017896,29820.0,29987.0,30173.0,30270.0,30348.0,30365.0,30522.0,30585.0,30670.0,30781.0,30872.0,30967.0,31132.0,31178.0,31477.0,31500.0,31517.0,31627.0,31678.0,31734.0,31769.0,31824.0,31880.0,31960.0,32016.0,32075.0,32115.0,32177.0,32247.0,32316.0,32361.0,32437.0,32488.0,32522.0,32572.0,32601.0,32646.0,32688.0,32739.0,32785.0
5017898,38820.0,38924.0,39039.0,39170.0,39276.0,39299.0,39514.0,39589.0,39690.0,39775.0,39878.0,39985.0,40114.0,40142.0,40424.0,40446.0,40462.0,40581.0,40627.0,40674.0,40708.0,40756.0,40798.0,40860.0,40904.0,40950.0,40984.0,41036.0,41094.0,41140.0,41171.0,41222.0,41269.0,41301.0,41347.0,41373.0,41411.0,41448.0,41499.0,41545.0
5017902,55020.0,55141.0,55276.0,55431.0,55556.0,55583.0,55835.0,55930.0,56059.0,56149.0,56248.0,56352.0,56499.0,56537.0,56863.0,56888.0,56907.0,57057.0,57109.0,57166.0,57212.0,57272.0,57335.0,57427.0,57492.0,57560.0,57598.0,57656.0,57722.0,57789.0,57833.0,57906.0,57961.0,57998.0,58051.0,58081.0,58125.0,58166.0,58241.0,58310.0
5017904,63120.0,63241.0,63376.0,63531.0,63656.0,63683.0,63935.0,64030.0,64159.0,64249.0,64348.0,64452.0,64599.0,64637.0,64963.0,64988.0,65007.0,65157.0,65209.0,65266.0,65312.0,65372.0,65435.0,65527.0,65592.0,65660.0,65698.0,65756.0,65822.0,65889.0,65933.0,66006.0,66061.0,66098.0,66151.0,66181.0,66225.0,66266.0,66341.0,66410.0
5018235,60120.0,60241.0,60376.0,60531.0,60656.0,60683.0,60935.0,61030.0,61159.0,61249.0,61348.0,61452.0,61599.0,61637.0,61963.0,61988.0,62007.0,62157.0,62209.0,62266.0,62312.0,62372.0,62435.0,62527.0,62592.0,62660.0,62698.0,62756.0,62822.0,62889.0,62933.0,63006.0,63061.0,63098.0,63151.0,63181.0,63225.0,63266.0,63341.0,63410.0
5018237,67920.0,68041.0,68176.0,68331.0,68456.0,68483.0,68735.0,68830.0,68959.0,69049.0,69148.0,69252.0,69399.0,69437.0,69763.0,69788.0,69807.0,69957.0,70009.0,70066.0,70112.0,70172.0,70235.0,70327.0,70392.0,70460.0,70498.0,70556.0,70622.0,70689.0,70733.0,70806.0,70861.0,70898.0,70951.0,70981.0,71025.0,71066.0,71141.0,71210.0
5018339,44220.0,44347.0,44488.0,44635.0,44754.0,44780.0,45019.0,45097.0,45204.0,45289.0,45386.0,45486.0,45625.0,45656.0,45961.0,45985.0,46002.0,46139.0,46190.0,46242.0,46280.0,46333.0,46381.0,46463.0,46520.0,46581.0,46619.0,46677.0,46743.0,46806.0,46847.0,46916.0,46973.0,47011.0,47066.0,47098.0,47142.0,47183.0,47243.0,47298.0
5018465,53220.0,53347.0,53488.0,53635.0,53754.0,53780.0,54019.0,54097.0,54204.0,54289.0,54386.0,54486.0,54625.0,54656.0,54961.0,54985.0,55002.0,55139.0,55190.0,55242.0,55280.0,55333.0,55381.0,55463.0,55520.0,55581.0,55619.0,55677.0,55743.0,55806.0,55847.0,55916.0,55973.0,56011.0,56066.0,56098.0,56142.0,56183.0,56243.0,56298.0
5018467,61320.0,61441.0,61576.0,61731.0,61856.0,61883.0,62135.0,62230.0,62359.0,62449.0,62548.0,62652.0,62799.0,62837.0,63163.0,63188.0,63207.0,63357.0,63409.0,63466.0,63512.0,63572.0,63635.0,63727.0,63792.0,63860.0,63898.0,63956.0,64022.0,64089.0,64133.0,64206.0,64261.0,64298.0,64351.0,64381.0,64425.0,64466.0,64541.0,64610.0
5018468,69120.0,69204.0,69298.0,69428.0,69533.0,69556.0,69769.0,69842.0,69941.0,70016.0,70103.0,70193.0,70318.0,70361.0,70651.0,70674.0,70689.0,70821.0,70869.0,70921.0,70966.0,71019.0,71071.0,71148.0,71202.0,71259.0,71298.0,71358.0,71426.0,71482.0,71519.0,71582.0,71639.0,71677.0,71732.0,71763.0,71806.0,71847.0,71911.0,71969.0
5018831,66120.0,66241.0,66376.0,66531.0,66656.0,66683.0,66935.0,67030.0,67159.0,67249.0,67348.0,67452.0,67599.0,67637.0,67963.0,67988.0,68007.0,68157.0,68209.0,68266.0,68312.0,68372.0,68435.0,68527.0,68592.0,68660.0,68698.0,68756.0,68822.0,68889.0,68933.0,69006.0,69061.0,69098.0,69151.0,69181.0,69225.0,69266.0,69341.0,69410.0
5018833,75720.0,75783.0,75854.0,75964.0,76053.0,76072.0,76250.0,76319.0,76412.0,76468.0,76542.0,76620.0,76729.0,76759.0,77015.0,77035.0,77050.0,77168.0,77212.0,77258.0,77294.0,77344.0,77388.0,77459.0,77508.0,77560.0,77597.0,77654.0,77719.0,77770.0,77803.0,77859.0,77912.0,77947.0,77998.0,78028.0,78065.0,78101.0,78146.0,78186.0
5018835,82920.0,82983.0,83054.0,83164.0,83253.0,83272.0,83450.0,83519.0,83612.0,83668.0,83742.0,83820.0,83929.0,83959.0,84215.0,84235.0,84250.0,84368.0,84412.0,84458.0,84494.0,84544.0,84588.0,84659.0,84708.0,84760.0,84797.0,84854.0,84919.0,84970.0,85003.0,85059.0,85112.0,85147.0,85198.0,85228.0,85265.0,85301.0,85346.0,85386.0
5083380,36120.0,36198.0,36285.0,36424.0,36536.0,36560.0,36786.0,36830.0,36891.0,36930.0,36998.0,37068.0,37174.0,37196.0,37435.0,37454.0,37466.0,37569.0,37610.0,37648.0,37672.0,37713.0,37737.0,37804.0,37851.0,37901.0,37933.0,37983.0,38039.0,38075.0,38099.0,38139.0,38182.0,38211.0,38253.0,38277.0,38302.0,38326.0,38364.0,38398.0
5083382,43320.0,43395.0,43478.0,43572.0,43648.0,43665.0,43818.0,43870.0,43941.0,44011.0,44091.0,44174.0,44276.0,44308.0,44569.0,44589.0,44604.0,44719.0,44757.0,44798.0,44827.0,44873.0,44913.0,44988.0,45040.0,45096.0,45125.0,45170.0,45220.0,45267.0,45298.0,45349.0,45394.0,45424.0,45467.0,45491.0,45523.0,45553.0,45608.0,45659.0
5083386,59520.0,59598.0,59684.0,59806.0,59904.0,59925.0,60123.0,60208.0,60323.0,60381.0,60472.0,60567.0,60687.0,60711.0,60977.0,60998.0,61012.0,61129.0,61178.0,61227.0,61265.0,61316.0,61349.0,61418.0,61466.0,61517.0,61550.0,61602.0,61660.0,61711.0,61745.0,61801.0,61851.0,61884.0,61932.0,61959.0,61998.0,62035.0,62082.0,62125.0
5083388,66720.0,66798.0,66884.0,67006.0,67104.0,67125.0,67323.0,67408.0,67523.0,67581.0,67672.0,67767.0,67887.0,67911.0,68177.0,68198.0,68212.0,68329.0,68378.0,68427.0,68465.0,68516.0,68549.0,68618.0,68666.0,68717.0,68750.0,68802.0,68860.0,68911.0,68945.0,69001.0,69051.0,69084.0,69132.0,69159.0,69198.0,69235.0,69282.0,69325.0
