tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P
5108682,57300.0,57338.0,57406.0,57469.0,57526.0,57579.0,57605.0,57629.0,57659.0,57703.0,57720.0,57765.0,57784.0,57808.0,57844.0,57931.0,58021.0,58063.0,58082.0,58132.0,58199.0,58251.0,58291.0,58363.0,58474.0,58550.0,58629.0,58660.0,58696.0,58721.0,58768.0,58811.0,58839.0,58860.0,58896.0,58941.0,58979.0,59019.0,59050.0,59095.0,59172.0,59252.0,59276.0,59308.0,59351.0,59411.0,59527.0,59555.0,59583.0,59614.0,59637.0,59669.0,59701.0,59840.0,59978.0,60064.0,60123.0,60219.0,60264.0,60296.0,60312.0,60352.0,60389.0,60446.0,60507.0,60581.0,60714.0
5112528,27600.0,27635.0,27698.0,27756.0,27807.0,27865.0,27894.0,27920.0,27957.0,28011.0,28032.0,28093.0,28119.0,28152.0,28195.0,28297.0,28402.0,28464.0,28492.0,28566.0,28663.0,28741.0,28801.0,28909.0,29076.0,29126.0,29179.0,29215.0,29271.0,29306.0,29373.0,29435.0,29473.0,29501.0,29549.0,29605.0,29653.0,29704.0,29742.0,29816.0,29945.0,30204.0,30269.0,30358.0,30407.0,30475.0,30607.0,30643.0,30679.0,30716.0,30743.0,30782.0,30821.0,30964.0,31106.0,31194.0,31254.0,31351.0,31409.0,31445.0,31463.0,31519.0,31571.0,31646.0,31726.0,31825.0,31903.0
5112530,36900.0,36931.0,36986.0,37037.0,37083.0,37130.0,37153.0,37173.0,37208.0,37259.0,37279.0,37329.0,37350.0,37378.0,37414.0,37501.0,37591.0,37643.0,37666.0,37730.0,37800.0,37858.0,37902.0,37982.0,38105.0,38160.0,38218.0,38247.0,38291.0,38320.0,38374.0,38424.0,38455.0,38478.0,38518.0,38567.0,38608.0,38652.0,38685.0,38736.0,38825.0,38911.0,38936.0,38970.0,39007.0,39059.0,39158.0,39184.0,39209.0,39236.0,39256.0,39285.0,39314.0,39437.0,39559.0,39635.0,39687.0,39770.0,39818.0,39848.0,39863.0,39898.0,39930.0,39987.0,40048.0,40124.0,40367.0
5112532,60000.0,60038.0,60106.0,60169.0,60226.0,60279.0,60305.0,60329.0,60359.0,60403.0,60420.0,60465.0,60484.0,60508.0,60544.0,60631.0,60721.0,60763.0,60782.0,60832.0,60899.0,60951.0,60991.0,61063.0,61174.0,61250.0,61329.0,61360.0,61396.0,61421.0,61468.0,61511.0,61539.0,61560.0,61596.0,61641.0,61679.0,61719.0,61750.0,61795.0,61872.0,61952.0,61976.0,62008.0,62051.0,62111.0,62227.0,62255.0,62283.0,62314.0,62337.0,62369.0,62401.0,62540.0,62678.0,62764.0,62823.0,62919.0,62964.0,62996.0,63012.0,63052.0,63089.0,63146.0,63207.0,63281.0,63414.0
5112889,61500.0,61538.0,61606.0,61669.0,61726.0,61779.0,61805.0,61829.0,61859.0,61903.0,61920.0,61965.0,61984.0,62008.0,62044.0,62131.0,62221.0,62263.0,62282.0,62332.0,62399.0,62451.0,62491.0,62563.0,62674.0,62750.0,62829.0,62860.0,62896.0,62921.0,62968.0,63011.0,63039.0,63060.0,63096.0,63141.0,63179.0,63219.0,63250.0,63295.0,63372.0,63452.0,63476.0,63508.0,63551.0,63611.0,63727.0,63755.0,63783.0,63814.0,63837.0,63869.0,63901.0,64040.0,64178.0,64264.0,64323.0,64419.0,64464.0,64496.0,64512.0,64552.0,64589.0,64646.0,64707.0,64781.0,64914.0
5114278,25200.0,25235.0,25298.0,25356.0,25407.0,25465.0,25494.0,25520.0,25557.0,25611.0,25632.0,25693.0,25719.0,25752.0,25795.0,25897.0,26002.0,26064.0,26092.0,26166.0,26263.0,26341.0,26401.0,26509.0,26676.0,26726.0,26779.0,26815.0,26871.0,26906.0,26973.0,27035.0,27073.0,27101.0,27149.0,27205.0,27253.0,27304.0,27342.0,27416.0,27545.0,27804.0,27869.0,27958.0,28007.0,28075.0,28207.0,28243.0,28279.0,28316.0,28343.0,28382.0,28421.0,28564.0,28706.0,28794.0,28854.0,28951.0,29009.0,29045.0,29063.0,29119.0,29171.0,29246.0,29326.0,29425.0,29503.0
5114281,45900.0,45935.0,45997.0,46054.0,46105.0,46158.0,46184.0,46208.0,46240.0,46286.0,46304.0,46349.0,46368.0,46392.0,46435.0,46538.0,46643.0,46688.0,46708.0,46764.0,46841.0,46898.0,46941.0,47020.0,47142.0,47186.0,47232.0,47256.0,47295.0,47322.0,47373.0,47421.0,47456.0,47482.0,47526.0,47580.0,47626.0,47674.0,47710.0,47755.0,47832.0,47911.0,47938.0,47974.0,48011.0,48063.0,48164.0,48195.0,48225.0,48256.0,48279.0,48311.0,48344.0,48469.0,48593.0,48670.0,48723.0,48808.0,48852.0,48884.0,48900.0,48937.0,48971.0,49027.0,49087.0,49160.0,49205.0
5114283,58800.0,58838.0,58906.0,58969.0,59026.0,59079.0,59105.0,59129.0,59159.0,59203.0,59220.0,59265.0,59284.0,59308.0,59344.0,59431.0,59521.0,59563.0,59582.0,59632.0,59699.0,59751.0,59791.0,59863.0,59974.0,60050.0,60129.0,60160.0,60196.0,60221.0,60268.0,60311.0,60339.0,60360.0,60396.0,60441.0,60479.0,60519.0,60550.0,60595.0,60672.0,60752.0,60776.0,60808.0,60851.0,60911.0,61027.0,61055.0,61083.0,61114.0,61137.0,61169.0,61201.0,61340.0,61478.0,61564.0,61623.0,61719.0,61764.0,61796.0,61812.0,61852.0,61889.0,61946.0,62007.0,62081.0,62214.0
5114967,32400.0,32443.0,32519.0,32589.0,32651.0,32717.0,32750.0,32779.0,32814.0,32865.0,32885.0,32936.0,32957.0,32985.0,33040.0,33172.0,33308.0,33360.0,33383.0,33446.0,33516.0,33582.0,33632.0,33723.0,33863.0,33914.0,33967.0,33999.0,34041.0,34083.0,34162.0,34236.0,34291.0,34332.0,34401.0,34462.0,34514.0,34568.0,34609.0,34665.0,34763.0,34851.0,34888.0,34939.0,34981.0,35039.0,35152.0,35179.0,35206.0,35233.0,35253.0,35282.0,35312.0,35439.0,35565.0,35644.0,35698.0,35783.0,35821.0,35848.0,35862.0,35895.0,35926.0,35975.0,36027.0,36090.0,36226.0
5114973,64200.0,64238.0,64306.0,64369.0,64426.0,64479.0,64505.0,64529.0,64559.0,64603.0,64620.0,64665.0,64684.0,64708.0,64744.0,64831.0,64921.0,64963.0,64982.0,65032.0,65099.0,65151.0,65191.0,65263.0,65374.0,65450.0,65529.0,65560.0,65596.0,65621.0,65668.0,65711.0,65739.0,65760.0,65796.0,65841.0,65879.0,65919.0,65950.0,65995.0,66072.0,66152.0,66176.0,66208.0,66251.0,66311.0,66427.0,66455.0,66483.0,66514.0,66537.0,66569.0,66601.0,66740.0,66878.0,66964.0,67023.0,67119.0,67164.0,67196.0,67212.0,67252.0,67289.0,67346.0,67407.0,67481.0,67614.0
