tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P
5013628,24000.0,24123.0,24226.0,24246.0,24337.0,24391.0,24440.0,24500.0,24531.0,24575.0,24602.0,24631.0,24727.0,24775.0,24846.0,24880.0,24912.0,24949.0,24994.0,25031.0,25082.0,25132.0,25173.0,25211.0,25242.0,25286.0,25317.0,25357.0,25388.0,25411.0,25469.0,25508.0,25541.0,25575.0,25611.0,25721.0,25799.0,25892.0,25960.0,26000.0,26043.0,26093.0,26120.0,26168.0,26212.0,26306.0,26337.0,26375.0,26409.0,26448.0,26463.0,26508.0,26576.0,26613.0,26655.0,26679.0,26815.0
5013630,33000.0,33174.0,33320.0,33348.0,33456.0,33520.0,33571.0,33633.0,33667.0,33715.0,33743.0,33773.0,33869.0,33918.0,33990.0,34027.0,34062.0,34102.0,34151.0,34191.0,34238.0,34288.0,34330.0,34369.0,34406.0,34458.0,34495.0,34543.0,34572.0,34594.0,34651.0,34689.0,34722.0,34756.0,34797.0,34863.0,34910.0,34965.0,35038.0,35081.0,35116.0,35170.0,35199.0,35250.0,35296.0,35369.0,35412.0,35464.0,35511.0,35564.0,35584.0,35634.0,35705.0,35752.0,35805.0,35835.0,35910.0
5013632,40200.0,40333.0,40444.0,40465.0,40553.0,40605.0,40652.0,40710.0,40742.0,40787.0,40814.0,40841.0,40928.0,40968.0,41027.0,41059.0,41089.0,41123.0,41165.0,41198.0,41263.0,41308.0,41357.0,41402.0,41442.0,41497.0,41537.0,41588.0,41625.0,41653.0,41710.0,41749.0,41781.0,41815.0,41849.0,41896.0,41929.0,41968.0,42049.0,42097.0,42133.0,42182.0,42207.0,42255.0,42298.0,42374.0,42411.0,42456.0,42496.0,42551.0,42571.0,42618.0,42685.0,42727.0,42774.0,42800.0,42874.0
5013634,47400.0,47558.0,47690.0,47715.0,47804.0,47857.0,47900.0,47952.0,47988.0,48040.0,48071.0,48096.0,48179.0,48227.0,48297.0,48331.0,48363.0,48400.0,48446.0,48497.0,48567.0,48620.0,48673.0,48722.0,48765.0,48824.0,48867.0,48921.0,48954.0,48979.0,49042.0,49085.0,49118.0,49152.0,49188.0,49243.0,49282.0,49329.0,49399.0,49440.0,49473.0,49522.0,49547.0,49594.0,49637.0,49720.0,49758.0,49804.0,49845.0,49901.0,49921.0,49967.0,50030.0,50073.0,50121.0,50148.0,50212.0
5013636,60300.0,60491.0,60651.0,60681.0,60839.0,60932.0,60986.0,61053.0,61093.0,61150.0,61184.0,61222.0,61347.0,61418.0,61522.0,61567.0,61609.0,61658.0,61718.0,61760.0,61835.0,61893.0,61947.0,61998.0,62041.0,62101.0,62144.0,62198.0,62234.0,62260.0,62330.0,62378.0,62418.0,62460.0,62519.0,62606.0,62668.0,62741.0,62836.0,62892.0,62927.0,62974.0,62999.0,63055.0,63105.0,63229.0,63271.0,63323.0,63369.0,63423.0,63443.0,63491.0,63559.0,63600.0,63647.0,63673.0,63737.0
5013638,69000.0,69167.0,69307.0,69333.0,69436.0,69496.0,69540.0,69593.0,69622.0,69664.0,69689.0,69718.0,69812.0,69863.0,69937.0,69974.0,70009.0,70049.0,70097.0,70157.0,70221.0,70268.0,70311.0,70351.0,70391.0,70446.0,70486.0,70537.0,70566.0,70588.0,70650.0,70691.0,70726.0,70762.0,70802.0,70860.0,70901.0,70949.0,71015.0,71054.0,71086.0,71131.0,71156.0,71200.0,71239.0,71298.0,71330.0,71369.0,71403.0,71457.0,71477.0,71524.0,71586.0,71625.0,71669.0,71693.0,71763.0
5013783,28500.0,28623.0,28726.0,28746.0,28837.0,28891.0,28940.0,29000.0,29031.0,29075.0,29102.0,29131.0,29227.0,29275.0,29346.0,29380.0,29412.0,29449.0,29494.0,29531.0,29582.0,29632.0,29673.0,29711.0,29742.0,29786.0,29817.0,29857.0,29888.0,29911.0,29969.0,30008.0,30041.0,30075.0,30111.0,30221.0,30299.0,30392.0,30460.0,30500.0,30543.0,30593.0,30620.0,30668.0,30712.0,30806.0,30837.0,30875.0,30909.0,30948.0,30963.0,31008.0,31076.0,31113.0,31155.0,31179.0,31315.0
5013785,36600.0,36733.0,36844.0,36865.0,36953.0,37005.0,37052.0,37110.0,37142.0,37187.0,37214.0,37241.0,37328.0,37368.0,37427.0,37459.0,37489.0,37523.0,37565.0,37598.0,37663.0,37708.0,37757.0,37802.0,37842.0,37897.0,37937.0,37988.0,38025.0,38053.0,38110.0,38149.0,38181.0,38215.0,38249.0,38296.0,38329.0,38368.0,38449.0,38497.0,38533.0,38582.0,38607.0,38655.0,38698.0,38774.0,38811.0,38856.0,38896.0,38951.0,38971.0,39018.0,39085.0,39127.0,39174.0,39200.0,39274.0
5013787,43800.0,43958.0,44090.0,44115.0,44204.0,44257.0,44300.0,44352.0,44388.0,44440.0,44471.0,44496.0,44579.0,44627.0,44697.0,44731.0,44763.0,44800.0,44846.0,44897.0,44967.0,45020.0,45073.0,45122.0,45165.0,45224.0,45267.0,45321.0,45354.0,45379.0,45442.0,45485.0,45518.0,45552.0,45588.0,45643.0,45682.0,45729.0,45799.0,45840.0,45873.0,45922.0,45947.0,45994.0,46037.0,46120.0,46158.0,46204.0,46245.0,46301.0,46321.0,46367.0,46430.0,46473.0,46521.0,46548.0,46612.0
5013790,63600.0,63798.0,63964.0,63994.0,64161.0,64259.0,64311.0,64374.0,64413.0,64469.0,64503.0,64542.0,64670.0,64737.0,64835.0,64882.0,64926.0,64976.0,65037.0,65096.0,65170.0,65226.0,65275.0,65320.0,65362.0,65420.0,65462.0,65514.0,65547.0,65572.0,65635.0,65678.0,65718.0,65759.0,65799.0,65860.0,65903.0,65954.0,66025.0,66067.0,66101.0,66152.0,66177.0,66222.0,66262.0,66341.0,66379.0,66425.0,66467.0,66520.0,66539.0,66585.0,66650.0,66690.0,66735.0,66760.0,66849.0
5013909,29400.0,29482.0,29550.0,29563.0,29622.0,29656.0,29681.0,29711.0,29728.0,29752.0,29766.0,29777.0,29814.0,29842.0,29884.0,29905.0,29924.0,29946.0,29973.0,30000.0,30036.0,30083.0,30115.0,30144.0,30167.0,30200.0,30223.0,30253.0,30284.0,30306.0,30353.0,30385.0,30406.0,30428.0,30450.0,30489.0,30517.0,30550.0,30606.0,30640.0,30668.0,30713.0,30737.0,30775.0,30809.0,30858.0,30894.0,30939.0,30979.0,31034.0,31054.0,31097.0,31157.0,31197.0,31242.0,31266.0,31322.0
5014676,56700.0,56838.0,56954.0,56976.0,57062.0,57112.0,57158.0,57214.0,57247.0,57294.0,57323.0,57352.0,57445.0,57496.0,57571.0,57612.0,57650.0,57694.0,57748.0,57809.0,57910.0,57960.0,58012.0,58060.0,58099.0,58153.0,58192.0,58242.0,58274.0,58298.0,58367.0,58414.0,58451.0,58489.0,58532.0,58579.0,58612.0,58652.0,58729.0,58775.0,58808.0,58855.0,58881.0,58925.0,58964.0,59040.0,59077.0,59122.0,59163.0,59216.0,59235.0,59282.0,59343.0,59384.0,59431.0,59457.0,59534.0
5014678,65100.0,65298.0,65464.0,65494.0,65661.0,65759.0,65811.0,65874.0,65913.0,65969.0,66003.0,66042.0,66170.0,66237.0,66335.0,66382.0,66426.0,66476.0,66537.0,66596.0,66670.0,66726.0,66775.0,66820.0,66862.0,66920.0,66962.0,67014.0,67047.0,67072.0,67135.0,67178.0,67218.0,67259.0,67299.0,67360.0,67403.0,67454.0,67525.0,67567.0,67601.0,67652.0,67677.0,67722.0,67762.0,67841.0,67879.0,67925.0,67967.0,68020.0,68039.0,68085.0,68150.0,68190.0,68235.0,68260.0,68349.0
5018019,58200.0,58367.0,58507.0,58533.0,58603.0,58645.0,58684.0,58731.0,58754.0,58787.0,58807.0,58832.0,58912.0,58953.0,59012.0,59045.0,59076.0,59112.0,59157.0,59182.0,59212.0,59269.0,59324.0,59376.0,59427.0,59499.0,59551.0,59616.0,59654.0,59682.0,59735.0,59770.0,59806.0,59844.0,59874.0,59916.0,59946.0,59982.0,60032.0,60062.0,60091.0,60131.0,60151.0,60196.0,60236.0,60292.0,60324.0,60364.0,60400.0,60436.0,60449.0,60488.0,60556.0,60594.0,60637.0,60660.0,60811.0
5018021,65400.0,65562.0,65698.0,65723.0,65780.0,65814.0,65844.0,65880.0,65902.0,65933.0,65952.0,65966.0,66011.0,66048.0,66101.0,66136.0,66169.0,66207.0,66255.0,66298.0,66323.0,66361.0,66410.0,66456.0,66487.0,66531.0,66563.0,66603.0,66624.0,66639.0,66692.0,66728.0,66759.0,66790.0,66848.0,66896.0,66930.0,66970.0,67075.0,67138.0,67178.0,67225.0,67250.0,67301.0,67347.0,67408.0,67441.0,67482.0,67518.0,67563.0,67579.0,67623.0,67732.0,67776.0,67826.0,67853.0,67905.0
5018023,72600.0,72821.0,73006.0,73040.0,73150.0,73215.0,73254.0,73301.0,73338.0,73390.0,73421.0,73456.0,73571.0,73632.0,73720.0,73753.0,73784.0,73819.0,73862.0,73902.0,74009.0,74061.0,74121.0,74177.0,74229.0,74302.0,74355.0,74422.0,74477.0,74518.0,74587.0,74634.0,74669.0,74705.0,74754.0,74795.0,74824.0,74859.0,74922.0,74960.0,75029.0,75080.0,75105.0,75157.0,75205.0,75297.0,75344.0,75401.0,75452.0,75519.0,75544.0,75591.0,75662.0,75722.0,75790.0,75828.0,75891.0
5084527,45000.0,45159.0,45292.0,45317.0,45399.0,45448.0,45486.0,45532.0,45554.0,45585.0,45603.0,45624.0,45692.0,45730.0,45786.0,45814.0,45840.0,45870.0,45906.0,45942.0,46011.0,46052.0,46090.0,46126.0,46163.0,46215.0,46252.0,46300.0,46324.0,46342.0,46408.0,46452.0,46483.0,46516.0,46550.0,46589.0,46617.0,46650.0,46702.0,46733.0,46769.0,46815.0,46839.0,46890.0,46936.0,46995.0,47031.0,47075.0,47113.0,47173.0,47195.0,47241.0,47305.0,47348.0,47396.0,47423.0,47505.0
5084529,52200.0,52359.0,52492.0,52517.0,52599.0,52648.0,52686.0,52732.0,52754.0,52785.0,52803.0,52824.0,52892.0,52930.0,52986.0,53014.0,53040.0,53070.0,53106.0,53142.0,53211.0,53252.0,53290.0,53326.0,53363.0,53415.0,53452.0,53500.0,53524.0,53542.0,53608.0,53652.0,53683.0,53716.0,53750.0,53789.0,53817.0,53850.0,53902.0,53933.0,53969.0,54015.0,54039.0,54090.0,54136.0,54195.0,54231.0,54275.0,54313.0,54373.0,54395.0,54441.0,54505.0,54548.0,54596.0,54623.0,54705.0
5085588,31500.0,31631.0,31741.0,31761.0,31865.0,31927.0,31971.0,32024.0,32044.0,32073.0,32091.0,32118.0,32206.0,32252.0,32318.0,32354.0,32388.0,32427.0,32475.0,32502.0,32535.0,32588.0,32632.0,32672.0,32703.0,32746.0,32777.0,32816.0,32845.0,32866.0,32928.0,32969.0,32994.0,33020.0,33056.0,33128.0,33180.0,33240.0,33296.0,33330.0,33361.0,33403.0,33427.0,33468.0,33505.0,33562.0,33591.0,33626.0,33657.0,33703.0,33720.0,33762.0,33825.0,33858.0,33896.0,33917.0,33976.0
5085591,54600.0,54766.0,54906.0,54932.0,55010.0,55056.0,55103.0,55161.0,55199.0,55252.0,55284.0,55319.0,55435.0,55501.0,55596.0,55646.0,55693.0,55746.0,55812.0,55860.0,55941.0,56002.0,56066.0,56126.0,56182.0,56260.0,56316.0,56387.0,56426.0,56454.0,56521.0,56567.0,56601.0,56637.0,56683.0,56781.0,56852.0,56934.0,57037.0,57099.0,57133.0,57180.0,57204.0,57248.0,57288.0,57368.0,57411.0,57464.0,57511.0,57573.0,57596.0,57638.0,57701.0,57748.0,57801.0,57831.0,57937.0
5085593,61500.0,61683.0,61837.0,61866.0,62018.0,62107.0,62159.0,62223.0,62261.0,62316.0,62349.0,62386.0,62506.0,62574.0,62674.0,62717.0,62758.0,62805.0,62862.0,62902.0,62974.0,63030.0,63082.0,63131.0,63172.0,63229.0,63270.0,63323.0,63358.0,63383.0,63450.0,63496.0,63535.0,63575.0,63632.0,63715.0,63775.0,63845.0,63936.0,63990.0,64024.0,64069.0,64093.0,64146.0,64195.0,64314.0,64355.0,64405.0,64449.0,64501.0,64520.0,64566.0,64631.0,64671.0,64716.0,64741.0,64803.0
5085595,70800.0,70960.0,71094.0,71120.0,71219.0,71277.0,71319.0,71370.0,71398.0,71438.0,71462.0,71490.0,71580.0,71629.0,71700.0,71735.0,71768.0,71806.0,71854.0,71912.0,71974.0,72019.0,72060.0,72099.0,72137.0,72190.0,72228.0,72278.0,72306.0,72327.0,72386.0,72426.0,72459.0,72494.0,72532.0,72587.0,72627.0,72673.0,72736.0,72774.0,72805.0,72848.0,72872.0,72914.0,72952.0,73009.0,73040.0,73077.0,73110.0,73162.0,73181.0,73226.0,73286.0,73323.0,73365.0,73389.0,73456.0
5085597,78000.0,78124.0,78228.0,78248.0,78314.0,78353.0,78389.0,78434.0,78458.0,78493.0,78514.0,78534.0,78599.0,78639.0,78697.0,78722.0,78746.0,78773.0,78806.0,78834.0,78868.0,78907.0,78941.0,78972.0,79000.0,79039.0,79067.0,79103.0,79125.0,79141.0,79192.0,79226.0,79254.0,79283.0,79312.0,79379.0,79427.0,79483.0,79532.0,79561.0,79591.0,79636.0,79660.0,79702.0,79741.0,79789.0,79820.0,79858.0,79893.0,79939.0,79956.0,79999.0,80056.0,80090.0,80129.0,80150.0,80261.0
5085599,84300.0,84424.0,84528.0,84548.0,84614.0,84653.0,84689.0,84734.0,84758.0,84793.0,84814.0,84834.0,84899.0,84939.0,84997.0,85022.0,85046.0,85073.0,85106.0,85134.0,85168.0,85207.0,85241.0,85272.0,85300.0,85339.0,85367.0,85403.0,85425.0,85441.0,85492.0,85526.0,85554.0,85583.0,85612.0,85679.0,85727.0,85783.0,85832.0,85861.0,85891.0,85936.0,85960.0,86002.0,86041.0,86089.0,86120.0,86158.0,86193.0,86239.0,86256.0,86299.0,86356.0,86390.0,86429.0,86450.0,86561.0
5086414,41700.0,41863.0,42000.0,42025.0,42097.0,42140.0,42181.0,42232.0,42258.0,42295.0,42317.0,42326.0,42357.0,42392.0,42442.0,42466.0,42488.0,42513.0,42545.0,42589.0,42609.0,42670.0,42705.0,42738.0,42783.0,42846.0,42891.0,42948.0,42968.0,42983.0,43029.0,43060.0,43095.0,43132.0,43171.0,43215.0,43247.0,43284.0,43325.0,43349.0,43378.0,43419.0,43443.0,43487.0,43526.0,43585.0,43613.0,43647.0,43676.0,43721.0,43737.0,43791.0,43865.0,43908.0,43956.0,43983.0,44176.0
5086416,48600.0,48759.0,48892.0,48917.0,48999.0,49048.0,49086.0,49132.0,49154.0,49185.0,49203.0,49224.0,49292.0,49330.0,49386.0,49414.0,49440.0,49470.0,49506.0,49542.0,49611.0,49652.0,49690.0,49726.0,49763.0,49815.0,49852.0,49900.0,49924.0,49942.0,50008.0,50052.0,50083.0,50116.0,50150.0,50189.0,50217.0,50250.0,50302.0,50333.0,50369.0,50415.0,50439.0,50490.0,50536.0,50595.0,50631.0,50675.0,50713.0,50773.0,50795.0,50841.0,50905.0,50948.0,50996.0,51023.0,51105.0
5086418,55800.0,55964.0,56102.0,56128.0,56224.0,56281.0,56325.0,56379.0,56410.0,56455.0,56482.0,56514.0,56618.0,56661.0,56724.0,56751.0,56776.0,56805.0,56841.0,56877.0,56911.0,56960.0,57024.0,57083.0,57111.0,57149.0,57177.0,57212.0,57244.0,57267.0,57329.0,57370.0,57400.0,57431.0,57532.0,57576.0,57608.0,57645.0,57706.0,57742.0,57786.0,57843.0,57868.0,57918.0,57963.0,58031.0,58082.0,58144.0,58199.0,58258.0,58279.0,58329.0,58391.0,58432.0,58478.0,58504.0,58675.0
5086420,63000.0,63165.0,63304.0,63330.0,63433.0,63494.0,63529.0,63572.0,63592.0,63621.0,63638.0,63658.0,63725.0,63764.0,63822.0,63857.0,63890.0,63927.0,63973.0,64021.0,64096.0,64134.0,64211.0,64283.0,64318.0,64367.0,64402.0,64446.0,64468.0,64485.0,64539.0,64575.0,64595.0,64615.0,64661.0,64713.0,64751.0,64794.0,64848.0,64880.0,64921.0,64973.0,65001.0,65051.0,65096.0,65176.0,65219.0,65271.0,65317.0,65379.0,65401.0,65449.0,65508.0,65542.0,65580.0,65601.0,65660.0
5086422,70200.0,70326.0,70432.0,70452.0,70555.0,70616.0,70647.0,70684.0,70696.0,70713.0,70724.0,70754.0,70854.0,70906.0,70981.0,71006.0,71029.0,71055.0,71088.0,71109.0,71142.0,71196.0,71229.0,71259.0,71285.0,71321.0,71347.0,71379.0,71404.0,71422.0,71459.0,71484.0,71505.0,71526.0,71569.0,71603.0,71628.0,71657.0,71700.0,71725.0,71751.0,71795.0,71817.0,71858.0,71896.0,72007.0,72034.0,72067.0,72096.0,72144.0,72161.0,72205.0,72261.0,72298.0,72340.0,72363.0,72422.0
