tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P
5093977,51300.0,51342.0,51404.0,51454.0,51498.0,51529.0,51571.0,51592.0,51656.0,51678.0,51712.0,51760.0,51798.0,51831.0,51857.0,51894.0,51918.0,51968.0,52006.0,52037.0,52073.0,52103.0,52138.0,52173.0,52202.0,52230.0,52272.0,52297.0,52367.0,52424.0,52471.0,52514.0,52557.0,52607.0,52633.0,52760.0,52843.0,52953.0
5093979,56100.0,56137.0,56191.0,56235.0,56273.0,56300.0,56336.0,56354.0,56409.0,56427.0,56462.0,56512.0,56552.0,56587.0,56614.0,56653.0,56675.0,56723.0,56760.0,56791.0,56829.0,56858.0,56892.0,56925.0,56952.0,56982.0,57027.0,57054.0,57128.0,57183.0,57228.0,57267.0,57305.0,57352.0,57377.0,57502.0,57583.0,57691.0
5093981,61500.0,61536.0,61588.0,61630.0,61667.0,61693.0,61728.0,61745.0,61799.0,61818.0,61852.0,61901.0,61940.0,61974.0,62001.0,62040.0,62063.0,62097.0,62129.0,62155.0,62194.0,62221.0,62252.0,62282.0,62306.0,62339.0,62388.0,62417.0,62496.0,62548.0,62592.0,62629.0,62665.0,62714.0,62740.0,62869.0,62953.0,63065.0
5093983,66900.0,66935.0,66986.0,67027.0,67063.0,67088.0,67122.0,67139.0,67191.0,67210.0,67240.0,67283.0,67318.0,67348.0,67371.0,67405.0,67427.0,67466.0,67503.0,67534.0,67573.0,67604.0,67639.0,67668.0,67692.0,67720.0,67762.0,67787.0,67855.0,67901.0,67939.0,67975.0,68011.0,68055.0,68078.0,68202.0,68283.0,68390.0
5094588,39600.0,39638.0,39694.0,39740.0,39780.0,39808.0,39846.0,39865.0,39923.0,39942.0,39972.0,40014.0,40048.0,40078.0,40101.0,40134.0,40154.0,40189.0,40224.0,40253.0,40289.0,40320.0,40356.0,40390.0,40417.0,40444.0,40483.0,40506.0,40571.0,40627.0,40674.0,40719.0,40763.0,40807.0,40831.0,40940.0,41011.0,41106.0
5094592,49200.0,49240.0,49299.0,49347.0,49389.0,49418.0,49458.0,49478.0,49539.0,49559.0,49597.0,49651.0,49694.0,49732.0,49761.0,49803.0,49827.0,49910.0,49958.0,49998.0,50040.0,50073.0,50111.0,50151.0,50184.0,50215.0,50261.0,50288.0,50363.0,50413.0,50455.0,50522.0,50589.0,50638.0,50664.0,50780.0,50856.0,50957.0
5094594,54000.0,54040.0,54098.0,54145.0,54186.0,54215.0,54254.0,54273.0,54333.0,54354.0,54390.0,54441.0,54482.0,54518.0,54546.0,54584.0,54607.0,54678.0,54713.0,54741.0,54777.0,54808.0,54845.0,54888.0,54922.0,54957.0,55009.0,55039.0,55124.0,55176.0,55220.0,55277.0,55333.0,55365.0,55382.0,55493.0,55565.0,55662.0
5094598,63600.0,63646.0,63714.0,63769.0,63817.0,63851.0,63896.0,63918.0,63987.0,64011.0,64045.0,64093.0,64131.0,64165.0,64191.0,64228.0,64248.0,64325.0,64362.0,64393.0,64430.0,64471.0,64518.0,64545.0,64567.0,64601.0,64651.0,64681.0,64763.0,64806.0,64841.0,64881.0,64920.0,64959.0,64980.0,65100.0,65178.0,65283.0
5094600,68400.0,68436.0,68489.0,68531.0,68568.0,68594.0,68629.0,68646.0,68700.0,68719.0,68747.0,68787.0,68819.0,68847.0,68869.0,68899.0,68919.0,68978.0,69013.0,69041.0,69077.0,69106.0,69140.0,69179.0,69211.0,69236.0,69273.0,69295.0,69354.0,69397.0,69432.0,69465.0,69497.0,69541.0,69565.0,69672.0,69742.0,69834.0
5094602,73200.0,73236.0,73289.0,73331.0,73368.0,73394.0,73429.0,73446.0,73500.0,73519.0,73547.0,73587.0,73619.0,73647.0,73669.0,73699.0,73719.0,73778.0,73813.0,73841.0,73877.0,73906.0,73940.0,73979.0,74011.0,74036.0,74073.0,74095.0,74154.0,74197.0,74232.0,74265.0,74297.0,74341.0,74365.0,74472.0,74542.0,74634.0
5096500,25800.0,25843.0,25906.0,25957.0,26002.0,26033.0,26075.0,26096.0,26161.0,26183.0,26224.0,26282.0,26328.0,26368.0,26399.0,26444.0,26468.0,26528.0,26574.0,26612.0,26668.0,26707.0,26753.0,26806.0,26849.0,26899.0,26973.0,27016.0,27137.0,27206.0,27263.0,27317.0,27370.0,27446.0,27486.0,27598.0,27671.0,27768.0
5096502,30840.0,30891.0,30966.0,31026.0,31079.0,31116.0,31166.0,31191.0,31268.0,31294.0,31335.0,31394.0,31441.0,31482.0,31514.0,31560.0,31586.0,31638.0,31691.0,31734.0,31787.0,31835.0,31890.0,31955.0,32007.0,32070.0,32164.0,32219.0,32374.0,32460.0,32532.0,32593.0,32654.0,32752.0,32805.0,32929.0,33010.0,33118.0
5096503,59700.0,59737.0,59791.0,59835.0,59873.0,59900.0,59936.0,59954.0,60009.0,60027.0,60062.0,60112.0,60152.0,60187.0,60214.0,60253.0,60275.0,60323.0,60360.0,60391.0,60429.0,60458.0,60492.0,60525.0,60552.0,60582.0,60627.0,60654.0,60728.0,60783.0,60828.0,60867.0,60905.0,60952.0,60977.0,61102.0,61183.0,61291.0
5096505,65700.0,65735.0,65786.0,65827.0,65863.0,65888.0,65922.0,65939.0,65991.0,66010.0,66040.0,66083.0,66118.0,66148.0,66171.0,66205.0,66227.0,66266.0,66303.0,66334.0,66373.0,66404.0,66439.0,66468.0,66492.0,66520.0,66562.0,66587.0,66655.0,66701.0,66739.0,66775.0,66811.0,66855.0,66878.0,67002.0,67083.0,67190.0
5096507,70500.0,70535.0,70586.0,70628.0,70664.0,70690.0,70724.0,70741.0,70794.0,70812.0,70841.0,70882.0,70915.0,70944.0,70966.0,70997.0,71017.0,71061.0,71093.0,71119.0,71155.0,71184.0,71217.0,71244.0,71265.0,71293.0,71335.0,71360.0,71428.0,71471.0,71507.0,71543.0,71579.0,71620.0,71642.0,71753.0,71825.0,71921.0
5096509,75300.0,75327.0,75367.0,75399.0,75427.0,75447.0,75474.0,75487.0,75528.0,75544.0,75568.0,75602.0,75630.0,75654.0,75673.0,75700.0,75719.0,75749.0,75778.0,75802.0,75833.0,75855.0,75880.0,75905.0,75925.0,75946.0,75976.0,75994.0,76044.0,76079.0,76108.0,76134.0,76160.0,76190.0,76206.0,76301.0,76363.0,76446.0
5096511,80100.0,80127.0,80167.0,80199.0,80227.0,80247.0,80274.0,80287.0,80328.0,80344.0,80368.0,80402.0,80430.0,80454.0,80473.0,80500.0,80519.0,80549.0,80578.0,80602.0,80633.0,80655.0,80680.0,80705.0,80725.0,80746.0,80776.0,80794.0,80844.0,80879.0,80908.0,80934.0,80960.0,80990.0,81006.0,81101.0,81163.0,81246.0
5096513,84600.0,84627.0,84667.0,84699.0,84727.0,84747.0,84774.0,84787.0,84828.0,84844.0,84868.0,84902.0,84930.0,84954.0,84973.0,85000.0,85019.0,85049.0,85078.0,85102.0,85133.0,85155.0,85180.0,85205.0,85225.0,85246.0,85276.0,85294.0,85344.0,85379.0,85408.0,85434.0,85460.0,85490.0,85506.0,85601.0,85663.0,85746.0
5096756,27480.0,27523.0,27586.0,27637.0,27682.0,27713.0,27755.0,27776.0,27841.0,27863.0,27904.0,27962.0,28008.0,28048.0,28079.0,28124.0,28148.0,28208.0,28254.0,28292.0,28348.0,28387.0,28433.0,28486.0,28529.0,28579.0,28653.0,28696.0,28817.0,28886.0,28943.0,28997.0,29050.0,29126.0,29166.0,29278.0,29351.0,29448.0
5096758,32700.0,32742.0,32804.0,32854.0,32898.0,32929.0,32971.0,32992.0,33056.0,33078.0,33114.0,33166.0,33208.0,33244.0,33272.0,33313.0,33338.0,33383.0,33425.0,33460.0,33505.0,33545.0,33592.0,33634.0,33668.0,33705.0,33760.0,33793.0,33885.0,33943.0,33992.0,34043.0,34094.0,34158.0,34192.0,34313.0,34392.0,34498.0
5096760,37500.0,37539.0,37597.0,37643.0,37684.0,37713.0,37752.0,37771.0,37830.0,37849.0,37882.0,37929.0,37967.0,38000.0,38025.0,38062.0,38086.0,38152.0,38191.0,38223.0,38263.0,38296.0,38335.0,38370.0,38398.0,38427.0,38470.0,38496.0,38568.0,38618.0,38660.0,38704.0,38748.0,38795.0,38820.0,38937.0,39013.0,39115.0
5096762,42300.0,42339.0,42397.0,42443.0,42484.0,42513.0,42552.0,42571.0,42630.0,42649.0,42682.0,42729.0,42767.0,42800.0,42825.0,42862.0,42886.0,42952.0,42991.0,43023.0,43063.0,43096.0,43135.0,43170.0,43198.0,43227.0,43270.0,43296.0,43368.0,43418.0,43460.0,43504.0,43548.0,43595.0,43620.0,43737.0,43813.0,43915.0
5096764,47100.0,47142.0,47204.0,47254.0,47298.0,47329.0,47371.0,47392.0,47456.0,47478.0,47512.0,47560.0,47598.0,47631.0,47657.0,47694.0,47718.0,47768.0,47806.0,47837.0,47873.0,47903.0,47938.0,47973.0,48002.0,48030.0,48072.0,48097.0,48167.0,48224.0,48271.0,48314.0,48357.0,48407.0,48433.0,48560.0,48643.0,48753.0
5096766,51900.0,51942.0,52004.0,52054.0,52098.0,52129.0,52171.0,52192.0,52256.0,52278.0,52312.0,52360.0,52398.0,52431.0,52457.0,52494.0,52518.0,52568.0,52606.0,52637.0,52673.0,52703.0,52738.0,52773.0,52802.0,52830.0,52872.0,52897.0,52967.0,53024.0,53071.0,53114.0,53157.0,53207.0,53233.0,53360.0,53443.0,53553.0
5096768,56700.0,56737.0,56791.0,56835.0,56873.0,56900.0,56936.0,56954.0,57009.0,57027.0,57062.0,57112.0,57152.0,57187.0,57214.0,57253.0,57275.0,57323.0,57360.0,57391.0,57429.0,57458.0,57492.0,57525.0,57552.0,57582.0,57627.0,57654.0,57728.0,57783.0,57828.0,57867.0,57905.0,57952.0,57977.0,58102.0,58183.0,58291.0
5096770,62100.0,62136.0,62188.0,62230.0,62267.0,62293.0,62328.0,62345.0,62399.0,62418.0,62452.0,62501.0,62540.0,62574.0,62601.0,62640.0,62663.0,62697.0,62729.0,62755.0,62794.0,62821.0,62852.0,62882.0,62906.0,62939.0,62988.0,63017.0,63096.0,63148.0,63192.0,63229.0,63265.0,63314.0,63340.0,63469.0,63553.0,63665.0
5096772,67500.0,67535.0,67586.0,67627.0,67663.0,67688.0,67722.0,67739.0,67791.0,67810.0,67840.0,67883.0,67918.0,67948.0,67971.0,68005.0,68027.0,68066.0,68103.0,68134.0,68173.0,68204.0,68239.0,68268.0,68292.0,68320.0,68362.0,68387.0,68455.0,68501.0,68539.0,68575.0,68611.0,68655.0,68678.0,68802.0,68883.0,68990.0
5098477,27960.0,28011.0,28086.0,28146.0,28199.0,28236.0,28286.0,28311.0,28388.0,28414.0,28455.0,28514.0,28561.0,28602.0,28634.0,28680.0,28706.0,28758.0,28811.0,28854.0,28907.0,28955.0,29010.0,29075.0,29127.0,29190.0,29284.0,29339.0,29494.0,29580.0,29652.0,29713.0,29774.0,29872.0,29925.0,30049.0,30130.0,30238.0
5098479,33300.0,33342.0,33404.0,33454.0,33498.0,33529.0,33571.0,33592.0,33656.0,33678.0,33714.0,33766.0,33808.0,33844.0,33872.0,33913.0,33938.0,33983.0,34025.0,34060.0,34105.0,34145.0,34192.0,34234.0,34268.0,34305.0,34360.0,34393.0,34485.0,34543.0,34592.0,34643.0,34694.0,34758.0,34792.0,34913.0,34992.0,35098.0
5098481,38100.0,38139.0,38197.0,38243.0,38284.0,38313.0,38352.0,38371.0,38430.0,38449.0,38482.0,38529.0,38567.0,38600.0,38625.0,38662.0,38686.0,38752.0,38791.0,38823.0,38863.0,38896.0,38935.0,38970.0,38998.0,39027.0,39070.0,39096.0,39168.0,39218.0,39260.0,39304.0,39348.0,39395.0,39420.0,39537.0,39613.0,39715.0
5098483,42900.0,42942.0,43004.0,43054.0,43098.0,43129.0,43171.0,43192.0,43256.0,43278.0,43312.0,43360.0,43398.0,43431.0,43457.0,43494.0,43518.0,43568.0,43606.0,43637.0,43673.0,43703.0,43738.0,43773.0,43802.0,43830.0,43872.0,43897.0,43967.0,44024.0,44071.0,44114.0,44157.0,44207.0,44233.0,44360.0,44443.0,44553.0
5098485,47700.0,47742.0,47804.0,47854.0,47898.0,47929.0,47971.0,47992.0,48056.0,48078.0,48112.0,48160.0,48198.0,48231.0,48257.0,48294.0,48318.0,48368.0,48406.0,48437.0,48473.0,48503.0,48538.0,48573.0,48602.0,48630.0,48672.0,48697.0,48767.0,48824.0,48871.0,48914.0,48957.0,49007.0,49033.0,49160.0,49243.0,49353.0
5098487,52500.0,52542.0,52604.0,52654.0,52698.0,52729.0,52771.0,52792.0,52856.0,52878.0,52912.0,52960.0,52998.0,53031.0,53057.0,53094.0,53118.0,53168.0,53206.0,53237.0,53273.0,53303.0,53338.0,53373.0,53402.0,53430.0,53472.0,53497.0,53567.0,53624.0,53671.0,53714.0,53757.0,53807.0,53833.0,53960.0,54043.0,54153.0
5098491,62700.0,62736.0,62788.0,62830.0,62867.0,62893.0,62928.0,62945.0,62999.0,63018.0,63052.0,63101.0,63140.0,63174.0,63201.0,63240.0,63263.0,63297.0,63329.0,63355.0,63394.0,63421.0,63452.0,63482.0,63506.0,63539.0,63588.0,63617.0,63696.0,63748.0,63792.0,63829.0,63865.0,63914.0,63940.0,64069.0,64153.0,64265.0
5098493,68100.0,68135.0,68186.0,68228.0,68264.0,68290.0,68324.0,68341.0,68394.0,68412.0,68441.0,68482.0,68515.0,68544.0,68566.0,68597.0,68617.0,68661.0,68693.0,68719.0,68755.0,68784.0,68817.0,68844.0,68865.0,68893.0,68935.0,68960.0,69028.0,69071.0,69107.0,69143.0,69179.0,69220.0,69242.0,69353.0,69425.0,69521.0
5098495,72900.0,72935.0,72986.0,73028.0,73064.0,73090.0,73124.0,73141.0,73194.0,73212.0,73241.0,73282.0,73315.0,73344.0,73366.0,73397.0,73417.0,73461.0,73493.0,73519.0,73555.0,73584.0,73617.0,73644.0,73665.0,73693.0,73735.0,73760.0,73828.0,73871.0,73907.0,73943.0,73979.0,74020.0,74042.0,74153.0,74225.0,74321.0
5098497,77700.0,77727.0,77767.0,77799.0,77827.0,77847.0,77874.0,77887.0,77928.0,77944.0,77968.0,78002.0,78030.0,78054.0,78073.0,78100.0,78119.0,78149.0,78178.0,78202.0,78233.0,78255.0,78280.0,78305.0,78325.0,78346.0,78376.0,78394.0,78444.0,78479.0,78508.0,78534.0,78560.0,78590.0,78606.0,78701.0,78763.0,78846.0
5098499,82500.0,82527.0,82567.0,82599.0,82627.0,82647.0,82674.0,82687.0,82728.0,82744.0,82768.0,82802.0,82830.0,82854.0,82873.0,82900.0,82919.0,82949.0,82978.0,83002.0,83033.0,83055.0,83080.0,83105.0,83125.0,83146.0,83176.0,83194.0,83244.0,83279.0,83308.0,83334.0,83360.0,83390.0,83406.0,83501.0,83563.0,83646.0
5099357,28440.0,28491.0,28566.0,28626.0,28679.0,28716.0,28766.0,28791.0,28868.0,28894.0,28935.0,28994.0,29041.0,29082.0,29114.0,29160.0,29186.0,29238.0,29291.0,29334.0,29387.0,29435.0,29490.0,29555.0,29607.0,29670.0,29764.0,29819.0,29974.0,30060.0,30132.0,30193.0,30254.0,30352.0,30405.0,30529.0,30610.0,30718.0
5099359,33900.0,33942.0,34004.0,34054.0,34098.0,34129.0,34171.0,34192.0,34256.0,34278.0,34314.0,34366.0,34408.0,34444.0,34472.0,34513.0,34538.0,34583.0,34625.0,34660.0,34705.0,34745.0,34792.0,34834.0,34868.0,34905.0,34960.0,34993.0,35085.0,35143.0,35192.0,35243.0,35294.0,35358.0,35392.0,35513.0,35592.0,35698.0
5099361,38700.0,38739.0,38797.0,38843.0,38884.0,38913.0,38952.0,38971.0,39030.0,39049.0,39082.0,39129.0,39167.0,39200.0,39225.0,39262.0,39286.0,39352.0,39391.0,39423.0,39463.0,39496.0,39535.0,39570.0,39598.0,39627.0,39670.0,39696.0,39768.0,39818.0,39860.0,39904.0,39948.0,39995.0,40020.0,40137.0,40213.0,40315.0
5099363,43500.0,43542.0,43604.0,43654.0,43698.0,43729.0,43771.0,43792.0,43856.0,43878.0,43912.0,43960.0,43998.0,44031.0,44057.0,44094.0,44118.0,44168.0,44206.0,44237.0,44273.0,44303.0,44338.0,44373.0,44402.0,44430.0,44472.0,44497.0,44567.0,44624.0,44671.0,44714.0,44757.0,44807.0,44833.0,44960.0,45043.0,45153.0
5099365,48300.0,48342.0,48404.0,48454.0,48498.0,48529.0,48571.0,48592.0,48656.0,48678.0,48712.0,48760.0,48798.0,48831.0,48857.0,48894.0,48918.0,48968.0,49006.0,49037.0,49073.0,49103.0,49138.0,49173.0,49202.0,49230.0,49272.0,49297.0,49367.0,49424.0,49471.0,49514.0,49557.0,49607.0,49633.0,49760.0,49843.0,49953.0
5099367,53100.0,53142.0,53204.0,53254.0,53298.0,53329.0,53371.0,53392.0,53456.0,53478.0,53512.0,53560.0,53598.0,53631.0,53657.0,53694.0,53718.0,53768.0,53806.0,53837.0,53873.0,53903.0,53938.0,53973.0,54002.0,54030.0,54072.0,54097.0,54167.0,54224.0,54271.0,54314.0,54357.0,54407.0,54433.0,54560.0,54643.0,54753.0
5099369,57900.0,57937.0,57991.0,58035.0,58073.0,58100.0,58136.0,58154.0,58209.0,58227.0,58262.0,58312.0,58352.0,58387.0,58414.0,58453.0,58475.0,58523.0,58560.0,58591.0,58629.0,58658.0,58692.0,58725.0,58752.0,58782.0,58827.0,58854.0,58928.0,58983.0,59028.0,59067.0,59105.0,59152.0,59177.0,59302.0,59383.0,59491.0
5099371,63900.0,63936.0,63988.0,64030.0,64067.0,64093.0,64128.0,64145.0,64199.0,64218.0,64252.0,64301.0,64340.0,64374.0,64401.0,64440.0,64463.0,64497.0,64529.0,64555.0,64594.0,64621.0,64652.0,64682.0,64706.0,64739.0,64788.0,64817.0,64896.0,64948.0,64992.0,65029.0,65065.0,65114.0,65140.0,65269.0,65353.0,65465.0
5099928,24600.0,24643.0,24706.0,24757.0,24802.0,24833.0,24875.0,24896.0,24961.0,24983.0,25024.0,25082.0,25128.0,25168.0,25199.0,25244.0,25268.0,25328.0,25374.0,25412.0,25468.0,25507.0,25553.0,25606.0,25649.0,25699.0,25773.0,25816.0,25937.0,26006.0,26063.0,26117.0,26170.0,26246.0,26286.0,26398.0,26471.0,26568.0
5099930,29880.0,29931.0,30006.0,30066.0,30119.0,30156.0,30206.0,30231.0,30308.0,30334.0,30375.0,30434.0,30481.0,30522.0,30554.0,30600.0,30626.0,30678.0,30731.0,30774.0,30827.0,30875.0,30930.0,30995.0,31047.0,31110.0,31204.0,31259.0,31414.0,31500.0,31572.0,31633.0,31694.0,31792.0,31845.0,31969.0,32050.0,32158.0
5099932,35700.0,35739.0,35797.0,35843.0,35884.0,35913.0,35952.0,35971.0,36030.0,36049.0,36082.0,36129.0,36167.0,36200.0,36225.0,36262.0,36286.0,36352.0,36391.0,36423.0,36463.0,36496.0,36535.0,36570.0,36598.0,36627.0,36670.0,36696.0,36768.0,36818.0,36860.0,36904.0,36948.0,36995.0,37020.0,37137.0,37213.0,37315.0
5099934,40500.0,40539.0,40597.0,40643.0,40684.0,40713.0,40752.0,40771.0,40830.0,40849.0,40882.0,40929.0,40967.0,41000.0,41025.0,41062.0,41086.0,41152.0,41191.0,41223.0,41263.0,41296.0,41335.0,41370.0,41398.0,41427.0,41470.0,41496.0,41568.0,41618.0,41660.0,41704.0,41748.0,41795.0,41820.0,41937.0,42013.0,42115.0
5099936,45300.0,45342.0,45404.0,45454.0,45498.0,45529.0,45571.0,45592.0,45656.0,45678.0,45712.0,45760.0,45798.0,45831.0,45857.0,45894.0,45918.0,45968.0,46006.0,46037.0,46073.0,46103.0,46138.0,46173.0,46202.0,46230.0,46272.0,46297.0,46367.0,46424.0,46471.0,46514.0,46557.0,46607.0,46633.0,46760.0,46843.0,46953.0
5099938,50100.0,50142.0,50204.0,50254.0,50298.0,50329.0,50371.0,50392.0,50456.0,50478.0,50512.0,50560.0,50598.0,50631.0,50657.0,50694.0,50718.0,50768.0,50806.0,50837.0,50873.0,50903.0,50938.0,50973.0,51002.0,51030.0,51072.0,51097.0,51167.0,51224.0,51271.0,51314.0,51357.0,51407.0,51433.0,51560.0,51643.0,51753.0
5099940,54900.0,54937.0,54991.0,55035.0,55073.0,55100.0,55136.0,55154.0,55209.0,55227.0,55262.0,55312.0,55352.0,55387.0,55414.0,55453.0,55475.0,55523.0,55560.0,55591.0,55629.0,55658.0,55692.0,55725.0,55752.0,55782.0,55827.0,55854.0,55928.0,55983.0,56028.0,56067.0,56105.0,56152.0,56177.0,56302.0,56383.0,56491.0
5099942,60300.0,60337.0,60391.0,60435.0,60473.0,60500.0,60536.0,60554.0,60609.0,60627.0,60662.0,60712.0,60752.0,60787.0,60814.0,60853.0,60875.0,60923.0,60960.0,60991.0,61029.0,61058.0,61092.0,61125.0,61152.0,61182.0,61227.0,61254.0,61328.0,61383.0,61428.0,61467.0,61505.0,61552.0,61577.0,61702.0,61783.0,61891.0
5099944,66300.0,66335.0,66386.0,66427.0,66463.0,66488.0,66522.0,66539.0,66591.0,66610.0,66640.0,66683.0,66718.0,66748.0,66771.0,66805.0,66827.0,66866.0,66903.0,66934.0,66973.0,67004.0,67039.0,67068.0,67092.0,67120.0,67162.0,67187.0,67255.0,67301.0,67339.0,67375.0,67411.0,67455.0,67478.0,67602.0,67683.0,67790.0
5100710,28920.0,28971.0,29046.0,29106.0,29159.0,29196.0,29246.0,29271.0,29348.0,29374.0,29415.0,29474.0,29521.0,29562.0,29594.0,29640.0,29666.0,29718.0,29771.0,29814.0,29867.0,29915.0,29970.0,30035.0,30087.0,30150.0,30244.0,30299.0,30454.0,30540.0,30612.0,30673.0,30734.0,30832.0,30885.0,31009.0,31090.0,31198.0
5100712,34500.0,34542.0,34604.0,34654.0,34698.0,34729.0,34771.0,34792.0,34856.0,34878.0,34914.0,34966.0,35008.0,35044.0,35072.0,35113.0,35138.0,35183.0,35225.0,35260.0,35305.0,35345.0,35392.0,35434.0,35468.0,35505.0,35560.0,35593.0,35685.0,35743.0,35792.0,35843.0,35894.0,35958.0,35992.0,36113.0,36192.0,36298.0
5100714,39300.0,39339.0,39397.0,39443.0,39484.0,39513.0,39552.0,39571.0,39630.0,39649.0,39682.0,39729.0,39767.0,39800.0,39825.0,39862.0,39886.0,39952.0,39991.0,40023.0,40063.0,40096.0,40135.0,40170.0,40198.0,40227.0,40270.0,40296.0,40368.0,40418.0,40460.0,40504.0,40548.0,40595.0,40620.0,40737.0,40813.0,40915.0
5100716,44100.0,44142.0,44204.0,44254.0,44298.0,44329.0,44371.0,44392.0,44456.0,44478.0,44512.0,44560.0,44598.0,44631.0,44657.0,44694.0,44718.0,44768.0,44806.0,44837.0,44873.0,44903.0,44938.0,44973.0,45002.0,45030.0,45072.0,45097.0,45167.0,45224.0,45271.0,45314.0,45357.0,45407.0,45433.0,45560.0,45643.0,45753.0
5100718,48900.0,48942.0,49004.0,49054.0,49098.0,49129.0,49171.0,49192.0,49256.0,49278.0,49312.0,49360.0,49398.0,49431.0,49457.0,49494.0,49518.0,49568.0,49606.0,49637.0,49673.0,49703.0,49738.0,49773.0,49802.0,49830.0,49872.0,49897.0,49967.0,50024.0,50071.0,50114.0,50157.0,50207.0,50233.0,50360.0,50443.0,50553.0
5100720,53700.0,53737.0,53791.0,53835.0,53873.0,53900.0,53936.0,53954.0,54009.0,54027.0,54062.0,54112.0,54152.0,54187.0,54214.0,54253.0,54275.0,54323.0,54360.0,54391.0,54429.0,54458.0,54492.0,54525.0,54552.0,54582.0,54627.0,54654.0,54728.0,54783.0,54828.0,54867.0,54905.0,54952.0,54977.0,55102.0,55183.0,55291.0
5100722,58500.0,58537.0,58591.0,58635.0,58673.0,58700.0,58736.0,58754.0,58809.0,58827.0,58862.0,58912.0,58952.0,58987.0,59014.0,59053.0,59075.0,59123.0,59160.0,59191.0,59229.0,59258.0,59292.0,59325.0,59352.0,59382.0,59427.0,59454.0,59528.0,59583.0,59628.0,59667.0,59705.0,59752.0,59777.0,59902.0,59983.0,60091.0
5100724,64500.0,64535.0,64586.0,64627.0,64663.0,64688.0,64722.0,64739.0,64791.0,64810.0,64840.0,64883.0,64918.0,64948.0,64971.0,65005.0,65027.0,65066.0,65103.0,65134.0,65173.0,65204.0,65239.0,65268.0,65292.0,65320.0,65362.0,65387.0,65455.0,65501.0,65539.0,65575.0,65611.0,65655.0,65678.0,65802.0,65883.0,65990.0
5100726,69300.0,69335.0,69386.0,69428.0,69464.0,69490.0,69524.0,69541.0,69594.0,69612.0,69641.0,69682.0,69715.0,69744.0,69766.0,69797.0,69817.0,69861.0,69893.0,69919.0,69955.0,69984.0,70017.0,70044.0,70065.0,70093.0,70135.0,70160.0,70228.0,70271.0,70307.0,70343.0,70379.0,70420.0,70442.0,70553.0,70625.0,70721.0
5100728,74100.0,74135.0,74186.0,74228.0,74264.0,74290.0,74324.0,74341.0,74394.0,74412.0,74441.0,74482.0,74515.0,74544.0,74566.0,74597.0,74617.0,74661.0,74693.0,74719.0,74755.0,74784.0,74817.0,74844.0,74865.0,74893.0,74935.0,74960.0,75028.0,75071.0,75107.0,75143.0,75179.0,75220.0,75242.0,75353.0,75425.0,75521.0
5100730,78900.0,78927.0,78967.0,78999.0,79027.0,79047.0,79074.0,79087.0,79128.0,79144.0,79168.0,79202.0,79230.0,79254.0,79273.0,79300.0,79319.0,79349.0,79378.0,79402.0,79433.0,79455.0,79480.0,79505.0,79525.0,79546.0,79576.0,79594.0,79644.0,79679.0,79708.0,79734.0,79760.0,79790.0,79806.0,79901.0,79963.0,80046.0
5100732,83700.0,83727.0,83767.0,83799.0,83827.0,83847.0,83874.0,83887.0,83928.0,83944.0,83968.0,84002.0,84030.0,84054.0,84073.0,84100.0,84119.0,84149.0,84178.0,84202.0,84233.0,84255.0,84280.0,84305.0,84325.0,84346.0,84376.0,84394.0,84444.0,84479.0,84508.0,84534.0,84560.0,84590.0,84606.0,84701.0,84763.0,84846.0
5105329,24600.0,24643.0,24706.0,24757.0,24802.0,24833.0,24875.0,24896.0,24961.0,24983.0,25024.0,25082.0,25128.0,25168.0,25199.0,25244.0,25268.0,25328.0,25374.0,25412.0,25468.0,25507.0,25553.0,25606.0,25649.0,25699.0,25773.0,25816.0,25937.0,26006.0,26063.0,26117.0,26170.0,26246.0,26286.0,26398.0,26471.0,26568.0
5105333,35700.0,35739.0,35797.0,35843.0,35884.0,35913.0,35952.0,35971.0,36030.0,36049.0,36082.0,36129.0,36167.0,36200.0,36225.0,36262.0,36286.0,36352.0,36391.0,36423.0,36463.0,36496.0,36535.0,36570.0,36598.0,36627.0,36670.0,36696.0,36768.0,36818.0,36860.0,36904.0,36948.0,36995.0,37020.0,37137.0,37213.0,37315.0
5105335,40500.0,40539.0,40597.0,40643.0,40684.0,40713.0,40752.0,40771.0,40830.0,40849.0,40882.0,40929.0,40967.0,41000.0,41025.0,41062.0,41086.0,41152.0,41191.0,41223.0,41263.0,41296.0,41335.0,41370.0,41398.0,41427.0,41470.0,41496.0,41568.0,41618.0,41660.0,41704.0,41748.0,41795.0,41820.0,41937.0,42013.0,42115.0
5105337,45300.0,45342.0,45404.0,45454.0,45498.0,45529.0,45571.0,45592.0,45656.0,45678.0,45712.0,45760.0,45798.0,45831.0,45857.0,45894.0,45918.0,45968.0,46006.0,46037.0,46073.0,46103.0,46138.0,46173.0,46202.0,46230.0,46272.0,46297.0,46367.0,46424.0,46471.0,46514.0,46557.0,46607.0,46633.0,46760.0,46843.0,46953.0
