tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P
5016944,56700.0,56743.0,56807.0,56858.0,56903.0,56935.0,56978.0,56999.0,57064.0,57085.0,57132.0,57199.0,57252.0,57299.0,57335.0,57387.0,57411.0,57508.0,57557.0,57597.0,57643.0,57674.0,57709.0,57747.0,57777.0,57812.0,57864.0,57895.0,57981.0,58034.0,58078.0,58112.0,58145.0,58193.0,58219.0,58359.0,58450.0,58571.0
5016946,61860.0,61903.0,61966.0,62017.0,62062.0,62093.0,62135.0,62156.0,62220.0,62242.0,62285.0,62346.0,62394.0,62436.0,62469.0,62516.0,62546.0,62624.0,62665.0,62698.0,62745.0,62785.0,62832.0,62872.0,62905.0,62935.0,62980.0,63006.0,63080.0,63139.0,63188.0,63234.0,63280.0,63326.0,63351.0,63490.0,63581.0,63701.0
5016948,66600.0,66636.0,66689.0,66731.0,66768.0,66794.0,66829.0,66846.0,66900.0,66919.0,66953.0,67002.0,67041.0,67075.0,67101.0,67140.0,67160.0,67217.0,67270.0,67314.0,67355.0,67386.0,67421.0,67461.0,67493.0,67517.0,67553.0,67574.0,67634.0,67673.0,67706.0,67745.0,67784.0,67837.0,67865.0,67991.0,68073.0,68182.0
5083973,42000.0,42038.0,42094.0,42140.0,42180.0,42208.0,42246.0,42265.0,42323.0,42342.0,42372.0,42414.0,42448.0,42478.0,42501.0,42534.0,42554.0,42589.0,42624.0,42653.0,42689.0,42720.0,42756.0,42790.0,42817.0,42844.0,42883.0,42906.0,42971.0,43027.0,43074.0,43119.0,43163.0,43207.0,43231.0,43340.0,43411.0,43506.0
5083975,46800.0,46840.0,46899.0,46947.0,46989.0,47018.0,47058.0,47078.0,47139.0,47159.0,47197.0,47251.0,47294.0,47332.0,47361.0,47403.0,47427.0,47510.0,47558.0,47598.0,47640.0,47673.0,47711.0,47751.0,47784.0,47815.0,47861.0,47888.0,47963.0,48013.0,48055.0,48122.0,48189.0,48238.0,48264.0,48380.0,48456.0,48557.0
5083977,51600.0,51640.0,51699.0,51747.0,51789.0,51818.0,51858.0,51878.0,51939.0,51959.0,51997.0,52051.0,52094.0,52132.0,52161.0,52203.0,52227.0,52310.0,52358.0,52398.0,52440.0,52473.0,52511.0,52551.0,52584.0,52615.0,52661.0,52688.0,52763.0,52813.0,52855.0,52922.0,52989.0,53038.0,53064.0,53180.0,53256.0,53357.0
5083981,61200.0,61246.0,61314.0,61369.0,61417.0,61451.0,61496.0,61518.0,61587.0,61611.0,61645.0,61693.0,61731.0,61765.0,61791.0,61828.0,61848.0,61925.0,61962.0,61993.0,62030.0,62071.0,62118.0,62145.0,62167.0,62201.0,62251.0,62281.0,62363.0,62406.0,62441.0,62481.0,62520.0,62559.0,62580.0,62700.0,62778.0,62883.0
5083985,70800.0,70836.0,70889.0,70931.0,70968.0,70994.0,71029.0,71046.0,71100.0,71119.0,71147.0,71187.0,71219.0,71247.0,71269.0,71299.0,71319.0,71378.0,71413.0,71441.0,71477.0,71506.0,71540.0,71579.0,71611.0,71636.0,71673.0,71695.0,71754.0,71797.0,71832.0,71865.0,71897.0,71941.0,71965.0,72072.0,72142.0,72234.0
5083987,75600.0,75632.0,75679.0,75717.0,75750.0,75773.0,75804.0,75819.0,75867.0,75883.0,75917.0,75965.0,76003.0,76037.0,76063.0,76100.0,76122.0,76159.0,76199.0,76231.0,76269.0,76303.0,76343.0,76374.0,76399.0,76423.0,76459.0,76480.0,76541.0,76581.0,76614.0,76646.0,76678.0,76713.0,76732.0,76840.0,76911.0,77005.0
5083989,79800.0,79832.0,79879.0,79917.0,79950.0,79973.0,80004.0,80019.0,80067.0,80083.0,80117.0,80165.0,80203.0,80237.0,80263.0,80300.0,80322.0,80359.0,80399.0,80431.0,80469.0,80503.0,80543.0,80574.0,80599.0,80623.0,80659.0,80680.0,80741.0,80781.0,80814.0,80846.0,80878.0,80913.0,80932.0,81040.0,81111.0,81205.0
5083991,84600.0,84632.0,84679.0,84717.0,84750.0,84773.0,84804.0,84819.0,84867.0,84883.0,84917.0,84965.0,85003.0,85037.0,85063.0,85100.0,85122.0,85159.0,85199.0,85231.0,85269.0,85303.0,85343.0,85374.0,85399.0,85423.0,85459.0,85480.0,85541.0,85581.0,85614.0,85646.0,85678.0,85713.0,85732.0,85840.0,85911.0,86005.0
5086904,21600.0,21629.0,21673.0,21708.0,21739.0,21761.0,21790.0,21804.0,21849.0,21864.0,21889.0,21925.0,21953.0,21978.0,21997.0,22025.0,22055.0,22093.0,22122.0,22145.0,22177.0,22201.0,22230.0,22264.0,22292.0,22314.0,22347.0,22367.0,22422.0,22470.0,22510.0,22545.0,22580.0,22628.0,22654.0,22739.0,22794.0,22868.0
5086906,25200.0,25243.0,25306.0,25357.0,25402.0,25433.0,25475.0,25496.0,25561.0,25583.0,25624.0,25682.0,25728.0,25768.0,25799.0,25844.0,25868.0,25928.0,25974.0,26012.0,26068.0,26107.0,26153.0,26206.0,26249.0,26299.0,26373.0,26416.0,26537.0,26606.0,26663.0,26717.0,26770.0,26846.0,26886.0,26998.0,27071.0,27168.0
5086908,30360.0,30411.0,30486.0,30546.0,30599.0,30636.0,30686.0,30711.0,30788.0,30814.0,30855.0,30914.0,30961.0,31002.0,31034.0,31080.0,31106.0,31158.0,31211.0,31254.0,31307.0,31355.0,31410.0,31475.0,31527.0,31590.0,31684.0,31739.0,31894.0,31980.0,32052.0,32113.0,32174.0,32272.0,32325.0,32449.0,32530.0,32638.0
5086910,36300.0,36339.0,36397.0,36443.0,36484.0,36513.0,36552.0,36571.0,36630.0,36649.0,36682.0,36729.0,36767.0,36800.0,36825.0,36862.0,36886.0,36952.0,36991.0,37023.0,37063.0,37096.0,37135.0,37170.0,37198.0,37227.0,37270.0,37296.0,37368.0,37418.0,37460.0,37504.0,37548.0,37595.0,37620.0,37737.0,37813.0,37915.0
5086912,41100.0,41139.0,41197.0,41243.0,41284.0,41313.0,41352.0,41371.0,41430.0,41449.0,41482.0,41529.0,41567.0,41600.0,41625.0,41662.0,41686.0,41752.0,41791.0,41823.0,41863.0,41896.0,41935.0,41970.0,41998.0,42027.0,42070.0,42096.0,42168.0,42218.0,42260.0,42304.0,42348.0,42395.0,42420.0,42537.0,42613.0,42715.0
5086914,45900.0,45942.0,46004.0,46054.0,46098.0,46129.0,46171.0,46192.0,46256.0,46278.0,46312.0,46360.0,46398.0,46431.0,46457.0,46494.0,46518.0,46568.0,46606.0,46637.0,46673.0,46703.0,46738.0,46773.0,46802.0,46830.0,46872.0,46897.0,46967.0,47024.0,47071.0,47114.0,47157.0,47207.0,47233.0,47360.0,47443.0,47553.0
5086916,50700.0,50742.0,50804.0,50854.0,50898.0,50929.0,50971.0,50992.0,51056.0,51078.0,51112.0,51160.0,51198.0,51231.0,51257.0,51294.0,51318.0,51368.0,51406.0,51437.0,51473.0,51503.0,51538.0,51573.0,51602.0,51630.0,51672.0,51697.0,51767.0,51824.0,51871.0,51914.0,51957.0,52007.0,52033.0,52160.0,52243.0,52353.0
5086918,55500.0,55537.0,55591.0,55635.0,55673.0,55700.0,55736.0,55754.0,55809.0,55827.0,55862.0,55912.0,55952.0,55987.0,56014.0,56053.0,56075.0,56123.0,56160.0,56191.0,56229.0,56258.0,56292.0,56325.0,56352.0,56382.0,56427.0,56454.0,56528.0,56583.0,56628.0,56667.0,56705.0,56752.0,56777.0,56902.0,56983.0,57091.0
5086920,60900.0,60936.0,60988.0,61030.0,61067.0,61093.0,61128.0,61145.0,61199.0,61218.0,61252.0,61301.0,61340.0,61374.0,61401.0,61440.0,61463.0,61497.0,61529.0,61555.0,61594.0,61621.0,61652.0,61682.0,61706.0,61739.0,61788.0,61817.0,61896.0,61948.0,61992.0,62029.0,62065.0,62114.0,62140.0,62269.0,62353.0,62465.0
5086922,71700.0,71735.0,71786.0,71828.0,71864.0,71890.0,71924.0,71941.0,71994.0,72012.0,72041.0,72082.0,72115.0,72144.0,72166.0,72197.0,72217.0,72261.0,72293.0,72319.0,72355.0,72384.0,72417.0,72444.0,72465.0,72493.0,72535.0,72560.0,72628.0,72671.0,72707.0,72743.0,72779.0,72820.0,72842.0,72953.0,73025.0,73121.0
5086924,76500.0,76527.0,76567.0,76599.0,76627.0,76647.0,76674.0,76687.0,76728.0,76744.0,76768.0,76802.0,76830.0,76854.0,76873.0,76900.0,76919.0,76949.0,76978.0,77002.0,77033.0,77055.0,77080.0,77105.0,77125.0,77146.0,77176.0,77194.0,77244.0,77279.0,77308.0,77334.0,77360.0,77390.0,77406.0,77501.0,77563.0,77646.0
5086926,81300.0,81327.0,81367.0,81399.0,81427.0,81447.0,81474.0,81487.0,81528.0,81544.0,81568.0,81602.0,81630.0,81654.0,81673.0,81700.0,81719.0,81749.0,81778.0,81802.0,81833.0,81855.0,81880.0,81905.0,81925.0,81946.0,81976.0,81994.0,82044.0,82079.0,82108.0,82134.0,82160.0,82190.0,82206.0,82301.0,82363.0,82446.0
5088371,30600.0,30631.0,30677.0,30714.0,30746.0,30769.0,30799.0,30814.0,30861.0,30876.0,30906.0,30948.0,30982.0,31012.0,31035.0,31068.0,31089.0,31119.0,31137.0,31151.0,31175.0,31194.0,31216.0,31233.0,31246.0,31269.0,31304.0,31325.0,31382.0,31430.0,31470.0,31512.0,31554.0,31581.0,31596.0,31696.0,31761.0,31848.0
5088377,43200.0,43240.0,43299.0,43347.0,43389.0,43418.0,43458.0,43478.0,43539.0,43559.0,43597.0,43651.0,43694.0,43732.0,43761.0,43803.0,43827.0,43910.0,43958.0,43998.0,44040.0,44073.0,44111.0,44151.0,44184.0,44215.0,44261.0,44288.0,44363.0,44413.0,44455.0,44522.0,44589.0,44638.0,44664.0,44780.0,44856.0,44957.0
5088379,48000.0,48040.0,48099.0,48147.0,48189.0,48218.0,48258.0,48278.0,48339.0,48359.0,48397.0,48451.0,48494.0,48532.0,48561.0,48603.0,48627.0,48710.0,48758.0,48798.0,48840.0,48873.0,48911.0,48951.0,48984.0,49015.0,49061.0,49088.0,49163.0,49213.0,49255.0,49322.0,49389.0,49438.0,49464.0,49580.0,49656.0,49757.0
5088381,52800.0,52840.0,52899.0,52947.0,52989.0,53018.0,53058.0,53078.0,53139.0,53159.0,53197.0,53251.0,53294.0,53332.0,53361.0,53403.0,53427.0,53510.0,53558.0,53598.0,53640.0,53673.0,53711.0,53751.0,53784.0,53815.0,53861.0,53888.0,53963.0,54013.0,54055.0,54122.0,54189.0,54238.0,54264.0,54380.0,54456.0,54557.0
5088383,57600.0,57640.0,57698.0,57745.0,57786.0,57815.0,57854.0,57873.0,57933.0,57954.0,57990.0,58041.0,58082.0,58118.0,58146.0,58184.0,58207.0,58278.0,58313.0,58341.0,58377.0,58408.0,58445.0,58488.0,58522.0,58557.0,58609.0,58639.0,58724.0,58776.0,58820.0,58877.0,58933.0,58965.0,58982.0,59093.0,59165.0,59262.0
5088385,62400.0,62446.0,62514.0,62569.0,62617.0,62651.0,62696.0,62718.0,62787.0,62811.0,62845.0,62893.0,62931.0,62965.0,62991.0,63028.0,63048.0,63125.0,63162.0,63193.0,63230.0,63271.0,63318.0,63345.0,63367.0,63401.0,63451.0,63481.0,63563.0,63606.0,63641.0,63681.0,63720.0,63759.0,63780.0,63900.0,63978.0,64083.0
5088387,67200.0,67241.0,67302.0,67351.0,67394.0,67424.0,67465.0,67485.0,67548.0,67571.0,67601.0,67644.0,67679.0,67709.0,67732.0,67766.0,67786.0,67873.0,67913.0,67945.0,67980.0,68009.0,68042.0,68079.0,68108.0,68138.0,68183.0,68210.0,68284.0,68330.0,68369.0,68407.0,68444.0,68483.0,68504.0,68610.0,68679.0,68771.0
5088389,72000.0,72036.0,72089.0,72131.0,72168.0,72194.0,72229.0,72246.0,72300.0,72319.0,72347.0,72387.0,72419.0,72447.0,72469.0,72499.0,72519.0,72578.0,72613.0,72641.0,72677.0,72706.0,72740.0,72779.0,72811.0,72836.0,72873.0,72895.0,72954.0,72997.0,73032.0,73065.0,73097.0,73141.0,73165.0,73272.0,73342.0,73434.0
5088391,77100.0,77132.0,77179.0,77217.0,77250.0,77273.0,77304.0,77319.0,77367.0,77383.0,77417.0,77465.0,77503.0,77537.0,77563.0,77600.0,77622.0,77659.0,77699.0,77731.0,77769.0,77803.0,77843.0,77874.0,77899.0,77923.0,77959.0,77980.0,78041.0,78081.0,78114.0,78146.0,78178.0,78213.0,78232.0,78340.0,78411.0,78505.0
5089274,28800.0,28831.0,28877.0,28914.0,28946.0,28969.0,28999.0,29014.0,29061.0,29076.0,29106.0,29148.0,29182.0,29212.0,29235.0,29268.0,29289.0,29319.0,29337.0,29351.0,29375.0,29394.0,29416.0,29433.0,29446.0,29469.0,29504.0,29525.0,29582.0,29630.0,29670.0,29712.0,29754.0,29781.0,29796.0,29896.0,29961.0,30048.0
5089280,40800.0,40838.0,40894.0,40940.0,40980.0,41008.0,41046.0,41065.0,41123.0,41142.0,41172.0,41214.0,41248.0,41278.0,41301.0,41334.0,41354.0,41389.0,41424.0,41453.0,41489.0,41520.0,41556.0,41590.0,41617.0,41644.0,41683.0,41706.0,41771.0,41827.0,41874.0,41919.0,41963.0,42007.0,42031.0,42140.0,42211.0,42306.0
5089282,45600.0,45640.0,45699.0,45747.0,45789.0,45818.0,45858.0,45878.0,45939.0,45959.0,45997.0,46051.0,46094.0,46132.0,46161.0,46203.0,46227.0,46310.0,46358.0,46398.0,46440.0,46473.0,46511.0,46551.0,46584.0,46615.0,46661.0,46688.0,46763.0,46813.0,46855.0,46922.0,46989.0,47038.0,47064.0,47180.0,47256.0,47357.0
5089284,50400.0,50440.0,50499.0,50547.0,50589.0,50618.0,50658.0,50678.0,50739.0,50759.0,50797.0,50851.0,50894.0,50932.0,50961.0,51003.0,51027.0,51110.0,51158.0,51198.0,51240.0,51273.0,51311.0,51351.0,51384.0,51415.0,51461.0,51488.0,51563.0,51613.0,51655.0,51722.0,51789.0,51838.0,51864.0,51980.0,52056.0,52157.0
5089286,55200.0,55240.0,55298.0,55345.0,55386.0,55415.0,55454.0,55473.0,55533.0,55554.0,55590.0,55641.0,55682.0,55718.0,55746.0,55784.0,55807.0,55878.0,55913.0,55941.0,55977.0,56008.0,56045.0,56088.0,56122.0,56157.0,56209.0,56239.0,56324.0,56376.0,56420.0,56477.0,56533.0,56565.0,56582.0,56693.0,56765.0,56862.0
5089288,60000.0,60040.0,60098.0,60145.0,60186.0,60215.0,60254.0,60273.0,60333.0,60354.0,60390.0,60441.0,60482.0,60518.0,60546.0,60584.0,60607.0,60678.0,60713.0,60741.0,60777.0,60808.0,60845.0,60888.0,60922.0,60957.0,61009.0,61039.0,61124.0,61176.0,61220.0,61277.0,61333.0,61365.0,61382.0,61493.0,61565.0,61662.0
5089290,64800.0,64841.0,64902.0,64951.0,64994.0,65024.0,65065.0,65085.0,65148.0,65171.0,65201.0,65244.0,65279.0,65309.0,65332.0,65366.0,65386.0,65473.0,65513.0,65545.0,65580.0,65609.0,65642.0,65679.0,65708.0,65738.0,65783.0,65810.0,65884.0,65930.0,65969.0,66007.0,66044.0,66083.0,66104.0,66210.0,66279.0,66371.0
5089296,78600.0,78632.0,78679.0,78717.0,78750.0,78773.0,78804.0,78819.0,78867.0,78883.0,78917.0,78965.0,79003.0,79037.0,79063.0,79100.0,79122.0,79159.0,79199.0,79231.0,79269.0,79303.0,79343.0,79374.0,79399.0,79423.0,79459.0,79480.0,79541.0,79581.0,79614.0,79646.0,79678.0,79713.0,79732.0,79840.0,79911.0,80005.0
5089298,82800.0,82832.0,82879.0,82917.0,82950.0,82973.0,83004.0,83019.0,83067.0,83083.0,83117.0,83165.0,83203.0,83237.0,83263.0,83300.0,83322.0,83359.0,83399.0,83431.0,83469.0,83503.0,83543.0,83574.0,83599.0,83623.0,83659.0,83680.0,83741.0,83781.0,83814.0,83846.0,83878.0,83913.0,83932.0,84040.0,84111.0,84205.0
5092117,23400.0,23429.0,23473.0,23508.0,23539.0,23561.0,23590.0,23604.0,23649.0,23664.0,23689.0,23725.0,23753.0,23778.0,23797.0,23825.0,23855.0,23893.0,23922.0,23945.0,23977.0,24001.0,24030.0,24064.0,24092.0,24114.0,24147.0,24167.0,24222.0,24270.0,24310.0,24345.0,24380.0,24428.0,24454.0,24539.0,24594.0,24668.0
5092119,27000.0,27043.0,27106.0,27157.0,27202.0,27233.0,27275.0,27296.0,27361.0,27383.0,27424.0,27482.0,27528.0,27568.0,27599.0,27644.0,27668.0,27728.0,27774.0,27812.0,27868.0,27907.0,27953.0,28006.0,28049.0,28099.0,28173.0,28216.0,28337.0,28406.0,28463.0,28517.0,28570.0,28646.0,28686.0,28798.0,28871.0,28968.0
5092121,32100.0,32142.0,32204.0,32254.0,32298.0,32329.0,32371.0,32392.0,32456.0,32478.0,32514.0,32566.0,32608.0,32644.0,32672.0,32713.0,32738.0,32783.0,32825.0,32860.0,32905.0,32945.0,32992.0,33034.0,33068.0,33105.0,33160.0,33193.0,33285.0,33343.0,33392.0,33443.0,33494.0,33558.0,33592.0,33713.0,33792.0,33898.0
5092123,63300.0,63336.0,63388.0,63430.0,63467.0,63493.0,63528.0,63545.0,63599.0,63618.0,63652.0,63701.0,63740.0,63774.0,63801.0,63840.0,63863.0,63897.0,63929.0,63955.0,63994.0,64021.0,64052.0,64082.0,64106.0,64139.0,64188.0,64217.0,64296.0,64348.0,64392.0,64429.0,64465.0,64514.0,64540.0,64669.0,64753.0,64865.0
5092125,68700.0,68735.0,68786.0,68828.0,68864.0,68890.0,68924.0,68941.0,68994.0,69012.0,69041.0,69082.0,69115.0,69144.0,69166.0,69197.0,69217.0,69261.0,69293.0,69319.0,69355.0,69384.0,69417.0,69444.0,69465.0,69493.0,69535.0,69560.0,69628.0,69671.0,69707.0,69743.0,69779.0,69820.0,69842.0,69953.0,70025.0,70121.0
5092742,28920.0,28971.0,29046.0,29106.0,29159.0,29196.0,29246.0,29271.0,29348.0,29374.0,29415.0,29474.0,29521.0,29562.0,29594.0,29640.0,29666.0,29718.0,29771.0,29814.0,29867.0,29915.0,29970.0,30035.0,30087.0,30150.0,30244.0,30299.0,30454.0,30540.0,30612.0,30673.0,30734.0,30832.0,30885.0,31009.0,31090.0,31198.0
5092744,34500.0,34542.0,34604.0,34654.0,34698.0,34729.0,34771.0,34792.0,34856.0,34878.0,34914.0,34966.0,35008.0,35044.0,35072.0,35113.0,35138.0,35183.0,35225.0,35260.0,35305.0,35345.0,35392.0,35434.0,35468.0,35505.0,35560.0,35593.0,35685.0,35743.0,35792.0,35843.0,35894.0,35958.0,35992.0,36113.0,36192.0,36298.0
5092746,39300.0,39339.0,39397.0,39443.0,39484.0,39513.0,39552.0,39571.0,39630.0,39649.0,39682.0,39729.0,39767.0,39800.0,39825.0,39862.0,39886.0,39952.0,39991.0,40023.0,40063.0,40096.0,40135.0,40170.0,40198.0,40227.0,40270.0,40296.0,40368.0,40418.0,40460.0,40504.0,40548.0,40595.0,40620.0,40737.0,40813.0,40915.0
5092748,44100.0,44142.0,44204.0,44254.0,44298.0,44329.0,44371.0,44392.0,44456.0,44478.0,44512.0,44560.0,44598.0,44631.0,44657.0,44694.0,44718.0,44768.0,44806.0,44837.0,44873.0,44903.0,44938.0,44973.0,45002.0,45030.0,45072.0,45097.0,45167.0,45224.0,45271.0,45314.0,45357.0,45407.0,45433.0,45560.0,45643.0,45753.0
5092750,48900.0,48942.0,49004.0,49054.0,49098.0,49129.0,49171.0,49192.0,49256.0,49278.0,49312.0,49360.0,49398.0,49431.0,49457.0,49494.0,49518.0,49568.0,49606.0,49637.0,49673.0,49703.0,49738.0,49773.0,49802.0,49830.0,49872.0,49897.0,49967.0,50024.0,50071.0,50114.0,50157.0,50207.0,50233.0,50360.0,50443.0,50553.0
5092752,53700.0,53737.0,53791.0,53835.0,53873.0,53900.0,53936.0,53954.0,54009.0,54027.0,54062.0,54112.0,54152.0,54187.0,54214.0,54253.0,54275.0,54323.0,54360.0,54391.0,54429.0,54458.0,54492.0,54525.0,54552.0,54582.0,54627.0,54654.0,54728.0,54783.0,54828.0,54867.0,54905.0,54952.0,54977.0,55102.0,55183.0,55291.0
5092754,58500.0,58537.0,58591.0,58635.0,58673.0,58700.0,58736.0,58754.0,58809.0,58827.0,58862.0,58912.0,58952.0,58987.0,59014.0,59053.0,59075.0,59123.0,59160.0,59191.0,59229.0,59258.0,59292.0,59325.0,59352.0,59382.0,59427.0,59454.0,59528.0,59583.0,59628.0,59667.0,59705.0,59752.0,59777.0,59902.0,59983.0,60091.0
5092756,64500.0,64535.0,64586.0,64627.0,64663.0,64688.0,64722.0,64739.0,64791.0,64810.0,64840.0,64883.0,64918.0,64948.0,64971.0,65005.0,65027.0,65066.0,65103.0,65134.0,65173.0,65204.0,65239.0,65268.0,65292.0,65320.0,65362.0,65387.0,65455.0,65501.0,65539.0,65575.0,65611.0,65655.0,65678.0,65802.0,65883.0,65990.0
5092758,69300.0,69335.0,69386.0,69428.0,69464.0,69490.0,69524.0,69541.0,69594.0,69612.0,69641.0,69682.0,69715.0,69744.0,69766.0,69797.0,69817.0,69861.0,69893.0,69919.0,69955.0,69984.0,70017.0,70044.0,70065.0,70093.0,70135.0,70160.0,70228.0,70271.0,70307.0,70343.0,70379.0,70420.0,70442.0,70553.0,70625.0,70721.0
5092760,74100.0,74135.0,74186.0,74228.0,74264.0,74290.0,74324.0,74341.0,74394.0,74412.0,74441.0,74482.0,74515.0,74544.0,74566.0,74597.0,74617.0,74661.0,74693.0,74719.0,74755.0,74784.0,74817.0,74844.0,74865.0,74893.0,74935.0,74960.0,75028.0,75071.0,75107.0,75143.0,75179.0,75220.0,75242.0,75353.0,75425.0,75521.0
5092762,78900.0,78927.0,78967.0,78999.0,79027.0,79047.0,79074.0,79087.0,79128.0,79144.0,79168.0,79202.0,79230.0,79254.0,79273.0,79300.0,79319.0,79349.0,79378.0,79402.0,79433.0,79455.0,79480.0,79505.0,79525.0,79546.0,79576.0,79594.0,79644.0,79679.0,79708.0,79734.0,79760.0,79790.0,79806.0,79901.0,79963.0,80046.0
5092764,83700.0,83727.0,83767.0,83799.0,83827.0,83847.0,83874.0,83887.0,83928.0,83944.0,83968.0,84002.0,84030.0,84054.0,84073.0,84100.0,84119.0,84149.0,84178.0,84202.0,84233.0,84255.0,84280.0,84305.0,84325.0,84346.0,84376.0,84394.0,84444.0,84479.0,84508.0,84534.0,84560.0,84590.0,84606.0,84701.0,84763.0,84846.0
5093613,29400.0,29451.0,29526.0,29586.0,29639.0,29676.0,29726.0,29751.0,29828.0,29854.0,29895.0,29954.0,30001.0,30042.0,30074.0,30120.0,30146.0,30198.0,30251.0,30294.0,30347.0,30395.0,30450.0,30515.0,30567.0,30630.0,30724.0,30779.0,30934.0,31020.0,31092.0,31153.0,31214.0,31312.0,31365.0,31489.0,31570.0,31678.0
5093615,35100.0,35142.0,35204.0,35254.0,35298.0,35329.0,35371.0,35392.0,35456.0,35478.0,35514.0,35566.0,35608.0,35644.0,35672.0,35713.0,35738.0,35783.0,35825.0,35860.0,35905.0,35945.0,35992.0,36034.0,36068.0,36105.0,36160.0,36193.0,36285.0,36343.0,36392.0,36443.0,36494.0,36558.0,36592.0,36713.0,36792.0,36898.0
5093617,39900.0,39939.0,39997.0,40043.0,40084.0,40113.0,40152.0,40171.0,40230.0,40249.0,40282.0,40329.0,40367.0,40400.0,40425.0,40462.0,40486.0,40552.0,40591.0,40623.0,40663.0,40696.0,40735.0,40770.0,40798.0,40827.0,40870.0,40896.0,40968.0,41018.0,41060.0,41104.0,41148.0,41195.0,41220.0,41337.0,41413.0,41515.0
5093619,44700.0,44742.0,44804.0,44854.0,44898.0,44929.0,44971.0,44992.0,45056.0,45078.0,45112.0,45160.0,45198.0,45231.0,45257.0,45294.0,45318.0,45368.0,45406.0,45437.0,45473.0,45503.0,45538.0,45573.0,45602.0,45630.0,45672.0,45697.0,45767.0,45824.0,45871.0,45914.0,45957.0,46007.0,46033.0,46160.0,46243.0,46353.0
5093621,49500.0,49542.0,49604.0,49654.0,49698.0,49729.0,49771.0,49792.0,49856.0,49878.0,49912.0,49960.0,49998.0,50031.0,50057.0,50094.0,50118.0,50168.0,50206.0,50237.0,50273.0,50303.0,50338.0,50373.0,50402.0,50430.0,50472.0,50497.0,50567.0,50624.0,50671.0,50714.0,50757.0,50807.0,50833.0,50960.0,51043.0,51153.0
5093623,54300.0,54337.0,54391.0,54435.0,54473.0,54500.0,54536.0,54554.0,54609.0,54627.0,54662.0,54712.0,54752.0,54787.0,54814.0,54853.0,54875.0,54923.0,54960.0,54991.0,55029.0,55058.0,55092.0,55125.0,55152.0,55182.0,55227.0,55254.0,55328.0,55383.0,55428.0,55467.0,55505.0,55552.0,55577.0,55702.0,55783.0,55891.0
5093625,59100.0,59137.0,59191.0,59235.0,59273.0,59300.0,59336.0,59354.0,59409.0,59427.0,59462.0,59512.0,59552.0,59587.0,59614.0,59653.0,59675.0,59723.0,59760.0,59791.0,59829.0,59858.0,59892.0,59925.0,59952.0,59982.0,60027.0,60054.0,60128.0,60183.0,60228.0,60267.0,60305.0,60352.0,60377.0,60502.0,60583.0,60691.0
5093627,65100.0,65135.0,65186.0,65227.0,65263.0,65288.0,65322.0,65339.0,65391.0,65410.0,65440.0,65483.0,65518.0,65548.0,65571.0,65605.0,65627.0,65666.0,65703.0,65734.0,65773.0,65804.0,65839.0,65868.0,65892.0,65920.0,65962.0,65987.0,66055.0,66101.0,66139.0,66175.0,66211.0,66255.0,66278.0,66402.0,66483.0,66590.0
5093967,26400.0,26443.0,26506.0,26557.0,26602.0,26633.0,26675.0,26696.0,26761.0,26783.0,26824.0,26882.0,26928.0,26968.0,26999.0,27044.0,27068.0,27128.0,27174.0,27212.0,27268.0,27307.0,27353.0,27406.0,27449.0,27499.0,27573.0,27616.0,27737.0,27806.0,27863.0,27917.0,27970.0,28046.0,28086.0,28198.0,28271.0,28368.0
5093969,31500.0,31542.0,31604.0,31654.0,31698.0,31729.0,31771.0,31792.0,31856.0,31878.0,31914.0,31966.0,32008.0,32044.0,32072.0,32113.0,32138.0,32183.0,32225.0,32260.0,32305.0,32345.0,32392.0,32434.0,32468.0,32505.0,32560.0,32593.0,32685.0,32743.0,32792.0,32843.0,32894.0,32958.0,32992.0,33113.0,33192.0,33298.0
5093971,36900.0,36939.0,36997.0,37043.0,37084.0,37113.0,37152.0,37171.0,37230.0,37249.0,37282.0,37329.0,37367.0,37400.0,37425.0,37462.0,37486.0,37552.0,37591.0,37623.0,37663.0,37696.0,37735.0,37770.0,37798.0,37827.0,37870.0,37896.0,37968.0,38018.0,38060.0,38104.0,38148.0,38195.0,38220.0,38337.0,38413.0,38515.0
5093973,41700.0,41739.0,41797.0,41843.0,41884.0,41913.0,41952.0,41971.0,42030.0,42049.0,42082.0,42129.0,42167.0,42200.0,42225.0,42262.0,42286.0,42352.0,42391.0,42423.0,42463.0,42496.0,42535.0,42570.0,42598.0,42627.0,42670.0,42696.0,42768.0,42818.0,42860.0,42904.0,42948.0,42995.0,43020.0,43137.0,43213.0,43315.0
5093975,46500.0,46542.0,46604.0,46654.0,46698.0,46729.0,46771.0,46792.0,46856.0,46878.0,46912.0,46960.0,46998.0,47031.0,47057.0,47094.0,47118.0,47168.0,47206.0,47237.0,47273.0,47303.0,47338.0,47373.0,47402.0,47430.0,47472.0,47497.0,47567.0,47624.0,47671.0,47714.0,47757.0,47807.0,47833.0,47960.0,48043.0,48153.0
