tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
5005074,81000.0,81093.0,81111.0,81133.0,81207.0,81264.0,81304.0,81352.0,81377.0,81413.0,81434.0,81448.0,81491.0,81534.0,81561.0,81603.0,81624.0,81689.0,81720.0,81777.0,81827.0,81870.0,81903.0,81935.0,81972.0,81988.0,82039.0,82078.0,82137.0,82168.0,82199.0,82225.0,82268.0,82293.0,82320.0,82378.0,82407.0,82450.0,82497.0,82571.0
5008136,40500.0,40581.0,40596.0,40624.0,40715.0,40785.0,40833.0,40891.0,40918.0,40957.0,40980.0,40998.0,41052.0,41105.0,41127.0,41162.0,41180.0,41256.0,41292.0,41367.0,41420.0,41466.0,41499.0,41531.0,41568.0,41584.0,41635.0,41674.0,41732.0,41763.0,41794.0,41819.0,41862.0,41887.0,41914.0,41972.0,42000.0,42043.0,42090.0,42163.0
5008138,45900.0,46009.0,46030.0,46056.0,46141.0,46205.0,46247.0,46299.0,46325.0,46362.0,46384.0,46402.0,46455.0,46507.0,46535.0,46579.0,46601.0,46692.0,46735.0,46813.0,46880.0,46939.0,46975.0,47009.0,47050.0,47067.0,47122.0,47164.0,47226.0,47259.0,47292.0,47319.0,47364.0,47390.0,47419.0,47480.0,47511.0,47554.0,47601.0,47674.0
5008140,51300.0,51409.0,51430.0,51456.0,51541.0,51605.0,51647.0,51699.0,51725.0,51762.0,51784.0,51802.0,51855.0,51907.0,51935.0,51979.0,52001.0,52092.0,52135.0,52213.0,52280.0,52339.0,52375.0,52409.0,52450.0,52467.0,52522.0,52564.0,52626.0,52659.0,52692.0,52719.0,52764.0,52790.0,52819.0,52880.0,52911.0,52954.0,53001.0,53074.0
5008142,56700.0,56824.0,56847.0,56876.0,56971.0,57044.0,57084.0,57132.0,57167.0,57216.0,57246.0,57262.0,57312.0,57361.0,57391.0,57439.0,57464.0,57530.0,57561.0,57633.0,57700.0,57758.0,57796.0,57832.0,57875.0,57893.0,57951.0,57996.0,58064.0,58100.0,58136.0,58166.0,58215.0,58244.0,58275.0,58342.0,58375.0,58422.0,58474.0,58554.0
5008144,62100.0,62224.0,62247.0,62276.0,62371.0,62444.0,62484.0,62532.0,62567.0,62616.0,62646.0,62662.0,62712.0,62761.0,62791.0,62839.0,62864.0,62930.0,62961.0,63033.0,63100.0,63158.0,63196.0,63232.0,63275.0,63293.0,63351.0,63396.0,63464.0,63500.0,63536.0,63566.0,63615.0,63644.0,63675.0,63742.0,63775.0,63822.0,63874.0,63954.0
5008146,67500.0,67624.0,67647.0,67676.0,67771.0,67844.0,67884.0,67932.0,67967.0,68016.0,68046.0,68062.0,68112.0,68161.0,68191.0,68239.0,68264.0,68330.0,68361.0,68433.0,68500.0,68558.0,68596.0,68632.0,68675.0,68693.0,68751.0,68796.0,68864.0,68900.0,68936.0,68966.0,69015.0,69044.0,69075.0,69142.0,69175.0,69222.0,69274.0,69354.0
5008148,73800.0,73910.0,73931.0,73958.0,74048.0,74117.0,74164.0,74222.0,74245.0,74277.0,74296.0,74315.0,74373.0,74429.0,74460.0,74509.0,74534.0,74598.0,74629.0,74703.0,74761.0,74811.0,74848.0,74883.0,74924.0,74942.0,74998.0,75035.0,75090.0,75119.0,75148.0,75172.0,75212.0,75235.0,75261.0,75316.0,75344.0,75406.0,75473.0,75577.0
5008150,81000.0,81130.0,81155.0,81177.0,81250.0,81307.0,81339.0,81377.0,81398.0,81428.0,81447.0,81462.0,81507.0,81551.0,81571.0,81603.0,81620.0,81689.0,81722.0,81785.0,81831.0,81871.0,81907.0,81941.0,81981.0,81998.0,82053.0,82097.0,82164.0,82199.0,82234.0,82263.0,82312.0,82340.0,82371.0,82437.0,82470.0,82513.0,82559.0,82631.0
5008946,23400.0,23593.0,23629.0,23651.0,23724.0,23781.0,23819.0,23866.0,23887.0,23917.0,23935.0,23949.0,23992.0,24034.0,24056.0,24092.0,24110.0,24170.0,24199.0,24260.0,24307.0,24347.0,24375.0,24402.0,24434.0,24448.0,24491.0,24526.0,24578.0,24606.0,24634.0,24657.0,24695.0,24717.0,24741.0,24793.0,24819.0,24857.0,24899.0,24963.0
5008948,27900.0,28093.0,28129.0,28151.0,28224.0,28281.0,28319.0,28366.0,28387.0,28417.0,28435.0,28449.0,28492.0,28534.0,28556.0,28592.0,28610.0,28670.0,28699.0,28760.0,28807.0,28847.0,28875.0,28902.0,28934.0,28948.0,28991.0,29026.0,29078.0,29106.0,29134.0,29157.0,29195.0,29217.0,29241.0,29293.0,29319.0,29357.0,29399.0,29463.0
5008950,33300.0,33478.0,33512.0,33537.0,33618.0,33680.0,33722.0,33774.0,33798.0,33832.0,33853.0,33870.0,33923.0,33975.0,34005.0,34053.0,34077.0,34143.0,34174.0,34234.0,34290.0,34339.0,34370.0,34400.0,34435.0,34450.0,34497.0,34534.0,34589.0,34618.0,34647.0,34671.0,34711.0,34734.0,34759.0,34813.0,34840.0,34885.0,34934.0,35009.0
5008952,38700.0,38792.0,38809.0,38833.0,38911.0,38970.0,39013.0,39065.0,39091.0,39127.0,39149.0,39170.0,39233.0,39294.0,39323.0,39368.0,39391.0,39465.0,39501.0,39572.0,39627.0,39674.0,39708.0,39740.0,39778.0,39794.0,39847.0,39888.0,39949.0,39982.0,40014.0,40041.0,40086.0,40112.0,40140.0,40201.0,40231.0,40271.0,40314.0,40381.0
5008954,44100.0,44193.0,44211.0,44239.0,44330.0,44399.0,44445.0,44501.0,44535.0,44584.0,44613.0,44634.0,44696.0,44756.0,44787.0,44837.0,44862.0,44940.0,44978.0,45073.0,45143.0,45204.0,45242.0,45278.0,45320.0,45338.0,45395.0,45440.0,45508.0,45544.0,45580.0,45610.0,45659.0,45688.0,45719.0,45786.0,45819.0,45863.0,45911.0,45985.0
5008956,49500.0,49593.0,49611.0,49639.0,49730.0,49799.0,49845.0,49901.0,49935.0,49984.0,50013.0,50034.0,50096.0,50156.0,50187.0,50237.0,50262.0,50340.0,50378.0,50473.0,50543.0,50604.0,50642.0,50678.0,50720.0,50738.0,50795.0,50840.0,50908.0,50944.0,50980.0,51010.0,51059.0,51088.0,51119.0,51186.0,51219.0,51263.0,51311.0,51385.0
5008958,54900.0,55047.0,55075.0,55112.0,55233.0,55325.0,55381.0,55449.0,55487.0,55541.0,55573.0,55606.0,55704.0,55800.0,55836.0,55893.0,55921.0,56010.0,56053.0,56139.0,56217.0,56285.0,56325.0,56363.0,56408.0,56427.0,56489.0,56537.0,56609.0,56647.0,56685.0,56716.0,56769.0,56799.0,56832.0,56903.0,56941.0,56989.0,57042.0,57123.0
5008960,60300.0,60447.0,60475.0,60512.0,60633.0,60725.0,60781.0,60849.0,60887.0,60941.0,60973.0,61006.0,61104.0,61200.0,61236.0,61293.0,61321.0,61410.0,61453.0,61539.0,61617.0,61685.0,61725.0,61763.0,61808.0,61827.0,61889.0,61937.0,62009.0,62047.0,62085.0,62116.0,62169.0,62199.0,62232.0,62303.0,62341.0,62389.0,62442.0,62523.0
5008962,65700.0,65847.0,65875.0,65912.0,66033.0,66125.0,66181.0,66249.0,66287.0,66341.0,66373.0,66406.0,66504.0,66600.0,66636.0,66693.0,66721.0,66810.0,66853.0,66939.0,67017.0,67085.0,67125.0,67163.0,67208.0,67227.0,67289.0,67337.0,67409.0,67447.0,67485.0,67516.0,67569.0,67599.0,67632.0,67703.0,67741.0,67789.0,67842.0,67923.0
5009160,30600.0,30681.0,30696.0,30718.0,30790.0,30845.0,30873.0,30908.0,30924.0,30947.0,30960.0,30971.0,31004.0,31036.0,31051.0,31074.0,31086.0,31154.0,31186.0,31226.0,31269.0,31306.0,31331.0,31354.0,31382.0,31394.0,31431.0,31465.0,31515.0,31542.0,31569.0,31591.0,31628.0,31649.0,31672.0,31722.0,31745.0,31773.0,31804.0,31851.0
5009162,36000.0,36081.0,36096.0,36124.0,36215.0,36285.0,36333.0,36391.0,36418.0,36457.0,36480.0,36498.0,36552.0,36605.0,36627.0,36662.0,36680.0,36756.0,36792.0,36867.0,36920.0,36966.0,36999.0,37031.0,37068.0,37084.0,37135.0,37174.0,37232.0,37263.0,37294.0,37319.0,37362.0,37387.0,37414.0,37472.0,37500.0,37543.0,37590.0,37663.0
5009164,42300.0,42381.0,42396.0,42424.0,42515.0,42585.0,42633.0,42691.0,42718.0,42757.0,42780.0,42798.0,42852.0,42905.0,42927.0,42962.0,42980.0,43056.0,43092.0,43167.0,43220.0,43266.0,43299.0,43331.0,43368.0,43384.0,43435.0,43474.0,43532.0,43563.0,43594.0,43619.0,43662.0,43687.0,43714.0,43772.0,43800.0,43843.0,43890.0,43963.0
5009166,47700.0,47809.0,47830.0,47856.0,47941.0,48005.0,48047.0,48099.0,48125.0,48162.0,48184.0,48202.0,48255.0,48307.0,48335.0,48379.0,48401.0,48492.0,48535.0,48613.0,48680.0,48739.0,48775.0,48809.0,48850.0,48867.0,48922.0,48964.0,49026.0,49059.0,49092.0,49119.0,49164.0,49190.0,49219.0,49280.0,49311.0,49354.0,49401.0,49474.0
5009168,53100.0,53209.0,53230.0,53256.0,53341.0,53405.0,53447.0,53499.0,53525.0,53562.0,53584.0,53602.0,53655.0,53707.0,53735.0,53779.0,53801.0,53892.0,53935.0,54013.0,54080.0,54139.0,54175.0,54209.0,54250.0,54267.0,54322.0,54364.0,54426.0,54459.0,54492.0,54519.0,54564.0,54590.0,54619.0,54680.0,54711.0,54754.0,54801.0,54874.0
5014698,41400.0,41465.0,41477.0,41495.0,41554.0,41600.0,41633.0,41674.0,41697.0,41729.0,41748.0,41761.0,41800.0,41837.0,41857.0,41889.0,41905.0,41965.0,41994.0,42033.0,42070.0,42102.0,42128.0,42153.0,42182.0,42194.0,42233.0,42259.0,42298.0,42319.0,42340.0,42357.0,42386.0,42403.0,42421.0,42460.0,42479.0,42513.0,42550.0,42607.0
5015637,60300.0,60373.0,60387.0,60412.0,60496.0,60560.0,60593.0,60633.0,60656.0,60689.0,60708.0,60721.0,60762.0,60802.0,60826.0,60864.0,60884.0,60966.0,61005.0,61070.0,61122.0,61168.0,61202.0,61235.0,61274.0,61291.0,61343.0,61382.0,61441.0,61472.0,61503.0,61529.0,61572.0,61597.0,61624.0,61682.0,61711.0,61753.0,61798.0,61868.0
5018686,26100.0,26293.0,26329.0,26351.0,26424.0,26481.0,26519.0,26566.0,26587.0,26617.0,26635.0,26649.0,26692.0,26734.0,26756.0,26792.0,26810.0,26870.0,26899.0,26960.0,27007.0,27047.0,27075.0,27102.0,27134.0,27148.0,27191.0,27226.0,27278.0,27306.0,27334.0,27357.0,27395.0,27417.0,27441.0,27493.0,27519.0,27557.0,27599.0,27663.0
5018688,31500.0,31678.0,31712.0,31737.0,31818.0,31880.0,31922.0,31974.0,31998.0,32032.0,32053.0,32070.0,32123.0,32175.0,32205.0,32253.0,32277.0,32343.0,32374.0,32434.0,32490.0,32539.0,32570.0,32600.0,32635.0,32650.0,32697.0,32734.0,32789.0,32818.0,32847.0,32871.0,32911.0,32934.0,32959.0,33013.0,33040.0,33085.0,33134.0,33209.0
5018690,36900.0,36992.0,37009.0,37033.0,37111.0,37170.0,37213.0,37265.0,37291.0,37327.0,37349.0,37370.0,37433.0,37494.0,37523.0,37568.0,37591.0,37665.0,37701.0,37772.0,37827.0,37874.0,37908.0,37940.0,37978.0,37994.0,38047.0,38088.0,38149.0,38182.0,38214.0,38241.0,38286.0,38312.0,38340.0,38401.0,38431.0,38471.0,38514.0,38581.0
5018692,42300.0,42392.0,42409.0,42433.0,42511.0,42570.0,42613.0,42665.0,42691.0,42727.0,42749.0,42770.0,42833.0,42894.0,42923.0,42968.0,42991.0,43065.0,43101.0,43172.0,43227.0,43274.0,43308.0,43340.0,43378.0,43394.0,43447.0,43488.0,43549.0,43582.0,43614.0,43641.0,43686.0,43712.0,43740.0,43801.0,43831.0,43871.0,43914.0,43981.0
5018694,47700.0,47793.0,47811.0,47839.0,47930.0,47999.0,48045.0,48101.0,48135.0,48184.0,48213.0,48234.0,48296.0,48356.0,48387.0,48437.0,48462.0,48540.0,48578.0,48673.0,48743.0,48804.0,48842.0,48878.0,48920.0,48938.0,48995.0,49040.0,49108.0,49144.0,49180.0,49210.0,49259.0,49288.0,49319.0,49386.0,49419.0,49463.0,49511.0,49585.0
5018696,53100.0,53193.0,53211.0,53239.0,53330.0,53399.0,53445.0,53501.0,53535.0,53584.0,53613.0,53634.0,53696.0,53756.0,53787.0,53837.0,53862.0,53940.0,53978.0,54073.0,54143.0,54204.0,54242.0,54278.0,54320.0,54338.0,54395.0,54440.0,54508.0,54544.0,54580.0,54610.0,54659.0,54688.0,54719.0,54786.0,54819.0,54863.0,54911.0,54985.0
5018698,58500.0,58647.0,58675.0,58712.0,58833.0,58925.0,58981.0,59049.0,59087.0,59141.0,59173.0,59206.0,59304.0,59400.0,59436.0,59493.0,59521.0,59610.0,59653.0,59739.0,59817.0,59885.0,59925.0,59963.0,60008.0,60027.0,60089.0,60137.0,60209.0,60247.0,60285.0,60316.0,60369.0,60399.0,60432.0,60503.0,60541.0,60589.0,60642.0,60723.0
5018700,63900.0,64047.0,64075.0,64112.0,64233.0,64325.0,64381.0,64449.0,64487.0,64541.0,64573.0,64606.0,64704.0,64800.0,64836.0,64893.0,64921.0,65010.0,65053.0,65139.0,65217.0,65285.0,65325.0,65363.0,65408.0,65427.0,65489.0,65537.0,65609.0,65647.0,65685.0,65716.0,65769.0,65799.0,65832.0,65903.0,65941.0,65989.0,66042.0,66123.0
5018702,70200.0,70277.0,70291.0,70315.0,70393.0,70452.0,70495.0,70548.0,70575.0,70613.0,70636.0,70653.0,70705.0,70757.0,70784.0,70828.0,70850.0,70933.0,70973.0,71041.0,71099.0,71150.0,71187.0,71223.0,71265.0,71283.0,71340.0,71385.0,71452.0,71488.0,71523.0,71552.0,71601.0,71629.0,71660.0,71726.0,71759.0,71805.0,71855.0,71932.0
5018704,77400.0,77493.0,77511.0,77533.0,77607.0,77664.0,77704.0,77752.0,77777.0,77813.0,77834.0,77848.0,77891.0,77934.0,77961.0,78003.0,78024.0,78089.0,78120.0,78177.0,78227.0,78270.0,78303.0,78335.0,78372.0,78388.0,78439.0,78478.0,78537.0,78568.0,78599.0,78625.0,78668.0,78693.0,78720.0,78778.0,78807.0,78850.0,78897.0,78971.0
5018706,84000.0,84093.0,84111.0,84133.0,84207.0,84264.0,84304.0,84352.0,84377.0,84413.0,84434.0,84448.0,84491.0,84534.0,84561.0,84603.0,84624.0,84689.0,84720.0,84777.0,84827.0,84870.0,84903.0,84935.0,84972.0,84988.0,85039.0,85078.0,85137.0,85168.0,85199.0,85225.0,85268.0,85293.0,85320.0,85378.0,85407.0,85450.0,85497.0,85571.0
5083488,23400.0,23585.0,23620.0,23641.0,23712.0,23766.0,23803.0,23848.0,23868.0,23897.0,23914.0,23928.0,23969.0,24009.0,24031.0,24065.0,24082.0,24140.0,24168.0,24227.0,24272.0,24311.0,24338.0,24364.0,24395.0,24408.0,24449.0,24483.0,24533.0,24560.0,24587.0,24609.0,24646.0,24667.0,24690.0,24740.0,24764.0,24801.0,24841.0,24902.0
5083490,27900.0,28085.0,28120.0,28141.0,28212.0,28266.0,28303.0,28348.0,28368.0,28397.0,28414.0,28428.0,28469.0,28509.0,28531.0,28565.0,28582.0,28640.0,28668.0,28727.0,28772.0,28811.0,28838.0,28864.0,28895.0,28908.0,28949.0,28983.0,29033.0,29060.0,29087.0,29109.0,29146.0,29167.0,29190.0,29240.0,29264.0,29301.0,29341.0,29402.0
5083492,33300.0,33472.0,33504.0,33528.0,33606.0,33666.0,33707.0,33756.0,33779.0,33812.0,33832.0,33849.0,33900.0,33949.0,33978.0,34024.0,34047.0,34110.0,34140.0,34198.0,34252.0,34299.0,34329.0,34358.0,34392.0,34406.0,34451.0,34486.0,34539.0,34567.0,34595.0,34618.0,34656.0,34678.0,34702.0,34754.0,34781.0,34824.0,34871.0,34944.0
5083494,38700.0,38788.0,38805.0,38828.0,38903.0,38960.0,39001.0,39051.0,39076.0,39111.0,39132.0,39152.0,39212.0,39271.0,39298.0,39342.0,39364.0,39436.0,39470.0,39538.0,39590.0,39636.0,39669.0,39700.0,39737.0,39753.0,39802.0,39841.0,39900.0,39931.0,39962.0,39988.0,40031.0,40056.0,40083.0,40141.0,40171.0,40209.0,40251.0,40315.0
5083496,44100.0,44190.0,44207.0,44234.0,44321.0,44388.0,44432.0,44486.0,44519.0,44566.0,44594.0,44614.0,44674.0,44732.0,44762.0,44810.0,44834.0,44910.0,44946.0,45037.0,45104.0,45163.0,45199.0,45234.0,45275.0,45292.0,45347.0,45391.0,45456.0,45491.0,45525.0,45553.0,45601.0,45628.0,45658.0,45722.0,45755.0,45797.0,45843.0,45915.0
5083498,49500.0,49590.0,49607.0,49634.0,49721.0,49788.0,49832.0,49886.0,49919.0,49966.0,49994.0,50014.0,50074.0,50132.0,50162.0,50210.0,50234.0,50310.0,50346.0,50437.0,50504.0,50563.0,50599.0,50634.0,50675.0,50692.0,50747.0,50791.0,50856.0,50891.0,50925.0,50953.0,51001.0,51028.0,51058.0,51122.0,51155.0,51197.0,51243.0,51315.0
5083500,54900.0,55041.0,55068.0,55103.0,55219.0,55308.0,55362.0,55427.0,55463.0,55515.0,55546.0,55577.0,55672.0,55764.0,55798.0,55852.0,55880.0,55966.0,56007.0,56090.0,56165.0,56230.0,56269.0,56306.0,56349.0,56368.0,56426.0,56472.0,56542.0,56579.0,56616.0,56646.0,56697.0,56726.0,56758.0,56827.0,56861.0,56907.0,56957.0,57036.0
5083502,60300.0,60441.0,60468.0,60503.0,60619.0,60708.0,60762.0,60827.0,60863.0,60915.0,60946.0,60977.0,61072.0,61164.0,61198.0,61252.0,61280.0,61366.0,61407.0,61490.0,61565.0,61630.0,61669.0,61706.0,61749.0,61768.0,61826.0,61872.0,61942.0,61979.0,62016.0,62046.0,62097.0,62126.0,62158.0,62227.0,62261.0,62307.0,62357.0,62436.0
5083504,65700.0,65841.0,65868.0,65903.0,66019.0,66108.0,66162.0,66227.0,66263.0,66315.0,66346.0,66377.0,66472.0,66564.0,66598.0,66652.0,66680.0,66766.0,66807.0,66890.0,66965.0,67030.0,67069.0,67106.0,67149.0,67168.0,67226.0,67272.0,67342.0,67379.0,67416.0,67446.0,67497.0,67526.0,67558.0,67627.0,67661.0,67707.0,67757.0,67836.0
5086460,38700.0,38762.0,38774.0,38791.0,38848.0,38892.0,38924.0,38963.0,38985.0,39016.0,39034.0,39046.0,39083.0,39120.0,39139.0,39169.0,39185.0,39243.0,39271.0,39309.0,39344.0,39375.0,39400.0,39424.0,39452.0,39464.0,39501.0,39526.0,39564.0,39584.0,39604.0,39621.0,39649.0,39665.0,39683.0,39720.0,39738.0,39771.0,39806.0,39861.0
5086462,44100.0,44210.0,44231.0,44251.0,44317.0,44368.0,44403.0,44446.0,44465.0,44492.0,44509.0,44529.0,44588.0,44645.0,44664.0,44694.0,44709.0,44764.0,44790.0,44855.0,44906.0,44950.0,44981.0,45010.0,45044.0,45059.0,45105.0,45149.0,45215.0,45250.0,45285.0,45314.0,45362.0,45390.0,45420.0,45485.0,45516.0,45552.0,45592.0,45653.0
5086464,49500.0,49610.0,49631.0,49651.0,49717.0,49768.0,49803.0,49846.0,49865.0,49892.0,49909.0,49929.0,49988.0,50045.0,50064.0,50094.0,50109.0,50164.0,50190.0,50255.0,50306.0,50350.0,50381.0,50410.0,50444.0,50459.0,50505.0,50549.0,50615.0,50650.0,50685.0,50714.0,50762.0,50790.0,50820.0,50885.0,50916.0,50952.0,50992.0,51053.0
5086466,54900.0,54971.0,54984.0,55008.0,55088.0,55150.0,55182.0,55220.0,55242.0,55273.0,55292.0,55305.0,55344.0,55382.0,55405.0,55442.0,55461.0,55539.0,55577.0,55640.0,55690.0,55734.0,55767.0,55799.0,55836.0,55852.0,55902.0,55940.0,55997.0,56027.0,56057.0,56082.0,56123.0,56147.0,56173.0,56229.0,56256.0,56296.0,56340.0,56407.0
5086468,60300.0,60371.0,60384.0,60408.0,60488.0,60550.0,60582.0,60620.0,60642.0,60673.0,60692.0,60705.0,60744.0,60782.0,60805.0,60842.0,60861.0,60939.0,60977.0,61040.0,61090.0,61134.0,61167.0,61199.0,61236.0,61252.0,61302.0,61340.0,61397.0,61427.0,61457.0,61482.0,61523.0,61547.0,61573.0,61629.0,61656.0,61696.0,61740.0,61807.0
5086470,65700.0,65798.0,65817.0,65844.0,65933.0,66001.0,66035.0,66076.0,66098.0,66129.0,66148.0,66163.0,66208.0,66251.0,66279.0,66323.0,66345.0,66422.0,66459.0,66513.0,66568.0,66616.0,66653.0,66688.0,66730.0,66748.0,66804.0,66842.0,66899.0,66929.0,66959.0,66984.0,67026.0,67050.0,67076.0,67132.0,67161.0,67204.0,67251.0,67324.0
5086472,71100.0,71198.0,71217.0,71244.0,71333.0,71401.0,71435.0,71476.0,71498.0,71529.0,71548.0,71563.0,71608.0,71651.0,71679.0,71723.0,71745.0,71822.0,71859.0,71913.0,71968.0,72016.0,72053.0,72088.0,72130.0,72148.0,72204.0,72242.0,72299.0,72329.0,72359.0,72384.0,72426.0,72450.0,72476.0,72532.0,72561.0,72604.0,72651.0,72724.0
5086474,77400.0,77473.0,77487.0,77508.0,77576.0,77627.0,77658.0,77695.0,77715.0,77743.0,77760.0,77771.0,77804.0,77837.0,77860.0,77897.0,77916.0,77987.0,78021.0,78070.0,78114.0,78152.0,78182.0,78210.0,78243.0,78257.0,78302.0,78335.0,78384.0,78410.0,78436.0,78458.0,78494.0,78515.0,78538.0,78587.0,78611.0,78648.0,78688.0,78751.0
5086476,84000.0,84073.0,84087.0,84108.0,84176.0,84227.0,84258.0,84295.0,84315.0,84343.0,84360.0,84371.0,84404.0,84437.0,84460.0,84497.0,84516.0,84587.0,84621.0,84670.0,84714.0,84752.0,84782.0,84810.0,84843.0,84857.0,84902.0,84935.0,84984.0,85010.0,85036.0,85058.0,85094.0,85115.0,85138.0,85187.0,85211.0,85248.0,85288.0,85351.0
5089795,29700.0,29872.0,29904.0,29928.0,30006.0,30066.0,30107.0,30156.0,30179.0,30212.0,30232.0,30249.0,30300.0,30349.0,30378.0,30424.0,30447.0,30510.0,30540.0,30598.0,30652.0,30699.0,30729.0,30758.0,30792.0,30806.0,30851.0,30886.0,30939.0,30967.0,30995.0,31018.0,31056.0,31078.0,31102.0,31154.0,31181.0,31224.0,31271.0,31344.0
5089797,35100.0,35272.0,35304.0,35328.0,35406.0,35466.0,35507.0,35556.0,35579.0,35612.0,35632.0,35649.0,35700.0,35749.0,35778.0,35824.0,35847.0,35910.0,35940.0,35998.0,36052.0,36099.0,36129.0,36158.0,36192.0,36206.0,36251.0,36286.0,36339.0,36367.0,36395.0,36418.0,36456.0,36478.0,36502.0,36554.0,36581.0,36624.0,36671.0,36744.0
5089799,40500.0,40588.0,40605.0,40628.0,40703.0,40760.0,40801.0,40851.0,40876.0,40911.0,40932.0,40952.0,41012.0,41071.0,41098.0,41142.0,41164.0,41236.0,41270.0,41338.0,41390.0,41436.0,41469.0,41500.0,41537.0,41553.0,41602.0,41641.0,41700.0,41731.0,41762.0,41788.0,41831.0,41856.0,41883.0,41941.0,41971.0,42009.0,42051.0,42115.0
