tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P
5008317,66600.0,66647.0,66686.0,66750.0,66789.0,66842.0,66921.0,66971.0,67021.0,67051.0,67081.0,67114.0,67141.0,67161.0,67184.0,67232.0,67290.0,67329.0,67386.0,67466.0,67509.0,67649.0,67849.0,67998.0,68150.0,68305.0,68377.0,68447.0,68498.0,68553.0,68655.0,68722.0,68770.0,68826.0,68869.0,68907.0,68967.0,69058.0,69096.0,69125.0,69173.0,69200.0
5008319,73800.0,73843.0,73879.0,73938.0,73974.0,74022.0,74098.0,74146.0,74194.0,74234.0,74275.0,74318.0,74363.0,74395.0,74433.0,74485.0,74546.0,74597.0,74671.0,74747.0,74788.0,75001.0,75192.0,75334.0,75481.0,75569.0,75610.0,75650.0,75691.0,75735.0,75815.0,75879.0,75936.0,75989.0,76024.0,76054.0,76106.0,76184.0,76217.0,76245.0,76290.0,76315.0
5008321,81000.0,81037.0,81068.0,81119.0,81150.0,81192.0,81247.0,81282.0,81317.0,81346.0,81376.0,81407.0,81441.0,81466.0,81495.0,81536.0,81584.0,81622.0,81676.0,81728.0,81757.0,81890.0,82103.0,82262.0,82425.0,82511.0,82551.0,82589.0,82624.0,82662.0,82732.0,82783.0,82822.0,82868.0,82895.0,82919.0,82958.0,83016.0,83040.0,83065.0,83105.0,83128.0
5009385,37200.0,37248.0,37288.0,37353.0,37393.0,37447.0,37539.0,37597.0,37655.0,37699.0,37744.0,37793.0,37843.0,37879.0,37922.0,37985.0,38061.0,38125.0,38216.0,38334.0,38398.0,38538.0,38746.0,38901.0,39060.0,39193.0,39255.0,39315.0,39372.0,39433.0,39545.0,39611.0,39659.0,39704.0,39741.0,39774.0,39827.0,39907.0,39941.0,39968.0,40013.0,40038.0
5009387,46800.0,46847.0,46886.0,46951.0,46991.0,47044.0,47131.0,47186.0,47241.0,47282.0,47324.0,47369.0,47420.0,47456.0,47499.0,47561.0,47634.0,47690.0,47769.0,47860.0,47910.0,48042.0,48251.0,48407.0,48567.0,48710.0,48776.0,48840.0,48893.0,48950.0,49057.0,49133.0,49192.0,49242.0,49283.0,49318.0,49375.0,49461.0,49497.0,49527.0,49576.0,49603.0
5009389,56400.0,56447.0,56486.0,56550.0,56589.0,56641.0,56726.0,56779.0,56833.0,56880.0,56928.0,56979.0,57033.0,57072.0,57117.0,57180.0,57256.0,57307.0,57381.0,57481.0,57535.0,57679.0,57922.0,58103.0,58288.0,58430.0,58496.0,58560.0,58618.0,58680.0,58794.0,58868.0,58926.0,58977.0,59017.0,59052.0,59107.0,59189.0,59224.0,59257.0,59310.0,59340.0
5009391,66000.0,66047.0,66086.0,66149.0,66188.0,66240.0,66326.0,66380.0,66436.0,66473.0,66511.0,66552.0,66593.0,66623.0,66658.0,66716.0,66785.0,66842.0,66924.0,67004.0,67047.0,67162.0,67386.0,67552.0,67723.0,67854.0,67915.0,67974.0,68022.0,68074.0,68170.0,68228.0,68279.0,68323.0,68354.0,68382.0,68431.0,68504.0,68535.0,68563.0,68609.0,68636.0
5009393,73800.0,73839.0,73872.0,73926.0,73959.0,74003.0,74075.0,74120.0,74167.0,74206.0,74246.0,74288.0,74379.0,74445.0,74522.0,74588.0,74666.0,74707.0,74765.0,74852.0,74900.0,75001.0,75204.0,75355.0,75511.0,75613.0,75661.0,75707.0,75753.0,75802.0,75894.0,75950.0,76000.0,76046.0,76080.0,76110.0,76162.0,76240.0,76273.0,76300.0,76345.0,76370.0
5009395,81000.0,81034.0,81062.0,81108.0,81136.0,81175.0,81242.0,81284.0,81326.0,81355.0,81385.0,81416.0,81482.0,81529.0,81584.0,81654.0,81738.0,81772.0,81821.0,81889.0,81926.0,82082.0,82278.0,82424.0,82573.0,82664.0,82706.0,82747.0,82780.0,82815.0,82881.0,82938.0,82971.0,83017.0,83044.0,83068.0,83119.0,83196.0,83228.0,83254.0,83296.0,83319.0
5011576,48000.0,48053.0,48097.0,48170.0,48215.0,48275.0,48349.0,48396.0,48443.0,48483.0,48523.0,48566.0,48603.0,48630.0,48661.0,48723.0,48797.0,48850.0,48927.0,48997.0,49035.0,49155.0,49366.0,49523.0,49685.0,49810.0,49868.0,49925.0,49974.0,50027.0,50126.0,50193.0,50241.0,50286.0,50325.0,50360.0,50414.0,50495.0,50529.0,50556.0,50600.0,50625.0
5011578,55200.0,55250.0,55291.0,55359.0,55401.0,55457.0,55535.0,55584.0,55634.0,55679.0,55725.0,55774.0,55813.0,55841.0,55875.0,55937.0,56010.0,56064.0,56141.0,56217.0,56258.0,56431.0,56627.0,56773.0,56922.0,57040.0,57095.0,57147.0,57196.0,57249.0,57346.0,57420.0,57475.0,57528.0,57567.0,57602.0,57657.0,57739.0,57773.0,57801.0,57847.0,57874.0
5011580,62400.0,62443.0,62479.0,62537.0,62573.0,62621.0,62697.0,62745.0,62793.0,62827.0,62861.0,62898.0,62935.0,62961.0,62992.0,63034.0,63084.0,63124.0,63181.0,63250.0,63288.0,63400.0,63601.0,63751.0,63904.0,64018.0,64071.0,64123.0,64182.0,64245.0,64362.0,64435.0,64477.0,64532.0,64569.0,64602.0,64656.0,64736.0,64770.0,64792.0,64829.0,64850.0
5011582,70200.0,70243.0,70279.0,70338.0,70374.0,70422.0,70498.0,70546.0,70594.0,70634.0,70675.0,70718.0,70763.0,70795.0,70833.0,70885.0,70946.0,70997.0,71071.0,71147.0,71188.0,71401.0,71592.0,71734.0,71881.0,71969.0,72010.0,72050.0,72091.0,72135.0,72215.0,72279.0,72336.0,72389.0,72424.0,72454.0,72506.0,72584.0,72617.0,72645.0,72690.0,72715.0
5013189,40800.0,40848.0,40888.0,40953.0,40993.0,41047.0,41139.0,41197.0,41255.0,41299.0,41344.0,41393.0,41443.0,41479.0,41522.0,41585.0,41661.0,41725.0,41816.0,41934.0,41998.0,42138.0,42346.0,42501.0,42660.0,42793.0,42855.0,42915.0,42972.0,43033.0,43145.0,43211.0,43259.0,43304.0,43341.0,43374.0,43427.0,43507.0,43541.0,43568.0,43613.0,43638.0
5013191,50400.0,50447.0,50486.0,50551.0,50591.0,50644.0,50731.0,50786.0,50841.0,50882.0,50924.0,50969.0,51020.0,51056.0,51099.0,51161.0,51234.0,51290.0,51369.0,51460.0,51510.0,51642.0,51851.0,52007.0,52167.0,52310.0,52376.0,52440.0,52493.0,52550.0,52657.0,52733.0,52792.0,52842.0,52883.0,52918.0,52975.0,53061.0,53097.0,53127.0,53176.0,53203.0
5013193,60000.0,60047.0,60086.0,60150.0,60189.0,60241.0,60326.0,60379.0,60433.0,60480.0,60528.0,60579.0,60633.0,60672.0,60717.0,60780.0,60856.0,60907.0,60981.0,61081.0,61135.0,61279.0,61522.0,61703.0,61888.0,62030.0,62096.0,62160.0,62218.0,62280.0,62394.0,62468.0,62526.0,62577.0,62617.0,62652.0,62707.0,62789.0,62824.0,62857.0,62910.0,62940.0
5013195,70200.0,70239.0,70272.0,70326.0,70359.0,70403.0,70475.0,70520.0,70567.0,70606.0,70646.0,70688.0,70779.0,70845.0,70922.0,70988.0,71066.0,71107.0,71165.0,71252.0,71300.0,71401.0,71604.0,71755.0,71911.0,72013.0,72061.0,72107.0,72153.0,72202.0,72294.0,72350.0,72400.0,72446.0,72480.0,72510.0,72562.0,72640.0,72673.0,72700.0,72745.0,72770.0
5013197,77400.0,77434.0,77462.0,77508.0,77536.0,77575.0,77642.0,77684.0,77726.0,77755.0,77785.0,77816.0,77882.0,77929.0,77984.0,78054.0,78138.0,78172.0,78221.0,78289.0,78326.0,78482.0,78678.0,78824.0,78973.0,79064.0,79106.0,79147.0,79180.0,79215.0,79281.0,79338.0,79371.0,79417.0,79444.0,79468.0,79519.0,79596.0,79628.0,79654.0,79696.0,79719.0
5013461,38400.0,38448.0,38488.0,38553.0,38593.0,38647.0,38739.0,38797.0,38855.0,38899.0,38944.0,38993.0,39043.0,39079.0,39122.0,39185.0,39261.0,39325.0,39416.0,39534.0,39598.0,39738.0,39946.0,40101.0,40260.0,40393.0,40455.0,40515.0,40572.0,40633.0,40745.0,40811.0,40859.0,40904.0,40941.0,40974.0,41027.0,41107.0,41141.0,41168.0,41213.0,41238.0
5013463,48000.0,48047.0,48086.0,48151.0,48191.0,48244.0,48331.0,48386.0,48441.0,48482.0,48524.0,48569.0,48620.0,48656.0,48699.0,48761.0,48834.0,48890.0,48969.0,49060.0,49110.0,49242.0,49451.0,49607.0,49767.0,49910.0,49976.0,50040.0,50093.0,50150.0,50257.0,50333.0,50392.0,50442.0,50483.0,50518.0,50575.0,50661.0,50697.0,50727.0,50776.0,50803.0
5013465,57600.0,57647.0,57686.0,57750.0,57789.0,57841.0,57926.0,57979.0,58033.0,58080.0,58128.0,58179.0,58233.0,58272.0,58317.0,58380.0,58456.0,58507.0,58581.0,58681.0,58735.0,58879.0,59122.0,59303.0,59488.0,59630.0,59696.0,59760.0,59818.0,59880.0,59994.0,60068.0,60126.0,60177.0,60217.0,60252.0,60307.0,60389.0,60424.0,60457.0,60510.0,60540.0
5013467,67200.0,67247.0,67286.0,67349.0,67388.0,67440.0,67526.0,67580.0,67636.0,67673.0,67711.0,67752.0,67793.0,67823.0,67858.0,67916.0,67985.0,68042.0,68124.0,68204.0,68247.0,68362.0,68586.0,68752.0,68923.0,69054.0,69115.0,69174.0,69222.0,69274.0,69370.0,69428.0,69479.0,69523.0,69554.0,69582.0,69631.0,69704.0,69735.0,69763.0,69809.0,69836.0
5013469,75600.0,75634.0,75662.0,75708.0,75736.0,75775.0,75842.0,75884.0,75926.0,75955.0,75985.0,76016.0,76082.0,76129.0,76184.0,76254.0,76338.0,76372.0,76421.0,76489.0,76526.0,76682.0,76878.0,77024.0,77173.0,77264.0,77306.0,77347.0,77380.0,77415.0,77481.0,77538.0,77571.0,77617.0,77644.0,77668.0,77719.0,77796.0,77828.0,77854.0,77896.0,77919.0
5013471,82800.0,82834.0,82862.0,82908.0,82936.0,82975.0,83042.0,83084.0,83126.0,83155.0,83185.0,83216.0,83282.0,83329.0,83384.0,83454.0,83538.0,83572.0,83621.0,83689.0,83726.0,83882.0,84078.0,84224.0,84373.0,84464.0,84506.0,84547.0,84580.0,84615.0,84681.0,84738.0,84771.0,84817.0,84844.0,84868.0,84919.0,84996.0,85028.0,85054.0,85096.0,85119.0
5015010,39600.0,39648.0,39688.0,39753.0,39793.0,39847.0,39939.0,39997.0,40055.0,40099.0,40144.0,40193.0,40243.0,40279.0,40322.0,40385.0,40461.0,40525.0,40616.0,40734.0,40798.0,40938.0,41146.0,41301.0,41460.0,41593.0,41655.0,41715.0,41772.0,41833.0,41945.0,42011.0,42059.0,42104.0,42141.0,42174.0,42227.0,42307.0,42341.0,42368.0,42413.0,42438.0
5015012,49200.0,49247.0,49286.0,49351.0,49391.0,49444.0,49531.0,49586.0,49641.0,49682.0,49724.0,49769.0,49820.0,49856.0,49899.0,49961.0,50034.0,50090.0,50169.0,50260.0,50310.0,50442.0,50651.0,50807.0,50967.0,51110.0,51176.0,51240.0,51293.0,51350.0,51457.0,51533.0,51592.0,51642.0,51683.0,51718.0,51775.0,51861.0,51897.0,51927.0,51976.0,52003.0
5015014,58800.0,58847.0,58886.0,58950.0,58989.0,59041.0,59126.0,59179.0,59233.0,59280.0,59328.0,59379.0,59433.0,59472.0,59517.0,59580.0,59656.0,59707.0,59781.0,59881.0,59935.0,60079.0,60322.0,60503.0,60688.0,60830.0,60896.0,60960.0,61018.0,61080.0,61194.0,61268.0,61326.0,61377.0,61417.0,61452.0,61507.0,61589.0,61624.0,61657.0,61710.0,61740.0
5015016,68400.0,68439.0,68472.0,68526.0,68559.0,68603.0,68675.0,68720.0,68767.0,68806.0,68846.0,68888.0,68979.0,69045.0,69122.0,69188.0,69266.0,69307.0,69365.0,69452.0,69500.0,69601.0,69804.0,69955.0,70111.0,70213.0,70261.0,70307.0,70353.0,70402.0,70494.0,70550.0,70600.0,70646.0,70680.0,70710.0,70762.0,70840.0,70873.0,70900.0,70945.0,70970.0
5018004,33600.0,33656.0,33703.0,33780.0,33827.0,33890.0,33984.0,34043.0,34104.0,34151.0,34199.0,34250.0,34305.0,34344.0,34390.0,34457.0,34536.0,34601.0,34695.0,34810.0,34872.0,35012.0,35250.0,35427.0,35608.0,35752.0,35819.0,35883.0,35934.0,35989.0,36089.0,36149.0,36194.0,36240.0,36274.0,36304.0,36358.0,36439.0,36474.0,36500.0,36542.0,36565.0
5018006,43200.0,43247.0,43286.0,43351.0,43391.0,43444.0,43531.0,43586.0,43641.0,43682.0,43724.0,43769.0,43820.0,43856.0,43899.0,43961.0,44034.0,44090.0,44169.0,44260.0,44310.0,44442.0,44651.0,44807.0,44967.0,45110.0,45176.0,45240.0,45293.0,45350.0,45457.0,45533.0,45592.0,45642.0,45683.0,45718.0,45775.0,45861.0,45897.0,45927.0,45976.0,46003.0
5018008,52800.0,52847.0,52886.0,52951.0,52991.0,53044.0,53131.0,53186.0,53241.0,53282.0,53324.0,53369.0,53420.0,53456.0,53499.0,53561.0,53634.0,53690.0,53769.0,53860.0,53910.0,54042.0,54251.0,54407.0,54567.0,54710.0,54776.0,54840.0,54893.0,54950.0,55057.0,55133.0,55192.0,55242.0,55283.0,55318.0,55375.0,55461.0,55497.0,55527.0,55576.0,55603.0
5018010,62400.0,62452.0,62495.0,62566.0,62609.0,62667.0,62755.0,62810.0,62867.0,62914.0,62962.0,63013.0,63068.0,63108.0,63154.0,63218.0,63295.0,63352.0,63433.0,63528.0,63580.0,63710.0,63971.0,64165.0,64365.0,64521.0,64594.0,64664.0,64718.0,64776.0,64885.0,64987.0,65044.0,65092.0,65130.0,65163.0,65218.0,65300.0,65335.0,65379.0,65451.0,65491.0
5018012,72000.0,72039.0,72072.0,72126.0,72159.0,72203.0,72275.0,72320.0,72367.0,72406.0,72446.0,72488.0,72579.0,72645.0,72722.0,72788.0,72866.0,72907.0,72965.0,73052.0,73100.0,73201.0,73404.0,73555.0,73711.0,73813.0,73861.0,73907.0,73953.0,74002.0,74094.0,74150.0,74200.0,74246.0,74280.0,74310.0,74362.0,74440.0,74473.0,74500.0,74545.0,74570.0
5018014,79200.0,79234.0,79262.0,79308.0,79336.0,79375.0,79442.0,79484.0,79526.0,79555.0,79585.0,79616.0,79682.0,79729.0,79784.0,79854.0,79938.0,79972.0,80021.0,80089.0,80126.0,80282.0,80478.0,80624.0,80773.0,80864.0,80906.0,80947.0,80980.0,81015.0,81081.0,81138.0,81171.0,81217.0,81244.0,81268.0,81319.0,81396.0,81428.0,81454.0,81496.0,81519.0
5018665,36000.0,36048.0,36088.0,36153.0,36193.0,36247.0,36339.0,36397.0,36455.0,36499.0,36544.0,36593.0,36643.0,36679.0,36722.0,36785.0,36861.0,36925.0,37016.0,37134.0,37198.0,37338.0,37546.0,37701.0,37860.0,37993.0,38055.0,38115.0,38172.0,38233.0,38345.0,38411.0,38459.0,38504.0,38541.0,38574.0,38627.0,38707.0,38741.0,38768.0,38813.0,38838.0
5018667,45600.0,45647.0,45686.0,45751.0,45791.0,45844.0,45931.0,45986.0,46041.0,46082.0,46124.0,46169.0,46220.0,46256.0,46299.0,46361.0,46434.0,46490.0,46569.0,46660.0,46710.0,46842.0,47051.0,47207.0,47367.0,47510.0,47576.0,47640.0,47693.0,47750.0,47857.0,47933.0,47992.0,48042.0,48083.0,48118.0,48175.0,48261.0,48297.0,48327.0,48376.0,48403.0
5018669,55200.0,55247.0,55286.0,55350.0,55389.0,55441.0,55526.0,55579.0,55633.0,55680.0,55728.0,55779.0,55833.0,55872.0,55917.0,55980.0,56056.0,56107.0,56181.0,56281.0,56335.0,56479.0,56722.0,56903.0,57088.0,57230.0,57296.0,57360.0,57418.0,57480.0,57594.0,57668.0,57726.0,57777.0,57817.0,57852.0,57907.0,57989.0,58024.0,58057.0,58110.0,58140.0
5018671,64800.0,64847.0,64886.0,64949.0,64988.0,65040.0,65126.0,65180.0,65236.0,65273.0,65311.0,65352.0,65393.0,65423.0,65458.0,65516.0,65585.0,65642.0,65724.0,65804.0,65847.0,65962.0,66186.0,66352.0,66523.0,66654.0,66715.0,66774.0,66822.0,66874.0,66970.0,67028.0,67079.0,67123.0,67154.0,67182.0,67231.0,67304.0,67335.0,67363.0,67409.0,67436.0
5085102,40800.0,40846.0,40884.0,40947.0,40986.0,41038.0,41126.0,41181.0,41238.0,41281.0,41325.0,41371.0,41419.0,41454.0,41495.0,41556.0,41629.0,41690.0,41778.0,41891.0,41953.0,42088.0,42288.0,42437.0,42590.0,42718.0,42777.0,42835.0,42889.0,42947.0,43056.0,43119.0,43165.0,43208.0,43244.0,43275.0,43326.0,43403.0,43436.0,43462.0,43505.0,43529.0
5085104,50400.0,50446.0,50484.0,50546.0,50584.0,50635.0,50718.0,50770.0,50824.0,50864.0,50904.0,50947.0,50996.0,51031.0,51072.0,51131.0,51202.0,51255.0,51332.0,51420.0,51468.0,51595.0,51796.0,51946.0,52100.0,52237.0,52301.0,52363.0,52414.0,52469.0,52572.0,52645.0,52702.0,52750.0,52789.0,52823.0,52878.0,52960.0,52995.0,53024.0,53071.0,53097.0
5085106,60000.0,60045.0,60082.0,60143.0,60181.0,60232.0,60314.0,60365.0,60417.0,60462.0,60508.0,60557.0,60609.0,60646.0,60690.0,60751.0,60824.0,60873.0,60944.0,61040.0,61092.0,61230.0,61463.0,61637.0,61816.0,61953.0,62017.0,62078.0,62133.0,62193.0,62303.0,62374.0,62430.0,62479.0,62517.0,62551.0,62604.0,62683.0,62716.0,62747.0,62798.0,62828.0
5085108,70200.0,70238.0,70269.0,70321.0,70353.0,70395.0,70465.0,70509.0,70553.0,70590.0,70628.0,70669.0,70757.0,70820.0,70894.0,70957.0,71032.0,71071.0,71127.0,71211.0,71257.0,71354.0,71549.0,71695.0,71844.0,71942.0,71988.0,72032.0,72076.0,72124.0,72212.0,72266.0,72314.0,72358.0,72391.0,72420.0,72470.0,72545.0,72577.0,72603.0,72646.0,72670.0
5085110,77400.0,77433.0,77460.0,77504.0,77531.0,77568.0,77632.0,77672.0,77713.0,77741.0,77770.0,77800.0,77863.0,77908.0,77962.0,78030.0,78110.0,78143.0,78190.0,78255.0,78291.0,78441.0,78629.0,78769.0,78913.0,79000.0,79041.0,79080.0,79112.0,79146.0,79209.0,79264.0,79296.0,79340.0,79366.0,79389.0,79438.0,79512.0,79543.0,79568.0,79608.0,79631.0
5087093,32400.0,32454.0,32499.0,32573.0,32618.0,32679.0,32770.0,32827.0,32885.0,32930.0,32976.0,33025.0,33078.0,33116.0,33160.0,33224.0,33300.0,33363.0,33453.0,33563.0,33623.0,33758.0,33986.0,34156.0,34331.0,34469.0,34533.0,34595.0,34644.0,34696.0,34793.0,34851.0,34894.0,34938.0,34971.0,35000.0,35052.0,35130.0,35163.0,35188.0,35228.0,35251.0
