tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P
5096519,57600.0,57675.0,57789.0,57830.0,57858.0,57909.0,57976.0,58038.0,58091.0,58137.0,58173.0,58237.0,58319.0,58361.0,58422.0,58533.0,58691.0,58738.0,58902.0,58961.0,59096.0,59288.0,59568.0,59740.0,59827.0,59894.0,60029.0,60190.0,60273.0,60342.0,60407.0,60472.0,60574.0,60607.0,60637.0,60709.0,60738.0,60788.0,60868.0,60910.0,60957.0,61001.0,61050.0,61096.0,61152.0,61201.0,61245.0,61276.0,61304.0,61342.0
5096521,67200.0,67275.0,67389.0,67430.0,67458.0,67509.0,67576.0,67638.0,67691.0,67737.0,67773.0,67837.0,67919.0,67961.0,68022.0,68133.0,68291.0,68338.0,68502.0,68561.0,68696.0,68888.0,69168.0,69340.0,69427.0,69494.0,69629.0,69790.0,69873.0,69942.0,70007.0,70072.0,70174.0,70207.0,70237.0,70309.0,70338.0,70388.0,70468.0,70510.0,70557.0,70601.0,70650.0,70696.0,70752.0,70801.0,70845.0,70876.0,70904.0,70942.0
5096523,76500.0,76555.0,76637.0,76667.0,76687.0,76724.0,76765.0,76803.0,76847.0,76885.0,76915.0,76953.0,77001.0,77026.0,77063.0,77120.0,77201.0,77225.0,77309.0,77339.0,77422.0,77587.0,77781.0,77900.0,77977.0,78023.0,78115.0,78216.0,78268.0,78311.0,78354.0,78396.0,78462.0,78492.0,78518.0,78570.0,78591.0,78628.0,78686.0,78716.0,78750.0,78782.0,78817.0,78850.0,78891.0,78934.0,78973.0,79000.0,79025.0,79059.0
5097041,32400.0,32461.0,32552.0,32591.0,32618.0,32665.0,32713.0,32761.0,32811.0,32854.0,32887.0,32929.0,32982.0,33011.0,33053.0,33098.0,33161.0,33180.0,33246.0,33269.0,33332.0,33470.0,33614.0,33703.0,33769.0,33814.0,33905.0,33994.0,34040.0,34078.0,34109.0,34140.0,34188.0,34204.0,34219.0,34262.0,34280.0,34311.0,34360.0,34385.0,34414.0,34441.0,34471.0,34499.0,34532.0,34563.0,34592.0,34612.0,34630.0,34655.0
5097043,40200.0,40251.0,40328.0,40364.0,40389.0,40433.0,40484.0,40547.0,40601.0,40647.0,40684.0,40727.0,40782.0,40809.0,40849.0,40930.0,41045.0,41079.0,41198.0,41241.0,41356.0,41541.0,41711.0,41815.0,41882.0,41916.0,41985.0,42070.0,42114.0,42150.0,42203.0,42256.0,42338.0,42355.0,42370.0,42417.0,42436.0,42469.0,42522.0,42549.0,42580.0,42609.0,42641.0,42671.0,42711.0,42747.0,42779.0,42801.0,42821.0,42850.0
5097045,48600.0,48671.0,48779.0,48818.0,48845.0,48892.0,48946.0,49016.0,49068.0,49112.0,49147.0,49211.0,49292.0,49324.0,49371.0,49483.0,49642.0,49689.0,49854.0,49913.0,50029.0,50197.0,50402.0,50528.0,50595.0,50638.0,50724.0,50811.0,50855.0,50892.0,50950.0,51008.0,51097.0,51121.0,51143.0,51196.0,51218.0,51255.0,51314.0,51345.0,51380.0,51413.0,51449.0,51483.0,51523.0,51565.0,51603.0,51629.0,51653.0,51686.0
5097047,57000.0,57063.0,57159.0,57197.0,57223.0,57269.0,57332.0,57390.0,57443.0,57489.0,57525.0,57592.0,57676.0,57715.0,57773.0,57859.0,57981.0,58017.0,58143.0,58189.0,58327.0,58521.0,58728.0,58856.0,58933.0,58986.0,59091.0,59197.0,59251.0,59296.0,59352.0,59408.0,59494.0,59526.0,59554.0,59609.0,59632.0,59671.0,59733.0,59765.0,59801.0,59835.0,59873.0,59908.0,59951.0,59996.0,60037.0,60065.0,60090.0,60125.0
5097049,65400.0,65463.0,65559.0,65597.0,65623.0,65669.0,65732.0,65790.0,65843.0,65889.0,65925.0,65992.0,66076.0,66115.0,66173.0,66259.0,66381.0,66417.0,66543.0,66589.0,66727.0,66921.0,67128.0,67256.0,67333.0,67386.0,67491.0,67597.0,67651.0,67696.0,67752.0,67808.0,67894.0,67926.0,67954.0,68009.0,68032.0,68071.0,68133.0,68165.0,68201.0,68235.0,68273.0,68308.0,68351.0,68396.0,68437.0,68465.0,68490.0,68525.0
5097051,73800.0,73857.0,73942.0,73979.0,74005.0,74051.0,74123.0,74172.0,74220.0,74261.0,74294.0,74350.0,74421.0,74456.0,74508.0,74589.0,74703.0,74737.0,74856.0,74899.0,74998.0,75136.0,75312.0,75420.0,75505.0,75557.0,75660.0,75761.0,75813.0,75856.0,75897.0,75938.0,76002.0,76028.0,76052.0,76106.0,76128.0,76166.0,76227.0,76258.0,76294.0,76327.0,76364.0,76399.0,76442.0,76484.0,76522.0,76548.0,76572.0,76605.0
5097053,81000.0,81055.0,81137.0,81166.0,81186.0,81221.0,81275.0,81325.0,81380.0,81427.0,81464.0,81507.0,81561.0,81584.0,81619.0,81688.0,81786.0,81815.0,81917.0,81955.0,82035.0,82203.0,82394.0,82512.0,82598.0,82658.0,82779.0,82871.0,82918.0,82958.0,82995.0,83032.0,83090.0,83122.0,83150.0,83202.0,83223.0,83260.0,83318.0,83348.0,83382.0,83414.0,83449.0,83482.0,83525.0,83566.0,83604.0,83630.0,83654.0,83687.0
5098402,39000.0,39051.0,39128.0,39164.0,39189.0,39233.0,39284.0,39347.0,39401.0,39447.0,39484.0,39527.0,39582.0,39609.0,39649.0,39730.0,39845.0,39879.0,39998.0,40041.0,40156.0,40341.0,40511.0,40615.0,40682.0,40716.0,40785.0,40870.0,40914.0,40950.0,41003.0,41056.0,41138.0,41155.0,41170.0,41217.0,41236.0,41269.0,41322.0,41349.0,41380.0,41409.0,41441.0,41471.0,41511.0,41547.0,41579.0,41601.0,41621.0,41650.0
5098404,47400.0,47471.0,47579.0,47618.0,47645.0,47692.0,47746.0,47816.0,47868.0,47912.0,47947.0,48011.0,48092.0,48124.0,48171.0,48283.0,48442.0,48489.0,48654.0,48713.0,48829.0,48997.0,49202.0,49328.0,49395.0,49438.0,49524.0,49611.0,49655.0,49692.0,49750.0,49808.0,49897.0,49921.0,49943.0,49996.0,50018.0,50055.0,50114.0,50145.0,50180.0,50213.0,50249.0,50283.0,50323.0,50365.0,50403.0,50429.0,50453.0,50486.0
5098406,55800.0,55863.0,55959.0,55997.0,56023.0,56069.0,56132.0,56190.0,56243.0,56289.0,56325.0,56392.0,56476.0,56515.0,56573.0,56659.0,56781.0,56817.0,56943.0,56989.0,57127.0,57321.0,57528.0,57656.0,57733.0,57786.0,57891.0,57997.0,58051.0,58096.0,58152.0,58208.0,58294.0,58326.0,58354.0,58409.0,58432.0,58471.0,58533.0,58565.0,58601.0,58635.0,58673.0,58708.0,58751.0,58796.0,58837.0,58865.0,58890.0,58925.0
5098408,64200.0,64263.0,64359.0,64397.0,64423.0,64469.0,64532.0,64590.0,64643.0,64689.0,64725.0,64792.0,64876.0,64915.0,64973.0,65059.0,65181.0,65217.0,65343.0,65389.0,65527.0,65721.0,65928.0,66056.0,66133.0,66186.0,66291.0,66397.0,66451.0,66496.0,66552.0,66608.0,66694.0,66726.0,66754.0,66809.0,66832.0,66871.0,66933.0,66965.0,67001.0,67035.0,67073.0,67108.0,67151.0,67196.0,67237.0,67265.0,67290.0,67325.0
5098410,72000.0,72057.0,72142.0,72179.0,72205.0,72251.0,72323.0,72372.0,72420.0,72461.0,72494.0,72550.0,72621.0,72656.0,72708.0,72789.0,72903.0,72937.0,73056.0,73099.0,73198.0,73336.0,73512.0,73620.0,73705.0,73757.0,73860.0,73961.0,74013.0,74056.0,74097.0,74138.0,74202.0,74228.0,74252.0,74306.0,74328.0,74366.0,74427.0,74458.0,74494.0,74527.0,74564.0,74599.0,74642.0,74684.0,74722.0,74748.0,74772.0,74805.0
5098412,79200.0,79255.0,79337.0,79366.0,79386.0,79421.0,79475.0,79525.0,79580.0,79627.0,79664.0,79707.0,79761.0,79784.0,79819.0,79888.0,79986.0,80015.0,80117.0,80155.0,80235.0,80403.0,80594.0,80712.0,80798.0,80858.0,80979.0,81071.0,81118.0,81158.0,81195.0,81232.0,81290.0,81322.0,81350.0,81402.0,81423.0,81460.0,81518.0,81548.0,81582.0,81614.0,81649.0,81682.0,81725.0,81766.0,81804.0,81830.0,81854.0,81887.0
5098501,26100.0,26167.0,26269.0,26309.0,26337.0,26387.0,26457.0,26518.0,26579.0,26631.0,26673.0,26766.0,26885.0,26981.0,27123.0,27261.0,27457.0,27516.0,27720.0,27794.0,27897.0,28067.0,28286.0,28421.0,28488.0,28544.0,28656.0,28767.0,28824.0,28872.0,28934.0,28996.0,29093.0,29119.0,29142.0,29202.0,29227.0,29269.0,29336.0,29371.0,29410.0,29447.0,29488.0,29526.0,29571.0,29614.0,29653.0,29680.0,29704.0,29738.0
5098504,52800.0,52870.0,52976.0,53019.0,53048.0,53101.0,53166.0,53238.0,53297.0,53347.0,53387.0,53461.0,53555.0,53595.0,53654.0,53763.0,53918.0,53964.0,54125.0,54184.0,54314.0,54524.0,54770.0,54922.0,55007.0,55070.0,55195.0,55325.0,55391.0,55447.0,55511.0,55575.0,55674.0,55707.0,55737.0,55805.0,55833.0,55881.0,55957.0,55996.0,56041.0,56083.0,56129.0,56173.0,56224.0,56272.0,56316.0,56346.0,56373.0,56412.0
5098506,62400.0,62475.0,62589.0,62630.0,62658.0,62709.0,62776.0,62838.0,62891.0,62937.0,62973.0,63037.0,63119.0,63161.0,63222.0,63333.0,63491.0,63538.0,63702.0,63761.0,63896.0,64088.0,64368.0,64540.0,64627.0,64694.0,64829.0,64990.0,65073.0,65142.0,65207.0,65272.0,65374.0,65407.0,65437.0,65509.0,65538.0,65588.0,65668.0,65710.0,65757.0,65801.0,65850.0,65896.0,65952.0,66001.0,66045.0,66076.0,66104.0,66142.0
5098508,72000.0,72070.0,72176.0,72219.0,72248.0,72301.0,72366.0,72438.0,72497.0,72547.0,72587.0,72661.0,72755.0,72795.0,72854.0,72963.0,73118.0,73164.0,73325.0,73384.0,73514.0,73724.0,73970.0,74122.0,74207.0,74270.0,74395.0,74525.0,74591.0,74647.0,74711.0,74775.0,74874.0,74907.0,74937.0,75005.0,75033.0,75081.0,75157.0,75196.0,75241.0,75283.0,75329.0,75373.0,75424.0,75472.0,75516.0,75546.0,75573.0,75612.0
5099593,34200.0,34261.0,34352.0,34391.0,34418.0,34465.0,34513.0,34561.0,34611.0,34654.0,34687.0,34729.0,34782.0,34811.0,34853.0,34898.0,34961.0,34980.0,35046.0,35069.0,35132.0,35270.0,35414.0,35503.0,35569.0,35614.0,35705.0,35794.0,35840.0,35878.0,35909.0,35940.0,35988.0,36004.0,36019.0,36062.0,36080.0,36111.0,36160.0,36185.0,36214.0,36241.0,36271.0,36299.0,36332.0,36363.0,36392.0,36412.0,36430.0,36455.0
5099595,41400.0,41451.0,41528.0,41564.0,41589.0,41633.0,41684.0,41747.0,41801.0,41847.0,41884.0,41927.0,41982.0,42009.0,42049.0,42130.0,42245.0,42279.0,42398.0,42441.0,42556.0,42741.0,42911.0,43015.0,43082.0,43116.0,43185.0,43270.0,43314.0,43350.0,43403.0,43456.0,43538.0,43555.0,43570.0,43617.0,43636.0,43669.0,43722.0,43749.0,43780.0,43809.0,43841.0,43871.0,43911.0,43947.0,43979.0,44001.0,44021.0,44050.0
5099597,49800.0,49871.0,49979.0,50018.0,50045.0,50092.0,50146.0,50216.0,50268.0,50312.0,50347.0,50411.0,50492.0,50524.0,50571.0,50683.0,50842.0,50889.0,51054.0,51113.0,51229.0,51397.0,51602.0,51728.0,51795.0,51838.0,51924.0,52011.0,52055.0,52092.0,52150.0,52208.0,52297.0,52321.0,52343.0,52396.0,52418.0,52455.0,52514.0,52545.0,52580.0,52613.0,52649.0,52683.0,52723.0,52765.0,52803.0,52829.0,52853.0,52886.0
5099599,58200.0,58263.0,58359.0,58397.0,58423.0,58469.0,58532.0,58590.0,58643.0,58689.0,58725.0,58792.0,58876.0,58915.0,58973.0,59059.0,59181.0,59217.0,59343.0,59389.0,59527.0,59721.0,59928.0,60056.0,60133.0,60186.0,60291.0,60397.0,60451.0,60496.0,60552.0,60608.0,60694.0,60726.0,60754.0,60809.0,60832.0,60871.0,60933.0,60965.0,61001.0,61035.0,61073.0,61108.0,61151.0,61196.0,61237.0,61265.0,61290.0,61325.0
5099601,66600.0,66663.0,66759.0,66797.0,66823.0,66869.0,66932.0,66990.0,67043.0,67089.0,67125.0,67192.0,67276.0,67315.0,67373.0,67459.0,67581.0,67617.0,67743.0,67789.0,67927.0,68121.0,68328.0,68456.0,68533.0,68586.0,68691.0,68797.0,68851.0,68896.0,68952.0,69008.0,69094.0,69126.0,69154.0,69209.0,69232.0,69271.0,69333.0,69365.0,69401.0,69435.0,69473.0,69508.0,69551.0,69596.0,69637.0,69665.0,69690.0,69725.0
5099604,45000.0,45071.0,45179.0,45218.0,45245.0,45292.0,45346.0,45416.0,45468.0,45512.0,45547.0,45611.0,45692.0,45724.0,45771.0,45883.0,46042.0,46089.0,46254.0,46313.0,46429.0,46597.0,46802.0,46928.0,46995.0,47038.0,47124.0,47211.0,47255.0,47292.0,47350.0,47408.0,47497.0,47521.0,47543.0,47596.0,47618.0,47655.0,47714.0,47745.0,47780.0,47813.0,47849.0,47883.0,47923.0,47965.0,48003.0,48029.0,48053.0,48086.0
5099606,53400.0,53471.0,53579.0,53618.0,53645.0,53692.0,53746.0,53816.0,53868.0,53912.0,53947.0,54011.0,54092.0,54124.0,54171.0,54283.0,54442.0,54489.0,54654.0,54713.0,54829.0,54997.0,55202.0,55328.0,55395.0,55438.0,55524.0,55611.0,55655.0,55692.0,55750.0,55808.0,55897.0,55921.0,55943.0,55996.0,56018.0,56055.0,56114.0,56145.0,56180.0,56213.0,56249.0,56283.0,56323.0,56365.0,56403.0,56429.0,56453.0,56486.0
5099608,61800.0,61863.0,61959.0,61997.0,62023.0,62069.0,62132.0,62190.0,62243.0,62289.0,62325.0,62392.0,62476.0,62515.0,62573.0,62659.0,62781.0,62817.0,62943.0,62989.0,63127.0,63321.0,63528.0,63656.0,63733.0,63786.0,63891.0,63997.0,64051.0,64096.0,64152.0,64208.0,64294.0,64326.0,64354.0,64409.0,64432.0,64471.0,64533.0,64565.0,64601.0,64635.0,64673.0,64708.0,64751.0,64796.0,64837.0,64865.0,64890.0,64925.0
5099610,70200.0,70257.0,70342.0,70379.0,70405.0,70451.0,70523.0,70572.0,70620.0,70661.0,70694.0,70750.0,70821.0,70856.0,70908.0,70989.0,71103.0,71137.0,71256.0,71299.0,71398.0,71536.0,71712.0,71820.0,71905.0,71957.0,72060.0,72161.0,72213.0,72256.0,72297.0,72338.0,72402.0,72428.0,72452.0,72506.0,72528.0,72566.0,72627.0,72658.0,72694.0,72727.0,72764.0,72799.0,72842.0,72884.0,72922.0,72948.0,72972.0,73005.0
5099612,77400.0,77455.0,77537.0,77566.0,77586.0,77621.0,77675.0,77725.0,77780.0,77827.0,77864.0,77907.0,77961.0,77984.0,78019.0,78088.0,78186.0,78215.0,78317.0,78355.0,78435.0,78603.0,78794.0,78912.0,78998.0,79058.0,79179.0,79271.0,79318.0,79358.0,79395.0,79432.0,79490.0,79522.0,79550.0,79602.0,79623.0,79660.0,79718.0,79748.0,79782.0,79814.0,79849.0,79882.0,79925.0,79966.0,80004.0,80030.0,80054.0,80087.0
5099615,30600.0,30661.0,30752.0,30791.0,30818.0,30865.0,30913.0,30961.0,31011.0,31054.0,31087.0,31129.0,31182.0,31211.0,31253.0,31298.0,31361.0,31380.0,31446.0,31469.0,31532.0,31670.0,31814.0,31903.0,31969.0,32014.0,32105.0,32194.0,32240.0,32278.0,32309.0,32340.0,32388.0,32404.0,32419.0,32462.0,32480.0,32511.0,32560.0,32585.0,32614.0,32641.0,32671.0,32699.0,32732.0,32763.0,32792.0,32812.0,32830.0,32855.0
5099617,37800.0,37851.0,37928.0,37964.0,37989.0,38033.0,38084.0,38147.0,38201.0,38247.0,38284.0,38327.0,38382.0,38409.0,38449.0,38530.0,38645.0,38679.0,38798.0,38841.0,38956.0,39141.0,39311.0,39415.0,39482.0,39516.0,39585.0,39670.0,39714.0,39750.0,39803.0,39856.0,39938.0,39955.0,39970.0,40017.0,40036.0,40069.0,40122.0,40149.0,40180.0,40209.0,40241.0,40271.0,40311.0,40347.0,40379.0,40401.0,40421.0,40450.0
5099619,46200.0,46271.0,46379.0,46418.0,46445.0,46492.0,46546.0,46616.0,46668.0,46712.0,46747.0,46811.0,46892.0,46924.0,46971.0,47083.0,47242.0,47289.0,47454.0,47513.0,47629.0,47797.0,48002.0,48128.0,48195.0,48238.0,48324.0,48411.0,48455.0,48492.0,48550.0,48608.0,48697.0,48721.0,48743.0,48796.0,48818.0,48855.0,48914.0,48945.0,48980.0,49013.0,49049.0,49083.0,49123.0,49165.0,49203.0,49229.0,49253.0,49286.0
5099621,54600.0,54663.0,54759.0,54797.0,54823.0,54869.0,54932.0,54990.0,55043.0,55089.0,55125.0,55192.0,55276.0,55315.0,55373.0,55459.0,55581.0,55617.0,55743.0,55789.0,55927.0,56121.0,56328.0,56456.0,56533.0,56586.0,56691.0,56797.0,56851.0,56896.0,56952.0,57008.0,57094.0,57126.0,57154.0,57209.0,57232.0,57271.0,57333.0,57365.0,57401.0,57435.0,57473.0,57508.0,57551.0,57596.0,57637.0,57665.0,57690.0,57725.0
5099623,63000.0,63063.0,63159.0,63197.0,63223.0,63269.0,63332.0,63390.0,63443.0,63489.0,63525.0,63592.0,63676.0,63715.0,63773.0,63859.0,63981.0,64017.0,64143.0,64189.0,64327.0,64521.0,64728.0,64856.0,64933.0,64986.0,65091.0,65197.0,65251.0,65296.0,65352.0,65408.0,65494.0,65526.0,65554.0,65609.0,65632.0,65671.0,65733.0,65765.0,65801.0,65835.0,65873.0,65908.0,65951.0,65996.0,66037.0,66065.0,66090.0,66125.0
5099693,28800.0,28884.0,29011.0,29061.0,29095.0,29157.0,29229.0,29301.0,29359.0,29409.0,29448.0,29576.0,29739.0,29865.0,30052.0,30199.0,30407.0,30469.0,30685.0,30763.0,30873.0,31084.0,31384.0,31568.0,31645.0,31707.0,31831.0,31940.0,31996.0,32042.0,32100.0,32158.0,32249.0,32276.0,32301.0,32356.0,32379.0,32418.0,32480.0,32512.0,32548.0,32582.0,32620.0,32655.0,32698.0,32738.0,32775.0,32800.0,32823.0,32856.0
5099695,38400.0,38467.0,38568.0,38609.0,38637.0,38688.0,38753.0,38824.0,38881.0,38930.0,38969.0,39047.0,39147.0,39201.0,39280.0,39423.0,39626.0,39687.0,39898.0,39973.0,40094.0,40284.0,40507.0,40645.0,40725.0,40787.0,40911.0,41032.0,41094.0,41146.0,41202.0,41258.0,41346.0,41373.0,41397.0,41457.0,41482.0,41524.0,41591.0,41626.0,41666.0,41703.0,41744.0,41783.0,41829.0,41873.0,41913.0,41941.0,41966.0,42002.0
5099696,57000.0,57075.0,57189.0,57230.0,57258.0,57309.0,57376.0,57438.0,57491.0,57537.0,57573.0,57637.0,57719.0,57761.0,57822.0,57933.0,58091.0,58138.0,58302.0,58361.0,58496.0,58688.0,58968.0,59140.0,59227.0,59294.0,59429.0,59590.0,59673.0,59742.0,59807.0,59872.0,59974.0,60007.0,60037.0,60109.0,60138.0,60188.0,60268.0,60310.0,60357.0,60401.0,60450.0,60496.0,60552.0,60601.0,60645.0,60676.0,60704.0,60742.0
5100126,29400.0,29484.0,29611.0,29661.0,29695.0,29757.0,29829.0,29901.0,29959.0,30009.0,30048.0,30176.0,30339.0,30465.0,30652.0,30799.0,31007.0,31069.0,31285.0,31363.0,31473.0,31684.0,31984.0,32168.0,32245.0,32307.0,32431.0,32540.0,32596.0,32642.0,32700.0,32758.0,32849.0,32876.0,32901.0,32956.0,32979.0,33018.0,33080.0,33112.0,33148.0,33182.0,33220.0,33255.0,33298.0,33338.0,33375.0,33400.0,33423.0,33456.0
5100323,24300.0,24367.0,24469.0,24509.0,24537.0,24587.0,24657.0,24718.0,24779.0,24831.0,24873.0,24966.0,25085.0,25181.0,25323.0,25461.0,25657.0,25716.0,25920.0,25994.0,26097.0,26267.0,26486.0,26621.0,26688.0,26744.0,26856.0,26967.0,27024.0,27072.0,27134.0,27196.0,27293.0,27319.0,27342.0,27402.0,27427.0,27469.0,27536.0,27571.0,27610.0,27647.0,27688.0,27726.0,27771.0,27814.0,27853.0,27880.0,27904.0,27938.0
5100325,33600.0,33684.0,33811.0,33861.0,33895.0,33957.0,34029.0,34101.0,34159.0,34209.0,34248.0,34376.0,34539.0,34665.0,34852.0,34999.0,35207.0,35269.0,35485.0,35563.0,35673.0,35884.0,36184.0,36368.0,36445.0,36507.0,36631.0,36740.0,36796.0,36842.0,36900.0,36958.0,37049.0,37076.0,37101.0,37156.0,37179.0,37218.0,37280.0,37312.0,37348.0,37382.0,37420.0,37455.0,37498.0,37538.0,37575.0,37600.0,37623.0,37656.0
5100327,43200.0,43270.0,43376.0,43419.0,43448.0,43501.0,43566.0,43638.0,43697.0,43747.0,43787.0,43861.0,43955.0,43995.0,44054.0,44163.0,44318.0,44364.0,44525.0,44584.0,44714.0,44924.0,45170.0,45322.0,45407.0,45470.0,45595.0,45725.0,45791.0,45847.0,45911.0,45975.0,46074.0,46107.0,46137.0,46205.0,46233.0,46281.0,46357.0,46396.0,46441.0,46483.0,46529.0,46573.0,46624.0,46672.0,46716.0,46746.0,46773.0,46812.0
5100329,64200.0,64275.0,64389.0,64430.0,64458.0,64509.0,64576.0,64638.0,64691.0,64737.0,64773.0,64837.0,64919.0,64961.0,65022.0,65133.0,65291.0,65338.0,65502.0,65561.0,65696.0,65888.0,66168.0,66340.0,66427.0,66494.0,66629.0,66790.0,66873.0,66942.0,67007.0,67072.0,67174.0,67207.0,67237.0,67309.0,67338.0,67388.0,67468.0,67510.0,67557.0,67601.0,67650.0,67696.0,67752.0,67801.0,67845.0,67876.0,67904.0,67942.0
5101702,30600.0,30684.0,30811.0,30861.0,30895.0,30957.0,31029.0,31101.0,31159.0,31209.0,31248.0,31376.0,31539.0,31665.0,31852.0,31999.0,32207.0,32269.0,32485.0,32563.0,32673.0,32884.0,33184.0,33368.0,33445.0,33507.0,33631.0,33740.0,33796.0,33842.0,33900.0,33958.0,34049.0,34076.0,34101.0,34156.0,34179.0,34218.0,34280.0,34312.0,34348.0,34382.0,34420.0,34455.0,34498.0,34538.0,34575.0,34600.0,34623.0,34656.0
5101703,59400.0,59475.0,59589.0,59630.0,59658.0,59709.0,59776.0,59838.0,59891.0,59937.0,59973.0,60037.0,60119.0,60161.0,60222.0,60333.0,60491.0,60538.0,60702.0,60761.0,60896.0,61088.0,61368.0,61540.0,61627.0,61694.0,61829.0,61990.0,62073.0,62142.0,62207.0,62272.0,62374.0,62407.0,62437.0,62509.0,62538.0,62588.0,62668.0,62710.0,62757.0,62801.0,62850.0,62896.0,62952.0,63001.0,63045.0,63076.0,63104.0,63142.0
5104145,30000.0,30084.0,30211.0,30261.0,30295.0,30357.0,30429.0,30501.0,30559.0,30609.0,30648.0,30776.0,30939.0,31065.0,31252.0,31399.0,31607.0,31669.0,31885.0,31963.0,32073.0,32284.0,32584.0,32768.0,32845.0,32907.0,33031.0,33140.0,33196.0,33242.0,33300.0,33358.0,33449.0,33476.0,33501.0,33556.0,33579.0,33618.0,33680.0,33712.0,33748.0,33782.0,33820.0,33855.0,33898.0,33938.0,33975.0,34000.0,34023.0,34056.0
5104147,39600.0,39667.0,39768.0,39809.0,39837.0,39888.0,39953.0,40024.0,40081.0,40130.0,40169.0,40247.0,40347.0,40401.0,40480.0,40623.0,40826.0,40887.0,41098.0,41173.0,41294.0,41484.0,41707.0,41845.0,41925.0,41987.0,42111.0,42232.0,42294.0,42346.0,42402.0,42458.0,42546.0,42573.0,42597.0,42657.0,42682.0,42724.0,42791.0,42826.0,42866.0,42903.0,42944.0,42983.0,43029.0,43073.0,43113.0,43141.0,43166.0,43202.0
5104149,49200.0,49270.0,49376.0,49419.0,49448.0,49501.0,49566.0,49638.0,49697.0,49747.0,49787.0,49861.0,49955.0,49995.0,50054.0,50163.0,50318.0,50364.0,50525.0,50584.0,50714.0,50924.0,51170.0,51322.0,51407.0,51470.0,51595.0,51725.0,51791.0,51847.0,51911.0,51975.0,52074.0,52107.0,52137.0,52205.0,52233.0,52281.0,52357.0,52396.0,52441.0,52483.0,52529.0,52573.0,52624.0,52672.0,52716.0,52746.0,52773.0,52812.0
5104151,58800.0,58875.0,58989.0,59030.0,59058.0,59109.0,59176.0,59238.0,59291.0,59337.0,59373.0,59437.0,59519.0,59561.0,59622.0,59733.0,59891.0,59938.0,60102.0,60161.0,60296.0,60488.0,60768.0,60940.0,61027.0,61094.0,61229.0,61390.0,61473.0,61542.0,61607.0,61672.0,61774.0,61807.0,61837.0,61909.0,61938.0,61988.0,62068.0,62110.0,62157.0,62201.0,62250.0,62296.0,62352.0,62401.0,62445.0,62476.0,62504.0,62542.0
5104153,68400.0,68463.0,68559.0,68596.0,68621.0,68666.0,68717.0,68777.0,68822.0,68861.0,68892.0,68937.0,68995.0,69024.0,69067.0,69147.0,69261.0,69295.0,69414.0,69457.0,69570.0,69730.0,69952.0,70089.0,70177.0,70232.0,70341.0,70455.0,70514.0,70563.0,70618.0,70673.0,70757.0,70789.0,70818.0,70877.0,70901.0,70943.0,71009.0,71043.0,71082.0,71118.0,71158.0,71196.0,71243.0,71288.0,71329.0,71357.0,71383.0,71418.0
5104504,34800.0,34884.0,35011.0,35061.0,35095.0,35157.0,35229.0,35301.0,35359.0,35409.0,35448.0,35576.0,35739.0,35865.0,36052.0,36199.0,36407.0,36469.0,36685.0,36763.0,36873.0,37084.0,37384.0,37568.0,37645.0,37707.0,37831.0,37940.0,37996.0,38042.0,38100.0,38158.0,38249.0,38276.0,38301.0,38356.0,38379.0,38418.0,38480.0,38512.0,38548.0,38582.0,38620.0,38655.0,38698.0,38738.0,38775.0,38800.0,38823.0,38856.0
5104506,44400.0,44470.0,44576.0,44619.0,44648.0,44701.0,44766.0,44838.0,44897.0,44947.0,44987.0,45061.0,45155.0,45195.0,45254.0,45363.0,45518.0,45564.0,45725.0,45784.0,45914.0,46124.0,46370.0,46522.0,46607.0,46670.0,46795.0,46925.0,46991.0,47047.0,47111.0,47175.0,47274.0,47307.0,47337.0,47405.0,47433.0,47481.0,47557.0,47596.0,47641.0,47683.0,47729.0,47773.0,47824.0,47872.0,47916.0,47946.0,47973.0,48012.0
5104508,54000.0,54075.0,54189.0,54230.0,54258.0,54309.0,54376.0,54438.0,54491.0,54537.0,54573.0,54637.0,54719.0,54761.0,54822.0,54933.0,55091.0,55138.0,55302.0,55361.0,55496.0,55688.0,55968.0,56140.0,56227.0,56294.0,56429.0,56590.0,56673.0,56742.0,56807.0,56872.0,56974.0,57007.0,57037.0,57109.0,57138.0,57188.0,57268.0,57310.0,57357.0,57401.0,57450.0,57496.0,57552.0,57601.0,57645.0,57676.0,57704.0,57742.0
5104510,63600.0,63675.0,63789.0,63830.0,63858.0,63909.0,63976.0,64038.0,64091.0,64137.0,64173.0,64237.0,64319.0,64361.0,64422.0,64533.0,64691.0,64738.0,64902.0,64961.0,65096.0,65288.0,65568.0,65740.0,65827.0,65894.0,66029.0,66190.0,66273.0,66342.0,66407.0,66472.0,66574.0,66607.0,66637.0,66709.0,66738.0,66788.0,66868.0,66910.0,66957.0,67001.0,67050.0,67096.0,67152.0,67201.0,67245.0,67276.0,67304.0,67342.0
