tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P
5005532,72000.0,72058.0,72087.0,72121.0,72155.0,72187.0,72216.0,72280.0,72322.0,72362.0,72401.0,72447.0,72468.0,72524.0,72566.0,72593.0,72668.0,72739.0,72800.0,72836.0,72897.0,72952.0,73012.0,73099.0,73165.0,73205.0,73250.0,73325.0,73360.0,73465.0,73488.0,73594.0,73748.0,73863.0,74091.0,74213.0,74303.0,74390.0,74444.0,74495.0,74563.0,74607.0,74709.0,74742.0,74783.0,74828.0,74868.0,74936.0,74970.0,75004.0,75031.0,75056.0,75092.0,75173.0,75201.0,75244.0,75300.0,75335.0,75362.0,75413.0,75474.0,75498.0,75542.0,75562.0,75614.0,75668.0,75722.0,75770.0
5005534,81600.0,81656.0,81685.0,81718.0,81752.0,81782.0,81809.0,81869.0,81905.0,81939.0,81973.0,82011.0,82028.0,82074.0,82112.0,82137.0,82185.0,82230.0,82278.0,82306.0,82354.0,82399.0,82447.0,82515.0,82567.0,82604.0,82645.0,82713.0,82744.0,82843.0,82862.0,82953.0,83121.0,83247.0,83575.0,83682.0,83756.0,83827.0,83871.0,83916.0,83975.0,84011.0,84095.0,84127.0,84167.0,84210.0,84249.0,84315.0,84348.0,84380.0,84405.0,84429.0,84462.0,84536.0,84562.0,84601.0,84652.0,84684.0,84709.0,84756.0,84812.0,84834.0,84874.0,84893.0,84939.0,84991.0,85044.0,85091.0
5006547,33000.0,33086.0,33130.0,33181.0,33233.0,33268.0,33300.0,33371.0,33421.0,33468.0,33515.0,33562.0,33583.0,33639.0,33695.0,33725.0,33795.0,33861.0,33926.0,33964.0,34029.0,34087.0,34153.0,34248.0,34320.0,34366.0,34417.0,34503.0,34544.0,34643.0,34659.0,34732.0,34852.0,34942.0,35163.0,35286.0,35359.0,35433.0,35479.0,35527.0,35590.0,35627.0,35713.0,35738.0,35784.0,35833.0,35877.0,35953.0,35991.0,36021.0,36045.0,36067.0,36099.0,36184.0,36213.0,36258.0,36316.0,36352.0,36381.0,36434.0,36498.0,36523.0,36569.0,36590.0,36645.0,36699.0,36754.0,36803.0
5006549,44100.0,44176.0,44214.0,44258.0,44304.0,44343.0,44378.0,44457.0,44513.0,44566.0,44618.0,44668.0,44690.0,44750.0,44796.0,44832.0,44921.0,45004.0,45083.0,45129.0,45208.0,45281.0,45363.0,45481.0,45570.0,45613.0,45661.0,45741.0,45778.0,45892.0,45916.0,46028.0,46182.0,46298.0,46580.0,46747.0,46834.0,46908.0,46953.0,47011.0,47089.0,47140.0,47258.0,47290.0,47335.0,47384.0,47428.0,47503.0,47540.0,47574.0,47601.0,47627.0,47663.0,47752.0,47783.0,47829.0,47890.0,47928.0,47958.0,48013.0,48080.0,48106.0,48154.0,48176.0,48231.0,48287.0,48344.0,48394.0
5006551,54900.0,54961.0,54992.0,55028.0,55065.0,55103.0,55137.0,55213.0,55265.0,55314.0,55361.0,55418.0,55444.0,55513.0,55567.0,55599.0,55657.0,55712.0,55774.0,55810.0,55872.0,55928.0,55985.0,56067.0,56129.0,56170.0,56216.0,56293.0,56329.0,56487.0,56516.0,56650.0,56825.0,56957.0,57280.0,57468.0,57566.0,57642.0,57688.0,57744.0,57819.0,57866.0,57975.0,58002.0,58049.0,58099.0,58144.0,58221.0,58260.0,58300.0,58331.0,58361.0,58402.0,58491.0,58522.0,58569.0,58630.0,58668.0,58698.0,58754.0,58821.0,58847.0,58895.0,58917.0,58973.0,59031.0,59090.0,59143.0
5006555,76500.0,76568.0,76602.0,76642.0,76683.0,76716.0,76746.0,76811.0,76854.0,76894.0,76934.0,76976.0,76995.0,77047.0,77105.0,77133.0,77182.0,77227.0,77288.0,77323.0,77384.0,77439.0,77486.0,77553.0,77604.0,77653.0,77707.0,77798.0,77841.0,77935.0,77965.0,78107.0,78307.0,78457.0,78821.0,78935.0,79010.0,79065.0,79098.0,79130.0,79172.0,79206.0,79283.0,79310.0,79345.0,79382.0,79415.0,79472.0,79501.0,79536.0,79564.0,79590.0,79627.0,79701.0,79727.0,79766.0,79817.0,79849.0,79874.0,79921.0,79977.0,79999.0,80039.0,80057.0,80103.0,80155.0,80208.0,80255.0
5006921,34200.0,34286.0,34330.0,34381.0,34433.0,34468.0,34500.0,34571.0,34621.0,34668.0,34715.0,34762.0,34783.0,34839.0,34895.0,34925.0,34995.0,35061.0,35126.0,35164.0,35229.0,35287.0,35353.0,35448.0,35520.0,35566.0,35617.0,35703.0,35744.0,35843.0,35859.0,35932.0,36052.0,36142.0,36363.0,36486.0,36559.0,36633.0,36679.0,36727.0,36790.0,36827.0,36913.0,36938.0,36984.0,37033.0,37077.0,37153.0,37191.0,37221.0,37245.0,37267.0,37299.0,37384.0,37413.0,37458.0,37516.0,37552.0,37581.0,37634.0,37698.0,37723.0,37769.0,37790.0,37845.0,37899.0,37954.0,38003.0
5006923,45000.0,45076.0,45114.0,45158.0,45204.0,45243.0,45278.0,45357.0,45413.0,45466.0,45518.0,45568.0,45590.0,45650.0,45696.0,45732.0,45821.0,45904.0,45983.0,46029.0,46108.0,46181.0,46263.0,46381.0,46470.0,46513.0,46561.0,46641.0,46678.0,46792.0,46816.0,46928.0,47082.0,47198.0,47480.0,47647.0,47734.0,47808.0,47853.0,47911.0,47989.0,48040.0,48158.0,48190.0,48235.0,48284.0,48328.0,48403.0,48440.0,48474.0,48501.0,48527.0,48563.0,48652.0,48683.0,48729.0,48790.0,48828.0,48858.0,48913.0,48980.0,49006.0,49054.0,49076.0,49131.0,49187.0,49244.0,49294.0
5008369,25500.0,25571.0,25607.0,25648.0,25690.0,25735.0,25776.0,25867.0,25919.0,25968.0,26016.0,26084.0,26114.0,26197.0,26271.0,26313.0,26419.0,26519.0,26618.0,26676.0,26776.0,26867.0,26945.0,27057.0,27142.0,27215.0,27296.0,27432.0,27496.0,27611.0,27631.0,27724.0,27863.0,27967.0,28213.0,28332.0,28448.0,28525.0,28572.0,28625.0,28696.0,28749.0,28871.0,28898.0,28955.0,29017.0,29072.0,29166.0,29213.0,29255.0,29288.0,29319.0,29363.0,29469.0,29506.0,29562.0,29635.0,29680.0,29716.0,29783.0,29863.0,29894.0,29951.0,29977.0,30044.0,30105.0,30167.0,30222.0
5008371,36900.0,36981.0,37022.0,37069.0,37117.0,37157.0,37193.0,37274.0,37335.0,37392.0,37448.0,37501.0,37525.0,37588.0,37635.0,37673.0,37748.0,37819.0,37881.0,37917.0,37979.0,38036.0,38109.0,38214.0,38294.0,38338.0,38387.0,38470.0,38509.0,38635.0,38657.0,38760.0,38909.0,39020.0,39295.0,39453.0,39566.0,39657.0,39712.0,39767.0,39840.0,39885.0,39990.0,40020.0,40068.0,40120.0,40166.0,40245.0,40286.0,40319.0,40345.0,40370.0,40404.0,40494.0,40525.0,40572.0,40634.0,40673.0,40703.0,40760.0,40828.0,40854.0,40903.0,40925.0,40983.0,41042.0,41101.0,41154.0
5008372,55800.0,55866.0,55900.0,55939.0,55979.0,56019.0,56055.0,56136.0,56189.0,56239.0,56287.0,56344.0,56370.0,56439.0,56482.0,56513.0,56581.0,56644.0,56710.0,56749.0,56815.0,56874.0,56935.0,57023.0,57089.0,57139.0,57194.0,57286.0,57329.0,57463.0,57490.0,57615.0,57785.0,57912.0,58236.0,58390.0,58499.0,58588.0,58642.0,58724.0,58834.0,58883.0,58996.0,59038.0,59100.0,59166.0,59225.0,59327.0,59378.0,59421.0,59454.0,59486.0,59531.0,59638.0,59675.0,59731.0,59804.0,59850.0,59886.0,59953.0,60034.0,60065.0,60123.0,60150.0,60218.0,60291.0,60364.0,60429.0
5008377,34200.0,34279.0,34319.0,34365.0,34414.0,34461.0,34503.0,34597.0,34654.0,34708.0,34761.0,34815.0,34839.0,34906.0,34961.0,35016.0,35120.0,35218.0,35292.0,35335.0,35409.0,35477.0,35553.0,35663.0,35746.0,35795.0,35850.0,35942.0,35984.0,36113.0,36135.0,36237.0,36397.0,36517.0,36798.0,36932.0,37037.0,37118.0,37168.0,37215.0,37278.0,37325.0,37434.0,37460.0,37502.0,37547.0,37587.0,37656.0,37691.0,37722.0,37746.0,37769.0,37801.0,37887.0,37917.0,37962.0,38021.0,38058.0,38087.0,38141.0,38206.0,38231.0,38277.0,38298.0,38351.0,38408.0,38466.0,38517.0
5008379,45000.0,45070.0,45105.0,45146.0,45188.0,45233.0,45274.0,45364.0,45422.0,45476.0,45530.0,45582.0,45605.0,45669.0,45724.0,45761.0,45841.0,45915.0,45977.0,46013.0,46075.0,46133.0,46205.0,46309.0,46387.0,46433.0,46484.0,46570.0,46610.0,46732.0,46755.0,46863.0,47029.0,47153.0,47451.0,47601.0,47716.0,47805.0,47859.0,47916.0,47991.0,48039.0,48149.0,48185.0,48239.0,48297.0,48349.0,48438.0,48482.0,48524.0,48557.0,48588.0,48632.0,48740.0,48777.0,48834.0,48908.0,48954.0,48990.0,49058.0,49139.0,49170.0,49228.0,49255.0,49326.0,49391.0,49457.0,49515.0
5008381,56700.0,56766.0,56800.0,56839.0,56879.0,56919.0,56955.0,57036.0,57089.0,57139.0,57187.0,57244.0,57270.0,57339.0,57382.0,57413.0,57481.0,57544.0,57610.0,57649.0,57715.0,57774.0,57835.0,57923.0,57989.0,58039.0,58094.0,58186.0,58229.0,58363.0,58390.0,58515.0,58685.0,58812.0,59136.0,59290.0,59399.0,59488.0,59542.0,59624.0,59734.0,59783.0,59896.0,59938.0,60000.0,60066.0,60125.0,60227.0,60278.0,60321.0,60354.0,60386.0,60431.0,60538.0,60575.0,60631.0,60704.0,60750.0,60786.0,60853.0,60934.0,60965.0,61023.0,61050.0,61118.0,61191.0,61264.0,61329.0
5008383,68100.0,68163.0,68195.0,68232.0,68270.0,68307.0,68340.0,68413.0,68467.0,68518.0,68568.0,68620.0,68643.0,68706.0,68752.0,68787.0,68864.0,68936.0,68999.0,69036.0,69099.0,69156.0,69221.0,69314.0,69385.0,69432.0,69484.0,69571.0,69611.0,69745.0,69770.0,69885.0,70051.0,70176.0,70440.0,70568.0,70682.0,70769.0,70823.0,70885.0,70968.0,71016.0,71125.0,71161.0,71208.0,71259.0,71304.0,71381.0,71420.0,71458.0,71488.0,71516.0,71557.0,71653.0,71686.0,71736.0,71802.0,71843.0,71875.0,71935.0,72007.0,72035.0,72087.0,72111.0,72172.0,72232.0,72293.0,72347.0
5008511,27300.0,27358.0,27387.0,27421.0,27456.0,27483.0,27507.0,27561.0,27598.0,27633.0,27667.0,27705.0,27722.0,27767.0,27806.0,27835.0,27877.0,27916.0,27958.0,27982.0,28024.0,28062.0,28093.0,28138.0,28172.0,28209.0,28250.0,28319.0,28352.0,28417.0,28430.0,28493.0,28595.0,28672.0,28832.0,28906.0,28982.0,29038.0,29072.0,29112.0,29165.0,29204.0,29292.0,29310.0,29344.0,29380.0,29412.0,29468.0,29496.0,29522.0,29543.0,29563.0,29590.0,29656.0,29679.0,29714.0,29759.0,29787.0,29809.0,29850.0,29900.0,29919.0,29955.0,29971.0,30013.0,30058.0,30103.0,30143.0
5008513,39000.0,39092.0,39139.0,39193.0,39249.0,39291.0,39329.0,39414.0,39474.0,39530.0,39585.0,39638.0,39662.0,39726.0,39783.0,39824.0,39912.0,39994.0,40066.0,40109.0,40182.0,40248.0,40317.0,40416.0,40491.0,40531.0,40576.0,40651.0,40686.0,40763.0,40785.0,40888.0,41035.0,41146.0,41407.0,41528.0,41617.0,41695.0,41742.0,41789.0,41851.0,41894.0,41994.0,42019.0,42065.0,42114.0,42158.0,42233.0,42270.0,42304.0,42330.0,42355.0,42391.0,42489.0,42523.0,42575.0,42642.0,42684.0,42717.0,42779.0,42853.0,42882.0,42935.0,42960.0,43022.0,43079.0,43136.0,43187.0
5008515,50400.0,50476.0,50514.0,50558.0,50604.0,50643.0,50678.0,50757.0,50813.0,50866.0,50918.0,50968.0,50990.0,51050.0,51096.0,51132.0,51221.0,51304.0,51383.0,51429.0,51508.0,51581.0,51663.0,51781.0,51870.0,51913.0,51961.0,52041.0,52078.0,52192.0,52216.0,52328.0,52482.0,52598.0,52880.0,53047.0,53134.0,53208.0,53253.0,53311.0,53389.0,53440.0,53558.0,53590.0,53635.0,53684.0,53728.0,53803.0,53840.0,53874.0,53901.0,53927.0,53963.0,54052.0,54083.0,54129.0,54190.0,54228.0,54258.0,54313.0,54380.0,54406.0,54454.0,54476.0,54531.0,54587.0,54644.0,54694.0
5008517,61200.0,61261.0,61292.0,61328.0,61365.0,61398.0,61427.0,61492.0,61534.0,61573.0,61612.0,61663.0,61686.0,61748.0,61792.0,61833.0,61904.0,61970.0,62036.0,62075.0,62141.0,62201.0,62290.0,62418.0,62515.0,62557.0,62604.0,62683.0,62719.0,62810.0,62835.0,62950.0,63125.0,63257.0,63566.0,63736.0,63834.0,63901.0,63942.0,63987.0,64047.0,64084.0,64170.0,64203.0,64248.0,64296.0,64339.0,64413.0,64450.0,64478.0,64500.0,64521.0,64550.0,64632.0,64660.0,64703.0,64759.0,64794.0,64821.0,64872.0,64933.0,64957.0,65001.0,65021.0,65073.0,65133.0,65193.0,65247.0
5008749,30600.0,30683.0,30725.0,30774.0,30824.0,30902.0,30972.0,31129.0,31194.0,31255.0,31314.0,31376.0,31404.0,31479.0,31546.0,31599.0,31706.0,31806.0,31879.0,31922.0,31996.0,32063.0,32135.0,32239.0,32318.0,32400.0,32491.0,32644.0,32715.0,32851.0,32872.0,32971.0,33167.0,33314.0,33604.0,33756.0,33854.0,33940.0,33992.0,34030.0,34080.0,34128.0,34237.0,34269.0,34310.0,34355.0,34395.0,34463.0,34497.0,34531.0,34558.0,34583.0,34619.0,34701.0,34729.0,34772.0,34828.0,34863.0,34891.0,34942.0,35004.0,35028.0,35072.0,35092.0,35144.0,35195.0,35246.0,35291.0
5008751,46800.0,46870.0,46905.0,46946.0,46988.0,47033.0,47074.0,47164.0,47222.0,47276.0,47330.0,47382.0,47405.0,47469.0,47524.0,47561.0,47641.0,47715.0,47777.0,47813.0,47875.0,47933.0,48005.0,48109.0,48187.0,48233.0,48284.0,48370.0,48410.0,48532.0,48555.0,48663.0,48829.0,48953.0,49251.0,49401.0,49516.0,49605.0,49659.0,49716.0,49791.0,49839.0,49949.0,49985.0,50039.0,50097.0,50149.0,50238.0,50282.0,50324.0,50357.0,50388.0,50432.0,50540.0,50577.0,50634.0,50708.0,50754.0,50790.0,50858.0,50939.0,50970.0,51028.0,51055.0,51126.0,51191.0,51257.0,51315.0
5008753,58200.0,58266.0,58300.0,58339.0,58379.0,58419.0,58455.0,58536.0,58589.0,58639.0,58687.0,58744.0,58770.0,58839.0,58882.0,58913.0,58981.0,59044.0,59110.0,59149.0,59215.0,59274.0,59335.0,59423.0,59489.0,59539.0,59594.0,59686.0,59729.0,59863.0,59890.0,60015.0,60185.0,60312.0,60636.0,60790.0,60899.0,60988.0,61042.0,61124.0,61234.0,61283.0,61396.0,61438.0,61500.0,61566.0,61625.0,61727.0,61778.0,61821.0,61854.0,61886.0,61931.0,62038.0,62075.0,62131.0,62204.0,62250.0,62286.0,62353.0,62434.0,62465.0,62523.0,62550.0,62618.0,62691.0,62764.0,62829.0
5008755,69600.0,69658.0,69687.0,69721.0,69755.0,69787.0,69816.0,69880.0,69922.0,69962.0,70001.0,70047.0,70068.0,70124.0,70166.0,70193.0,70268.0,70339.0,70400.0,70436.0,70497.0,70552.0,70612.0,70699.0,70765.0,70805.0,70850.0,70925.0,70960.0,71065.0,71088.0,71194.0,71348.0,71463.0,71691.0,71813.0,71903.0,71990.0,72044.0,72095.0,72163.0,72207.0,72309.0,72342.0,72383.0,72428.0,72468.0,72536.0,72570.0,72604.0,72631.0,72656.0,72692.0,72773.0,72801.0,72844.0,72900.0,72935.0,72962.0,73013.0,73074.0,73098.0,73142.0,73162.0,73214.0,73268.0,73322.0,73370.0
5009528,29100.0,29183.0,29225.0,29274.0,29324.0,29402.0,29472.0,29629.0,29694.0,29755.0,29814.0,29876.0,29904.0,29979.0,30046.0,30099.0,30206.0,30306.0,30379.0,30422.0,30496.0,30563.0,30635.0,30739.0,30818.0,30900.0,30991.0,31144.0,31215.0,31351.0,31372.0,31471.0,31667.0,31814.0,32104.0,32256.0,32354.0,32440.0,32492.0,32530.0,32580.0,32628.0,32737.0,32769.0,32810.0,32855.0,32895.0,32963.0,32997.0,33031.0,33058.0,33083.0,33119.0,33201.0,33229.0,33272.0,33328.0,33363.0,33391.0,33442.0,33504.0,33528.0,33572.0,33592.0,33644.0,33695.0,33746.0,33791.0
5009530,40500.0,40581.0,40622.0,40669.0,40717.0,40757.0,40793.0,40874.0,40935.0,40992.0,41048.0,41101.0,41125.0,41188.0,41235.0,41273.0,41348.0,41419.0,41481.0,41517.0,41579.0,41636.0,41709.0,41814.0,41894.0,41938.0,41987.0,42070.0,42109.0,42235.0,42257.0,42360.0,42509.0,42620.0,42895.0,43053.0,43166.0,43257.0,43312.0,43367.0,43440.0,43485.0,43590.0,43620.0,43668.0,43720.0,43766.0,43845.0,43886.0,43919.0,43945.0,43970.0,44004.0,44094.0,44125.0,44172.0,44234.0,44273.0,44303.0,44360.0,44428.0,44454.0,44503.0,44525.0,44583.0,44642.0,44701.0,44754.0
5009532,51300.0,51370.0,51405.0,51446.0,51488.0,51533.0,51574.0,51664.0,51722.0,51776.0,51830.0,51882.0,51905.0,51969.0,52024.0,52061.0,52141.0,52215.0,52277.0,52313.0,52375.0,52433.0,52505.0,52609.0,52687.0,52733.0,52784.0,52870.0,52910.0,53032.0,53055.0,53163.0,53329.0,53453.0,53751.0,53901.0,54016.0,54105.0,54159.0,54216.0,54291.0,54339.0,54449.0,54485.0,54539.0,54597.0,54649.0,54738.0,54782.0,54824.0,54857.0,54888.0,54932.0,55040.0,55077.0,55134.0,55208.0,55254.0,55290.0,55358.0,55439.0,55470.0,55528.0,55555.0,55626.0,55691.0,55757.0,55815.0
5009534,62700.0,62761.0,62792.0,62828.0,62865.0,62906.0,62943.0,63024.0,63084.0,63140.0,63194.0,63251.0,63277.0,63346.0,63394.0,63428.0,63507.0,63580.0,63648.0,63688.0,63757.0,63820.0,63886.0,63980.0,64051.0,64102.0,64159.0,64255.0,64299.0,64418.0,64444.0,64565.0,64768.0,64921.0,65268.0,65423.0,65539.0,65630.0,65686.0,65765.0,65869.0,65913.0,66015.0,66058.0,66116.0,66179.0,66235.0,66331.0,66380.0,66422.0,66455.0,66486.0,66530.0,66627.0,66661.0,66712.0,66779.0,66821.0,66854.0,66915.0,66988.0,67016.0,67069.0,67093.0,67155.0,67218.0,67281.0,67337.0
5009536,73200.0,73258.0,73287.0,73321.0,73355.0,73387.0,73416.0,73480.0,73522.0,73562.0,73601.0,73647.0,73668.0,73724.0,73766.0,73793.0,73868.0,73939.0,74000.0,74036.0,74097.0,74152.0,74212.0,74299.0,74365.0,74405.0,74450.0,74525.0,74560.0,74665.0,74688.0,74794.0,74948.0,75063.0,75291.0,75413.0,75503.0,75590.0,75644.0,75695.0,75763.0,75807.0,75909.0,75942.0,75983.0,76028.0,76068.0,76136.0,76170.0,76204.0,76231.0,76256.0,76292.0,76373.0,76401.0,76444.0,76500.0,76535.0,76562.0,76613.0,76674.0,76698.0,76742.0,76762.0,76814.0,76868.0,76922.0,76970.0
5009587,42300.0,42392.0,42439.0,42493.0,42549.0,42591.0,42629.0,42714.0,42774.0,42830.0,42885.0,42938.0,42962.0,43026.0,43083.0,43124.0,43212.0,43294.0,43366.0,43409.0,43482.0,43548.0,43617.0,43716.0,43791.0,43831.0,43876.0,43951.0,43986.0,44063.0,44085.0,44188.0,44335.0,44446.0,44707.0,44828.0,44917.0,44995.0,45042.0,45089.0,45151.0,45194.0,45294.0,45319.0,45365.0,45414.0,45458.0,45533.0,45570.0,45604.0,45630.0,45655.0,45691.0,45789.0,45823.0,45875.0,45942.0,45984.0,46017.0,46079.0,46153.0,46182.0,46235.0,46260.0,46322.0,46379.0,46436.0,46487.0
