tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P
5004472,41400.0,41431.0,41505.0,41583.0,41690.0,41730.0,41780.0,41839.0,41889.0,41935.0,41973.0,42005.0,42041.0,42096.0,42123.0,42151.0,42192.0,42291.0,42339.0,42426.0,42491.0,42566.0,42654.0,42707.0,42808.0,42893.0,42954.0,43075.0,43297.0,43619.0,43844.0,43925.0,44026.0,44092.0,44136.0,44180.0,44290.0,44326.0,44419.0,44487.0,44541.0,44575.0,44620.0,44676.0
5004474,49800.0,49831.0,49905.0,49983.0,50090.0,50130.0,50180.0,50239.0,50289.0,50335.0,50373.0,50405.0,50441.0,50496.0,50523.0,50551.0,50592.0,50691.0,50739.0,50826.0,50891.0,50966.0,51054.0,51107.0,51208.0,51293.0,51354.0,51475.0,51697.0,52019.0,52244.0,52325.0,52426.0,52492.0,52536.0,52580.0,52690.0,52726.0,52819.0,52887.0,52941.0,52975.0,53020.0,53076.0
5004476,58800.0,58831.0,58906.0,58987.0,59089.0,59127.0,59174.0,59224.0,59268.0,59311.0,59347.0,59377.0,59411.0,59462.0,59487.0,59513.0,59550.0,59671.0,59710.0,59780.0,59846.0,59923.0,60012.0,60067.0,60178.0,60271.0,60339.0,60477.0,60710.0,61049.0,61274.0,61346.0,61456.0,61527.0,61580.0,61633.0,61754.0,61793.0,61894.0,61969.0,62019.0,62050.0,62092.0,62144.0
5004478,67800.0,67825.0,67884.0,67947.0,68036.0,68069.0,68110.0,68157.0,68202.0,68241.0,68274.0,68302.0,68334.0,68382.0,68406.0,68430.0,68464.0,68553.0,68594.0,68667.0,68720.0,68782.0,68854.0,68898.0,68983.0,69054.0,69106.0,69207.0,69411.0,69708.0,69908.0,69981.0,70074.0,70134.0,70178.0,70221.0,70320.0,70352.0,70435.0,70496.0,70543.0,70573.0,70613.0,70662.0
5004480,75600.0,75620.0,75668.0,75720.0,75788.0,75813.0,75844.0,75888.0,75924.0,75958.0,75986.0,76010.0,76037.0,76078.0,76098.0,76119.0,76147.0,76202.0,76235.0,76295.0,76334.0,76379.0,76431.0,76462.0,76526.0,76580.0,76619.0,76708.0,76922.0,77233.0,77417.0,77472.0,77567.0,77628.0,77668.0,77708.0,77787.0,77813.0,77880.0,77929.0,77967.0,77991.0,78023.0,78062.0
5004482,82500.0,82520.0,82568.0,82620.0,82688.0,82713.0,82744.0,82788.0,82824.0,82858.0,82886.0,82910.0,82937.0,82978.0,82998.0,83019.0,83047.0,83102.0,83135.0,83195.0,83234.0,83279.0,83331.0,83362.0,83426.0,83480.0,83519.0,83608.0,83822.0,84133.0,84317.0,84372.0,84467.0,84528.0,84568.0,84608.0,84687.0,84713.0,84780.0,84829.0,84867.0,84891.0,84923.0,84962.0
5005396,28800.0,28812.0,28841.0,28873.0,28937.0,28961.0,28991.0,29034.0,29069.0,29099.0,29124.0,29145.0,29169.0,29206.0,29224.0,29243.0,29270.0,29334.0,29367.0,29426.0,29464.0,29509.0,29561.0,29592.0,29642.0,29684.0,29715.0,29799.0,29934.0,30129.0,30287.0,30315.0,30399.0,30453.0,30484.0,30515.0,30577.0,30597.0,30649.0,30687.0,30722.0,30744.0,30773.0,30810.0
5005398,36000.0,36037.0,36126.0,36221.0,36319.0,36356.0,36401.0,36454.0,36505.0,36549.0,36586.0,36617.0,36652.0,36705.0,36731.0,36758.0,36798.0,36906.0,36942.0,37008.0,37059.0,37118.0,37187.0,37229.0,37320.0,37397.0,37452.0,37565.0,37735.0,37982.0,38176.0,38342.0,38426.0,38480.0,38519.0,38558.0,38655.0,38687.0,38768.0,38828.0,38868.0,38893.0,38926.0,38968.0
5005400,44100.0,44122.0,44175.0,44231.0,44333.0,44371.0,44419.0,44476.0,44529.0,44577.0,44617.0,44651.0,44689.0,44747.0,44776.0,44805.0,44847.0,44940.0,44981.0,45054.0,45111.0,45177.0,45254.0,45301.0,45406.0,45494.0,45558.0,45693.0,45908.0,46219.0,46406.0,46471.0,46564.0,46625.0,46674.0,46723.0,46837.0,46874.0,46970.0,47041.0,47090.0,47121.0,47162.0,47212.0
5005402,52200.0,52224.0,52282.0,52344.0,52433.0,52466.0,52507.0,52560.0,52623.0,52664.0,52698.0,52727.0,52760.0,52809.0,52833.0,52858.0,52893.0,52968.0,53007.0,53077.0,53130.0,53191.0,53262.0,53305.0,53423.0,53522.0,53593.0,53710.0,53973.0,54354.0,54589.0,54624.0,54745.0,54824.0,54861.0,54898.0,55007.0,55042.0,55133.0,55201.0,55235.0,55256.0,55284.0,55320.0
5005404,60300.0,60332.0,60410.0,60493.0,60570.0,60599.0,60634.0,60679.0,60721.0,60760.0,60793.0,60821.0,60853.0,60901.0,60925.0,60949.0,60983.0,61059.0,61102.0,61181.0,61220.0,61265.0,61317.0,61349.0,61420.0,61479.0,61522.0,61632.0,61867.0,62207.0,62428.0,62497.0,62599.0,62665.0,62713.0,62760.0,62866.0,62901.0,62990.0,63056.0,63091.0,63113.0,63143.0,63180.0
5005406,68400.0,68440.0,68536.0,68638.0,68729.0,68763.0,68805.0,68860.0,68912.0,68957.0,68995.0,69027.0,69063.0,69118.0,69145.0,69173.0,69213.0,69308.0,69354.0,69438.0,69495.0,69561.0,69638.0,69685.0,69790.0,69878.0,69942.0,70155.0,70467.0,70921.0,71114.0,71251.0,71337.0,71393.0,71440.0,71486.0,71591.0,71625.0,71713.0,71778.0,71819.0,71845.0,71879.0,71921.0
5005408,76800.0,76826.0,76890.0,76958.0,77030.0,77057.0,77090.0,77140.0,77184.0,77221.0,77252.0,77278.0,77307.0,77351.0,77373.0,77396.0,77428.0,77496.0,77531.0,77595.0,77632.0,77675.0,77725.0,77756.0,77818.0,77870.0,77908.0,78011.0,78246.0,78588.0,78804.0,78869.0,78956.0,79013.0,79053.0,79092.0,79166.0,79190.0,79252.0,79297.0,79334.0,79358.0,79389.0,79428.0
5005577,39600.0,39625.0,39686.0,39752.0,39855.0,39893.0,39941.0,40001.0,40054.0,40099.0,40137.0,40169.0,40205.0,40260.0,40287.0,40315.0,40355.0,40437.0,40492.0,40592.0,40656.0,40730.0,40816.0,40867.0,40985.0,41084.0,41155.0,41317.0,41532.0,41843.0,42060.0,42146.0,42237.0,42296.0,42335.0,42374.0,42469.0,42500.0,42580.0,42639.0,42682.0,42709.0,42745.0,42791.0
5005579,48000.0,48031.0,48105.0,48183.0,48290.0,48330.0,48380.0,48439.0,48489.0,48535.0,48573.0,48605.0,48641.0,48696.0,48723.0,48751.0,48792.0,48891.0,48939.0,49026.0,49091.0,49166.0,49254.0,49307.0,49408.0,49493.0,49554.0,49675.0,49897.0,50219.0,50444.0,50525.0,50626.0,50692.0,50736.0,50780.0,50890.0,50926.0,51019.0,51087.0,51141.0,51175.0,51220.0,51276.0
5005581,56400.0,56430.0,56501.0,56577.0,56689.0,56731.0,56783.0,56838.0,56886.0,56932.0,56970.0,57002.0,57038.0,57093.0,57120.0,57148.0,57189.0,57306.0,57352.0,57436.0,57508.0,57592.0,57689.0,57748.0,57859.0,57952.0,58020.0,58152.0,58384.0,58720.0,58953.0,59093.0,59195.0,59262.0,59310.0,59357.0,59487.0,59529.0,59638.0,59719.0,59780.0,59819.0,59871.0,59935.0
5005583,66000.0,66025.0,66084.0,66147.0,66236.0,66269.0,66310.0,66357.0,66402.0,66441.0,66474.0,66502.0,66534.0,66582.0,66606.0,66630.0,66664.0,66753.0,66794.0,66867.0,66920.0,66982.0,67054.0,67098.0,67183.0,67254.0,67306.0,67407.0,67611.0,67908.0,68108.0,68181.0,68274.0,68334.0,68378.0,68421.0,68520.0,68552.0,68635.0,68696.0,68743.0,68773.0,68813.0,68862.0
5005585,74400.0,74420.0,74468.0,74520.0,74588.0,74613.0,74644.0,74688.0,74724.0,74758.0,74786.0,74810.0,74837.0,74878.0,74898.0,74919.0,74947.0,75002.0,75035.0,75095.0,75134.0,75179.0,75231.0,75262.0,75326.0,75380.0,75419.0,75508.0,75722.0,76033.0,76217.0,76272.0,76367.0,76428.0,76468.0,76508.0,76587.0,76613.0,76680.0,76729.0,76767.0,76791.0,76823.0,76862.0
5005587,81600.0,81620.0,81668.0,81720.0,81788.0,81813.0,81844.0,81888.0,81924.0,81958.0,81986.0,82010.0,82037.0,82078.0,82098.0,82119.0,82147.0,82202.0,82235.0,82295.0,82334.0,82379.0,82431.0,82462.0,82526.0,82580.0,82619.0,82708.0,82922.0,83233.0,83417.0,83472.0,83567.0,83628.0,83668.0,83708.0,83787.0,83813.0,83880.0,83929.0,83967.0,83991.0,84023.0,84062.0
5006655,30000.0,30034.0,30115.0,30201.0,30305.0,30344.0,30392.0,30458.0,30519.0,30569.0,30611.0,30647.0,30687.0,30748.0,30778.0,30809.0,30854.0,30968.0,31023.0,31122.0,31190.0,31268.0,31359.0,31414.0,31513.0,31596.0,31657.0,31791.0,32031.0,32380.0,32592.0,32660.0,32747.0,32804.0,32844.0,32884.0,32978.0,33008.0,33087.0,33145.0,33195.0,33227.0,33269.0,33322.0
5006657,38400.0,38425.0,38486.0,38552.0,38655.0,38693.0,38741.0,38801.0,38854.0,38899.0,38937.0,38969.0,39005.0,39060.0,39087.0,39115.0,39155.0,39237.0,39292.0,39392.0,39456.0,39530.0,39616.0,39667.0,39785.0,39884.0,39955.0,40117.0,40332.0,40643.0,40860.0,40946.0,41037.0,41096.0,41135.0,41174.0,41269.0,41300.0,41380.0,41439.0,41482.0,41509.0,41545.0,41591.0
5006659,46800.0,46831.0,46905.0,46983.0,47090.0,47130.0,47180.0,47239.0,47289.0,47335.0,47373.0,47405.0,47441.0,47496.0,47523.0,47551.0,47592.0,47691.0,47739.0,47826.0,47891.0,47966.0,48054.0,48107.0,48208.0,48293.0,48354.0,48475.0,48697.0,49019.0,49244.0,49325.0,49426.0,49492.0,49536.0,49580.0,49690.0,49726.0,49819.0,49887.0,49941.0,49975.0,50020.0,50076.0
5006661,55200.0,55230.0,55301.0,55377.0,55489.0,55531.0,55583.0,55638.0,55686.0,55732.0,55770.0,55802.0,55838.0,55893.0,55920.0,55948.0,55989.0,56106.0,56152.0,56236.0,56308.0,56392.0,56489.0,56548.0,56659.0,56752.0,56820.0,56952.0,57184.0,57520.0,57753.0,57893.0,57995.0,58062.0,58110.0,58157.0,58287.0,58329.0,58438.0,58519.0,58580.0,58619.0,58671.0,58735.0
5006663,64800.0,64825.0,64885.0,64949.0,65036.0,65069.0,65109.0,65152.0,65191.0,65229.0,65261.0,65288.0,65319.0,65365.0,65388.0,65411.0,65445.0,65569.0,65606.0,65674.0,65727.0,65789.0,65861.0,65904.0,66003.0,66086.0,66146.0,66262.0,66510.0,66870.0,67078.0,67145.0,67247.0,67314.0,67359.0,67404.0,67511.0,67546.0,67636.0,67703.0,67760.0,67796.0,67844.0,67903.0
5008610,28200.0,28223.0,28277.0,28335.0,28428.0,28463.0,28506.0,28565.0,28622.0,28671.0,28712.0,28747.0,28786.0,28845.0,28874.0,28904.0,28947.0,29096.0,29152.0,29252.0,29318.0,29395.0,29484.0,29539.0,29652.0,29747.0,29815.0,29942.0,30123.0,30387.0,30583.0,30641.0,30734.0,30794.0,30837.0,30880.0,30988.0,31023.0,31114.0,31181.0,31246.0,31287.0,31341.0,31409.0
5008612,36600.0,36625.0,36686.0,36752.0,36855.0,36893.0,36941.0,37001.0,37054.0,37099.0,37137.0,37169.0,37205.0,37260.0,37287.0,37315.0,37355.0,37437.0,37492.0,37592.0,37656.0,37730.0,37816.0,37867.0,37985.0,38084.0,38155.0,38317.0,38532.0,38843.0,39060.0,39146.0,39237.0,39296.0,39335.0,39374.0,39469.0,39500.0,39580.0,39639.0,39682.0,39709.0,39745.0,39791.0
5008614,45000.0,45031.0,45105.0,45183.0,45290.0,45330.0,45380.0,45439.0,45489.0,45535.0,45573.0,45605.0,45641.0,45696.0,45723.0,45751.0,45792.0,45891.0,45939.0,46026.0,46091.0,46166.0,46254.0,46307.0,46408.0,46493.0,46554.0,46675.0,46897.0,47219.0,47444.0,47525.0,47626.0,47692.0,47736.0,47780.0,47890.0,47926.0,48019.0,48087.0,48141.0,48175.0,48220.0,48276.0
5008616,53400.0,53433.0,53512.0,53596.0,53707.0,53748.0,53800.0,53859.0,53911.0,53959.0,53999.0,54033.0,54071.0,54129.0,54158.0,54187.0,54229.0,54338.0,54389.0,54482.0,54543.0,54614.0,54697.0,54747.0,54848.0,54933.0,54994.0,55103.0,55310.0,55610.0,55831.0,55946.0,56039.0,56099.0,56139.0,56179.0,56290.0,56326.0,56419.0,56488.0,56554.0,56596.0,56652.0,56722.0
5008618,62400.0,62425.0,62485.0,62549.0,62636.0,62669.0,62709.0,62752.0,62791.0,62829.0,62861.0,62888.0,62919.0,62965.0,62988.0,63011.0,63045.0,63169.0,63206.0,63274.0,63327.0,63389.0,63461.0,63504.0,63603.0,63686.0,63746.0,63862.0,64110.0,64470.0,64678.0,64745.0,64847.0,64914.0,64959.0,65004.0,65111.0,65146.0,65236.0,65303.0,65360.0,65396.0,65444.0,65503.0
5009807,31800.0,31834.0,31915.0,32001.0,32105.0,32144.0,32192.0,32258.0,32319.0,32369.0,32411.0,32447.0,32487.0,32548.0,32578.0,32609.0,32654.0,32768.0,32823.0,32922.0,32990.0,33068.0,33159.0,33214.0,33313.0,33396.0,33457.0,33591.0,33831.0,34180.0,34392.0,34460.0,34547.0,34604.0,34644.0,34684.0,34778.0,34808.0,34887.0,34945.0,34995.0,35027.0,35069.0,35122.0
5009809,40200.0,40225.0,40286.0,40352.0,40455.0,40493.0,40541.0,40601.0,40654.0,40699.0,40737.0,40769.0,40805.0,40860.0,40887.0,40915.0,40955.0,41037.0,41092.0,41192.0,41256.0,41330.0,41416.0,41467.0,41585.0,41684.0,41755.0,41917.0,42132.0,42443.0,42660.0,42746.0,42837.0,42896.0,42935.0,42974.0,43069.0,43100.0,43180.0,43239.0,43282.0,43309.0,43345.0,43391.0
5009811,48600.0,48631.0,48705.0,48783.0,48890.0,48930.0,48980.0,49039.0,49089.0,49135.0,49173.0,49205.0,49241.0,49296.0,49323.0,49351.0,49392.0,49491.0,49539.0,49626.0,49691.0,49766.0,49854.0,49907.0,50008.0,50093.0,50154.0,50275.0,50497.0,50819.0,51044.0,51125.0,51226.0,51292.0,51336.0,51380.0,51490.0,51526.0,51619.0,51687.0,51741.0,51775.0,51820.0,51876.0
5009813,57000.0,57030.0,57101.0,57177.0,57289.0,57331.0,57383.0,57438.0,57486.0,57532.0,57570.0,57602.0,57638.0,57693.0,57720.0,57748.0,57789.0,57906.0,57952.0,58036.0,58108.0,58192.0,58289.0,58348.0,58459.0,58552.0,58620.0,58752.0,58984.0,59320.0,59553.0,59693.0,59795.0,59862.0,59910.0,59957.0,60087.0,60129.0,60238.0,60319.0,60380.0,60419.0,60471.0,60535.0
5009815,66600.0,66625.0,66684.0,66747.0,66836.0,66869.0,66910.0,66957.0,67002.0,67041.0,67074.0,67102.0,67134.0,67182.0,67206.0,67230.0,67264.0,67353.0,67394.0,67467.0,67520.0,67582.0,67654.0,67698.0,67783.0,67854.0,67906.0,68007.0,68211.0,68508.0,68708.0,68781.0,68874.0,68934.0,68978.0,69021.0,69120.0,69152.0,69235.0,69296.0,69343.0,69373.0,69413.0,69462.0
5010207,29400.0,29423.0,29477.0,29535.0,29628.0,29663.0,29706.0,29765.0,29822.0,29871.0,29912.0,29947.0,29986.0,30045.0,30074.0,30104.0,30147.0,30296.0,30352.0,30452.0,30518.0,30595.0,30684.0,30739.0,30852.0,30947.0,31015.0,31142.0,31323.0,31587.0,31783.0,31841.0,31934.0,31994.0,32037.0,32080.0,32188.0,32223.0,32314.0,32381.0,32446.0,32487.0,32541.0,32609.0
5010209,37800.0,37825.0,37886.0,37952.0,38055.0,38093.0,38141.0,38201.0,38254.0,38299.0,38337.0,38369.0,38405.0,38460.0,38487.0,38515.0,38555.0,38637.0,38692.0,38792.0,38856.0,38930.0,39016.0,39067.0,39185.0,39284.0,39355.0,39517.0,39732.0,40043.0,40260.0,40346.0,40437.0,40496.0,40535.0,40574.0,40669.0,40700.0,40780.0,40839.0,40882.0,40909.0,40945.0,40991.0
5010211,46200.0,46231.0,46305.0,46383.0,46490.0,46530.0,46580.0,46639.0,46689.0,46735.0,46773.0,46805.0,46841.0,46896.0,46923.0,46951.0,46992.0,47091.0,47139.0,47226.0,47291.0,47366.0,47454.0,47507.0,47608.0,47693.0,47754.0,47875.0,48097.0,48419.0,48644.0,48725.0,48826.0,48892.0,48936.0,48980.0,49090.0,49126.0,49219.0,49287.0,49341.0,49375.0,49420.0,49476.0
5010213,54600.0,54633.0,54712.0,54796.0,54907.0,54948.0,55000.0,55059.0,55111.0,55159.0,55199.0,55233.0,55271.0,55329.0,55358.0,55387.0,55429.0,55538.0,55589.0,55682.0,55743.0,55814.0,55897.0,55947.0,56048.0,56133.0,56194.0,56303.0,56510.0,56810.0,57031.0,57146.0,57239.0,57299.0,57339.0,57379.0,57490.0,57526.0,57619.0,57688.0,57754.0,57796.0,57852.0,57922.0
5010215,64200.0,64225.0,64285.0,64349.0,64436.0,64469.0,64509.0,64552.0,64591.0,64629.0,64661.0,64688.0,64719.0,64765.0,64788.0,64811.0,64845.0,64969.0,65006.0,65074.0,65127.0,65189.0,65261.0,65304.0,65403.0,65486.0,65546.0,65662.0,65910.0,66270.0,66478.0,66545.0,66647.0,66714.0,66759.0,66804.0,66911.0,66946.0,67036.0,67103.0,67160.0,67196.0,67244.0,67303.0
5010217,73200.0,73220.0,73268.0,73320.0,73388.0,73413.0,73444.0,73488.0,73524.0,73558.0,73586.0,73610.0,73637.0,73678.0,73698.0,73719.0,73747.0,73802.0,73835.0,73895.0,73934.0,73979.0,74031.0,74062.0,74126.0,74180.0,74219.0,74308.0,74522.0,74833.0,75017.0,75072.0,75167.0,75228.0,75268.0,75308.0,75387.0,75413.0,75480.0,75529.0,75567.0,75591.0,75623.0,75662.0
5010219,80400.0,80420.0,80468.0,80520.0,80588.0,80613.0,80644.0,80688.0,80724.0,80758.0,80786.0,80810.0,80837.0,80878.0,80898.0,80919.0,80947.0,81002.0,81035.0,81095.0,81134.0,81179.0,81231.0,81262.0,81326.0,81380.0,81419.0,81508.0,81722.0,82033.0,82217.0,82272.0,82367.0,82428.0,82468.0,82508.0,82587.0,82613.0,82680.0,82729.0,82767.0,82791.0,82823.0,82862.0
5010229,23400.0,23423.0,23479.0,23538.0,23620.0,23651.0,23688.0,23742.0,23794.0,23836.0,23871.0,23901.0,23934.0,23984.0,24009.0,24035.0,24071.0,24147.0,24188.0,24263.0,24318.0,24382.0,24456.0,24501.0,24583.0,24652.0,24703.0,24807.0,24955.0,25170.0,25354.0,25392.0,25476.0,25530.0,25570.0,25609.0,25699.0,25728.0,25803.0,25859.0,25908.0,25939.0,25980.0,26031.0
5010410,26100.0,26112.0,26142.0,26174.0,26238.0,26262.0,26291.0,26325.0,26355.0,26386.0,26412.0,26434.0,26459.0,26496.0,26515.0,26534.0,26561.0,26625.0,26658.0,26719.0,26749.0,26784.0,26825.0,26849.0,26891.0,26926.0,26951.0,27054.0,27141.0,27268.0,27434.0,27452.0,27538.0,27594.0,27622.0,27649.0,27700.0,27717.0,27760.0,27791.0,27825.0,27846.0,27874.0,27909.0
5010412,33300.0,33321.0,33370.0,33423.0,33493.0,33519.0,33551.0,33606.0,33647.0,33686.0,33719.0,33747.0,33778.0,33825.0,33848.0,33872.0,33907.0,33978.0,34012.0,34073.0,34120.0,34174.0,34237.0,34276.0,34338.0,34390.0,34427.0,34505.0,34664.0,34895.0,35089.0,35182.0,35257.0,35305.0,35338.0,35371.0,35467.0,35498.0,35578.0,35637.0,35672.0,35694.0,35723.0,35759.0
5010414,41400.0,41422.0,41475.0,41531.0,41633.0,41671.0,41719.0,41776.0,41829.0,41877.0,41917.0,41951.0,41989.0,42047.0,42076.0,42105.0,42147.0,42240.0,42281.0,42354.0,42411.0,42477.0,42554.0,42601.0,42706.0,42794.0,42858.0,42993.0,43208.0,43519.0,43706.0,43771.0,43864.0,43925.0,43974.0,44023.0,44137.0,44174.0,44270.0,44341.0,44390.0,44421.0,44462.0,44512.0
5010416,49500.0,49522.0,49575.0,49631.0,49733.0,49771.0,49819.0,49876.0,49929.0,49977.0,50017.0,50051.0,50089.0,50147.0,50176.0,50205.0,50247.0,50340.0,50381.0,50454.0,50511.0,50577.0,50654.0,50701.0,50806.0,50894.0,50958.0,51093.0,51308.0,51619.0,51806.0,51871.0,51964.0,52025.0,52074.0,52123.0,52237.0,52274.0,52370.0,52441.0,52490.0,52521.0,52562.0,52612.0
5010418,57600.0,57622.0,57674.0,57730.0,57817.0,57849.0,57889.0,57934.0,57981.0,58022.0,58056.0,58085.0,58118.0,58167.0,58191.0,58216.0,58251.0,58316.0,58355.0,58425.0,58492.0,58569.0,58659.0,58713.0,58817.0,58905.0,58969.0,59099.0,59324.0,59650.0,59824.0,59960.0,60040.0,60092.0,60139.0,60186.0,60293.0,60328.0,60418.0,60483.0,60525.0,60552.0,60587.0,60631.0
5010420,65700.0,65724.0,65782.0,65843.0,65914.0,65941.0,65974.0,66023.0,66066.0,66111.0,66149.0,66181.0,66217.0,66271.0,66298.0,66326.0,66365.0,66436.0,66472.0,66536.0,66586.0,66644.0,66712.0,66753.0,66835.0,66904.0,66953.0,67084.0,67339.0,67710.0,67932.0,68046.0,68152.0,68221.0,68269.0,68316.0,68412.0,68443.0,68524.0,68584.0,68638.0,68672.0,68717.0,68773.0
5010916,31200.0,31234.0,31315.0,31401.0,31505.0,31544.0,31592.0,31658.0,31719.0,31769.0,31811.0,31847.0,31887.0,31948.0,31978.0,32009.0,32054.0,32168.0,32223.0,32322.0,32390.0,32468.0,32559.0,32614.0,32713.0,32796.0,32857.0,32991.0,33231.0,33580.0,33792.0,33860.0,33947.0,34004.0,34044.0,34084.0,34178.0,34208.0,34287.0,34345.0,34395.0,34427.0,34469.0,34522.0
