tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P
5106498,83700.0,83726.0,83746.0,83766.0,83794.0,83823.0,83852.0,83884.0,83928.0,83949.0,83971.0,83997.0,84042.0,84081.0,84097.0,84135.0,84167.0,84207.0,84260.0,84287.0,84326.0,84367.0,84397.0,84420.0,84463.0,84489.0,84532.0,84555.0,84594.0,84634.0,84657.0,84689.0,84712.0,84759.0,84790.0,84828.0,84906.0,84945.0,84977.0,85005.0,85032.0,85063.0,85080.0,85176.0,85239.0,85331.0
5107794,29700.0,29738.0,29767.0,29803.0,29853.0,29905.0,29974.0,30052.0,30157.0,30208.0,30261.0,30323.0,30408.0,30536.0,30591.0,30675.0,30746.0,30836.0,30954.0,30994.0,31050.0,31110.0,31154.0,31187.0,31250.0,31288.0,31348.0,31379.0,31442.0,31510.0,31550.0,31613.0,31658.0,31737.0,31790.0,31850.0,31976.0,32042.0,32097.0,32150.0,32203.0,32264.0,32297.0,32406.0,32477.0,32581.0
5107796,37200.0,37244.0,37276.0,37305.0,37346.0,37389.0,37434.0,37484.0,37552.0,37585.0,37619.0,37660.0,37747.0,37821.0,37852.0,37916.0,37970.0,38039.0,38129.0,38169.0,38226.0,38286.0,38330.0,38364.0,38427.0,38465.0,38522.0,38552.0,38610.0,38665.0,38698.0,38749.0,38785.0,38845.0,38886.0,38929.0,39017.0,39068.0,39110.0,39154.0,39197.0,39244.0,39269.0,39390.0,39469.0,39585.0
5107798,44400.0,44444.0,44476.0,44505.0,44546.0,44589.0,44634.0,44684.0,44752.0,44785.0,44819.0,44860.0,44947.0,45021.0,45052.0,45116.0,45170.0,45239.0,45329.0,45369.0,45426.0,45486.0,45530.0,45564.0,45627.0,45665.0,45722.0,45752.0,45810.0,45865.0,45898.0,45949.0,45985.0,46045.0,46086.0,46129.0,46217.0,46268.0,46310.0,46354.0,46397.0,46444.0,46469.0,46590.0,46669.0,46785.0
5107801,60000.0,60049.0,60086.0,60113.0,60151.0,60191.0,60244.0,60304.0,60385.0,60424.0,60464.0,60512.0,60587.0,60662.0,60694.0,60754.0,60805.0,60869.0,60954.0,60990.0,61041.0,61095.0,61135.0,61165.0,61222.0,61258.0,61305.0,61329.0,61367.0,61412.0,61439.0,61483.0,61514.0,61574.0,61615.0,61657.0,61744.0,61794.0,61836.0,61876.0,61915.0,61957.0,61979.0,62111.0,62197.0,62324.0
5111310,23100.0,23130.0,23153.0,23173.0,23201.0,23229.0,23267.0,23310.0,23368.0,23396.0,23425.0,23460.0,23502.0,23557.0,23581.0,23628.0,23668.0,23718.0,23785.0,23817.0,23862.0,23910.0,23945.0,23972.0,24022.0,24053.0,24107.0,24135.0,24183.0,24233.0,24262.0,24314.0,24352.0,24419.0,24464.0,24511.0,24609.0,24664.0,24709.0,24757.0,24804.0,24867.0,24900.0,25006.0,25075.0,25176.0
5111312,28800.0,28826.0,28846.0,28871.0,28905.0,28941.0,28998.0,29063.0,29150.0,29193.0,29237.0,29288.0,29380.0,29475.0,29516.0,29584.0,29642.0,29715.0,29810.0,29855.0,29919.0,29987.0,30037.0,30075.0,30146.0,30188.0,30264.0,30303.0,30380.0,30451.0,30493.0,30577.0,30637.0,30735.0,30801.0,30878.0,31037.0,31130.0,31208.0,31285.0,31362.0,31452.0,31500.0,31623.0,31704.0,31822.0
5111314,42000.0,42044.0,42076.0,42105.0,42146.0,42189.0,42234.0,42284.0,42352.0,42385.0,42419.0,42460.0,42547.0,42621.0,42652.0,42716.0,42770.0,42839.0,42929.0,42969.0,43026.0,43086.0,43130.0,43164.0,43227.0,43265.0,43322.0,43352.0,43410.0,43465.0,43498.0,43549.0,43585.0,43645.0,43686.0,43729.0,43817.0,43868.0,43910.0,43954.0,43997.0,44044.0,44069.0,44190.0,44269.0,44385.0
5111317,55200.0,55241.0,55271.0,55301.0,55343.0,55386.0,55451.0,55524.0,55623.0,55671.0,55721.0,55780.0,55864.0,55943.0,55977.0,56046.0,56104.0,56178.0,56275.0,56312.0,56364.0,56419.0,56460.0,56491.0,56549.0,56584.0,56641.0,56671.0,56728.0,56789.0,56826.0,56877.0,56914.0,56968.0,57004.0,57049.0,57144.0,57199.0,57245.0,57284.0,57322.0,57375.0,57404.0,57524.0,57602.0,57716.0
5111319,63000.0,63034.0,63059.0,63085.0,63121.0,63158.0,63205.0,63258.0,63330.0,63365.0,63401.0,63444.0,63510.0,63574.0,63602.0,63656.0,63702.0,63760.0,63836.0,63870.0,63919.0,63971.0,64009.0,64038.0,64092.0,64125.0,64172.0,64196.0,64235.0,64288.0,64319.0,64366.0,64399.0,64453.0,64490.0,64525.0,64599.0,64651.0,64694.0,64733.0,64771.0,64800.0,64815.0,64945.0,65030.0,65154.0
5112977,24000.0,24030.0,24053.0,24073.0,24101.0,24129.0,24167.0,24210.0,24268.0,24296.0,24325.0,24360.0,24402.0,24457.0,24481.0,24528.0,24568.0,24618.0,24685.0,24717.0,24762.0,24810.0,24845.0,24872.0,24922.0,24953.0,25007.0,25035.0,25083.0,25133.0,25162.0,25214.0,25252.0,25319.0,25364.0,25411.0,25509.0,25564.0,25609.0,25657.0,25704.0,25767.0,25800.0,25906.0,25975.0,26076.0
5112979,30600.0,30638.0,30667.0,30703.0,30753.0,30805.0,30874.0,30952.0,31057.0,31108.0,31161.0,31223.0,31308.0,31436.0,31491.0,31575.0,31646.0,31736.0,31854.0,31894.0,31950.0,32010.0,32054.0,32087.0,32150.0,32188.0,32248.0,32279.0,32342.0,32410.0,32450.0,32513.0,32558.0,32637.0,32690.0,32750.0,32876.0,32942.0,32997.0,33050.0,33103.0,33164.0,33197.0,33306.0,33377.0,33481.0
5112981,38400.0,38444.0,38476.0,38505.0,38546.0,38589.0,38634.0,38684.0,38752.0,38785.0,38819.0,38860.0,38947.0,39021.0,39052.0,39116.0,39170.0,39239.0,39329.0,39369.0,39426.0,39486.0,39530.0,39564.0,39627.0,39665.0,39722.0,39752.0,39810.0,39865.0,39898.0,39949.0,39985.0,40045.0,40086.0,40129.0,40217.0,40268.0,40310.0,40354.0,40397.0,40444.0,40469.0,40590.0,40669.0,40785.0
5112982,49200.0,49244.0,49276.0,49305.0,49346.0,49389.0,49434.0,49484.0,49552.0,49585.0,49619.0,49660.0,49747.0,49821.0,49852.0,49916.0,49970.0,50039.0,50129.0,50169.0,50226.0,50286.0,50330.0,50364.0,50427.0,50465.0,50522.0,50552.0,50610.0,50665.0,50698.0,50749.0,50785.0,50845.0,50886.0,50929.0,51017.0,51068.0,51110.0,51154.0,51197.0,51244.0,51269.0,51390.0,51469.0,51585.0
5112985,66300.0,66334.0,66359.0,66381.0,66411.0,66443.0,66479.0,66520.0,66575.0,66602.0,66630.0,66663.0,66735.0,66802.0,66831.0,66881.0,66923.0,66977.0,67048.0,67080.0,67125.0,67173.0,67208.0,67235.0,67285.0,67314.0,67362.0,67387.0,67439.0,67487.0,67516.0,67559.0,67589.0,67648.0,67687.0,67728.0,67813.0,67860.0,67899.0,67933.0,67966.0,68004.0,68024.0,68140.0,68216.0,68327.0
5112987,72900.0,72926.0,72946.0,72966.0,72994.0,73023.0,73052.0,73084.0,73128.0,73149.0,73171.0,73197.0,73242.0,73281.0,73297.0,73335.0,73367.0,73407.0,73460.0,73487.0,73526.0,73567.0,73597.0,73620.0,73663.0,73689.0,73732.0,73755.0,73794.0,73834.0,73857.0,73889.0,73912.0,73959.0,73990.0,74028.0,74106.0,74145.0,74177.0,74205.0,74232.0,74263.0,74280.0,74376.0,74439.0,74531.0
5115260,25800.0,25830.0,25853.0,25873.0,25901.0,25929.0,25967.0,26010.0,26068.0,26096.0,26125.0,26160.0,26202.0,26257.0,26281.0,26328.0,26368.0,26418.0,26485.0,26517.0,26562.0,26610.0,26645.0,26672.0,26722.0,26753.0,26807.0,26835.0,26883.0,26933.0,26962.0,27014.0,27052.0,27119.0,27164.0,27211.0,27309.0,27364.0,27409.0,27457.0,27504.0,27567.0,27600.0,27706.0,27775.0,27876.0
5115262,32400.0,32438.0,32467.0,32503.0,32553.0,32605.0,32674.0,32752.0,32857.0,32908.0,32961.0,33023.0,33108.0,33236.0,33291.0,33375.0,33446.0,33536.0,33654.0,33694.0,33750.0,33810.0,33854.0,33887.0,33950.0,33988.0,34048.0,34079.0,34142.0,34210.0,34250.0,34313.0,34358.0,34437.0,34490.0,34550.0,34676.0,34742.0,34797.0,34850.0,34903.0,34964.0,34997.0,35106.0,35177.0,35281.0
5115264,39600.0,39644.0,39676.0,39705.0,39746.0,39789.0,39834.0,39884.0,39952.0,39985.0,40019.0,40060.0,40147.0,40221.0,40252.0,40316.0,40370.0,40439.0,40529.0,40569.0,40626.0,40686.0,40730.0,40764.0,40827.0,40865.0,40922.0,40952.0,41010.0,41065.0,41098.0,41149.0,41185.0,41245.0,41286.0,41329.0,41417.0,41468.0,41510.0,41554.0,41597.0,41644.0,41669.0,41790.0,41869.0,41985.0
5115266,46800.0,46844.0,46876.0,46905.0,46946.0,46989.0,47034.0,47084.0,47152.0,47185.0,47219.0,47260.0,47347.0,47421.0,47452.0,47516.0,47570.0,47639.0,47729.0,47769.0,47826.0,47886.0,47930.0,47964.0,48027.0,48065.0,48122.0,48152.0,48210.0,48265.0,48298.0,48349.0,48385.0,48445.0,48486.0,48529.0,48617.0,48668.0,48710.0,48754.0,48797.0,48844.0,48869.0,48990.0,49069.0,49185.0
5115268,54000.0,54034.0,54059.0,54090.0,54134.0,54179.0,54232.0,54292.0,54373.0,54412.0,54452.0,54500.0,54590.0,54702.0,54750.0,54820.0,54880.0,54956.0,55056.0,55101.0,55164.0,55231.0,55280.0,55317.0,55387.0,55431.0,55483.0,55510.0,55560.0,55622.0,55659.0,55710.0,55746.0,55803.0,55841.0,55883.0,55969.0,56017.0,56057.0,56096.0,56135.0,56188.0,56217.0,56347.0,56432.0,56555.0
5115270,62100.0,62134.0,62159.0,62185.0,62221.0,62258.0,62305.0,62358.0,62430.0,62465.0,62501.0,62544.0,62610.0,62674.0,62702.0,62756.0,62802.0,62860.0,62936.0,62970.0,63019.0,63071.0,63109.0,63138.0,63192.0,63225.0,63272.0,63296.0,63335.0,63388.0,63419.0,63466.0,63499.0,63553.0,63590.0,63625.0,63699.0,63751.0,63794.0,63833.0,63871.0,63900.0,63915.0,64045.0,64130.0,64254.0
5115272,69600.0,69634.0,69659.0,69681.0,69711.0,69743.0,69779.0,69820.0,69875.0,69902.0,69930.0,69963.0,70035.0,70102.0,70131.0,70181.0,70223.0,70277.0,70348.0,70380.0,70425.0,70473.0,70508.0,70535.0,70585.0,70614.0,70662.0,70687.0,70739.0,70787.0,70816.0,70859.0,70889.0,70948.0,70987.0,71028.0,71113.0,71160.0,71199.0,71233.0,71266.0,71304.0,71324.0,71440.0,71516.0,71627.0
5116488,26700.0,26726.0,26746.0,26771.0,26805.0,26841.0,26898.0,26963.0,27050.0,27093.0,27137.0,27188.0,27280.0,27375.0,27416.0,27484.0,27542.0,27615.0,27710.0,27755.0,27819.0,27887.0,27937.0,27975.0,28046.0,28088.0,28164.0,28203.0,28280.0,28351.0,28393.0,28477.0,28537.0,28635.0,28701.0,28778.0,28937.0,29030.0,29108.0,29185.0,29262.0,29352.0,29400.0,29523.0,29604.0,29722.0
5116490,33600.0,33626.0,33646.0,33675.0,33715.0,33756.0,33799.0,33847.0,33912.0,33944.0,33977.0,34015.0,34096.0,34172.0,34204.0,34266.0,34319.0,34386.0,34473.0,34511.0,34565.0,34623.0,34665.0,34697.0,34757.0,34794.0,34852.0,34882.0,34927.0,34980.0,35012.0,35055.0,35086.0,35144.0,35183.0,35228.0,35321.0,35369.0,35409.0,35456.0,35503.0,35556.0,35584.0,35697.0,35771.0,35880.0
5116492,40800.0,40844.0,40876.0,40905.0,40946.0,40989.0,41034.0,41084.0,41152.0,41185.0,41219.0,41260.0,41347.0,41421.0,41452.0,41516.0,41570.0,41639.0,41729.0,41769.0,41826.0,41886.0,41930.0,41964.0,42027.0,42065.0,42122.0,42152.0,42210.0,42265.0,42298.0,42349.0,42385.0,42445.0,42486.0,42529.0,42617.0,42668.0,42710.0,42754.0,42797.0,42844.0,42869.0,42990.0,43069.0,43185.0
5116497,67500.0,67534.0,67559.0,67581.0,67611.0,67643.0,67679.0,67720.0,67775.0,67802.0,67830.0,67863.0,67935.0,68002.0,68031.0,68081.0,68123.0,68177.0,68248.0,68280.0,68325.0,68373.0,68408.0,68435.0,68485.0,68514.0,68562.0,68587.0,68639.0,68687.0,68716.0,68759.0,68789.0,68848.0,68887.0,68928.0,69013.0,69060.0,69099.0,69133.0,69166.0,69204.0,69224.0,69340.0,69416.0,69527.0
5116499,74700.0,74726.0,74746.0,74766.0,74794.0,74823.0,74852.0,74884.0,74928.0,74949.0,74971.0,74997.0,75042.0,75081.0,75097.0,75135.0,75167.0,75207.0,75260.0,75287.0,75326.0,75367.0,75397.0,75420.0,75463.0,75489.0,75532.0,75555.0,75594.0,75634.0,75657.0,75689.0,75712.0,75759.0,75790.0,75828.0,75906.0,75945.0,75977.0,76005.0,76032.0,76063.0,76080.0,76176.0,76239.0,76331.0
5116501,80100.0,80126.0,80146.0,80166.0,80194.0,80223.0,80252.0,80284.0,80328.0,80349.0,80371.0,80397.0,80442.0,80481.0,80497.0,80535.0,80567.0,80607.0,80660.0,80687.0,80726.0,80767.0,80797.0,80820.0,80863.0,80889.0,80932.0,80955.0,80994.0,81034.0,81057.0,81089.0,81112.0,81159.0,81190.0,81228.0,81306.0,81345.0,81377.0,81405.0,81432.0,81463.0,81480.0,81576.0,81639.0,81731.0
