tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
5019008,28200.0,28292.0,28333.0,28358.0,28444.0,28509.0,28601.0,28635.0,28739.0,28859.0,28936.0,29030.0,29071.0,29137.0,29250.0,29324.0,29507.0,29752.0,29916.0,30030.0,30108.0,30206.0,30280.0,30353.0,30424.0,30472.0,30634.0,30781.0,30840.0,30907.0,30943.0,31031.0,31079.0,31103.0,31139.0,31187.0,31220.0,31254.0,31299.0,31340.0,31366.0,31432.0,31566.0,31642.0,31728.0,31772.0,31819.0
5019012,45000.0,45068.0,45098.0,45117.0,45182.0,45222.0,45279.0,45300.0,45364.0,45439.0,45487.0,45545.0,45579.0,45633.0,45768.0,45856.0,46057.0,46310.0,46480.0,46598.0,46679.0,46783.0,46861.0,46957.0,47032.0,47082.0,47252.0,47386.0,47441.0,47504.0,47532.0,47601.0,47638.0,47662.0,47700.0,47752.0,47787.0,47823.0,47871.0,47915.0,47942.0,47997.0,48110.0,48187.0,48275.0,48320.0,48367.0
5019014,53400.0,53484.0,53521.0,53544.0,53624.0,53663.0,53719.0,53740.0,53803.0,53876.0,53923.0,53981.0,54016.0,54071.0,54195.0,54276.0,54479.0,54727.0,54893.0,55009.0,55089.0,55175.0,55240.0,55327.0,55402.0,55452.0,55623.0,55752.0,55811.0,55878.0,55906.0,55975.0,56013.0,56036.0,56071.0,56123.0,56158.0,56194.0,56242.0,56286.0,56314.0,56373.0,56494.0,56575.0,56667.0,56714.0,56764.0
5019016,62400.0,62468.0,62498.0,62517.0,62582.0,62626.0,62689.0,62712.0,62783.0,62865.0,62918.0,62982.0,63011.0,63056.0,63174.0,63252.0,63444.0,63737.0,63934.0,64071.0,64165.0,64260.0,64332.0,64420.0,64485.0,64528.0,64675.0,64791.0,64842.0,64900.0,64925.0,64988.0,65022.0,65046.0,65083.0,65131.0,65164.0,65197.0,65242.0,65283.0,65308.0,65367.0,65488.0,65553.0,65627.0,65665.0,65705.0
5019018,71100.0,71157.0,71182.0,71198.0,71251.0,71288.0,71341.0,71360.0,71419.0,71488.0,71532.0,71586.0,71615.0,71661.0,71775.0,71849.0,72021.0,72256.0,72413.0,72523.0,72598.0,72678.0,72738.0,72813.0,72870.0,72908.0,73039.0,73154.0,73201.0,73255.0,73277.0,73332.0,73363.0,73387.0,73423.0,73470.0,73502.0,73535.0,73579.0,73619.0,73644.0,73697.0,73805.0,73863.0,73929.0,73963.0,74000.0
5019081,29400.0,29492.0,29533.0,29558.0,29644.0,29709.0,29801.0,29835.0,29939.0,30059.0,30136.0,30230.0,30271.0,30337.0,30450.0,30524.0,30707.0,30952.0,31116.0,31230.0,31308.0,31406.0,31480.0,31553.0,31624.0,31672.0,31834.0,31981.0,32040.0,32107.0,32143.0,32231.0,32279.0,32303.0,32339.0,32387.0,32420.0,32454.0,32499.0,32540.0,32566.0,32632.0,32766.0,32842.0,32928.0,32972.0,33019.0
5019083,37800.0,37872.0,37904.0,37924.0,37992.0,38034.0,38094.0,38116.0,38183.0,38261.0,38311.0,38372.0,38410.0,38470.0,38606.0,38695.0,38914.0,39178.0,39355.0,39478.0,39562.0,39660.0,39734.0,39822.0,39894.0,39942.0,40106.0,40231.0,40280.0,40335.0,40359.0,40418.0,40449.0,40473.0,40510.0,40560.0,40594.0,40629.0,40675.0,40717.0,40743.0,40801.0,40920.0,40984.0,41056.0,41093.0,41132.0
5019085,46200.0,46268.0,46298.0,46317.0,46382.0,46422.0,46479.0,46500.0,46564.0,46639.0,46687.0,46745.0,46779.0,46833.0,46968.0,47056.0,47257.0,47510.0,47680.0,47798.0,47879.0,47983.0,48061.0,48157.0,48232.0,48282.0,48452.0,48586.0,48641.0,48704.0,48732.0,48801.0,48838.0,48862.0,48900.0,48952.0,48987.0,49023.0,49071.0,49115.0,49142.0,49197.0,49310.0,49387.0,49475.0,49520.0,49567.0
5019087,54600.0,54684.0,54721.0,54744.0,54824.0,54863.0,54919.0,54940.0,55003.0,55076.0,55123.0,55181.0,55216.0,55271.0,55395.0,55476.0,55679.0,55927.0,56093.0,56209.0,56289.0,56375.0,56440.0,56527.0,56602.0,56652.0,56823.0,56952.0,57011.0,57078.0,57106.0,57175.0,57213.0,57236.0,57271.0,57323.0,57358.0,57394.0,57442.0,57486.0,57514.0,57573.0,57694.0,57775.0,57867.0,57914.0,57964.0
5019089,64200.0,64268.0,64298.0,64317.0,64382.0,64426.0,64489.0,64512.0,64583.0,64665.0,64718.0,64782.0,64811.0,64856.0,64974.0,65052.0,65244.0,65537.0,65734.0,65871.0,65965.0,66060.0,66132.0,66220.0,66285.0,66328.0,66475.0,66591.0,66642.0,66700.0,66725.0,66788.0,66822.0,66846.0,66883.0,66931.0,66964.0,66997.0,67042.0,67083.0,67108.0,67167.0,67288.0,67353.0,67427.0,67465.0,67505.0
5084261,33600.0,33652.0,33675.0,33689.0,33738.0,33772.0,33820.0,33838.0,33892.0,33955.0,33995.0,34042.0,34073.0,34122.0,34203.0,34256.0,34413.0,34573.0,34680.0,34755.0,34806.0,34872.0,34922.0,34951.0,35003.0,35038.0,35157.0,35259.0,35282.0,35309.0,35326.0,35369.0,35392.0,35410.0,35438.0,35491.0,35527.0,35564.0,35613.0,35658.0,35685.0,35718.0,35784.0,35835.0,35893.0,35923.0,35953.0
5084263,39600.0,39661.0,39688.0,39705.0,39763.0,39802.0,39858.0,39879.0,39942.0,40015.0,40062.0,40117.0,40150.0,40202.0,40294.0,40355.0,40520.0,40708.0,40834.0,40922.0,40983.0,41069.0,41133.0,41201.0,41262.0,41303.0,41442.0,41562.0,41598.0,41638.0,41660.0,41714.0,41743.0,41766.0,41801.0,41840.0,41866.0,41893.0,41929.0,41962.0,41983.0,42027.0,42116.0,42166.0,42223.0,42252.0,42282.0
5084265,46800.0,46877.0,46911.0,46932.0,47004.0,47048.0,47110.0,47133.0,47203.0,47285.0,47337.0,47402.0,47433.0,47482.0,47597.0,47672.0,47841.0,48049.0,48189.0,48286.0,48353.0,48437.0,48500.0,48583.0,48643.0,48683.0,48821.0,48939.0,48980.0,49026.0,49046.0,49095.0,49121.0,49141.0,49173.0,49217.0,49247.0,49278.0,49319.0,49356.0,49379.0,49428.0,49529.0,49592.0,49664.0,49701.0,49739.0
5084267,54000.0,54050.0,54072.0,54086.0,54134.0,54166.0,54211.0,54228.0,54279.0,54339.0,54377.0,54424.0,54444.0,54477.0,54607.0,54693.0,54933.0,55138.0,55276.0,55372.0,55438.0,55582.0,55690.0,55747.0,55836.0,55896.0,56099.0,56269.0,56331.0,56401.0,56423.0,56477.0,56506.0,56542.0,56598.0,56663.0,56707.0,56752.0,56813.0,56868.0,56903.0,56955.0,57061.0,57139.0,57228.0,57274.0,57321.0
5084269,61200.0,61259.0,61285.0,61301.0,61356.0,61391.0,61441.0,61459.0,61515.0,61580.0,61622.0,61673.0,61699.0,61741.0,61847.0,61916.0,62076.0,62287.0,62429.0,62528.0,62595.0,62683.0,62749.0,62811.0,62865.0,62901.0,63024.0,63160.0,63201.0,63248.0,63268.0,63318.0,63345.0,63367.0,63402.0,63444.0,63473.0,63502.0,63541.0,63577.0,63600.0,63653.0,63760.0,63833.0,63915.0,63958.0,64002.0
5084271,68400.0,68444.0,68463.0,68475.0,68516.0,68547.0,68590.0,68606.0,68655.0,68712.0,68748.0,68793.0,68819.0,68861.0,68935.0,68983.0,69175.0,69369.0,69499.0,69590.0,69651.0,69721.0,69773.0,69833.0,69886.0,69922.0,70043.0,70130.0,70166.0,70206.0,70223.0,70265.0,70287.0,70310.0,70345.0,70389.0,70419.0,70450.0,70491.0,70528.0,70552.0,70594.0,70679.0,70723.0,70773.0,70799.0,70827.0
5084273,75600.0,75645.0,75665.0,75678.0,75720.0,75750.0,75793.0,75809.0,75857.0,75913.0,75949.0,75993.0,76022.0,76069.0,76163.0,76224.0,76424.0,76625.0,76760.0,76854.0,76917.0,77001.0,77064.0,77119.0,77165.0,77196.0,77301.0,77401.0,77441.0,77487.0,77503.0,77543.0,77564.0,77597.0,77647.0,77685.0,77711.0,77738.0,77774.0,77806.0,77827.0,77866.0,77946.0,77995.0,78050.0,78078.0,78108.0
5084275,83400.0,83445.0,83465.0,83478.0,83520.0,83550.0,83593.0,83609.0,83657.0,83713.0,83749.0,83793.0,83822.0,83869.0,83963.0,84024.0,84224.0,84425.0,84560.0,84654.0,84717.0,84801.0,84864.0,84919.0,84965.0,84996.0,85101.0,85201.0,85241.0,85287.0,85303.0,85343.0,85364.0,85397.0,85447.0,85485.0,85511.0,85538.0,85574.0,85606.0,85627.0,85666.0,85746.0,85795.0,85850.0,85878.0,85908.0
5084360,35400.0,35461.0,35488.0,35505.0,35563.0,35602.0,35658.0,35679.0,35742.0,35815.0,35862.0,35917.0,35950.0,36002.0,36094.0,36155.0,36320.0,36508.0,36634.0,36722.0,36783.0,36869.0,36933.0,37001.0,37062.0,37103.0,37242.0,37362.0,37398.0,37438.0,37460.0,37514.0,37543.0,37566.0,37601.0,37640.0,37666.0,37693.0,37729.0,37762.0,37783.0,37827.0,37916.0,37966.0,38023.0,38052.0,38082.0
5084364,49200.0,49277.0,49311.0,49332.0,49404.0,49448.0,49510.0,49533.0,49603.0,49685.0,49737.0,49802.0,49833.0,49882.0,49997.0,50072.0,50241.0,50449.0,50589.0,50686.0,50753.0,50837.0,50900.0,50983.0,51043.0,51083.0,51221.0,51339.0,51380.0,51426.0,51446.0,51495.0,51521.0,51541.0,51573.0,51617.0,51647.0,51678.0,51719.0,51756.0,51779.0,51828.0,51929.0,51992.0,52064.0,52101.0,52139.0
5084366,56400.0,56463.0,56491.0,56509.0,56569.0,56605.0,56657.0,56676.0,56734.0,56802.0,56845.0,56898.0,56932.0,56986.0,57195.0,57332.0,57497.0,57737.0,57898.0,58010.0,58087.0,58162.0,58219.0,58298.0,58358.0,58398.0,58536.0,58654.0,58693.0,58738.0,58758.0,58807.0,58834.0,58853.0,58883.0,58932.0,58965.0,58999.0,59045.0,59086.0,59112.0,59161.0,59260.0,59334.0,59418.0,59461.0,59506.0
5084368,63600.0,63659.0,63685.0,63701.0,63756.0,63791.0,63841.0,63859.0,63915.0,63980.0,64022.0,64073.0,64099.0,64141.0,64247.0,64316.0,64476.0,64687.0,64829.0,64928.0,64995.0,65083.0,65149.0,65211.0,65265.0,65301.0,65424.0,65560.0,65601.0,65648.0,65668.0,65718.0,65745.0,65767.0,65802.0,65844.0,65873.0,65902.0,65941.0,65977.0,66000.0,66053.0,66160.0,66233.0,66315.0,66358.0,66402.0
5084370,70800.0,70844.0,70863.0,70875.0,70916.0,70947.0,70990.0,71006.0,71055.0,71112.0,71148.0,71193.0,71219.0,71261.0,71335.0,71383.0,71575.0,71769.0,71899.0,71990.0,72051.0,72121.0,72173.0,72233.0,72286.0,72322.0,72443.0,72530.0,72566.0,72606.0,72623.0,72665.0,72687.0,72710.0,72745.0,72789.0,72819.0,72850.0,72891.0,72928.0,72952.0,72994.0,73079.0,73123.0,73173.0,73199.0,73227.0
5084372,77400.0,77445.0,77465.0,77478.0,77520.0,77550.0,77593.0,77609.0,77657.0,77713.0,77749.0,77793.0,77822.0,77869.0,77963.0,78024.0,78224.0,78425.0,78560.0,78654.0,78717.0,78801.0,78864.0,78919.0,78965.0,78996.0,79101.0,79201.0,79241.0,79287.0,79303.0,79343.0,79364.0,79397.0,79447.0,79485.0,79511.0,79538.0,79574.0,79606.0,79627.0,79666.0,79746.0,79795.0,79850.0,79878.0,79908.0
5084774,22200.0,22260.0,22287.0,22304.0,22359.0,22396.0,22448.0,22467.0,22526.0,22594.0,22638.0,22692.0,22723.0,22771.0,22869.0,22934.0,23086.0,23242.0,23347.0,23420.0,23470.0,23548.0,23607.0,23651.0,23697.0,23728.0,23833.0,23921.0,23951.0,23984.0,24000.0,24041.0,24063.0,24081.0,24110.0,24145.0,24169.0,24193.0,24226.0,24256.0,24275.0,24311.0,24385.0,24429.0,24479.0,24505.0,24531.0
5084776,30000.0,30105.0,30152.0,30181.0,30279.0,30331.0,30406.0,30434.0,30518.0,30616.0,30679.0,30755.0,30798.0,30866.0,30996.0,31082.0,31300.0,31580.0,31768.0,31899.0,31989.0,32083.0,32154.0,32239.0,32308.0,32354.0,32509.0,32629.0,32667.0,32709.0,32731.0,32785.0,32814.0,32836.0,32869.0,32914.0,32945.0,32976.0,33018.0,33056.0,33081.0,33133.0,33238.0,33298.0,33366.0,33401.0,33439.0
5084778,38400.0,38469.0,38500.0,38519.0,38585.0,38625.0,38682.0,38703.0,38768.0,38843.0,38891.0,38950.0,38986.0,39044.0,39174.0,39260.0,39471.0,39725.0,39895.0,40014.0,40094.0,40188.0,40259.0,40344.0,40413.0,40459.0,40617.0,40737.0,40784.0,40837.0,40860.0,40916.0,40947.0,40970.0,41006.0,41054.0,41086.0,41119.0,41164.0,41204.0,41230.0,41286.0,41400.0,41461.0,41530.0,41566.0,41604.0
5084780,46800.0,46866.0,46895.0,46913.0,46975.0,47013.0,47068.0,47088.0,47150.0,47222.0,47268.0,47324.0,47357.0,47409.0,47538.0,47623.0,47816.0,48059.0,48222.0,48336.0,48414.0,48514.0,48589.0,48681.0,48753.0,48801.0,48965.0,49094.0,49147.0,49207.0,49234.0,49300.0,49336.0,49360.0,49396.0,49446.0,49480.0,49515.0,49561.0,49603.0,49629.0,49682.0,49791.0,49865.0,49949.0,49992.0,50038.0
5084782,55200.0,55268.0,55298.0,55317.0,55382.0,55420.0,55474.0,55494.0,55555.0,55626.0,55672.0,55728.0,55760.0,55812.0,55929.0,56006.0,56194.0,56455.0,56630.0,56752.0,56836.0,56924.0,56990.0,57087.0,57160.0,57208.0,57373.0,57511.0,57575.0,57647.0,57676.0,57747.0,57785.0,57808.0,57844.0,57893.0,57926.0,57960.0,58006.0,58047.0,58074.0,58134.0,58257.0,58325.0,58403.0,58443.0,58485.0
5084784,64800.0,64866.0,64895.0,64913.0,64975.0,65017.0,65077.0,65099.0,65167.0,65246.0,65297.0,65360.0,65387.0,65431.0,65545.0,65619.0,65804.0,66086.0,66275.0,66407.0,66497.0,66589.0,66658.0,66743.0,66805.0,66846.0,66988.0,67100.0,67149.0,67205.0,67229.0,67289.0,67322.0,67345.0,67381.0,67427.0,67458.0,67490.0,67533.0,67572.0,67597.0,67654.0,67770.0,67833.0,67904.0,67941.0,67979.0
5084786,73200.0,73244.0,73264.0,73276.0,73318.0,73347.0,73389.0,73404.0,73451.0,73506.0,73541.0,73584.0,73608.0,73645.0,73748.0,73815.0,73980.0,74180.0,74314.0,74407.0,74471.0,74548.0,74605.0,74659.0,74707.0,74739.0,74849.0,74944.0,74984.0,75029.0,75049.0,75097.0,75123.0,75147.0,75184.0,75229.0,75260.0,75291.0,75333.0,75371.0,75396.0,75441.0,75534.0,75582.0,75636.0,75664.0,75694.0
5084788,80400.0,80444.0,80464.0,80476.0,80518.0,80547.0,80589.0,80604.0,80651.0,80706.0,80741.0,80784.0,80808.0,80845.0,80948.0,81015.0,81180.0,81380.0,81514.0,81607.0,81671.0,81748.0,81805.0,81859.0,81907.0,81939.0,82049.0,82144.0,82184.0,82229.0,82249.0,82297.0,82323.0,82347.0,82384.0,82429.0,82460.0,82491.0,82533.0,82571.0,82596.0,82641.0,82734.0,82782.0,82836.0,82864.0,82894.0
5084895,29400.0,29488.0,29527.0,29552.0,29635.0,29697.0,29785.0,29818.0,29918.0,30034.0,30108.0,30198.0,30238.0,30301.0,30410.0,30481.0,30657.0,30892.0,31050.0,31160.0,31235.0,31329.0,31400.0,31470.0,31539.0,31585.0,31740.0,31881.0,31938.0,32002.0,32036.0,32121.0,32167.0,32190.0,32225.0,32271.0,32303.0,32335.0,32378.0,32417.0,32443.0,32506.0,32635.0,32708.0,32791.0,32834.0,32878.0
5084897,37800.0,37869.0,37900.0,37919.0,37985.0,38025.0,38082.0,38103.0,38168.0,38243.0,38291.0,38350.0,38386.0,38444.0,38574.0,38660.0,38871.0,39125.0,39295.0,39414.0,39494.0,39588.0,39659.0,39744.0,39813.0,39859.0,40017.0,40137.0,40184.0,40237.0,40260.0,40316.0,40347.0,40370.0,40406.0,40454.0,40486.0,40519.0,40564.0,40604.0,40630.0,40686.0,40800.0,40861.0,40930.0,40966.0,41004.0
5084899,46200.0,46266.0,46295.0,46313.0,46375.0,46413.0,46468.0,46488.0,46550.0,46622.0,46668.0,46724.0,46757.0,46809.0,46938.0,47023.0,47216.0,47459.0,47622.0,47736.0,47814.0,47914.0,47989.0,48081.0,48153.0,48201.0,48365.0,48494.0,48547.0,48607.0,48634.0,48700.0,48736.0,48760.0,48796.0,48846.0,48880.0,48915.0,48961.0,49003.0,49029.0,49082.0,49191.0,49265.0,49349.0,49392.0,49438.0
5084901,54600.0,54681.0,54717.0,54739.0,54815.0,54853.0,54907.0,54927.0,54988.0,55059.0,55104.0,55158.0,55192.0,55245.0,55364.0,55442.0,55637.0,55876.0,56036.0,56148.0,56224.0,56307.0,56369.0,56453.0,56525.0,56573.0,56738.0,56862.0,56919.0,56983.0,57010.0,57077.0,57113.0,57135.0,57169.0,57219.0,57253.0,57288.0,57335.0,57377.0,57403.0,57460.0,57576.0,57654.0,57743.0,57789.0,57836.0
5084903,64200.0,64266.0,64295.0,64313.0,64375.0,64417.0,64477.0,64499.0,64567.0,64646.0,64697.0,64760.0,64787.0,64831.0,64945.0,65019.0,65204.0,65486.0,65675.0,65807.0,65897.0,65989.0,66058.0,66143.0,66205.0,66246.0,66388.0,66500.0,66549.0,66605.0,66629.0,66689.0,66722.0,66745.0,66781.0,66827.0,66858.0,66890.0,66933.0,66972.0,66997.0,67054.0,67170.0,67233.0,67304.0,67341.0,67379.0
5085704,24300.0,24354.0,24378.0,24393.0,24445.0,24488.0,24549.0,24572.0,24641.0,24721.0,24772.0,24835.0,24870.0,24925.0,25023.0,25088.0,25241.0,25416.0,25534.0,25616.0,25672.0,25761.0,25827.0,25883.0,25937.0,25973.0,26094.0,26210.0,26253.0,26302.0,26323.0,26376.0,26405.0,26424.0,26454.0,26490.0,26514.0,26539.0,26573.0,26603.0,26623.0,26677.0,26787.0,26836.0,26891.0,26919.0,26949.0
5085706,33300.0,33405.0,33452.0,33481.0,33579.0,33631.0,33706.0,33734.0,33818.0,33916.0,33979.0,34055.0,34098.0,34166.0,34296.0,34382.0,34600.0,34880.0,35068.0,35199.0,35289.0,35383.0,35454.0,35539.0,35608.0,35654.0,35809.0,35929.0,35967.0,36009.0,36031.0,36085.0,36114.0,36136.0,36169.0,36214.0,36245.0,36276.0,36318.0,36356.0,36381.0,36433.0,36538.0,36598.0,36666.0,36701.0,36739.0
5085708,42300.0,42366.0,42395.0,42413.0,42475.0,42513.0,42568.0,42588.0,42650.0,42722.0,42768.0,42824.0,42857.0,42909.0,43038.0,43123.0,43316.0,43559.0,43722.0,43836.0,43914.0,44014.0,44089.0,44181.0,44253.0,44301.0,44465.0,44594.0,44647.0,44707.0,44734.0,44800.0,44836.0,44860.0,44896.0,44946.0,44980.0,45015.0,45061.0,45103.0,45129.0,45182.0,45291.0,45365.0,45449.0,45492.0,45538.0
5085710,51000.0,51066.0,51095.0,51113.0,51175.0,51213.0,51268.0,51288.0,51350.0,51422.0,51468.0,51524.0,51557.0,51609.0,51738.0,51823.0,52016.0,52259.0,52422.0,52536.0,52614.0,52714.0,52789.0,52881.0,52953.0,53001.0,53165.0,53294.0,53347.0,53407.0,53434.0,53500.0,53536.0,53560.0,53596.0,53646.0,53680.0,53715.0,53761.0,53803.0,53829.0,53882.0,53991.0,54065.0,54149.0,54192.0,54238.0
5085712,60000.0,60061.0,60088.0,60105.0,60163.0,60203.0,60260.0,60281.0,60345.0,60419.0,60466.0,60524.0,60555.0,60604.0,60707.0,60774.0,60952.0,61241.0,61435.0,61570.0,61662.0,61761.0,61836.0,61924.0,61995.0,62042.0,62202.0,62323.0,62400.0,62486.0,62513.0,62579.0,62615.0,62638.0,62673.0,62724.0,62758.0,62793.0,62840.0,62883.0,62911.0,62965.0,63075.0,63136.0,63206.0,63242.0,63280.0
5086517,55800.0,55868.0,55898.0,55917.0,55982.0,56020.0,56074.0,56094.0,56155.0,56226.0,56272.0,56328.0,56360.0,56412.0,56529.0,56606.0,56794.0,57055.0,57230.0,57352.0,57436.0,57524.0,57590.0,57687.0,57760.0,57808.0,57973.0,58111.0,58175.0,58247.0,58276.0,58347.0,58385.0,58408.0,58444.0,58493.0,58526.0,58560.0,58606.0,58647.0,58674.0,58734.0,58857.0,58925.0,59003.0,59043.0,59085.0
5086519,65700.0,65766.0,65795.0,65813.0,65875.0,65917.0,65977.0,65999.0,66067.0,66146.0,66197.0,66260.0,66287.0,66331.0,66445.0,66519.0,66704.0,66986.0,67175.0,67307.0,67397.0,67489.0,67558.0,67643.0,67705.0,67746.0,67888.0,68000.0,68049.0,68105.0,68129.0,68189.0,68222.0,68245.0,68281.0,68327.0,68358.0,68390.0,68433.0,68472.0,68497.0,68554.0,68670.0,68733.0,68804.0,68841.0,68879.0
5086521,74400.0,74444.0,74464.0,74476.0,74518.0,74547.0,74589.0,74604.0,74651.0,74706.0,74741.0,74784.0,74808.0,74845.0,74948.0,75015.0,75180.0,75380.0,75514.0,75607.0,75671.0,75748.0,75805.0,75859.0,75907.0,75939.0,76049.0,76144.0,76184.0,76229.0,76249.0,76297.0,76323.0,76347.0,76384.0,76429.0,76460.0,76491.0,76533.0,76571.0,76596.0,76641.0,76734.0,76782.0,76836.0,76864.0,76894.0
5086523,81900.0,81944.0,81964.0,81976.0,82018.0,82047.0,82089.0,82104.0,82151.0,82206.0,82241.0,82284.0,82308.0,82345.0,82448.0,82515.0,82680.0,82880.0,83014.0,83107.0,83171.0,83248.0,83305.0,83359.0,83407.0,83439.0,83549.0,83644.0,83684.0,83729.0,83749.0,83797.0,83823.0,83847.0,83884.0,83929.0,83960.0,83991.0,84033.0,84071.0,84096.0,84141.0,84234.0,84282.0,84336.0,84364.0,84394.0
5088944,30600.0,30705.0,30752.0,30781.0,30879.0,30931.0,31006.0,31034.0,31118.0,31216.0,31279.0,31355.0,31398.0,31466.0,31596.0,31682.0,31900.0,32180.0,32368.0,32499.0,32589.0,32683.0,32754.0,32839.0,32908.0,32954.0,33109.0,33229.0,33267.0,33309.0,33331.0,33385.0,33414.0,33436.0,33469.0,33514.0,33545.0,33576.0,33618.0,33656.0,33681.0,33733.0,33838.0,33898.0,33966.0,34001.0,34039.0
5088946,39000.0,39069.0,39100.0,39119.0,39185.0,39225.0,39282.0,39303.0,39368.0,39443.0,39491.0,39550.0,39586.0,39644.0,39774.0,39860.0,40071.0,40325.0,40495.0,40614.0,40694.0,40788.0,40859.0,40944.0,41013.0,41059.0,41217.0,41337.0,41384.0,41437.0,41460.0,41516.0,41547.0,41570.0,41606.0,41654.0,41686.0,41719.0,41764.0,41804.0,41830.0,41886.0,42000.0,42061.0,42130.0,42166.0,42204.0
5088948,47700.0,47766.0,47795.0,47813.0,47875.0,47913.0,47968.0,47988.0,48050.0,48122.0,48168.0,48224.0,48257.0,48309.0,48438.0,48523.0,48716.0,48959.0,49122.0,49236.0,49314.0,49414.0,49489.0,49581.0,49653.0,49701.0,49865.0,49994.0,50047.0,50107.0,50134.0,50200.0,50236.0,50260.0,50296.0,50346.0,50380.0,50415.0,50461.0,50503.0,50529.0,50582.0,50691.0,50765.0,50849.0,50892.0,50938.0
5088950,56400.0,56468.0,56498.0,56517.0,56582.0,56620.0,56674.0,56694.0,56755.0,56826.0,56872.0,56928.0,56960.0,57012.0,57129.0,57206.0,57394.0,57655.0,57830.0,57952.0,58036.0,58124.0,58190.0,58287.0,58360.0,58408.0,58573.0,58711.0,58775.0,58847.0,58876.0,58947.0,58985.0,59008.0,59044.0,59093.0,59126.0,59160.0,59206.0,59247.0,59274.0,59334.0,59457.0,59525.0,59603.0,59643.0,59685.0
5089051,40800.0,40861.0,40888.0,40905.0,40963.0,41002.0,41058.0,41079.0,41142.0,41215.0,41262.0,41317.0,41350.0,41402.0,41494.0,41555.0,41720.0,41908.0,42034.0,42122.0,42183.0,42269.0,42333.0,42401.0,42462.0,42503.0,42642.0,42762.0,42798.0,42838.0,42860.0,42914.0,42943.0,42966.0,43001.0,43040.0,43066.0,43093.0,43129.0,43162.0,43183.0,43227.0,43316.0,43366.0,43423.0,43452.0,43482.0
5089053,48000.0,48077.0,48111.0,48132.0,48204.0,48248.0,48310.0,48333.0,48403.0,48485.0,48537.0,48602.0,48633.0,48682.0,48797.0,48872.0,49041.0,49249.0,49389.0,49486.0,49553.0,49637.0,49700.0,49783.0,49843.0,49883.0,50021.0,50139.0,50180.0,50226.0,50246.0,50295.0,50321.0,50341.0,50373.0,50417.0,50447.0,50478.0,50519.0,50556.0,50579.0,50628.0,50729.0,50792.0,50864.0,50901.0,50939.0
5089057,62400.0,62459.0,62485.0,62501.0,62556.0,62591.0,62641.0,62659.0,62715.0,62780.0,62822.0,62873.0,62899.0,62941.0,63047.0,63116.0,63276.0,63487.0,63629.0,63728.0,63795.0,63883.0,63949.0,64011.0,64065.0,64101.0,64224.0,64360.0,64401.0,64448.0,64468.0,64518.0,64545.0,64567.0,64602.0,64644.0,64673.0,64702.0,64741.0,64777.0,64800.0,64853.0,64960.0,65033.0,65115.0,65158.0,65202.0
5089059,69600.0,69644.0,69663.0,69675.0,69716.0,69747.0,69790.0,69806.0,69855.0,69912.0,69948.0,69993.0,70019.0,70061.0,70135.0,70183.0,70375.0,70569.0,70699.0,70790.0,70851.0,70921.0,70973.0,71033.0,71086.0,71122.0,71243.0,71330.0,71366.0,71406.0,71423.0,71465.0,71487.0,71510.0,71545.0,71589.0,71619.0,71650.0,71691.0,71728.0,71752.0,71794.0,71879.0,71923.0,71973.0,71999.0,72027.0
5090423,26700.0,26788.0,26827.0,26852.0,26935.0,26997.0,27085.0,27118.0,27218.0,27334.0,27408.0,27498.0,27538.0,27601.0,27710.0,27781.0,27957.0,28192.0,28350.0,28460.0,28535.0,28629.0,28700.0,28770.0,28839.0,28885.0,29040.0,29181.0,29238.0,29302.0,29336.0,29421.0,29467.0,29490.0,29525.0,29571.0,29603.0,29635.0,29678.0,29717.0,29743.0,29806.0,29935.0,30008.0,30091.0,30134.0,30178.0
5090425,35100.0,35169.0,35200.0,35219.0,35285.0,35325.0,35382.0,35403.0,35468.0,35543.0,35591.0,35650.0,35686.0,35744.0,35874.0,35960.0,36171.0,36425.0,36595.0,36714.0,36794.0,36888.0,36959.0,37044.0,37113.0,37159.0,37317.0,37437.0,37484.0,37537.0,37560.0,37616.0,37647.0,37670.0,37706.0,37754.0,37786.0,37819.0,37864.0,37904.0,37930.0,37986.0,38100.0,38161.0,38230.0,38266.0,38304.0
5090427,43800.0,43866.0,43895.0,43913.0,43975.0,44013.0,44068.0,44088.0,44150.0,44222.0,44268.0,44324.0,44357.0,44409.0,44538.0,44623.0,44816.0,45059.0,45222.0,45336.0,45414.0,45514.0,45589.0,45681.0,45753.0,45801.0,45965.0,46094.0,46147.0,46207.0,46234.0,46300.0,46336.0,46360.0,46396.0,46446.0,46480.0,46515.0,46561.0,46603.0,46629.0,46682.0,46791.0,46865.0,46949.0,46992.0,47038.0
