tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
5091894,58200.0,58379.0,58507.0,58588.0,58644.0,58869.0,59035.0,59278.0,59413.0,59516.0,59583.0,59666.0,59741.0,59808.0,59858.0,59926.0,59991.0,60040.0,60124.0,60186.0,60217.0,60243.0,60301.0,60378.0,60450.0,60503.0,60588.0,60657.0,60705.0,60825.0,60873.0,60949.0,60991.0,61071.0,61121.0,61156.0,61206.0,61262.0,61349.0,61430.0,61452.0,61483.0,61517.0,61567.0,61610.0,61684.0,61742.0,61826.0,61880.0,61989.0,62018.0,62078.0,62090.0,62118.0,62142.0,62305.0,62426.0,62476.0,62555.0,62643.0,62695.0,62761.0,62839.0,62893.0,62954.0,63007.0,63094.0,63126.0,63181.0,63267.0
5091992,46800.0,46918.0,47002.0,47075.0,47125.0,47288.0,47409.0,47597.0,47701.0,47772.0,47819.0,47874.0,47925.0,47974.0,48012.0,48057.0,48100.0,48126.0,48191.0,48239.0,48267.0,48292.0,48344.0,48400.0,48453.0,48495.0,48563.0,48607.0,48650.0,48768.0,48806.0,48857.0,48898.0,48977.0,49014.0,49041.0,49082.0,49129.0,49203.0,49274.0,49293.0,49324.0,49354.0,49397.0,49434.0,49497.0,49551.0,49618.0,49662.0,49738.0,49765.0,49821.0,49835.0,49868.0,49888.0,50002.0,50072.0,50117.0,50187.0,50266.0,50307.0,50360.0,50424.0,50468.0,50521.0,50570.0,50639.0,50664.0,50708.0,50777.0
5091994,58800.0,58897.0,58967.0,59042.0,59094.0,59298.0,59448.0,59644.0,59753.0,59852.0,59917.0,59992.0,60060.0,60122.0,60169.0,60242.0,60312.0,60347.0,60420.0,60474.0,60508.0,60538.0,60573.0,60644.0,60711.0,60757.0,60830.0,60897.0,60943.0,61070.0,61116.0,61165.0,61198.0,61262.0,61306.0,61338.0,61379.0,61442.0,61540.0,61634.0,61659.0,61709.0,61736.0,61779.0,61816.0,61878.0,61930.0,62002.0,62049.0,62122.0,62152.0,62214.0,62225.0,62250.0,62267.0,62353.0,62424.0,62473.0,62551.0,62638.0,62692.0,62761.0,62838.0,62892.0,62960.0,63019.0,63104.0,63135.0,63189.0,63273.0
5091996,70800.0,70926.0,71016.0,71079.0,71122.0,71315.0,71457.0,71629.0,71725.0,71790.0,71833.0,71888.0,71939.0,71984.0,72019.0,72066.0,72111.0,72142.0,72195.0,72235.0,72262.0,72285.0,72337.0,72396.0,72450.0,72485.0,72540.0,72584.0,72630.0,72727.0,72769.0,72822.0,72853.0,72911.0,72951.0,72980.0,73009.0,73055.0,73127.0,73217.0,73241.0,73275.0,73315.0,73356.0,73392.0,73452.0,73501.0,73568.0,73612.0,73689.0,73718.0,73777.0,73791.0,73824.0,73845.0,73919.0,73990.0,74027.0,74085.0,74150.0,74178.0,74213.0,74268.0,74307.0,74363.0,74410.0,74465.0,74485.0,74520.0,74576.0
5092067,28800.0,28934.0,29029.0,29172.0,29270.0,29566.0,29785.0,30018.0,30148.0,30268.0,30346.0,30427.0,30501.0,30569.0,30621.0,30684.0,30744.0,30786.0,30884.0,30957.0,30992.0,31022.0,31091.0,31159.0,31222.0,31270.0,31346.0,31404.0,31448.0,31560.0,31603.0,31673.0,31712.0,31787.0,31828.0,31857.0,31908.0,31959.0,32040.0,32144.0,32171.0,32195.0,32218.0,32258.0,32292.0,32350.0,32404.0,32474.0,32520.0,32597.0,32621.0,32670.0,32681.0,32706.0,32727.0,32837.0,32947.0,32995.0,33070.0,33154.0,33199.0,33257.0,33317.0,33359.0,33410.0,33453.0,33543.0,33576.0,33633.0,33723.0
5092892,27600.0,27734.0,27829.0,27972.0,28070.0,28366.0,28585.0,28818.0,28948.0,29068.0,29146.0,29227.0,29301.0,29369.0,29421.0,29484.0,29544.0,29586.0,29684.0,29757.0,29792.0,29822.0,29891.0,29959.0,30022.0,30070.0,30146.0,30204.0,30248.0,30360.0,30403.0,30473.0,30512.0,30587.0,30628.0,30657.0,30708.0,30759.0,30840.0,30944.0,30971.0,30995.0,31018.0,31058.0,31092.0,31150.0,31204.0,31274.0,31320.0,31397.0,31421.0,31470.0,31481.0,31506.0,31527.0,31637.0,31747.0,31795.0,31870.0,31954.0,31999.0,32057.0,32117.0,32159.0,32210.0,32253.0,32343.0,32376.0,32433.0,32523.0
5092894,40800.0,40936.0,41033.0,41132.0,41199.0,41425.0,41592.0,41805.0,41923.0,42013.0,42071.0,42136.0,42196.0,42243.0,42278.0,42332.0,42384.0,42418.0,42491.0,42545.0,42574.0,42599.0,42659.0,42722.0,42781.0,42822.0,42889.0,42953.0,42995.0,43090.0,43128.0,43190.0,43227.0,43298.0,43338.0,43367.0,43405.0,43455.0,43534.0,43606.0,43625.0,43654.0,43682.0,43720.0,43753.0,43809.0,43864.0,43931.0,43974.0,44049.0,44074.0,44124.0,44136.0,44164.0,44186.0,44270.0,44374.0,44431.0,44520.0,44620.0,44672.0,44738.0,44807.0,44855.0,44914.0,44967.0,45045.0,45074.0,45124.0,45202.0
5092896,52800.0,52927.0,53018.0,53096.0,53150.0,53356.0,53508.0,53731.0,53854.0,53948.0,54010.0,54078.0,54141.0,54201.0,54247.0,54310.0,54371.0,54409.0,54512.0,54589.0,54624.0,54654.0,54714.0,54783.0,54847.0,54896.0,54975.0,55044.0,55097.0,55201.0,55244.0,55312.0,55353.0,55432.0,55479.0,55512.0,55559.0,55615.0,55704.0,55785.0,55807.0,55840.0,55872.0,55919.0,55960.0,56029.0,56087.0,56169.0,56222.0,56314.0,56342.0,56400.0,56412.0,56439.0,56468.0,56617.0,56736.0,56793.0,56883.0,56984.0,57040.0,57112.0,57184.0,57234.0,57296.0,57351.0,57439.0,57471.0,57526.0,57614.0
5092898,65400.0,65577.0,65703.0,65793.0,65855.0,66116.0,66308.0,66545.0,66676.0,66776.0,66841.0,66929.0,67009.0,67083.0,67139.0,67214.0,67286.0,67327.0,67433.0,67511.0,67543.0,67571.0,67638.0,67710.0,67778.0,67829.0,67912.0,67978.0,68028.0,68141.0,68186.0,68267.0,68312.0,68397.0,68446.0,68481.0,68530.0,68584.0,68670.0,68751.0,68773.0,68805.0,68836.0,68880.0,68918.0,68983.0,69040.0,69107.0,69151.0,69228.0,69255.0,69311.0,69323.0,69351.0,69370.0,69455.0,69532.0,69577.0,69647.0,69725.0,69769.0,69825.0,69891.0,69937.0,69997.0,70047.0,70124.0,70152.0,70200.0,70277.0
5093152,42000.0,42118.0,42202.0,42275.0,42325.0,42488.0,42609.0,42797.0,42901.0,42972.0,43019.0,43074.0,43125.0,43174.0,43212.0,43257.0,43300.0,43326.0,43391.0,43439.0,43467.0,43492.0,43544.0,43600.0,43653.0,43695.0,43763.0,43807.0,43850.0,43968.0,44006.0,44057.0,44098.0,44177.0,44214.0,44241.0,44282.0,44329.0,44403.0,44474.0,44493.0,44524.0,44554.0,44597.0,44634.0,44697.0,44751.0,44818.0,44862.0,44938.0,44965.0,45021.0,45035.0,45068.0,45088.0,45202.0,45272.0,45317.0,45387.0,45466.0,45507.0,45560.0,45624.0,45668.0,45721.0,45770.0,45839.0,45864.0,45908.0,45977.0
5093154,54000.0,54099.0,54170.0,54241.0,54289.0,54469.0,54601.0,54777.0,54875.0,54949.0,54998.0,55033.0,55064.0,55111.0,55146.0,55185.0,55223.0,55239.0,55378.0,55481.0,55505.0,55525.0,55571.0,55627.0,55679.0,55718.0,55781.0,55805.0,55836.0,55958.0,55990.0,56022.0,56061.0,56136.0,56171.0,56196.0,56236.0,56288.0,56370.0,56432.0,56449.0,56472.0,56502.0,56532.0,56558.0,56602.0,56655.0,56713.0,56750.0,56819.0,56845.0,56899.0,56911.0,56937.0,56952.0,57053.0,57112.0,57153.0,57217.0,57288.0,57319.0,57359.0,57420.0,57462.0,57516.0,57577.0,57645.0,57670.0,57713.0,57781.0
5093156,66000.0,66110.0,66189.0,66278.0,66339.0,66632.0,66848.0,67074.0,67200.0,67279.0,67330.0,67377.0,67420.0,67472.0,67512.0,67576.0,67637.0,67671.0,67757.0,67821.0,67849.0,67873.0,67926.0,67988.0,68046.0,68094.0,68170.0,68234.0,68282.0,68376.0,68408.0,68447.0,68481.0,68546.0,68589.0,68620.0,68681.0,68732.0,68813.0,68899.0,68922.0,68949.0,68973.0,69020.0,69060.0,69129.0,69179.0,69240.0,69279.0,69359.0,69387.0,69445.0,69456.0,69480.0,69496.0,69593.0,69681.0,69719.0,69778.0,69844.0,69892.0,69954.0,70024.0,70072.0,70141.0,70204.0,70273.0,70298.0,70341.0,70410.0
5093158,76800.0,76893.0,76959.0,77025.0,77070.0,77222.0,77334.0,77494.0,77582.0,77664.0,77717.0,77776.0,77830.0,77868.0,77897.0,77936.0,77973.0,77996.0,78047.0,78084.0,78108.0,78128.0,78159.0,78218.0,78272.0,78309.0,78368.0,78406.0,78443.0,78532.0,78569.0,78610.0,78642.0,78702.0,78738.0,78763.0,78795.0,78840.0,78910.0,78991.0,79012.0,79039.0,79067.0,79103.0,79134.0,79187.0,79231.0,79296.0,79338.0,79409.0,79433.0,79481.0,79491.0,79515.0,79532.0,79590.0,79652.0,79683.0,79732.0,79787.0,79815.0,79851.0,79916.0,79962.0,80014.0,80067.0,80129.0,80152.0,80191.0,80253.0
5094137,24000.0,24122.0,24210.0,24290.0,24344.0,24540.0,24684.0,24824.0,24902.0,24982.0,25034.0,25108.0,25176.0,25233.0,25276.0,25334.0,25389.0,25422.0,25515.0,25584.0,25618.0,25647.0,25702.0,25761.0,25815.0,25863.0,25940.0,25996.0,26039.0,26137.0,26181.0,26244.0,26285.0,26363.0,26407.0,26438.0,26481.0,26531.0,26610.0,26705.0,26730.0,26756.0,26780.0,26826.0,26865.0,26932.0,26991.0,27069.0,27120.0,27195.0,27223.0,27280.0,27292.0,27318.0,27346.0,27464.0,27562.0,27607.0,27678.0,27757.0,27802.0,27859.0,27914.0,27952.0,28002.0,28047.0,28145.0,28181.0,28243.0,28340.0
5094139,36600.0,36755.0,36866.0,37016.0,37118.0,37399.0,37607.0,37826.0,37947.0,38033.0,38089.0,38152.0,38210.0,38256.0,38291.0,38340.0,38386.0,38412.0,38489.0,38547.0,38574.0,38597.0,38666.0,38724.0,38778.0,38816.0,38877.0,38922.0,38961.0,39050.0,39082.0,39120.0,39151.0,39210.0,39247.0,39273.0,39313.0,39352.0,39414.0,39479.0,39496.0,39520.0,39541.0,39577.0,39608.0,39662.0,39706.0,39764.0,39802.0,39874.0,39897.0,39944.0,39955.0,39980.0,39999.0,40081.0,40162.0,40217.0,40303.0,40398.0,40449.0,40514.0,40575.0,40618.0,40669.0,40716.0,40789.0,40816.0,40862.0,40935.0
5094141,48600.0,48727.0,48818.0,48896.0,48950.0,49156.0,49308.0,49531.0,49654.0,49748.0,49810.0,49878.0,49941.0,50001.0,50047.0,50110.0,50171.0,50209.0,50312.0,50389.0,50424.0,50454.0,50514.0,50583.0,50647.0,50696.0,50775.0,50844.0,50897.0,51001.0,51044.0,51112.0,51153.0,51232.0,51279.0,51312.0,51359.0,51415.0,51504.0,51585.0,51607.0,51640.0,51672.0,51719.0,51760.0,51829.0,51887.0,51969.0,52022.0,52114.0,52142.0,52200.0,52212.0,52239.0,52268.0,52417.0,52536.0,52593.0,52683.0,52784.0,52840.0,52912.0,52984.0,53034.0,53096.0,53151.0,53239.0,53271.0,53326.0,53414.0
5094143,61200.0,61401.0,61544.0,61635.0,61697.0,61974.0,62179.0,62437.0,62580.0,62688.0,62758.0,62843.0,62921.0,62993.0,63048.0,63122.0,63192.0,63233.0,63329.0,63401.0,63439.0,63471.0,63521.0,63603.0,63679.0,63737.0,63830.0,63901.0,63959.0,64077.0,64123.0,64202.0,64247.0,64332.0,64383.0,64420.0,64470.0,64534.0,64635.0,64718.0,64740.0,64774.0,64811.0,64863.0,64908.0,64983.0,65039.0,65120.0,65173.0,65287.0,65316.0,65375.0,65387.0,65413.0,65433.0,65621.0,65726.0,65777.0,65857.0,65947.0,65992.0,66049.0,66120.0,66169.0,66230.0,66284.0,66365.0,66395.0,66446.0,66528.0
5094145,73200.0,73321.0,73407.0,73474.0,73520.0,73691.0,73817.0,74027.0,74143.0,74234.0,74294.0,74363.0,74426.0,74483.0,74526.0,74579.0,74629.0,74666.0,74750.0,74813.0,74844.0,74870.0,74928.0,74999.0,75066.0,75111.0,75184.0,75238.0,75283.0,75376.0,75416.0,75485.0,75525.0,75602.0,75645.0,75676.0,75720.0,75769.0,75845.0,75917.0,75936.0,75968.0,76000.0,76043.0,76080.0,76142.0,76195.0,76262.0,76306.0,76375.0,76401.0,76454.0,76466.0,76492.0,76510.0,76582.0,76647.0,76685.0,76745.0,76813.0,76850.0,76897.0,76957.0,76998.0,77054.0,77104.0,77170.0,77194.0,77236.0,77301.0
5094147,82800.0,82887.0,82950.0,83008.0,83048.0,83191.0,83296.0,83472.0,83570.0,83649.0,83700.0,83763.0,83821.0,83868.0,83904.0,83948.0,83991.0,84019.0,84082.0,84128.0,84153.0,84175.0,84217.0,84279.0,84337.0,84379.0,84446.0,84502.0,84542.0,84634.0,84669.0,84719.0,84756.0,84827.0,84868.0,84898.0,84934.0,84978.0,85048.0,85114.0,85131.0,85162.0,85191.0,85231.0,85266.0,85325.0,85372.0,85434.0,85474.0,85541.0,85566.0,85618.0,85629.0,85653.0,85670.0,85728.0,85780.0,85813.0,85865.0,85924.0,85956.0,85997.0,86051.0,86088.0,86144.0,86196.0,86256.0,86278.0,86316.0,86375.0
5094199,59100.0,59301.0,59444.0,59535.0,59597.0,59874.0,60079.0,60337.0,60480.0,60588.0,60658.0,60743.0,60821.0,60893.0,60948.0,61022.0,61092.0,61133.0,61229.0,61301.0,61339.0,61371.0,61421.0,61503.0,61579.0,61637.0,61730.0,61801.0,61859.0,61977.0,62023.0,62102.0,62147.0,62232.0,62283.0,62320.0,62370.0,62434.0,62535.0,62618.0,62640.0,62674.0,62711.0,62763.0,62808.0,62883.0,62939.0,63020.0,63073.0,63187.0,63216.0,63275.0,63287.0,63313.0,63333.0,63521.0,63626.0,63677.0,63757.0,63847.0,63892.0,63949.0,64020.0,64069.0,64130.0,64184.0,64265.0,64295.0,64346.0,64428.0
5094526,46800.0,46927.0,47018.0,47096.0,47150.0,47356.0,47508.0,47731.0,47854.0,47948.0,48010.0,48078.0,48141.0,48201.0,48247.0,48310.0,48371.0,48409.0,48512.0,48589.0,48624.0,48654.0,48714.0,48783.0,48847.0,48896.0,48975.0,49044.0,49097.0,49201.0,49244.0,49312.0,49353.0,49432.0,49479.0,49512.0,49559.0,49615.0,49704.0,49785.0,49807.0,49840.0,49872.0,49919.0,49960.0,50029.0,50087.0,50169.0,50222.0,50314.0,50342.0,50400.0,50412.0,50439.0,50468.0,50617.0,50736.0,50793.0,50883.0,50984.0,51040.0,51112.0,51184.0,51234.0,51296.0,51351.0,51439.0,51471.0,51526.0,51614.0
5094528,59400.0,59579.0,59707.0,59788.0,59844.0,60069.0,60235.0,60478.0,60613.0,60716.0,60783.0,60866.0,60941.0,61008.0,61058.0,61126.0,61191.0,61240.0,61324.0,61386.0,61417.0,61443.0,61501.0,61578.0,61650.0,61703.0,61788.0,61857.0,61905.0,62025.0,62073.0,62149.0,62191.0,62271.0,62321.0,62356.0,62406.0,62462.0,62549.0,62630.0,62652.0,62683.0,62717.0,62767.0,62810.0,62884.0,62942.0,63026.0,63080.0,63189.0,63218.0,63278.0,63290.0,63318.0,63342.0,63505.0,63626.0,63676.0,63755.0,63843.0,63895.0,63961.0,64039.0,64093.0,64154.0,64207.0,64294.0,64326.0,64381.0,64467.0
5094530,71400.0,71521.0,71607.0,71674.0,71720.0,71891.0,72017.0,72227.0,72343.0,72434.0,72494.0,72563.0,72626.0,72683.0,72726.0,72779.0,72829.0,72866.0,72950.0,73013.0,73044.0,73070.0,73128.0,73199.0,73266.0,73311.0,73384.0,73438.0,73483.0,73576.0,73616.0,73685.0,73725.0,73802.0,73845.0,73876.0,73920.0,73969.0,74045.0,74117.0,74136.0,74168.0,74200.0,74243.0,74280.0,74342.0,74395.0,74462.0,74506.0,74575.0,74601.0,74654.0,74666.0,74692.0,74710.0,74782.0,74847.0,74885.0,74945.0,75013.0,75050.0,75097.0,75157.0,75198.0,75254.0,75304.0,75370.0,75394.0,75436.0,75501.0
5094824,38400.0,38505.0,38580.0,38642.0,38684.0,38815.0,38911.0,39064.0,39149.0,39210.0,39250.0,39317.0,39379.0,39429.0,39467.0,39512.0,39556.0,39582.0,39636.0,39676.0,39708.0,39736.0,39773.0,39824.0,39872.0,39911.0,39973.0,40025.0,40063.0,40155.0,40193.0,40230.0,40257.0,40309.0,40346.0,40372.0,40402.0,40446.0,40515.0,40585.0,40603.0,40626.0,40646.0,40680.0,40710.0,40760.0,40803.0,40864.0,40904.0,40967.0,40991.0,41039.0,41053.0,41083.0,41101.0,41172.0,41241.0,41275.0,41329.0,41389.0,41422.0,41465.0,41526.0,41568.0,41623.0,41661.0,41724.0,41747.0,41787.0,41851.0
5094826,50400.0,50518.0,50602.0,50675.0,50725.0,50888.0,51009.0,51197.0,51301.0,51372.0,51419.0,51474.0,51525.0,51574.0,51612.0,51657.0,51700.0,51726.0,51791.0,51839.0,51867.0,51892.0,51944.0,52000.0,52053.0,52095.0,52163.0,52207.0,52250.0,52368.0,52406.0,52457.0,52498.0,52577.0,52614.0,52641.0,52682.0,52729.0,52803.0,52874.0,52893.0,52924.0,52954.0,52997.0,53034.0,53097.0,53151.0,53218.0,53262.0,53338.0,53365.0,53421.0,53435.0,53468.0,53488.0,53602.0,53672.0,53717.0,53787.0,53866.0,53907.0,53960.0,54024.0,54068.0,54121.0,54170.0,54239.0,54264.0,54308.0,54377.0
5094828,62400.0,62527.0,62617.0,62701.0,62759.0,63044.0,63255.0,63453.0,63563.0,63641.0,63692.0,63762.0,63825.0,63883.0,63927.0,63987.0,64044.0,64072.0,64137.0,64185.0,64214.0,64239.0,64301.0,64363.0,64421.0,64468.0,64544.0,64618.0,64678.0,64791.0,64837.0,64909.0,64948.0,65022.0,65062.0,65091.0,65133.0,65187.0,65271.0,65383.0,65413.0,65443.0,65473.0,65525.0,65570.0,65646.0,65705.0,65769.0,65810.0,65881.0,65918.0,65993.0,66005.0,66033.0,66051.0,66122.0,66211.0,66266.0,66352.0,66448.0,66494.0,66553.0,66628.0,66680.0,66740.0,66789.0,66867.0,66896.0,66946.0,67024.0
5095256,25200.0,25322.0,25410.0,25490.0,25544.0,25740.0,25884.0,26024.0,26102.0,26182.0,26234.0,26308.0,26376.0,26433.0,26476.0,26534.0,26589.0,26622.0,26715.0,26784.0,26818.0,26847.0,26902.0,26961.0,27015.0,27063.0,27140.0,27196.0,27239.0,27337.0,27381.0,27444.0,27485.0,27563.0,27607.0,27638.0,27681.0,27731.0,27810.0,27905.0,27930.0,27956.0,27980.0,28026.0,28065.0,28132.0,28191.0,28269.0,28320.0,28395.0,28423.0,28480.0,28492.0,28518.0,28546.0,28664.0,28762.0,28807.0,28878.0,28957.0,29002.0,29059.0,29114.0,29152.0,29202.0,29247.0,29345.0,29381.0,29443.0,29540.0
5095258,37800.0,37955.0,38066.0,38216.0,38318.0,38599.0,38807.0,39026.0,39147.0,39233.0,39289.0,39352.0,39410.0,39456.0,39491.0,39540.0,39586.0,39612.0,39689.0,39747.0,39774.0,39797.0,39866.0,39924.0,39978.0,40016.0,40077.0,40122.0,40161.0,40250.0,40282.0,40320.0,40351.0,40410.0,40447.0,40473.0,40513.0,40552.0,40614.0,40679.0,40696.0,40720.0,40741.0,40777.0,40808.0,40862.0,40906.0,40964.0,41002.0,41074.0,41097.0,41144.0,41155.0,41180.0,41199.0,41281.0,41362.0,41417.0,41503.0,41598.0,41649.0,41714.0,41775.0,41818.0,41869.0,41916.0,41989.0,42016.0,42062.0,42135.0
5095260,49800.0,49927.0,50018.0,50096.0,50150.0,50356.0,50508.0,50731.0,50854.0,50948.0,51010.0,51078.0,51141.0,51201.0,51247.0,51310.0,51371.0,51409.0,51512.0,51589.0,51624.0,51654.0,51714.0,51783.0,51847.0,51896.0,51975.0,52044.0,52097.0,52201.0,52244.0,52312.0,52353.0,52432.0,52479.0,52512.0,52559.0,52615.0,52704.0,52785.0,52807.0,52840.0,52872.0,52919.0,52960.0,53029.0,53087.0,53169.0,53222.0,53314.0,53342.0,53400.0,53412.0,53439.0,53468.0,53617.0,53736.0,53793.0,53883.0,53984.0,54040.0,54112.0,54184.0,54234.0,54296.0,54351.0,54439.0,54471.0,54526.0,54614.0
5095262,62400.0,62601.0,62744.0,62835.0,62897.0,63174.0,63379.0,63637.0,63780.0,63888.0,63958.0,64043.0,64121.0,64193.0,64248.0,64322.0,64392.0,64433.0,64529.0,64601.0,64639.0,64671.0,64721.0,64803.0,64879.0,64937.0,65030.0,65101.0,65159.0,65277.0,65323.0,65402.0,65447.0,65532.0,65583.0,65620.0,65670.0,65734.0,65835.0,65918.0,65940.0,65974.0,66011.0,66063.0,66108.0,66183.0,66239.0,66320.0,66373.0,66487.0,66516.0,66575.0,66587.0,66613.0,66633.0,66821.0,66926.0,66977.0,67057.0,67147.0,67192.0,67249.0,67320.0,67369.0,67430.0,67484.0,67565.0,67595.0,67646.0,67728.0
5095264,74400.0,74487.0,74550.0,74608.0,74648.0,74791.0,74896.0,75072.0,75170.0,75249.0,75300.0,75363.0,75421.0,75468.0,75504.0,75548.0,75591.0,75619.0,75682.0,75728.0,75753.0,75775.0,75817.0,75879.0,75937.0,75979.0,76046.0,76102.0,76142.0,76234.0,76269.0,76319.0,76356.0,76427.0,76468.0,76498.0,76534.0,76578.0,76648.0,76714.0,76731.0,76762.0,76791.0,76831.0,76866.0,76925.0,76972.0,77034.0,77074.0,77141.0,77166.0,77218.0,77229.0,77253.0,77270.0,77328.0,77380.0,77413.0,77465.0,77524.0,77556.0,77597.0,77651.0,77688.0,77744.0,77796.0,77856.0,77878.0,77916.0,77975.0
5095266,84300.0,84387.0,84450.0,84508.0,84548.0,84691.0,84796.0,84972.0,85070.0,85149.0,85200.0,85263.0,85321.0,85368.0,85404.0,85448.0,85491.0,85519.0,85582.0,85628.0,85653.0,85675.0,85717.0,85779.0,85837.0,85879.0,85946.0,86002.0,86042.0,86134.0,86169.0,86219.0,86256.0,86327.0,86368.0,86398.0,86434.0,86478.0,86548.0,86614.0,86631.0,86662.0,86691.0,86731.0,86766.0,86825.0,86872.0,86934.0,86974.0,87041.0,87066.0,87118.0,87129.0,87153.0,87170.0,87228.0,87280.0,87313.0,87365.0,87424.0,87456.0,87497.0,87551.0,87588.0,87644.0,87696.0,87756.0,87778.0,87816.0,87875.0
5095692,25800.0,25922.0,26010.0,26090.0,26144.0,26340.0,26484.0,26624.0,26702.0,26782.0,26834.0,26908.0,26976.0,27033.0,27076.0,27134.0,27189.0,27222.0,27315.0,27384.0,27418.0,27447.0,27502.0,27561.0,27615.0,27663.0,27740.0,27796.0,27839.0,27937.0,27981.0,28044.0,28085.0,28163.0,28207.0,28238.0,28281.0,28331.0,28410.0,28505.0,28530.0,28556.0,28580.0,28626.0,28665.0,28732.0,28791.0,28869.0,28920.0,28995.0,29023.0,29080.0,29092.0,29118.0,29146.0,29264.0,29362.0,29407.0,29478.0,29557.0,29602.0,29659.0,29714.0,29752.0,29802.0,29847.0,29945.0,29981.0,30043.0,30140.0
5095694,38400.0,38536.0,38633.0,38732.0,38799.0,39025.0,39192.0,39405.0,39523.0,39613.0,39671.0,39736.0,39796.0,39843.0,39878.0,39932.0,39984.0,40018.0,40091.0,40145.0,40174.0,40199.0,40259.0,40322.0,40381.0,40422.0,40489.0,40553.0,40595.0,40690.0,40728.0,40790.0,40827.0,40898.0,40938.0,40967.0,41005.0,41055.0,41134.0,41206.0,41225.0,41254.0,41282.0,41320.0,41353.0,41409.0,41464.0,41531.0,41574.0,41649.0,41674.0,41724.0,41736.0,41764.0,41786.0,41870.0,41974.0,42031.0,42120.0,42220.0,42272.0,42338.0,42407.0,42455.0,42514.0,42567.0,42645.0,42674.0,42724.0,42802.0
5095696,50400.0,50527.0,50618.0,50696.0,50750.0,50956.0,51108.0,51331.0,51454.0,51548.0,51610.0,51678.0,51741.0,51801.0,51847.0,51910.0,51971.0,52009.0,52112.0,52189.0,52224.0,52254.0,52314.0,52383.0,52447.0,52496.0,52575.0,52644.0,52697.0,52801.0,52844.0,52912.0,52953.0,53032.0,53079.0,53112.0,53159.0,53215.0,53304.0,53385.0,53407.0,53440.0,53472.0,53519.0,53560.0,53629.0,53687.0,53769.0,53822.0,53914.0,53942.0,54000.0,54012.0,54039.0,54068.0,54217.0,54336.0,54393.0,54483.0,54584.0,54640.0,54712.0,54784.0,54834.0,54896.0,54951.0,55039.0,55071.0,55126.0,55214.0
5095698,63000.0,63201.0,63344.0,63435.0,63497.0,63774.0,63979.0,64237.0,64380.0,64488.0,64558.0,64643.0,64721.0,64793.0,64848.0,64922.0,64992.0,65033.0,65129.0,65201.0,65239.0,65271.0,65321.0,65403.0,65479.0,65537.0,65630.0,65701.0,65759.0,65877.0,65923.0,66002.0,66047.0,66132.0,66183.0,66220.0,66270.0,66334.0,66435.0,66518.0,66540.0,66574.0,66611.0,66663.0,66708.0,66783.0,66839.0,66920.0,66973.0,67087.0,67116.0,67175.0,67187.0,67213.0,67233.0,67421.0,67526.0,67577.0,67657.0,67747.0,67792.0,67849.0,67920.0,67969.0,68030.0,68084.0,68165.0,68195.0,68246.0,68328.0
5095700,75000.0,75087.0,75150.0,75208.0,75248.0,75391.0,75496.0,75672.0,75770.0,75849.0,75900.0,75963.0,76021.0,76068.0,76104.0,76148.0,76191.0,76219.0,76282.0,76328.0,76353.0,76375.0,76417.0,76479.0,76537.0,76579.0,76646.0,76702.0,76742.0,76834.0,76869.0,76919.0,76956.0,77027.0,77068.0,77098.0,77134.0,77178.0,77248.0,77314.0,77331.0,77362.0,77391.0,77431.0,77466.0,77525.0,77572.0,77634.0,77674.0,77741.0,77766.0,77818.0,77829.0,77853.0,77870.0,77928.0,77980.0,78013.0,78065.0,78124.0,78156.0,78197.0,78251.0,78288.0,78344.0,78396.0,78456.0,78478.0,78516.0,78575.0
5095722,36000.0,36105.0,36180.0,36242.0,36284.0,36415.0,36511.0,36664.0,36749.0,36810.0,36850.0,36917.0,36979.0,37029.0,37067.0,37112.0,37156.0,37182.0,37236.0,37276.0,37308.0,37336.0,37373.0,37424.0,37472.0,37511.0,37573.0,37625.0,37663.0,37755.0,37793.0,37830.0,37857.0,37909.0,37946.0,37972.0,38002.0,38046.0,38115.0,38185.0,38203.0,38226.0,38246.0,38280.0,38310.0,38360.0,38403.0,38464.0,38504.0,38567.0,38591.0,38639.0,38653.0,38683.0,38701.0,38772.0,38841.0,38875.0,38929.0,38989.0,39022.0,39065.0,39126.0,39168.0,39223.0,39261.0,39324.0,39347.0,39387.0,39451.0
