tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P
5017174,69000.0,69125.0,69215.0,69285.0,69333.0,69511.0,69642.0,69860.0,69981.0,70076.0,70138.0,70210.0,70275.0,70334.0,70379.0,70434.0,70486.0,70524.0,70612.0,70677.0,70709.0,70736.0,70796.0,70870.0,70939.0,70986.0,71062.0,71118.0,71165.0,71262.0,71304.0,71376.0,71418.0,71498.0,71543.0,71575.0,71621.0,71672.0,71751.0,71826.0,71846.0,71879.0,71912.0,71957.0,71995.0,72060.0,72115.0,72185.0,72230.0,72302.0,72329.0,72384.0,72396.0,72424.0,72443.0,72518.0,72586.0,72626.0,72689.0,72759.0,72797.0,72846.0,72908.0,72951.0,73009.0,73061.0,73129.0,73154.0,73197.0,73266.0
5017176,79200.0,79291.0,79356.0,79417.0,79458.0,79606.0,79716.0,79899.0,80001.0,80083.0,80136.0,80202.0,80262.0,80311.0,80348.0,80394.0,80438.0,80467.0,80532.0,80580.0,80606.0,80629.0,80673.0,80738.0,80798.0,80841.0,80911.0,80969.0,81011.0,81107.0,81143.0,81195.0,81234.0,81307.0,81350.0,81381.0,81418.0,81464.0,81537.0,81605.0,81623.0,81655.0,81685.0,81727.0,81763.0,81824.0,81873.0,81937.0,81979.0,82049.0,82075.0,82129.0,82140.0,82165.0,82183.0,82243.0,82297.0,82332.0,82386.0,82447.0,82480.0,82523.0,82579.0,82618.0,82676.0,82730.0,82792.0,82815.0,82854.0,82916.0
5018181,25200.0,25327.0,25418.0,25501.0,25557.0,25761.0,25911.0,26057.0,26138.0,26221.0,26275.0,26352.0,26423.0,26482.0,26527.0,26587.0,26645.0,26679.0,26775.0,26847.0,26882.0,26913.0,26970.0,27031.0,27087.0,27137.0,27217.0,27275.0,27320.0,27422.0,27468.0,27534.0,27577.0,27658.0,27704.0,27736.0,27781.0,27833.0,27915.0,28014.0,28040.0,28067.0,28092.0,28140.0,28181.0,28250.0,28311.0,28392.0,28445.0,28523.0,28552.0,28611.0,28623.0,28650.0,28679.0,28802.0,28904.0,28951.0,29025.0,29107.0,29154.0,29213.0,29270.0,29310.0,29362.0,29409.0,29511.0,29548.0,29612.0,29714.0
5018183,37800.0,37962.0,38077.0,38233.0,38339.0,38632.0,38848.0,39076.0,39202.0,39292.0,39350.0,39416.0,39476.0,39524.0,39560.0,39611.0,39659.0,39686.0,39766.0,39826.0,39854.0,39878.0,39950.0,40010.0,40066.0,40106.0,40169.0,40216.0,40257.0,40350.0,40383.0,40423.0,40455.0,40517.0,40556.0,40583.0,40625.0,40666.0,40730.0,40797.0,40815.0,40840.0,40862.0,40900.0,40933.0,40988.0,41034.0,41095.0,41134.0,41209.0,41233.0,41282.0,41293.0,41319.0,41339.0,41424.0,41508.0,41565.0,41654.0,41753.0,41806.0,41874.0,41938.0,41982.0,42035.0,42084.0,42160.0,42188.0,42236.0,42312.0
5018185,49800.0,49932.0,50027.0,50108.0,50164.0,50378.0,50536.0,50768.0,50896.0,50994.0,51058.0,51129.0,51194.0,51257.0,51304.0,51370.0,51433.0,51472.0,51579.0,51659.0,51696.0,51727.0,51789.0,51860.0,51927.0,51978.0,52060.0,52132.0,52187.0,52295.0,52340.0,52411.0,52454.0,52536.0,52584.0,52619.0,52668.0,52727.0,52819.0,52904.0,52926.0,52960.0,52993.0,53042.0,53084.0,53156.0,53216.0,53301.0,53356.0,53452.0,53481.0,53541.0,53554.0,53582.0,53612.0,53767.0,53891.0,53951.0,54044.0,54149.0,54207.0,54282.0,54357.0,54409.0,54473.0,54530.0,54621.0,54654.0,54712.0,54803.0
5018187,62400.0,62609.0,62758.0,62853.0,62917.0,63205.0,63418.0,63686.0,63835.0,63947.0,64020.0,64108.0,64189.0,64264.0,64321.0,64398.0,64471.0,64514.0,64614.0,64689.0,64728.0,64762.0,64814.0,64899.0,64978.0,65038.0,65135.0,65209.0,65269.0,65392.0,65440.0,65522.0,65568.0,65657.0,65710.0,65748.0,65800.0,65867.0,65972.0,66058.0,66081.0,66116.0,66154.0,66208.0,66254.0,66333.0,66391.0,66475.0,66530.0,66649.0,66679.0,66741.0,66753.0,66781.0,66802.0,66998.0,67107.0,67160.0,67243.0,67337.0,67384.0,67443.0,67517.0,67568.0,67631.0,67687.0,67772.0,67803.0,67857.0,67941.0
5018189,74400.0,74491.0,74556.0,74617.0,74658.0,74806.0,74916.0,75099.0,75201.0,75283.0,75336.0,75402.0,75462.0,75511.0,75548.0,75594.0,75638.0,75667.0,75732.0,75780.0,75806.0,75829.0,75873.0,75938.0,75998.0,76041.0,76111.0,76169.0,76211.0,76307.0,76343.0,76395.0,76434.0,76507.0,76550.0,76581.0,76618.0,76664.0,76737.0,76805.0,76823.0,76855.0,76885.0,76927.0,76963.0,77024.0,77073.0,77137.0,77179.0,77249.0,77275.0,77329.0,77340.0,77365.0,77383.0,77443.0,77497.0,77532.0,77586.0,77647.0,77680.0,77723.0,77779.0,77818.0,77876.0,77930.0,77992.0,78015.0,78054.0,78116.0
5018191,84300.0,84391.0,84456.0,84517.0,84558.0,84706.0,84816.0,84999.0,85101.0,85183.0,85236.0,85302.0,85362.0,85411.0,85448.0,85494.0,85538.0,85567.0,85632.0,85680.0,85706.0,85729.0,85773.0,85838.0,85898.0,85941.0,86011.0,86069.0,86111.0,86207.0,86243.0,86295.0,86334.0,86407.0,86450.0,86481.0,86518.0,86564.0,86637.0,86705.0,86723.0,86755.0,86785.0,86827.0,86863.0,86924.0,86973.0,87037.0,87079.0,87149.0,87175.0,87229.0,87240.0,87265.0,87283.0,87343.0,87397.0,87432.0,87486.0,87547.0,87580.0,87623.0,87679.0,87718.0,87776.0,87830.0,87892.0,87915.0,87954.0,88016.0
5019396,43200.0,43320.0,43406.0,43487.0,43543.0,43752.0,43906.0,44152.0,44289.0,44368.0,44420.0,44487.0,44549.0,44600.0,44639.0,44694.0,44747.0,44795.0,44870.0,44925.0,44956.0,44982.0,45026.0,45090.0,45149.0,45197.0,45274.0,45330.0,45379.0,45467.0,45510.0,45564.0,45598.0,45663.0,45704.0,45733.0,45777.0,45830.0,45912.0,45971.0,45987.0,46018.0,46047.0,46089.0,46125.0,46187.0,46242.0,46309.0,46352.0,46435.0,46465.0,46525.0,46538.0,46567.0,46587.0,46825.0,46985.0,47042.0,47132.0,47233.0,47280.0,47340.0,47407.0,47453.0,47522.0,47578.0,47642.0,47665.0,47705.0,47770.0
5084407,28200.0,28334.0,28429.0,28572.0,28670.0,28966.0,29185.0,29418.0,29548.0,29668.0,29746.0,29827.0,29901.0,29969.0,30021.0,30084.0,30144.0,30186.0,30284.0,30357.0,30392.0,30422.0,30491.0,30559.0,30622.0,30670.0,30746.0,30804.0,30848.0,30960.0,31003.0,31073.0,31112.0,31187.0,31228.0,31257.0,31308.0,31359.0,31440.0,31544.0,31571.0,31595.0,31618.0,31658.0,31692.0,31750.0,31804.0,31874.0,31920.0,31997.0,32021.0,32070.0,32081.0,32106.0,32127.0,32237.0,32347.0,32395.0,32470.0,32554.0,32599.0,32657.0,32717.0,32759.0,32810.0,32853.0,32943.0,32976.0,33033.0,33123.0
5084409,41400.0,41536.0,41633.0,41732.0,41799.0,42025.0,42192.0,42405.0,42523.0,42613.0,42671.0,42736.0,42796.0,42843.0,42878.0,42932.0,42984.0,43018.0,43091.0,43145.0,43174.0,43199.0,43259.0,43322.0,43381.0,43422.0,43489.0,43553.0,43595.0,43690.0,43728.0,43790.0,43827.0,43898.0,43938.0,43967.0,44005.0,44055.0,44134.0,44206.0,44225.0,44254.0,44282.0,44320.0,44353.0,44409.0,44464.0,44531.0,44574.0,44649.0,44674.0,44724.0,44736.0,44764.0,44786.0,44870.0,44974.0,45031.0,45120.0,45220.0,45272.0,45338.0,45407.0,45455.0,45514.0,45567.0,45645.0,45674.0,45724.0,45802.0
5084411,53400.0,53527.0,53618.0,53696.0,53750.0,53956.0,54108.0,54331.0,54454.0,54548.0,54610.0,54678.0,54741.0,54801.0,54847.0,54910.0,54971.0,55009.0,55112.0,55189.0,55224.0,55254.0,55314.0,55383.0,55447.0,55496.0,55575.0,55644.0,55697.0,55801.0,55844.0,55912.0,55953.0,56032.0,56079.0,56112.0,56159.0,56215.0,56304.0,56385.0,56407.0,56440.0,56472.0,56519.0,56560.0,56629.0,56687.0,56769.0,56822.0,56914.0,56942.0,57000.0,57012.0,57039.0,57068.0,57217.0,57336.0,57393.0,57483.0,57584.0,57640.0,57712.0,57784.0,57834.0,57896.0,57951.0,58039.0,58071.0,58126.0,58214.0
5084413,66000.0,66177.0,66303.0,66393.0,66455.0,66716.0,66908.0,67145.0,67276.0,67376.0,67441.0,67529.0,67609.0,67683.0,67739.0,67814.0,67886.0,67927.0,68033.0,68111.0,68143.0,68171.0,68238.0,68310.0,68378.0,68429.0,68512.0,68578.0,68628.0,68741.0,68786.0,68867.0,68912.0,68997.0,69046.0,69081.0,69130.0,69184.0,69270.0,69351.0,69373.0,69405.0,69436.0,69480.0,69518.0,69583.0,69640.0,69707.0,69751.0,69828.0,69855.0,69911.0,69923.0,69951.0,69970.0,70055.0,70132.0,70177.0,70247.0,70325.0,70369.0,70425.0,70491.0,70537.0,70597.0,70647.0,70724.0,70752.0,70800.0,70877.0
5084584,66600.0,66777.0,66903.0,66993.0,67055.0,67316.0,67508.0,67745.0,67876.0,67976.0,68041.0,68129.0,68209.0,68283.0,68339.0,68414.0,68486.0,68527.0,68633.0,68711.0,68743.0,68771.0,68838.0,68910.0,68978.0,69029.0,69112.0,69178.0,69228.0,69341.0,69386.0,69467.0,69512.0,69597.0,69646.0,69681.0,69730.0,69784.0,69870.0,69951.0,69973.0,70005.0,70036.0,70080.0,70118.0,70183.0,70240.0,70307.0,70351.0,70428.0,70455.0,70511.0,70523.0,70551.0,70570.0,70655.0,70732.0,70777.0,70847.0,70925.0,70969.0,71025.0,71091.0,71137.0,71197.0,71247.0,71324.0,71352.0,71400.0,71477.0
5086613,55200.0,55299.0,55370.0,55441.0,55489.0,55669.0,55801.0,55977.0,56075.0,56149.0,56198.0,56233.0,56264.0,56311.0,56346.0,56385.0,56423.0,56439.0,56578.0,56681.0,56705.0,56725.0,56771.0,56827.0,56879.0,56918.0,56981.0,57005.0,57036.0,57158.0,57190.0,57222.0,57261.0,57336.0,57371.0,57396.0,57436.0,57488.0,57570.0,57632.0,57649.0,57672.0,57702.0,57732.0,57758.0,57802.0,57855.0,57913.0,57950.0,58019.0,58045.0,58099.0,58111.0,58137.0,58152.0,58253.0,58312.0,58353.0,58417.0,58488.0,58519.0,58559.0,58620.0,58662.0,58716.0,58777.0,58845.0,58870.0,58913.0,58981.0
5086615,67200.0,67326.0,67416.0,67479.0,67522.0,67715.0,67857.0,68029.0,68125.0,68190.0,68233.0,68288.0,68339.0,68384.0,68419.0,68466.0,68511.0,68542.0,68595.0,68635.0,68662.0,68685.0,68737.0,68796.0,68850.0,68885.0,68940.0,68984.0,69030.0,69127.0,69169.0,69222.0,69253.0,69311.0,69351.0,69380.0,69409.0,69455.0,69527.0,69617.0,69641.0,69675.0,69715.0,69756.0,69792.0,69852.0,69901.0,69968.0,70012.0,70089.0,70118.0,70177.0,70191.0,70224.0,70245.0,70319.0,70390.0,70427.0,70485.0,70550.0,70578.0,70613.0,70668.0,70707.0,70763.0,70810.0,70865.0,70885.0,70920.0,70976.0
5088042,33600.0,33801.0,33944.0,34135.0,34265.0,34655.0,34942.0,35186.0,35322.0,35424.0,35490.0,35560.0,35623.0,35667.0,35701.0,35755.0,35806.0,35842.0,35911.0,35962.0,35995.0,36023.0,36088.0,36149.0,36206.0,36239.0,36293.0,36347.0,36389.0,36484.0,36521.0,36562.0,36599.0,36671.0,36708.0,36734.0,36774.0,36818.0,36887.0,36953.0,36970.0,36995.0,37019.0,37058.0,37092.0,37150.0,37197.0,37256.0,37294.0,37362.0,37386.0,37436.0,37448.0,37474.0,37496.0,37579.0,37657.0,37707.0,37785.0,37873.0,37917.0,37974.0,38038.0,38083.0,38136.0,38181.0,38258.0,38286.0,38335.0,38412.0
5088044,45600.0,45727.0,45818.0,45896.0,45950.0,46156.0,46308.0,46531.0,46654.0,46748.0,46810.0,46878.0,46941.0,47001.0,47047.0,47110.0,47171.0,47209.0,47312.0,47389.0,47424.0,47454.0,47514.0,47583.0,47647.0,47696.0,47775.0,47844.0,47897.0,48001.0,48044.0,48112.0,48153.0,48232.0,48279.0,48312.0,48359.0,48415.0,48504.0,48585.0,48607.0,48640.0,48672.0,48719.0,48760.0,48829.0,48887.0,48969.0,49022.0,49114.0,49142.0,49200.0,49212.0,49239.0,49268.0,49417.0,49536.0,49593.0,49683.0,49784.0,49840.0,49912.0,49984.0,50034.0,50096.0,50151.0,50239.0,50271.0,50326.0,50414.0
5088046,57600.0,57779.0,57907.0,57988.0,58044.0,58269.0,58435.0,58678.0,58813.0,58916.0,58983.0,59066.0,59141.0,59208.0,59258.0,59326.0,59391.0,59440.0,59524.0,59586.0,59617.0,59643.0,59701.0,59778.0,59850.0,59903.0,59988.0,60057.0,60105.0,60225.0,60273.0,60349.0,60391.0,60471.0,60521.0,60556.0,60606.0,60662.0,60749.0,60830.0,60852.0,60883.0,60917.0,60967.0,61010.0,61084.0,61142.0,61226.0,61280.0,61389.0,61418.0,61478.0,61490.0,61518.0,61542.0,61705.0,61826.0,61876.0,61955.0,62043.0,62095.0,62161.0,62239.0,62293.0,62354.0,62407.0,62494.0,62526.0,62581.0,62667.0
5088048,70200.0,70321.0,70407.0,70474.0,70520.0,70691.0,70817.0,71027.0,71143.0,71234.0,71294.0,71363.0,71426.0,71483.0,71526.0,71579.0,71629.0,71666.0,71750.0,71813.0,71844.0,71870.0,71928.0,71999.0,72066.0,72111.0,72184.0,72238.0,72283.0,72376.0,72416.0,72485.0,72525.0,72602.0,72645.0,72676.0,72720.0,72769.0,72845.0,72917.0,72936.0,72968.0,73000.0,73043.0,73080.0,73142.0,73195.0,73262.0,73306.0,73375.0,73401.0,73454.0,73466.0,73492.0,73510.0,73582.0,73647.0,73685.0,73745.0,73813.0,73850.0,73897.0,73957.0,73998.0,74054.0,74104.0,74170.0,74194.0,74236.0,74301.0
5088050,80400.0,80487.0,80550.0,80608.0,80648.0,80791.0,80896.0,81072.0,81170.0,81249.0,81300.0,81363.0,81421.0,81468.0,81504.0,81548.0,81591.0,81619.0,81682.0,81728.0,81753.0,81775.0,81817.0,81879.0,81937.0,81979.0,82046.0,82102.0,82142.0,82234.0,82269.0,82319.0,82356.0,82427.0,82468.0,82498.0,82534.0,82578.0,82648.0,82714.0,82731.0,82762.0,82791.0,82831.0,82866.0,82925.0,82972.0,83034.0,83074.0,83141.0,83166.0,83218.0,83229.0,83253.0,83270.0,83328.0,83380.0,83413.0,83465.0,83524.0,83556.0,83597.0,83651.0,83688.0,83744.0,83796.0,83856.0,83878.0,83916.0,83975.0
5089130,33600.0,33720.0,33805.0,33856.0,33890.0,34014.0,34105.0,34265.0,34354.0,34427.0,34475.0,34557.0,34632.0,34673.0,34704.0,34736.0,34766.0,34805.0,34872.0,34922.0,34942.0,34960.0,34980.0,35027.0,35070.0,35102.0,35153.0,35237.0,35283.0,35394.0,35424.0,35474.0,35496.0,35539.0,35581.0,35611.0,35667.0,35707.0,35769.0,35840.0,35859.0,35881.0,35912.0,35946.0,35975.0,36025.0,36077.0,36140.0,36180.0,36242.0,36272.0,36334.0,36352.0,36391.0,36411.0,36472.0,36531.0,36573.0,36638.0,36711.0,36761.0,36824.0,36866.0,36896.0,36941.0,36979.0,37028.0,37046.0,37077.0,37127.0
5089132,44400.0,44518.0,44602.0,44675.0,44725.0,44888.0,45009.0,45197.0,45301.0,45372.0,45419.0,45474.0,45525.0,45574.0,45612.0,45657.0,45700.0,45726.0,45791.0,45839.0,45867.0,45892.0,45944.0,46000.0,46053.0,46095.0,46163.0,46207.0,46250.0,46368.0,46406.0,46457.0,46498.0,46577.0,46614.0,46641.0,46682.0,46729.0,46803.0,46874.0,46893.0,46924.0,46954.0,46997.0,47034.0,47097.0,47151.0,47218.0,47262.0,47338.0,47365.0,47421.0,47435.0,47468.0,47488.0,47602.0,47672.0,47717.0,47787.0,47866.0,47907.0,47960.0,48024.0,48068.0,48121.0,48170.0,48239.0,48264.0,48308.0,48377.0
5089234,31200.0,31401.0,31544.0,31735.0,31865.0,32255.0,32542.0,32786.0,32922.0,33024.0,33090.0,33160.0,33223.0,33267.0,33301.0,33355.0,33406.0,33442.0,33511.0,33562.0,33595.0,33623.0,33688.0,33749.0,33806.0,33839.0,33893.0,33947.0,33989.0,34084.0,34121.0,34162.0,34199.0,34271.0,34308.0,34334.0,34374.0,34418.0,34487.0,34553.0,34570.0,34595.0,34619.0,34658.0,34692.0,34750.0,34797.0,34856.0,34894.0,34962.0,34986.0,35036.0,35048.0,35074.0,35096.0,35179.0,35257.0,35307.0,35385.0,35473.0,35517.0,35574.0,35638.0,35683.0,35736.0,35781.0,35858.0,35886.0,35935.0,36012.0
5089236,43800.0,43936.0,44033.0,44132.0,44199.0,44425.0,44592.0,44805.0,44923.0,45013.0,45071.0,45136.0,45196.0,45243.0,45278.0,45332.0,45384.0,45418.0,45491.0,45545.0,45574.0,45599.0,45659.0,45722.0,45781.0,45822.0,45889.0,45953.0,45995.0,46090.0,46128.0,46190.0,46227.0,46298.0,46338.0,46367.0,46405.0,46455.0,46534.0,46606.0,46625.0,46654.0,46682.0,46720.0,46753.0,46809.0,46864.0,46931.0,46974.0,47049.0,47074.0,47124.0,47136.0,47164.0,47186.0,47270.0,47374.0,47431.0,47520.0,47620.0,47672.0,47738.0,47807.0,47855.0,47914.0,47967.0,48045.0,48074.0,48124.0,48202.0
5089238,55800.0,55927.0,56018.0,56096.0,56150.0,56356.0,56508.0,56731.0,56854.0,56948.0,57010.0,57078.0,57141.0,57201.0,57247.0,57310.0,57371.0,57409.0,57512.0,57589.0,57624.0,57654.0,57714.0,57783.0,57847.0,57896.0,57975.0,58044.0,58097.0,58201.0,58244.0,58312.0,58353.0,58432.0,58479.0,58512.0,58559.0,58615.0,58704.0,58785.0,58807.0,58840.0,58872.0,58919.0,58960.0,59029.0,59087.0,59169.0,59222.0,59314.0,59342.0,59400.0,59412.0,59439.0,59468.0,59617.0,59736.0,59793.0,59883.0,59984.0,60040.0,60112.0,60184.0,60234.0,60296.0,60351.0,60439.0,60471.0,60526.0,60614.0
5089240,69000.0,69121.0,69207.0,69274.0,69320.0,69491.0,69617.0,69827.0,69943.0,70034.0,70094.0,70163.0,70226.0,70283.0,70326.0,70379.0,70429.0,70466.0,70550.0,70613.0,70644.0,70670.0,70728.0,70799.0,70866.0,70911.0,70984.0,71038.0,71083.0,71176.0,71216.0,71285.0,71325.0,71402.0,71445.0,71476.0,71520.0,71569.0,71645.0,71717.0,71736.0,71768.0,71800.0,71843.0,71880.0,71942.0,71995.0,72062.0,72106.0,72175.0,72201.0,72254.0,72266.0,72292.0,72310.0,72382.0,72447.0,72485.0,72545.0,72613.0,72650.0,72697.0,72757.0,72798.0,72854.0,72904.0,72970.0,72994.0,73036.0,73101.0
5089242,79200.0,79287.0,79350.0,79408.0,79448.0,79591.0,79696.0,79872.0,79970.0,80049.0,80100.0,80163.0,80221.0,80268.0,80304.0,80348.0,80391.0,80419.0,80482.0,80528.0,80553.0,80575.0,80617.0,80679.0,80737.0,80779.0,80846.0,80902.0,80942.0,81034.0,81069.0,81119.0,81156.0,81227.0,81268.0,81298.0,81334.0,81378.0,81448.0,81514.0,81531.0,81562.0,81591.0,81631.0,81666.0,81725.0,81772.0,81834.0,81874.0,81941.0,81966.0,82018.0,82029.0,82053.0,82070.0,82128.0,82180.0,82213.0,82265.0,82324.0,82356.0,82397.0,82451.0,82488.0,82544.0,82596.0,82656.0,82678.0,82716.0,82775.0
5089344,22800.0,22922.0,23010.0,23078.0,23124.0,23294.0,23419.0,23540.0,23607.0,23684.0,23734.0,23793.0,23846.0,23894.0,23931.0,23966.0,24000.0,24020.0,24071.0,24108.0,24145.0,24177.0,24253.0,24303.0,24350.0,24382.0,24434.0,24499.0,24531.0,24603.0,24647.0,24683.0,24720.0,24792.0,24826.0,24850.0,24882.0,24921.0,24981.0,25051.0,25069.0,25104.0,25146.0,25184.0,25217.0,25273.0,25323.0,25392.0,25437.0,25501.0,25529.0,25586.0,25596.0,25620.0,25638.0,25732.0,25784.0,25820.0,25877.0,25941.0,25977.0,26022.0,26079.0,26119.0,26169.0,26208.0,26275.0,26300.0,26342.0,26409.0
5089348,47400.0,47527.0,47618.0,47696.0,47750.0,47956.0,48108.0,48331.0,48454.0,48548.0,48610.0,48678.0,48741.0,48801.0,48847.0,48910.0,48971.0,49009.0,49112.0,49189.0,49224.0,49254.0,49314.0,49383.0,49447.0,49496.0,49575.0,49644.0,49697.0,49801.0,49844.0,49912.0,49953.0,50032.0,50079.0,50112.0,50159.0,50215.0,50304.0,50385.0,50407.0,50440.0,50472.0,50519.0,50560.0,50629.0,50687.0,50769.0,50822.0,50914.0,50942.0,51000.0,51012.0,51039.0,51068.0,51217.0,51336.0,51393.0,51483.0,51584.0,51640.0,51712.0,51784.0,51834.0,51896.0,51951.0,52039.0,52071.0,52126.0,52214.0
5089350,60000.0,60201.0,60344.0,60435.0,60497.0,60774.0,60979.0,61237.0,61380.0,61488.0,61558.0,61643.0,61721.0,61793.0,61848.0,61922.0,61992.0,62033.0,62129.0,62201.0,62239.0,62271.0,62321.0,62403.0,62479.0,62537.0,62630.0,62701.0,62759.0,62877.0,62923.0,63002.0,63047.0,63132.0,63183.0,63220.0,63270.0,63334.0,63435.0,63518.0,63540.0,63574.0,63611.0,63663.0,63708.0,63783.0,63839.0,63920.0,63973.0,64087.0,64116.0,64175.0,64187.0,64213.0,64233.0,64421.0,64526.0,64577.0,64657.0,64747.0,64792.0,64849.0,64920.0,64969.0,65030.0,65084.0,65165.0,65195.0,65246.0,65328.0
5089352,72000.0,72121.0,72207.0,72274.0,72320.0,72491.0,72617.0,72827.0,72943.0,73034.0,73094.0,73163.0,73226.0,73283.0,73326.0,73379.0,73429.0,73466.0,73550.0,73613.0,73644.0,73670.0,73728.0,73799.0,73866.0,73911.0,73984.0,74038.0,74083.0,74176.0,74216.0,74285.0,74325.0,74402.0,74445.0,74476.0,74520.0,74569.0,74645.0,74717.0,74736.0,74768.0,74800.0,74843.0,74880.0,74942.0,74995.0,75062.0,75106.0,75175.0,75201.0,75254.0,75266.0,75292.0,75310.0,75382.0,75447.0,75485.0,75545.0,75613.0,75650.0,75697.0,75757.0,75798.0,75854.0,75904.0,75970.0,75994.0,76036.0,76101.0
5089354,81600.0,81687.0,81750.0,81808.0,81848.0,81991.0,82096.0,82272.0,82370.0,82449.0,82500.0,82563.0,82621.0,82668.0,82704.0,82748.0,82791.0,82819.0,82882.0,82928.0,82953.0,82975.0,83017.0,83079.0,83137.0,83179.0,83246.0,83302.0,83342.0,83434.0,83469.0,83519.0,83556.0,83627.0,83668.0,83698.0,83734.0,83778.0,83848.0,83914.0,83931.0,83962.0,83991.0,84031.0,84066.0,84125.0,84172.0,84234.0,84274.0,84341.0,84366.0,84418.0,84429.0,84453.0,84470.0,84528.0,84580.0,84613.0,84665.0,84724.0,84756.0,84797.0,84851.0,84888.0,84944.0,84996.0,85056.0,85078.0,85116.0,85175.0
5089480,24600.0,24722.0,24810.0,24890.0,24944.0,25140.0,25284.0,25424.0,25502.0,25582.0,25634.0,25708.0,25776.0,25833.0,25876.0,25934.0,25989.0,26022.0,26115.0,26184.0,26218.0,26247.0,26302.0,26361.0,26415.0,26463.0,26540.0,26596.0,26639.0,26737.0,26781.0,26844.0,26885.0,26963.0,27007.0,27038.0,27081.0,27131.0,27210.0,27305.0,27330.0,27356.0,27380.0,27426.0,27465.0,27532.0,27591.0,27669.0,27720.0,27795.0,27823.0,27880.0,27892.0,27918.0,27946.0,28064.0,28162.0,28207.0,28278.0,28357.0,28402.0,28459.0,28514.0,28552.0,28602.0,28647.0,28745.0,28781.0,28843.0,28940.0
5089482,37200.0,37355.0,37466.0,37616.0,37718.0,37999.0,38207.0,38426.0,38547.0,38633.0,38689.0,38752.0,38810.0,38856.0,38891.0,38940.0,38986.0,39012.0,39089.0,39147.0,39174.0,39197.0,39266.0,39324.0,39378.0,39416.0,39477.0,39522.0,39561.0,39650.0,39682.0,39720.0,39751.0,39810.0,39847.0,39873.0,39913.0,39952.0,40014.0,40079.0,40096.0,40120.0,40141.0,40177.0,40208.0,40262.0,40306.0,40364.0,40402.0,40474.0,40497.0,40544.0,40555.0,40580.0,40599.0,40681.0,40762.0,40817.0,40903.0,40998.0,41049.0,41114.0,41175.0,41218.0,41269.0,41316.0,41389.0,41416.0,41462.0,41535.0
5089484,49200.0,49327.0,49418.0,49496.0,49550.0,49756.0,49908.0,50131.0,50254.0,50348.0,50410.0,50478.0,50541.0,50601.0,50647.0,50710.0,50771.0,50809.0,50912.0,50989.0,51024.0,51054.0,51114.0,51183.0,51247.0,51296.0,51375.0,51444.0,51497.0,51601.0,51644.0,51712.0,51753.0,51832.0,51879.0,51912.0,51959.0,52015.0,52104.0,52185.0,52207.0,52240.0,52272.0,52319.0,52360.0,52429.0,52487.0,52569.0,52622.0,52714.0,52742.0,52800.0,52812.0,52839.0,52868.0,53017.0,53136.0,53193.0,53283.0,53384.0,53440.0,53512.0,53584.0,53634.0,53696.0,53751.0,53839.0,53871.0,53926.0,54014.0
5089486,61800.0,62001.0,62144.0,62235.0,62297.0,62574.0,62779.0,63037.0,63180.0,63288.0,63358.0,63443.0,63521.0,63593.0,63648.0,63722.0,63792.0,63833.0,63929.0,64001.0,64039.0,64071.0,64121.0,64203.0,64279.0,64337.0,64430.0,64501.0,64559.0,64677.0,64723.0,64802.0,64847.0,64932.0,64983.0,65020.0,65070.0,65134.0,65235.0,65318.0,65340.0,65374.0,65411.0,65463.0,65508.0,65583.0,65639.0,65720.0,65773.0,65887.0,65916.0,65975.0,65987.0,66013.0,66033.0,66221.0,66326.0,66377.0,66457.0,66547.0,66592.0,66649.0,66720.0,66769.0,66830.0,66884.0,66965.0,66995.0,67046.0,67128.0
5089488,73800.0,73921.0,74007.0,74074.0,74120.0,74291.0,74417.0,74627.0,74743.0,74834.0,74894.0,74963.0,75026.0,75083.0,75126.0,75179.0,75229.0,75266.0,75350.0,75413.0,75444.0,75470.0,75528.0,75599.0,75666.0,75711.0,75784.0,75838.0,75883.0,75976.0,76016.0,76085.0,76125.0,76202.0,76245.0,76276.0,76320.0,76369.0,76445.0,76517.0,76536.0,76568.0,76600.0,76643.0,76680.0,76742.0,76795.0,76862.0,76906.0,76975.0,77001.0,77054.0,77066.0,77092.0,77110.0,77182.0,77247.0,77285.0,77345.0,77413.0,77450.0,77497.0,77557.0,77598.0,77654.0,77704.0,77770.0,77794.0,77836.0,77901.0
