tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P
5111755,27000.0,27049.0,27126.0,27169.0,27257.0,27320.0,27377.0,27431.0,27465.0,27500.0,27541.0,27794.0,27957.0,27992.0,28030.0,28077.0,28144.0,28200.0,28310.0,28498.0,28625.0,28696.0,28737.0,28903.0,28955.0,29046.0,29189.0,29266.0,29341.0,29414.0,29470.0,29512.0,29571.0,29622.0
5111757,34200.0,34250.0,34328.0,34372.0,34462.0,34527.0,34581.0,34632.0,34669.0,34707.0,34744.0,34974.0,35122.0,35155.0,35185.0,35222.0,35275.0,35319.0,35405.0,35552.0,35651.0,35722.0,35753.0,35879.0,35930.0,36019.0,36158.0,36234.0,36309.0,36382.0,36438.0,36480.0,36539.0,36590.0
5111761,50400.0,50467.0,50571.0,50630.0,50750.0,50837.0,50895.0,50951.0,51000.0,51049.0,51089.0,51336.0,51495.0,51530.0,51560.0,51597.0,51650.0,51694.0,51780.0,51927.0,52026.0,52098.0,52128.0,52252.0,52303.0,52393.0,52534.0,52609.0,52684.0,52757.0,52813.0,52855.0,52914.0,52965.0
5111762,56400.0,56468.0,56573.0,56632.0,56752.0,56838.0,56907.0,56973.0,57029.0,57086.0,57126.0,57375.0,57536.0,57571.0,57600.0,57636.0,57687.0,57729.0,57813.0,57955.0,58051.0,58129.0,58166.0,58317.0,58379.0,58488.0,58659.0,58735.0,58810.0,58883.0,58939.0,58981.0,59040.0,59091.0
5111764,64800.0,64863.0,64960.0,65014.0,65125.0,65206.0,65331.0,65451.0,65504.0,65557.0,65594.0,65826.0,65975.0,66008.0,66034.0,66066.0,66112.0,66150.0,66225.0,66353.0,66441.0,66500.0,66524.0,66622.0,66664.0,66738.0,66855.0,66929.0,67004.0,67077.0,67133.0,67175.0,67234.0,67285.0
5111765,73800.0,73834.0,73887.0,73917.0,73978.0,74022.0,74065.0,74107.0,74132.0,74158.0,74188.0,74377.0,74499.0,74526.0,74545.0,74568.0,74601.0,74628.0,74683.0,74776.0,74839.0,74880.0,74898.0,74970.0,75000.0,75052.0,75133.0,75198.0,75268.0,75337.0,75390.0,75429.0,75484.0,75531.0
5111767,79200.0,79234.0,79287.0,79317.0,79378.0,79422.0,79465.0,79507.0,79532.0,79558.0,79588.0,79777.0,79899.0,79926.0,79945.0,79968.0,80001.0,80028.0,80083.0,80176.0,80239.0,80280.0,80298.0,80370.0,80400.0,80452.0,80533.0,80598.0,80668.0,80737.0,80790.0,80829.0,80884.0,80931.0
5112136,46800.0,46867.0,46971.0,47030.0,47150.0,47237.0,47295.0,47351.0,47400.0,47449.0,47489.0,47736.0,47895.0,47930.0,47960.0,47997.0,48050.0,48094.0,48180.0,48327.0,48426.0,48498.0,48528.0,48652.0,48703.0,48793.0,48934.0,49009.0,49084.0,49157.0,49213.0,49255.0,49314.0,49365.0
5112138,54000.0,54068.0,54173.0,54232.0,54352.0,54438.0,54507.0,54573.0,54629.0,54686.0,54726.0,54975.0,55136.0,55171.0,55200.0,55236.0,55287.0,55329.0,55413.0,55555.0,55651.0,55729.0,55766.0,55917.0,55979.0,56088.0,56259.0,56335.0,56410.0,56483.0,56539.0,56581.0,56640.0,56691.0
5113152,75600.0,75634.0,75687.0,75717.0,75778.0,75822.0,75865.0,75907.0,75932.0,75958.0,75988.0,76177.0,76299.0,76326.0,76345.0,76368.0,76401.0,76428.0,76483.0,76576.0,76639.0,76680.0,76698.0,76770.0,76800.0,76852.0,76933.0,76998.0,77068.0,77137.0,77190.0,77229.0,77284.0,77331.0
5113154,81000.0,81034.0,81087.0,81117.0,81178.0,81222.0,81265.0,81307.0,81332.0,81358.0,81388.0,81577.0,81699.0,81726.0,81745.0,81768.0,81801.0,81828.0,81883.0,81976.0,82039.0,82080.0,82098.0,82170.0,82200.0,82252.0,82333.0,82398.0,82468.0,82537.0,82590.0,82629.0,82684.0,82731.0
5115674,28200.0,28249.0,28326.0,28369.0,28457.0,28520.0,28577.0,28631.0,28665.0,28700.0,28741.0,28994.0,29157.0,29192.0,29230.0,29277.0,29344.0,29400.0,29510.0,29698.0,29825.0,29896.0,29937.0,30103.0,30155.0,30246.0,30389.0,30466.0,30541.0,30614.0,30670.0,30712.0,30771.0,30822.0
5115676,36000.0,36050.0,36128.0,36172.0,36262.0,36327.0,36381.0,36432.0,36469.0,36507.0,36544.0,36774.0,36922.0,36955.0,36985.0,37022.0,37075.0,37119.0,37205.0,37352.0,37451.0,37522.0,37553.0,37679.0,37730.0,37819.0,37958.0,38034.0,38109.0,38182.0,38238.0,38280.0,38339.0,38390.0
5115678,55200.0,55268.0,55373.0,55432.0,55552.0,55638.0,55707.0,55773.0,55829.0,55886.0,55926.0,56175.0,56336.0,56371.0,56400.0,56436.0,56487.0,56529.0,56613.0,56755.0,56851.0,56929.0,56966.0,57117.0,57179.0,57288.0,57459.0,57535.0,57610.0,57683.0,57739.0,57781.0,57840.0,57891.0
5115680,63600.0,63663.0,63760.0,63814.0,63925.0,64006.0,64131.0,64251.0,64304.0,64357.0,64394.0,64626.0,64775.0,64808.0,64834.0,64866.0,64912.0,64950.0,65025.0,65153.0,65241.0,65300.0,65324.0,65422.0,65464.0,65538.0,65655.0,65729.0,65804.0,65877.0,65933.0,65975.0,66034.0,66085.0
