tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P
5087803,25500.0,25691.0,25714.0,25790.0,25849.0,25889.0,25937.0,25961.0,25994.0,26014.0,26031.0,26082.0,26131.0,26159.0,26204.0,26226.0,26292.0,26323.0,26383.0,26431.0,26459.0,26493.0,26542.0,26579.0,26641.0,26701.0,26737.0,26757.0,26887.0,26913.0,26950.0,26969.0,26984.0,27009.0,27042.0,27079.0,27112.0,27177.0,27210.0,27234.0,27312.0,27418.0,27542.0,27599.0,27793.0,27883.0,27906.0,27976.0,28069.0,28117.0,28151.0,28197.0,28384.0,28408.0,28432.0,28504.0
5087806,46800.0,46936.0,46963.0,47050.0,47117.0,47160.0,47212.0,47240.0,47280.0,47305.0,47324.0,47381.0,47437.0,47470.0,47522.0,47548.0,47628.0,47667.0,47750.0,47818.0,47859.0,47903.0,47967.0,48016.0,48086.0,48150.0,48200.0,48220.0,48356.0,48383.0,48421.0,48443.0,48459.0,48488.0,48526.0,48564.0,48594.0,48653.0,48684.0,48708.0,48771.0,48857.0,48957.0,49003.0,49160.0,49234.0,49250.0,49328.0,49433.0,49477.0,49508.0,49551.0,49732.0,49755.0,49778.0,49849.0
5087808,55800.0,56004.0,56041.0,56163.0,56256.0,56309.0,56373.0,56409.0,56460.0,56491.0,56525.0,56627.0,56727.0,56760.0,56813.0,56840.0,56931.0,56974.0,57055.0,57125.0,57167.0,57212.0,57278.0,57328.0,57424.0,57500.0,57545.0,57565.0,57700.0,57726.0,57764.0,57786.0,57802.0,57828.0,57861.0,57901.0,57935.0,58001.0,58034.0,58058.0,58124.0,58215.0,58320.0,58369.0,58534.0,58612.0,58634.0,58718.0,58829.0,58874.0,58906.0,58949.0,59129.0,59152.0,59175.0,59244.0
5087810,64200.0,64374.0,64424.0,64587.0,64712.0,64767.0,64835.0,64880.0,64944.0,64983.0,65022.0,65140.0,65256.0,65290.0,65344.0,65372.0,65465.0,65510.0,65582.0,65648.0,65688.0,65729.0,65789.0,65836.0,65906.0,65977.0,66023.0,66048.0,66211.0,66238.0,66276.0,66298.0,66315.0,66339.0,66369.0,66421.0,66451.0,66509.0,66539.0,66563.0,66630.0,66721.0,66827.0,66876.0,67042.0,67119.0,67138.0,67237.0,67370.0,67414.0,67445.0,67487.0,67665.0,67688.0,67711.0,67780.0
5087812,72900.0,73009.0,73033.0,73113.0,73174.0,73209.0,73252.0,73276.0,73310.0,73330.0,73346.0,73394.0,73440.0,73465.0,73504.0,73523.0,73587.0,73617.0,73674.0,73717.0,73742.0,73775.0,73823.0,73860.0,73915.0,73967.0,74003.0,74017.0,74113.0,74136.0,74170.0,74186.0,74198.0,74219.0,74246.0,74281.0,74303.0,74347.0,74369.0,74391.0,74444.0,74517.0,74602.0,74641.0,74774.0,74836.0,74854.0,74915.0,74997.0,75036.0,75064.0,75101.0,75273.0,75295.0,75317.0,75384.0
5087814,80100.0,80209.0,80233.0,80313.0,80374.0,80409.0,80452.0,80476.0,80510.0,80530.0,80546.0,80594.0,80640.0,80665.0,80704.0,80723.0,80787.0,80817.0,80874.0,80917.0,80942.0,80975.0,81023.0,81060.0,81115.0,81167.0,81203.0,81217.0,81313.0,81336.0,81370.0,81386.0,81398.0,81419.0,81446.0,81481.0,81503.0,81547.0,81569.0,81591.0,81644.0,81717.0,81802.0,81841.0,81974.0,82036.0,82054.0,82115.0,82197.0,82236.0,82264.0,82301.0,82473.0,82495.0,82517.0,82584.0
5091863,42600.0,42733.0,42781.0,42939.0,43059.0,43095.0,43140.0,43163.0,43196.0,43215.0,43232.0,43284.0,43335.0,43360.0,43400.0,43420.0,43492.0,43527.0,43595.0,43644.0,43674.0,43707.0,43755.0,43792.0,43858.0,43920.0,43952.0,43971.0,44097.0,44120.0,44153.0,44172.0,44187.0,44211.0,44241.0,44276.0,44306.0,44365.0,44395.0,44430.0,44494.0,44581.0,44682.0,44729.0,44888.0,44963.0,44987.0,45074.0,45189.0,45230.0,45259.0,45297.0,45458.0,45479.0,45500.0,45561.0
5091865,51000.0,51077.0,51106.0,51202.0,51276.0,51318.0,51370.0,51394.0,51429.0,51450.0,51471.0,51535.0,51597.0,51625.0,51670.0,51693.0,51773.0,51812.0,51872.0,51926.0,51958.0,51997.0,52054.0,52097.0,52169.0,52208.0,52234.0,52261.0,52440.0,52470.0,52512.0,52532.0,52547.0,52574.0,52608.0,52642.0,52665.0,52709.0,52731.0,52751.0,52807.0,52883.0,52972.0,53013.0,53152.0,53216.0,53240.0,53327.0,53444.0,53484.0,53512.0,53550.0,53724.0,53746.0,53768.0,53836.0
5091869,69000.0,69126.0,69152.0,69236.0,69300.0,69337.0,69382.0,69403.0,69433.0,69451.0,69467.0,69516.0,69564.0,69586.0,69621.0,69638.0,69713.0,69749.0,69799.0,69851.0,69882.0,69927.0,69993.0,70044.0,70099.0,70165.0,70206.0,70223.0,70339.0,70368.0,70409.0,70424.0,70435.0,70454.0,70479.0,70514.0,70533.0,70571.0,70590.0,70608.0,70662.0,70736.0,70822.0,70862.0,70996.0,71058.0,71073.0,71131.0,71209.0,71252.0,71282.0,71322.0,71485.0,71506.0,71527.0,71590.0
5092405,27600.0,27791.0,27814.0,27890.0,27949.0,27989.0,28037.0,28061.0,28094.0,28114.0,28131.0,28182.0,28231.0,28259.0,28304.0,28326.0,28392.0,28423.0,28483.0,28531.0,28559.0,28593.0,28642.0,28679.0,28741.0,28801.0,28837.0,28857.0,28987.0,29013.0,29050.0,29069.0,29084.0,29109.0,29142.0,29179.0,29212.0,29277.0,29310.0,29334.0,29412.0,29518.0,29642.0,29699.0,29893.0,29983.0,30006.0,30076.0,30169.0,30217.0,30251.0,30297.0,30484.0,30508.0,30532.0,30604.0
5092407,37800.0,37924.0,37948.0,38027.0,38088.0,38131.0,38184.0,38213.0,38254.0,38278.0,38295.0,38345.0,38394.0,38420.0,38461.0,38482.0,38545.0,38575.0,38642.0,38695.0,38727.0,38766.0,38823.0,38866.0,38920.0,38982.0,39023.0,39040.0,39154.0,39182.0,39223.0,39239.0,39251.0,39275.0,39307.0,39345.0,39373.0,39427.0,39454.0,39479.0,39537.0,39616.0,39708.0,39751.0,39895.0,39963.0,39978.0,40049.0,40144.0,40183.0,40211.0,40248.0,40409.0,40430.0,40451.0,40513.0
5092411,63000.0,63174.0,63224.0,63387.0,63512.0,63567.0,63635.0,63680.0,63744.0,63783.0,63822.0,63940.0,64056.0,64090.0,64144.0,64172.0,64265.0,64310.0,64382.0,64448.0,64488.0,64529.0,64589.0,64636.0,64706.0,64777.0,64823.0,64848.0,65011.0,65038.0,65076.0,65098.0,65115.0,65139.0,65169.0,65221.0,65251.0,65309.0,65339.0,65363.0,65430.0,65521.0,65627.0,65676.0,65842.0,65919.0,65938.0,66037.0,66170.0,66214.0,66245.0,66287.0,66465.0,66488.0,66511.0,66580.0
5092413,71100.0,71267.0,71302.0,71417.0,71505.0,71550.0,71606.0,71641.0,71690.0,71720.0,71743.0,71813.0,71882.0,71910.0,71954.0,71976.0,72056.0,72094.0,72157.0,72212.0,72245.0,72286.0,72346.0,72392.0,72455.0,72518.0,72560.0,72576.0,72679.0,72705.0,72741.0,72760.0,72774.0,72796.0,72824.0,72862.0,72890.0,72945.0,72973.0,72995.0,73053.0,73132.0,73224.0,73266.0,73409.0,73476.0,73495.0,73574.0,73679.0,73719.0,73747.0,73785.0,73952.0,73973.0,73994.0,74059.0
5092654,36600.0,36697.0,36743.0,36893.0,37008.0,37038.0,37075.0,37097.0,37128.0,37146.0,37157.0,37191.0,37225.0,37251.0,37292.0,37313.0,37393.0,37431.0,37497.0,37548.0,37579.0,37620.0,37680.0,37726.0,37789.0,37837.0,37877.0,37892.0,37993.0,38019.0,38055.0,38076.0,38092.0,38114.0,38143.0,38181.0,38214.0,38279.0,38312.0,38336.0,38388.0,38459.0,38542.0,38580.0,38710.0,38771.0,38794.0,38854.0,38935.0,38983.0,39017.0,39063.0,39231.0,39253.0,39274.0,39339.0
5092656,45000.0,45133.0,45181.0,45339.0,45459.0,45495.0,45540.0,45563.0,45596.0,45615.0,45632.0,45684.0,45735.0,45760.0,45800.0,45820.0,45892.0,45927.0,45995.0,46044.0,46074.0,46107.0,46155.0,46192.0,46258.0,46320.0,46352.0,46371.0,46497.0,46520.0,46553.0,46572.0,46587.0,46611.0,46641.0,46676.0,46706.0,46765.0,46795.0,46830.0,46894.0,46981.0,47082.0,47129.0,47288.0,47363.0,47387.0,47474.0,47589.0,47630.0,47659.0,47697.0,47858.0,47879.0,47900.0,47961.0
5093996,30600.0,30777.0,30807.0,30907.0,30984.0,31027.0,31080.0,31112.0,31158.0,31185.0,31205.0,31265.0,31323.0,31358.0,31414.0,31443.0,31519.0,31556.0,31626.0,31688.0,31725.0,31763.0,31818.0,31861.0,31933.0,31997.0,32039.0,32058.0,32185.0,32208.0,32241.0,32262.0,32277.0,32307.0,32346.0,32382.0,32410.0,32465.0,32493.0,32517.0,32583.0,32674.0,32779.0,32828.0,32993.0,33070.0,33094.0,33158.0,33243.0,33285.0,33315.0,33355.0,33532.0,33555.0,33578.0,33646.0
5093998,39600.0,39724.0,39748.0,39827.0,39888.0,39931.0,39984.0,40013.0,40054.0,40078.0,40095.0,40145.0,40194.0,40220.0,40261.0,40282.0,40345.0,40375.0,40442.0,40495.0,40527.0,40566.0,40623.0,40666.0,40720.0,40782.0,40823.0,40840.0,40954.0,40982.0,41023.0,41039.0,41051.0,41075.0,41107.0,41145.0,41173.0,41227.0,41254.0,41279.0,41337.0,41416.0,41508.0,41551.0,41695.0,41763.0,41778.0,41849.0,41944.0,41983.0,42011.0,42048.0,42209.0,42230.0,42251.0,42313.0
5094000,48600.0,48736.0,48763.0,48850.0,48917.0,48960.0,49012.0,49040.0,49080.0,49105.0,49124.0,49181.0,49237.0,49270.0,49322.0,49348.0,49428.0,49467.0,49550.0,49618.0,49659.0,49703.0,49767.0,49816.0,49886.0,49950.0,50000.0,50020.0,50156.0,50183.0,50221.0,50243.0,50259.0,50288.0,50326.0,50364.0,50394.0,50453.0,50484.0,50508.0,50571.0,50657.0,50757.0,50803.0,50960.0,51034.0,51050.0,51128.0,51233.0,51277.0,51308.0,51351.0,51532.0,51555.0,51578.0,51649.0
5094002,58200.0,58404.0,58441.0,58563.0,58656.0,58709.0,58773.0,58809.0,58860.0,58891.0,58925.0,59027.0,59127.0,59160.0,59213.0,59240.0,59331.0,59374.0,59455.0,59525.0,59567.0,59612.0,59678.0,59728.0,59824.0,59900.0,59945.0,59965.0,60100.0,60126.0,60164.0,60186.0,60202.0,60228.0,60261.0,60301.0,60335.0,60401.0,60434.0,60458.0,60524.0,60615.0,60720.0,60769.0,60934.0,61012.0,61034.0,61118.0,61229.0,61274.0,61306.0,61349.0,61529.0,61552.0,61575.0,61644.0
5094004,66600.0,66767.0,66802.0,66917.0,67005.0,67050.0,67106.0,67141.0,67190.0,67220.0,67243.0,67313.0,67382.0,67410.0,67454.0,67476.0,67556.0,67594.0,67657.0,67712.0,67745.0,67786.0,67846.0,67892.0,67955.0,68018.0,68060.0,68076.0,68179.0,68205.0,68241.0,68260.0,68274.0,68296.0,68324.0,68362.0,68390.0,68445.0,68473.0,68495.0,68553.0,68632.0,68724.0,68766.0,68909.0,68976.0,68995.0,69074.0,69179.0,69219.0,69247.0,69285.0,69452.0,69473.0,69494.0,69559.0
5094992,24300.0,24491.0,24514.0,24590.0,24649.0,24689.0,24737.0,24761.0,24794.0,24814.0,24831.0,24882.0,24931.0,24959.0,25004.0,25026.0,25092.0,25123.0,25183.0,25231.0,25259.0,25293.0,25342.0,25379.0,25441.0,25501.0,25537.0,25557.0,25687.0,25713.0,25750.0,25769.0,25784.0,25809.0,25842.0,25879.0,25912.0,25977.0,26010.0,26034.0,26112.0,26218.0,26342.0,26399.0,26593.0,26683.0,26706.0,26776.0,26869.0,26917.0,26951.0,26997.0,27184.0,27208.0,27232.0,27304.0
5094994,32400.0,32577.0,32607.0,32707.0,32784.0,32827.0,32880.0,32912.0,32958.0,32985.0,33005.0,33065.0,33123.0,33158.0,33214.0,33243.0,33319.0,33356.0,33426.0,33488.0,33525.0,33563.0,33618.0,33661.0,33733.0,33797.0,33839.0,33858.0,33985.0,34008.0,34041.0,34062.0,34077.0,34107.0,34146.0,34182.0,34210.0,34265.0,34293.0,34317.0,34383.0,34474.0,34579.0,34628.0,34793.0,34870.0,34894.0,34958.0,35043.0,35085.0,35115.0,35155.0,35332.0,35355.0,35378.0,35446.0
5094996,41400.0,41536.0,41563.0,41650.0,41717.0,41760.0,41812.0,41840.0,41880.0,41905.0,41924.0,41981.0,42037.0,42070.0,42122.0,42148.0,42228.0,42267.0,42350.0,42418.0,42459.0,42503.0,42567.0,42616.0,42686.0,42750.0,42800.0,42820.0,42956.0,42983.0,43021.0,43043.0,43059.0,43088.0,43126.0,43164.0,43194.0,43253.0,43284.0,43308.0,43371.0,43457.0,43557.0,43603.0,43760.0,43834.0,43850.0,43928.0,44033.0,44077.0,44108.0,44151.0,44332.0,44355.0,44378.0,44449.0
5094998,50400.0,50536.0,50563.0,50650.0,50717.0,50760.0,50812.0,50840.0,50880.0,50905.0,50924.0,50981.0,51037.0,51070.0,51122.0,51148.0,51228.0,51267.0,51350.0,51418.0,51459.0,51503.0,51567.0,51616.0,51686.0,51750.0,51800.0,51820.0,51956.0,51983.0,52021.0,52043.0,52059.0,52088.0,52126.0,52164.0,52194.0,52253.0,52284.0,52308.0,52371.0,52457.0,52557.0,52603.0,52760.0,52834.0,52850.0,52928.0,53033.0,53077.0,53108.0,53151.0,53332.0,53355.0,53378.0,53449.0
5095000,59400.0,59604.0,59641.0,59763.0,59856.0,59909.0,59973.0,60009.0,60060.0,60091.0,60125.0,60227.0,60327.0,60360.0,60413.0,60440.0,60531.0,60574.0,60655.0,60725.0,60767.0,60812.0,60878.0,60928.0,61024.0,61100.0,61145.0,61165.0,61300.0,61326.0,61364.0,61386.0,61402.0,61428.0,61461.0,61501.0,61535.0,61601.0,61634.0,61658.0,61724.0,61815.0,61920.0,61969.0,62134.0,62212.0,62234.0,62318.0,62429.0,62474.0,62506.0,62549.0,62729.0,62752.0,62775.0,62844.0
5095225,54600.0,54736.0,54772.0,54891.0,54983.0,55016.0,55056.0,55082.0,55118.0,55140.0,55156.0,55206.0,55255.0,55281.0,55323.0,55344.0,55432.0,55475.0,55546.0,55600.0,55632.0,55685.0,55762.0,55822.0,55882.0,55953.0,55998.0,56011.0,56095.0,56115.0,56143.0,56167.0,56185.0,56204.0,56228.0,56268.0,56301.0,56365.0,56397.0,56420.0,56476.0,56552.0,56640.0,56681.0,56819.0,56883.0,56909.0,56981.0,57077.0,57109.0,57131.0,57161.0,57330.0,57352.0,57374.0,57438.0
5095227,64200.0,64301.0,64324.0,64401.0,64460.0,64491.0,64528.0,64552.0,64587.0,64608.0,64619.0,64653.0,64687.0,64717.0,64764.0,64788.0,64850.0,64880.0,64942.0,64995.0,65027.0,65065.0,65120.0,65161.0,65222.0,65268.0,65314.0,65334.0,65470.0,65491.0,65522.0,65568.0,65603.0,65631.0,65667.0,65713.0,65742.0,65799.0,65829.0,65850.0,65914.0,66002.0,66104.0,66151.0,66310.0,66384.0,66419.0,66515.0,66643.0,66687.0,66718.0,66761.0,66969.0,66996.0,67022.0,67102.0
5095229,73200.0,73286.0,73308.0,73380.0,73436.0,73468.0,73507.0,73530.0,73563.0,73583.0,73597.0,73640.0,73682.0,73705.0,73742.0,73760.0,73826.0,73857.0,73912.0,73954.0,73979.0,74013.0,74063.0,74102.0,74157.0,74220.0,74249.0,74261.0,74343.0,74362.0,74390.0,74408.0,74422.0,74443.0,74470.0,74506.0,74533.0,74585.0,74611.0,74635.0,74685.0,74753.0,74832.0,74869.0,74993.0,75052.0,75069.0,75124.0,75198.0,75238.0,75266.0,75305.0,75467.0,75488.0,75509.0,75572.0
5095231,81000.0,81086.0,81108.0,81180.0,81236.0,81268.0,81307.0,81330.0,81363.0,81383.0,81397.0,81440.0,81482.0,81505.0,81542.0,81560.0,81626.0,81657.0,81712.0,81754.0,81779.0,81813.0,81863.0,81902.0,81957.0,82020.0,82049.0,82061.0,82143.0,82162.0,82190.0,82208.0,82222.0,82243.0,82270.0,82306.0,82333.0,82385.0,82411.0,82435.0,82485.0,82553.0,82632.0,82669.0,82793.0,82852.0,82869.0,82924.0,82998.0,83038.0,83066.0,83105.0,83267.0,83288.0,83309.0,83372.0
5095688,67800.0,67967.0,68002.0,68117.0,68205.0,68250.0,68306.0,68341.0,68390.0,68420.0,68443.0,68513.0,68582.0,68610.0,68654.0,68676.0,68756.0,68794.0,68857.0,68912.0,68945.0,68986.0,69046.0,69092.0,69155.0,69218.0,69260.0,69276.0,69379.0,69405.0,69441.0,69460.0,69474.0,69496.0,69524.0,69562.0,69590.0,69645.0,69673.0,69695.0,69753.0,69832.0,69924.0,69966.0,70109.0,70176.0,70195.0,70274.0,70379.0,70419.0,70447.0,70485.0,70652.0,70673.0,70694.0,70759.0
5095689,74700.0,74809.0,74833.0,74913.0,74974.0,75009.0,75052.0,75076.0,75110.0,75130.0,75146.0,75194.0,75240.0,75265.0,75304.0,75323.0,75387.0,75417.0,75474.0,75517.0,75542.0,75575.0,75623.0,75660.0,75715.0,75767.0,75803.0,75817.0,75913.0,75936.0,75970.0,75986.0,75998.0,76019.0,76046.0,76081.0,76103.0,76147.0,76169.0,76191.0,76244.0,76317.0,76402.0,76441.0,76574.0,76636.0,76654.0,76715.0,76797.0,76836.0,76864.0,76901.0,77073.0,77095.0,77117.0,77184.0
5095691,81900.0,82009.0,82033.0,82113.0,82174.0,82209.0,82252.0,82276.0,82310.0,82330.0,82346.0,82394.0,82440.0,82465.0,82504.0,82523.0,82587.0,82617.0,82674.0,82717.0,82742.0,82775.0,82823.0,82860.0,82915.0,82967.0,83003.0,83017.0,83113.0,83136.0,83170.0,83186.0,83198.0,83219.0,83246.0,83281.0,83303.0,83347.0,83369.0,83391.0,83444.0,83517.0,83602.0,83641.0,83774.0,83836.0,83854.0,83915.0,83997.0,84036.0,84064.0,84101.0,84273.0,84295.0,84317.0,84384.0
5096541,52800.0,52877.0,52906.0,53002.0,53076.0,53118.0,53170.0,53194.0,53229.0,53250.0,53271.0,53335.0,53397.0,53425.0,53470.0,53493.0,53573.0,53612.0,53672.0,53726.0,53758.0,53797.0,53854.0,53897.0,53969.0,54008.0,54034.0,54061.0,54240.0,54270.0,54312.0,54332.0,54347.0,54374.0,54408.0,54442.0,54465.0,54509.0,54531.0,54551.0,54607.0,54683.0,54772.0,54813.0,54952.0,55016.0,55040.0,55127.0,55244.0,55284.0,55312.0,55350.0,55524.0,55546.0,55568.0,55636.0
5096543,61800.0,61901.0,61924.0,62001.0,62060.0,62091.0,62128.0,62152.0,62187.0,62208.0,62219.0,62253.0,62287.0,62317.0,62364.0,62388.0,62450.0,62480.0,62542.0,62595.0,62627.0,62665.0,62720.0,62761.0,62822.0,62868.0,62914.0,62934.0,63070.0,63091.0,63122.0,63168.0,63203.0,63231.0,63267.0,63313.0,63342.0,63399.0,63429.0,63450.0,63514.0,63602.0,63704.0,63751.0,63910.0,63984.0,64019.0,64115.0,64243.0,64287.0,64318.0,64361.0,64569.0,64596.0,64622.0,64702.0
