tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P
5005232,33600.0,33689.0,33739.0,33793.0,33838.0,33918.0,34298.0,34386.0,34502.0,34663.0,34757.0,34809.0,34839.0,34899.0,34974.0,35043.0,35103.0,35156.0,35220.0,35272.0,35315.0,35408.0,35430.0,35529.0,35593.0,35620.0,35683.0,35721.0,35783.0,35821.0,35884.0,35948.0,35994.0,36037.0,36080.0,36112.0,36162.0,36202.0,36244.0,36285.0,36372.0,36435.0,36488.0,36525.0,36595.0,36664.0,36716.0,36764.0,36820.0,36874.0,36948.0,37019.0,37096.0,37205.0,37258.0,37342.0,37401.0,37495.0,37537.0,37588.0,37624.0,37662.0,37694.0,37717.0,37778.0,37843.0,37865.0,37937.0,37986.0,38008.0,38069.0,38099.0,38125.0
5005234,45600.0,45680.0,45725.0,45777.0,45820.0,45897.0,46157.0,46276.0,46432.0,46563.0,46657.0,46709.0,46740.0,46803.0,46889.0,46969.0,47034.0,47092.0,47176.0,47244.0,47291.0,47398.0,47424.0,47538.0,47613.0,47645.0,47719.0,47764.0,47837.0,47862.0,47904.0,47952.0,48010.0,48069.0,48119.0,48157.0,48214.0,48256.0,48300.0,48341.0,48428.0,48491.0,48544.0,48580.0,48661.0,48739.0,48799.0,48854.0,48918.0,48979.0,49063.0,49144.0,49232.0,49354.0,49409.0,49495.0,49568.0,49684.0,49736.0,49799.0,49844.0,49891.0,49931.0,49959.0,50034.0,50115.0,50142.0,50224.0,50281.0,50306.0,50376.0,50410.0,50441.0
5005236,57600.0,57693.0,57744.0,57811.0,57866.0,57965.0,58305.0,58421.0,58572.0,58721.0,58812.0,58862.0,58896.0,58966.0,59062.0,59150.0,59211.0,59265.0,59343.0,59407.0,59450.0,59550.0,59574.0,59680.0,59757.0,59790.0,59865.0,59912.0,59988.0,60015.0,60060.0,60112.0,60176.0,60226.0,60278.0,60317.0,60377.0,60418.0,60460.0,60503.0,60594.0,60660.0,60715.0,60753.0,60857.0,60958.0,61013.0,61064.0,61124.0,61181.0,61259.0,61334.0,61416.0,61530.0,61586.0,61675.0,61746.0,61860.0,61911.0,61972.0,62016.0,62062.0,62101.0,62129.0,62201.0,62283.0,62310.0,62389.0,62443.0,62467.0,62534.0,62567.0,62598.0
5005238,69000.0,69093.0,69144.0,69211.0,69266.0,69365.0,69705.0,69821.0,69972.0,70121.0,70212.0,70262.0,70296.0,70366.0,70462.0,70550.0,70611.0,70665.0,70743.0,70807.0,70850.0,70950.0,70974.0,71080.0,71157.0,71190.0,71265.0,71312.0,71388.0,71415.0,71460.0,71512.0,71576.0,71626.0,71678.0,71717.0,71777.0,71818.0,71860.0,71903.0,71994.0,72060.0,72115.0,72153.0,72257.0,72358.0,72413.0,72464.0,72524.0,72581.0,72659.0,72734.0,72816.0,72930.0,72986.0,73075.0,73146.0,73260.0,73311.0,73372.0,73416.0,73462.0,73501.0,73529.0,73601.0,73683.0,73710.0,73789.0,73843.0,73867.0,73934.0,73967.0,73998.0
5005389,54000.0,54093.0,54144.0,54211.0,54266.0,54365.0,54705.0,54821.0,54972.0,55121.0,55212.0,55262.0,55296.0,55366.0,55462.0,55550.0,55611.0,55665.0,55743.0,55807.0,55850.0,55950.0,55974.0,56080.0,56157.0,56190.0,56265.0,56312.0,56388.0,56415.0,56460.0,56512.0,56576.0,56626.0,56678.0,56717.0,56777.0,56818.0,56860.0,56903.0,56994.0,57060.0,57115.0,57153.0,57257.0,57358.0,57413.0,57464.0,57524.0,57581.0,57659.0,57734.0,57816.0,57930.0,57986.0,58075.0,58146.0,58260.0,58311.0,58372.0,58416.0,58462.0,58501.0,58529.0,58601.0,58683.0,58710.0,58789.0,58843.0,58867.0,58934.0,58967.0,58998.0
5005391,66600.0,66693.0,66744.0,66811.0,66866.0,66965.0,67305.0,67421.0,67572.0,67721.0,67812.0,67862.0,67896.0,67966.0,68062.0,68150.0,68211.0,68265.0,68343.0,68407.0,68450.0,68550.0,68574.0,68680.0,68757.0,68790.0,68865.0,68912.0,68988.0,69015.0,69060.0,69112.0,69176.0,69226.0,69278.0,69317.0,69377.0,69418.0,69460.0,69503.0,69594.0,69660.0,69715.0,69753.0,69857.0,69958.0,70013.0,70064.0,70124.0,70181.0,70259.0,70334.0,70416.0,70530.0,70586.0,70675.0,70746.0,70860.0,70911.0,70972.0,71016.0,71062.0,71101.0,71129.0,71201.0,71283.0,71310.0,71389.0,71443.0,71467.0,71534.0,71567.0,71598.0
5005393,77400.0,77468.0,77506.0,77545.0,77577.0,77634.0,77853.0,77962.0,78104.0,78206.0,78273.0,78310.0,78334.0,78382.0,78442.0,78492.0,78532.0,78568.0,78616.0,78655.0,78684.0,78759.0,78777.0,78856.0,78902.0,78921.0,78966.0,78999.0,79052.0,79071.0,79104.0,79135.0,79179.0,79217.0,79265.0,79301.0,79357.0,79393.0,79430.0,79467.0,79544.0,79600.0,79647.0,79679.0,79731.0,79781.0,79824.0,79863.0,79909.0,79953.0,80014.0,80072.0,80135.0,80224.0,80270.0,80343.0,80398.0,80486.0,80525.0,80572.0,80606.0,80642.0,80672.0,80693.0,80750.0,80820.0,80843.0,80910.0,80956.0,80977.0,81034.0,81062.0,81087.0
5006396,36000.0,36091.0,36141.0,36193.0,36235.0,36311.0,36529.0,36615.0,36727.0,36848.0,36916.0,36954.0,36980.0,37034.0,37116.0,37177.0,37222.0,37263.0,37319.0,37364.0,37392.0,37470.0,37489.0,37571.0,37628.0,37652.0,37709.0,37740.0,37791.0,37815.0,37855.0,37889.0,37934.0,37983.0,38025.0,38057.0,38105.0,38139.0,38174.0,38211.0,38289.0,38345.0,38392.0,38424.0,38480.0,38535.0,38594.0,38648.0,38711.0,38771.0,38854.0,38934.0,39021.0,39143.0,39195.0,39278.0,39335.0,39426.0,39467.0,39516.0,39551.0,39588.0,39619.0,39641.0,39701.0,39762.0,39782.0,39866.0,39924.0,39950.0,40021.0,40056.0,40086.0
5006398,46800.0,46892.0,46943.0,46992.0,47033.0,47106.0,47367.0,47477.0,47622.0,47737.0,47829.0,47880.0,47908.0,47965.0,48045.0,48108.0,48167.0,48220.0,48284.0,48336.0,48381.0,48476.0,48499.0,48600.0,48671.0,48701.0,48771.0,48808.0,48868.0,48890.0,48926.0,48964.0,49013.0,49067.0,49115.0,49151.0,49207.0,49246.0,49287.0,49330.0,49420.0,49486.0,49541.0,49578.0,49646.0,49713.0,49772.0,49826.0,49890.0,49951.0,50035.0,50116.0,50203.0,50325.0,50376.0,50456.0,50519.0,50620.0,50665.0,50719.0,50758.0,50799.0,50834.0,50859.0,50923.0,50997.0,51022.0,51092.0,51140.0,51162.0,51222.0,51251.0,51277.0
5006400,57600.0,57689.0,57739.0,57789.0,57830.0,57904.0,58229.0,58347.0,58502.0,58616.0,58706.0,58755.0,58780.0,58830.0,58905.0,58975.0,59020.0,59061.0,59122.0,59171.0,59211.0,59298.0,59319.0,59412.0,59475.0,59502.0,59563.0,59595.0,59646.0,59663.0,59692.0,59719.0,59762.0,59801.0,59849.0,59885.0,59941.0,59977.0,60015.0,60052.0,60130.0,60186.0,60233.0,60265.0,60326.0,60385.0,60437.0,60485.0,60541.0,60595.0,60669.0,60740.0,60817.0,60924.0,60977.0,61061.0,61124.0,61225.0,61270.0,61325.0,61364.0,61405.0,61440.0,61465.0,61531.0,61607.0,61632.0,61707.0,61758.0,61781.0,61845.0,61876.0,61904.0
5007098,28800.0,28889.0,28939.0,28993.0,29038.0,29118.0,29498.0,29586.0,29702.0,29863.0,29957.0,30009.0,30039.0,30099.0,30174.0,30243.0,30303.0,30356.0,30420.0,30472.0,30515.0,30608.0,30630.0,30729.0,30793.0,30820.0,30883.0,30921.0,30983.0,31021.0,31084.0,31148.0,31194.0,31237.0,31280.0,31312.0,31362.0,31402.0,31444.0,31485.0,31572.0,31635.0,31688.0,31725.0,31795.0,31864.0,31916.0,31964.0,32020.0,32074.0,32148.0,32219.0,32296.0,32405.0,32458.0,32542.0,32601.0,32695.0,32737.0,32788.0,32824.0,32862.0,32894.0,32917.0,32978.0,33043.0,33065.0,33137.0,33186.0,33208.0,33269.0,33299.0,33325.0
5007100,40800.0,40873.0,40914.0,40960.0,40998.0,41067.0,41368.0,41484.0,41637.0,41762.0,41855.0,41906.0,41933.0,41988.0,42065.0,42144.0,42204.0,42258.0,42332.0,42393.0,42432.0,42531.0,42555.0,42661.0,42727.0,42755.0,42821.0,42862.0,42929.0,42950.0,42985.0,43022.0,43075.0,43117.0,43166.0,43203.0,43260.0,43297.0,43336.0,43375.0,43458.0,43518.0,43568.0,43603.0,43670.0,43736.0,43795.0,43849.0,43912.0,43972.0,44055.0,44135.0,44221.0,44341.0,44390.0,44468.0,44533.0,44637.0,44683.0,44739.0,44779.0,44821.0,44857.0,44882.0,44949.0,45021.0,45045.0,45123.0,45177.0,45201.0,45267.0,45299.0,45328.0
5007102,52800.0,52880.0,52925.0,52977.0,53020.0,53097.0,53357.0,53476.0,53632.0,53763.0,53857.0,53909.0,53940.0,54003.0,54089.0,54169.0,54234.0,54292.0,54376.0,54444.0,54491.0,54598.0,54624.0,54738.0,54813.0,54845.0,54919.0,54964.0,55037.0,55062.0,55104.0,55152.0,55210.0,55269.0,55319.0,55357.0,55414.0,55456.0,55500.0,55541.0,55628.0,55691.0,55744.0,55780.0,55861.0,55939.0,55999.0,56054.0,56118.0,56179.0,56263.0,56344.0,56432.0,56554.0,56609.0,56695.0,56768.0,56884.0,56936.0,56999.0,57044.0,57091.0,57131.0,57159.0,57234.0,57315.0,57342.0,57424.0,57481.0,57506.0,57576.0,57610.0,57641.0
5007104,65400.0,65493.0,65544.0,65611.0,65666.0,65765.0,66105.0,66221.0,66372.0,66521.0,66612.0,66662.0,66696.0,66766.0,66862.0,66950.0,67011.0,67065.0,67143.0,67207.0,67250.0,67350.0,67374.0,67480.0,67557.0,67590.0,67665.0,67712.0,67788.0,67815.0,67860.0,67912.0,67976.0,68026.0,68078.0,68117.0,68177.0,68218.0,68260.0,68303.0,68394.0,68460.0,68515.0,68553.0,68657.0,68758.0,68813.0,68864.0,68924.0,68981.0,69059.0,69134.0,69216.0,69330.0,69386.0,69475.0,69546.0,69660.0,69711.0,69772.0,69816.0,69862.0,69901.0,69929.0,70001.0,70083.0,70110.0,70189.0,70243.0,70267.0,70334.0,70367.0,70398.0
5007410,24000.0,24059.0,24092.0,24127.0,24156.0,24209.0,24388.0,24459.0,24552.0,24669.0,24741.0,24781.0,24803.0,24848.0,24902.0,24958.0,24998.0,25033.0,25080.0,25118.0,25143.0,25219.0,25237.0,25318.0,25364.0,25384.0,25430.0,25465.0,25523.0,25544.0,25579.0,25639.0,25683.0,25721.0,25762.0,25793.0,25841.0,25874.0,25909.0,25945.0,26020.0,26074.0,26119.0,26150.0,26206.0,26261.0,26307.0,26349.0,26398.0,26445.0,26510.0,26572.0,26640.0,26734.0,26786.0,26868.0,26933.0,27037.0,27083.0,27139.0,27179.0,27221.0,27257.0,27282.0,27348.0,27410.0,27431.0,27512.0,27568.0,27593.0,27662.0,27696.0,27727.0
5008591,25200.0,25228.0,25244.0,25265.0,25282.0,25313.0,25433.0,25486.0,25556.0,25630.0,25667.0,25688.0,25703.0,25734.0,25774.0,25801.0,25829.0,25854.0,25886.0,25913.0,25931.0,25977.0,25988.0,26038.0,26068.0,26081.0,26110.0,26137.0,26180.0,26196.0,26223.0,26248.0,26274.0,26299.0,26335.0,26362.0,26404.0,26434.0,26465.0,26493.0,26551.0,26593.0,26628.0,26652.0,26691.0,26729.0,26763.0,26794.0,26830.0,26864.0,26911.0,26957.0,27007.0,27076.0,27113.0,27172.0,27214.0,27282.0,27312.0,27348.0,27374.0,27401.0,27424.0,27440.0,27485.0,27539.0,27557.0,27630.0,27680.0,27702.0,27764.0,27794.0,27821.0
5008593,34800.0,34854.0,34884.0,34928.0,34964.0,35028.0,35151.0,35226.0,35324.0,35417.0,35473.0,35504.0,35529.0,35579.0,35645.0,35697.0,35735.0,35770.0,35833.0,35884.0,35914.0,35980.0,35996.0,36066.0,36111.0,36130.0,36174.0,36200.0,36242.0,36267.0,36308.0,36342.0,36380.0,36412.0,36451.0,36480.0,36525.0,36557.0,36590.0,36625.0,36699.0,36753.0,36798.0,36829.0,36878.0,36926.0,36975.0,37020.0,37072.0,37122.0,37191.0,37257.0,37329.0,37429.0,37476.0,37551.0,37596.0,37669.0,37701.0,37740.0,37768.0,37797.0,37822.0,37840.0,37888.0,37944.0,37963.0,38031.0,38078.0,38099.0,38157.0,38185.0,38211.0
5008595,45600.0,45692.0,45743.0,45792.0,45833.0,45906.0,46167.0,46277.0,46422.0,46537.0,46629.0,46680.0,46708.0,46765.0,46845.0,46908.0,46967.0,47020.0,47084.0,47136.0,47181.0,47276.0,47299.0,47400.0,47471.0,47501.0,47571.0,47608.0,47668.0,47690.0,47726.0,47764.0,47813.0,47867.0,47915.0,47951.0,48007.0,48046.0,48087.0,48130.0,48220.0,48286.0,48341.0,48378.0,48446.0,48513.0,48572.0,48626.0,48690.0,48751.0,48835.0,48916.0,49003.0,49125.0,49176.0,49256.0,49319.0,49420.0,49465.0,49519.0,49558.0,49599.0,49634.0,49659.0,49723.0,49797.0,49822.0,49892.0,49940.0,49962.0,50022.0,50051.0,50077.0
5008597,56400.0,56489.0,56539.0,56589.0,56630.0,56704.0,57029.0,57147.0,57302.0,57416.0,57506.0,57555.0,57580.0,57630.0,57705.0,57775.0,57820.0,57861.0,57922.0,57971.0,58011.0,58098.0,58119.0,58212.0,58275.0,58302.0,58363.0,58395.0,58446.0,58463.0,58492.0,58519.0,58562.0,58601.0,58649.0,58685.0,58741.0,58777.0,58815.0,58852.0,58930.0,58986.0,59033.0,59065.0,59126.0,59185.0,59237.0,59285.0,59341.0,59395.0,59469.0,59540.0,59617.0,59724.0,59777.0,59861.0,59924.0,60025.0,60070.0,60125.0,60164.0,60205.0,60240.0,60265.0,60331.0,60407.0,60432.0,60507.0,60558.0,60581.0,60645.0,60676.0,60704.0
5008599,70200.0,70277.0,70319.0,70359.0,70392.0,70450.0,70774.0,70866.0,70987.0,71097.0,71156.0,71188.0,71212.0,71260.0,71318.0,71383.0,71424.0,71460.0,71506.0,71543.0,71575.0,71653.0,71672.0,71754.0,71798.0,71817.0,71859.0,71885.0,71927.0,71945.0,71976.0,72003.0,72040.0,72078.0,72124.0,72159.0,72213.0,72249.0,72287.0,72323.0,72400.0,72456.0,72502.0,72534.0,72584.0,72632.0,72677.0,72719.0,72768.0,72815.0,72879.0,72941.0,73008.0,73100.0,73148.0,73223.0,73275.0,73359.0,73396.0,73441.0,73473.0,73507.0,73536.0,73556.0,73611.0,73675.0,73696.0,73765.0,73812.0,73833.0,73892.0,73921.0,73947.0
5008601,81000.0,81066.0,81103.0,81139.0,81168.0,81221.0,81487.0,81613.0,81777.0,81887.0,81940.0,81969.0,81989.0,82029.0,82095.0,82151.0,82188.0,82222.0,82269.0,82308.0,82335.0,82401.0,82417.0,82487.0,82531.0,82550.0,82594.0,82622.0,82668.0,82684.0,82711.0,82738.0,82779.0,82816.0,82863.0,82899.0,82954.0,82988.0,83023.0,83055.0,83123.0,83172.0,83213.0,83241.0,83291.0,83339.0,83377.0,83412.0,83452.0,83491.0,83544.0,83595.0,83650.0,83727.0,83763.0,83820.0,83872.0,83955.0,83992.0,84037.0,84069.0,84103.0,84132.0,84152.0,84206.0,84267.0,84288.0,84353.0,84398.0,84418.0,84473.0,84500.0,84524.0
5009084,31200.0,31254.0,31284.0,31328.0,31364.0,31428.0,31551.0,31626.0,31724.0,31817.0,31873.0,31904.0,31929.0,31979.0,32045.0,32097.0,32135.0,32170.0,32233.0,32284.0,32314.0,32380.0,32396.0,32466.0,32511.0,32530.0,32574.0,32600.0,32642.0,32667.0,32708.0,32742.0,32780.0,32812.0,32851.0,32880.0,32925.0,32957.0,32990.0,33025.0,33099.0,33153.0,33198.0,33229.0,33278.0,33326.0,33375.0,33420.0,33472.0,33522.0,33591.0,33657.0,33729.0,33829.0,33876.0,33951.0,33996.0,34069.0,34101.0,34140.0,34168.0,34197.0,34222.0,34240.0,34288.0,34344.0,34363.0,34431.0,34478.0,34499.0,34557.0,34585.0,34611.0
