tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P
5016778,73800.0,73888.0,73936.0,73980.0,74016.0,74080.0,74382.0,74483.0,74616.0,74744.0,74824.0,74868.0,74893.0,74943.0,75020.0,75075.0,75122.0,75165.0,75222.0,75268.0,75300.0,75381.0,75400.0,75486.0,75537.0,75559.0,75609.0,75639.0,75689.0,75708.0,75739.0,75769.0,75813.0,75854.0,75902.0,75938.0,75994.0,76029.0,76065.0,76102.0,76179.0,76235.0,76282.0,76313.0,76373.0,76431.0,76477.0,76520.0,76570.0,76618.0,76684.0,76747.0,76816.0,76911.0,76961.0,77039.0,77100.0,77198.0,77242.0,77295.0,77332.0,77372.0,77406.0,77430.0,77492.0,77572.0,77599.0,77675.0,77727.0,77750.0,77815.0,77846.0,77875.0
5016780,84300.0,84368.0,84406.0,84445.0,84477.0,84534.0,84753.0,84862.0,85004.0,85106.0,85173.0,85210.0,85234.0,85282.0,85342.0,85392.0,85432.0,85468.0,85516.0,85555.0,85584.0,85659.0,85677.0,85756.0,85802.0,85821.0,85866.0,85899.0,85952.0,85971.0,86004.0,86035.0,86079.0,86117.0,86165.0,86201.0,86257.0,86293.0,86330.0,86367.0,86444.0,86500.0,86547.0,86579.0,86631.0,86681.0,86724.0,86763.0,86809.0,86853.0,86914.0,86972.0,87035.0,87124.0,87170.0,87243.0,87298.0,87386.0,87425.0,87472.0,87506.0,87542.0,87572.0,87593.0,87650.0,87720.0,87743.0,87810.0,87856.0,87877.0,87934.0,87962.0,87987.0
5017201,22800.0,22859.0,22892.0,22927.0,22956.0,23009.0,23188.0,23259.0,23352.0,23469.0,23541.0,23581.0,23603.0,23648.0,23702.0,23758.0,23798.0,23833.0,23880.0,23918.0,23943.0,24019.0,24037.0,24118.0,24164.0,24184.0,24230.0,24265.0,24323.0,24344.0,24379.0,24439.0,24483.0,24521.0,24562.0,24593.0,24641.0,24674.0,24709.0,24745.0,24820.0,24874.0,24919.0,24950.0,25006.0,25061.0,25107.0,25149.0,25198.0,25245.0,25310.0,25372.0,25440.0,25534.0,25586.0,25668.0,25733.0,25837.0,25883.0,25939.0,25979.0,26021.0,26057.0,26082.0,26148.0,26210.0,26231.0,26312.0,26368.0,26393.0,26462.0,26496.0,26527.0
5086506,26100.0,26157.0,26188.0,26222.0,26250.0,26301.0,26473.0,26541.0,26631.0,26744.0,26814.0,26852.0,26873.0,26916.0,26968.0,27022.0,27060.0,27094.0,27139.0,27176.0,27200.0,27273.0,27291.0,27368.0,27413.0,27432.0,27476.0,27510.0,27565.0,27585.0,27619.0,27677.0,27719.0,27756.0,27795.0,27825.0,27871.0,27903.0,27936.0,27970.0,28042.0,28094.0,28138.0,28168.0,28222.0,28275.0,28319.0,28359.0,28406.0,28451.0,28513.0,28573.0,28638.0,28730.0,28780.0,28859.0,28921.0,29021.0,29066.0,29120.0,29158.0,29198.0,29232.0,29256.0,29321.0,29381.0,29401.0,29479.0,29533.0,29557.0,29624.0,29657.0,29686.0
5086508,37200.0,37271.0,37310.0,37355.0,37392.0,37457.0,37746.0,37858.0,38005.0,38125.0,38214.0,38263.0,38289.0,38342.0,38416.0,38492.0,38550.0,38602.0,38674.0,38732.0,38770.0,38865.0,38888.0,38990.0,39054.0,39081.0,39144.0,39184.0,39248.0,39268.0,39302.0,39338.0,39389.0,39429.0,39476.0,39512.0,39567.0,39603.0,39640.0,39678.0,39758.0,39816.0,39864.0,39897.0,39962.0,40025.0,40081.0,40133.0,40194.0,40252.0,40332.0,40409.0,40492.0,40607.0,40654.0,40729.0,40791.0,40891.0,40936.0,40990.0,41028.0,41069.0,41103.0,41127.0,41192.0,41261.0,41284.0,41359.0,41410.0,41433.0,41497.0,41528.0,41556.0
5086510,49200.0,49277.0,49320.0,49370.0,49411.0,49485.0,49735.0,49849.0,49999.0,50125.0,50215.0,50265.0,50295.0,50355.0,50438.0,50515.0,50577.0,50633.0,50713.0,50779.0,50824.0,50927.0,50952.0,51062.0,51134.0,51165.0,51236.0,51279.0,51349.0,51373.0,51413.0,51459.0,51515.0,51572.0,51620.0,51656.0,51711.0,51752.0,51794.0,51834.0,51918.0,51979.0,52029.0,52063.0,52141.0,52216.0,52273.0,52326.0,52388.0,52447.0,52528.0,52606.0,52690.0,52807.0,52860.0,52943.0,53013.0,53125.0,53175.0,53235.0,53278.0,53323.0,53361.0,53388.0,53461.0,53539.0,53565.0,53644.0,53698.0,53722.0,53789.0,53822.0,53853.0
5086512,61200.0,61289.0,61338.0,61403.0,61456.0,61551.0,61878.0,61989.0,62135.0,62278.0,62366.0,62414.0,62447.0,62514.0,62606.0,62691.0,62750.0,62802.0,62877.0,62939.0,62980.0,63076.0,63099.0,63201.0,63275.0,63306.0,63379.0,63424.0,63497.0,63523.0,63566.0,63616.0,63678.0,63726.0,63776.0,63814.0,63871.0,63910.0,63951.0,63993.0,64081.0,64144.0,64197.0,64233.0,64333.0,64430.0,64483.0,64532.0,64589.0,64644.0,64719.0,64792.0,64871.0,64980.0,65034.0,65119.0,65187.0,65296.0,65345.0,65404.0,65446.0,65490.0,65528.0,65555.0,65625.0,65704.0,65730.0,65806.0,65858.0,65881.0,65946.0,65978.0,66007.0
5086514,72000.0,72084.0,72131.0,72173.0,72207.0,72269.0,72559.0,72656.0,72784.0,72907.0,72984.0,73026.0,73050.0,73098.0,73172.0,73225.0,73271.0,73312.0,73366.0,73411.0,73442.0,73520.0,73539.0,73621.0,73670.0,73691.0,73739.0,73768.0,73816.0,73834.0,73864.0,73893.0,73935.0,73974.0,74020.0,74055.0,74109.0,74142.0,74177.0,74212.0,74286.0,74340.0,74385.0,74415.0,74472.0,74528.0,74573.0,74614.0,74662.0,74708.0,74771.0,74832.0,74898.0,74990.0,75038.0,75113.0,75172.0,75266.0,75308.0,75359.0,75395.0,75433.0,75465.0,75488.0,75549.0,75626.0,75652.0,75725.0,75775.0,75797.0,75859.0,75889.0,75917.0
5086516,81000.0,81066.0,81102.0,81139.0,81170.0,81225.0,81436.0,81540.0,81677.0,81775.0,81840.0,81875.0,81898.0,81944.0,82002.0,82050.0,82088.0,82123.0,82169.0,82207.0,82235.0,82307.0,82324.0,82400.0,82444.0,82463.0,82506.0,82538.0,82589.0,82608.0,82639.0,82669.0,82711.0,82748.0,82794.0,82829.0,82883.0,82917.0,82953.0,82988.0,83062.0,83116.0,83161.0,83192.0,83242.0,83290.0,83331.0,83369.0,83413.0,83455.0,83513.0,83569.0,83630.0,83716.0,83760.0,83830.0,83883.0,83967.0,84005.0,84050.0,84082.0,84116.0,84145.0,84166.0,84221.0,84288.0,84310.0,84375.0,84419.0,84439.0,84494.0,84521.0,84545.0
5088152,27000.0,27057.0,27088.0,27122.0,27150.0,27201.0,27373.0,27441.0,27531.0,27644.0,27714.0,27752.0,27773.0,27816.0,27868.0,27922.0,27960.0,27994.0,28039.0,28076.0,28100.0,28173.0,28191.0,28268.0,28313.0,28332.0,28376.0,28410.0,28465.0,28485.0,28519.0,28577.0,28619.0,28656.0,28695.0,28725.0,28771.0,28803.0,28836.0,28870.0,28942.0,28994.0,29038.0,29068.0,29122.0,29175.0,29219.0,29259.0,29306.0,29351.0,29413.0,29473.0,29538.0,29630.0,29680.0,29759.0,29821.0,29921.0,29966.0,30020.0,30058.0,30098.0,30132.0,30156.0,30221.0,30281.0,30301.0,30379.0,30433.0,30457.0,30524.0,30557.0,30586.0
5088154,38400.0,38471.0,38510.0,38555.0,38592.0,38657.0,38946.0,39058.0,39205.0,39325.0,39414.0,39463.0,39489.0,39542.0,39616.0,39692.0,39750.0,39802.0,39874.0,39932.0,39970.0,40065.0,40088.0,40190.0,40254.0,40281.0,40344.0,40384.0,40448.0,40468.0,40502.0,40538.0,40589.0,40629.0,40676.0,40712.0,40767.0,40803.0,40840.0,40878.0,40958.0,41016.0,41064.0,41097.0,41162.0,41225.0,41281.0,41333.0,41394.0,41452.0,41532.0,41609.0,41692.0,41807.0,41854.0,41929.0,41991.0,42091.0,42136.0,42190.0,42228.0,42269.0,42303.0,42327.0,42392.0,42461.0,42484.0,42559.0,42610.0,42633.0,42697.0,42728.0,42756.0
5088156,50400.0,50477.0,50520.0,50570.0,50611.0,50685.0,50935.0,51049.0,51199.0,51325.0,51415.0,51465.0,51495.0,51555.0,51638.0,51715.0,51777.0,51833.0,51913.0,51979.0,52024.0,52127.0,52152.0,52262.0,52334.0,52365.0,52436.0,52479.0,52549.0,52573.0,52613.0,52659.0,52715.0,52772.0,52820.0,52856.0,52911.0,52952.0,52994.0,53034.0,53118.0,53179.0,53229.0,53263.0,53341.0,53416.0,53473.0,53526.0,53588.0,53647.0,53728.0,53806.0,53890.0,54007.0,54060.0,54143.0,54213.0,54325.0,54375.0,54435.0,54478.0,54523.0,54561.0,54588.0,54661.0,54739.0,54765.0,54844.0,54898.0,54922.0,54989.0,55022.0,55053.0
5088158,62100.0,62189.0,62238.0,62303.0,62356.0,62451.0,62778.0,62889.0,63035.0,63178.0,63266.0,63314.0,63347.0,63414.0,63506.0,63591.0,63650.0,63702.0,63777.0,63839.0,63880.0,63976.0,63999.0,64101.0,64175.0,64206.0,64279.0,64324.0,64397.0,64423.0,64466.0,64516.0,64578.0,64626.0,64676.0,64714.0,64771.0,64810.0,64851.0,64893.0,64981.0,65044.0,65097.0,65133.0,65233.0,65330.0,65383.0,65432.0,65489.0,65544.0,65619.0,65692.0,65771.0,65880.0,65934.0,66019.0,66087.0,66196.0,66245.0,66304.0,66346.0,66390.0,66428.0,66455.0,66525.0,66604.0,66630.0,66706.0,66758.0,66781.0,66846.0,66878.0,66907.0
5089987,25800.0,25862.0,25897.0,25921.0,25941.0,25977.0,26092.0,26156.0,26240.0,26325.0,26371.0,26396.0,26413.0,26446.0,26494.0,26539.0,26566.0,26591.0,26622.0,26648.0,26667.0,26720.0,26733.0,26788.0,26820.0,26833.0,26864.0,26890.0,26931.0,26944.0,26967.0,26995.0,27026.0,27050.0,27085.0,27111.0,27151.0,27181.0,27213.0,27240.0,27296.0,27337.0,27371.0,27393.0,27434.0,27473.0,27511.0,27546.0,27587.0,27626.0,27680.0,27732.0,27789.0,27870.0,27913.0,27981.0,28023.0,28091.0,28121.0,28157.0,28183.0,28210.0,28233.0,28249.0,28295.0,28352.0,28371.0,28443.0,28492.0,28514.0,28575.0,28605.0,28632.0
5089993,56400.0,56484.0,56530.0,56586.0,56632.0,56714.0,56935.0,57042.0,57182.0,57299.0,57378.0,57421.0,57446.0,57497.0,57568.0,57629.0,57673.0,57713.0,57759.0,57797.0,57827.0,57910.0,57930.0,58018.0,58070.0,58092.0,58144.0,58173.0,58219.0,58235.0,58263.0,58291.0,58326.0,58355.0,58403.0,58440.0,58496.0,58531.0,58568.0,58604.0,58680.0,58735.0,58781.0,58812.0,58870.0,58926.0,58975.0,59020.0,59073.0,59123.0,59192.0,59259.0,59331.0,59433.0,59484.0,59564.0,59620.0,59709.0,59749.0,59797.0,59831.0,59867.0,59898.0,59920.0,59977.0,60048.0,60072.0,60142.0,60190.0,60212.0,60272.0,60301.0,60328.0
5089997,76200.0,76240.0,76262.0,76294.0,76320.0,76368.0,76539.0,76633.0,76756.0,76845.0,76902.0,76933.0,76950.0,76985.0,77043.0,77086.0,77126.0,77161.0,77203.0,77237.0,77261.0,77332.0,77349.0,77424.0,77471.0,77491.0,77537.0,77562.0,77602.0,77621.0,77653.0,77683.0,77728.0,77768.0,77817.0,77854.0,77911.0,77948.0,77986.0,78018.0,78086.0,78135.0,78176.0,78205.0,78261.0,78315.0,78354.0,78390.0,78432.0,78472.0,78527.0,78580.0,78637.0,78717.0,78758.0,78822.0,78875.0,78960.0,78998.0,79044.0,79077.0,79112.0,79141.0,79162.0,79217.0,79274.0,79293.0,79356.0,79399.0,79418.0,79472.0,79498.0,79522.0
5090704,25200.0,25257.0,25288.0,25322.0,25350.0,25401.0,25573.0,25641.0,25731.0,25844.0,25914.0,25952.0,25973.0,26016.0,26068.0,26122.0,26160.0,26194.0,26239.0,26276.0,26300.0,26373.0,26391.0,26468.0,26513.0,26532.0,26576.0,26610.0,26665.0,26685.0,26719.0,26777.0,26819.0,26856.0,26895.0,26925.0,26971.0,27003.0,27036.0,27070.0,27142.0,27194.0,27238.0,27268.0,27322.0,27375.0,27419.0,27459.0,27506.0,27551.0,27613.0,27673.0,27738.0,27830.0,27880.0,27959.0,28021.0,28121.0,28166.0,28220.0,28258.0,28298.0,28332.0,28356.0,28421.0,28481.0,28501.0,28579.0,28633.0,28657.0,28724.0,28757.0,28786.0
5091689,21600.0,21657.0,21688.0,21722.0,21750.0,21801.0,21973.0,22041.0,22131.0,22244.0,22314.0,22352.0,22373.0,22416.0,22468.0,22522.0,22560.0,22594.0,22639.0,22676.0,22700.0,22773.0,22791.0,22868.0,22913.0,22932.0,22976.0,23010.0,23065.0,23085.0,23119.0,23177.0,23219.0,23256.0,23295.0,23325.0,23371.0,23403.0,23436.0,23470.0,23542.0,23594.0,23638.0,23668.0,23722.0,23775.0,23819.0,23859.0,23906.0,23951.0,24013.0,24073.0,24138.0,24230.0,24280.0,24359.0,24421.0,24521.0,24566.0,24620.0,24658.0,24698.0,24732.0,24756.0,24821.0,24881.0,24901.0,24979.0,25033.0,25057.0,25124.0,25157.0,25186.0
5091691,31500.0,31586.0,31634.0,31686.0,31729.0,31806.0,32171.0,32256.0,32367.0,32522.0,32612.0,32662.0,32691.0,32749.0,32821.0,32887.0,32944.0,32996.0,33058.0,33108.0,33149.0,33238.0,33260.0,33355.0,33416.0,33442.0,33503.0,33540.0,33599.0,33635.0,33696.0,33758.0,33802.0,33843.0,33884.0,33915.0,33963.0,34002.0,34042.0,34082.0,34166.0,34227.0,34278.0,34312.0,34380.0,34446.0,34496.0,34542.0,34596.0,34648.0,34719.0,34788.0,34862.0,34966.0,35017.0,35098.0,35154.0,35244.0,35284.0,35333.0,35368.0,35405.0,35436.0,35458.0,35517.0,35580.0,35601.0,35670.0,35717.0,35738.0,35797.0,35826.0,35851.0
5091693,65400.0,65489.0,65538.0,65603.0,65656.0,65751.0,66078.0,66189.0,66335.0,66478.0,66566.0,66614.0,66647.0,66714.0,66806.0,66891.0,66950.0,67002.0,67077.0,67139.0,67180.0,67276.0,67299.0,67401.0,67475.0,67506.0,67579.0,67624.0,67697.0,67723.0,67766.0,67816.0,67878.0,67926.0,67976.0,68014.0,68071.0,68110.0,68151.0,68193.0,68281.0,68344.0,68397.0,68433.0,68533.0,68630.0,68683.0,68732.0,68789.0,68844.0,68919.0,68992.0,69071.0,69180.0,69234.0,69319.0,69387.0,69496.0,69545.0,69604.0,69646.0,69690.0,69728.0,69755.0,69825.0,69904.0,69930.0,70006.0,70058.0,70081.0,70146.0,70178.0,70207.0
5091695,75600.0,75666.0,75702.0,75739.0,75770.0,75825.0,76036.0,76140.0,76277.0,76375.0,76440.0,76475.0,76498.0,76544.0,76602.0,76650.0,76688.0,76723.0,76769.0,76807.0,76835.0,76907.0,76924.0,77000.0,77044.0,77063.0,77106.0,77138.0,77189.0,77208.0,77239.0,77269.0,77311.0,77348.0,77394.0,77429.0,77483.0,77517.0,77553.0,77588.0,77662.0,77716.0,77761.0,77792.0,77842.0,77890.0,77931.0,77969.0,78013.0,78055.0,78113.0,78169.0,78230.0,78316.0,78360.0,78430.0,78483.0,78567.0,78605.0,78650.0,78682.0,78716.0,78745.0,78766.0,78821.0,78888.0,78910.0,78975.0,79019.0,79039.0,79094.0,79121.0,79145.0
5091697,84300.0,84366.0,84402.0,84439.0,84470.0,84525.0,84736.0,84840.0,84977.0,85075.0,85140.0,85175.0,85198.0,85244.0,85302.0,85350.0,85388.0,85423.0,85469.0,85507.0,85535.0,85607.0,85624.0,85700.0,85744.0,85763.0,85806.0,85838.0,85889.0,85908.0,85939.0,85969.0,86011.0,86048.0,86094.0,86129.0,86183.0,86217.0,86253.0,86288.0,86362.0,86416.0,86461.0,86492.0,86542.0,86590.0,86631.0,86669.0,86713.0,86755.0,86813.0,86869.0,86930.0,87016.0,87060.0,87130.0,87183.0,87267.0,87305.0,87350.0,87382.0,87416.0,87445.0,87466.0,87521.0,87588.0,87610.0,87675.0,87719.0,87739.0,87794.0,87821.0,87845.0
5092180,33000.0,33062.0,33097.0,33121.0,33141.0,33177.0,33292.0,33356.0,33440.0,33525.0,33571.0,33596.0,33613.0,33646.0,33694.0,33739.0,33766.0,33791.0,33822.0,33848.0,33867.0,33920.0,33933.0,33988.0,34020.0,34033.0,34064.0,34090.0,34131.0,34144.0,34167.0,34195.0,34226.0,34250.0,34285.0,34311.0,34351.0,34381.0,34413.0,34440.0,34496.0,34537.0,34571.0,34593.0,34634.0,34673.0,34711.0,34746.0,34787.0,34826.0,34880.0,34932.0,34989.0,35070.0,35113.0,35181.0,35223.0,35291.0,35321.0,35357.0,35383.0,35410.0,35433.0,35449.0,35495.0,35552.0,35571.0,35643.0,35692.0,35714.0,35775.0,35805.0,35832.0
5092182,42000.0,42068.0,42106.0,42160.0,42205.0,42285.0,42471.0,42544.0,42639.0,42744.0,42802.0,42834.0,42856.0,42901.0,42979.0,43026.0,43062.0,43095.0,43148.0,43192.0,43214.0,43273.0,43287.0,43351.0,43396.0,43415.0,43459.0,43490.0,43540.0,43554.0,43578.0,43602.0,43642.0,43682.0,43725.0,43757.0,43807.0,43842.0,43878.0,43910.0,43977.0,44026.0,44067.0,44095.0,44152.0,44208.0,44256.0,44300.0,44351.0,44400.0,44467.0,44532.0,44602.0,44700.0,44736.0,44794.0,44843.0,44922.0,44957.0,44999.0,45029.0,45061.0,45088.0,45107.0,45160.0,45227.0,45249.0,45308.0,45349.0,45367.0,45418.0,45443.0,45465.0
5092184,52800.0,52862.0,52896.0,52959.0,53011.0,53104.0,53289.0,53393.0,53530.0,53645.0,53712.0,53748.0,53770.0,53816.0,53902.0,53968.0,54014.0,54055.0,54106.0,54148.0,54178.0,54252.0,54270.0,54349.0,54396.0,54416.0,54462.0,54492.0,54541.0,54558.0,54586.0,54613.0,54650.0,54680.0,54726.0,54761.0,54813.0,54847.0,54882.0,54915.0,54985.0,55036.0,55078.0,55107.0,55167.0,55226.0,55272.0,55315.0,55365.0,55413.0,55479.0,55542.0,55611.0,55706.0,55756.0,55836.0,55889.0,55974.0,56012.0,56058.0,56091.0,56125.0,56154.0,56175.0,56230.0,56297.0,56320.0,56391.0,56440.0,56462.0,56522.0,56551.0,56578.0
5092186,63600.0,63684.0,63730.0,63786.0,63832.0,63914.0,64135.0,64242.0,64382.0,64499.0,64578.0,64621.0,64646.0,64697.0,64768.0,64829.0,64873.0,64913.0,64959.0,64997.0,65027.0,65110.0,65130.0,65218.0,65270.0,65292.0,65344.0,65373.0,65419.0,65435.0,65463.0,65491.0,65526.0,65555.0,65603.0,65640.0,65696.0,65731.0,65768.0,65804.0,65880.0,65935.0,65981.0,66012.0,66070.0,66126.0,66175.0,66220.0,66273.0,66323.0,66392.0,66459.0,66531.0,66633.0,66684.0,66764.0,66820.0,66909.0,66949.0,66997.0,67031.0,67067.0,67098.0,67120.0,67177.0,67248.0,67272.0,67342.0,67390.0,67412.0,67472.0,67501.0,67528.0
5092188,72600.0,72673.0,72714.0,72752.0,72783.0,72840.0,73152.0,73241.0,73357.0,73463.0,73520.0,73551.0,73574.0,73620.0,73676.0,73739.0,73778.0,73813.0,73857.0,73893.0,73924.0,73999.0,74017.0,74096.0,74138.0,74156.0,74197.0,74222.0,74262.0,74280.0,74309.0,74335.0,74371.0,74408.0,74453.0,74487.0,74538.0,74573.0,74609.0,74644.0,74718.0,74772.0,74817.0,74847.0,74895.0,74941.0,74985.0,75025.0,75072.0,75117.0,75179.0,75238.0,75302.0,75391.0,75437.0,75509.0,75559.0,75640.0,75676.0,75719.0,75750.0,75783.0,75811.0,75831.0,75882.0,75943.0,75964.0,76030.0,76076.0,76096.0,76152.0,76179.0,76205.0
5092241,27900.0,27957.0,27988.0,28022.0,28050.0,28101.0,28273.0,28341.0,28431.0,28544.0,28614.0,28652.0,28673.0,28716.0,28768.0,28822.0,28860.0,28894.0,28939.0,28976.0,29000.0,29073.0,29091.0,29168.0,29213.0,29232.0,29276.0,29310.0,29365.0,29385.0,29419.0,29477.0,29519.0,29556.0,29595.0,29625.0,29671.0,29703.0,29736.0,29770.0,29842.0,29894.0,29938.0,29968.0,30022.0,30075.0,30119.0,30159.0,30206.0,30251.0,30313.0,30373.0,30438.0,30530.0,30580.0,30659.0,30721.0,30821.0,30866.0,30920.0,30958.0,30998.0,31032.0,31056.0,31121.0,31181.0,31201.0,31279.0,31333.0,31357.0,31424.0,31457.0,31486.0
5092244,46800.0,46877.0,46920.0,46970.0,47011.0,47085.0,47335.0,47449.0,47599.0,47725.0,47815.0,47865.0,47895.0,47955.0,48038.0,48115.0,48177.0,48233.0,48313.0,48379.0,48424.0,48527.0,48552.0,48662.0,48734.0,48765.0,48836.0,48879.0,48949.0,48973.0,49013.0,49059.0,49115.0,49172.0,49220.0,49256.0,49311.0,49352.0,49394.0,49434.0,49518.0,49579.0,49629.0,49663.0,49741.0,49816.0,49873.0,49926.0,49988.0,50047.0,50128.0,50206.0,50290.0,50407.0,50460.0,50543.0,50613.0,50725.0,50775.0,50835.0,50878.0,50923.0,50961.0,50988.0,51061.0,51139.0,51165.0,51244.0,51298.0,51322.0,51389.0,51422.0,51453.0
5092246,58800.0,58889.0,58938.0,59003.0,59056.0,59151.0,59478.0,59589.0,59735.0,59878.0,59966.0,60014.0,60047.0,60114.0,60206.0,60291.0,60350.0,60402.0,60477.0,60539.0,60580.0,60676.0,60699.0,60801.0,60875.0,60906.0,60979.0,61024.0,61097.0,61123.0,61166.0,61216.0,61278.0,61326.0,61376.0,61414.0,61471.0,61510.0,61551.0,61593.0,61681.0,61744.0,61797.0,61833.0,61933.0,62030.0,62083.0,62132.0,62189.0,62244.0,62319.0,62392.0,62471.0,62580.0,62634.0,62719.0,62787.0,62896.0,62945.0,63004.0,63046.0,63090.0,63128.0,63155.0,63225.0,63304.0,63330.0,63406.0,63458.0,63481.0,63546.0,63578.0,63607.0
5092248,70200.0,70284.0,70331.0,70373.0,70407.0,70469.0,70759.0,70856.0,70984.0,71107.0,71184.0,71226.0,71250.0,71298.0,71372.0,71425.0,71471.0,71512.0,71566.0,71611.0,71642.0,71720.0,71739.0,71821.0,71870.0,71891.0,71939.0,71968.0,72016.0,72034.0,72064.0,72093.0,72135.0,72174.0,72220.0,72255.0,72309.0,72342.0,72377.0,72412.0,72486.0,72540.0,72585.0,72615.0,72672.0,72728.0,72773.0,72814.0,72862.0,72908.0,72971.0,73032.0,73098.0,73190.0,73238.0,73313.0,73372.0,73466.0,73508.0,73559.0,73595.0,73633.0,73665.0,73688.0,73749.0,73826.0,73852.0,73925.0,73975.0,73997.0,74059.0,74089.0,74117.0
5092250,79200.0,79266.0,79302.0,79339.0,79370.0,79425.0,79636.0,79740.0,79877.0,79975.0,80040.0,80075.0,80098.0,80144.0,80202.0,80250.0,80288.0,80323.0,80369.0,80407.0,80435.0,80507.0,80524.0,80600.0,80644.0,80663.0,80706.0,80738.0,80789.0,80808.0,80839.0,80869.0,80911.0,80948.0,80994.0,81029.0,81083.0,81117.0,81153.0,81188.0,81262.0,81316.0,81361.0,81392.0,81442.0,81490.0,81531.0,81569.0,81613.0,81655.0,81713.0,81769.0,81830.0,81916.0,81960.0,82030.0,82083.0,82167.0,82205.0,82250.0,82282.0,82316.0,82345.0,82366.0,82421.0,82488.0,82510.0,82575.0,82619.0,82639.0,82694.0,82721.0,82745.0
5093933,22500.0,22557.0,22588.0,22622.0,22650.0,22701.0,22873.0,22941.0,23031.0,23144.0,23214.0,23252.0,23273.0,23316.0,23368.0,23422.0,23460.0,23494.0,23539.0,23576.0,23600.0,23673.0,23691.0,23768.0,23813.0,23832.0,23876.0,23910.0,23965.0,23985.0,24019.0,24077.0,24119.0,24156.0,24195.0,24225.0,24271.0,24303.0,24336.0,24370.0,24442.0,24494.0,24538.0,24568.0,24622.0,24675.0,24719.0,24759.0,24806.0,24851.0,24913.0,24973.0,25038.0,25130.0,25180.0,25259.0,25321.0,25421.0,25466.0,25520.0,25558.0,25598.0,25632.0,25656.0,25721.0,25781.0,25801.0,25879.0,25933.0,25957.0,26024.0,26057.0,26086.0
5093936,42000.0,42071.0,42110.0,42155.0,42192.0,42257.0,42546.0,42658.0,42805.0,42925.0,43014.0,43063.0,43089.0,43142.0,43216.0,43292.0,43350.0,43402.0,43474.0,43532.0,43570.0,43665.0,43688.0,43790.0,43854.0,43881.0,43944.0,43984.0,44048.0,44068.0,44102.0,44138.0,44189.0,44229.0,44276.0,44312.0,44367.0,44403.0,44440.0,44478.0,44558.0,44616.0,44664.0,44697.0,44762.0,44825.0,44881.0,44933.0,44994.0,45052.0,45132.0,45209.0,45292.0,45407.0,45454.0,45529.0,45591.0,45691.0,45736.0,45790.0,45828.0,45869.0,45903.0,45927.0,45992.0,46061.0,46084.0,46159.0,46210.0,46233.0,46297.0,46328.0,46356.0
5093938,54000.0,54089.0,54138.0,54203.0,54256.0,54351.0,54678.0,54789.0,54935.0,55078.0,55166.0,55214.0,55247.0,55314.0,55406.0,55491.0,55550.0,55602.0,55677.0,55739.0,55780.0,55876.0,55899.0,56001.0,56075.0,56106.0,56179.0,56224.0,56297.0,56323.0,56366.0,56416.0,56478.0,56526.0,56576.0,56614.0,56671.0,56710.0,56751.0,56793.0,56881.0,56944.0,56997.0,57033.0,57133.0,57230.0,57283.0,57332.0,57389.0,57444.0,57519.0,57592.0,57671.0,57780.0,57834.0,57919.0,57987.0,58096.0,58145.0,58204.0,58246.0,58290.0,58328.0,58355.0,58425.0,58504.0,58530.0,58606.0,58658.0,58681.0,58746.0,58778.0,58807.0
5093940,66600.0,66689.0,66738.0,66803.0,66856.0,66951.0,67278.0,67389.0,67535.0,67678.0,67766.0,67814.0,67847.0,67914.0,68006.0,68091.0,68150.0,68202.0,68277.0,68339.0,68380.0,68476.0,68499.0,68601.0,68675.0,68706.0,68779.0,68824.0,68897.0,68923.0,68966.0,69016.0,69078.0,69126.0,69176.0,69214.0,69271.0,69310.0,69351.0,69393.0,69481.0,69544.0,69597.0,69633.0,69733.0,69830.0,69883.0,69932.0,69989.0,70044.0,70119.0,70192.0,70271.0,70380.0,70434.0,70519.0,70587.0,70696.0,70745.0,70804.0,70846.0,70890.0,70928.0,70955.0,71025.0,71104.0,71130.0,71206.0,71258.0,71281.0,71346.0,71378.0,71407.0
5093942,77400.0,77466.0,77502.0,77539.0,77570.0,77625.0,77836.0,77940.0,78077.0,78175.0,78240.0,78275.0,78298.0,78344.0,78402.0,78450.0,78488.0,78523.0,78569.0,78607.0,78635.0,78707.0,78724.0,78800.0,78844.0,78863.0,78906.0,78938.0,78989.0,79008.0,79039.0,79069.0,79111.0,79148.0,79194.0,79229.0,79283.0,79317.0,79353.0,79388.0,79462.0,79516.0,79561.0,79592.0,79642.0,79690.0,79731.0,79769.0,79813.0,79855.0,79913.0,79969.0,80030.0,80116.0,80160.0,80230.0,80283.0,80367.0,80405.0,80450.0,80482.0,80516.0,80545.0,80566.0,80621.0,80688.0,80710.0,80775.0,80819.0,80839.0,80894.0,80921.0,80945.0
