tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P
0,3085.0,3082.0,3083.0,430.0,431.0,432.0,433.0,434.0,2068.0,2069.0,2070.0,2084.0,4391.0,765.0,867.0,869.0,870.0,873.0,874.0,875.0,876.0,3011.0,2820.0,2822.0,2823.0,5032.0,2867.0,1035.0,1314.0,1316.0,1315.0,1317.0,1318.0,1319.0,1281.0,1329.0,1330.0,1331.0,1332.0,1333.0,1334.0,1335.0,1336.0,1086.0,1087.0,1088.0,1089.0,1090.0,2413.0,2414.0,2415.0,2327.0,2464.0,2465.0,2466.0,3360.0,1392.0,1394.0,1395.0,3361.0,3362.0,1436.0,3952.0,2190.0,1366.0,1367.0
5002590,36000.0,36124.0,36220.0,36286.0,36324.0,36348.0,36374.0,36408.0,36487.0,36516.0,36574.0,36625.0,36798.0,36800.0,36924.0,36973.0,37016.0,37051.0,37091.0,37135.0,37181.0,37241.0,37276.0,37304.0,37358.0,37385.0,37490.0,37574.0,37620.0,37665.0,37696.0,37760.0,37781.0,37814.0,37838.0,37872.0,37900.0,37972.0,38012.0,38052.0,38082.0,38147.0,38182.0,38240.0,38299.0,38341.0,38389.0,38423.0,38461.0,38535.0,38576.0,38638.0,38698.0,38735.0,38760.0,38801.0,38834.0,38912.0,38940.0,38972.0,38994.0,39064.0,39090.0,39124.0,39184.0,39208.0
5002591,47100.0,47244.0,47355.0,47434.0,47480.0,47506.0,47534.0,47572.0,47659.0,47692.0,47758.0,47816.0,48015.0,48017.0,48156.0,48211.0,48259.0,48298.0,48342.0,48393.0,48445.0,48507.0,48544.0,48572.0,48641.0,48676.0,48798.0,48895.0,48941.0,48998.0,49037.0,49121.0,49148.0,49190.0,49220.0,49264.0,49302.0,49363.0,49406.0,49449.0,49481.0,49561.0,49605.0,49677.0,49750.0,49796.0,49849.0,49888.0,49931.0,50015.0,50062.0,50134.0,50200.0,50241.0,50269.0,50311.0,50344.0,50417.0,50443.0,50474.0,50503.0,50597.0,50628.0,50669.0,50742.0,50772.0
5002593,62100.0,62237.0,62342.0,62423.0,62471.0,62497.0,62525.0,62578.0,62699.0,62733.0,62812.0,62881.0,63115.0,63118.0,63290.0,63357.0,63416.0,63464.0,63519.0,63581.0,63634.0,63719.0,63769.0,63809.0,63918.0,63974.0,64123.0,64243.0,64290.0,64353.0,64396.0,64489.0,64514.0,64553.0,64581.0,64622.0,64666.0,64747.0,64793.0,64839.0,64873.0,64950.0,64992.0,65061.0,65130.0,65183.0,65244.0,65288.0,65344.0,65425.0,65470.0,65539.0,65601.0,65640.0,65666.0,65708.0,65742.0,65817.0,65844.0,65875.0,65901.0,65983.0,66012.0,66050.0,66118.0,66146.0
5002630,30000.0,30068.0,30120.0,30196.0,30240.0,30326.0,30420.0,30456.0,30540.0,30720.0,30745.0,30767.0,30840.0,30841.0,30885.0,30902.0,30917.0,30929.0,30943.0,30960.0,31080.0,31138.0,31173.0,31200.0,31280.0,31320.0,31387.0,31440.0,31560.0,31598.0,31624.0,31680.0,31702.0,31737.0,31762.0,31800.0,31920.0,32040.0,32105.0,32170.0,32220.0,32274.0,32303.0,32351.0,32400.0,32420.0,32443.0,32460.0,32580.0,32630.0,32658.0,32700.0,32759.0,32796.0,32820.0,32887.0,32940.0,33008.0,33032.0,33060.0,33089.0,33180.0,33201.0,33229.0,33279.0,33300.0
5002632,41700.0,41768.0,41820.0,41896.0,41940.0,41997.0,42060.0,42096.0,42180.0,42360.0,42385.0,42407.0,42480.0,42481.0,42525.0,42542.0,42557.0,42569.0,42583.0,42600.0,42720.0,42749.0,42766.0,42780.0,42860.0,42900.0,42967.0,43020.0,43080.0,43099.0,43112.0,43140.0,43151.0,43169.0,43182.0,43200.0,43320.0,43440.0,43462.0,43484.0,43500.0,43518.0,43528.0,43544.0,43560.0,43580.0,43603.0,43620.0,43740.0,43790.0,43818.0,43860.0,43919.0,43956.0,43980.0,44047.0,44100.0,44168.0,44192.0,44220.0,44249.0,44340.0,44361.0,44389.0,44439.0,44460.0
5002634,55200.0,55268.0,55320.0,55396.0,55440.0,55526.0,55620.0,55693.0,55860.0,56100.0,56125.0,56147.0,56220.0,56221.0,56265.0,56282.0,56297.0,56309.0,56323.0,56340.0,56460.0,56518.0,56553.0,56580.0,56660.0,56700.0,56767.0,56820.0,57000.0,57038.0,57064.0,57120.0,57142.0,57177.0,57202.0,57240.0,57360.0,57480.0,57524.0,57568.0,57600.0,57636.0,57656.0,57688.0,57720.0,57760.0,57806.0,57840.0,57960.0,58010.0,58038.0,58080.0,58139.0,58176.0,58200.0,58267.0,58320.0,58388.0,58412.0,58440.0,58469.0,58560.0,58581.0,58609.0,58659.0,58680.0
5002636,62400.0,62468.0,62520.0,62596.0,62640.0,62726.0,62820.0,62893.0,63060.0,63300.0,63325.0,63347.0,63420.0,63421.0,63465.0,63482.0,63497.0,63509.0,63523.0,63540.0,63660.0,63718.0,63753.0,63780.0,63860.0,63900.0,63967.0,64020.0,64200.0,64238.0,64264.0,64320.0,64342.0,64377.0,64402.0,64440.0,64560.0,64680.0,64724.0,64768.0,64800.0,64836.0,64856.0,64888.0,64920.0,64960.0,65006.0,65040.0,65160.0,65210.0,65238.0,65280.0,65339.0,65376.0,65400.0,65467.0,65520.0,65588.0,65612.0,65640.0,65669.0,65760.0,65781.0,65809.0,65859.0,65880.0
5002803,32100.0,32168.0,32220.0,32296.0,32340.0,32426.0,32520.0,32556.0,32640.0,32820.0,32845.0,32867.0,32940.0,32941.0,32985.0,33002.0,33017.0,33029.0,33043.0,33060.0,33180.0,33238.0,33273.0,33300.0,33380.0,33420.0,33487.0,33540.0,33660.0,33698.0,33724.0,33780.0,33802.0,33837.0,33862.0,33900.0,34020.0,34140.0,34205.0,34270.0,34320.0,34374.0,34403.0,34451.0,34500.0,34520.0,34543.0,34560.0,34680.0,34730.0,34758.0,34800.0,34859.0,34896.0,34920.0,34987.0,35040.0,35108.0,35132.0,35160.0,35189.0,35280.0,35301.0,35329.0,35379.0,35400.0
5002805,46500.0,46624.0,46720.0,46776.0,46809.0,46829.0,46852.0,46884.0,46957.0,46990.0,47041.0,47086.0,47237.0,47239.0,47347.0,47389.0,47426.0,47456.0,47490.0,47530.0,47588.0,47661.0,47704.0,47737.0,47812.0,47850.0,47945.0,48022.0,48059.0,48120.0,48162.0,48251.0,48277.0,48318.0,48348.0,48393.0,48455.0,48498.0,48541.0,48584.0,48617.0,48682.0,48717.0,48775.0,48833.0,48876.0,48926.0,48962.0,49030.0,49114.0,49161.0,49232.0,49298.0,49339.0,49366.0,49409.0,49443.0,49489.0,49505.0,49525.0,49547.0,49616.0,49653.0,49702.0,49789.0,49825.0
5002808,59100.0,59168.0,59220.0,59296.0,59340.0,59426.0,59520.0,59593.0,59760.0,60000.0,60025.0,60047.0,60120.0,60121.0,60165.0,60182.0,60197.0,60209.0,60223.0,60240.0,60360.0,60418.0,60453.0,60480.0,60560.0,60600.0,60667.0,60720.0,60900.0,60938.0,60964.0,61020.0,61042.0,61077.0,61102.0,61140.0,61260.0,61380.0,61424.0,61468.0,61500.0,61536.0,61556.0,61588.0,61620.0,61660.0,61706.0,61740.0,61860.0,61910.0,61938.0,61980.0,62039.0,62076.0,62100.0,62167.0,62220.0,62288.0,62312.0,62340.0,62369.0,62460.0,62481.0,62509.0,62559.0,62580.0
5003420,34200.0,34324.0,34419.0,34512.0,34566.0,34592.0,34621.0,34705.0,34898.0,34933.0,34992.0,35044.0,35221.0,35223.0,35368.0,35425.0,35475.0,35516.0,35562.0,35614.0,35661.0,35721.0,35756.0,35784.0,35829.0,35852.0,35962.0,36050.0,36092.0,36136.0,36166.0,36230.0,36253.0,36288.0,36314.0,36351.0,36385.0,36432.0,36478.0,36524.0,36560.0,36637.0,36679.0,36748.0,36817.0,36857.0,36903.0,36937.0,36980.0,37045.0,37081.0,37136.0,37191.0,37225.0,37248.0,37287.0,37318.0,37388.0,37413.0,37443.0,37477.0,37584.0,37614.0,37654.0,37726.0,37756.0
5003421,43200.0,43344.0,43455.0,43534.0,43580.0,43606.0,43634.0,43672.0,43759.0,43792.0,43858.0,43916.0,44115.0,44117.0,44256.0,44311.0,44359.0,44398.0,44442.0,44493.0,44545.0,44607.0,44644.0,44672.0,44741.0,44776.0,44898.0,44995.0,45041.0,45098.0,45137.0,45221.0,45248.0,45290.0,45320.0,45364.0,45402.0,45463.0,45506.0,45549.0,45581.0,45661.0,45705.0,45777.0,45850.0,45896.0,45949.0,45988.0,46031.0,46115.0,46162.0,46234.0,46300.0,46341.0,46369.0,46411.0,46444.0,46517.0,46543.0,46574.0,46603.0,46697.0,46728.0,46769.0,46842.0,46872.0
5003423,56700.0,56837.0,56942.0,57023.0,57071.0,57097.0,57125.0,57178.0,57299.0,57333.0,57412.0,57481.0,57715.0,57718.0,57890.0,57957.0,58016.0,58064.0,58119.0,58181.0,58234.0,58319.0,58369.0,58409.0,58518.0,58574.0,58723.0,58843.0,58890.0,58953.0,58996.0,59089.0,59114.0,59153.0,59181.0,59222.0,59266.0,59347.0,59393.0,59439.0,59473.0,59550.0,59592.0,59661.0,59730.0,59783.0,59844.0,59888.0,59944.0,60025.0,60070.0,60139.0,60201.0,60240.0,60266.0,60308.0,60342.0,60417.0,60444.0,60475.0,60501.0,60583.0,60612.0,60650.0,60718.0,60746.0
5003425,66300.0,66437.0,66542.0,66623.0,66671.0,66697.0,66725.0,66778.0,66899.0,66933.0,67012.0,67081.0,67315.0,67318.0,67490.0,67557.0,67616.0,67664.0,67719.0,67781.0,67834.0,67919.0,67969.0,68009.0,68118.0,68174.0,68323.0,68443.0,68490.0,68553.0,68596.0,68689.0,68714.0,68753.0,68781.0,68822.0,68866.0,68947.0,68993.0,69039.0,69073.0,69150.0,69192.0,69261.0,69330.0,69383.0,69444.0,69488.0,69544.0,69625.0,69670.0,69739.0,69801.0,69840.0,69866.0,69908.0,69942.0,70017.0,70044.0,70075.0,70101.0,70183.0,70212.0,70250.0,70318.0,70346.0
5004845,45000.0,45144.0,45255.0,45334.0,45380.0,45406.0,45434.0,45472.0,45559.0,45592.0,45658.0,45716.0,45915.0,45917.0,46056.0,46111.0,46159.0,46198.0,46242.0,46293.0,46345.0,46407.0,46444.0,46472.0,46541.0,46576.0,46698.0,46795.0,46841.0,46898.0,46937.0,47021.0,47048.0,47090.0,47120.0,47164.0,47202.0,47263.0,47306.0,47349.0,47381.0,47461.0,47505.0,47577.0,47650.0,47696.0,47749.0,47788.0,47831.0,47915.0,47962.0,48034.0,48100.0,48141.0,48169.0,48211.0,48244.0,48317.0,48343.0,48374.0,48403.0,48497.0,48528.0,48569.0,48642.0,48672.0
5004847,58200.0,58337.0,58442.0,58523.0,58571.0,58597.0,58625.0,58678.0,58799.0,58833.0,58912.0,58981.0,59215.0,59218.0,59390.0,59457.0,59516.0,59564.0,59619.0,59681.0,59734.0,59819.0,59869.0,59909.0,60018.0,60074.0,60223.0,60343.0,60390.0,60453.0,60496.0,60589.0,60614.0,60653.0,60681.0,60722.0,60766.0,60847.0,60893.0,60939.0,60973.0,61050.0,61092.0,61161.0,61230.0,61283.0,61344.0,61388.0,61444.0,61525.0,61570.0,61639.0,61701.0,61740.0,61766.0,61808.0,61842.0,61917.0,61944.0,61975.0,62001.0,62083.0,62112.0,62150.0,62218.0,62246.0
5004849,76500.0,76592.0,76663.0,76706.0,76731.0,76751.0,76774.0,76809.0,76890.0,76920.0,76971.0,77016.0,77169.0,77171.0,77281.0,77324.0,77362.0,77393.0,77428.0,77467.0,77505.0,77553.0,77581.0,77604.0,77644.0,77664.0,77724.0,77772.0,77822.0,77858.0,77882.0,77934.0,77951.0,77977.0,77996.0,78024.0,78056.0,78110.0,78137.0,78164.0,78185.0,78227.0,78250.0,78287.0,78325.0,78369.0,78419.0,78456.0,78492.0,78534.0,78558.0,78594.0,78642.0,78672.0,78691.0,78732.0,78764.0,78815.0,78833.0,78854.0,78872.0,78928.0,78949.0,78976.0,79025.0,79044.0
5004851,83700.0,83792.0,83863.0,83906.0,83931.0,83951.0,83974.0,84009.0,84090.0,84120.0,84171.0,84216.0,84369.0,84371.0,84481.0,84524.0,84562.0,84593.0,84628.0,84667.0,84705.0,84753.0,84781.0,84804.0,84844.0,84864.0,84924.0,84972.0,85022.0,85058.0,85082.0,85134.0,85151.0,85177.0,85196.0,85224.0,85256.0,85310.0,85337.0,85364.0,85385.0,85427.0,85450.0,85487.0,85525.0,85569.0,85619.0,85656.0,85692.0,85734.0,85758.0,85794.0,85842.0,85872.0,85891.0,85932.0,85964.0,86015.0,86033.0,86054.0,86072.0,86128.0,86149.0,86176.0,86225.0,86244.0
5005312,32400.0,32524.0,32619.0,32712.0,32766.0,32792.0,32821.0,32905.0,33098.0,33133.0,33192.0,33244.0,33421.0,33423.0,33568.0,33625.0,33675.0,33716.0,33762.0,33814.0,33861.0,33921.0,33956.0,33984.0,34029.0,34052.0,34162.0,34250.0,34292.0,34336.0,34366.0,34430.0,34453.0,34488.0,34514.0,34551.0,34585.0,34632.0,34678.0,34724.0,34760.0,34837.0,34879.0,34948.0,35017.0,35057.0,35103.0,35137.0,35180.0,35245.0,35281.0,35336.0,35391.0,35425.0,35448.0,35487.0,35518.0,35588.0,35613.0,35643.0,35677.0,35784.0,35814.0,35854.0,35926.0,35956.0
5005314,55200.0,55337.0,55442.0,55523.0,55571.0,55597.0,55625.0,55678.0,55799.0,55833.0,55912.0,55981.0,56215.0,56218.0,56390.0,56457.0,56516.0,56564.0,56619.0,56681.0,56734.0,56819.0,56869.0,56909.0,57018.0,57074.0,57223.0,57343.0,57390.0,57453.0,57496.0,57589.0,57614.0,57653.0,57681.0,57722.0,57766.0,57847.0,57893.0,57939.0,57973.0,58050.0,58092.0,58161.0,58230.0,58283.0,58344.0,58388.0,58444.0,58525.0,58570.0,58639.0,58701.0,58740.0,58766.0,58808.0,58842.0,58917.0,58944.0,58975.0,59001.0,59083.0,59112.0,59150.0,59218.0,59246.0
5005316,65100.0,65237.0,65342.0,65423.0,65471.0,65497.0,65525.0,65578.0,65699.0,65733.0,65812.0,65881.0,66115.0,66118.0,66290.0,66357.0,66416.0,66464.0,66519.0,66581.0,66634.0,66719.0,66769.0,66809.0,66918.0,66974.0,67123.0,67243.0,67290.0,67353.0,67396.0,67489.0,67514.0,67553.0,67581.0,67622.0,67666.0,67747.0,67793.0,67839.0,67873.0,67950.0,67992.0,68061.0,68130.0,68183.0,68244.0,68288.0,68344.0,68425.0,68470.0,68539.0,68601.0,68640.0,68666.0,68708.0,68742.0,68817.0,68844.0,68875.0,68901.0,68983.0,69012.0,69050.0,69118.0,69146.0
5007896,30600.0,30724.0,30819.0,30912.0,30966.0,30992.0,31021.0,31105.0,31298.0,31333.0,31392.0,31444.0,31621.0,31623.0,31768.0,31825.0,31875.0,31916.0,31962.0,32014.0,32061.0,32121.0,32156.0,32184.0,32229.0,32252.0,32362.0,32450.0,32492.0,32536.0,32566.0,32630.0,32653.0,32688.0,32714.0,32751.0,32785.0,32832.0,32878.0,32924.0,32960.0,33037.0,33079.0,33148.0,33217.0,33257.0,33303.0,33337.0,33380.0,33445.0,33481.0,33536.0,33591.0,33625.0,33648.0,33687.0,33718.0,33788.0,33813.0,33843.0,33877.0,33984.0,34014.0,34054.0,34126.0,34156.0
5007897,41400.0,41524.0,41620.0,41686.0,41724.0,41748.0,41774.0,41808.0,41887.0,41916.0,41974.0,42025.0,42198.0,42200.0,42324.0,42373.0,42416.0,42451.0,42491.0,42535.0,42581.0,42641.0,42676.0,42704.0,42758.0,42785.0,42890.0,42974.0,43020.0,43065.0,43096.0,43160.0,43181.0,43214.0,43238.0,43272.0,43300.0,43372.0,43412.0,43452.0,43482.0,43547.0,43582.0,43640.0,43699.0,43741.0,43789.0,43823.0,43861.0,43935.0,43976.0,44038.0,44098.0,44135.0,44160.0,44201.0,44234.0,44312.0,44340.0,44372.0,44394.0,44464.0,44490.0,44524.0,44584.0,44608.0
