tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P
5011763,34200.0,34230.0,34272.0,34361.0,34435.0,34548.0,34607.0,34672.0,34732.0,34805.0,34841.0,34902.0,34962.0,35027.0,35049.0,35089.0,35113.0,35156.0,35205.0,35255.0,35292.0,35329.0,35367.0,35427.0,35470.0,35515.0,35553.0,35598.0,35643.0,35702.0,35734.0,35848.0,36087.0,36144.0,36186.0,36192.0,36310.0,36387.0,36469.0,36575.0,36666.0,36701.0,36736.0,36766.0,36803.0,36855.0,36903.0,36948.0,37000.0,37030.0,37072.0,37101.0,37128.0,37172.0,37207.0,37246.0,37267.0,37285.0,37342.0,37408.0,37477.0,37534.0,37595.0,37632.0,37708.0,37731.0,37772.0,37834.0,37912.0,37937.0,38016.0,38139.0
5011765,46800.0,46848.0,46892.0,46984.0,47053.0,47158.0,47207.0,47291.0,47369.0,47448.0,47494.0,47577.0,47658.0,47735.0,47761.0,47809.0,47850.0,47923.0,48002.0,48082.0,48122.0,48162.0,48202.0,48288.0,48351.0,48416.0,48469.0,48522.0,48574.0,48632.0,48663.0,48790.0,49057.0,49120.0,49167.0,49174.0,49349.0,49463.0,49545.0,49664.0,49766.0,49806.0,49846.0,49883.0,49928.0,49991.0,50049.0,50090.0,50137.0,50176.0,50232.0,50269.0,50304.0,50362.0,50402.0,50447.0,50483.0,50514.0,50605.0,50693.0,50785.0,50848.0,50916.0,50957.0,51041.0,51067.0,51111.0,51170.0,51271.0,51301.0,51395.0,51542.0
5011767,59400.0,59430.0,59476.0,59571.0,59635.0,59731.0,59785.0,59854.0,59918.0,59992.0,60036.0,60117.0,60197.0,60272.0,60297.0,60344.0,60380.0,60445.0,60521.0,60598.0,60631.0,60664.0,60698.0,60782.0,60842.0,60897.0,60942.0,60992.0,61042.0,61082.0,61104.0,61233.0,61504.0,61568.0,61615.0,61622.0,61845.0,61990.0,62098.0,62250.0,62380.0,62421.0,62463.0,62500.0,62546.0,62610.0,62671.0,62719.0,62775.0,62812.0,62865.0,62901.0,62934.0,62991.0,63035.0,63085.0,63111.0,63133.0,63200.0,63285.0,63373.0,63445.0,63523.0,63570.0,63666.0,63695.0,63747.0,63814.0,63927.0,63955.0,64042.0,64178.0
5011769,72000.0,72026.0,72067.0,72153.0,72215.0,72309.0,72353.0,72416.0,72475.0,72548.0,72602.0,72668.0,72733.0,72798.0,72820.0,72861.0,72897.0,72961.0,73042.0,73123.0,73161.0,73200.0,73239.0,73321.0,73380.0,73441.0,73491.0,73532.0,73573.0,73622.0,73648.0,73775.0,74041.0,74104.0,74151.0,74158.0,74436.0,74616.0,74693.0,74824.0,74937.0,74974.0,75011.0,75043.0,75083.0,75139.0,75191.0,75226.0,75266.0,75298.0,75344.0,75375.0,75404.0,75454.0,75500.0,75553.0,75578.0,75600.0,75648.0,75706.0,75767.0,75827.0,75891.0,75930.0,76010.0,76034.0,76077.0,76135.0,76224.0,76237.0,76278.0,76343.0
5012048,31200.0,31231.0,31272.0,31358.0,31447.0,31582.0,31637.0,31719.0,31794.0,31882.0,31922.0,31986.0,32048.0,32124.0,32150.0,32198.0,32234.0,32298.0,32365.0,32433.0,32476.0,32519.0,32563.0,32651.0,32714.0,32778.0,32831.0,32892.0,32952.0,33026.0,33066.0,33245.0,33622.0,33711.0,33777.0,33787.0,33948.0,34053.0,34157.0,34318.0,34457.0,34497.0,34538.0,34569.0,34608.0,34662.0,34712.0,34752.0,34799.0,34829.0,34872.0,34901.0,34928.0,34975.0,35010.0,35050.0,35069.0,35085.0,35131.0,35186.0,35243.0,35301.0,35364.0,35402.0,35480.0,35504.0,35545.0,35608.0,35694.0,35723.0,35815.0,35958.0
5012050,43800.0,43830.0,43867.0,43945.0,44007.0,44102.0,44149.0,44213.0,44272.0,44346.0,44391.0,44464.0,44535.0,44606.0,44630.0,44674.0,44708.0,44768.0,44836.0,44904.0,44943.0,44982.0,45021.0,45099.0,45156.0,45214.0,45263.0,45312.0,45360.0,45417.0,45447.0,45578.0,45854.0,45919.0,45968.0,45976.0,46154.0,46270.0,46373.0,46531.0,46667.0,46711.0,46755.0,46791.0,46835.0,46896.0,46953.0,46997.0,47048.0,47091.0,47153.0,47195.0,47234.0,47300.0,47341.0,47388.0,47413.0,47434.0,47501.0,47577.0,47657.0,47722.0,47792.0,47834.0,47921.0,47947.0,47994.0,48054.0,48148.0,48167.0,48226.0,48317.0
5012052,55800.0,55829.0,55867.0,55946.0,56014.0,56118.0,56161.0,56227.0,56289.0,56363.0,56406.0,56473.0,56539.0,56611.0,56635.0,56680.0,56712.0,56768.0,56830.0,56893.0,56932.0,56972.0,57012.0,57086.0,57140.0,57203.0,57256.0,57301.0,57345.0,57398.0,57426.0,57574.0,57886.0,57960.0,58015.0,58024.0,58215.0,58339.0,58452.0,58614.0,58753.0,58825.0,58898.0,58942.0,58996.0,59071.0,59141.0,59187.0,59239.0,59296.0,59377.0,59432.0,59483.0,59569.0,59622.0,59682.0,59734.0,59779.0,59892.0,59997.0,60106.0,60194.0,60289.0,60347.0,60464.0,60500.0,60563.0,60634.0,60838.0,60859.0,60927.0,61033.0
5012179,31800.0,31831.0,31872.0,31958.0,32047.0,32182.0,32237.0,32319.0,32394.0,32482.0,32522.0,32586.0,32648.0,32724.0,32750.0,32798.0,32834.0,32898.0,32965.0,33033.0,33076.0,33119.0,33163.0,33251.0,33314.0,33378.0,33431.0,33492.0,33552.0,33626.0,33666.0,33845.0,34222.0,34311.0,34377.0,34387.0,34548.0,34653.0,34757.0,34918.0,35057.0,35097.0,35138.0,35169.0,35208.0,35262.0,35312.0,35352.0,35399.0,35429.0,35472.0,35501.0,35528.0,35575.0,35610.0,35650.0,35669.0,35685.0,35731.0,35786.0,35843.0,35901.0,35964.0,36002.0,36080.0,36104.0,36145.0,36208.0,36294.0,36323.0,36415.0,36558.0
5012181,44400.0,44430.0,44467.0,44545.0,44607.0,44702.0,44749.0,44813.0,44872.0,44946.0,44991.0,45064.0,45135.0,45206.0,45230.0,45274.0,45308.0,45368.0,45436.0,45504.0,45543.0,45582.0,45621.0,45699.0,45756.0,45814.0,45863.0,45912.0,45960.0,46017.0,46047.0,46178.0,46454.0,46519.0,46568.0,46576.0,46754.0,46870.0,46973.0,47131.0,47267.0,47311.0,47355.0,47391.0,47435.0,47496.0,47553.0,47597.0,47648.0,47691.0,47753.0,47795.0,47834.0,47900.0,47941.0,47988.0,48013.0,48034.0,48101.0,48177.0,48257.0,48322.0,48392.0,48434.0,48521.0,48547.0,48594.0,48654.0,48748.0,48767.0,48826.0,48917.0
5012183,56400.0,56429.0,56467.0,56546.0,56614.0,56718.0,56761.0,56827.0,56889.0,56963.0,57006.0,57073.0,57139.0,57211.0,57235.0,57280.0,57312.0,57368.0,57430.0,57493.0,57532.0,57572.0,57612.0,57686.0,57740.0,57803.0,57856.0,57901.0,57945.0,57998.0,58026.0,58174.0,58486.0,58560.0,58615.0,58624.0,58815.0,58939.0,59052.0,59214.0,59353.0,59425.0,59498.0,59542.0,59596.0,59671.0,59741.0,59787.0,59839.0,59896.0,59977.0,60032.0,60083.0,60169.0,60222.0,60282.0,60334.0,60379.0,60492.0,60597.0,60706.0,60794.0,60889.0,60947.0,61064.0,61100.0,61163.0,61234.0,61438.0,61459.0,61527.0,61633.0
5012185,69600.0,69630.0,69668.0,69748.0,69804.0,69890.0,69927.0,69983.0,70034.0,70101.0,70148.0,70211.0,70273.0,70336.0,70357.0,70396.0,70426.0,70479.0,70542.0,70606.0,70639.0,70673.0,70707.0,70773.0,70821.0,70876.0,70921.0,70962.0,71003.0,71050.0,71075.0,71206.0,71482.0,71547.0,71596.0,71604.0,71812.0,71947.0,72053.0,72204.0,72334.0,72387.0,72441.0,72478.0,72524.0,72588.0,72647.0,72693.0,72746.0,72783.0,72836.0,72871.0,72904.0,72959.0,72998.0,73043.0,73070.0,73093.0,73168.0,73249.0,73333.0,73402.0,73476.0,73521.0,73613.0,73641.0,73691.0,73760.0,73862.0,73880.0,73936.0,74024.0
5012187,81600.0,81629.0,81664.0,81736.0,81787.0,81863.0,81889.0,81939.0,81985.0,82038.0,82077.0,82128.0,82178.0,82230.0,82248.0,82280.0,82307.0,82354.0,82406.0,82458.0,82487.0,82517.0,82547.0,82617.0,82667.0,82713.0,82751.0,82788.0,82825.0,82869.0,82892.0,83005.0,83243.0,83299.0,83341.0,83348.0,83543.0,83670.0,83770.0,83903.0,84017.0,84062.0,84108.0,84139.0,84178.0,84232.0,84282.0,84322.0,84369.0,84399.0,84442.0,84471.0,84498.0,84544.0,84582.0,84624.0,84647.0,84667.0,84719.0,84780.0,84843.0,84905.0,84971.0,85011.0,85093.0,85118.0,85163.0,85225.0,85312.0,85324.0,85363.0,85424.0
5012390,41400.0,41430.0,41467.0,41545.0,41607.0,41702.0,41749.0,41813.0,41872.0,41946.0,41991.0,42064.0,42135.0,42206.0,42230.0,42274.0,42308.0,42368.0,42436.0,42504.0,42543.0,42582.0,42621.0,42699.0,42756.0,42814.0,42863.0,42912.0,42960.0,43017.0,43047.0,43178.0,43454.0,43519.0,43568.0,43576.0,43754.0,43870.0,43973.0,44131.0,44267.0,44311.0,44355.0,44391.0,44435.0,44496.0,44553.0,44597.0,44648.0,44691.0,44753.0,44795.0,44834.0,44900.0,44941.0,44988.0,45013.0,45034.0,45101.0,45177.0,45257.0,45322.0,45392.0,45434.0,45521.0,45547.0,45594.0,45654.0,45748.0,45767.0,45826.0,45917.0
5012392,53400.0,53429.0,53467.0,53546.0,53614.0,53718.0,53761.0,53827.0,53889.0,53963.0,54006.0,54073.0,54139.0,54211.0,54235.0,54280.0,54312.0,54368.0,54430.0,54493.0,54532.0,54572.0,54612.0,54686.0,54740.0,54803.0,54856.0,54901.0,54945.0,54998.0,55026.0,55174.0,55486.0,55560.0,55615.0,55624.0,55815.0,55939.0,56052.0,56214.0,56353.0,56425.0,56498.0,56542.0,56596.0,56671.0,56741.0,56787.0,56839.0,56896.0,56977.0,57032.0,57083.0,57169.0,57222.0,57282.0,57334.0,57379.0,57492.0,57597.0,57706.0,57794.0,57889.0,57947.0,58064.0,58100.0,58163.0,58234.0,58438.0,58459.0,58527.0,58633.0
5012394,66000.0,66028.0,66075.0,66172.0,66236.0,66332.0,66370.0,66434.0,66493.0,66567.0,66609.0,66681.0,66751.0,66820.0,66843.0,66886.0,66922.0,66985.0,67047.0,67110.0,67147.0,67184.0,67222.0,67306.0,67367.0,67436.0,67494.0,67544.0,67594.0,67651.0,67681.0,67829.0,68140.0,68214.0,68269.0,68276.0,68509.0,68660.0,68780.0,68980.0,69153.0,69249.0,69346.0,69393.0,69451.0,69531.0,69606.0,69659.0,69720.0,69771.0,69844.0,69893.0,69939.0,70015.0,70062.0,70115.0,70147.0,70175.0,70253.0,70337.0,70425.0,70501.0,70583.0,70633.0,70734.0,70765.0,70819.0,70891.0,71011.0,71029.0,71087.0,71177.0
5012783,28380.0,28417.0,28461.0,28554.0,28654.0,28806.0,28883.0,28961.0,29033.0,29125.0,29173.0,29242.0,29310.0,29408.0,29441.0,29502.0,29540.0,29608.0,29685.0,29763.0,29814.0,29865.0,29917.0,30042.0,30132.0,30216.0,30286.0,30360.0,30433.0,30519.0,30565.0,30761.0,31174.0,31272.0,31344.0,31355.0,31520.0,31628.0,31728.0,31902.0,32052.0,32107.0,32163.0,32194.0,32233.0,32287.0,32338.0,32384.0,32436.0,32469.0,32516.0,32548.0,32578.0,32628.0,32664.0,32704.0,32729.0,32751.0,32823.0,32901.0,32982.0,33049.0,33121.0,33165.0,33255.0,33282.0,33331.0,33393.0,33480.0,33499.0,33560.0,33656.0
5012800,22200.0,22232.0,22270.0,22348.0,22413.0,22512.0,22569.0,22628.0,22682.0,22751.0,22799.0,22861.0,22921.0,22985.0,23007.0,23046.0,23082.0,23145.0,23195.0,23246.0,23277.0,23308.0,23340.0,23411.0,23463.0,23511.0,23550.0,23588.0,23626.0,23681.0,23710.0,23823.0,24061.0,24117.0,24159.0,24166.0,24282.0,24357.0,24420.0,24544.0,24650.0,24691.0,24733.0,24753.0,24778.0,24813.0,24846.0,24878.0,24915.0,24939.0,24973.0,24996.0,25017.0,25053.0,25073.0,25096.0,25115.0,25131.0,25171.0,25228.0,25287.0,25331.0,25379.0,25408.0,25467.0,25485.0,25517.0,25565.0,25643.0,25657.0,25702.0,25773.0
5012802,35400.0,35437.0,35476.0,35557.0,35619.0,35712.0,35760.0,35828.0,35890.0,35957.0,36001.0,36068.0,36134.0,36206.0,36230.0,36275.0,36312.0,36378.0,36440.0,36503.0,36539.0,36575.0,36612.0,36695.0,36755.0,36808.0,36852.0,36906.0,36959.0,37016.0,37047.0,37198.0,37515.0,37590.0,37646.0,37654.0,37816.0,37922.0,38018.0,38169.0,38298.0,38341.0,38385.0,38416.0,38455.0,38509.0,38560.0,38597.0,38639.0,38670.0,38714.0,38744.0,38772.0,38818.0,38851.0,38889.0,38910.0,38928.0,38985.0,39053.0,39124.0,39183.0,39246.0,39285.0,39364.0,39388.0,39430.0,39484.0,39566.0,39589.0,39663.0,39778.0
5012803,60000.0,60026.0,60066.0,60148.0,60218.0,60323.0,60363.0,60433.0,60497.0,60562.0,60607.0,60678.0,60748.0,60817.0,60840.0,60883.0,60916.0,60975.0,61033.0,61092.0,61127.0,61162.0,61197.0,61279.0,61339.0,61410.0,61469.0,61514.0,61558.0,61613.0,61642.0,61805.0,62149.0,62230.0,62290.0,62300.0,62564.0,62736.0,62860.0,63070.0,63250.0,63384.0,63520.0,63571.0,63634.0,63721.0,63803.0,63862.0,63931.0,63996.0,64089.0,64152.0,64210.0,64309.0,64366.0,64430.0,64462.0,64489.0,64591.0,64688.0,64789.0,64877.0,64972.0,65029.0,65146.0,65182.0,65245.0,65322.0,65540.0,65557.0,65610.0,65692.0
5012805,73200.0,73229.0,73264.0,73336.0,73387.0,73463.0,73489.0,73539.0,73585.0,73638.0,73677.0,73728.0,73778.0,73830.0,73848.0,73880.0,73907.0,73954.0,74006.0,74058.0,74087.0,74117.0,74147.0,74217.0,74267.0,74313.0,74351.0,74388.0,74425.0,74469.0,74492.0,74605.0,74843.0,74899.0,74941.0,74948.0,75143.0,75270.0,75370.0,75503.0,75617.0,75662.0,75708.0,75739.0,75778.0,75832.0,75882.0,75922.0,75969.0,75999.0,76042.0,76071.0,76098.0,76144.0,76182.0,76224.0,76247.0,76267.0,76319.0,76380.0,76443.0,76505.0,76571.0,76611.0,76693.0,76718.0,76763.0,76825.0,76912.0,76924.0,76963.0,77024.0
5013321,21600.0,21632.0,21670.0,21748.0,21813.0,21912.0,21969.0,22028.0,22082.0,22151.0,22199.0,22261.0,22321.0,22385.0,22407.0,22446.0,22482.0,22545.0,22595.0,22646.0,22677.0,22708.0,22740.0,22811.0,22863.0,22911.0,22950.0,22988.0,23026.0,23081.0,23110.0,23223.0,23461.0,23517.0,23559.0,23566.0,23682.0,23757.0,23820.0,23944.0,24050.0,24091.0,24133.0,24153.0,24178.0,24213.0,24246.0,24278.0,24315.0,24339.0,24373.0,24396.0,24417.0,24453.0,24473.0,24496.0,24515.0,24531.0,24571.0,24628.0,24687.0,24731.0,24779.0,24808.0,24867.0,24885.0,24917.0,24965.0,25043.0,25057.0,25102.0,25173.0
5013323,34800.0,34837.0,34876.0,34957.0,35019.0,35112.0,35160.0,35228.0,35290.0,35357.0,35401.0,35468.0,35534.0,35606.0,35630.0,35675.0,35712.0,35778.0,35840.0,35903.0,35939.0,35975.0,36012.0,36095.0,36155.0,36208.0,36252.0,36306.0,36359.0,36416.0,36447.0,36598.0,36915.0,36990.0,37046.0,37054.0,37216.0,37322.0,37418.0,37569.0,37698.0,37741.0,37785.0,37816.0,37855.0,37909.0,37960.0,37997.0,38039.0,38070.0,38114.0,38144.0,38172.0,38218.0,38251.0,38289.0,38310.0,38328.0,38385.0,38453.0,38524.0,38583.0,38646.0,38685.0,38764.0,38788.0,38830.0,38884.0,38966.0,38989.0,39063.0,39178.0
5013325,47400.0,47430.0,47467.0,47545.0,47607.0,47702.0,47749.0,47813.0,47872.0,47946.0,47991.0,48064.0,48135.0,48206.0,48230.0,48274.0,48308.0,48368.0,48436.0,48504.0,48543.0,48582.0,48621.0,48699.0,48756.0,48814.0,48863.0,48912.0,48960.0,49017.0,49047.0,49178.0,49454.0,49519.0,49568.0,49576.0,49754.0,49870.0,49973.0,50131.0,50267.0,50311.0,50355.0,50391.0,50435.0,50496.0,50553.0,50597.0,50648.0,50691.0,50753.0,50795.0,50834.0,50900.0,50941.0,50988.0,51013.0,51034.0,51101.0,51177.0,51257.0,51322.0,51392.0,51434.0,51521.0,51547.0,51594.0,51654.0,51748.0,51767.0,51826.0,51917.0
5013327,59400.0,59426.0,59466.0,59548.0,59618.0,59723.0,59763.0,59833.0,59897.0,59962.0,60007.0,60078.0,60148.0,60217.0,60240.0,60283.0,60316.0,60375.0,60433.0,60492.0,60527.0,60562.0,60597.0,60679.0,60739.0,60810.0,60869.0,60914.0,60958.0,61013.0,61042.0,61205.0,61549.0,61630.0,61690.0,61700.0,61964.0,62136.0,62260.0,62470.0,62650.0,62784.0,62920.0,62971.0,63034.0,63121.0,63203.0,63262.0,63331.0,63396.0,63489.0,63552.0,63610.0,63709.0,63766.0,63830.0,63862.0,63889.0,63991.0,64088.0,64189.0,64277.0,64372.0,64429.0,64546.0,64582.0,64645.0,64722.0,64940.0,64957.0,65010.0,65092.0
5013369,25920.0,25957.0,26001.0,26094.0,26194.0,26346.0,26423.0,26501.0,26573.0,26665.0,26713.0,26782.0,26850.0,26948.0,26981.0,27042.0,27080.0,27148.0,27225.0,27303.0,27354.0,27405.0,27457.0,27582.0,27672.0,27756.0,27826.0,27900.0,27973.0,28059.0,28105.0,28301.0,28714.0,28812.0,28884.0,28895.0,29060.0,29168.0,29268.0,29442.0,29592.0,29647.0,29703.0,29734.0,29773.0,29827.0,29878.0,29924.0,29976.0,30009.0,30056.0,30088.0,30118.0,30168.0,30204.0,30244.0,30269.0,30291.0,30363.0,30441.0,30522.0,30589.0,30661.0,30705.0,30795.0,30822.0,30871.0,30933.0,31020.0,31039.0,31100.0,31196.0
5013371,39000.0,39030.0,39067.0,39145.0,39207.0,39302.0,39349.0,39413.0,39472.0,39546.0,39591.0,39664.0,39735.0,39806.0,39830.0,39874.0,39908.0,39968.0,40036.0,40104.0,40143.0,40182.0,40221.0,40299.0,40356.0,40414.0,40463.0,40512.0,40560.0,40617.0,40647.0,40778.0,41054.0,41119.0,41168.0,41176.0,41354.0,41470.0,41573.0,41731.0,41867.0,41911.0,41955.0,41991.0,42035.0,42096.0,42153.0,42197.0,42248.0,42291.0,42353.0,42395.0,42434.0,42500.0,42541.0,42588.0,42613.0,42634.0,42701.0,42777.0,42857.0,42922.0,42992.0,43034.0,43121.0,43147.0,43194.0,43254.0,43348.0,43367.0,43426.0,43517.0
5013373,51000.0,51029.0,51067.0,51146.0,51214.0,51318.0,51361.0,51427.0,51489.0,51563.0,51606.0,51673.0,51739.0,51811.0,51835.0,51880.0,51912.0,51968.0,52030.0,52093.0,52132.0,52172.0,52212.0,52286.0,52340.0,52403.0,52456.0,52501.0,52545.0,52598.0,52626.0,52774.0,53086.0,53160.0,53215.0,53224.0,53415.0,53539.0,53652.0,53814.0,53953.0,54025.0,54098.0,54142.0,54196.0,54271.0,54341.0,54387.0,54439.0,54496.0,54577.0,54632.0,54683.0,54769.0,54822.0,54882.0,54934.0,54979.0,55092.0,55197.0,55306.0,55394.0,55489.0,55547.0,55664.0,55700.0,55763.0,55834.0,56038.0,56059.0,56127.0,56233.0
5013375,63600.0,63628.0,63675.0,63772.0,63836.0,63932.0,63970.0,64034.0,64093.0,64167.0,64209.0,64281.0,64351.0,64420.0,64443.0,64486.0,64522.0,64585.0,64647.0,64710.0,64747.0,64784.0,64822.0,64906.0,64967.0,65036.0,65094.0,65144.0,65194.0,65251.0,65281.0,65429.0,65740.0,65814.0,65869.0,65876.0,66109.0,66260.0,66380.0,66580.0,66753.0,66849.0,66946.0,66993.0,67051.0,67131.0,67206.0,67259.0,67320.0,67371.0,67444.0,67493.0,67539.0,67615.0,67662.0,67715.0,67747.0,67775.0,67853.0,67937.0,68025.0,68101.0,68183.0,68233.0,68334.0,68365.0,68419.0,68491.0,68611.0,68629.0,68687.0,68777.0
5013581,34200.0,34237.0,34276.0,34357.0,34419.0,34512.0,34560.0,34628.0,34690.0,34757.0,34801.0,34868.0,34934.0,35006.0,35030.0,35075.0,35112.0,35178.0,35240.0,35303.0,35339.0,35375.0,35412.0,35495.0,35555.0,35608.0,35652.0,35706.0,35759.0,35816.0,35847.0,35998.0,36315.0,36390.0,36446.0,36454.0,36616.0,36722.0,36818.0,36969.0,37098.0,37141.0,37185.0,37216.0,37255.0,37309.0,37360.0,37397.0,37439.0,37470.0,37514.0,37544.0,37572.0,37618.0,37651.0,37689.0,37710.0,37728.0,37785.0,37853.0,37924.0,37983.0,38046.0,38085.0,38164.0,38188.0,38230.0,38284.0,38366.0,38389.0,38463.0,38578.0
5013583,46800.0,46830.0,46867.0,46945.0,47007.0,47102.0,47149.0,47213.0,47272.0,47346.0,47391.0,47464.0,47535.0,47606.0,47630.0,47674.0,47708.0,47768.0,47836.0,47904.0,47943.0,47982.0,48021.0,48099.0,48156.0,48214.0,48263.0,48312.0,48360.0,48417.0,48447.0,48578.0,48854.0,48919.0,48968.0,48976.0,49154.0,49270.0,49373.0,49531.0,49667.0,49711.0,49755.0,49791.0,49835.0,49896.0,49953.0,49997.0,50048.0,50091.0,50153.0,50195.0,50234.0,50300.0,50341.0,50388.0,50413.0,50434.0,50501.0,50577.0,50657.0,50722.0,50792.0,50834.0,50921.0,50947.0,50994.0,51054.0,51148.0,51167.0,51226.0,51317.0
5013585,58800.0,58829.0,58867.0,58946.0,59014.0,59118.0,59161.0,59227.0,59289.0,59363.0,59406.0,59473.0,59539.0,59611.0,59635.0,59680.0,59712.0,59768.0,59830.0,59893.0,59932.0,59972.0,60012.0,60086.0,60140.0,60203.0,60256.0,60301.0,60345.0,60398.0,60426.0,60574.0,60886.0,60960.0,61015.0,61024.0,61215.0,61339.0,61452.0,61614.0,61753.0,61825.0,61898.0,61942.0,61996.0,62071.0,62141.0,62187.0,62239.0,62296.0,62377.0,62432.0,62483.0,62569.0,62622.0,62682.0,62734.0,62779.0,62892.0,62997.0,63106.0,63194.0,63289.0,63347.0,63464.0,63500.0,63563.0,63634.0,63838.0,63859.0,63927.0,64033.0
5013587,72000.0,72030.0,72068.0,72148.0,72204.0,72290.0,72327.0,72383.0,72434.0,72501.0,72548.0,72611.0,72673.0,72736.0,72757.0,72796.0,72826.0,72879.0,72942.0,73006.0,73039.0,73073.0,73107.0,73173.0,73221.0,73276.0,73321.0,73362.0,73403.0,73450.0,73475.0,73606.0,73882.0,73947.0,73996.0,74004.0,74212.0,74347.0,74453.0,74604.0,74734.0,74787.0,74841.0,74878.0,74924.0,74988.0,75047.0,75093.0,75146.0,75183.0,75236.0,75271.0,75304.0,75359.0,75398.0,75443.0,75470.0,75493.0,75568.0,75649.0,75733.0,75802.0,75876.0,75921.0,76013.0,76041.0,76091.0,76160.0,76262.0,76280.0,76336.0,76424.0
5014090,30300.0,30337.0,30381.0,30474.0,30574.0,30726.0,30803.0,30881.0,30953.0,31045.0,31093.0,31162.0,31230.0,31328.0,31361.0,31422.0,31460.0,31528.0,31605.0,31683.0,31734.0,31785.0,31837.0,31962.0,32052.0,32136.0,32206.0,32280.0,32353.0,32439.0,32485.0,32681.0,33094.0,33192.0,33264.0,33275.0,33440.0,33548.0,33648.0,33822.0,33972.0,34027.0,34083.0,34114.0,34153.0,34207.0,34258.0,34304.0,34356.0,34389.0,34436.0,34468.0,34498.0,34548.0,34584.0,34624.0,34649.0,34671.0,34743.0,34821.0,34902.0,34969.0,35041.0,35085.0,35175.0,35202.0,35251.0,35313.0,35400.0,35419.0,35480.0,35576.0
5014092,43200.0,43230.0,43267.0,43345.0,43407.0,43502.0,43549.0,43613.0,43672.0,43746.0,43791.0,43864.0,43935.0,44006.0,44030.0,44074.0,44108.0,44168.0,44236.0,44304.0,44343.0,44382.0,44421.0,44499.0,44556.0,44614.0,44663.0,44712.0,44760.0,44817.0,44847.0,44978.0,45254.0,45319.0,45368.0,45376.0,45554.0,45670.0,45773.0,45931.0,46067.0,46111.0,46155.0,46191.0,46235.0,46296.0,46353.0,46397.0,46448.0,46491.0,46553.0,46595.0,46634.0,46700.0,46741.0,46788.0,46813.0,46834.0,46901.0,46977.0,47057.0,47122.0,47192.0,47234.0,47321.0,47347.0,47394.0,47454.0,47548.0,47567.0,47626.0,47717.0
5014094,55200.0,55229.0,55267.0,55346.0,55414.0,55518.0,55561.0,55627.0,55689.0,55763.0,55806.0,55873.0,55939.0,56011.0,56035.0,56080.0,56112.0,56168.0,56230.0,56293.0,56332.0,56372.0,56412.0,56486.0,56540.0,56603.0,56656.0,56701.0,56745.0,56798.0,56826.0,56974.0,57286.0,57360.0,57415.0,57424.0,57615.0,57739.0,57852.0,58014.0,58153.0,58225.0,58298.0,58342.0,58396.0,58471.0,58541.0,58587.0,58639.0,58696.0,58777.0,58832.0,58883.0,58969.0,59022.0,59082.0,59134.0,59179.0,59292.0,59397.0,59506.0,59594.0,59689.0,59747.0,59864.0,59900.0,59963.0,60034.0,60238.0,60259.0,60327.0,60433.0
5014096,68400.0,68430.0,68468.0,68548.0,68604.0,68690.0,68727.0,68783.0,68834.0,68901.0,68948.0,69011.0,69073.0,69136.0,69157.0,69196.0,69226.0,69279.0,69342.0,69406.0,69439.0,69473.0,69507.0,69573.0,69621.0,69676.0,69721.0,69762.0,69803.0,69850.0,69875.0,70006.0,70282.0,70347.0,70396.0,70404.0,70612.0,70747.0,70853.0,71004.0,71134.0,71187.0,71241.0,71278.0,71324.0,71388.0,71447.0,71493.0,71546.0,71583.0,71636.0,71671.0,71704.0,71759.0,71798.0,71843.0,71870.0,71893.0,71968.0,72049.0,72133.0,72202.0,72276.0,72321.0,72413.0,72441.0,72491.0,72560.0,72662.0,72680.0,72736.0,72824.0
5014098,80400.0,80429.0,80464.0,80536.0,80587.0,80663.0,80689.0,80739.0,80785.0,80838.0,80877.0,80928.0,80978.0,81030.0,81048.0,81080.0,81107.0,81154.0,81206.0,81258.0,81287.0,81317.0,81347.0,81417.0,81467.0,81513.0,81551.0,81588.0,81625.0,81669.0,81692.0,81805.0,82043.0,82099.0,82141.0,82148.0,82343.0,82470.0,82570.0,82703.0,82817.0,82862.0,82908.0,82939.0,82978.0,83032.0,83082.0,83122.0,83169.0,83199.0,83242.0,83271.0,83298.0,83344.0,83382.0,83424.0,83447.0,83467.0,83519.0,83580.0,83643.0,83705.0,83771.0,83811.0,83893.0,83918.0,83963.0,84025.0,84112.0,84124.0,84163.0,84224.0
