tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P
5088922,54000.0,54110.0,54164.0,54191.0,54244.0,54394.0,54456.0,54526.0,54561.0,54605.0,54646.0,54691.0,54726.0,54776.0,54807.0,54863.0,54910.0,54952.0,54999.0,55036.0,55072.0,55145.0,55215.0,55262.0,55334.0,55391.0,55462.0,55490.0,55515.0,55555.0,55637.0,55711.0,55848.0,55922.0,56047.0,56231.0,56437.0,56572.0,56796.0,56892.0,56964.0,57035.0,57100.0,57144.0,57217.0,57247.0,57305.0,57371.0,57444.0,57462.0,57572.0,57623.0,57674.0,57726.0,57781.0,57801.0,57842.0,57916.0,58005.0,58069.0,58110.0,58156.0,58202.0,58239.0,58321.0,58378.0,58409.0,58428.0,58452.0,58486.0,58514.0,58570.0,58633.0,58675.0,58712.0,58738.0,58768.0,58793.0,58855.0,58874.0,59001.0
5088926,79200.0,79320.0,79368.0,79392.0,79440.0,79560.0,79585.0,79613.0,79627.0,79645.0,79662.0,79680.0,79700.0,79729.0,79747.0,79780.0,79807.0,79831.0,79860.0,79881.0,79901.0,79942.0,79980.0,80040.0,80100.0,80153.0,80220.0,80251.0,80280.0,80305.0,80355.0,80400.0,80478.0,80520.0,80640.0,80760.0,80913.0,81014.0,81180.0,81249.0,81300.0,81360.0,81403.0,81432.0,81480.0,81540.0,81589.0,81644.0,81705.0,81720.0,81802.0,81840.0,81900.0,81958.0,82020.0,82038.0,82074.0,82140.0,82200.0,82260.0,82297.0,82339.0,82380.0,82412.0,82483.0,82532.0,82560.0,82578.0,82601.0,82633.0,82660.0,82713.0,82773.0,82813.0,82848.0,82872.0,82900.0,82924.0,82980.0,82996.0,83100.0
5089270,45900.0,45979.0,46037.0,46066.0,46123.0,46291.0,46343.0,46403.0,46433.0,46470.0,46505.0,46543.0,46580.0,46633.0,46666.0,46726.0,46775.0,46819.0,46868.0,46908.0,46946.0,47025.0,47100.0,47157.0,47228.0,47289.0,47365.0,47399.0,47430.0,47473.0,47562.0,47641.0,47778.0,47853.0,47958.0,48138.0,48341.0,48475.0,48695.0,48798.0,48876.0,48944.0,49021.0,49072.0,49157.0,49186.0,49247.0,49316.0,49393.0,49413.0,49496.0,49535.0,49587.0,49630.0,49675.0,49695.0,49735.0,49808.0,49880.0,49936.0,49980.0,50030.0,50081.0,50117.0,50196.0,50251.0,50282.0,50304.0,50331.0,50370.0,50402.0,50466.0,50538.0,50585.0,50627.0,50656.0,50689.0,50718.0,50785.0,50804.0,50932.0
5089272,58500.0,58610.0,58664.0,58691.0,58744.0,58894.0,58956.0,59026.0,59061.0,59105.0,59146.0,59191.0,59226.0,59276.0,59307.0,59363.0,59410.0,59452.0,59499.0,59536.0,59572.0,59645.0,59715.0,59762.0,59834.0,59891.0,59962.0,59990.0,60015.0,60055.0,60137.0,60211.0,60348.0,60422.0,60547.0,60731.0,60937.0,61072.0,61296.0,61392.0,61464.0,61535.0,61600.0,61644.0,61717.0,61747.0,61805.0,61871.0,61944.0,61962.0,62072.0,62123.0,62174.0,62226.0,62281.0,62301.0,62342.0,62416.0,62505.0,62569.0,62610.0,62656.0,62702.0,62739.0,62821.0,62878.0,62909.0,62928.0,62952.0,62986.0,63014.0,63070.0,63133.0,63175.0,63212.0,63238.0,63268.0,63293.0,63355.0,63374.0,63501.0
5092439,30600.0,30688.0,30737.0,30762.0,30811.0,31013.0,31078.0,31152.0,31189.0,31235.0,31278.0,31326.0,31370.0,31433.0,31472.0,31544.0,31604.0,31657.0,31717.0,31760.0,31801.0,31886.0,31967.0,32020.0,32079.0,32189.0,32327.0,32360.0,32390.0,32440.0,32543.0,32635.0,32729.0,32780.0,32888.0,33039.0,33265.0,33414.0,33659.0,33758.0,33832.0,33910.0,33976.0,34020.0,34093.0,34117.0,34173.0,34237.0,34308.0,34326.0,34422.0,34466.0,34526.0,34568.0,34613.0,34636.0,34684.0,34771.0,34857.0,34911.0,34954.0,35003.0,35052.0,35084.0,35156.0,35206.0,35234.0,35254.0,35279.0,35315.0,35345.0,35404.0,35470.0,35514.0,35553.0,35580.0,35611.0,35638.0,35701.0,35717.0,35823.0
5092441,44640.0,44741.0,44807.0,44840.0,44905.0,45092.0,45150.0,45216.0,45250.0,45291.0,45330.0,45373.0,45413.0,45470.0,45506.0,45571.0,45625.0,45673.0,45727.0,45766.0,45803.0,45879.0,45951.0,46002.0,46057.0,46123.0,46205.0,46240.0,46272.0,46315.0,46404.0,46483.0,46587.0,46644.0,46783.0,46956.0,47178.0,47323.0,47563.0,47668.0,47747.0,47845.0,47924.0,47977.0,48066.0,48096.0,48180.0,48275.0,48382.0,48409.0,48518.0,48569.0,48630.0,48679.0,48731.0,48764.0,48831.0,48952.0,49102.0,49185.0,49243.0,49308.0,49373.0,49414.0,49506.0,49570.0,49607.0,49633.0,49665.0,49711.0,49749.0,49824.0,49908.0,49964.0,50014.0,50048.0,50087.0,50121.0,50198.0,50217.0,50346.0
5092443,58800.0,58918.0,58978.0,59009.0,59069.0,59368.0,59419.0,59478.0,59508.0,59544.0,59578.0,59616.0,59651.0,59701.0,59732.0,59788.0,59835.0,59877.0,59922.0,59960.0,59997.0,60072.0,60144.0,60199.0,60249.0,60329.0,60429.0,60468.0,60503.0,60543.0,60625.0,60698.0,60805.0,60863.0,61048.0,61236.0,61497.0,61668.0,61950.0,62044.0,62115.0,62215.0,62292.0,62344.0,62430.0,62463.0,62549.0,62647.0,62756.0,62783.0,62882.0,62928.0,62986.0,63033.0,63082.0,63109.0,63165.0,63268.0,63384.0,63457.0,63511.0,63573.0,63635.0,63673.0,63757.0,63815.0,63848.0,63873.0,63904.0,63949.0,63986.0,64059.0,64142.0,64197.0,64246.0,64279.0,64318.0,64351.0,64429.0,64448.0,64571.0
5092594,28800.0,28888.0,28937.0,28962.0,29011.0,29213.0,29278.0,29352.0,29389.0,29435.0,29478.0,29526.0,29570.0,29633.0,29672.0,29744.0,29804.0,29857.0,29917.0,29960.0,30001.0,30086.0,30167.0,30220.0,30279.0,30389.0,30527.0,30560.0,30590.0,30640.0,30743.0,30835.0,30929.0,30980.0,31088.0,31239.0,31465.0,31614.0,31859.0,31958.0,32032.0,32110.0,32176.0,32220.0,32293.0,32317.0,32373.0,32437.0,32508.0,32526.0,32622.0,32666.0,32726.0,32768.0,32813.0,32836.0,32884.0,32971.0,33057.0,33111.0,33154.0,33203.0,33252.0,33284.0,33356.0,33406.0,33434.0,33454.0,33479.0,33515.0,33545.0,33604.0,33670.0,33714.0,33753.0,33780.0,33811.0,33838.0,33901.0,33917.0,34023.0
5092596,43200.0,43301.0,43367.0,43400.0,43465.0,43652.0,43710.0,43776.0,43810.0,43851.0,43890.0,43933.0,43973.0,44030.0,44066.0,44131.0,44185.0,44233.0,44287.0,44326.0,44363.0,44439.0,44511.0,44562.0,44617.0,44683.0,44765.0,44800.0,44832.0,44875.0,44964.0,45043.0,45147.0,45204.0,45343.0,45516.0,45738.0,45883.0,46123.0,46228.0,46307.0,46405.0,46484.0,46537.0,46626.0,46656.0,46740.0,46835.0,46942.0,46969.0,47078.0,47129.0,47190.0,47239.0,47291.0,47324.0,47391.0,47512.0,47662.0,47745.0,47803.0,47868.0,47933.0,47974.0,48066.0,48130.0,48167.0,48193.0,48225.0,48271.0,48309.0,48384.0,48468.0,48524.0,48574.0,48608.0,48647.0,48681.0,48758.0,48777.0,48906.0
5092598,57600.0,57711.0,57776.0,57809.0,57874.0,58088.0,58145.0,58210.0,58243.0,58284.0,58322.0,58364.0,58399.0,58450.0,58482.0,58539.0,58587.0,58630.0,58677.0,58714.0,58749.0,58821.0,58891.0,58941.0,58994.0,59081.0,59189.0,59224.0,59256.0,59297.0,59381.0,59456.0,59564.0,59623.0,59775.0,59949.0,60192.0,60351.0,60614.0,60713.0,60787.0,60878.0,60956.0,61008.0,61096.0,61132.0,61259.0,61403.0,61564.0,61605.0,61713.0,61763.0,61820.0,61871.0,61925.0,61952.0,62008.0,62110.0,62262.0,62384.0,62465.0,62557.0,62649.0,62688.0,62775.0,62836.0,62871.0,62897.0,62929.0,62975.0,63013.0,63088.0,63172.0,63228.0,63278.0,63312.0,63351.0,63385.0,63463.0,63485.0,63633.0
5092625,46800.0,46901.0,46967.0,47000.0,47065.0,47252.0,47310.0,47376.0,47410.0,47451.0,47490.0,47533.0,47573.0,47630.0,47666.0,47731.0,47785.0,47833.0,47887.0,47926.0,47963.0,48039.0,48111.0,48162.0,48217.0,48283.0,48365.0,48400.0,48432.0,48475.0,48564.0,48643.0,48747.0,48804.0,48943.0,49116.0,49338.0,49483.0,49723.0,49828.0,49907.0,50005.0,50084.0,50137.0,50226.0,50256.0,50340.0,50435.0,50542.0,50569.0,50678.0,50729.0,50790.0,50839.0,50891.0,50924.0,50991.0,51112.0,51262.0,51345.0,51403.0,51468.0,51533.0,51574.0,51666.0,51730.0,51767.0,51793.0,51825.0,51871.0,51909.0,51984.0,52068.0,52124.0,52174.0,52208.0,52247.0,52281.0,52358.0,52377.0,52506.0
5092627,61200.0,61318.0,61378.0,61409.0,61469.0,61768.0,61819.0,61878.0,61908.0,61944.0,61978.0,62016.0,62051.0,62101.0,62132.0,62188.0,62235.0,62277.0,62322.0,62360.0,62397.0,62472.0,62544.0,62599.0,62649.0,62729.0,62829.0,62868.0,62903.0,62943.0,63025.0,63098.0,63205.0,63263.0,63448.0,63636.0,63897.0,64068.0,64350.0,64444.0,64515.0,64615.0,64692.0,64744.0,64830.0,64863.0,64949.0,65047.0,65156.0,65183.0,65282.0,65328.0,65386.0,65433.0,65482.0,65509.0,65565.0,65668.0,65784.0,65857.0,65911.0,65973.0,66035.0,66073.0,66157.0,66215.0,66248.0,66273.0,66304.0,66349.0,66386.0,66459.0,66542.0,66597.0,66646.0,66679.0,66718.0,66751.0,66829.0,66848.0,66971.0
5093566,28200.0,28288.0,28337.0,28362.0,28411.0,28613.0,28678.0,28752.0,28789.0,28835.0,28878.0,28926.0,28970.0,29033.0,29072.0,29144.0,29204.0,29257.0,29317.0,29360.0,29401.0,29486.0,29567.0,29620.0,29679.0,29789.0,29927.0,29960.0,29990.0,30040.0,30143.0,30235.0,30329.0,30380.0,30488.0,30639.0,30865.0,31014.0,31259.0,31358.0,31432.0,31510.0,31576.0,31620.0,31693.0,31717.0,31773.0,31837.0,31908.0,31926.0,32022.0,32066.0,32126.0,32168.0,32213.0,32236.0,32284.0,32371.0,32457.0,32511.0,32554.0,32603.0,32652.0,32684.0,32756.0,32806.0,32834.0,32854.0,32879.0,32915.0,32945.0,33004.0,33070.0,33114.0,33153.0,33180.0,33211.0,33238.0,33301.0,33317.0,33423.0
5093568,42480.0,42581.0,42647.0,42680.0,42745.0,42932.0,42990.0,43056.0,43090.0,43131.0,43170.0,43213.0,43253.0,43310.0,43346.0,43411.0,43465.0,43513.0,43567.0,43606.0,43643.0,43719.0,43791.0,43842.0,43897.0,43963.0,44045.0,44080.0,44112.0,44155.0,44244.0,44323.0,44427.0,44484.0,44623.0,44796.0,45018.0,45163.0,45403.0,45508.0,45587.0,45685.0,45764.0,45817.0,45906.0,45936.0,46020.0,46115.0,46222.0,46249.0,46358.0,46409.0,46470.0,46519.0,46571.0,46604.0,46671.0,46792.0,46942.0,47025.0,47083.0,47148.0,47213.0,47254.0,47346.0,47410.0,47447.0,47473.0,47505.0,47551.0,47589.0,47664.0,47748.0,47804.0,47854.0,47888.0,47927.0,47961.0,48038.0,48057.0,48186.0
5093570,61800.0,61918.0,61978.0,62009.0,62069.0,62368.0,62419.0,62478.0,62508.0,62544.0,62578.0,62616.0,62651.0,62701.0,62732.0,62788.0,62835.0,62877.0,62922.0,62960.0,62997.0,63072.0,63144.0,63199.0,63249.0,63329.0,63429.0,63468.0,63503.0,63543.0,63625.0,63698.0,63805.0,63863.0,64048.0,64236.0,64497.0,64668.0,64950.0,65044.0,65115.0,65215.0,65292.0,65344.0,65430.0,65463.0,65549.0,65647.0,65756.0,65783.0,65882.0,65928.0,65986.0,66033.0,66082.0,66109.0,66165.0,66268.0,66384.0,66457.0,66511.0,66573.0,66635.0,66673.0,66757.0,66815.0,66848.0,66873.0,66904.0,66949.0,66986.0,67059.0,67142.0,67197.0,67246.0,67279.0,67318.0,67351.0,67429.0,67448.0,67571.0
5093677,24000.0,24075.0,24123.0,24147.0,24195.0,24352.0,24399.0,24453.0,24480.0,24514.0,24545.0,24580.0,24620.0,24677.0,24712.0,24776.0,24829.0,24877.0,24930.0,24966.0,25001.0,25072.0,25141.0,25184.0,25240.0,25302.0,25380.0,25411.0,25439.0,25481.0,25567.0,25644.0,25718.0,25758.0,25851.0,25969.0,26130.0,26235.0,26409.0,26492.0,26554.0,26616.0,26682.0,26726.0,26799.0,26827.0,26885.0,26951.0,27025.0,27043.0,27148.0,27196.0,27255.0,27298.0,27343.0,27364.0,27407.0,27486.0,27559.0,27599.0,27638.0,27682.0,27727.0,27757.0,27823.0,27869.0,27894.0,27915.0,27941.0,27979.0,28010.0,28072.0,28141.0,28187.0,28228.0,28256.0,28288.0,28316.0,28382.0,28398.0,28501.0
5093679,59400.0,59518.0,59578.0,59609.0,59669.0,59968.0,60019.0,60078.0,60108.0,60144.0,60178.0,60216.0,60251.0,60301.0,60332.0,60388.0,60435.0,60477.0,60522.0,60560.0,60597.0,60672.0,60744.0,60799.0,60849.0,60929.0,61029.0,61068.0,61103.0,61143.0,61225.0,61298.0,61405.0,61463.0,61648.0,61836.0,62097.0,62268.0,62550.0,62644.0,62715.0,62815.0,62892.0,62944.0,63030.0,63063.0,63149.0,63247.0,63356.0,63383.0,63482.0,63528.0,63586.0,63633.0,63682.0,63709.0,63765.0,63868.0,63984.0,64057.0,64111.0,64173.0,64235.0,64273.0,64357.0,64415.0,64448.0,64473.0,64504.0,64549.0,64586.0,64659.0,64742.0,64797.0,64846.0,64879.0,64918.0,64951.0,65029.0,65048.0,65171.0
5093681,77400.0,77500.0,77545.0,77568.0,77613.0,77768.0,77809.0,77856.0,77880.0,77909.0,77937.0,77968.0,77999.0,78044.0,78072.0,78122.0,78164.0,78201.0,78243.0,78277.0,78310.0,78377.0,78440.0,78475.0,78508.0,78559.0,78622.0,78653.0,78681.0,78714.0,78782.0,78842.0,78909.0,78945.0,79034.0,79176.0,79374.0,79504.0,79718.0,79793.0,79849.0,79928.0,79980.0,80015.0,80073.0,80111.0,80174.0,80245.0,80325.0,80345.0,80433.0,80474.0,80524.0,80572.0,80623.0,80643.0,80685.0,80762.0,80848.0,80908.0,80943.0,80982.0,81022.0,81054.0,81126.0,81176.0,81205.0,81225.0,81250.0,81286.0,81315.0,81373.0,81439.0,81482.0,81521.0,81547.0,81578.0,81604.0,81666.0,81682.0,81786.0
5094125,37440.0,37531.0,37588.0,37617.0,37674.0,37866.0,37922.0,37986.0,38018.0,38058.0,38095.0,38138.0,38177.0,38233.0,38268.0,38331.0,38383.0,38430.0,38482.0,38516.0,38549.0,38616.0,38679.0,38724.0,38787.0,38849.0,38926.0,38959.0,38989.0,39044.0,39156.0,39256.0,39368.0,39429.0,39573.0,39740.0,39948.0,40085.0,40311.0,40413.0,40489.0,40585.0,40661.0,40711.0,40795.0,40823.0,40892.0,40970.0,41057.0,41078.0,41166.0,41207.0,41262.0,41307.0,41355.0,41382.0,41437.0,41537.0,41656.0,41715.0,41764.0,41819.0,41874.0,41909.0,41987.0,42041.0,42072.0,42095.0,42123.0,42163.0,42196.0,42262.0,42336.0,42385.0,42429.0,42459.0,42494.0,42524.0,42591.0,42609.0,42730.0
5094127,51120.0,51231.0,51296.0,51329.0,51394.0,51608.0,51665.0,51730.0,51763.0,51804.0,51842.0,51884.0,51919.0,51970.0,52002.0,52059.0,52107.0,52150.0,52197.0,52234.0,52269.0,52341.0,52411.0,52461.0,52514.0,52601.0,52709.0,52744.0,52776.0,52817.0,52901.0,52976.0,53084.0,53143.0,53295.0,53469.0,53712.0,53871.0,54134.0,54233.0,54307.0,54398.0,54476.0,54528.0,54616.0,54652.0,54779.0,54923.0,55084.0,55125.0,55233.0,55283.0,55340.0,55391.0,55445.0,55472.0,55528.0,55630.0,55782.0,55904.0,55985.0,56077.0,56169.0,56208.0,56295.0,56356.0,56391.0,56417.0,56449.0,56495.0,56533.0,56608.0,56692.0,56748.0,56798.0,56832.0,56871.0,56905.0,56983.0,57005.0,57153.0
5094472,42600.0,42679.0,42737.0,42766.0,42823.0,42991.0,43043.0,43103.0,43133.0,43170.0,43205.0,43243.0,43280.0,43333.0,43366.0,43426.0,43475.0,43519.0,43568.0,43608.0,43646.0,43725.0,43800.0,43857.0,43928.0,43989.0,44065.0,44099.0,44130.0,44173.0,44262.0,44341.0,44478.0,44553.0,44658.0,44838.0,45041.0,45175.0,45395.0,45498.0,45576.0,45644.0,45721.0,45772.0,45857.0,45886.0,45947.0,46016.0,46093.0,46113.0,46196.0,46235.0,46287.0,46330.0,46375.0,46395.0,46435.0,46508.0,46580.0,46636.0,46680.0,46730.0,46781.0,46817.0,46896.0,46951.0,46982.0,47004.0,47031.0,47070.0,47102.0,47166.0,47238.0,47285.0,47327.0,47356.0,47389.0,47418.0,47485.0,47504.0,47632.0
5094606,55200.0,55311.0,55376.0,55409.0,55474.0,55688.0,55745.0,55810.0,55843.0,55884.0,55922.0,55964.0,55999.0,56050.0,56082.0,56139.0,56187.0,56230.0,56277.0,56314.0,56349.0,56421.0,56491.0,56541.0,56594.0,56681.0,56789.0,56824.0,56856.0,56897.0,56981.0,57056.0,57164.0,57223.0,57375.0,57549.0,57792.0,57951.0,58214.0,58313.0,58387.0,58478.0,58556.0,58608.0,58696.0,58732.0,58859.0,59003.0,59164.0,59205.0,59313.0,59363.0,59420.0,59471.0,59525.0,59552.0,59608.0,59710.0,59862.0,59984.0,60065.0,60157.0,60249.0,60288.0,60375.0,60436.0,60471.0,60497.0,60529.0,60575.0,60613.0,60688.0,60772.0,60828.0,60878.0,60912.0,60951.0,60985.0,61063.0,61085.0,61233.0
5095423,33600.0,33708.0,33764.0,33793.0,33848.0,34021.0,34076.0,34139.0,34171.0,34210.0,34247.0,34287.0,34324.0,34377.0,34410.0,34470.0,34520.0,34564.0,34614.0,34647.0,34679.0,34744.0,34805.0,34850.0,34899.0,34964.0,35046.0,35074.0,35099.0,35152.0,35259.0,35355.0,35461.0,35518.0,35631.0,35774.0,36017.0,36177.0,36440.0,36524.0,36587.0,36674.0,36743.0,36789.0,36867.0,36899.0,36956.0,37021.0,37094.0,37112.0,37206.0,37249.0,37304.0,37346.0,37390.0,37412.0,37457.0,37539.0,37641.0,37699.0,37743.0,37793.0,37844.0,37877.0,37950.0,38001.0,38030.0,38052.0,38079.0,38118.0,38150.0,38214.0,38286.0,38333.0,38375.0,38404.0,38437.0,38466.0,38533.0,38548.0,38649.0
5095425,54600.0,54711.0,54776.0,54809.0,54874.0,55088.0,55145.0,55210.0,55243.0,55284.0,55322.0,55364.0,55399.0,55450.0,55482.0,55539.0,55587.0,55630.0,55677.0,55714.0,55749.0,55821.0,55891.0,55941.0,55994.0,56081.0,56189.0,56224.0,56256.0,56297.0,56381.0,56456.0,56564.0,56623.0,56775.0,56949.0,57192.0,57351.0,57614.0,57713.0,57787.0,57878.0,57956.0,58008.0,58096.0,58132.0,58259.0,58403.0,58564.0,58605.0,58713.0,58763.0,58820.0,58871.0,58925.0,58952.0,59008.0,59110.0,59262.0,59384.0,59465.0,59557.0,59649.0,59688.0,59775.0,59836.0,59871.0,59897.0,59929.0,59975.0,60013.0,60088.0,60172.0,60228.0,60278.0,60312.0,60351.0,60385.0,60463.0,60485.0,60633.0
5095592,23400.0,23466.0,23512.0,23535.0,23581.0,23731.0,23780.0,23836.0,23864.0,23899.0,23931.0,23966.0,24005.0,24061.0,24096.0,24159.0,24211.0,24258.0,24309.0,24345.0,24379.0,24449.0,24517.0,24556.0,24588.0,24644.0,24715.0,24747.0,24776.0,24826.0,24928.0,25020.0,25094.0,25135.0,25217.0,25314.0,25448.0,25536.0,25681.0,25755.0,25811.0,25867.0,25920.0,25955.0,26015.0,26039.0,26094.0,26156.0,26225.0,26242.0,26325.0,26363.0,26415.0,26450.0,26486.0,26502.0,26536.0,26597.0,26659.0,26706.0,26745.0,26790.0,26835.0,26864.0,26928.0,26973.0,26998.0,27015.0,27036.0,27067.0,27092.0,27142.0,27198.0,27235.0,27268.0,27291.0,27317.0,27340.0,27393.0,27407.0,27498.0
5095594,36720.0,36811.0,36868.0,36897.0,36954.0,37146.0,37202.0,37266.0,37298.0,37338.0,37375.0,37418.0,37457.0,37513.0,37548.0,37611.0,37663.0,37710.0,37762.0,37796.0,37829.0,37896.0,37959.0,38004.0,38067.0,38129.0,38206.0,38239.0,38269.0,38324.0,38436.0,38536.0,38648.0,38709.0,38853.0,39020.0,39228.0,39365.0,39591.0,39693.0,39769.0,39865.0,39941.0,39991.0,40075.0,40103.0,40172.0,40250.0,40337.0,40358.0,40446.0,40487.0,40542.0,40587.0,40635.0,40662.0,40717.0,40817.0,40936.0,40995.0,41044.0,41099.0,41154.0,41189.0,41267.0,41321.0,41352.0,41375.0,41403.0,41443.0,41476.0,41542.0,41616.0,41665.0,41709.0,41739.0,41774.0,41804.0,41871.0,41889.0,42010.0
5095596,50400.0,50501.0,50567.0,50600.0,50665.0,50852.0,50910.0,50976.0,51010.0,51051.0,51090.0,51133.0,51173.0,51230.0,51266.0,51331.0,51385.0,51433.0,51487.0,51526.0,51563.0,51639.0,51711.0,51762.0,51817.0,51883.0,51965.0,52000.0,52032.0,52075.0,52164.0,52243.0,52347.0,52404.0,52543.0,52716.0,52938.0,53083.0,53323.0,53428.0,53507.0,53605.0,53684.0,53737.0,53826.0,53856.0,53940.0,54035.0,54142.0,54169.0,54278.0,54329.0,54390.0,54439.0,54491.0,54524.0,54591.0,54712.0,54862.0,54945.0,55003.0,55068.0,55133.0,55174.0,55266.0,55330.0,55367.0,55393.0,55425.0,55471.0,55509.0,55584.0,55668.0,55724.0,55774.0,55808.0,55847.0,55881.0,55958.0,55977.0,56106.0
5095598,65400.0,65506.0,65560.0,65588.0,65642.0,65858.0,65908.0,65965.0,65993.0,66028.0,66061.0,66097.0,66129.0,66174.0,66202.0,66253.0,66295.0,66333.0,66376.0,66411.0,66445.0,66514.0,66579.0,66624.0,66666.0,66741.0,66834.0,66871.0,66905.0,66941.0,67014.0,67078.0,67167.0,67216.0,67331.0,67490.0,67729.0,67886.0,68145.0,68238.0,68307.0,68396.0,68460.0,68502.0,68573.0,68608.0,68685.0,68772.0,68869.0,68892.0,68980.0,69020.0,69074.0,69119.0,69166.0,69187.0,69230.0,69309.0,69405.0,69460.0,69497.0,69539.0,69581.0,69613.0,69684.0,69733.0,69761.0,69781.0,69806.0,69842.0,69872.0,69931.0,69998.0,70042.0,70081.0,70108.0,70139.0,70166.0,70231.0,70248.0,70361.0
5096852,42000.0,42079.0,42137.0,42166.0,42223.0,42391.0,42443.0,42503.0,42533.0,42570.0,42605.0,42643.0,42680.0,42733.0,42766.0,42826.0,42875.0,42919.0,42968.0,43008.0,43046.0,43125.0,43200.0,43257.0,43328.0,43389.0,43465.0,43499.0,43530.0,43573.0,43662.0,43741.0,43878.0,43953.0,44058.0,44238.0,44441.0,44575.0,44795.0,44898.0,44976.0,45044.0,45121.0,45172.0,45257.0,45286.0,45347.0,45416.0,45493.0,45513.0,45596.0,45635.0,45687.0,45730.0,45775.0,45795.0,45835.0,45908.0,45980.0,46036.0,46080.0,46130.0,46181.0,46217.0,46296.0,46351.0,46382.0,46404.0,46431.0,46470.0,46502.0,46566.0,46638.0,46685.0,46727.0,46756.0,46789.0,46818.0,46885.0,46904.0,47032.0
5097724,78000.0,78120.0,78168.0,78192.0,78240.0,78360.0,78385.0,78413.0,78427.0,78445.0,78462.0,78480.0,78500.0,78529.0,78547.0,78580.0,78607.0,78631.0,78660.0,78681.0,78701.0,78742.0,78780.0,78840.0,78900.0,78953.0,79020.0,79051.0,79080.0,79105.0,79155.0,79200.0,79278.0,79320.0,79440.0,79560.0,79713.0,79814.0,79980.0,80049.0,80100.0,80160.0,80203.0,80232.0,80280.0,80340.0,80389.0,80444.0,80505.0,80520.0,80602.0,80640.0,80700.0,80758.0,80820.0,80838.0,80874.0,80940.0,81000.0,81060.0,81097.0,81139.0,81180.0,81212.0,81283.0,81332.0,81360.0,81378.0,81401.0,81433.0,81460.0,81513.0,81573.0,81613.0,81648.0,81672.0,81700.0,81724.0,81780.0,81796.0,81900.0
5097779,40800.0,40876.0,40920.0,40942.0,40986.0,41140.0,41184.0,41234.0,41259.0,41290.0,41319.0,41353.0,41386.0,41434.0,41464.0,41518.0,41563.0,41603.0,41647.0,41680.0,41711.0,41775.0,41837.0,41898.0,41941.0,41987.0,42044.0,42066.0,42086.0,42138.0,42243.0,42337.0,42399.0,42433.0,42553.0,42657.0,42810.0,42910.0,43075.0,43165.0,43233.0,43284.0,43355.0,43402.0,43481.0,43509.0,43558.0,43614.0,43676.0,43692.0,43773.0,43810.0,43859.0,43894.0,43930.0,43951.0,43994.0,44072.0,44151.0,44200.0,44234.0,44272.0,44310.0,44338.0,44400.0,44443.0,44467.0,44487.0,44512.0,44548.0,44577.0,44636.0,44702.0,44746.0,44785.0,44812.0,44843.0,44869.0,44930.0,44947.0,45061.0
5097968,22800.0,22866.0,22912.0,22935.0,22981.0,23131.0,23180.0,23236.0,23264.0,23299.0,23331.0,23366.0,23405.0,23461.0,23496.0,23559.0,23611.0,23658.0,23709.0,23745.0,23779.0,23849.0,23917.0,23956.0,23988.0,24044.0,24115.0,24147.0,24176.0,24226.0,24328.0,24420.0,24494.0,24535.0,24617.0,24714.0,24848.0,24936.0,25081.0,25155.0,25211.0,25267.0,25320.0,25355.0,25415.0,25439.0,25494.0,25556.0,25625.0,25642.0,25725.0,25763.0,25815.0,25850.0,25886.0,25902.0,25936.0,25997.0,26059.0,26106.0,26145.0,26190.0,26235.0,26264.0,26328.0,26373.0,26398.0,26415.0,26436.0,26467.0,26492.0,26542.0,26598.0,26635.0,26668.0,26691.0,26717.0,26740.0,26793.0,26807.0,26898.0
5097970,36000.0,36091.0,36148.0,36177.0,36234.0,36426.0,36482.0,36546.0,36578.0,36618.0,36655.0,36698.0,36737.0,36793.0,36828.0,36891.0,36943.0,36990.0,37042.0,37076.0,37109.0,37176.0,37239.0,37284.0,37347.0,37409.0,37486.0,37519.0,37549.0,37604.0,37716.0,37816.0,37928.0,37989.0,38133.0,38300.0,38508.0,38645.0,38871.0,38973.0,39049.0,39145.0,39221.0,39271.0,39355.0,39383.0,39452.0,39530.0,39617.0,39638.0,39726.0,39767.0,39822.0,39867.0,39915.0,39942.0,39997.0,40097.0,40216.0,40275.0,40324.0,40379.0,40434.0,40469.0,40547.0,40601.0,40632.0,40655.0,40683.0,40723.0,40756.0,40822.0,40896.0,40945.0,40989.0,41019.0,41054.0,41084.0,41151.0,41169.0,41290.0
