tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P
5010549,66600.0,66710.0,66766.0,66795.0,66851.0,67076.0,67128.0,67187.0,67217.0,67254.0,67288.0,67325.0,67358.0,67405.0,67434.0,67487.0,67531.0,67570.0,67615.0,67651.0,67686.0,67757.0,67826.0,67873.0,67917.0,67995.0,68092.0,68131.0,68166.0,68203.0,68279.0,68346.0,68439.0,68489.0,68609.0,68774.0,69023.0,69186.0,69455.0,69551.0,69623.0,69716.0,69782.0,69826.0,69900.0,69936.0,70016.0,70106.0,70206.0,70231.0,70322.0,70364.0,70420.0,70467.0,70516.0,70538.0,70583.0,70665.0,70765.0,70822.0,70861.0,70905.0,70948.0,70981.0,71055.0,71106.0,71135.0,71156.0,71182.0,71220.0,71251.0,71313.0,71383.0,71429.0,71470.0,71498.0,71531.0,71559.0,71624.0,71642.0,71759.0
5010815,32100.0,32192.0,32246.0,32274.0,32328.0,32516.0,32569.0,32630.0,32661.0,32699.0,32734.0,32774.0,32818.0,32882.0,32922.0,32994.0,33054.0,33107.0,33167.0,33200.0,33231.0,33295.0,33357.0,33407.0,33469.0,33519.0,33581.0,33623.0,33662.0,33707.0,33798.0,33879.0,33988.0,34048.0,34233.0,34423.0,34611.0,34734.0,34938.0,35021.0,35083.0,35185.0,35248.0,35290.0,35360.0,35383.0,35441.0,35507.0,35581.0,35600.0,35674.0,35708.0,35762.0,35809.0,35859.0,35884.0,35935.0,36026.0,36164.0,36238.0,36284.0,36336.0,36389.0,36423.0,36499.0,36552.0,36581.0,36605.0,36635.0,36677.0,36712.0,36781.0,36859.0,36910.0,36956.0,36987.0,37023.0,37054.0,37127.0,37143.0,37252.0
5010817,44400.0,44500.0,44572.0,44609.0,44679.0,44881.0,44938.0,45003.0,45036.0,45076.0,45114.0,45155.0,45195.0,45253.0,45289.0,45354.0,45408.0,45457.0,45512.0,45549.0,45584.0,45656.0,45725.0,45789.0,45846.0,45921.0,46015.0,46050.0,46082.0,46125.0,46212.0,46289.0,46399.0,46459.0,46649.0,46807.0,47031.0,47178.0,47420.0,47518.0,47592.0,47691.0,47754.0,47796.0,47867.0,47899.0,47964.0,48038.0,48121.0,48142.0,48242.0,48288.0,48347.0,48398.0,48451.0,48477.0,48530.0,48625.0,48752.0,48815.0,48864.0,48920.0,48976.0,49014.0,49099.0,49158.0,49192.0,49216.0,49245.0,49287.0,49321.0,49389.0,49466.0,49517.0,49562.0,49593.0,49629.0,49660.0,49732.0,49751.0,49874.0
5010820,27000.0,27091.0,27142.0,27168.0,27219.0,27429.0,27497.0,27574.0,27613.0,27661.0,27706.0,27755.0,27801.0,27867.0,27908.0,27983.0,28045.0,28100.0,28162.0,28207.0,28250.0,28338.0,28422.0,28477.0,28538.0,28653.0,28796.0,28831.0,28862.0,28914.0,29021.0,29117.0,29215.0,29268.0,29380.0,29537.0,29772.0,29927.0,30182.0,30285.0,30362.0,30443.0,30511.0,30557.0,30633.0,30658.0,30716.0,30782.0,30856.0,30875.0,30975.0,31021.0,31083.0,31127.0,31173.0,31197.0,31247.0,31337.0,31426.0,31482.0,31527.0,31578.0,31629.0,31662.0,31736.0,31788.0,31818.0,31839.0,31865.0,31903.0,31934.0,31995.0,32064.0,32110.0,32151.0,32179.0,32211.0,32239.0,32304.0,32321.0,32431.0
5010822,46080.0,46185.0,46253.0,46288.0,46356.0,46550.0,46611.0,46680.0,46715.0,46758.0,46798.0,46842.0,46884.0,46944.0,46981.0,47048.0,47104.0,47154.0,47210.0,47250.0,47289.0,47368.0,47443.0,47496.0,47553.0,47621.0,47707.0,47744.0,47777.0,47822.0,47914.0,47996.0,48104.0,48163.0,48308.0,48488.0,48718.0,48869.0,49119.0,49228.0,49310.0,49412.0,49495.0,49550.0,49642.0,49673.0,49761.0,49860.0,49971.0,49998.0,50111.0,50164.0,50227.0,50278.0,50332.0,50366.0,50436.0,50562.0,50718.0,50804.0,50864.0,50931.0,50999.0,51042.0,51138.0,51204.0,51242.0,51269.0,51302.0,51350.0,51389.0,51467.0,51555.0,51613.0,51665.0,51700.0,51741.0,51776.0,51857.0,51877.0,52011.0
5010824,60600.0,60723.0,60786.0,60818.0,60880.0,61191.0,61244.0,61305.0,61336.0,61374.0,61409.0,61449.0,61485.0,61536.0,61568.0,61626.0,61674.0,61717.0,61767.0,61807.0,61845.0,61923.0,61998.0,62055.0,62107.0,62190.0,62294.0,62334.0,62371.0,62413.0,62498.0,62574.0,62685.0,62746.0,62938.0,63134.0,63405.0,63583.0,63877.0,63975.0,64049.0,64153.0,64234.0,64288.0,64377.0,64411.0,64501.0,64603.0,64716.0,64744.0,64847.0,64895.0,64955.0,65004.0,65055.0,65083.0,65141.0,65248.0,65369.0,65445.0,65502.0,65566.0,65630.0,65669.0,65756.0,65816.0,65851.0,65877.0,65910.0,65957.0,65995.0,66071.0,66157.0,66214.0,66265.0,66300.0,66340.0,66375.0,66455.0,66474.0,66603.0
5011025,46800.0,46905.0,46973.0,47008.0,47076.0,47270.0,47331.0,47400.0,47435.0,47478.0,47518.0,47562.0,47604.0,47664.0,47701.0,47768.0,47824.0,47874.0,47930.0,47970.0,48009.0,48088.0,48163.0,48216.0,48273.0,48341.0,48427.0,48464.0,48497.0,48542.0,48634.0,48716.0,48824.0,48883.0,49028.0,49208.0,49438.0,49589.0,49839.0,49948.0,50030.0,50132.0,50215.0,50270.0,50362.0,50393.0,50481.0,50580.0,50691.0,50718.0,50831.0,50884.0,50947.0,50998.0,51052.0,51086.0,51156.0,51282.0,51438.0,51524.0,51584.0,51651.0,51719.0,51762.0,51858.0,51924.0,51962.0,51989.0,52022.0,52070.0,52109.0,52187.0,52275.0,52333.0,52385.0,52420.0,52461.0,52496.0,52577.0,52597.0,52731.0
5011027,61200.0,61323.0,61386.0,61418.0,61480.0,61791.0,61844.0,61905.0,61936.0,61974.0,62009.0,62049.0,62085.0,62136.0,62168.0,62226.0,62274.0,62317.0,62367.0,62407.0,62445.0,62523.0,62598.0,62655.0,62707.0,62790.0,62894.0,62934.0,62971.0,63013.0,63098.0,63174.0,63285.0,63346.0,63538.0,63734.0,64005.0,64183.0,64477.0,64575.0,64649.0,64753.0,64834.0,64888.0,64977.0,65011.0,65101.0,65203.0,65316.0,65344.0,65447.0,65495.0,65555.0,65604.0,65655.0,65683.0,65741.0,65848.0,65969.0,66045.0,66102.0,66166.0,66230.0,66269.0,66356.0,66416.0,66451.0,66477.0,66510.0,66557.0,66595.0,66671.0,66757.0,66814.0,66865.0,66900.0,66940.0,66975.0,67055.0,67074.0,67203.0
5011473,50400.0,50500.0,50572.0,50609.0,50679.0,50881.0,50938.0,51003.0,51036.0,51076.0,51114.0,51155.0,51195.0,51253.0,51289.0,51354.0,51408.0,51457.0,51512.0,51549.0,51584.0,51656.0,51725.0,51789.0,51846.0,51921.0,52015.0,52050.0,52082.0,52125.0,52212.0,52289.0,52399.0,52459.0,52649.0,52807.0,53031.0,53178.0,53420.0,53518.0,53592.0,53691.0,53754.0,53796.0,53867.0,53899.0,53964.0,54038.0,54121.0,54142.0,54242.0,54288.0,54347.0,54398.0,54451.0,54477.0,54530.0,54625.0,54752.0,54815.0,54864.0,54920.0,54976.0,55014.0,55099.0,55158.0,55192.0,55216.0,55245.0,55287.0,55321.0,55389.0,55466.0,55517.0,55562.0,55593.0,55629.0,55660.0,55732.0,55751.0,55874.0
5011616,30000.0,30091.0,30142.0,30168.0,30219.0,30429.0,30497.0,30574.0,30613.0,30661.0,30706.0,30755.0,30801.0,30867.0,30908.0,30983.0,31045.0,31100.0,31162.0,31207.0,31250.0,31338.0,31422.0,31477.0,31538.0,31653.0,31796.0,31831.0,31862.0,31914.0,32021.0,32117.0,32215.0,32268.0,32380.0,32537.0,32772.0,32927.0,33182.0,33285.0,33362.0,33443.0,33511.0,33557.0,33633.0,33658.0,33716.0,33782.0,33856.0,33875.0,33975.0,34021.0,34083.0,34127.0,34173.0,34197.0,34247.0,34337.0,34426.0,34482.0,34527.0,34578.0,34629.0,34662.0,34736.0,34788.0,34818.0,34839.0,34865.0,34903.0,34934.0,34995.0,35064.0,35110.0,35151.0,35179.0,35211.0,35239.0,35304.0,35321.0,35431.0
5011617,41040.0,41135.0,41195.0,41225.0,41284.0,41484.0,41543.0,41610.0,41644.0,41686.0,41725.0,41767.0,41808.0,41866.0,41902.0,41968.0,42023.0,42072.0,42125.0,42160.0,42194.0,42263.0,42330.0,42377.0,42442.0,42506.0,42587.0,42621.0,42652.0,42709.0,42826.0,42930.0,43047.0,43110.0,43260.0,43434.0,43651.0,43793.0,44028.0,44134.0,44213.0,44313.0,44391.0,44443.0,44531.0,44560.0,44631.0,44712.0,44802.0,44825.0,44917.0,44959.0,45016.0,45063.0,45113.0,45141.0,45198.0,45302.0,45426.0,45487.0,45538.0,45595.0,45652.0,45688.0,45769.0,45825.0,45858.0,45882.0,45911.0,45953.0,45987.0,46055.0,46132.0,46183.0,46228.0,46259.0,46295.0,46326.0,46398.0,46417.0,46543.0
5011619,69300.0,69378.0,69427.0,69452.0,69501.0,69667.0,69720.0,69781.0,69812.0,69850.0,69885.0,69923.0,69954.0,69999.0,70027.0,70078.0,70120.0,70158.0,70201.0,70240.0,70277.0,70353.0,70426.0,70470.0,70515.0,70560.0,70616.0,70649.0,70679.0,70715.0,70788.0,70854.0,70936.0,70980.0,71106.0,71265.0,71457.0,71583.0,71791.0,71889.0,71963.0,72037.0,72100.0,72142.0,72212.0,72245.0,72301.0,72364.0,72435.0,72452.0,72538.0,72578.0,72638.0,72693.0,72750.0,72770.0,72812.0,72887.0,72977.0,73040.0,73080.0,73126.0,73172.0,73204.0,73275.0,73324.0,73352.0,73374.0,73401.0,73439.0,73471.0,73534.0,73605.0,73652.0,73694.0,73722.0,73755.0,73783.0,73848.0,73873.0,74041.0
5011797,33900.0,33992.0,34046.0,34074.0,34128.0,34316.0,34369.0,34430.0,34461.0,34499.0,34534.0,34574.0,34618.0,34682.0,34722.0,34794.0,34854.0,34907.0,34967.0,35000.0,35031.0,35095.0,35157.0,35207.0,35269.0,35319.0,35381.0,35423.0,35462.0,35507.0,35598.0,35679.0,35788.0,35848.0,36033.0,36223.0,36411.0,36534.0,36738.0,36821.0,36883.0,36985.0,37048.0,37090.0,37160.0,37183.0,37241.0,37307.0,37381.0,37400.0,37474.0,37508.0,37562.0,37609.0,37659.0,37684.0,37735.0,37826.0,37964.0,38038.0,38084.0,38136.0,38189.0,38223.0,38299.0,38352.0,38381.0,38405.0,38435.0,38477.0,38512.0,38581.0,38659.0,38710.0,38756.0,38787.0,38823.0,38854.0,38927.0,38943.0,39052.0
5011799,46800.0,46900.0,46972.0,47009.0,47079.0,47281.0,47338.0,47403.0,47436.0,47476.0,47514.0,47555.0,47595.0,47653.0,47689.0,47754.0,47808.0,47857.0,47912.0,47949.0,47984.0,48056.0,48125.0,48189.0,48246.0,48321.0,48415.0,48450.0,48482.0,48525.0,48612.0,48689.0,48799.0,48859.0,49049.0,49207.0,49431.0,49578.0,49820.0,49918.0,49992.0,50091.0,50154.0,50196.0,50267.0,50299.0,50364.0,50438.0,50521.0,50542.0,50642.0,50688.0,50747.0,50798.0,50851.0,50877.0,50930.0,51025.0,51152.0,51215.0,51264.0,51320.0,51376.0,51414.0,51499.0,51558.0,51592.0,51616.0,51645.0,51687.0,51721.0,51789.0,51866.0,51917.0,51962.0,51993.0,52029.0,52060.0,52132.0,52151.0,52274.0
5011801,61200.0,61310.0,61370.0,61400.0,61459.0,61638.0,61694.0,61758.0,61790.0,61830.0,61867.0,61908.0,61944.0,61996.0,62028.0,62087.0,62136.0,62179.0,62228.0,62262.0,62295.0,62362.0,62425.0,62464.0,62505.0,62561.0,62631.0,62658.0,62683.0,62732.0,62831.0,62920.0,62996.0,63037.0,63184.0,63367.0,63602.0,63757.0,64012.0,64111.0,64186.0,64272.0,64341.0,64387.0,64465.0,64490.0,64551.0,64620.0,64697.0,64716.0,64806.0,64848.0,64927.0,64976.0,65027.0,65048.0,65092.0,65172.0,65291.0,65342.0,65382.0,65427.0,65473.0,65510.0,65593.0,65650.0,65683.0,65706.0,65735.0,65776.0,65810.0,65878.0,65954.0,66004.0,66049.0,66080.0,66116.0,66147.0,66218.0,66237.0,66365.0
5011803,73800.0,73897.0,73950.0,73977.0,74030.0,74185.0,74236.0,74294.0,74323.0,74359.0,74393.0,74432.0,74469.0,74522.0,74555.0,74615.0,74665.0,74710.0,74760.0,74795.0,74829.0,74898.0,74964.0,74999.0,75027.0,75081.0,75149.0,75192.0,75231.0,75263.0,75328.0,75385.0,75464.0,75507.0,75635.0,75755.0,75988.0,76141.0,76394.0,76484.0,76551.0,76613.0,76669.0,76707.0,76770.0,76810.0,76871.0,76940.0,77017.0,77035.0,77139.0,77187.0,77247.0,77287.0,77329.0,77345.0,77378.0,77438.0,77533.0,77594.0,77623.0,77656.0,77690.0,77716.0,77774.0,77814.0,77836.0,77854.0,77876.0,77908.0,77934.0,77986.0,78045.0,78084.0,78119.0,78143.0,78170.0,78194.0,78249.0,78269.0,78398.0
5012031,32400.0,32512.0,32570.0,32600.0,32658.0,32838.0,32895.0,32960.0,32993.0,33034.0,33072.0,33115.0,33153.0,33208.0,33242.0,33304.0,33356.0,33402.0,33455.0,33489.0,33522.0,33589.0,33654.0,33701.0,33752.0,33820.0,33905.0,33934.0,33960.0,34015.0,34127.0,34226.0,34335.0,34395.0,34512.0,34661.0,34914.0,35080.0,35354.0,35441.0,35507.0,35597.0,35669.0,35717.0,35798.0,35831.0,35891.0,35958.0,36033.0,36052.0,36149.0,36194.0,36251.0,36294.0,36340.0,36363.0,36410.0,36495.0,36601.0,36661.0,36707.0,36759.0,36812.0,36846.0,36922.0,36975.0,37005.0,37028.0,37056.0,37096.0,37129.0,37195.0,37269.0,37318.0,37362.0,37392.0,37427.0,37457.0,37528.0,37544.0,37649.0
5012032,52560.0,52665.0,52733.0,52768.0,52836.0,53030.0,53091.0,53160.0,53195.0,53238.0,53278.0,53322.0,53364.0,53424.0,53461.0,53528.0,53584.0,53634.0,53690.0,53730.0,53769.0,53848.0,53923.0,53976.0,54033.0,54101.0,54187.0,54224.0,54257.0,54302.0,54394.0,54476.0,54584.0,54643.0,54788.0,54968.0,55198.0,55349.0,55599.0,55708.0,55790.0,55892.0,55975.0,56030.0,56122.0,56153.0,56241.0,56340.0,56451.0,56478.0,56591.0,56644.0,56707.0,56758.0,56812.0,56846.0,56916.0,57042.0,57198.0,57284.0,57344.0,57411.0,57479.0,57522.0,57618.0,57684.0,57722.0,57749.0,57782.0,57830.0,57869.0,57947.0,58035.0,58093.0,58145.0,58180.0,58221.0,58256.0,58337.0,58357.0,58491.0
5012034,67500.0,67610.0,67666.0,67695.0,67751.0,67976.0,68028.0,68087.0,68117.0,68154.0,68188.0,68225.0,68258.0,68305.0,68334.0,68387.0,68431.0,68470.0,68515.0,68551.0,68586.0,68657.0,68726.0,68773.0,68817.0,68895.0,68992.0,69031.0,69066.0,69103.0,69179.0,69246.0,69339.0,69389.0,69509.0,69674.0,69923.0,70086.0,70355.0,70451.0,70523.0,70616.0,70682.0,70726.0,70800.0,70836.0,70916.0,71006.0,71106.0,71131.0,71222.0,71264.0,71320.0,71367.0,71416.0,71438.0,71483.0,71565.0,71665.0,71722.0,71761.0,71805.0,71848.0,71881.0,71955.0,72006.0,72035.0,72056.0,72082.0,72120.0,72151.0,72213.0,72283.0,72329.0,72370.0,72398.0,72431.0,72459.0,72524.0,72542.0,72659.0
5012279,54600.0,54710.0,54770.0,54800.0,54859.0,55038.0,55094.0,55158.0,55190.0,55230.0,55267.0,55308.0,55344.0,55396.0,55428.0,55487.0,55536.0,55579.0,55628.0,55662.0,55695.0,55762.0,55825.0,55864.0,55905.0,55961.0,56031.0,56058.0,56083.0,56132.0,56231.0,56320.0,56396.0,56437.0,56584.0,56767.0,57002.0,57157.0,57412.0,57511.0,57586.0,57672.0,57741.0,57787.0,57865.0,57890.0,57951.0,58020.0,58097.0,58116.0,58206.0,58248.0,58327.0,58376.0,58427.0,58448.0,58492.0,58572.0,58691.0,58742.0,58782.0,58827.0,58873.0,58910.0,58993.0,59050.0,59083.0,59106.0,59135.0,59176.0,59210.0,59278.0,59354.0,59404.0,59449.0,59480.0,59516.0,59547.0,59618.0,59637.0,59765.0
5012759,31200.0,31270.0,31316.0,31340.0,31386.0,31578.0,31612.0,31650.0,31669.0,31693.0,31715.0,31740.0,31776.0,31827.0,31859.0,31917.0,31965.0,32008.0,32054.0,32091.0,32127.0,32200.0,32270.0,32307.0,32342.0,32400.0,32473.0,32504.0,32532.0,32568.0,32641.0,32706.0,32740.0,32759.0,32834.0,32956.0,33100.0,33195.0,33351.0,33409.0,33452.0,33543.0,33576.0,33598.0,33636.0,33664.0,33710.0,33762.0,33821.0,33836.0,33936.0,33982.0,34022.0,34052.0,34083.0,34101.0,34139.0,34207.0,34246.0,34313.0,34341.0,34372.0,34403.0,34435.0,34507.0,34557.0,34585.0,34601.0,34621.0,34649.0,34672.0,34718.0,34769.0,34803.0,34833.0,34854.0,34878.0,34899.0,34946.0,34960.0,35051.0
5012761,43800.0,43900.0,43972.0,44009.0,44079.0,44281.0,44338.0,44403.0,44436.0,44476.0,44514.0,44555.0,44595.0,44653.0,44689.0,44754.0,44808.0,44857.0,44912.0,44949.0,44984.0,45056.0,45125.0,45189.0,45246.0,45321.0,45415.0,45450.0,45482.0,45525.0,45612.0,45689.0,45799.0,45859.0,46049.0,46207.0,46431.0,46578.0,46820.0,46918.0,46992.0,47091.0,47154.0,47196.0,47267.0,47299.0,47364.0,47438.0,47521.0,47542.0,47642.0,47688.0,47747.0,47798.0,47851.0,47877.0,47930.0,48025.0,48152.0,48215.0,48264.0,48320.0,48376.0,48414.0,48499.0,48558.0,48592.0,48616.0,48645.0,48687.0,48721.0,48789.0,48866.0,48917.0,48962.0,48993.0,49029.0,49060.0,49132.0,49151.0,49274.0
5013330,33000.0,33112.0,33170.0,33200.0,33258.0,33438.0,33495.0,33560.0,33593.0,33634.0,33672.0,33715.0,33753.0,33808.0,33842.0,33904.0,33956.0,34002.0,34055.0,34089.0,34122.0,34189.0,34254.0,34301.0,34352.0,34420.0,34505.0,34534.0,34560.0,34615.0,34727.0,34826.0,34935.0,34995.0,35112.0,35261.0,35514.0,35680.0,35954.0,36041.0,36107.0,36197.0,36269.0,36317.0,36398.0,36431.0,36491.0,36558.0,36633.0,36652.0,36749.0,36794.0,36851.0,36894.0,36940.0,36963.0,37010.0,37095.0,37201.0,37261.0,37307.0,37359.0,37412.0,37446.0,37522.0,37575.0,37605.0,37628.0,37656.0,37696.0,37729.0,37795.0,37869.0,37918.0,37962.0,37992.0,38027.0,38057.0,38128.0,38144.0,38249.0
5013417,23400.0,23469.0,23517.0,23541.0,23589.0,23745.0,23796.0,23854.0,23883.0,23919.0,23953.0,23989.0,24029.0,24087.0,24123.0,24188.0,24242.0,24291.0,24346.0,24383.0,24419.0,24492.0,24562.0,24603.0,24636.0,24695.0,24768.0,24801.0,24831.0,24883.0,24990.0,25085.0,25163.0,25205.0,25290.0,25391.0,25530.0,25622.0,25773.0,25850.0,25908.0,25966.0,26021.0,26058.0,26120.0,26145.0,26202.0,26266.0,26338.0,26356.0,26442.0,26482.0,26536.0,26572.0,26610.0,26627.0,26662.0,26725.0,26789.0,26838.0,26879.0,26925.0,26972.0,27002.0,27069.0,27115.0,27141.0,27159.0,27181.0,27213.0,27239.0,27291.0,27349.0,27388.0,27423.0,27447.0,27474.0,27497.0,27552.0,27566.0,27661.0
5013419,36720.0,36815.0,36875.0,36905.0,36964.0,37164.0,37223.0,37290.0,37324.0,37366.0,37405.0,37447.0,37488.0,37546.0,37582.0,37648.0,37703.0,37752.0,37805.0,37840.0,37874.0,37943.0,38010.0,38057.0,38122.0,38186.0,38267.0,38301.0,38332.0,38389.0,38506.0,38610.0,38727.0,38790.0,38940.0,39114.0,39331.0,39473.0,39708.0,39814.0,39893.0,39993.0,40071.0,40123.0,40211.0,40240.0,40311.0,40392.0,40482.0,40505.0,40597.0,40639.0,40696.0,40743.0,40793.0,40821.0,40878.0,40982.0,41106.0,41167.0,41218.0,41275.0,41332.0,41368.0,41449.0,41505.0,41538.0,41562.0,41591.0,41633.0,41667.0,41735.0,41812.0,41863.0,41908.0,41939.0,41975.0,42006.0,42078.0,42097.0,42223.0
5013421,50400.0,50505.0,50573.0,50608.0,50676.0,50870.0,50931.0,51000.0,51035.0,51078.0,51118.0,51162.0,51204.0,51264.0,51301.0,51368.0,51424.0,51474.0,51530.0,51570.0,51609.0,51688.0,51763.0,51816.0,51873.0,51941.0,52027.0,52064.0,52097.0,52142.0,52234.0,52316.0,52424.0,52483.0,52628.0,52808.0,53038.0,53189.0,53439.0,53548.0,53630.0,53732.0,53815.0,53870.0,53962.0,53993.0,54081.0,54180.0,54291.0,54318.0,54431.0,54484.0,54547.0,54598.0,54652.0,54686.0,54756.0,54882.0,55038.0,55124.0,55184.0,55251.0,55319.0,55362.0,55458.0,55524.0,55562.0,55589.0,55622.0,55670.0,55709.0,55787.0,55875.0,55933.0,55985.0,56020.0,56061.0,56096.0,56177.0,56197.0,56331.0
5013423,65400.0,65510.0,65566.0,65595.0,65651.0,65876.0,65928.0,65987.0,66017.0,66054.0,66088.0,66125.0,66158.0,66205.0,66234.0,66287.0,66331.0,66370.0,66415.0,66451.0,66486.0,66557.0,66626.0,66673.0,66717.0,66795.0,66892.0,66931.0,66966.0,67003.0,67079.0,67146.0,67239.0,67289.0,67409.0,67574.0,67823.0,67986.0,68255.0,68351.0,68423.0,68516.0,68582.0,68626.0,68700.0,68736.0,68816.0,68906.0,69006.0,69031.0,69122.0,69164.0,69220.0,69267.0,69316.0,69338.0,69383.0,69465.0,69565.0,69622.0,69661.0,69705.0,69748.0,69781.0,69855.0,69906.0,69935.0,69956.0,69982.0,70020.0,70051.0,70113.0,70183.0,70229.0,70270.0,70298.0,70331.0,70359.0,70424.0,70442.0,70559.0
5013670,28800.0,28891.0,28942.0,28968.0,29019.0,29229.0,29297.0,29374.0,29413.0,29461.0,29506.0,29555.0,29601.0,29667.0,29708.0,29783.0,29845.0,29900.0,29962.0,30007.0,30050.0,30138.0,30222.0,30277.0,30338.0,30453.0,30596.0,30631.0,30662.0,30714.0,30821.0,30917.0,31015.0,31068.0,31180.0,31337.0,31572.0,31727.0,31982.0,32085.0,32162.0,32243.0,32311.0,32357.0,32433.0,32458.0,32516.0,32582.0,32656.0,32675.0,32775.0,32821.0,32883.0,32927.0,32973.0,32997.0,33047.0,33137.0,33226.0,33282.0,33327.0,33378.0,33429.0,33462.0,33536.0,33588.0,33618.0,33639.0,33665.0,33703.0,33734.0,33795.0,33864.0,33910.0,33951.0,33979.0,34011.0,34039.0,34104.0,34121.0,34231.0
5013674,57600.0,57715.0,57783.0,57818.0,57885.0,58108.0,58168.0,58236.0,58270.0,58312.0,58351.0,58395.0,58432.0,58485.0,58518.0,58578.0,58627.0,58671.0,58720.0,58758.0,58795.0,58871.0,58943.0,58995.0,59050.0,59140.0,59253.0,59290.0,59323.0,59366.0,59453.0,59531.0,59644.0,59705.0,59863.0,60044.0,60297.0,60463.0,60736.0,60839.0,60916.0,61011.0,61093.0,61147.0,61238.0,61275.0,61408.0,61558.0,61726.0,61767.0,61879.0,61931.0,61990.0,62043.0,62099.0,62127.0,62185.0,62291.0,62449.0,62576.0,62661.0,62756.0,62852.0,62893.0,62984.0,63047.0,63083.0,63110.0,63143.0,63191.0,63230.0,63308.0,63396.0,63454.0,63506.0,63541.0,63582.0,63617.0,63699.0,63722.0,63876.0
5013886,53400.0,53510.0,53570.0,53600.0,53659.0,53838.0,53894.0,53958.0,53990.0,54030.0,54067.0,54108.0,54144.0,54196.0,54228.0,54287.0,54336.0,54379.0,54428.0,54462.0,54495.0,54562.0,54625.0,54664.0,54705.0,54761.0,54831.0,54858.0,54883.0,54932.0,55031.0,55120.0,55196.0,55237.0,55384.0,55567.0,55802.0,55957.0,56212.0,56311.0,56386.0,56472.0,56541.0,56587.0,56665.0,56690.0,56751.0,56820.0,56897.0,56916.0,57006.0,57048.0,57127.0,57176.0,57227.0,57248.0,57292.0,57372.0,57491.0,57542.0,57582.0,57627.0,57673.0,57710.0,57793.0,57850.0,57883.0,57906.0,57935.0,57976.0,58010.0,58078.0,58154.0,58204.0,58249.0,58280.0,58316.0,58347.0,58418.0,58437.0,58565.0
5013888,66600.0,66672.0,66728.0,66756.0,66811.0,67040.0,67093.0,67153.0,67183.0,67220.0,67255.0,67294.0,67326.0,67372.0,67401.0,67453.0,67496.0,67535.0,67579.0,67615.0,67649.0,67719.0,67787.0,67837.0,67912.0,67974.0,68052.0,68074.0,68094.0,68132.0,68209.0,68278.0,68352.0,68393.0,68484.0,68654.0,68870.0,69012.0,69246.0,69329.0,69392.0,69475.0,69536.0,69577.0,69646.0,69677.0,69720.0,69768.0,69822.0,69835.0,69934.0,69980.0,70040.0,70088.0,70139.0,70164.0,70215.0,70308.0,70411.0,70463.0,70494.0,70529.0,70563.0,70594.0,70664.0,70712.0,70740.0,70761.0,70787.0,70824.0,70855.0,70916.0,70984.0,71029.0,71069.0,71097.0,71129.0,71156.0,71221.0,71239.0,71356.0
5014240,33000.0,33092.0,33146.0,33174.0,33228.0,33416.0,33469.0,33530.0,33561.0,33599.0,33634.0,33674.0,33718.0,33782.0,33822.0,33894.0,33954.0,34007.0,34067.0,34100.0,34131.0,34195.0,34257.0,34307.0,34369.0,34419.0,34481.0,34523.0,34562.0,34607.0,34698.0,34779.0,34888.0,34948.0,35133.0,35323.0,35511.0,35634.0,35838.0,35921.0,35983.0,36085.0,36148.0,36190.0,36260.0,36283.0,36341.0,36407.0,36481.0,36500.0,36574.0,36608.0,36662.0,36709.0,36759.0,36784.0,36835.0,36926.0,37064.0,37138.0,37184.0,37236.0,37289.0,37323.0,37399.0,37452.0,37481.0,37505.0,37535.0,37577.0,37612.0,37681.0,37759.0,37810.0,37856.0,37887.0,37923.0,37954.0,38027.0,38043.0,38152.0
5014266,64800.0,64872.0,64928.0,64956.0,65011.0,65240.0,65293.0,65353.0,65383.0,65420.0,65455.0,65494.0,65526.0,65572.0,65601.0,65653.0,65696.0,65735.0,65779.0,65815.0,65849.0,65919.0,65987.0,66037.0,66112.0,66174.0,66252.0,66274.0,66294.0,66332.0,66409.0,66478.0,66552.0,66593.0,66684.0,66854.0,67070.0,67212.0,67446.0,67529.0,67592.0,67675.0,67736.0,67777.0,67846.0,67877.0,67920.0,67968.0,68022.0,68035.0,68134.0,68180.0,68240.0,68288.0,68339.0,68364.0,68415.0,68508.0,68611.0,68663.0,68694.0,68729.0,68763.0,68794.0,68864.0,68912.0,68940.0,68961.0,68987.0,69024.0,69055.0,69116.0,69184.0,69229.0,69269.0,69297.0,69329.0,69356.0,69421.0,69439.0,69556.0
