tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
0,1423.0,1424.0,1425.0,1426.0,1427.0,1428.0,1429.0,1430.0,1432.0,1433.0,1434.0,1435.0,7439.0,7454.0,1380.0,1381.0,1382.0,1383.0,1384.0,1385.0,1348.0,1349.0,1350.0,1352.0,1353.0,7589.0,1355.0,1357.0,1359.0,279.0,3.0,12.0,14.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,820.0,821.0,63.0,64.0,65.0,66.0,4498.0,1660.0,1661.0,4523.0,4524.0,4322.0
5003389,26400.0,26439.0,26487.0,26560.0,26609.0,26655.0,26703.0,26768.0,26802.0,26862.0,26914.0,26957.0,26997.0,27053.0,27127.0,27157.0,27212.0,27261.0,27310.0,27418.0,27530.0,27594.0,27665.0,27785.0,27841.0,27931.0,27947.0,28025.0,28153.0,28406.0,28523.0,28658.0,28719.0,28791.0,28839.0,28890.0,29030.0,29081.0,29121.0,29168.0,29213.0,29253.0,29325.0,29353.0,29385.0,29416.0,29472.0,29581.0,29656.0,29791.0,29841.0,29933.0
5003391,36000.0,36039.0,36088.0,36162.0,36210.0,36254.0,36300.0,36362.0,36395.0,36452.0,36502.0,36543.0,36582.0,36636.0,36708.0,36737.0,36791.0,36846.0,36900.0,37004.0,37111.0,37159.0,37212.0,37301.0,37343.0,37466.0,37486.0,37583.0,37750.0,38081.0,38373.0,38537.0,38600.0,38674.0,38723.0,38776.0,38920.0,38985.0,39035.0,39095.0,39153.0,39203.0,39288.0,39322.0,39360.0,39398.0,39439.0,39527.0,39588.0,39698.0,39742.0,39822.0
5003393,45600.0,45641.0,45691.0,45767.0,45817.0,45861.0,45907.0,45969.0,46002.0,46059.0,46109.0,46150.0,46188.0,46242.0,46313.0,46342.0,46396.0,46445.0,46494.0,46587.0,46683.0,46733.0,46788.0,46881.0,46924.0,47049.0,47074.0,47189.0,47370.0,47729.0,47966.0,48130.0,48198.0,48278.0,48332.0,48389.0,48548.0,48621.0,48677.0,48744.0,48804.0,48856.0,48939.0,48977.0,49020.0,49062.0,49107.0,49223.0,49302.0,49446.0,49493.0,49580.0
5003395,55200.0,55236.0,55281.0,55349.0,55394.0,55436.0,55480.0,55540.0,55571.0,55626.0,55674.0,55713.0,55750.0,55801.0,55869.0,55896.0,55948.0,55997.0,56045.0,56141.0,56240.0,56288.0,56342.0,56432.0,56474.0,56600.0,56623.0,56731.0,56909.0,57260.0,57461.0,57617.0,57696.0,57789.0,57851.0,57918.0,58102.0,58171.0,58224.0,58288.0,58348.0,58400.0,58485.0,58520.0,58559.0,58598.0,58640.0,58762.0,58846.0,58997.0,59043.0,59128.0
5003397,64800.0,64836.0,64881.0,64949.0,64994.0,65036.0,65080.0,65140.0,65171.0,65226.0,65274.0,65313.0,65350.0,65401.0,65469.0,65496.0,65548.0,65597.0,65645.0,65741.0,65840.0,65888.0,65942.0,66032.0,66074.0,66200.0,66223.0,66331.0,66509.0,66860.0,67061.0,67217.0,67296.0,67389.0,67451.0,67518.0,67702.0,67771.0,67824.0,67888.0,67948.0,68000.0,68085.0,68120.0,68159.0,68198.0,68240.0,68362.0,68446.0,68597.0,68643.0,68728.0
5003399,73800.0,73836.0,73880.0,73947.0,73991.0,74031.0,74073.0,74129.0,74158.0,74210.0,74255.0,74292.0,74327.0,74375.0,74439.0,74465.0,74513.0,74560.0,74607.0,74682.0,74760.0,74808.0,74861.0,74951.0,74993.0,75116.0,75138.0,75244.0,75399.0,75706.0,75926.0,76053.0,76118.0,76194.0,76245.0,76299.0,76448.0,76502.0,76544.0,76595.0,76649.0,76697.0,76772.0,76805.0,76842.0,76879.0,76919.0,77001.0,77057.0,77160.0,77210.0,77300.0
5003401,82800.0,82831.0,82870.0,82929.0,82967.0,83001.0,83037.0,83085.0,83110.0,83154.0,83193.0,83225.0,83255.0,83297.0,83352.0,83374.0,83416.0,83453.0,83490.0,83554.0,83621.0,83662.0,83708.0,83785.0,83820.0,83923.0,83943.0,84039.0,84196.0,84507.0,84656.0,84764.0,84809.0,84862.0,84898.0,84936.0,85041.0,85089.0,85126.0,85171.0,85218.0,85260.0,85338.0,85369.0,85404.0,85439.0,85474.0,85534.0,85575.0,85649.0,85696.0,85781.0
5003716,31200.0,31243.0,31296.0,31377.0,31430.0,31484.0,31540.0,31616.0,31656.0,31726.0,31787.0,31837.0,31884.0,31950.0,32037.0,32072.0,32136.0,32192.0,32248.0,32376.0,32508.0,32593.0,32688.0,32847.0,32920.0,33053.0,33073.0,33167.0,33340.0,33681.0,33814.0,33957.0,34014.0,34081.0,34126.0,34174.0,34306.0,34359.0,34400.0,34450.0,34500.0,34544.0,34620.0,34646.0,34675.0,34704.0,34740.0,34829.0,34890.0,35002.0,35043.0,35117.0
5003718,40800.0,40839.0,40888.0,40962.0,41010.0,41054.0,41100.0,41162.0,41195.0,41252.0,41302.0,41343.0,41382.0,41436.0,41508.0,41537.0,41591.0,41646.0,41700.0,41804.0,41911.0,41959.0,42012.0,42101.0,42143.0,42266.0,42286.0,42383.0,42550.0,42881.0,43173.0,43337.0,43400.0,43474.0,43523.0,43576.0,43720.0,43785.0,43835.0,43895.0,43953.0,44003.0,44088.0,44122.0,44160.0,44198.0,44239.0,44327.0,44388.0,44498.0,44542.0,44622.0
5003720,50400.0,50441.0,50491.0,50567.0,50617.0,50661.0,50707.0,50769.0,50802.0,50859.0,50909.0,50950.0,50988.0,51042.0,51113.0,51142.0,51196.0,51245.0,51294.0,51387.0,51483.0,51533.0,51588.0,51681.0,51724.0,51849.0,51874.0,51989.0,52170.0,52529.0,52766.0,52930.0,52998.0,53078.0,53132.0,53189.0,53348.0,53421.0,53477.0,53544.0,53604.0,53656.0,53739.0,53777.0,53820.0,53862.0,53907.0,54023.0,54102.0,54246.0,54293.0,54380.0
5003722,60000.0,60036.0,60081.0,60149.0,60194.0,60236.0,60280.0,60340.0,60371.0,60426.0,60474.0,60513.0,60550.0,60601.0,60669.0,60696.0,60748.0,60797.0,60845.0,60941.0,61040.0,61088.0,61142.0,61232.0,61274.0,61400.0,61423.0,61531.0,61709.0,62060.0,62261.0,62417.0,62496.0,62589.0,62651.0,62718.0,62902.0,62971.0,63024.0,63088.0,63148.0,63200.0,63285.0,63320.0,63359.0,63398.0,63440.0,63562.0,63646.0,63797.0,63843.0,63928.0
5003724,69600.0,69636.0,69680.0,69747.0,69791.0,69831.0,69873.0,69929.0,69958.0,70010.0,70055.0,70092.0,70127.0,70175.0,70239.0,70265.0,70313.0,70360.0,70407.0,70482.0,70560.0,70608.0,70661.0,70751.0,70793.0,70916.0,70938.0,71044.0,71199.0,71506.0,71726.0,71853.0,71918.0,71994.0,72045.0,72099.0,72248.0,72302.0,72344.0,72395.0,72449.0,72497.0,72572.0,72605.0,72642.0,72679.0,72719.0,72801.0,72857.0,72960.0,73010.0,73100.0
5003726,79200.0,79231.0,79270.0,79329.0,79367.0,79401.0,79437.0,79485.0,79510.0,79554.0,79593.0,79625.0,79655.0,79697.0,79752.0,79774.0,79816.0,79853.0,79890.0,79954.0,80021.0,80062.0,80108.0,80185.0,80220.0,80323.0,80343.0,80439.0,80596.0,80907.0,81056.0,81164.0,81209.0,81262.0,81298.0,81336.0,81441.0,81489.0,81526.0,81571.0,81618.0,81660.0,81738.0,81769.0,81804.0,81839.0,81874.0,81934.0,81975.0,82049.0,82096.0,82181.0
5003949,27000.0,27039.0,27087.0,27160.0,27209.0,27255.0,27303.0,27368.0,27402.0,27462.0,27514.0,27557.0,27597.0,27653.0,27727.0,27757.0,27812.0,27861.0,27910.0,28018.0,28130.0,28194.0,28265.0,28385.0,28441.0,28531.0,28547.0,28625.0,28753.0,29006.0,29123.0,29258.0,29319.0,29391.0,29439.0,29490.0,29630.0,29681.0,29721.0,29768.0,29813.0,29853.0,29925.0,29953.0,29985.0,30016.0,30072.0,30181.0,30256.0,30391.0,30441.0,30533.0
5004067,26700.0,26734.0,26775.0,26838.0,26879.0,26919.0,26961.0,27017.0,27046.0,27097.0,27142.0,27179.0,27214.0,27262.0,27326.0,27352.0,27400.0,27437.0,27474.0,27537.0,27602.0,27632.0,27666.0,27722.0,27748.0,27801.0,27813.0,27871.0,27986.0,28212.0,28329.0,28445.0,28490.0,28543.0,28578.0,28615.0,28718.0,28761.0,28795.0,28835.0,28875.0,28910.0,28992.0,29011.0,29033.0,29055.0,29085.0,29144.0,29185.0,29259.0,29317.0,29422.0
5004069,35100.0,35129.0,35165.0,35219.0,35255.0,35287.0,35320.0,35365.0,35389.0,35430.0,35466.0,35495.0,35523.0,35562.0,35613.0,35634.0,35672.0,35709.0,35745.0,35819.0,35896.0,35931.0,35970.0,36036.0,36067.0,36114.0,36130.0,36203.0,36301.0,36496.0,36701.0,36808.0,36879.0,36963.0,37019.0,37079.0,37242.0,37276.0,37303.0,37335.0,37378.0,37416.0,37452.0,37484.0,37520.0,37556.0,37598.0,37690.0,37753.0,37869.0,37901.0,37960.0
5004071,63300.0,63333.0,63374.0,63435.0,63475.0,63510.0,63547.0,63597.0,63623.0,63669.0,63709.0,63742.0,63773.0,63816.0,63873.0,63896.0,63939.0,63980.0,64021.0,64091.0,64163.0,64211.0,64264.0,64353.0,64395.0,64511.0,64536.0,64656.0,64843.0,65213.0,65399.0,65550.0,65611.0,65683.0,65731.0,65782.0,65925.0,65985.0,66032.0,66087.0,66142.0,66190.0,66293.0,66328.0,66367.0,66406.0,66444.0,66537.0,66601.0,66717.0,66765.0,66853.0
5004852,23400.0,23439.0,23487.0,23560.0,23609.0,23655.0,23703.0,23768.0,23802.0,23862.0,23914.0,23957.0,23997.0,24053.0,24127.0,24157.0,24212.0,24261.0,24310.0,24418.0,24530.0,24594.0,24665.0,24785.0,24841.0,24931.0,24947.0,25025.0,25153.0,25406.0,25523.0,25658.0,25719.0,25791.0,25839.0,25890.0,26030.0,26081.0,26121.0,26168.0,26213.0,26253.0,26325.0,26353.0,26385.0,26416.0,26472.0,26581.0,26656.0,26791.0,26841.0,26933.0
5004854,31800.0,31843.0,31896.0,31977.0,32030.0,32084.0,32140.0,32216.0,32256.0,32326.0,32387.0,32437.0,32484.0,32550.0,32637.0,32672.0,32736.0,32792.0,32848.0,32976.0,33108.0,33193.0,33288.0,33447.0,33520.0,33653.0,33673.0,33767.0,33940.0,34281.0,34414.0,34557.0,34614.0,34681.0,34726.0,34774.0,34906.0,34959.0,35000.0,35050.0,35100.0,35144.0,35220.0,35246.0,35275.0,35304.0,35340.0,35429.0,35490.0,35602.0,35643.0,35717.0
5004855,60600.0,60636.0,60681.0,60749.0,60794.0,60836.0,60880.0,60940.0,60971.0,61026.0,61074.0,61113.0,61150.0,61201.0,61269.0,61296.0,61348.0,61397.0,61445.0,61541.0,61640.0,61688.0,61742.0,61832.0,61874.0,62000.0,62023.0,62131.0,62309.0,62660.0,62861.0,63017.0,63096.0,63189.0,63251.0,63318.0,63502.0,63571.0,63624.0,63688.0,63748.0,63800.0,63885.0,63920.0,63959.0,63998.0,64040.0,64162.0,64246.0,64397.0,64443.0,64528.0
5004857,70800.0,70836.0,70880.0,70947.0,70991.0,71031.0,71073.0,71129.0,71158.0,71210.0,71255.0,71292.0,71327.0,71375.0,71439.0,71465.0,71513.0,71560.0,71607.0,71682.0,71760.0,71808.0,71861.0,71951.0,71993.0,72116.0,72138.0,72244.0,72399.0,72706.0,72926.0,73053.0,73118.0,73194.0,73245.0,73299.0,73448.0,73502.0,73544.0,73595.0,73649.0,73697.0,73772.0,73805.0,73842.0,73879.0,73919.0,74001.0,74057.0,74160.0,74210.0,74300.0
5006193,29400.0,29443.0,29496.0,29577.0,29630.0,29684.0,29740.0,29816.0,29856.0,29926.0,29987.0,30037.0,30084.0,30150.0,30237.0,30272.0,30336.0,30392.0,30448.0,30576.0,30708.0,30793.0,30888.0,31047.0,31120.0,31253.0,31273.0,31367.0,31540.0,31881.0,32014.0,32157.0,32214.0,32281.0,32326.0,32374.0,32506.0,32559.0,32600.0,32650.0,32700.0,32744.0,32820.0,32846.0,32875.0,32904.0,32940.0,33029.0,33090.0,33202.0,33243.0,33317.0
5006668,27900.0,27934.0,27975.0,28038.0,28079.0,28119.0,28161.0,28217.0,28246.0,28297.0,28342.0,28379.0,28414.0,28462.0,28526.0,28552.0,28600.0,28637.0,28674.0,28737.0,28802.0,28832.0,28866.0,28922.0,28948.0,29001.0,29013.0,29071.0,29186.0,29412.0,29529.0,29645.0,29690.0,29743.0,29778.0,29815.0,29918.0,29961.0,29995.0,30035.0,30075.0,30110.0,30192.0,30211.0,30233.0,30255.0,30285.0,30344.0,30385.0,30459.0,30517.0,30622.0
5006670,36300.0,36324.0,36354.0,36400.0,36430.0,36468.0,36508.0,36562.0,36590.0,36639.0,36682.0,36717.0,36750.0,36797.0,36859.0,36884.0,36931.0,36979.0,37026.0,37107.0,37190.0,37224.0,37262.0,37326.0,37356.0,37438.0,37460.0,37561.0,37720.0,38034.0,38277.0,38421.0,38472.0,38532.0,38572.0,38615.0,38734.0,38798.0,38848.0,38907.0,38954.0,38996.0,39057.0,39087.0,39120.0,39153.0,39192.0,39277.0,39335.0,39440.0,39486.0,39569.0
5006672,44700.0,44740.0,44790.0,44865.0,44914.0,44954.0,44996.0,45053.0,45083.0,45135.0,45180.0,45217.0,45252.0,45301.0,45366.0,45392.0,45441.0,45487.0,45533.0,45610.0,45689.0,45732.0,45780.0,45860.0,45896.0,46013.0,46040.0,46165.0,46338.0,46680.0,46883.0,47034.0,47099.0,47175.0,47226.0,47280.0,47430.0,47492.0,47540.0,47597.0,47652.0,47701.0,47786.0,47821.0,47860.0,47900.0,47939.0,48045.0,48118.0,48249.0,48291.0,48367.0
5006676,62100.0,62133.0,62174.0,62235.0,62275.0,62310.0,62347.0,62397.0,62423.0,62469.0,62509.0,62542.0,62573.0,62616.0,62673.0,62696.0,62739.0,62780.0,62821.0,62891.0,62963.0,63011.0,63064.0,63153.0,63195.0,63311.0,63336.0,63456.0,63643.0,64013.0,64199.0,64350.0,64411.0,64483.0,64531.0,64582.0,64725.0,64785.0,64832.0,64887.0,64942.0,64990.0,65093.0,65128.0,65167.0,65206.0,65244.0,65337.0,65401.0,65517.0,65565.0,65653.0
5006678,72000.0,72031.0,72069.0,72127.0,72165.0,72200.0,72237.0,72286.0,72312.0,72357.0,72397.0,72429.0,72459.0,72502.0,72559.0,72582.0,72625.0,72664.0,72703.0,72762.0,72823.0,72868.0,72918.0,73002.0,73040.0,73163.0,73194.0,73341.0,73509.0,73841.0,74012.0,74125.0,74184.0,74253.0,74299.0,74349.0,74486.0,74543.0,74587.0,74641.0,74693.0,74738.0,74823.0,74859.0,74899.0,74938.0,74971.0,75030.0,75070.0,75143.0,75187.0,75267.0
5006680,81000.0,81035.0,81078.0,81143.0,81186.0,81218.0,81252.0,81297.0,81321.0,81363.0,81399.0,81429.0,81457.0,81496.0,81548.0,81569.0,81609.0,81650.0,81690.0,81742.0,81795.0,81834.0,81877.0,81949.0,81983.0,82117.0,82148.0,82292.0,82461.0,82796.0,82937.0,83044.0,83091.0,83147.0,83184.0,83224.0,83334.0,83385.0,83424.0,83471.0,83516.0,83556.0,83619.0,83645.0,83674.0,83704.0,83734.0,83789.0,83826.0,83894.0,83937.0,84016.0
5006872,27600.0,27639.0,27687.0,27760.0,27809.0,27855.0,27903.0,27968.0,28002.0,28062.0,28114.0,28157.0,28197.0,28253.0,28327.0,28357.0,28412.0,28461.0,28510.0,28618.0,28730.0,28794.0,28865.0,28985.0,29041.0,29131.0,29147.0,29225.0,29353.0,29606.0,29723.0,29858.0,29919.0,29991.0,30039.0,30090.0,30230.0,30281.0,30321.0,30368.0,30413.0,30453.0,30525.0,30553.0,30585.0,30616.0,30672.0,30781.0,30856.0,30991.0,31041.0,31133.0
5006874,37200.0,37239.0,37288.0,37362.0,37410.0,37454.0,37500.0,37562.0,37595.0,37652.0,37702.0,37743.0,37782.0,37836.0,37908.0,37937.0,37991.0,38046.0,38100.0,38204.0,38311.0,38359.0,38412.0,38501.0,38543.0,38666.0,38686.0,38783.0,38950.0,39281.0,39573.0,39737.0,39800.0,39874.0,39923.0,39976.0,40120.0,40185.0,40235.0,40295.0,40353.0,40403.0,40488.0,40522.0,40560.0,40598.0,40639.0,40727.0,40788.0,40898.0,40942.0,41022.0
5006876,46800.0,46841.0,46891.0,46967.0,47017.0,47061.0,47107.0,47169.0,47202.0,47259.0,47309.0,47350.0,47388.0,47442.0,47513.0,47542.0,47596.0,47645.0,47694.0,47787.0,47883.0,47933.0,47988.0,48081.0,48124.0,48249.0,48274.0,48389.0,48570.0,48929.0,49166.0,49330.0,49398.0,49478.0,49532.0,49589.0,49748.0,49821.0,49877.0,49944.0,50004.0,50056.0,50139.0,50177.0,50220.0,50262.0,50307.0,50423.0,50502.0,50646.0,50693.0,50780.0
5006878,56400.0,56436.0,56481.0,56549.0,56594.0,56636.0,56680.0,56740.0,56771.0,56826.0,56874.0,56913.0,56950.0,57001.0,57069.0,57096.0,57148.0,57197.0,57245.0,57341.0,57440.0,57488.0,57542.0,57632.0,57674.0,57800.0,57823.0,57931.0,58109.0,58460.0,58661.0,58817.0,58896.0,58989.0,59051.0,59118.0,59302.0,59371.0,59424.0,59488.0,59548.0,59600.0,59685.0,59720.0,59759.0,59798.0,59840.0,59962.0,60046.0,60197.0,60243.0,60328.0
5006880,66000.0,66036.0,66081.0,66149.0,66194.0,66236.0,66280.0,66340.0,66371.0,66426.0,66474.0,66513.0,66550.0,66601.0,66669.0,66696.0,66748.0,66797.0,66845.0,66941.0,67040.0,67088.0,67142.0,67232.0,67274.0,67400.0,67423.0,67531.0,67709.0,68060.0,68261.0,68417.0,68496.0,68589.0,68651.0,68718.0,68902.0,68971.0,69024.0,69088.0,69148.0,69200.0,69285.0,69320.0,69359.0,69398.0,69440.0,69562.0,69646.0,69797.0,69843.0,69928.0
5006882,75600.0,75631.0,75670.0,75729.0,75767.0,75801.0,75837.0,75885.0,75910.0,75954.0,75993.0,76025.0,76055.0,76097.0,76152.0,76174.0,76216.0,76253.0,76290.0,76354.0,76421.0,76462.0,76508.0,76585.0,76620.0,76723.0,76743.0,76839.0,76996.0,77307.0,77456.0,77564.0,77609.0,77662.0,77698.0,77736.0,77841.0,77889.0,77926.0,77971.0,78018.0,78060.0,78138.0,78169.0,78204.0,78239.0,78274.0,78334.0,78375.0,78449.0,78496.0,78581.0
5007988,25500.0,25534.0,25575.0,25638.0,25679.0,25719.0,25761.0,25817.0,25846.0,25897.0,25942.0,25979.0,26014.0,26062.0,26126.0,26152.0,26200.0,26237.0,26274.0,26337.0,26402.0,26432.0,26466.0,26522.0,26548.0,26601.0,26613.0,26671.0,26786.0,27012.0,27129.0,27245.0,27290.0,27343.0,27378.0,27415.0,27518.0,27561.0,27595.0,27635.0,27675.0,27710.0,27792.0,27811.0,27833.0,27855.0,27885.0,27944.0,27985.0,28059.0,28117.0,28222.0
5007990,33900.0,33929.0,33965.0,34019.0,34055.0,34087.0,34120.0,34165.0,34189.0,34230.0,34266.0,34295.0,34323.0,34362.0,34413.0,34434.0,34472.0,34509.0,34545.0,34619.0,34696.0,34731.0,34770.0,34836.0,34867.0,34914.0,34930.0,35003.0,35101.0,35296.0,35501.0,35608.0,35679.0,35763.0,35819.0,35879.0,36042.0,36076.0,36103.0,36135.0,36178.0,36216.0,36252.0,36284.0,36320.0,36356.0,36398.0,36490.0,36553.0,36669.0,36701.0,36760.0
5007992,55500.0,55533.0,55574.0,55635.0,55675.0,55710.0,55747.0,55797.0,55823.0,55869.0,55909.0,55942.0,55973.0,56016.0,56073.0,56096.0,56139.0,56180.0,56221.0,56291.0,56363.0,56411.0,56464.0,56553.0,56595.0,56711.0,56736.0,56856.0,57043.0,57413.0,57599.0,57750.0,57811.0,57883.0,57931.0,57982.0,58125.0,58185.0,58232.0,58287.0,58342.0,58390.0,58493.0,58528.0,58567.0,58606.0,58644.0,58737.0,58801.0,58917.0,58965.0,59053.0
5007994,64500.0,64533.0,64574.0,64635.0,64675.0,64710.0,64747.0,64797.0,64823.0,64869.0,64909.0,64942.0,64973.0,65016.0,65073.0,65096.0,65139.0,65180.0,65221.0,65291.0,65363.0,65411.0,65464.0,65553.0,65595.0,65711.0,65736.0,65856.0,66043.0,66413.0,66599.0,66750.0,66811.0,66883.0,66931.0,66982.0,67125.0,67185.0,67232.0,67287.0,67342.0,67390.0,67493.0,67528.0,67567.0,67606.0,67644.0,67737.0,67801.0,67917.0,67965.0,68053.0
5007996,73800.0,73831.0,73869.0,73927.0,73965.0,74000.0,74037.0,74086.0,74112.0,74157.0,74197.0,74229.0,74259.0,74302.0,74359.0,74382.0,74425.0,74464.0,74503.0,74562.0,74623.0,74668.0,74718.0,74802.0,74840.0,74963.0,74994.0,75141.0,75309.0,75641.0,75812.0,75925.0,75984.0,76053.0,76099.0,76149.0,76286.0,76343.0,76387.0,76441.0,76493.0,76538.0,76623.0,76659.0,76699.0,76738.0,76771.0,76830.0,76870.0,76943.0,76987.0,77067.0
5007998,82800.0,82835.0,82878.0,82943.0,82986.0,83018.0,83052.0,83097.0,83121.0,83163.0,83199.0,83229.0,83257.0,83296.0,83348.0,83369.0,83409.0,83450.0,83490.0,83542.0,83595.0,83634.0,83677.0,83749.0,83783.0,83917.0,83948.0,84092.0,84261.0,84596.0,84737.0,84844.0,84891.0,84947.0,84984.0,85024.0,85134.0,85185.0,85224.0,85271.0,85316.0,85356.0,85419.0,85445.0,85474.0,85504.0,85534.0,85589.0,85626.0,85694.0,85737.0,85816.0
5008097,29100.0,29134.0,29175.0,29238.0,29279.0,29319.0,29361.0,29417.0,29446.0,29497.0,29542.0,29579.0,29614.0,29662.0,29726.0,29752.0,29800.0,29837.0,29874.0,29937.0,30002.0,30032.0,30066.0,30122.0,30148.0,30201.0,30213.0,30271.0,30386.0,30612.0,30729.0,30845.0,30890.0,30943.0,30978.0,31015.0,31118.0,31161.0,31195.0,31235.0,31275.0,31310.0,31392.0,31411.0,31433.0,31455.0,31485.0,31544.0,31585.0,31659.0,31717.0,31822.0
5008099,37500.0,37524.0,37554.0,37600.0,37630.0,37668.0,37708.0,37762.0,37790.0,37839.0,37882.0,37917.0,37950.0,37997.0,38059.0,38084.0,38131.0,38179.0,38226.0,38307.0,38390.0,38424.0,38462.0,38526.0,38556.0,38638.0,38660.0,38761.0,38920.0,39234.0,39477.0,39621.0,39672.0,39732.0,39772.0,39815.0,39934.0,39998.0,40048.0,40107.0,40154.0,40196.0,40257.0,40287.0,40320.0,40353.0,40392.0,40477.0,40535.0,40640.0,40686.0,40769.0
5008101,45900.0,45940.0,45990.0,46065.0,46114.0,46154.0,46196.0,46253.0,46283.0,46335.0,46380.0,46417.0,46452.0,46501.0,46566.0,46592.0,46641.0,46687.0,46733.0,46810.0,46889.0,46932.0,46980.0,47060.0,47096.0,47213.0,47240.0,47365.0,47538.0,47880.0,48083.0,48234.0,48299.0,48375.0,48426.0,48480.0,48630.0,48692.0,48740.0,48797.0,48852.0,48901.0,48986.0,49021.0,49060.0,49100.0,49139.0,49245.0,49318.0,49449.0,49491.0,49567.0
5008103,54300.0,54333.0,54374.0,54435.0,54475.0,54510.0,54547.0,54597.0,54623.0,54669.0,54709.0,54742.0,54773.0,54816.0,54873.0,54896.0,54939.0,54980.0,55021.0,55091.0,55163.0,55211.0,55264.0,55353.0,55395.0,55511.0,55536.0,55656.0,55843.0,56213.0,56399.0,56550.0,56611.0,56683.0,56731.0,56782.0,56925.0,56985.0,57032.0,57087.0,57142.0,57190.0,57293.0,57328.0,57367.0,57406.0,57444.0,57537.0,57601.0,57717.0,57765.0,57853.0
5008552,28800.0,28843.0,28896.0,28977.0,29030.0,29084.0,29140.0,29216.0,29256.0,29326.0,29387.0,29437.0,29484.0,29550.0,29637.0,29672.0,29736.0,29792.0,29848.0,29976.0,30108.0,30193.0,30288.0,30447.0,30520.0,30653.0,30673.0,30767.0,30940.0,31281.0,31414.0,31557.0,31614.0,31681.0,31726.0,31774.0,31906.0,31959.0,32000.0,32050.0,32100.0,32144.0,32220.0,32246.0,32275.0,32304.0,32340.0,32429.0,32490.0,32602.0,32643.0,32717.0
5008554,38400.0,38439.0,38488.0,38562.0,38610.0,38654.0,38700.0,38762.0,38795.0,38852.0,38902.0,38943.0,38982.0,39036.0,39108.0,39137.0,39191.0,39246.0,39300.0,39404.0,39511.0,39559.0,39612.0,39701.0,39743.0,39866.0,39886.0,39983.0,40150.0,40481.0,40773.0,40937.0,41000.0,41074.0,41123.0,41176.0,41320.0,41385.0,41435.0,41495.0,41553.0,41603.0,41688.0,41722.0,41760.0,41798.0,41839.0,41927.0,41988.0,42098.0,42142.0,42222.0
5008556,59400.0,59436.0,59481.0,59549.0,59594.0,59636.0,59680.0,59740.0,59771.0,59826.0,59874.0,59913.0,59950.0,60001.0,60069.0,60096.0,60148.0,60197.0,60245.0,60341.0,60440.0,60488.0,60542.0,60632.0,60674.0,60800.0,60823.0,60931.0,61109.0,61460.0,61661.0,61817.0,61896.0,61989.0,62051.0,62118.0,62302.0,62371.0,62424.0,62488.0,62548.0,62600.0,62685.0,62720.0,62759.0,62798.0,62840.0,62962.0,63046.0,63197.0,63243.0,63328.0
5009284,31500.0,31534.0,31575.0,31638.0,31679.0,31719.0,31761.0,31817.0,31846.0,31897.0,31942.0,31979.0,32014.0,32062.0,32126.0,32152.0,32200.0,32237.0,32274.0,32337.0,32402.0,32432.0,32466.0,32522.0,32548.0,32601.0,32613.0,32671.0,32786.0,33012.0,33129.0,33245.0,33290.0,33343.0,33378.0,33415.0,33518.0,33561.0,33595.0,33635.0,33675.0,33710.0,33792.0,33811.0,33833.0,33855.0,33885.0,33944.0,33985.0,34059.0,34117.0,34222.0
5009286,39900.0,39924.0,39954.0,40000.0,40030.0,40068.0,40108.0,40162.0,40190.0,40239.0,40282.0,40317.0,40350.0,40397.0,40459.0,40484.0,40531.0,40579.0,40626.0,40707.0,40790.0,40824.0,40862.0,40926.0,40956.0,41038.0,41060.0,41161.0,41320.0,41634.0,41877.0,42021.0,42072.0,42132.0,42172.0,42215.0,42334.0,42398.0,42448.0,42507.0,42554.0,42596.0,42657.0,42687.0,42720.0,42753.0,42792.0,42877.0,42935.0,43040.0,43086.0,43169.0
5009288,48300.0,48340.0,48390.0,48465.0,48514.0,48554.0,48596.0,48653.0,48683.0,48735.0,48780.0,48817.0,48852.0,48901.0,48966.0,48992.0,49041.0,49087.0,49133.0,49210.0,49289.0,49332.0,49380.0,49460.0,49496.0,49613.0,49640.0,49765.0,49938.0,50280.0,50483.0,50634.0,50699.0,50775.0,50826.0,50880.0,51030.0,51092.0,51140.0,51197.0,51252.0,51301.0,51386.0,51421.0,51460.0,51500.0,51539.0,51645.0,51718.0,51849.0,51891.0,51967.0
5009290,57300.0,57333.0,57374.0,57435.0,57475.0,57510.0,57547.0,57597.0,57623.0,57669.0,57709.0,57742.0,57773.0,57816.0,57873.0,57896.0,57939.0,57980.0,58021.0,58091.0,58163.0,58211.0,58264.0,58353.0,58395.0,58511.0,58536.0,58656.0,58843.0,59213.0,59399.0,59550.0,59611.0,59683.0,59731.0,59782.0,59925.0,59985.0,60032.0,60087.0,60142.0,60190.0,60293.0,60328.0,60367.0,60406.0,60444.0,60537.0,60601.0,60717.0,60765.0,60853.0
