tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P
5097540,61200.0,61321.0,61386.0,61441.0,61495.0,61529.0,61570.0,61585.0,61612.0,61635.0,61718.0,61746.0,61779.0,61829.0,61867.0,61922.0,61964.0,62033.0,62052.0,62103.0,62191.0,62235.0,62299.0,62367.0,62471.0,62506.0,62565.0,62604.0,62631.0,62666.0,62717.0,62786.0,62820.0,62913.0,62985.0,63058.0,63097.0,63166.0,63197.0,63221.0,63255.0,63293.0,63345.0,63432.0,63464.0,63517.0,63549.0,63596.0,63633.0,63697.0,63747.0,63860.0,63969.0,64039.0,64100.0,64159.0,64219.0,64268.0,64348.0,64447.0,64607.0,64736.0,65171.0,65241.0,65498.0
5097606,25200.0,25334.0,25405.0,25458.0,25511.0,25552.0,25601.0,25619.0,25651.0,25678.0,25756.0,25782.0,25813.0,25861.0,25897.0,25950.0,25990.0,26058.0,26076.0,26123.0,26185.0,26216.0,26261.0,26308.0,26379.0,26406.0,26451.0,26489.0,26515.0,26549.0,26608.0,26687.0,26728.0,26841.0,26928.0,27015.0,27051.0,27115.0,27144.0,27179.0,27226.0,27279.0,27321.0,27391.0,27431.0,27496.0,27527.0,27572.0,27608.0,27669.0,27706.0,27789.0,27864.0,27920.0,27976.0,28030.0,28085.0,28130.0,28204.0,28275.0,28370.0,28447.0,28708.0,28783.0,29062.0
5099194,50400.0,50517.0,50579.0,50630.0,50681.0,50721.0,50768.0,50785.0,50816.0,50842.0,50927.0,50955.0,50981.0,51021.0,51051.0,51095.0,51129.0,51194.0,51209.0,51249.0,51354.0,51407.0,51483.0,51547.0,51645.0,51675.0,51725.0,51747.0,51762.0,51782.0,51855.0,51952.0,51987.0,52083.0,52157.0,52231.0,52255.0,52298.0,52317.0,52334.0,52355.0,52378.0,52413.0,52470.0,52499.0,52547.0,52576.0,52619.0,52653.0,52711.0,52742.0,52812.0,52900.0,52964.0,53009.0,53052.0,53096.0,53132.0,53190.0,53270.0,53376.0,53462.0,53752.0,53816.0,54052.0
5099989,36000.0,36097.0,36149.0,36207.0,36264.0,36309.0,36362.0,36382.0,36417.0,36446.0,36523.0,36549.0,36579.0,36625.0,36660.0,36711.0,36749.0,36820.0,36839.0,36889.0,36983.0,37030.0,37098.0,37144.0,37214.0,37250.0,37309.0,37340.0,37361.0,37389.0,37428.0,37480.0,37513.0,37604.0,37675.0,37746.0,37776.0,37829.0,37853.0,37877.0,37905.0,37936.0,37989.0,38077.0,38099.0,38135.0,38157.0,38189.0,38214.0,38257.0,38293.0,38374.0,38476.0,38545.0,38589.0,38632.0,38675.0,38710.0,38768.0,38853.0,38963.0,39052.0,39352.0,39422.0,39682.0
5100191,43200.0,43297.0,43349.0,43407.0,43464.0,43509.0,43562.0,43582.0,43617.0,43646.0,43723.0,43749.0,43779.0,43825.0,43860.0,43911.0,43949.0,44020.0,44039.0,44089.0,44183.0,44230.0,44298.0,44344.0,44414.0,44450.0,44509.0,44540.0,44561.0,44589.0,44628.0,44680.0,44713.0,44804.0,44875.0,44946.0,44976.0,45029.0,45053.0,45077.0,45105.0,45136.0,45189.0,45277.0,45299.0,45335.0,45357.0,45389.0,45414.0,45457.0,45493.0,45574.0,45676.0,45745.0,45789.0,45832.0,45875.0,45910.0,45968.0,46053.0,46163.0,46252.0,46552.0,46622.0,46882.0
5100381,32400.0,32531.0,32600.0,32682.0,32763.0,32828.0,32905.0,32933.0,32983.0,33026.0,33138.0,33175.0,33216.0,33280.0,33328.0,33398.0,33451.0,33579.0,33619.0,33722.0,33834.0,33890.0,33973.0,34030.0,34116.0,34149.0,34204.0,34232.0,34251.0,34276.0,34353.0,34456.0,34494.0,34598.0,34678.0,34758.0,34781.0,34822.0,34840.0,34864.0,34897.0,34935.0,34972.0,35033.0,35069.0,35127.0,35153.0,35191.0,35221.0,35272.0,35313.0,35404.0,35484.0,35528.0,35580.0,35630.0,35681.0,35722.0,35789.0,35859.0,35984.0,36085.0,36425.0,36496.0,36757.0
5100383,43200.0,43321.0,43385.0,43452.0,43518.0,43570.0,43631.0,43654.0,43694.0,43728.0,43813.0,43841.0,43878.0,43936.0,43979.0,44042.0,44090.0,44167.0,44188.0,44244.0,44374.0,44439.0,44534.0,44612.0,44731.0,44769.0,44833.0,44872.0,44899.0,44933.0,45000.0,45089.0,45127.0,45232.0,45313.0,45394.0,45431.0,45495.0,45524.0,45548.0,45579.0,45614.0,45650.0,45709.0,45745.0,45805.0,45835.0,45879.0,45914.0,45973.0,46014.0,46105.0,46202.0,46264.0,46320.0,46374.0,46429.0,46473.0,46546.0,46639.0,46772.0,46880.0,47243.0,47311.0,47562.0
5100385,54000.0,54136.0,54209.0,54278.0,54347.0,54400.0,54463.0,54486.0,54527.0,54563.0,54662.0,54695.0,54729.0,54781.0,54820.0,54877.0,54919.0,54986.0,55006.0,55059.0,55174.0,55232.0,55316.0,55390.0,55504.0,55540.0,55599.0,55633.0,55657.0,55687.0,55747.0,55827.0,55862.0,55957.0,56031.0,56104.0,56135.0,56189.0,56212.0,56244.0,56274.0,56307.0,56345.0,56408.0,56436.0,56483.0,56508.0,56545.0,56575.0,56626.0,56661.0,56738.0,56838.0,56900.0,56954.0,57006.0,57059.0,57102.0,57172.0,57241.0,57365.0,57465.0,57803.0,57877.0,58152.0
5100408,37800.0,37921.0,37985.0,38052.0,38118.0,38170.0,38231.0,38254.0,38294.0,38328.0,38413.0,38441.0,38478.0,38536.0,38579.0,38642.0,38690.0,38767.0,38788.0,38844.0,38974.0,39039.0,39134.0,39212.0,39331.0,39369.0,39433.0,39472.0,39499.0,39533.0,39600.0,39689.0,39727.0,39832.0,39913.0,39994.0,40031.0,40095.0,40124.0,40148.0,40179.0,40214.0,40250.0,40309.0,40345.0,40405.0,40435.0,40479.0,40514.0,40573.0,40614.0,40705.0,40802.0,40864.0,40920.0,40974.0,41029.0,41073.0,41146.0,41239.0,41372.0,41480.0,41843.0,41911.0,42162.0
5100410,48600.0,48719.0,48783.0,48843.0,48902.0,48949.0,49005.0,49026.0,49063.0,49095.0,49183.0,49212.0,49248.0,49303.0,49344.0,49405.0,49451.0,49525.0,49547.0,49605.0,49703.0,49752.0,49823.0,49889.0,49991.0,50024.0,50079.0,50119.0,50147.0,50182.0,50254.0,50350.0,50386.0,50485.0,50562.0,50638.0,50673.0,50735.0,50762.0,50787.0,50825.0,50868.0,50901.0,50955.0,50985.0,51034.0,51064.0,51109.0,51144.0,51205.0,51236.0,51304.0,51389.0,51450.0,51505.0,51558.0,51612.0,51656.0,51727.0,51798.0,51922.0,52022.0,52361.0,52428.0,52678.0
5100412,59400.0,59521.0,59586.0,59641.0,59695.0,59729.0,59770.0,59785.0,59812.0,59835.0,59918.0,59946.0,59979.0,60029.0,60067.0,60122.0,60164.0,60233.0,60252.0,60303.0,60391.0,60435.0,60499.0,60567.0,60671.0,60706.0,60765.0,60804.0,60831.0,60866.0,60917.0,60986.0,61020.0,61113.0,61185.0,61258.0,61297.0,61366.0,61397.0,61421.0,61455.0,61493.0,61545.0,61632.0,61664.0,61717.0,61749.0,61796.0,61833.0,61897.0,61947.0,62060.0,62169.0,62239.0,62300.0,62359.0,62419.0,62468.0,62548.0,62647.0,62807.0,62936.0,63371.0,63441.0,63698.0
5100638,23400.0,23534.0,23605.0,23658.0,23711.0,23752.0,23801.0,23819.0,23851.0,23878.0,23956.0,23982.0,24013.0,24061.0,24097.0,24150.0,24190.0,24258.0,24276.0,24323.0,24385.0,24416.0,24461.0,24508.0,24579.0,24606.0,24651.0,24689.0,24715.0,24749.0,24808.0,24887.0,24928.0,25041.0,25128.0,25215.0,25251.0,25315.0,25344.0,25379.0,25426.0,25479.0,25521.0,25591.0,25631.0,25696.0,25727.0,25772.0,25808.0,25869.0,25906.0,25989.0,26064.0,26120.0,26176.0,26230.0,26285.0,26330.0,26404.0,26475.0,26570.0,26647.0,26908.0,26983.0,27262.0
5100912,25200.0,25334.0,25405.0,25458.0,25511.0,25552.0,25601.0,25619.0,25651.0,25678.0,25756.0,25782.0,25813.0,25861.0,25897.0,25950.0,25990.0,26058.0,26076.0,26123.0,26185.0,26216.0,26261.0,26308.0,26379.0,26406.0,26451.0,26489.0,26515.0,26549.0,26608.0,26687.0,26728.0,26841.0,26928.0,27015.0,27051.0,27115.0,27144.0,27179.0,27226.0,27279.0,27321.0,27391.0,27431.0,27496.0,27527.0,27572.0,27608.0,27669.0,27706.0,27789.0,27864.0,27920.0,27976.0,28030.0,28085.0,28130.0,28204.0,28275.0,28370.0,28447.0,28708.0,28783.0,29062.0
5100977,28800.0,28940.0,29014.0,29074.0,29134.0,29188.0,29252.0,29276.0,29318.0,29353.0,29456.0,29490.0,29525.0,29579.0,29620.0,29680.0,29725.0,29837.0,29859.0,29915.0,30005.0,30050.0,30116.0,30172.0,30258.0,30292.0,30348.0,30394.0,30426.0,30466.0,30537.0,30632.0,30674.0,30790.0,30880.0,30970.0,31016.0,31097.0,31133.0,31175.0,31245.0,31324.0,31383.0,31481.0,31528.0,31605.0,31643.0,31699.0,31743.0,31819.0,31866.0,31971.0,32087.0,32162.0,32228.0,32291.0,32355.0,32407.0,32492.0,32606.0,32733.0,32836.0,33184.0,33257.0,33525.0
5105302,27000.0,27140.0,27214.0,27274.0,27334.0,27388.0,27452.0,27476.0,27518.0,27553.0,27656.0,27690.0,27725.0,27779.0,27820.0,27880.0,27925.0,28037.0,28059.0,28115.0,28205.0,28250.0,28316.0,28372.0,28458.0,28492.0,28548.0,28594.0,28626.0,28666.0,28737.0,28832.0,28874.0,28990.0,29080.0,29170.0,29216.0,29297.0,29333.0,29375.0,29445.0,29524.0,29583.0,29681.0,29728.0,29805.0,29843.0,29899.0,29943.0,30019.0,30066.0,30171.0,30287.0,30362.0,30428.0,30491.0,30555.0,30607.0,30692.0,30806.0,30933.0,31036.0,31384.0,31457.0,31725.0
5109259,34200.0,34321.0,34385.0,34452.0,34518.0,34570.0,34631.0,34654.0,34694.0,34728.0,34813.0,34841.0,34878.0,34936.0,34979.0,35042.0,35090.0,35167.0,35188.0,35244.0,35374.0,35439.0,35534.0,35612.0,35731.0,35769.0,35833.0,35872.0,35899.0,35933.0,36000.0,36089.0,36127.0,36232.0,36313.0,36394.0,36431.0,36495.0,36524.0,36548.0,36579.0,36614.0,36650.0,36709.0,36745.0,36805.0,36835.0,36879.0,36914.0,36973.0,37014.0,37105.0,37202.0,37264.0,37320.0,37374.0,37429.0,37473.0,37546.0,37639.0,37772.0,37880.0,38243.0,38311.0,38562.0
5109261,45000.0,45119.0,45183.0,45243.0,45302.0,45349.0,45405.0,45426.0,45463.0,45495.0,45583.0,45612.0,45648.0,45703.0,45744.0,45805.0,45851.0,45925.0,45947.0,46005.0,46103.0,46152.0,46223.0,46289.0,46391.0,46424.0,46479.0,46519.0,46547.0,46582.0,46654.0,46750.0,46786.0,46885.0,46962.0,47038.0,47073.0,47135.0,47162.0,47187.0,47225.0,47268.0,47301.0,47355.0,47385.0,47434.0,47464.0,47509.0,47544.0,47605.0,47636.0,47704.0,47789.0,47850.0,47905.0,47958.0,48012.0,48056.0,48127.0,48198.0,48322.0,48422.0,48761.0,48828.0,49078.0
5110686,21600.0,21698.0,21750.0,21793.0,21835.0,21864.0,21899.0,21912.0,21935.0,21954.0,22027.0,22052.0,22070.0,22098.0,22119.0,22150.0,22173.0,22228.0,22239.0,22266.0,22315.0,22339.0,22375.0,22417.0,22481.0,22506.0,22549.0,22578.0,22598.0,22624.0,22671.0,22733.0,22757.0,22822.0,22872.0,22921.0,22948.0,22995.0,23016.0,23033.0,23060.0,23090.0,23116.0,23160.0,23185.0,23227.0,23247.0,23276.0,23299.0,23338.0,23365.0,23426.0,23486.0,23527.0,23564.0,23600.0,23636.0,23665.0,23714.0,23774.0,23870.0,23948.0,24209.0,24270.0,24498.0
5110690,50400.0,50519.0,50583.0,50643.0,50702.0,50749.0,50805.0,50826.0,50863.0,50895.0,50983.0,51012.0,51048.0,51103.0,51144.0,51205.0,51251.0,51325.0,51347.0,51405.0,51503.0,51552.0,51623.0,51689.0,51791.0,51824.0,51879.0,51919.0,51947.0,51982.0,52054.0,52150.0,52186.0,52285.0,52362.0,52438.0,52473.0,52535.0,52562.0,52587.0,52625.0,52668.0,52701.0,52755.0,52785.0,52834.0,52864.0,52909.0,52944.0,53005.0,53036.0,53104.0,53189.0,53250.0,53305.0,53358.0,53412.0,53456.0,53527.0,53598.0,53722.0,53822.0,54161.0,54228.0,54478.0
5111142,43200.0,43321.0,43385.0,43452.0,43518.0,43570.0,43631.0,43654.0,43694.0,43728.0,43813.0,43841.0,43878.0,43936.0,43979.0,44042.0,44090.0,44167.0,44188.0,44244.0,44374.0,44439.0,44534.0,44612.0,44731.0,44769.0,44833.0,44872.0,44899.0,44933.0,45000.0,45089.0,45127.0,45232.0,45313.0,45394.0,45431.0,45495.0,45524.0,45548.0,45579.0,45614.0,45650.0,45709.0,45745.0,45805.0,45835.0,45879.0,45914.0,45973.0,46014.0,46105.0,46202.0,46264.0,46320.0,46374.0,46429.0,46473.0,46546.0,46639.0,46772.0,46880.0,47243.0,47311.0,47562.0
5111144,54000.0,54136.0,54209.0,54278.0,54347.0,54400.0,54463.0,54486.0,54527.0,54563.0,54662.0,54695.0,54729.0,54781.0,54820.0,54877.0,54919.0,54986.0,55006.0,55059.0,55174.0,55232.0,55316.0,55390.0,55504.0,55540.0,55599.0,55633.0,55657.0,55687.0,55747.0,55827.0,55862.0,55957.0,56031.0,56104.0,56135.0,56189.0,56212.0,56244.0,56274.0,56307.0,56345.0,56408.0,56436.0,56483.0,56508.0,56545.0,56575.0,56626.0,56661.0,56738.0,56838.0,56900.0,56954.0,57006.0,57059.0,57102.0,57172.0,57241.0,57365.0,57465.0,57803.0,57877.0,58152.0
5112327,57600.0,57739.0,57813.0,57887.0,57961.0,58017.0,58084.0,58109.0,58153.0,58190.0,58282.0,58313.0,58351.0,58410.0,58454.0,58519.0,58568.0,58638.0,58661.0,58721.0,58814.0,58861.0,58928.0,59013.0,59144.0,59187.0,59259.0,59294.0,59318.0,59350.0,59412.0,59495.0,59540.0,59663.0,59759.0,59854.0,59893.0,59961.0,59991.0,60023.0,60051.0,60082.0,60130.0,60210.0,60242.0,60295.0,60324.0,60366.0,60399.0,60456.0,60501.0,60601.0,60701.0,60753.0,60803.0,60851.0,60899.0,60938.0,61002.0,61094.0,61215.0,61313.0,61644.0,61720.0,62000.0
5112432,30600.0,30731.0,30800.0,30882.0,30963.0,31028.0,31105.0,31133.0,31183.0,31226.0,31338.0,31375.0,31416.0,31480.0,31528.0,31598.0,31651.0,31779.0,31819.0,31922.0,32034.0,32090.0,32173.0,32230.0,32316.0,32349.0,32404.0,32432.0,32451.0,32476.0,32553.0,32656.0,32694.0,32798.0,32878.0,32958.0,32981.0,33022.0,33040.0,33064.0,33097.0,33135.0,33172.0,33233.0,33269.0,33327.0,33353.0,33391.0,33421.0,33472.0,33513.0,33604.0,33684.0,33728.0,33780.0,33830.0,33881.0,33922.0,33989.0,34059.0,34184.0,34285.0,34625.0,34696.0,34957.0
5113471,36000.0,36121.0,36185.0,36252.0,36318.0,36370.0,36431.0,36454.0,36494.0,36528.0,36613.0,36641.0,36678.0,36736.0,36779.0,36842.0,36890.0,36967.0,36988.0,37044.0,37174.0,37239.0,37334.0,37412.0,37531.0,37569.0,37633.0,37672.0,37699.0,37733.0,37800.0,37889.0,37927.0,38032.0,38113.0,38194.0,38231.0,38295.0,38324.0,38348.0,38379.0,38414.0,38450.0,38509.0,38545.0,38605.0,38635.0,38679.0,38714.0,38773.0,38814.0,38905.0,39002.0,39064.0,39120.0,39174.0,39229.0,39273.0,39346.0,39439.0,39572.0,39680.0,40043.0,40111.0,40362.0
5113474,61200.0,61321.0,61386.0,61441.0,61495.0,61529.0,61570.0,61585.0,61612.0,61635.0,61718.0,61746.0,61779.0,61829.0,61867.0,61922.0,61964.0,62033.0,62052.0,62103.0,62191.0,62235.0,62299.0,62367.0,62471.0,62506.0,62565.0,62604.0,62631.0,62666.0,62717.0,62786.0,62820.0,62913.0,62985.0,63058.0,63097.0,63166.0,63197.0,63221.0,63255.0,63293.0,63345.0,63432.0,63464.0,63517.0,63549.0,63596.0,63633.0,63697.0,63747.0,63860.0,63969.0,64039.0,64100.0,64159.0,64219.0,64268.0,64348.0,64447.0,64607.0,64736.0,65171.0,65241.0,65498.0
5114071,55800.0,55939.0,56013.0,56087.0,56161.0,56217.0,56284.0,56309.0,56353.0,56390.0,56482.0,56513.0,56551.0,56610.0,56654.0,56719.0,56768.0,56838.0,56861.0,56921.0,57014.0,57061.0,57128.0,57213.0,57344.0,57387.0,57459.0,57494.0,57518.0,57550.0,57612.0,57695.0,57740.0,57863.0,57959.0,58054.0,58093.0,58161.0,58191.0,58223.0,58251.0,58282.0,58330.0,58410.0,58442.0,58495.0,58524.0,58566.0,58599.0,58656.0,58701.0,58801.0,58901.0,58953.0,59003.0,59051.0,59099.0,59138.0,59202.0,59294.0,59415.0,59513.0,59844.0,59920.0,60200.0
5114586,37800.0,37921.0,37985.0,38052.0,38118.0,38170.0,38231.0,38254.0,38294.0,38328.0,38413.0,38441.0,38478.0,38536.0,38579.0,38642.0,38690.0,38767.0,38788.0,38844.0,38974.0,39039.0,39134.0,39212.0,39331.0,39369.0,39433.0,39472.0,39499.0,39533.0,39600.0,39689.0,39727.0,39832.0,39913.0,39994.0,40031.0,40095.0,40124.0,40148.0,40179.0,40214.0,40250.0,40309.0,40345.0,40405.0,40435.0,40479.0,40514.0,40573.0,40614.0,40705.0,40802.0,40864.0,40920.0,40974.0,41029.0,41073.0,41146.0,41239.0,41372.0,41480.0,41843.0,41911.0,42162.0
5114588,48600.0,48719.0,48783.0,48843.0,48902.0,48949.0,49005.0,49026.0,49063.0,49095.0,49183.0,49212.0,49248.0,49303.0,49344.0,49405.0,49451.0,49525.0,49547.0,49605.0,49703.0,49752.0,49823.0,49889.0,49991.0,50024.0,50079.0,50119.0,50147.0,50182.0,50254.0,50350.0,50386.0,50485.0,50562.0,50638.0,50673.0,50735.0,50762.0,50787.0,50825.0,50868.0,50901.0,50955.0,50985.0,51034.0,51064.0,51109.0,51144.0,51205.0,51236.0,51304.0,51389.0,51450.0,51505.0,51558.0,51612.0,51656.0,51727.0,51798.0,51922.0,52022.0,52361.0,52428.0,52678.0
5114590,59400.0,59521.0,59586.0,59641.0,59695.0,59729.0,59770.0,59785.0,59812.0,59835.0,59918.0,59946.0,59979.0,60029.0,60067.0,60122.0,60164.0,60233.0,60252.0,60303.0,60391.0,60435.0,60499.0,60567.0,60671.0,60706.0,60765.0,60804.0,60831.0,60866.0,60917.0,60986.0,61020.0,61113.0,61185.0,61258.0,61297.0,61366.0,61397.0,61421.0,61455.0,61493.0,61545.0,61632.0,61664.0,61717.0,61749.0,61796.0,61833.0,61897.0,61947.0,62060.0,62169.0,62239.0,62300.0,62359.0,62419.0,62468.0,62548.0,62647.0,62807.0,62936.0,63371.0,63441.0,63698.0
5117079,41400.0,41521.0,41585.0,41652.0,41718.0,41770.0,41831.0,41854.0,41894.0,41928.0,42013.0,42041.0,42078.0,42136.0,42179.0,42242.0,42290.0,42367.0,42388.0,42444.0,42574.0,42639.0,42734.0,42812.0,42931.0,42969.0,43033.0,43072.0,43099.0,43133.0,43200.0,43289.0,43327.0,43432.0,43513.0,43594.0,43631.0,43695.0,43724.0,43748.0,43779.0,43814.0,43850.0,43909.0,43945.0,44005.0,44035.0,44079.0,44114.0,44173.0,44214.0,44305.0,44402.0,44464.0,44520.0,44574.0,44629.0,44673.0,44746.0,44839.0,44972.0,45080.0,45443.0,45511.0,45762.0
5117081,52200.0,52336.0,52409.0,52478.0,52547.0,52600.0,52663.0,52686.0,52727.0,52763.0,52862.0,52895.0,52929.0,52981.0,53020.0,53077.0,53119.0,53186.0,53206.0,53259.0,53374.0,53432.0,53516.0,53590.0,53704.0,53740.0,53799.0,53833.0,53857.0,53887.0,53947.0,54027.0,54062.0,54157.0,54231.0,54304.0,54335.0,54389.0,54412.0,54444.0,54474.0,54507.0,54545.0,54608.0,54636.0,54683.0,54708.0,54745.0,54775.0,54826.0,54861.0,54938.0,55038.0,55100.0,55154.0,55206.0,55259.0,55302.0,55372.0,55441.0,55565.0,55665.0,56003.0,56077.0,56352.0
