tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
5003652,43920.0,44014.0,44082.0,44162.0,44180.0,44210.0,44238.0,44311.0,44326.0,44364.0,44437.0,44477.0,44574.0,44668.0,44734.0,44865.0,44930.0,44964.0,45031.0,45056.0,45159.0,45197.0,45239.0,45281.0,45326.0,45381.0,45421.0,45468.0,45532.0,45609.0,45669.0,45756.0,45852.0,45905.0,46109.0,46288.0,46506.0,46680.0,46841.0,46936.0,46993.0,47108.0,47277.0,47346.0,47413.0,47503.0,47595.0,47662.0,47725.0,47775.0,47837.0,47893.0,47963.0,48000.0,48064.0,48123.0,48185.0,48217.0,48264.0,48293.0,48349.0,48400.0,48444.0,48477.0,48508.0,48542.0,48596.0,48640.0,48673.0,48705.0,48735.0,48767.0,48822.0,48903.0,48935.0,48992.0
5003654,57000.0,57107.0,57185.0,57277.0,57297.0,57331.0,57363.0,57446.0,57465.0,57515.0,57589.0,57636.0,57729.0,57846.0,57921.0,58071.0,58145.0,58204.0,58319.0,58362.0,58539.0,58601.0,58652.0,58704.0,58759.0,58811.0,58848.0,58892.0,58958.0,59036.0,59101.0,59194.0,59310.0,59373.0,59589.0,59769.0,60030.0,60238.0,60430.0,60519.0,60582.0,60708.0,60891.0,60993.0,61092.0,61223.0,61339.0,61423.0,61502.0,61565.0,61641.0,61700.0,61773.0,61812.0,61890.0,61962.0,62037.0,62076.0,62134.0,62163.0,62218.0,62271.0,62316.0,62350.0,62382.0,62417.0,62473.0,62517.0,62550.0,62582.0,62612.0,62644.0,62698.0,62779.0,62812.0,62862.0
5004251,40800.0,40882.0,40942.0,41013.0,41029.0,41055.0,41080.0,41144.0,41161.0,41205.0,41314.0,41366.0,41456.0,41532.0,41591.0,41709.0,41768.0,41802.0,41868.0,41892.0,41993.0,42030.0,42083.0,42137.0,42195.0,42247.0,42284.0,42328.0,42386.0,42456.0,42505.0,42576.0,42647.0,42685.0,42796.0,42961.0,43124.0,43254.0,43374.0,43426.0,43470.0,43559.0,43688.0,43740.0,43790.0,43857.0,43916.0,43967.0,44016.0,44054.0,44101.0,44142.0,44193.0,44219.0,44269.0,44315.0,44364.0,44391.0,44429.0,44459.0,44515.0,44553.0,44585.0,44609.0,44632.0,44657.0,44697.0,44730.0,44766.0,44800.0,44832.0,44867.0,44920.0,44999.0,45024.0,45095.0
5004375,29700.0,29772.0,29825.0,29887.0,29901.0,29924.0,29946.0,30002.0,30013.0,30042.0,30107.0,30138.0,30201.0,30250.0,30303.0,30409.0,30461.0,30491.0,30549.0,30570.0,30659.0,30691.0,30722.0,30754.0,30788.0,30828.0,30857.0,30890.0,30942.0,31004.0,31055.0,31127.0,31192.0,31228.0,31317.0,31430.0,31570.0,31682.0,31785.0,31828.0,31866.0,31942.0,32054.0,32099.0,32142.0,32200.0,32240.0,32283.0,32324.0,32356.0,32396.0,32430.0,32472.0,32495.0,32539.0,32580.0,32622.0,32644.0,32679.0,32691.0,32715.0,32747.0,32774.0,32795.0,32814.0,32835.0,32869.0,32896.0,32927.0,32957.0,32985.0,33015.0,33063.0,33135.0,33160.0,33234.0
5004377,40500.0,40586.0,40648.0,40721.0,40737.0,40764.0,40790.0,40857.0,40872.0,40912.0,40986.0,41024.0,41108.0,41174.0,41240.0,41371.0,41436.0,41479.0,41563.0,41594.0,41722.0,41767.0,41816.0,41866.0,41919.0,41975.0,42015.0,42062.0,42130.0,42212.0,42263.0,42337.0,42421.0,42466.0,42585.0,42749.0,42941.0,43094.0,43236.0,43308.0,43354.0,43447.0,43583.0,43647.0,43709.0,43793.0,43871.0,43928.0,43982.0,44024.0,44076.0,44125.0,44186.0,44218.0,44278.0,44334.0,44393.0,44423.0,44465.0,44505.0,44582.0,44624.0,44660.0,44687.0,44712.0,44740.0,44784.0,44819.0,44854.0,44888.0,44920.0,44953.0,45003.0,45077.0,45109.0,45185.0
5004379,53280.0,53362.0,53422.0,53492.0,53508.0,53534.0,53559.0,53622.0,53636.0,53672.0,53725.0,53766.0,53872.0,53981.0,54049.0,54186.0,54254.0,54289.0,54358.0,54383.0,54489.0,54527.0,54567.0,54607.0,54650.0,54693.0,54724.0,54760.0,54816.0,54883.0,54942.0,55027.0,55112.0,55159.0,55271.0,55482.0,55687.0,55851.0,56003.0,56107.0,56153.0,56246.0,56382.0,56431.0,56478.0,56541.0,56610.0,56663.0,56713.0,56753.0,56802.0,56848.0,56905.0,56935.0,56993.0,57047.0,57104.0,57131.0,57171.0,57194.0,57237.0,57279.0,57315.0,57342.0,57368.0,57396.0,57441.0,57477.0,57505.0,57532.0,57558.0,57586.0,57654.0,57756.0,57781.0,57824.0
5005115,43920.0,44012.0,44079.0,44158.0,44175.0,44204.0,44232.0,44302.0,44315.0,44349.0,44416.0,44462.0,44557.0,44664.0,44740.0,44892.0,44967.0,45008.0,45089.0,45119.0,45243.0,45286.0,45329.0,45373.0,45421.0,45470.0,45505.0,45546.0,45614.0,45694.0,45747.0,45824.0,45911.0,45958.0,46113.0,46286.0,46527.0,46719.0,46897.0,46989.0,47037.0,47134.0,47275.0,47325.0,47373.0,47437.0,47512.0,47579.0,47642.0,47692.0,47753.0,47809.0,47878.0,47915.0,47989.0,48057.0,48129.0,48156.0,48198.0,48316.0,48540.0,48598.0,48648.0,48686.0,48722.0,48761.0,48823.0,48873.0,48918.0,48962.0,49003.0,49048.0,49114.0,49212.0,49237.0,49284.0
5005117,56880.0,56960.0,57018.0,57086.0,57101.0,57126.0,57150.0,57212.0,57229.0,57272.0,57345.0,57383.0,57490.0,57603.0,57668.0,57798.0,57862.0,57897.0,57965.0,57990.0,58095.0,58132.0,58174.0,58217.0,58263.0,58311.0,58345.0,58386.0,58453.0,58532.0,58593.0,58681.0,58757.0,58798.0,59026.0,59221.0,59446.0,59625.0,59792.0,59882.0,59938.0,60050.0,60212.0,60274.0,60335.0,60416.0,60482.0,60549.0,60612.0,60662.0,60724.0,60780.0,60849.0,60886.0,60943.0,60996.0,61051.0,61081.0,61128.0,61164.0,61231.0,61280.0,61322.0,61354.0,61384.0,61417.0,61470.0,61512.0,61558.0,61603.0,61645.0,61689.0,61760.0,61866.0,61899.0,61943.0
5005974,33300.0,33378.0,33435.0,33502.0,33517.0,33542.0,33566.0,33626.0,33640.0,33675.0,33811.0,33843.0,33928.0,34005.0,34061.0,34172.0,34227.0,34260.0,34324.0,34348.0,34446.0,34481.0,34524.0,34568.0,34615.0,34660.0,34693.0,34731.0,34788.0,34855.0,34899.0,34963.0,35035.0,35074.0,35211.0,35391.0,35557.0,35689.0,35811.0,35875.0,35911.0,35983.0,36089.0,36147.0,36203.0,36277.0,36339.0,36395.0,36448.0,36490.0,36541.0,36581.0,36631.0,36658.0,36704.0,36746.0,36790.0,36813.0,36843.0,36866.0,36910.0,36947.0,36979.0,37003.0,37026.0,37051.0,37091.0,37123.0,37154.0,37184.0,37212.0,37242.0,37293.0,37370.0,37395.0,37431.0
5005980,70800.0,70875.0,70930.0,70994.0,71008.0,71032.0,71055.0,71113.0,71128.0,71166.0,71261.0,71300.0,71387.0,71457.0,71518.0,71640.0,71700.0,71735.0,71804.0,71830.0,71936.0,71974.0,72012.0,72050.0,72091.0,72131.0,72160.0,72194.0,72250.0,72317.0,72374.0,72455.0,72535.0,72579.0,72721.0,72930.0,73189.0,73395.0,73587.0,73691.0,73744.0,73850.0,74006.0,74064.0,74120.0,74195.0,74269.0,74335.0,74397.0,74446.0,74506.0,74559.0,74625.0,74660.0,74716.0,74767.0,74821.0,74857.0,74895.0,74919.0,74964.0,75011.0,75052.0,75083.0,75112.0,75144.0,75195.0,75234.0,75268.0,75300.0,75330.0,75363.0,75401.0,75458.0,75485.0,75520.0
5006453,36720.0,36815.0,36884.0,36965.0,36983.0,37013.0,37042.0,37116.0,37134.0,37179.0,37246.0,37285.0,37385.0,37462.0,37524.0,37649.0,37711.0,37749.0,37824.0,37852.0,37966.0,38006.0,38057.0,38108.0,38163.0,38224.0,38268.0,38320.0,38388.0,38470.0,38540.0,38639.0,38778.0,38854.0,39076.0,39249.0,39456.0,39621.0,39774.0,39860.0,39915.0,40025.0,40185.0,40249.0,40311.0,40393.0,40474.0,40534.0,40591.0,40636.0,40691.0,40743.0,40807.0,40841.0,40896.0,40947.0,41000.0,41028.0,41072.0,41099.0,41151.0,41193.0,41229.0,41256.0,41282.0,41310.0,41355.0,41391.0,41421.0,41450.0,41477.0,41506.0,41576.0,41679.0,41709.0,41758.0
5006455,50400.0,50494.0,50562.0,50642.0,50660.0,50690.0,50718.0,50791.0,50806.0,50844.0,50917.0,50957.0,51054.0,51148.0,51214.0,51345.0,51410.0,51444.0,51511.0,51536.0,51639.0,51677.0,51719.0,51761.0,51806.0,51861.0,51901.0,51948.0,52012.0,52089.0,52149.0,52236.0,52332.0,52385.0,52589.0,52768.0,52986.0,53160.0,53321.0,53416.0,53473.0,53588.0,53757.0,53826.0,53893.0,53983.0,54075.0,54142.0,54205.0,54255.0,54317.0,54373.0,54443.0,54480.0,54544.0,54603.0,54665.0,54697.0,54744.0,54773.0,54829.0,54880.0,54924.0,54957.0,54988.0,55022.0,55076.0,55120.0,55153.0,55185.0,55215.0,55247.0,55302.0,55383.0,55415.0,55472.0
5006508,30600.0,30678.0,30735.0,30802.0,30817.0,30842.0,30866.0,30926.0,30940.0,30975.0,31111.0,31143.0,31228.0,31305.0,31361.0,31472.0,31527.0,31560.0,31624.0,31648.0,31746.0,31781.0,31824.0,31868.0,31915.0,31960.0,31993.0,32031.0,32088.0,32155.0,32199.0,32263.0,32335.0,32374.0,32511.0,32691.0,32857.0,32989.0,33111.0,33175.0,33211.0,33283.0,33389.0,33447.0,33503.0,33577.0,33639.0,33695.0,33748.0,33790.0,33841.0,33881.0,33931.0,33958.0,34004.0,34046.0,34090.0,34113.0,34143.0,34166.0,34210.0,34247.0,34279.0,34303.0,34326.0,34351.0,34391.0,34423.0,34454.0,34484.0,34512.0,34542.0,34593.0,34670.0,34695.0,34731.0
5006512,55440.0,55520.0,55578.0,55646.0,55661.0,55686.0,55710.0,55772.0,55789.0,55832.0,55905.0,55943.0,56050.0,56163.0,56228.0,56358.0,56422.0,56457.0,56525.0,56550.0,56655.0,56692.0,56734.0,56777.0,56823.0,56871.0,56905.0,56946.0,57013.0,57092.0,57153.0,57241.0,57317.0,57358.0,57586.0,57781.0,58006.0,58185.0,58352.0,58442.0,58498.0,58610.0,58772.0,58834.0,58895.0,58976.0,59042.0,59109.0,59172.0,59222.0,59284.0,59340.0,59409.0,59446.0,59503.0,59556.0,59611.0,59641.0,59688.0,59724.0,59791.0,59840.0,59882.0,59914.0,59944.0,59977.0,60030.0,60072.0,60118.0,60163.0,60205.0,60249.0,60320.0,60426.0,60459.0,60503.0
5006514,31500.0,31578.0,31635.0,31702.0,31717.0,31742.0,31766.0,31826.0,31840.0,31875.0,32011.0,32043.0,32128.0,32205.0,32261.0,32372.0,32427.0,32460.0,32524.0,32548.0,32646.0,32681.0,32724.0,32768.0,32815.0,32860.0,32893.0,32931.0,32988.0,33055.0,33099.0,33163.0,33235.0,33274.0,33411.0,33591.0,33757.0,33889.0,34011.0,34075.0,34111.0,34183.0,34289.0,34347.0,34403.0,34477.0,34539.0,34595.0,34648.0,34690.0,34741.0,34781.0,34831.0,34858.0,34904.0,34946.0,34990.0,35013.0,35043.0,35066.0,35110.0,35147.0,35179.0,35203.0,35226.0,35251.0,35291.0,35323.0,35354.0,35384.0,35412.0,35442.0,35493.0,35570.0,35595.0,35631.0
5006516,43200.0,43292.0,43359.0,43438.0,43455.0,43484.0,43512.0,43582.0,43595.0,43629.0,43696.0,43742.0,43837.0,43944.0,44020.0,44172.0,44247.0,44288.0,44369.0,44399.0,44523.0,44566.0,44609.0,44653.0,44701.0,44750.0,44785.0,44826.0,44894.0,44974.0,45027.0,45104.0,45191.0,45238.0,45393.0,45566.0,45807.0,45999.0,46177.0,46269.0,46317.0,46414.0,46555.0,46605.0,46653.0,46717.0,46792.0,46859.0,46922.0,46972.0,47033.0,47089.0,47158.0,47195.0,47269.0,47337.0,47409.0,47436.0,47478.0,47596.0,47820.0,47878.0,47928.0,47966.0,48002.0,48041.0,48103.0,48153.0,48198.0,48242.0,48283.0,48328.0,48394.0,48492.0,48517.0,48564.0
5006520,68400.0,68475.0,68530.0,68594.0,68608.0,68632.0,68655.0,68713.0,68728.0,68766.0,68861.0,68900.0,68987.0,69057.0,69118.0,69240.0,69300.0,69335.0,69404.0,69430.0,69536.0,69574.0,69612.0,69650.0,69691.0,69731.0,69760.0,69794.0,69850.0,69917.0,69974.0,70055.0,70135.0,70179.0,70321.0,70530.0,70789.0,70995.0,71187.0,71291.0,71344.0,71450.0,71606.0,71664.0,71720.0,71795.0,71869.0,71935.0,71997.0,72046.0,72106.0,72159.0,72225.0,72260.0,72316.0,72367.0,72421.0,72457.0,72495.0,72519.0,72564.0,72611.0,72652.0,72683.0,72712.0,72744.0,72795.0,72834.0,72868.0,72900.0,72930.0,72963.0,73001.0,73058.0,73085.0,73120.0
5006522,80400.0,80471.0,80523.0,80584.0,80598.0,80621.0,80643.0,80696.0,80711.0,80749.0,80809.0,80841.0,80918.0,80980.0,81026.0,81118.0,81164.0,81193.0,81250.0,81271.0,81358.0,81388.0,81416.0,81444.0,81474.0,81511.0,81538.0,81569.0,81628.0,81699.0,81744.0,81808.0,81873.0,81909.0,82001.0,82161.0,82403.0,82596.0,82776.0,82870.0,82922.0,83026.0,83178.0,83227.0,83275.0,83339.0,83410.0,83461.0,83509.0,83547.0,83594.0,83637.0,83691.0,83719.0,83760.0,83798.0,83837.0,83861.0,83886.0,83910.0,83956.0,83997.0,84032.0,84059.0,84084.0,84112.0,84156.0,84191.0,84221.0,84250.0,84277.0,84305.0,84347.0,84410.0,84442.0,84483.0
5006794,37440.0,37535.0,37604.0,37685.0,37703.0,37733.0,37762.0,37836.0,37854.0,37899.0,37966.0,38005.0,38105.0,38182.0,38244.0,38369.0,38431.0,38469.0,38544.0,38572.0,38686.0,38726.0,38777.0,38828.0,38883.0,38944.0,38988.0,39040.0,39108.0,39190.0,39260.0,39359.0,39498.0,39574.0,39796.0,39969.0,40176.0,40341.0,40494.0,40580.0,40635.0,40745.0,40905.0,40969.0,41031.0,41113.0,41194.0,41254.0,41311.0,41356.0,41411.0,41463.0,41527.0,41561.0,41616.0,41667.0,41720.0,41748.0,41792.0,41819.0,41871.0,41913.0,41949.0,41976.0,42002.0,42030.0,42075.0,42111.0,42141.0,42170.0,42197.0,42226.0,42296.0,42399.0,42429.0,42478.0
5006796,51120.0,51214.0,51282.0,51362.0,51380.0,51410.0,51438.0,51511.0,51526.0,51564.0,51637.0,51677.0,51774.0,51868.0,51934.0,52065.0,52130.0,52164.0,52231.0,52256.0,52359.0,52397.0,52439.0,52481.0,52526.0,52581.0,52621.0,52668.0,52732.0,52809.0,52869.0,52956.0,53052.0,53105.0,53309.0,53488.0,53706.0,53880.0,54041.0,54136.0,54193.0,54308.0,54477.0,54546.0,54613.0,54703.0,54795.0,54862.0,54925.0,54975.0,55037.0,55093.0,55163.0,55200.0,55264.0,55323.0,55385.0,55417.0,55464.0,55493.0,55549.0,55600.0,55644.0,55677.0,55708.0,55742.0,55796.0,55840.0,55873.0,55905.0,55935.0,55967.0,56022.0,56103.0,56135.0,56192.0
5006798,64800.0,64898.0,64970.0,65054.0,65073.0,65104.0,65134.0,65210.0,65227.0,65271.0,65348.0,65398.0,65499.0,65574.0,65647.0,65793.0,65866.0,65920.0,66025.0,66064.0,66226.0,66283.0,66331.0,66380.0,66431.0,66486.0,66526.0,66572.0,66634.0,66708.0,66777.0,66876.0,66980.0,67036.0,67168.0,67328.0,67580.0,67780.0,67966.0,68074.0,68140.0,68273.0,68467.0,68550.0,68630.0,68737.0,68859.0,68935.0,69007.0,69064.0,69133.0,69191.0,69264.0,69303.0,69378.0,69448.0,69521.0,69558.0,69604.0,69634.0,69691.0,69744.0,69789.0,69823.0,69855.0,69890.0,69946.0,69992.0,70029.0,70064.0,70097.0,70133.0,70182.0,70255.0,70288.0,70330.0
5006800,78600.0,78680.0,78738.0,78806.0,78821.0,78846.0,78870.0,78933.0,78947.0,78984.0,79039.0,79075.0,79150.0,79211.0,79258.0,79352.0,79399.0,79427.0,79481.0,79501.0,79584.0,79614.0,79648.0,79683.0,79721.0,79816.0,79884.0,79965.0,80036.0,80121.0,80169.0,80238.0,80319.0,80363.0,80486.0,80667.0,80851.0,80998.0,81134.0,81220.0,81265.0,81356.0,81488.0,81536.0,81583.0,81645.0,81710.0,81760.0,81807.0,81844.0,81890.0,81931.0,81982.0,82009.0,82051.0,82090.0,82130.0,82160.0,82192.0,82213.0,82252.0,82293.0,82328.0,82355.0,82380.0,82408.0,82452.0,82487.0,82515.0,82542.0,82567.0,82594.0,82637.0,82702.0,82736.0,82780.0
5006862,38160.0,38255.0,38324.0,38405.0,38423.0,38453.0,38482.0,38556.0,38574.0,38619.0,38686.0,38725.0,38825.0,38902.0,38964.0,39089.0,39151.0,39189.0,39264.0,39292.0,39406.0,39446.0,39497.0,39548.0,39603.0,39664.0,39708.0,39760.0,39828.0,39910.0,39980.0,40079.0,40218.0,40294.0,40516.0,40689.0,40896.0,41061.0,41214.0,41300.0,41355.0,41465.0,41625.0,41689.0,41751.0,41833.0,41914.0,41974.0,42031.0,42076.0,42131.0,42183.0,42247.0,42281.0,42336.0,42387.0,42440.0,42468.0,42512.0,42539.0,42591.0,42633.0,42669.0,42696.0,42722.0,42750.0,42795.0,42831.0,42861.0,42890.0,42917.0,42946.0,43016.0,43119.0,43149.0,43198.0
5006864,62400.0,62498.0,62570.0,62654.0,62673.0,62704.0,62734.0,62810.0,62827.0,62871.0,62948.0,62998.0,63099.0,63174.0,63247.0,63393.0,63466.0,63520.0,63625.0,63664.0,63826.0,63883.0,63931.0,63980.0,64031.0,64086.0,64126.0,64172.0,64234.0,64308.0,64377.0,64476.0,64580.0,64636.0,64768.0,64928.0,65180.0,65380.0,65566.0,65674.0,65740.0,65873.0,66067.0,66150.0,66230.0,66337.0,66459.0,66535.0,66607.0,66664.0,66733.0,66791.0,66864.0,66903.0,66978.0,67048.0,67121.0,67158.0,67204.0,67234.0,67291.0,67344.0,67389.0,67423.0,67455.0,67490.0,67546.0,67592.0,67629.0,67664.0,67697.0,67733.0,67782.0,67855.0,67888.0,67930.0
