tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
5012559,46800.0,46894.0,46962.0,47042.0,47060.0,47090.0,47118.0,47191.0,47206.0,47244.0,47317.0,47357.0,47454.0,47548.0,47614.0,47745.0,47810.0,47844.0,47911.0,47936.0,48039.0,48077.0,48119.0,48161.0,48206.0,48261.0,48301.0,48348.0,48412.0,48489.0,48549.0,48636.0,48732.0,48785.0,48989.0,49168.0,49386.0,49560.0,49721.0,49816.0,49873.0,49988.0,50157.0,50226.0,50293.0,50383.0,50475.0,50542.0,50605.0,50655.0,50717.0,50773.0,50843.0,50880.0,50944.0,51003.0,51065.0,51097.0,51144.0,51173.0,51229.0,51280.0,51324.0,51357.0,51388.0,51422.0,51476.0,51520.0,51553.0,51585.0,51615.0,51647.0,51702.0,51783.0,51815.0,51872.0
5012561,60000.0,60107.0,60185.0,60276.0,60296.0,60330.0,60362.0,60445.0,60467.0,60523.0,60607.0,60659.0,60777.0,60870.0,60949.0,61106.0,61184.0,61236.0,61339.0,61377.0,61534.0,61590.0,61633.0,61677.0,61725.0,61784.0,61826.0,61875.0,61935.0,62006.0,62062.0,62141.0,62260.0,62325.0,62463.0,62646.0,62914.0,63128.0,63327.0,63423.0,63489.0,63621.0,63815.0,63924.0,64030.0,64171.0,64308.0,64399.0,64485.0,64553.0,64634.0,64693.0,64767.0,64807.0,64894.0,64974.0,65058.0,65101.0,65155.0,65187.0,65248.0,65303.0,65350.0,65386.0,65419.0,65456.0,65515.0,65561.0,65599.0,65635.0,65669.0,65706.0,65761.0,65844.0,65880.0,65954.0
5012874,35280.0,35375.0,35444.0,35525.0,35543.0,35573.0,35602.0,35676.0,35694.0,35739.0,35806.0,35845.0,35945.0,36022.0,36084.0,36209.0,36271.0,36309.0,36384.0,36412.0,36526.0,36566.0,36617.0,36668.0,36723.0,36784.0,36828.0,36880.0,36948.0,37030.0,37100.0,37199.0,37338.0,37414.0,37636.0,37809.0,38016.0,38181.0,38334.0,38420.0,38475.0,38585.0,38745.0,38809.0,38871.0,38953.0,39034.0,39094.0,39151.0,39196.0,39251.0,39303.0,39367.0,39401.0,39456.0,39507.0,39560.0,39588.0,39632.0,39659.0,39711.0,39753.0,39789.0,39816.0,39842.0,39870.0,39915.0,39951.0,39981.0,40010.0,40037.0,40066.0,40136.0,40239.0,40269.0,40318.0
5012876,48960.0,49054.0,49122.0,49202.0,49220.0,49250.0,49278.0,49351.0,49366.0,49404.0,49477.0,49517.0,49614.0,49708.0,49774.0,49905.0,49970.0,50004.0,50071.0,50096.0,50199.0,50237.0,50279.0,50321.0,50366.0,50421.0,50461.0,50508.0,50572.0,50649.0,50709.0,50796.0,50892.0,50945.0,51149.0,51328.0,51546.0,51720.0,51881.0,51976.0,52033.0,52148.0,52317.0,52386.0,52453.0,52543.0,52635.0,52702.0,52765.0,52815.0,52877.0,52933.0,53003.0,53040.0,53104.0,53163.0,53225.0,53257.0,53304.0,53333.0,53389.0,53440.0,53484.0,53517.0,53548.0,53582.0,53636.0,53680.0,53713.0,53745.0,53775.0,53807.0,53862.0,53943.0,53975.0,54032.0
5012878,63000.0,63098.0,63170.0,63254.0,63273.0,63304.0,63334.0,63410.0,63427.0,63471.0,63548.0,63598.0,63699.0,63774.0,63847.0,63993.0,64066.0,64120.0,64225.0,64264.0,64426.0,64483.0,64531.0,64580.0,64631.0,64686.0,64726.0,64772.0,64834.0,64908.0,64977.0,65076.0,65180.0,65236.0,65368.0,65528.0,65780.0,65980.0,66166.0,66274.0,66340.0,66473.0,66667.0,66750.0,66830.0,66937.0,67059.0,67135.0,67207.0,67264.0,67333.0,67391.0,67464.0,67503.0,67578.0,67648.0,67721.0,67758.0,67804.0,67834.0,67891.0,67944.0,67989.0,68023.0,68055.0,68090.0,68146.0,68192.0,68229.0,68264.0,68297.0,68333.0,68382.0,68455.0,68488.0,68530.0
5013120,42480.0,42574.0,42642.0,42722.0,42740.0,42770.0,42798.0,42871.0,42886.0,42924.0,42997.0,43037.0,43134.0,43228.0,43294.0,43425.0,43490.0,43524.0,43591.0,43616.0,43719.0,43757.0,43799.0,43841.0,43886.0,43941.0,43981.0,44028.0,44092.0,44169.0,44229.0,44316.0,44412.0,44465.0,44669.0,44848.0,45066.0,45240.0,45401.0,45496.0,45553.0,45668.0,45837.0,45906.0,45973.0,46063.0,46155.0,46222.0,46285.0,46335.0,46397.0,46453.0,46523.0,46560.0,46624.0,46683.0,46745.0,46777.0,46824.0,46853.0,46909.0,46960.0,47004.0,47037.0,47068.0,47102.0,47156.0,47200.0,47233.0,47265.0,47295.0,47327.0,47382.0,47463.0,47495.0,47552.0
5013122,55800.0,55907.0,55985.0,56077.0,56097.0,56131.0,56163.0,56246.0,56265.0,56315.0,56389.0,56436.0,56529.0,56646.0,56721.0,56871.0,56945.0,57004.0,57119.0,57162.0,57339.0,57401.0,57452.0,57504.0,57559.0,57611.0,57648.0,57692.0,57758.0,57836.0,57901.0,57994.0,58110.0,58173.0,58389.0,58569.0,58830.0,59038.0,59230.0,59319.0,59382.0,59508.0,59691.0,59793.0,59892.0,60023.0,60139.0,60223.0,60302.0,60365.0,60441.0,60500.0,60573.0,60612.0,60690.0,60762.0,60837.0,60876.0,60934.0,60963.0,61018.0,61071.0,61116.0,61150.0,61182.0,61217.0,61273.0,61317.0,61350.0,61382.0,61412.0,61444.0,61498.0,61579.0,61612.0,61662.0
5013124,71400.0,71485.0,71547.0,71620.0,71636.0,71663.0,71689.0,71754.0,71769.0,71809.0,71896.0,71946.0,72038.0,72110.0,72176.0,72307.0,72372.0,72409.0,72482.0,72509.0,72621.0,72661.0,72704.0,72748.0,72794.0,72869.0,72923.0,72987.0,73060.0,73146.0,73203.0,73285.0,73372.0,73419.0,73611.0,73761.0,73960.0,74119.0,74267.0,74357.0,74412.0,74522.0,74683.0,74743.0,74801.0,74879.0,74968.0,75032.0,75092.0,75140.0,75198.0,75246.0,75306.0,75337.0,75395.0,75448.0,75504.0,75538.0,75577.0,75601.0,75646.0,75693.0,75733.0,75763.0,75792.0,75823.0,75873.0,75914.0,75946.0,75977.0,76006.0,76037.0,76092.0,76174.0,76211.0,76251.0
5013742,32400.0,32494.0,32562.0,32642.0,32660.0,32690.0,32718.0,32791.0,32808.0,32850.0,32920.0,32957.0,33063.0,33133.0,33198.0,33329.0,33394.0,33437.0,33521.0,33552.0,33681.0,33727.0,33775.0,33824.0,33875.0,33935.0,33978.0,34030.0,34102.0,34188.0,34253.0,34346.0,34455.0,34514.0,34657.0,34856.0,35117.0,35325.0,35518.0,35597.0,35652.0,35762.0,35922.0,35975.0,36026.0,36094.0,36189.0,36245.0,36298.0,36340.0,36391.0,36434.0,36488.0,36517.0,36575.0,36629.0,36686.0,36714.0,36753.0,36779.0,36827.0,36866.0,36899.0,36924.0,36948.0,36974.0,37015.0,37048.0,37080.0,37111.0,37140.0,37170.0,37264.0,37405.0,37435.0,37477.0
5013744,46080.0,46174.0,46242.0,46322.0,46340.0,46370.0,46398.0,46471.0,46486.0,46524.0,46597.0,46637.0,46734.0,46828.0,46894.0,47025.0,47090.0,47124.0,47191.0,47216.0,47319.0,47357.0,47399.0,47441.0,47486.0,47541.0,47581.0,47628.0,47692.0,47769.0,47829.0,47916.0,48012.0,48065.0,48269.0,48448.0,48666.0,48840.0,49001.0,49096.0,49153.0,49268.0,49437.0,49506.0,49573.0,49663.0,49755.0,49822.0,49885.0,49935.0,49997.0,50053.0,50123.0,50160.0,50224.0,50283.0,50345.0,50377.0,50424.0,50453.0,50509.0,50560.0,50604.0,50637.0,50668.0,50702.0,50756.0,50800.0,50833.0,50865.0,50895.0,50927.0,50982.0,51063.0,51095.0,51152.0
5013746,59400.0,59507.0,59585.0,59676.0,59696.0,59730.0,59762.0,59845.0,59867.0,59923.0,60007.0,60059.0,60177.0,60270.0,60349.0,60506.0,60584.0,60636.0,60739.0,60777.0,60934.0,60990.0,61033.0,61077.0,61125.0,61184.0,61226.0,61275.0,61335.0,61406.0,61462.0,61541.0,61660.0,61725.0,61863.0,62046.0,62314.0,62528.0,62727.0,62823.0,62889.0,63021.0,63215.0,63324.0,63430.0,63571.0,63708.0,63799.0,63885.0,63953.0,64034.0,64093.0,64167.0,64207.0,64294.0,64374.0,64458.0,64501.0,64555.0,64587.0,64648.0,64703.0,64750.0,64786.0,64819.0,64856.0,64915.0,64961.0,64999.0,65035.0,65069.0,65106.0,65161.0,65244.0,65280.0,65354.0
5013836,41040.0,41134.0,41202.0,41282.0,41300.0,41330.0,41358.0,41431.0,41446.0,41484.0,41557.0,41597.0,41694.0,41788.0,41854.0,41985.0,42050.0,42084.0,42151.0,42176.0,42279.0,42317.0,42359.0,42401.0,42446.0,42501.0,42541.0,42588.0,42652.0,42729.0,42789.0,42876.0,42972.0,43025.0,43229.0,43408.0,43626.0,43800.0,43961.0,44056.0,44113.0,44228.0,44397.0,44466.0,44533.0,44623.0,44715.0,44782.0,44845.0,44895.0,44957.0,45013.0,45083.0,45120.0,45184.0,45243.0,45305.0,45337.0,45384.0,45413.0,45469.0,45520.0,45564.0,45597.0,45628.0,45662.0,45716.0,45760.0,45793.0,45825.0,45855.0,45887.0,45942.0,46023.0,46055.0,46112.0
5013838,54000.0,54098.0,54169.0,54253.0,54272.0,54303.0,54333.0,54409.0,54427.0,54474.0,54536.0,54576.0,54677.0,54764.0,54831.0,54965.0,55031.0,55078.0,55170.0,55204.0,55346.0,55397.0,55442.0,55488.0,55537.0,55590.0,55628.0,55673.0,55738.0,55816.0,55874.0,55958.0,56055.0,56108.0,56383.0,56562.0,56784.0,56961.0,57124.0,57211.0,57268.0,57382.0,57547.0,57617.0,57685.0,57776.0,57872.0,57953.0,58030.0,58091.0,58164.0,58229.0,58310.0,58353.0,58452.0,58543.0,58639.0,58678.0,58734.0,58769.0,58835.0,58891.0,58939.0,58975.0,59009.0,59047.0,59107.0,59155.0,59193.0,59230.0,59265.0,59302.0,59360.0,59446.0,59481.0,59540.0
5013840,69000.0,69085.0,69147.0,69220.0,69236.0,69263.0,69289.0,69354.0,69369.0,69409.0,69496.0,69546.0,69638.0,69710.0,69776.0,69907.0,69972.0,70009.0,70082.0,70109.0,70221.0,70261.0,70304.0,70348.0,70394.0,70469.0,70523.0,70587.0,70660.0,70746.0,70803.0,70885.0,70972.0,71019.0,71211.0,71361.0,71560.0,71719.0,71867.0,71957.0,72012.0,72122.0,72283.0,72343.0,72401.0,72479.0,72568.0,72632.0,72692.0,72740.0,72798.0,72846.0,72906.0,72937.0,72995.0,73048.0,73104.0,73138.0,73177.0,73201.0,73246.0,73293.0,73333.0,73363.0,73392.0,73423.0,73473.0,73514.0,73546.0,73577.0,73606.0,73637.0,73692.0,73774.0,73811.0,73851.0
5013842,81000.0,81080.0,81138.0,81206.0,81221.0,81246.0,81270.0,81333.0,81347.0,81384.0,81439.0,81475.0,81550.0,81611.0,81658.0,81752.0,81799.0,81827.0,81881.0,81901.0,81984.0,82014.0,82048.0,82083.0,82121.0,82216.0,82284.0,82365.0,82436.0,82521.0,82569.0,82638.0,82719.0,82763.0,82886.0,83067.0,83251.0,83398.0,83534.0,83620.0,83665.0,83756.0,83888.0,83936.0,83983.0,84045.0,84110.0,84160.0,84207.0,84244.0,84290.0,84331.0,84382.0,84409.0,84451.0,84490.0,84530.0,84560.0,84592.0,84613.0,84652.0,84693.0,84728.0,84755.0,84780.0,84808.0,84852.0,84887.0,84915.0,84942.0,84967.0,84994.0,85037.0,85102.0,85136.0,85180.0
5017327,40320.0,40415.0,40484.0,40565.0,40583.0,40613.0,40642.0,40716.0,40734.0,40779.0,40846.0,40885.0,40985.0,41062.0,41124.0,41249.0,41311.0,41349.0,41424.0,41452.0,41566.0,41606.0,41657.0,41708.0,41763.0,41824.0,41868.0,41920.0,41988.0,42070.0,42140.0,42239.0,42378.0,42454.0,42676.0,42849.0,43056.0,43221.0,43374.0,43460.0,43515.0,43625.0,43785.0,43849.0,43911.0,43993.0,44074.0,44134.0,44191.0,44236.0,44291.0,44343.0,44407.0,44441.0,44496.0,44547.0,44600.0,44628.0,44672.0,44699.0,44751.0,44793.0,44829.0,44856.0,44882.0,44910.0,44955.0,44991.0,45021.0,45050.0,45077.0,45106.0,45176.0,45279.0,45309.0,45358.0
5017329,53280.0,53378.0,53449.0,53533.0,53552.0,53583.0,53613.0,53689.0,53707.0,53754.0,53816.0,53856.0,53957.0,54044.0,54111.0,54245.0,54311.0,54358.0,54450.0,54484.0,54626.0,54677.0,54722.0,54768.0,54817.0,54870.0,54908.0,54953.0,55018.0,55096.0,55154.0,55238.0,55335.0,55388.0,55663.0,55842.0,56064.0,56241.0,56404.0,56491.0,56548.0,56662.0,56827.0,56897.0,56965.0,57056.0,57152.0,57233.0,57310.0,57371.0,57444.0,57509.0,57590.0,57633.0,57732.0,57823.0,57919.0,57958.0,58014.0,58049.0,58115.0,58171.0,58219.0,58255.0,58289.0,58327.0,58387.0,58435.0,58473.0,58510.0,58545.0,58582.0,58640.0,58726.0,58761.0,58820.0
5017331,67800.0,67885.0,67947.0,68020.0,68036.0,68063.0,68089.0,68154.0,68169.0,68209.0,68296.0,68346.0,68438.0,68510.0,68576.0,68707.0,68772.0,68809.0,68882.0,68909.0,69021.0,69061.0,69104.0,69148.0,69194.0,69269.0,69323.0,69387.0,69460.0,69546.0,69603.0,69685.0,69772.0,69819.0,70011.0,70161.0,70360.0,70519.0,70667.0,70757.0,70812.0,70922.0,71083.0,71143.0,71201.0,71279.0,71368.0,71432.0,71492.0,71540.0,71598.0,71646.0,71706.0,71737.0,71795.0,71848.0,71904.0,71938.0,71977.0,72001.0,72046.0,72093.0,72133.0,72163.0,72192.0,72223.0,72273.0,72314.0,72346.0,72377.0,72406.0,72437.0,72492.0,72574.0,72611.0,72651.0
5018747,24300.0,24370.0,24421.0,24481.0,24494.0,24516.0,24537.0,24594.0,24607.0,24640.0,24719.0,24748.0,24811.0,24859.0,24903.0,24991.0,25034.0,25061.0,25115.0,25135.0,25218.0,25247.0,25280.0,25314.0,25351.0,25388.0,25414.0,25445.0,25493.0,25551.0,25589.0,25644.0,25704.0,25737.0,25830.0,25947.0,26085.0,26195.0,26298.0,26347.0,26380.0,26446.0,26541.0,26569.0,26596.0,26633.0,26676.0,26711.0,26744.0,26770.0,26803.0,26829.0,26862.0,26880.0,26919.0,26955.0,26992.0,27017.0,27045.0,27063.0,27096.0,27129.0,27158.0,27180.0,27200.0,27222.0,27258.0,27286.0,27309.0,27331.0,27352.0,27374.0,27412.0,27468.0,27493.0,27534.0
5018749,35100.0,35186.0,35248.0,35321.0,35337.0,35364.0,35390.0,35457.0,35472.0,35512.0,35586.0,35624.0,35708.0,35774.0,35840.0,35971.0,36036.0,36079.0,36163.0,36194.0,36322.0,36367.0,36416.0,36466.0,36519.0,36575.0,36615.0,36662.0,36730.0,36812.0,36863.0,36937.0,37021.0,37066.0,37185.0,37349.0,37541.0,37694.0,37836.0,37908.0,37954.0,38047.0,38183.0,38247.0,38309.0,38393.0,38471.0,38528.0,38582.0,38624.0,38676.0,38725.0,38786.0,38818.0,38878.0,38934.0,38993.0,39023.0,39065.0,39105.0,39182.0,39224.0,39260.0,39287.0,39312.0,39340.0,39384.0,39419.0,39454.0,39488.0,39520.0,39553.0,39603.0,39677.0,39709.0,39785.0
5018751,61200.0,61273.0,61326.0,61388.0,61402.0,61425.0,61447.0,61503.0,61513.0,61537.0,61594.0,61635.0,61710.0,61807.0,61866.0,61984.0,62042.0,62078.0,62149.0,62175.0,62284.0,62324.0,62356.0,62388.0,62423.0,62464.0,62493.0,62527.0,62593.0,62672.0,62731.0,62815.0,62908.0,62958.0,63121.0,63266.0,63482.0,63654.0,63814.0,63946.0,63999.0,64105.0,64260.0,64306.0,64351.0,64410.0,64497.0,64555.0,64610.0,64653.0,64706.0,64754.0,64814.0,64845.0,64902.0,64955.0,65010.0,65039.0,65071.0,65094.0,65138.0,65185.0,65225.0,65255.0,65283.0,65314.0,65364.0,65404.0,65440.0,65475.0,65508.0,65544.0,65596.0,65673.0,65711.0,65750.0
5019047,39600.0,39695.0,39764.0,39845.0,39863.0,39893.0,39922.0,39996.0,40014.0,40059.0,40126.0,40165.0,40265.0,40342.0,40404.0,40529.0,40591.0,40629.0,40704.0,40732.0,40846.0,40886.0,40937.0,40988.0,41043.0,41104.0,41148.0,41200.0,41268.0,41350.0,41420.0,41519.0,41658.0,41734.0,41956.0,42129.0,42336.0,42501.0,42654.0,42740.0,42795.0,42905.0,43065.0,43129.0,43191.0,43273.0,43354.0,43414.0,43471.0,43516.0,43571.0,43623.0,43687.0,43721.0,43776.0,43827.0,43880.0,43908.0,43952.0,43979.0,44031.0,44073.0,44109.0,44136.0,44162.0,44190.0,44235.0,44271.0,44301.0,44330.0,44357.0,44386.0,44456.0,44559.0,44589.0,44638.0
5019049,52560.0,52658.0,52729.0,52813.0,52832.0,52863.0,52893.0,52969.0,52987.0,53034.0,53096.0,53136.0,53237.0,53324.0,53391.0,53525.0,53591.0,53638.0,53730.0,53764.0,53906.0,53957.0,54002.0,54048.0,54097.0,54150.0,54188.0,54233.0,54298.0,54376.0,54434.0,54518.0,54615.0,54668.0,54943.0,55122.0,55344.0,55521.0,55684.0,55771.0,55828.0,55942.0,56107.0,56177.0,56245.0,56336.0,56432.0,56513.0,56590.0,56651.0,56724.0,56789.0,56870.0,56913.0,57012.0,57103.0,57199.0,57238.0,57294.0,57329.0,57395.0,57451.0,57499.0,57535.0,57569.0,57607.0,57667.0,57715.0,57753.0,57790.0,57825.0,57862.0,57920.0,58006.0,58041.0,58100.0
5019051,66600.0,66685.0,66747.0,66820.0,66836.0,66863.0,66889.0,66954.0,66969.0,67009.0,67096.0,67146.0,67238.0,67310.0,67376.0,67507.0,67572.0,67609.0,67682.0,67709.0,67821.0,67861.0,67904.0,67948.0,67994.0,68069.0,68123.0,68187.0,68260.0,68346.0,68403.0,68485.0,68572.0,68619.0,68811.0,68961.0,69160.0,69319.0,69467.0,69557.0,69612.0,69722.0,69883.0,69943.0,70001.0,70079.0,70168.0,70232.0,70292.0,70340.0,70398.0,70446.0,70506.0,70537.0,70595.0,70648.0,70704.0,70738.0,70777.0,70801.0,70846.0,70893.0,70933.0,70963.0,70992.0,71023.0,71073.0,71114.0,71146.0,71177.0,71206.0,71237.0,71292.0,71374.0,71411.0,71451.0
5019053,79800.0,79880.0,79938.0,80006.0,80021.0,80046.0,80070.0,80133.0,80147.0,80184.0,80239.0,80275.0,80350.0,80411.0,80458.0,80552.0,80599.0,80627.0,80681.0,80701.0,80784.0,80814.0,80848.0,80883.0,80921.0,81016.0,81084.0,81165.0,81236.0,81321.0,81369.0,81438.0,81519.0,81563.0,81686.0,81867.0,82051.0,82198.0,82334.0,82420.0,82465.0,82556.0,82688.0,82736.0,82783.0,82845.0,82910.0,82960.0,83007.0,83044.0,83090.0,83131.0,83182.0,83209.0,83251.0,83290.0,83330.0,83360.0,83392.0,83413.0,83452.0,83493.0,83528.0,83555.0,83580.0,83608.0,83652.0,83687.0,83715.0,83742.0,83767.0,83794.0,83837.0,83902.0,83936.0,83980.0
5083541,37200.0,37279.0,37337.0,37405.0,37420.0,37445.0,37469.0,37531.0,37548.0,37590.0,37695.0,37745.0,37832.0,37905.0,37962.0,38076.0,38132.0,38164.0,38228.0,38252.0,38350.0,38384.0,38435.0,38487.0,38543.0,38593.0,38629.0,38671.0,38727.0,38794.0,38841.0,38909.0,38977.0,39014.0,39121.0,39280.0,39437.0,39562.0,39677.0,39727.0,39769.0,39854.0,39979.0,40029.0,40077.0,40142.0,40199.0,40248.0,40295.0,40332.0,40377.0,40416.0,40464.0,40490.0,40538.0,40582.0,40629.0,40655.0,40692.0,40721.0,40775.0,40811.0,40842.0,40866.0,40888.0,40912.0,40951.0,40982.0,41016.0,41049.0,41080.0,41114.0,41165.0,41241.0,41265.0,41333.0
5083543,49200.0,49284.0,49345.0,49417.0,49433.0,49460.0,49485.0,49549.0,49563.0,49599.0,49671.0,49715.0,49814.0,49893.0,49946.0,50053.0,50106.0,50149.0,50233.0,50264.0,50393.0,50439.0,50485.0,50532.0,50582.0,50630.0,50665.0,50706.0,50765.0,50836.0,50885.0,50955.0,51093.0,51168.0,51328.0,51493.0,51660.0,51793.0,51917.0,52002.0,52043.0,52126.0,52248.0,52295.0,52340.0,52400.0,52474.0,52533.0,52589.0,52633.0,52686.0,52733.0,52791.0,52822.0,52878.0,52930.0,52984.0,53008.0,53036.0,53056.0,53095.0,53139.0,53176.0,53204.0,53230.0,53259.0,53305.0,53343.0,53377.0,53410.0,53441.0,53474.0,53525.0,53602.0,53627.0,53682.0
5083731,46800.0,46890.0,46956.0,47033.0,47050.0,47079.0,47106.0,47176.0,47190.0,47227.0,47297.0,47335.0,47428.0,47518.0,47581.0,47707.0,47770.0,47803.0,47868.0,47892.0,47992.0,48027.0,48067.0,48108.0,48151.0,48204.0,48242.0,48288.0,48350.0,48424.0,48482.0,48565.0,48658.0,48708.0,48904.0,49076.0,49286.0,49453.0,49608.0,49699.0,49754.0,49865.0,50027.0,50093.0,50157.0,50244.0,50332.0,50397.0,50458.0,50506.0,50565.0,50619.0,50686.0,50722.0,50783.0,50840.0,50900.0,50931.0,50976.0,51004.0,51058.0,51107.0,51149.0,51181.0,51211.0,51244.0,51296.0,51338.0,51370.0,51401.0,51430.0,51460.0,51513.0,51591.0,51622.0,51677.0
5083733,60000.0,60103.0,60178.0,60266.0,60286.0,60319.0,60350.0,60428.0,60449.0,60503.0,60584.0,60634.0,60747.0,60836.0,60912.0,61063.0,61138.0,61188.0,61287.0,61323.0,61474.0,61528.0,61570.0,61613.0,61658.0,61714.0,61754.0,61802.0,61859.0,61928.0,61981.0,62058.0,62173.0,62235.0,62368.0,62544.0,62802.0,63008.0,63199.0,63291.0,63355.0,63482.0,63668.0,63773.0,63875.0,64010.0,64142.0,64229.0,64311.0,64376.0,64455.0,64512.0,64583.0,64621.0,64704.0,64781.0,64862.0,64903.0,64955.0,64986.0,65044.0,65097.0,65142.0,65176.0,65208.0,65243.0,65299.0,65345.0,65381.0,65416.0,65449.0,65484.0,65537.0,65617.0,65652.0,65723.0
5083916,31200.0,31290.0,31356.0,31433.0,31450.0,31479.0,31506.0,31576.0,31592.0,31633.0,31700.0,31736.0,31838.0,31905.0,31968.0,32094.0,32156.0,32197.0,32278.0,32308.0,32432.0,32476.0,32522.0,32569.0,32618.0,32676.0,32718.0,32767.0,32836.0,32919.0,32982.0,33071.0,33176.0,33233.0,33371.0,33562.0,33813.0,34013.0,34199.0,34275.0,34328.0,34434.0,34588.0,34639.0,34688.0,34753.0,34844.0,34898.0,34949.0,34989.0,35038.0,35080.0,35132.0,35159.0,35215.0,35267.0,35322.0,35349.0,35387.0,35412.0,35458.0,35495.0,35527.0,35551.0,35574.0,35599.0,35639.0,35671.0,35701.0,35730.0,35758.0,35788.0,35879.0,36014.0,36043.0,36083.0
5083918,45360.0,45450.0,45516.0,45593.0,45610.0,45639.0,45666.0,45736.0,45750.0,45787.0,45857.0,45895.0,45988.0,46078.0,46141.0,46267.0,46330.0,46363.0,46428.0,46452.0,46552.0,46587.0,46627.0,46668.0,46711.0,46764.0,46802.0,46848.0,46910.0,46984.0,47042.0,47125.0,47218.0,47268.0,47464.0,47636.0,47846.0,48013.0,48168.0,48259.0,48314.0,48425.0,48587.0,48653.0,48717.0,48804.0,48892.0,48957.0,49018.0,49066.0,49125.0,49179.0,49246.0,49282.0,49343.0,49400.0,49460.0,49491.0,49536.0,49564.0,49618.0,49667.0,49709.0,49741.0,49771.0,49804.0,49856.0,49898.0,49930.0,49961.0,49990.0,50020.0,50073.0,50151.0,50182.0,50237.0
5083920,58200.0,58303.0,58378.0,58466.0,58486.0,58519.0,58550.0,58629.0,58647.0,58695.0,58766.0,58811.0,58900.0,59013.0,59085.0,59229.0,59301.0,59357.0,59468.0,59509.0,59679.0,59739.0,59788.0,59838.0,59891.0,59941.0,59977.0,60019.0,60082.0,60157.0,60220.0,60309.0,60420.0,60481.0,60689.0,60862.0,61113.0,61313.0,61498.0,61584.0,61644.0,61765.0,61942.0,62040.0,62135.0,62261.0,62373.0,62454.0,62530.0,62590.0,62663.0,62719.0,62789.0,62827.0,62902.0,62971.0,63043.0,63081.0,63137.0,63165.0,63218.0,63269.0,63312.0,63345.0,63376.0,63410.0,63464.0,63506.0,63538.0,63569.0,63598.0,63628.0,63680.0,63758.0,63790.0,63838.0
5084174,69600.0,69674.0,69728.0,69792.0,69806.0,69830.0,69852.0,69909.0,69924.0,69961.0,70023.0,70062.0,70134.0,70210.0,70258.0,70354.0,70401.0,70431.0,70490.0,70512.0,70603.0,70635.0,70671.0,70708.0,70747.0,70798.0,70835.0,70878.0,70944.0,71023.0,71069.0,71134.0,71235.0,71290.0,71444.0,71574.0,71777.0,71939.0,72090.0,72166.0,72217.0,72319.0,72467.0,72526.0,72584.0,72661.0,72728.0,72782.0,72833.0,72873.0,72923.0,72961.0,73009.0,73035.0,73079.0,73120.0,73163.0,73195.0,73223.0,73245.0,73286.0,73323.0,73355.0,73379.0,73401.0,73426.0,73465.0,73496.0,73527.0,73557.0,73585.0,73614.0,73651.0,73707.0,73733.0,73790.0
5084176,81600.0,81672.0,81724.0,81785.0,81799.0,81822.0,81844.0,81899.0,81912.0,81946.0,82009.0,82047.0,82115.0,82174.0,82218.0,82307.0,82351.0,82380.0,82438.0,82459.0,82548.0,82580.0,82615.0,82651.0,82690.0,82728.0,82755.0,82787.0,82840.0,82903.0,82944.0,83003.0,83086.0,83131.0,83223.0,83336.0,83533.0,83690.0,83836.0,83908.0,83956.0,84052.0,84191.0,84238.0,84284.0,84346.0,84401.0,84449.0,84494.0,84529.0,84572.0,84612.0,84662.0,84689.0,84727.0,84762.0,84800.0,84829.0,84860.0,84879.0,84915.0,84949.0,84978.0,85000.0,85021.0,85044.0,85080.0,85108.0,85134.0,85159.0,85183.0,85209.0,85253.0,85319.0,85351.0,85390.0
5084215,32400.0,32475.0,32529.0,32593.0,32607.0,32631.0,32654.0,32711.0,32721.0,32746.0,32848.0,32890.0,32959.0,33009.0,33066.0,33180.0,33236.0,33261.0,33310.0,33328.0,33403.0,33429.0,33452.0,33476.0,33501.0,33554.0,33592.0,33636.0,33679.0,33731.0,33793.0,33881.0,33965.0,34011.0,34129.0,34294.0,34443.0,34562.0,34673.0,34730.0,34766.0,34838.0,34942.0,34980.0,35017.0,35065.0,35123.0,35162.0,35198.0,35227.0,35262.0,35291.0,35327.0,35347.0,35396.0,35442.0,35490.0,35514.0,35565.0,35598.0,35660.0,35686.0,35708.0,35725.0,35741.0,35758.0,35786.0,35808.0,35829.0,35849.0,35868.0,35888.0,35921.0,35969.0,35993.0,36031.0
