tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
5097833,42000.0,42056.0,42077.0,42127.0,42184.0,42210.0,42269.0,42320.0,42340.0,42378.0,42434.0,42485.0,42575.0,42708.0,42780.0,42820.0,42878.0,42926.0,43011.0,43220.0,43502.0,43663.0,43684.0,43827.0,43885.0,43941.0,44017.0,44072.0,44095.0,44149.0,44184.0,44231.0,44279.0,44346.0,44382.0,44417.0,44509.0,44549.0,44577.0,44615.0,44644.0,44681.0,44730.0
5097835,51600.0,51660.0,51683.0,51736.0,51797.0,51825.0,51888.0,51939.0,51959.0,52002.0,52057.0,52106.0,52193.0,52343.0,52424.0,52469.0,52529.0,52578.0,52668.0,52873.0,53150.0,53308.0,53329.0,53469.0,53531.0,53590.0,53661.0,53730.0,53759.0,53826.0,53863.0,53911.0,53967.0,54044.0,54085.0,54127.0,54239.0,54284.0,54316.0,54358.0,54390.0,54431.0,54485.0
5097837,61200.0,61256.0,61277.0,61326.0,61383.0,61409.0,61468.0,61514.0,61533.0,61588.0,61635.0,61677.0,61752.0,61910.0,61995.0,62042.0,62116.0,62177.0,62287.0,62575.0,62963.0,63185.0,63207.0,63354.0,63437.0,63516.0,63633.0,63726.0,63765.0,63856.0,63904.0,63966.0,64037.0,64135.0,64187.0,64226.0,64328.0,64373.0,64405.0,64447.0,64480.0,64522.0,64577.0
5097839,70200.0,70252.0,70272.0,70318.0,70371.0,70395.0,70449.0,70488.0,70504.0,70544.0,70585.0,70622.0,70688.0,70822.0,70894.0,70934.0,70992.0,71040.0,71126.0,71310.0,71558.0,71701.0,71716.0,71821.0,71879.0,71935.0,72052.0,72284.0,72381.0,72606.0,72639.0,72682.0,72735.0,72809.0,72848.0,72883.0,72975.0,73017.0,73047.0,73086.0,73116.0,73155.0,73206.0
5097841,77400.0,77445.0,77462.0,77502.0,77548.0,77569.0,77616.0,77652.0,77666.0,77704.0,77737.0,77767.0,77819.0,77940.0,78005.0,78041.0,78084.0,78120.0,78184.0,78387.0,78661.0,78819.0,78832.0,78922.0,78970.0,79017.0,79081.0,79178.0,79219.0,79313.0,79342.0,79380.0,79421.0,79478.0,79508.0,79541.0,79628.0,79667.0,79694.0,79730.0,79758.0,79794.0,79841.0
5098664,29400.0,29464.0,29488.0,29544.0,29609.0,29639.0,29706.0,29762.0,29784.0,29855.0,29947.0,30030.0,30176.0,30358.0,30456.0,30510.0,30580.0,30638.0,30742.0,31000.0,31347.0,31546.0,31565.0,31695.0,31767.0,31837.0,31914.0,31976.0,32002.0,32061.0,32099.0,32149.0,32201.0,32274.0,32312.0,32347.0,32440.0,32477.0,32503.0,32538.0,32565.0,32599.0,32644.0
5098666,38400.0,38456.0,38477.0,38527.0,38584.0,38610.0,38669.0,38720.0,38740.0,38778.0,38834.0,38885.0,38975.0,39108.0,39180.0,39220.0,39278.0,39326.0,39411.0,39620.0,39902.0,40063.0,40084.0,40227.0,40285.0,40341.0,40417.0,40472.0,40495.0,40549.0,40584.0,40631.0,40679.0,40746.0,40782.0,40817.0,40909.0,40949.0,40977.0,41015.0,41044.0,41081.0,41130.0
5098668,48000.0,48060.0,48083.0,48136.0,48197.0,48225.0,48288.0,48339.0,48359.0,48402.0,48457.0,48506.0,48593.0,48743.0,48824.0,48869.0,48929.0,48978.0,49068.0,49273.0,49550.0,49708.0,49729.0,49869.0,49931.0,49990.0,50061.0,50130.0,50159.0,50226.0,50263.0,50311.0,50367.0,50444.0,50485.0,50527.0,50639.0,50684.0,50716.0,50758.0,50790.0,50831.0,50885.0
5098670,57600.0,57656.0,57677.0,57727.0,57784.0,57810.0,57870.0,57915.0,57933.0,57990.0,58049.0,58103.0,58198.0,58362.0,58450.0,58499.0,58568.0,58624.0,58725.0,58961.0,59280.0,59463.0,59485.0,59632.0,59716.0,59797.0,59913.0,60023.0,60069.0,60175.0,60224.0,60288.0,60356.0,60450.0,60500.0,60541.0,60650.0,60696.0,60729.0,60772.0,60805.0,60847.0,60903.0
5098672,66600.0,66657.0,66678.0,66728.0,66785.0,66811.0,66871.0,66912.0,66928.0,66963.0,67013.0,67058.0,67137.0,67278.0,67354.0,67397.0,67467.0,67525.0,67629.0,67871.0,68197.0,68383.0,68401.0,68526.0,68601.0,68673.0,68755.0,68815.0,68840.0,68899.0,68940.0,68994.0,69072.0,69180.0,69237.0,69277.0,69381.0,69422.0,69451.0,69489.0,69518.0,69555.0,69603.0
5098674,75600.0,75645.0,75662.0,75702.0,75748.0,75769.0,75816.0,75852.0,75866.0,75904.0,75937.0,75967.0,76019.0,76140.0,76205.0,76241.0,76284.0,76320.0,76384.0,76587.0,76861.0,77019.0,77032.0,77122.0,77170.0,77217.0,77281.0,77378.0,77419.0,77513.0,77542.0,77580.0,77621.0,77678.0,77708.0,77741.0,77828.0,77867.0,77894.0,77930.0,77958.0,77994.0,78041.0
5098676,82800.0,82845.0,82862.0,82902.0,82948.0,82969.0,83016.0,83052.0,83066.0,83104.0,83137.0,83167.0,83219.0,83340.0,83405.0,83441.0,83484.0,83520.0,83584.0,83787.0,84061.0,84219.0,84232.0,84322.0,84370.0,84417.0,84481.0,84578.0,84619.0,84713.0,84742.0,84780.0,84821.0,84878.0,84908.0,84941.0,85028.0,85067.0,85094.0,85130.0,85158.0,85194.0,85241.0
5100900,42000.0,42056.0,42077.0,42127.0,42184.0,42210.0,42269.0,42320.0,42340.0,42378.0,42434.0,42485.0,42575.0,42708.0,42780.0,42820.0,42878.0,42926.0,43011.0,43220.0,43502.0,43663.0,43684.0,43827.0,43885.0,43941.0,44017.0,44072.0,44095.0,44149.0,44184.0,44231.0,44279.0,44346.0,44382.0,44417.0,44509.0,44549.0,44577.0,44615.0,44644.0,44681.0,44730.0
5100904,61200.0,61256.0,61277.0,61326.0,61383.0,61409.0,61468.0,61514.0,61533.0,61588.0,61635.0,61677.0,61752.0,61910.0,61995.0,62042.0,62116.0,62177.0,62287.0,62575.0,62963.0,63185.0,63207.0,63354.0,63437.0,63516.0,63633.0,63726.0,63765.0,63856.0,63904.0,63966.0,64037.0,64135.0,64187.0,64226.0,64328.0,64373.0,64405.0,64447.0,64480.0,64522.0,64577.0
5100908,77400.0,77445.0,77462.0,77502.0,77548.0,77569.0,77616.0,77652.0,77666.0,77704.0,77737.0,77767.0,77819.0,77940.0,78005.0,78041.0,78084.0,78120.0,78184.0,78387.0,78661.0,78819.0,78832.0,78922.0,78970.0,79017.0,79081.0,79178.0,79219.0,79313.0,79342.0,79380.0,79421.0,79478.0,79508.0,79541.0,79628.0,79667.0,79694.0,79730.0,79758.0,79794.0,79841.0
5107353,29400.0,29464.0,29488.0,29544.0,29609.0,29639.0,29706.0,29762.0,29784.0,29855.0,29947.0,30030.0,30176.0,30358.0,30456.0,30510.0,30580.0,30638.0,30742.0,31000.0,31347.0,31546.0,31565.0,31695.0,31767.0,31837.0,31914.0,31976.0,32002.0,32061.0,32099.0,32149.0,32201.0,32274.0,32312.0,32347.0,32440.0,32477.0,32503.0,32538.0,32565.0,32599.0,32644.0
5107355,38400.0,38456.0,38477.0,38527.0,38584.0,38610.0,38669.0,38720.0,38740.0,38778.0,38834.0,38885.0,38975.0,39108.0,39180.0,39220.0,39278.0,39326.0,39411.0,39620.0,39902.0,40063.0,40084.0,40227.0,40285.0,40341.0,40417.0,40472.0,40495.0,40549.0,40584.0,40631.0,40679.0,40746.0,40782.0,40817.0,40909.0,40949.0,40977.0,41015.0,41044.0,41081.0,41130.0
5107357,48000.0,48060.0,48083.0,48136.0,48197.0,48225.0,48288.0,48339.0,48359.0,48402.0,48457.0,48506.0,48593.0,48743.0,48824.0,48869.0,48929.0,48978.0,49068.0,49273.0,49550.0,49708.0,49729.0,49869.0,49931.0,49990.0,50061.0,50130.0,50159.0,50226.0,50263.0,50311.0,50367.0,50444.0,50485.0,50527.0,50639.0,50684.0,50716.0,50758.0,50790.0,50831.0,50885.0
5107359,57600.0,57656.0,57677.0,57727.0,57784.0,57810.0,57870.0,57915.0,57933.0,57990.0,58049.0,58103.0,58198.0,58362.0,58450.0,58499.0,58568.0,58624.0,58725.0,58961.0,59280.0,59463.0,59485.0,59632.0,59716.0,59797.0,59913.0,60023.0,60069.0,60175.0,60224.0,60288.0,60356.0,60450.0,60500.0,60541.0,60650.0,60696.0,60729.0,60772.0,60805.0,60847.0,60903.0
5107361,66600.0,66657.0,66678.0,66728.0,66785.0,66811.0,66871.0,66912.0,66928.0,66963.0,67013.0,67058.0,67137.0,67278.0,67354.0,67397.0,67467.0,67525.0,67629.0,67871.0,68197.0,68383.0,68401.0,68526.0,68601.0,68673.0,68755.0,68815.0,68840.0,68899.0,68940.0,68994.0,69072.0,69180.0,69237.0,69277.0,69381.0,69422.0,69451.0,69489.0,69518.0,69555.0,69603.0
5107363,75600.0,75645.0,75662.0,75702.0,75748.0,75769.0,75816.0,75852.0,75866.0,75904.0,75937.0,75967.0,76019.0,76140.0,76205.0,76241.0,76284.0,76320.0,76384.0,76587.0,76861.0,77019.0,77032.0,77122.0,77170.0,77217.0,77281.0,77378.0,77419.0,77513.0,77542.0,77580.0,77621.0,77678.0,77708.0,77741.0,77828.0,77867.0,77894.0,77930.0,77958.0,77994.0,78041.0
5107365,82800.0,82845.0,82862.0,82902.0,82948.0,82969.0,83016.0,83052.0,83066.0,83104.0,83137.0,83167.0,83219.0,83340.0,83405.0,83441.0,83484.0,83520.0,83584.0,83787.0,84061.0,84219.0,84232.0,84322.0,84370.0,84417.0,84481.0,84578.0,84619.0,84713.0,84742.0,84780.0,84821.0,84878.0,84908.0,84941.0,85028.0,85067.0,85094.0,85130.0,85158.0,85194.0,85241.0
5107580,34800.0,34860.0,34883.0,34936.0,34997.0,35025.0,35088.0,35133.0,35151.0,35190.0,35277.0,35355.0,35493.0,35669.0,35764.0,35817.0,35875.0,35922.0,36007.0,36255.0,36589.0,36781.0,36798.0,36914.0,36978.0,37040.0,37113.0,37171.0,37195.0,37251.0,37286.0,37332.0,37385.0,37458.0,37496.0,37529.0,37617.0,37661.0,37692.0,37733.0,37764.0,37804.0,37857.0
5107582,44400.0,44460.0,44483.0,44536.0,44597.0,44625.0,44688.0,44739.0,44759.0,44802.0,44857.0,44906.0,44993.0,45143.0,45224.0,45269.0,45329.0,45378.0,45468.0,45673.0,45950.0,46108.0,46129.0,46269.0,46331.0,46390.0,46461.0,46530.0,46559.0,46626.0,46663.0,46711.0,46767.0,46844.0,46885.0,46927.0,47039.0,47084.0,47116.0,47158.0,47190.0,47231.0,47285.0
5107584,54000.0,54056.0,54077.0,54127.0,54184.0,54210.0,54270.0,54315.0,54333.0,54390.0,54449.0,54503.0,54598.0,54762.0,54850.0,54899.0,54968.0,55024.0,55125.0,55361.0,55680.0,55863.0,55885.0,56032.0,56116.0,56197.0,56313.0,56423.0,56469.0,56575.0,56624.0,56688.0,56756.0,56850.0,56900.0,56941.0,57050.0,57096.0,57129.0,57172.0,57205.0,57247.0,57303.0
5107586,63600.0,63656.0,63677.0,63726.0,63783.0,63809.0,63868.0,63914.0,63933.0,63988.0,64035.0,64077.0,64152.0,64310.0,64395.0,64442.0,64516.0,64577.0,64687.0,64975.0,65363.0,65585.0,65607.0,65754.0,65837.0,65916.0,66033.0,66126.0,66165.0,66256.0,66304.0,66366.0,66437.0,66535.0,66587.0,66626.0,66728.0,66773.0,66805.0,66847.0,66880.0,66922.0,66977.0
5107857,43200.0,43260.0,43283.0,43336.0,43397.0,43425.0,43488.0,43539.0,43559.0,43602.0,43657.0,43706.0,43793.0,43943.0,44024.0,44069.0,44129.0,44178.0,44268.0,44473.0,44750.0,44908.0,44929.0,45069.0,45131.0,45190.0,45261.0,45330.0,45359.0,45426.0,45463.0,45511.0,45567.0,45644.0,45685.0,45727.0,45839.0,45884.0,45916.0,45958.0,45990.0,46031.0,46085.0
5107859,52800.0,52860.0,52883.0,52936.0,52997.0,53025.0,53088.0,53139.0,53159.0,53202.0,53257.0,53306.0,53393.0,53543.0,53624.0,53669.0,53729.0,53778.0,53868.0,54073.0,54350.0,54508.0,54529.0,54669.0,54731.0,54790.0,54861.0,54930.0,54959.0,55026.0,55063.0,55111.0,55167.0,55244.0,55285.0,55327.0,55439.0,55484.0,55516.0,55558.0,55590.0,55631.0,55685.0
5107861,62400.0,62456.0,62477.0,62526.0,62583.0,62609.0,62668.0,62714.0,62733.0,62788.0,62835.0,62877.0,62952.0,63110.0,63195.0,63242.0,63316.0,63377.0,63487.0,63775.0,64163.0,64385.0,64407.0,64554.0,64637.0,64716.0,64833.0,64926.0,64965.0,65056.0,65104.0,65166.0,65237.0,65335.0,65387.0,65426.0,65528.0,65573.0,65605.0,65647.0,65680.0,65722.0,65777.0
5107863,72000.0,72052.0,72072.0,72118.0,72171.0,72195.0,72249.0,72288.0,72304.0,72344.0,72385.0,72422.0,72488.0,72622.0,72694.0,72734.0,72792.0,72840.0,72926.0,73110.0,73358.0,73501.0,73516.0,73621.0,73679.0,73735.0,73852.0,74084.0,74181.0,74406.0,74439.0,74482.0,74535.0,74609.0,74648.0,74683.0,74775.0,74817.0,74847.0,74886.0,74916.0,74955.0,75006.0
5107865,79200.0,79245.0,79262.0,79302.0,79348.0,79369.0,79416.0,79452.0,79466.0,79504.0,79537.0,79567.0,79619.0,79740.0,79805.0,79841.0,79884.0,79920.0,79984.0,80187.0,80461.0,80619.0,80632.0,80722.0,80770.0,80817.0,80881.0,80978.0,81019.0,81113.0,81142.0,81180.0,81221.0,81278.0,81308.0,81341.0,81428.0,81467.0,81494.0,81530.0,81558.0,81594.0,81641.0
5107886,36000.0,36056.0,36077.0,36127.0,36184.0,36210.0,36269.0,36320.0,36340.0,36378.0,36434.0,36485.0,36575.0,36708.0,36780.0,36820.0,36878.0,36926.0,37011.0,37220.0,37502.0,37663.0,37684.0,37827.0,37885.0,37941.0,38017.0,38072.0,38095.0,38149.0,38184.0,38231.0,38279.0,38346.0,38382.0,38417.0,38509.0,38549.0,38577.0,38615.0,38644.0,38681.0,38730.0
5107888,45600.0,45660.0,45683.0,45736.0,45797.0,45825.0,45888.0,45939.0,45959.0,46002.0,46057.0,46106.0,46193.0,46343.0,46424.0,46469.0,46529.0,46578.0,46668.0,46873.0,47150.0,47308.0,47329.0,47469.0,47531.0,47590.0,47661.0,47730.0,47759.0,47826.0,47863.0,47911.0,47967.0,48044.0,48085.0,48127.0,48239.0,48284.0,48316.0,48358.0,48390.0,48431.0,48485.0
5107890,55200.0,55256.0,55277.0,55327.0,55384.0,55410.0,55470.0,55515.0,55533.0,55590.0,55649.0,55703.0,55798.0,55962.0,56050.0,56099.0,56168.0,56224.0,56325.0,56561.0,56880.0,57063.0,57085.0,57232.0,57316.0,57397.0,57513.0,57623.0,57669.0,57775.0,57824.0,57888.0,57956.0,58050.0,58100.0,58141.0,58250.0,58296.0,58329.0,58372.0,58405.0,58447.0,58503.0
5107892,64800.0,64857.0,64878.0,64928.0,64985.0,65011.0,65071.0,65112.0,65128.0,65163.0,65213.0,65258.0,65337.0,65478.0,65554.0,65597.0,65667.0,65725.0,65829.0,66071.0,66397.0,66583.0,66601.0,66726.0,66801.0,66873.0,66955.0,67015.0,67040.0,67099.0,67140.0,67194.0,67272.0,67380.0,67437.0,67477.0,67581.0,67622.0,67651.0,67689.0,67718.0,67755.0,67803.0
5107894,73800.0,73852.0,73872.0,73918.0,73971.0,73995.0,74049.0,74088.0,74104.0,74144.0,74185.0,74222.0,74288.0,74422.0,74494.0,74534.0,74592.0,74640.0,74726.0,74910.0,75158.0,75301.0,75316.0,75421.0,75479.0,75535.0,75652.0,75884.0,75981.0,76206.0,76239.0,76282.0,76335.0,76409.0,76448.0,76483.0,76575.0,76617.0,76647.0,76686.0,76716.0,76755.0,76806.0
5110849,31200.0,31264.0,31288.0,31344.0,31409.0,31439.0,31506.0,31562.0,31584.0,31655.0,31747.0,31830.0,31976.0,32158.0,32256.0,32310.0,32380.0,32438.0,32542.0,32800.0,33147.0,33346.0,33365.0,33495.0,33567.0,33637.0,33714.0,33776.0,33802.0,33861.0,33899.0,33949.0,34001.0,34074.0,34112.0,34147.0,34240.0,34277.0,34303.0,34338.0,34365.0,34399.0,34444.0
5110851,40800.0,40856.0,40877.0,40927.0,40984.0,41010.0,41069.0,41120.0,41140.0,41178.0,41234.0,41285.0,41375.0,41508.0,41580.0,41620.0,41678.0,41726.0,41811.0,42020.0,42302.0,42463.0,42484.0,42627.0,42685.0,42741.0,42817.0,42872.0,42895.0,42949.0,42984.0,43031.0,43079.0,43146.0,43182.0,43217.0,43309.0,43349.0,43377.0,43415.0,43444.0,43481.0,43530.0
5110853,50400.0,50460.0,50483.0,50536.0,50597.0,50625.0,50688.0,50739.0,50759.0,50802.0,50857.0,50906.0,50993.0,51143.0,51224.0,51269.0,51329.0,51378.0,51468.0,51673.0,51950.0,52108.0,52129.0,52269.0,52331.0,52390.0,52461.0,52530.0,52559.0,52626.0,52663.0,52711.0,52767.0,52844.0,52885.0,52927.0,53039.0,53084.0,53116.0,53158.0,53190.0,53231.0,53285.0
5110855,60000.0,60056.0,60077.0,60127.0,60184.0,60210.0,60270.0,60315.0,60333.0,60390.0,60449.0,60503.0,60598.0,60762.0,60850.0,60899.0,60968.0,61024.0,61125.0,61361.0,61680.0,61863.0,61885.0,62032.0,62116.0,62197.0,62313.0,62423.0,62469.0,62575.0,62624.0,62688.0,62756.0,62850.0,62900.0,62941.0,63050.0,63096.0,63129.0,63172.0,63205.0,63247.0,63303.0
5114527,32400.0,32460.0,32483.0,32536.0,32597.0,32625.0,32688.0,32733.0,32751.0,32790.0,32877.0,32955.0,33093.0,33269.0,33364.0,33417.0,33475.0,33522.0,33607.0,33855.0,34189.0,34381.0,34398.0,34514.0,34578.0,34640.0,34713.0,34771.0,34795.0,34851.0,34886.0,34932.0,34985.0,35058.0,35096.0,35129.0,35217.0,35261.0,35292.0,35333.0,35364.0,35404.0,35457.0
5115896,30600.0,30664.0,30688.0,30744.0,30809.0,30839.0,30906.0,30962.0,30984.0,31055.0,31147.0,31230.0,31376.0,31558.0,31656.0,31710.0,31780.0,31838.0,31942.0,32200.0,32547.0,32746.0,32765.0,32895.0,32967.0,33037.0,33114.0,33176.0,33202.0,33261.0,33299.0,33349.0,33401.0,33474.0,33512.0,33547.0,33640.0,33677.0,33703.0,33738.0,33765.0,33799.0,33844.0
5115898,39600.0,39656.0,39677.0,39727.0,39784.0,39810.0,39869.0,39920.0,39940.0,39978.0,40034.0,40085.0,40175.0,40308.0,40380.0,40420.0,40478.0,40526.0,40611.0,40820.0,41102.0,41263.0,41284.0,41427.0,41485.0,41541.0,41617.0,41672.0,41695.0,41749.0,41784.0,41831.0,41879.0,41946.0,41982.0,42017.0,42109.0,42149.0,42177.0,42215.0,42244.0,42281.0,42330.0
5115900,49200.0,49260.0,49283.0,49336.0,49397.0,49425.0,49488.0,49539.0,49559.0,49602.0,49657.0,49706.0,49793.0,49943.0,50024.0,50069.0,50129.0,50178.0,50268.0,50473.0,50750.0,50908.0,50929.0,51069.0,51131.0,51190.0,51261.0,51330.0,51359.0,51426.0,51463.0,51511.0,51567.0,51644.0,51685.0,51727.0,51839.0,51884.0,51916.0,51958.0,51990.0,52031.0,52085.0
5115902,58800.0,58856.0,58877.0,58927.0,58984.0,59010.0,59070.0,59115.0,59133.0,59190.0,59249.0,59303.0,59398.0,59562.0,59650.0,59699.0,59768.0,59824.0,59925.0,60161.0,60480.0,60663.0,60685.0,60832.0,60916.0,60997.0,61113.0,61223.0,61269.0,61375.0,61424.0,61488.0,61556.0,61650.0,61700.0,61741.0,61850.0,61896.0,61929.0,61972.0,62005.0,62047.0,62103.0
5115904,68400.0,68452.0,68472.0,68518.0,68571.0,68595.0,68649.0,68688.0,68704.0,68744.0,68785.0,68822.0,68888.0,69022.0,69094.0,69134.0,69192.0,69240.0,69326.0,69510.0,69758.0,69901.0,69916.0,70021.0,70079.0,70135.0,70252.0,70484.0,70581.0,70806.0,70839.0,70882.0,70935.0,71009.0,71048.0,71083.0,71175.0,71217.0,71247.0,71286.0,71316.0,71355.0,71406.0
