tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
5006184,73800.0,73836.0,73866.0,73909.0,73940.0,73989.0,74061.0,74104.0,74163.0,74206.0,74266.0,74349.0,74420.0,74514.0,74529.0,74714.0,74859.0,75034.0,75221.0,75259.0,75466.0,75528.0,75597.0,75639.0,75682.0,75740.0,75776.0,75834.0,75859.0,75892.0,75931.0,75974.0,75993.0,76061.0,76109.0,76144.0,76270.0,76309.0,76362.0,76410.0,76458.0,76526.0,76565.0,76593.0,76630.0,76737.0,76792.0
5006186,81000.0,81036.0,81066.0,81109.0,81140.0,81189.0,81261.0,81304.0,81363.0,81406.0,81466.0,81549.0,81620.0,81714.0,81729.0,81914.0,82059.0,82234.0,82421.0,82459.0,82666.0,82728.0,82797.0,82839.0,82882.0,82940.0,82976.0,83034.0,83059.0,83092.0,83131.0,83174.0,83193.0,83261.0,83309.0,83344.0,83470.0,83509.0,83562.0,83610.0,83658.0,83726.0,83765.0,83793.0,83830.0,83937.0,83992.0
5006767,27600.0,27631.0,27657.0,27693.0,27719.0,27760.0,27813.0,27845.0,27889.0,27928.0,27982.0,28022.0,28056.0,28101.0,28108.0,28148.0,28227.0,28322.0,28423.0,28450.0,28599.0,28658.0,28716.0,28752.0,28789.0,28839.0,28862.0,28900.0,28918.0,28941.0,28986.0,29047.0,29063.0,29120.0,29164.0,29196.0,29318.0,29360.0,29422.0,29478.0,29532.0,29590.0,29623.0,29647.0,29671.0,29740.0,29775.0
5006769,34800.0,34847.0,34886.0,34941.0,34981.0,35043.0,35137.0,35193.0,35271.0,35307.0,35356.0,35434.0,35501.0,35589.0,35603.0,35680.0,35772.0,35883.0,36002.0,36055.0,36345.0,36418.0,36484.0,36525.0,36576.0,36644.0,36682.0,36745.0,36777.0,36819.0,36880.0,36930.0,36948.0,37010.0,37060.0,37097.0,37237.0,37284.0,37330.0,37372.0,37413.0,37472.0,37506.0,37530.0,37558.0,37638.0,37679.0
5006773,49800.0,49851.0,49893.0,49953.0,49996.0,50065.0,50167.0,50228.0,50312.0,50360.0,50427.0,50499.0,50561.0,50643.0,50655.0,50736.0,50861.0,51012.0,51174.0,51228.0,51523.0,51619.0,51692.0,51737.0,51798.0,51880.0,51929.0,52009.0,52049.0,52099.0,52158.0,52208.0,52236.0,52335.0,52402.0,52451.0,52606.0,52669.0,52744.0,52812.0,52878.0,52945.0,52984.0,53011.0,53046.0,53148.0,53200.0
5007801,26400.0,26453.0,26497.0,26558.0,26603.0,26673.0,26769.0,26826.0,26906.0,26950.0,27012.0,27115.0,27203.0,27319.0,27337.0,27423.0,27526.0,27651.0,27784.0,27818.0,28005.0,28109.0,28175.0,28215.0,28264.0,28328.0,28365.0,28425.0,28455.0,28494.0,28558.0,28616.0,28637.0,28712.0,28755.0,28786.0,28936.0,28991.0,29061.0,29124.0,29185.0,29251.0,29289.0,29315.0,29345.0,29431.0,29475.0
5007803,34800.0,34850.0,34891.0,34949.0,34991.0,35057.0,35150.0,35206.0,35283.0,35328.0,35390.0,35484.0,35565.0,35672.0,35688.0,35779.0,35910.0,36068.0,36238.0,36277.0,36487.0,36582.0,36647.0,36686.0,36735.0,36801.0,36837.0,36897.0,36931.0,36975.0,37031.0,37084.0,37103.0,37173.0,37229.0,37269.0,37408.0,37461.0,37523.0,37580.0,37635.0,37696.0,37731.0,37756.0,37783.0,37860.0,37899.0
5007805,43200.0,43247.0,43286.0,43341.0,43381.0,43445.0,43540.0,43597.0,43676.0,43717.0,43775.0,43870.0,43952.0,44060.0,44077.0,44179.0,44304.0,44455.0,44617.0,44664.0,44918.0,45019.0,45095.0,45142.0,45199.0,45275.0,45318.0,45388.0,45428.0,45479.0,45547.0,45613.0,45634.0,45710.0,45774.0,45821.0,45973.0,46026.0,46093.0,46154.0,46214.0,46278.0,46315.0,46340.0,46371.0,46459.0,46504.0
5008325,66900.0,66946.0,66984.0,67038.0,67077.0,67139.0,67237.0,67295.0,67376.0,67412.0,67462.0,67555.0,67635.0,67741.0,67758.0,67873.0,67999.0,68151.0,68315.0,68356.0,68579.0,68668.0,68744.0,68791.0,68853.0,68936.0,68984.0,69063.0,69092.0,69129.0,69182.0,69248.0,69271.0,69351.0,69406.0,69446.0,69592.0,69641.0,69710.0,69773.0,69834.0,69905.0,69946.0,69974.0,70005.0,70095.0,70142.0
5008735,30000.0,30056.0,30102.0,30167.0,30214.0,30289.0,30372.0,30421.0,30489.0,30528.0,30581.0,30630.0,30672.0,30728.0,30737.0,30795.0,30886.0,30996.0,31114.0,31144.0,31308.0,31386.0,31447.0,31485.0,31533.0,31597.0,31639.0,31707.0,31730.0,31760.0,31821.0,31864.0,31886.0,31966.0,32009.0,32041.0,32168.0,32217.0,32270.0,32318.0,32366.0,32424.0,32457.0,32481.0,32508.0,32584.0,32623.0
5008737,37200.0,37247.0,37286.0,37341.0,37381.0,37443.0,37537.0,37593.0,37671.0,37707.0,37756.0,37834.0,37901.0,37989.0,38003.0,38080.0,38172.0,38283.0,38402.0,38455.0,38745.0,38818.0,38884.0,38925.0,38976.0,39044.0,39082.0,39145.0,39177.0,39219.0,39280.0,39330.0,39348.0,39410.0,39460.0,39497.0,39637.0,39684.0,39730.0,39772.0,39813.0,39872.0,39906.0,39930.0,39958.0,40038.0,40079.0
5008739,44400.0,44451.0,44493.0,44553.0,44596.0,44665.0,44767.0,44828.0,44912.0,44960.0,45027.0,45099.0,45161.0,45243.0,45255.0,45336.0,45461.0,45612.0,45774.0,45828.0,46123.0,46219.0,46292.0,46337.0,46398.0,46480.0,46529.0,46609.0,46649.0,46699.0,46758.0,46808.0,46836.0,46935.0,47002.0,47051.0,47206.0,47269.0,47344.0,47412.0,47478.0,47545.0,47584.0,47611.0,47646.0,47748.0,47800.0
5008741,52200.0,52252.0,52295.0,52355.0,52399.0,52468.0,52578.0,52644.0,52735.0,52787.0,52860.0,53005.0,53130.0,53295.0,53321.0,53471.0,53636.0,53835.0,54048.0,54101.0,54390.0,54467.0,54517.0,54548.0,54663.0,54816.0,54871.0,54962.0,55006.0,55063.0,55124.0,55190.0,55226.0,55355.0,55438.0,55498.0,55684.0,55754.0,55827.0,55893.0,55958.0,56043.0,56092.0,56126.0,56166.0,56282.0,56341.0
5008743,60600.0,60650.0,60692.0,60751.0,60794.0,60862.0,60976.0,61044.0,61137.0,61168.0,61212.0,61296.0,61368.0,61463.0,61478.0,61580.0,61720.0,61888.0,62068.0,62125.0,62436.0,62554.0,62648.0,62705.0,62760.0,62833.0,62867.0,62923.0,62954.0,62993.0,63038.0,63085.0,63109.0,63195.0,63273.0,63329.0,63496.0,63546.0,63608.0,63665.0,63720.0,63788.0,63827.0,63854.0,63886.0,63979.0,64026.0
5008745,69000.0,69048.0,69087.0,69143.0,69184.0,69247.0,69327.0,69375.0,69440.0,69474.0,69522.0,69608.0,69682.0,69780.0,69796.0,69970.0,70120.0,70300.0,70493.0,70540.0,70795.0,70885.0,70959.0,71005.0,71054.0,71120.0,71161.0,71229.0,71254.0,71287.0,71343.0,71400.0,71421.0,71496.0,71549.0,71588.0,71732.0,71777.0,71842.0,71901.0,71957.0,72030.0,72072.0,72102.0,72131.0,72214.0,72257.0
5010395,27900.0,27961.0,28012.0,28084.0,28136.0,28219.0,28330.0,28396.0,28487.0,28556.0,28652.0,28764.0,28860.0,28987.0,29007.0,29099.0,29205.0,29333.0,29471.0,29504.0,29683.0,29787.0,29875.0,29929.0,29983.0,30054.0,30095.0,30162.0,30197.0,30241.0,30300.0,30365.0,30391.0,30485.0,30540.0,30580.0,30736.0,30790.0,30864.0,30931.0,30996.0,31062.0,31100.0,31126.0,31164.0,31274.0,31331.0
5010397,37200.0,37250.0,37291.0,37349.0,37391.0,37457.0,37550.0,37606.0,37683.0,37728.0,37790.0,37884.0,37965.0,38072.0,38088.0,38179.0,38310.0,38468.0,38638.0,38677.0,38887.0,38982.0,39047.0,39086.0,39135.0,39201.0,39237.0,39297.0,39331.0,39375.0,39431.0,39484.0,39503.0,39573.0,39629.0,39669.0,39808.0,39861.0,39923.0,39980.0,40035.0,40096.0,40131.0,40156.0,40183.0,40260.0,40299.0
5010399,46800.0,46847.0,46886.0,46941.0,46981.0,47045.0,47140.0,47197.0,47276.0,47317.0,47375.0,47470.0,47552.0,47660.0,47677.0,47779.0,47904.0,48055.0,48217.0,48264.0,48518.0,48619.0,48695.0,48742.0,48799.0,48875.0,48918.0,48988.0,49028.0,49079.0,49147.0,49213.0,49234.0,49310.0,49374.0,49421.0,49573.0,49626.0,49693.0,49754.0,49814.0,49878.0,49915.0,49940.0,49971.0,50059.0,50104.0
5010401,55200.0,55253.0,55297.0,55359.0,55404.0,55475.0,55571.0,55628.0,55708.0,55750.0,55809.0,55904.0,55986.0,56094.0,56110.0,56222.0,56358.0,56523.0,56699.0,56751.0,57033.0,57137.0,57228.0,57284.0,57357.0,57453.0,57502.0,57583.0,57626.0,57680.0,57745.0,57819.0,57846.0,57943.0,58024.0,58083.0,58281.0,58344.0,58423.0,58495.0,58565.0,58643.0,58688.0,58720.0,58755.0,58856.0,58908.0
5010403,63600.0,63643.0,63678.0,63728.0,63764.0,63821.0,63906.0,63957.0,64026.0,64067.0,64125.0,64229.0,64319.0,64437.0,64456.0,64560.0,64721.0,64915.0,65121.0,65166.0,65412.0,65507.0,65599.0,65656.0,65740.0,65852.0,65904.0,65988.0,66025.0,66073.0,66135.0,66198.0,66222.0,66308.0,66373.0,66421.0,66584.0,66637.0,66712.0,66780.0,66847.0,66920.0,66962.0,66991.0,67026.0,67127.0,67178.0
5010405,72000.0,72038.0,72069.0,72113.0,72145.0,72195.0,72266.0,72308.0,72367.0,72405.0,72458.0,72538.0,72607.0,72698.0,72712.0,72821.0,72939.0,73081.0,73234.0,73272.0,73478.0,73552.0,73617.0,73657.0,73705.0,73769.0,73806.0,73867.0,73892.0,73924.0,73974.0,74026.0,74046.0,74117.0,74166.0,74202.0,74326.0,74371.0,74433.0,74489.0,74544.0,74612.0,74651.0,74678.0,74710.0,74802.0,74848.0
5010407,32400.0,32454.0,32499.0,32562.0,32608.0,32681.0,32783.0,32844.0,32927.0,32986.0,33068.0,33177.0,33271.0,33395.0,33414.0,33515.0,33665.0,33846.0,34040.0,34072.0,34245.0,34346.0,34417.0,34461.0,34506.0,34565.0,34599.0,34655.0,34686.0,34726.0,34782.0,34834.0,34853.0,34923.0,34972.0,35008.0,35157.0,35206.0,35268.0,35324.0,35378.0,35434.0,35467.0,35490.0,35512.0,35576.0,35609.0
5011359,30300.0,30354.0,30399.0,30462.0,30508.0,30581.0,30683.0,30744.0,30827.0,30886.0,30968.0,31077.0,31171.0,31295.0,31314.0,31415.0,31565.0,31746.0,31940.0,31972.0,32145.0,32246.0,32317.0,32361.0,32406.0,32465.0,32499.0,32555.0,32586.0,32626.0,32682.0,32734.0,32753.0,32823.0,32872.0,32908.0,33057.0,33106.0,33168.0,33224.0,33278.0,33334.0,33367.0,33390.0,33412.0,33476.0,33509.0
5011361,44400.0,44447.0,44486.0,44541.0,44581.0,44645.0,44740.0,44797.0,44876.0,44917.0,44975.0,45070.0,45152.0,45260.0,45277.0,45379.0,45504.0,45655.0,45817.0,45864.0,46118.0,46219.0,46295.0,46342.0,46399.0,46475.0,46518.0,46588.0,46628.0,46679.0,46747.0,46813.0,46834.0,46910.0,46974.0,47021.0,47173.0,47226.0,47293.0,47354.0,47414.0,47478.0,47515.0,47540.0,47571.0,47659.0,47704.0
5011363,52800.0,52853.0,52897.0,52959.0,53004.0,53075.0,53171.0,53228.0,53308.0,53350.0,53409.0,53504.0,53586.0,53694.0,53710.0,53822.0,53958.0,54123.0,54299.0,54351.0,54633.0,54737.0,54828.0,54884.0,54957.0,55053.0,55102.0,55183.0,55226.0,55280.0,55345.0,55419.0,55446.0,55543.0,55624.0,55683.0,55881.0,55944.0,56023.0,56095.0,56165.0,56243.0,56288.0,56320.0,56355.0,56456.0,56508.0
5011365,63000.0,63043.0,63078.0,63128.0,63164.0,63221.0,63306.0,63357.0,63426.0,63467.0,63525.0,63629.0,63719.0,63837.0,63856.0,63960.0,64121.0,64315.0,64521.0,64566.0,64812.0,64907.0,64999.0,65056.0,65140.0,65252.0,65304.0,65388.0,65425.0,65473.0,65535.0,65598.0,65622.0,65708.0,65773.0,65821.0,65984.0,66037.0,66112.0,66180.0,66247.0,66320.0,66362.0,66391.0,66426.0,66527.0,66578.0
5012117,28800.0,28831.0,28857.0,28893.0,28919.0,28960.0,29013.0,29045.0,29089.0,29128.0,29182.0,29222.0,29256.0,29301.0,29308.0,29348.0,29427.0,29522.0,29623.0,29650.0,29799.0,29858.0,29916.0,29952.0,29989.0,30039.0,30062.0,30100.0,30118.0,30141.0,30186.0,30247.0,30263.0,30320.0,30364.0,30396.0,30518.0,30560.0,30622.0,30678.0,30732.0,30790.0,30823.0,30847.0,30871.0,30940.0,30975.0
5012121,43200.0,43251.0,43293.0,43353.0,43396.0,43465.0,43567.0,43628.0,43712.0,43760.0,43827.0,43899.0,43961.0,44043.0,44055.0,44136.0,44261.0,44412.0,44574.0,44628.0,44923.0,45019.0,45092.0,45137.0,45198.0,45280.0,45329.0,45409.0,45449.0,45499.0,45558.0,45608.0,45636.0,45735.0,45802.0,45851.0,46006.0,46069.0,46144.0,46212.0,46278.0,46345.0,46384.0,46411.0,46446.0,46548.0,46600.0
5012127,67800.0,67848.0,67887.0,67943.0,67984.0,68047.0,68127.0,68175.0,68240.0,68274.0,68322.0,68408.0,68482.0,68580.0,68596.0,68770.0,68920.0,69100.0,69293.0,69340.0,69595.0,69685.0,69759.0,69805.0,69854.0,69920.0,69961.0,70029.0,70054.0,70087.0,70143.0,70200.0,70221.0,70296.0,70349.0,70388.0,70532.0,70577.0,70642.0,70701.0,70757.0,70830.0,70872.0,70902.0,70931.0,71014.0,71057.0
5012720,29700.0,29754.0,29799.0,29862.0,29908.0,29981.0,30083.0,30144.0,30227.0,30286.0,30368.0,30477.0,30571.0,30695.0,30714.0,30815.0,30965.0,31146.0,31340.0,31372.0,31545.0,31646.0,31717.0,31761.0,31806.0,31865.0,31899.0,31955.0,31986.0,32026.0,32082.0,32134.0,32153.0,32223.0,32272.0,32308.0,32457.0,32506.0,32568.0,32624.0,32678.0,32734.0,32767.0,32790.0,32812.0,32876.0,32909.0
5012722,38400.0,38450.0,38491.0,38549.0,38591.0,38657.0,38750.0,38806.0,38883.0,38928.0,38990.0,39084.0,39165.0,39272.0,39288.0,39379.0,39510.0,39668.0,39838.0,39877.0,40087.0,40182.0,40247.0,40286.0,40335.0,40401.0,40437.0,40497.0,40531.0,40575.0,40631.0,40684.0,40703.0,40773.0,40829.0,40869.0,41008.0,41061.0,41123.0,41180.0,41235.0,41296.0,41331.0,41356.0,41383.0,41460.0,41499.0
5012723,59400.0,59450.0,59492.0,59551.0,59594.0,59662.0,59757.0,59814.0,59893.0,59930.0,59981.0,60082.0,60168.0,60282.0,60300.0,60402.0,60547.0,60722.0,60908.0,60955.0,61211.0,61298.0,61386.0,61440.0,61528.0,61644.0,61696.0,61780.0,61817.0,61864.0,61927.0,61994.0,62016.0,62093.0,62155.0,62200.0,62441.0,62509.0,62587.0,62658.0,62727.0,62806.0,62851.0,62883.0,62915.0,63008.0,63055.0
5012726,75600.0,75638.0,75669.0,75713.0,75745.0,75795.0,75866.0,75908.0,75967.0,76005.0,76058.0,76138.0,76207.0,76298.0,76312.0,76421.0,76539.0,76681.0,76834.0,76872.0,77078.0,77152.0,77217.0,77257.0,77305.0,77369.0,77406.0,77467.0,77492.0,77524.0,77574.0,77626.0,77646.0,77717.0,77766.0,77802.0,77926.0,77971.0,78033.0,78089.0,78144.0,78212.0,78251.0,78278.0,78310.0,78402.0,78448.0
5012728,82800.0,82838.0,82869.0,82913.0,82945.0,82995.0,83066.0,83108.0,83167.0,83205.0,83258.0,83338.0,83407.0,83498.0,83512.0,83621.0,83739.0,83881.0,84034.0,84072.0,84278.0,84352.0,84417.0,84457.0,84505.0,84569.0,84606.0,84667.0,84692.0,84724.0,84774.0,84826.0,84846.0,84917.0,84966.0,85002.0,85126.0,85171.0,85233.0,85289.0,85344.0,85412.0,85451.0,85478.0,85510.0,85602.0,85648.0
5013312,60000.0,60050.0,60092.0,60151.0,60194.0,60262.0,60357.0,60414.0,60493.0,60530.0,60581.0,60682.0,60768.0,60882.0,60900.0,61002.0,61147.0,61322.0,61508.0,61555.0,61811.0,61898.0,61986.0,62040.0,62128.0,62244.0,62296.0,62380.0,62417.0,62464.0,62527.0,62594.0,62616.0,62693.0,62755.0,62800.0,63041.0,63109.0,63187.0,63258.0,63327.0,63406.0,63451.0,63483.0,63515.0,63608.0,63655.0
5013869,25200.0,25253.0,25297.0,25358.0,25403.0,25473.0,25569.0,25626.0,25706.0,25750.0,25812.0,25915.0,26003.0,26119.0,26137.0,26223.0,26326.0,26451.0,26584.0,26618.0,26805.0,26909.0,26975.0,27015.0,27064.0,27128.0,27165.0,27225.0,27255.0,27294.0,27358.0,27416.0,27437.0,27512.0,27555.0,27586.0,27736.0,27791.0,27861.0,27924.0,27985.0,28051.0,28089.0,28115.0,28145.0,28231.0,28275.0
5013871,33900.0,33950.0,33991.0,34049.0,34091.0,34157.0,34250.0,34306.0,34383.0,34428.0,34490.0,34584.0,34665.0,34772.0,34788.0,34879.0,35010.0,35168.0,35338.0,35377.0,35587.0,35682.0,35747.0,35786.0,35835.0,35901.0,35937.0,35997.0,36031.0,36075.0,36131.0,36184.0,36203.0,36273.0,36329.0,36369.0,36508.0,36561.0,36623.0,36680.0,36735.0,36796.0,36831.0,36856.0,36883.0,36960.0,36999.0
5013873,61200.0,61250.0,61292.0,61351.0,61394.0,61462.0,61557.0,61614.0,61693.0,61730.0,61781.0,61882.0,61968.0,62082.0,62100.0,62202.0,62347.0,62522.0,62708.0,62755.0,63011.0,63098.0,63186.0,63240.0,63328.0,63444.0,63496.0,63580.0,63617.0,63664.0,63727.0,63794.0,63816.0,63893.0,63955.0,64000.0,64241.0,64309.0,64387.0,64458.0,64527.0,64606.0,64651.0,64683.0,64715.0,64808.0,64855.0
5013875,70800.0,70846.0,70884.0,70938.0,70977.0,71039.0,71137.0,71195.0,71276.0,71312.0,71362.0,71455.0,71535.0,71641.0,71658.0,71773.0,71899.0,72051.0,72215.0,72256.0,72479.0,72568.0,72644.0,72691.0,72753.0,72836.0,72884.0,72963.0,72992.0,73029.0,73082.0,73148.0,73171.0,73251.0,73306.0,73346.0,73492.0,73541.0,73610.0,73673.0,73734.0,73805.0,73846.0,73874.0,73905.0,73995.0,74042.0
5014038,28500.0,28561.0,28612.0,28684.0,28736.0,28819.0,28930.0,28996.0,29087.0,29156.0,29252.0,29364.0,29460.0,29587.0,29607.0,29699.0,29805.0,29933.0,30071.0,30104.0,30283.0,30387.0,30475.0,30529.0,30583.0,30654.0,30695.0,30762.0,30797.0,30841.0,30900.0,30965.0,30991.0,31085.0,31140.0,31180.0,31336.0,31390.0,31464.0,31531.0,31596.0,31662.0,31700.0,31726.0,31764.0,31874.0,31931.0
5014041,48000.0,48047.0,48086.0,48141.0,48181.0,48245.0,48340.0,48397.0,48476.0,48517.0,48575.0,48670.0,48752.0,48860.0,48877.0,48979.0,49104.0,49255.0,49417.0,49464.0,49718.0,49819.0,49895.0,49942.0,49999.0,50075.0,50118.0,50188.0,50228.0,50279.0,50347.0,50413.0,50434.0,50510.0,50574.0,50621.0,50773.0,50826.0,50893.0,50954.0,51014.0,51078.0,51115.0,51140.0,51171.0,51259.0,51304.0
5014043,56400.0,56453.0,56497.0,56559.0,56604.0,56675.0,56771.0,56828.0,56908.0,56950.0,57009.0,57104.0,57186.0,57294.0,57310.0,57422.0,57558.0,57723.0,57899.0,57951.0,58233.0,58337.0,58428.0,58484.0,58557.0,58653.0,58702.0,58783.0,58826.0,58880.0,58945.0,59019.0,59046.0,59143.0,59224.0,59283.0,59481.0,59544.0,59623.0,59695.0,59765.0,59843.0,59888.0,59920.0,59955.0,60056.0,60108.0
5014045,64800.0,64843.0,64878.0,64928.0,64964.0,65021.0,65106.0,65157.0,65226.0,65267.0,65325.0,65429.0,65519.0,65637.0,65656.0,65760.0,65921.0,66115.0,66321.0,66366.0,66612.0,66707.0,66799.0,66856.0,66940.0,67052.0,67104.0,67188.0,67225.0,67273.0,67335.0,67398.0,67422.0,67508.0,67573.0,67621.0,67784.0,67837.0,67912.0,67980.0,68047.0,68120.0,68162.0,68191.0,68226.0,68327.0,68378.0
5014047,73800.0,73838.0,73869.0,73913.0,73945.0,73995.0,74066.0,74108.0,74167.0,74205.0,74258.0,74338.0,74407.0,74498.0,74512.0,74621.0,74739.0,74881.0,75034.0,75072.0,75278.0,75352.0,75417.0,75457.0,75505.0,75569.0,75606.0,75667.0,75692.0,75724.0,75774.0,75826.0,75846.0,75917.0,75966.0,76002.0,76126.0,76171.0,76233.0,76289.0,76344.0,76412.0,76451.0,76478.0,76510.0,76602.0,76648.0
5014049,81000.0,81038.0,81069.0,81113.0,81145.0,81195.0,81266.0,81308.0,81367.0,81405.0,81458.0,81538.0,81607.0,81698.0,81712.0,81821.0,81939.0,82081.0,82234.0,82272.0,82478.0,82552.0,82617.0,82657.0,82705.0,82769.0,82806.0,82867.0,82892.0,82924.0,82974.0,83026.0,83046.0,83117.0,83166.0,83202.0,83326.0,83371.0,83433.0,83489.0,83544.0,83612.0,83651.0,83678.0,83710.0,83802.0,83848.0
5014150,33000.0,33054.0,33099.0,33162.0,33208.0,33281.0,33383.0,33444.0,33527.0,33586.0,33668.0,33777.0,33871.0,33995.0,34014.0,34115.0,34265.0,34446.0,34640.0,34672.0,34845.0,34946.0,35017.0,35061.0,35106.0,35165.0,35199.0,35255.0,35286.0,35326.0,35382.0,35434.0,35453.0,35523.0,35572.0,35608.0,35757.0,35806.0,35868.0,35924.0,35978.0,36034.0,36067.0,36090.0,36112.0,36176.0,36209.0
5014152,42000.0,42047.0,42086.0,42141.0,42181.0,42245.0,42340.0,42397.0,42476.0,42517.0,42575.0,42670.0,42752.0,42860.0,42877.0,42979.0,43104.0,43255.0,43417.0,43464.0,43718.0,43819.0,43895.0,43942.0,43999.0,44075.0,44118.0,44188.0,44228.0,44279.0,44347.0,44413.0,44434.0,44510.0,44574.0,44621.0,44773.0,44826.0,44893.0,44954.0,45014.0,45078.0,45115.0,45140.0,45171.0,45259.0,45304.0
