tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
5107237,74400.0,74422.0,74440.0,74457.0,74469.0,74486.0,74505.0,74540.0,74562.0,74617.0,74651.0,74689.0,74716.0,74740.0,74778.0,74822.0,74850.0,74902.0,74936.0,74981.0,74996.0,75028.0,75045.0,75088.0,75121.0,75142.0,75164.0,75183.0,75195.0,75215.0,75246.0,75273.0,75294.0,75312.0,75330.0,75350.0,75371.0,75387.0,75421.0,75461.0,75484.0,75516.0,75539.0,75580.0,75608.0,75638.0,75700.0,75739.0,75772.0,75802.0,75831.0,75868.0,75888.0,75981.0,76036.0
5107239,79800.0,79822.0,79840.0,79857.0,79869.0,79886.0,79905.0,79940.0,79962.0,80017.0,80051.0,80089.0,80116.0,80140.0,80178.0,80222.0,80250.0,80302.0,80336.0,80381.0,80396.0,80428.0,80445.0,80488.0,80521.0,80542.0,80564.0,80583.0,80595.0,80615.0,80646.0,80673.0,80694.0,80712.0,80730.0,80750.0,80771.0,80787.0,80821.0,80861.0,80884.0,80916.0,80939.0,80980.0,81008.0,81038.0,81100.0,81139.0,81172.0,81202.0,81231.0,81268.0,81288.0,81381.0,81436.0
5109118,23100.0,23123.0,23141.0,23159.0,23171.0,23189.0,23209.0,23244.0,23261.0,23304.0,23330.0,23360.0,23382.0,23403.0,23443.0,23497.0,23532.0,23578.0,23611.0,23653.0,23667.0,23698.0,23724.0,23789.0,23833.0,23861.0,23891.0,23916.0,23933.0,23957.0,23994.0,24026.0,24052.0,24077.0,24102.0,24132.0,24158.0,24178.0,24217.0,24262.0,24289.0,24332.0,24363.0,24416.0,24451.0,24494.0,24582.0,24628.0,24666.0,24716.0,24766.0,24816.0,24843.0,24950.0,25013.0
5109120,30300.0,30336.0,30365.0,30393.0,30412.0,30440.0,30471.0,30527.0,30550.0,30606.0,30640.0,30679.0,30702.0,30724.0,30763.0,30829.0,30872.0,30980.0,31032.0,31099.0,31120.0,31166.0,31195.0,31267.0,31319.0,31353.0,31390.0,31421.0,31440.0,31475.0,31530.0,31578.0,31617.0,31645.0,31673.0,31705.0,31733.0,31754.0,31820.0,31881.0,31918.0,31975.0,32015.0,32094.0,32148.0,32204.0,32321.0,32391.0,32449.0,32508.0,32567.0,32637.0,32674.0,32776.0,32837.0
5109122,37800.0,37827.0,37849.0,37870.0,37885.0,37906.0,37930.0,37974.0,38000.0,38062.0,38101.0,38144.0,38168.0,38190.0,38228.0,38278.0,38310.0,38384.0,38426.0,38480.0,38497.0,38535.0,38559.0,38617.0,38660.0,38688.0,38717.0,38741.0,38757.0,38792.0,38846.0,38892.0,38930.0,38957.0,38984.0,39015.0,39043.0,39065.0,39120.0,39180.0,39216.0,39266.0,39302.0,39360.0,39399.0,39439.0,39521.0,39578.0,39625.0,39667.0,39709.0,39756.0,39781.0,39893.0,39960.0
5109124,45000.0,45026.0,45047.0,45068.0,45082.0,45103.0,45126.0,45167.0,45194.0,45259.0,45299.0,45345.0,45372.0,45397.0,45436.0,45489.0,45523.0,45627.0,45669.0,45724.0,45743.0,45785.0,45810.0,45870.0,45913.0,45941.0,45977.0,46007.0,46026.0,46062.0,46117.0,46165.0,46204.0,46232.0,46260.0,46294.0,46326.0,46351.0,46407.0,46460.0,46492.0,46540.0,46574.0,46628.0,46664.0,46706.0,46794.0,46842.0,46881.0,46918.0,46955.0,47007.0,47035.0,47165.0,47242.0
5109126,52200.0,52221.0,52238.0,52255.0,52267.0,52284.0,52303.0,52336.0,52367.0,52442.0,52488.0,52541.0,52566.0,52590.0,52628.0,52684.0,52720.0,52840.0,52886.0,52945.0,52964.0,53006.0,53030.0,53089.0,53139.0,53171.0,53201.0,53226.0,53242.0,53276.0,53329.0,53375.0,53413.0,53443.0,53473.0,53509.0,53536.0,53556.0,53615.0,53668.0,53700.0,53748.0,53783.0,53837.0,53874.0,53921.0,54020.0,54068.0,54107.0,54150.0,54193.0,54237.0,54260.0,54394.0,54474.0
5109128,59400.0,59424.0,59444.0,59463.0,59476.0,59495.0,59516.0,59554.0,59586.0,59663.0,59711.0,59764.0,59791.0,59815.0,59853.0,59902.0,59934.0,60039.0,60083.0,60141.0,60157.0,60192.0,60218.0,60281.0,60331.0,60363.0,60400.0,60431.0,60451.0,60484.0,60535.0,60579.0,60616.0,60640.0,60664.0,60693.0,60724.0,60748.0,60804.0,60869.0,60907.0,60955.0,60989.0,61059.0,61107.0,61163.0,61278.0,61344.0,61398.0,61441.0,61484.0,61526.0,61548.0,61698.0,61788.0
5109132,75600.0,75622.0,75640.0,75657.0,75669.0,75686.0,75705.0,75740.0,75762.0,75817.0,75851.0,75889.0,75916.0,75940.0,75978.0,76022.0,76050.0,76102.0,76136.0,76181.0,76196.0,76228.0,76245.0,76288.0,76321.0,76342.0,76364.0,76383.0,76395.0,76415.0,76446.0,76473.0,76494.0,76512.0,76530.0,76550.0,76571.0,76587.0,76621.0,76661.0,76684.0,76716.0,76739.0,76780.0,76808.0,76838.0,76900.0,76939.0,76972.0,77002.0,77031.0,77068.0,77088.0,77181.0,77236.0
5109134,81300.0,81322.0,81340.0,81357.0,81369.0,81386.0,81405.0,81440.0,81462.0,81517.0,81551.0,81589.0,81616.0,81640.0,81678.0,81722.0,81750.0,81802.0,81836.0,81881.0,81896.0,81928.0,81945.0,81988.0,82021.0,82042.0,82064.0,82083.0,82095.0,82115.0,82146.0,82173.0,82194.0,82212.0,82230.0,82250.0,82271.0,82287.0,82321.0,82361.0,82384.0,82416.0,82439.0,82480.0,82508.0,82538.0,82600.0,82639.0,82672.0,82702.0,82731.0,82768.0,82788.0,82881.0,82936.0
5109301,28200.0,28239.0,28271.0,28302.0,28323.0,28354.0,28389.0,28450.0,28475.0,28536.0,28574.0,28616.0,28642.0,28666.0,28719.0,28789.0,28833.0,28905.0,28951.0,29010.0,29029.0,29069.0,29095.0,29160.0,29211.0,29244.0,29290.0,29328.0,29352.0,29390.0,29449.0,29500.0,29542.0,29577.0,29612.0,29654.0,29696.0,29728.0,29794.0,29865.0,29907.0,29989.0,30047.0,30155.0,30228.0,30298.0,30444.0,30515.0,30573.0,30652.0,30730.0,30815.0,30861.0,30984.0,31058.0
5109303,35700.0,35727.0,35749.0,35770.0,35785.0,35806.0,35830.0,35874.0,35900.0,35962.0,36001.0,36044.0,36068.0,36090.0,36128.0,36178.0,36210.0,36284.0,36326.0,36380.0,36397.0,36435.0,36459.0,36517.0,36560.0,36588.0,36617.0,36641.0,36657.0,36692.0,36746.0,36792.0,36830.0,36857.0,36884.0,36915.0,36943.0,36965.0,37020.0,37080.0,37116.0,37166.0,37202.0,37260.0,37299.0,37339.0,37421.0,37478.0,37525.0,37567.0,37609.0,37656.0,37681.0,37793.0,37860.0
5109307,49800.0,49826.0,49847.0,49868.0,49882.0,49903.0,49926.0,49967.0,49994.0,50059.0,50099.0,50145.0,50172.0,50197.0,50236.0,50289.0,50323.0,50427.0,50469.0,50524.0,50543.0,50585.0,50610.0,50670.0,50713.0,50741.0,50777.0,50807.0,50826.0,50862.0,50917.0,50965.0,51004.0,51032.0,51060.0,51094.0,51126.0,51151.0,51207.0,51260.0,51292.0,51340.0,51374.0,51428.0,51464.0,51506.0,51594.0,51642.0,51681.0,51718.0,51755.0,51807.0,51835.0,51965.0,52042.0
5109309,57000.0,57030.0,57054.0,57078.0,57094.0,57118.0,57144.0,57191.0,57223.0,57301.0,57349.0,57403.0,57435.0,57464.0,57506.0,57582.0,57630.0,57775.0,57824.0,57889.0,57908.0,57950.0,57976.0,58038.0,58081.0,58109.0,58144.0,58173.0,58191.0,58223.0,58273.0,58316.0,58352.0,58380.0,58408.0,58441.0,58474.0,58499.0,58566.0,58623.0,58657.0,58706.0,58741.0,58802.0,58843.0,58886.0,58975.0,59017.0,59051.0,59086.0,59120.0,59162.0,59185.0,59344.0,59439.0
5109311,64800.0,64827.0,64849.0,64870.0,64885.0,64906.0,64930.0,64971.0,65001.0,65075.0,65121.0,65172.0,65196.0,65218.0,65255.0,65301.0,65330.0,65429.0,65483.0,65553.0,65573.0,65617.0,65645.0,65715.0,65764.0,65796.0,65826.0,65851.0,65867.0,65900.0,65951.0,65995.0,66032.0,66055.0,66078.0,66104.0,66140.0,66167.0,66236.0,66298.0,66335.0,66383.0,66418.0,66477.0,66517.0,66561.0,66653.0,66715.0,66766.0,66803.0,66840.0,66880.0,66901.0,67055.0,67146.0
5109313,71400.0,71425.0,71445.0,71464.0,71477.0,71496.0,71518.0,71556.0,71580.0,71638.0,71674.0,71714.0,71742.0,71767.0,71805.0,71850.0,71878.0,71958.0,71993.0,72038.0,72054.0,72088.0,72109.0,72159.0,72198.0,72223.0,72247.0,72267.0,72280.0,72304.0,72341.0,72373.0,72400.0,72423.0,72446.0,72472.0,72495.0,72512.0,72563.0,72609.0,72636.0,72679.0,72710.0,72763.0,72798.0,72838.0,72921.0,72965.0,73002.0,73036.0,73070.0,73111.0,73133.0,73261.0,73337.0
5109315,77700.0,77722.0,77740.0,77757.0,77769.0,77786.0,77805.0,77840.0,77862.0,77917.0,77951.0,77989.0,78016.0,78040.0,78078.0,78122.0,78150.0,78202.0,78236.0,78281.0,78296.0,78328.0,78345.0,78388.0,78421.0,78442.0,78464.0,78483.0,78495.0,78515.0,78546.0,78573.0,78594.0,78612.0,78630.0,78650.0,78671.0,78687.0,78721.0,78761.0,78784.0,78816.0,78839.0,78880.0,78908.0,78938.0,79000.0,79039.0,79072.0,79102.0,79131.0,79168.0,79188.0,79281.0,79336.0
5109317,83700.0,83722.0,83740.0,83757.0,83769.0,83786.0,83805.0,83840.0,83862.0,83917.0,83951.0,83989.0,84016.0,84040.0,84078.0,84122.0,84150.0,84202.0,84236.0,84281.0,84296.0,84328.0,84345.0,84388.0,84421.0,84442.0,84464.0,84483.0,84495.0,84515.0,84546.0,84573.0,84594.0,84612.0,84630.0,84650.0,84671.0,84687.0,84721.0,84761.0,84784.0,84816.0,84839.0,84880.0,84908.0,84938.0,85000.0,85039.0,85072.0,85102.0,85131.0,85168.0,85188.0,85281.0,85336.0
5110368,66000.0,66025.0,66045.0,66064.0,66077.0,66096.0,66118.0,66156.0,66180.0,66238.0,66274.0,66314.0,66342.0,66367.0,66405.0,66450.0,66478.0,66558.0,66593.0,66638.0,66654.0,66688.0,66709.0,66759.0,66798.0,66823.0,66847.0,66867.0,66880.0,66904.0,66941.0,66973.0,67000.0,67023.0,67046.0,67072.0,67095.0,67112.0,67163.0,67209.0,67236.0,67279.0,67310.0,67363.0,67398.0,67438.0,67521.0,67565.0,67602.0,67636.0,67670.0,67711.0,67733.0,67861.0,67937.0
5110530,26400.0,26439.0,26471.0,26502.0,26523.0,26554.0,26589.0,26650.0,26675.0,26736.0,26774.0,26816.0,26842.0,26866.0,26919.0,26989.0,27033.0,27105.0,27151.0,27210.0,27229.0,27269.0,27295.0,27360.0,27411.0,27444.0,27490.0,27528.0,27552.0,27590.0,27649.0,27700.0,27742.0,27777.0,27812.0,27854.0,27896.0,27928.0,27994.0,28065.0,28107.0,28189.0,28247.0,28355.0,28428.0,28498.0,28644.0,28715.0,28773.0,28852.0,28930.0,29015.0,29061.0,29184.0,29258.0
5110532,33600.0,33627.0,33649.0,33670.0,33685.0,33706.0,33730.0,33774.0,33800.0,33862.0,33901.0,33944.0,33968.0,33990.0,34028.0,34078.0,34110.0,34184.0,34226.0,34280.0,34297.0,34335.0,34359.0,34417.0,34460.0,34488.0,34517.0,34541.0,34557.0,34592.0,34646.0,34692.0,34730.0,34757.0,34784.0,34815.0,34843.0,34865.0,34920.0,34980.0,35016.0,35066.0,35102.0,35160.0,35199.0,35239.0,35321.0,35378.0,35425.0,35467.0,35509.0,35556.0,35581.0,35693.0,35760.0
5110534,41400.0,41426.0,41447.0,41468.0,41482.0,41503.0,41526.0,41567.0,41594.0,41659.0,41699.0,41745.0,41772.0,41797.0,41836.0,41889.0,41923.0,42027.0,42069.0,42124.0,42143.0,42185.0,42210.0,42270.0,42313.0,42341.0,42377.0,42407.0,42426.0,42462.0,42517.0,42565.0,42604.0,42632.0,42660.0,42694.0,42726.0,42751.0,42807.0,42860.0,42892.0,42940.0,42974.0,43028.0,43064.0,43106.0,43194.0,43242.0,43281.0,43318.0,43355.0,43407.0,43435.0,43565.0,43642.0
5110539,70200.0,70225.0,70245.0,70264.0,70277.0,70296.0,70318.0,70356.0,70380.0,70438.0,70474.0,70514.0,70542.0,70567.0,70605.0,70650.0,70678.0,70758.0,70793.0,70838.0,70854.0,70888.0,70909.0,70959.0,70998.0,71023.0,71047.0,71067.0,71080.0,71104.0,71141.0,71173.0,71200.0,71223.0,71246.0,71272.0,71295.0,71312.0,71363.0,71409.0,71436.0,71479.0,71510.0,71563.0,71598.0,71638.0,71721.0,71765.0,71802.0,71836.0,71870.0,71911.0,71933.0,72061.0,72137.0
