tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P
5007194,45000.0,45092.0,45194.0,45317.0,45416.0,45488.0,45565.0,45729.0,45785.0,45820.0,46056.0,46110.0,46131.0,46150.0,46233.0,46260.0,46290.0,46309.0,46344.0,46382.0,46430.0,46481.0,46507.0,46648.0,46684.0,46709.0,46852.0,46887.0,46931.0,46963.0,47026.0,47067.0,47118.0,47155.0,47178.0,47207.0,47267.0,47357.0,47427.0,47484.0,47551.0,47572.0,47655.0,47672.0,47694.0,47749.0,47896.0,47956.0
5007199,73800.0,73930.0,74074.0,74247.0,74387.0,74489.0,74555.0,74696.0,74776.0,74825.0,75045.0,75077.0,75099.0,75118.0,75165.0,75191.0,75230.0,75255.0,75301.0,75331.0,75370.0,75411.0,75432.0,75597.0,75639.0,75668.0,75794.0,75853.0,75909.0,75942.0,76040.0,76102.0,76139.0,76166.0,76183.0,76203.0,76267.0,76329.0,76391.0,76442.0,76513.0,76528.0,76608.0,76630.0,76653.0,76712.0,76871.0,76936.0
5007553,26880.0,26949.0,27026.0,27118.0,27193.0,27247.0,27310.0,27445.0,27528.0,27579.0,27767.0,27819.0,27845.0,27868.0,27958.0,27984.0,28016.0,28039.0,28081.0,28124.0,28179.0,28237.0,28267.0,28427.0,28468.0,28497.0,28617.0,28657.0,28701.0,28740.0,28833.0,28892.0,28941.0,28978.0,29001.0,29030.0,29094.0,29134.0,29182.0,29222.0,29297.0,29317.0,29418.0,29440.0,29458.0,29503.0,29625.0,29690.0
5007560,63000.0,63121.0,63256.0,63418.0,63549.0,63645.0,63758.0,63999.0,64107.0,64173.0,64359.0,64422.0,64456.0,64486.0,64591.0,64616.0,64651.0,64673.0,64713.0,64761.0,64822.0,64886.0,64919.0,65080.0,65121.0,65150.0,65290.0,65334.0,65386.0,65425.0,65523.0,65586.0,65653.0,65701.0,65731.0,65768.0,65930.0,66002.0,66065.0,66117.0,66191.0,66210.0,66354.0,66421.0,66447.0,66513.0,66691.0,66748.0
5008246,52200.0,52273.0,52355.0,52453.0,52532.0,52590.0,52683.0,52879.0,52971.0,53028.0,53208.0,53264.0,53290.0,53313.0,53386.0,53411.0,53440.0,53458.0,53491.0,53531.0,53582.0,53635.0,53663.0,53837.0,53881.0,53912.0,54017.0,54058.0,54094.0,54120.0,54211.0,54269.0,54297.0,54327.0,54346.0,54369.0,54431.0,54523.0,54580.0,54626.0,54682.0,54692.0,54783.0,54805.0,54828.0,54887.0,55045.0,55106.0
5009221,55800.0,55875.0,55959.0,56060.0,56141.0,56200.0,56279.0,56446.0,56515.0,56558.0,56811.0,56847.0,56869.0,56888.0,56933.0,56959.0,56989.0,57010.0,57048.0,57080.0,57121.0,57164.0,57186.0,57319.0,57353.0,57377.0,57504.0,57539.0,57576.0,57601.0,57663.0,57702.0,57736.0,57760.0,57775.0,57792.0,57861.0,57927.0,57964.0,57995.0,58069.0,58087.0,58171.0,58194.0,58213.0,58262.0,58395.0,58447.0
5010233,63000.0,63075.0,63159.0,63260.0,63341.0,63400.0,63479.0,63646.0,63715.0,63758.0,64011.0,64047.0,64069.0,64088.0,64133.0,64159.0,64189.0,64210.0,64248.0,64280.0,64321.0,64364.0,64386.0,64519.0,64553.0,64577.0,64704.0,64739.0,64776.0,64801.0,64863.0,64902.0,64936.0,64960.0,64975.0,64992.0,65061.0,65127.0,65164.0,65195.0,65269.0,65287.0,65371.0,65394.0,65413.0,65462.0,65595.0,65647.0
5011257,41400.0,41503.0,41617.0,41755.0,41866.0,41947.0,42033.0,42214.0,42308.0,42366.0,42571.0,42626.0,42651.0,42673.0,42728.0,42754.0,42787.0,42809.0,42849.0,42888.0,42938.0,42991.0,43019.0,43142.0,43173.0,43196.0,43312.0,43352.0,43397.0,43426.0,43490.0,43531.0,43569.0,43601.0,43621.0,43646.0,43711.0,43793.0,43831.0,43863.0,43924.0,43946.0,44042.0,44060.0,44086.0,44153.0,44334.0,44391.0
5011606,48600.0,48697.0,48805.0,48935.0,49040.0,49115.0,49212.0,49419.0,49527.0,49594.0,49798.0,49855.0,49882.0,49905.0,49973.0,49999.0,50034.0,50054.0,50091.0,50137.0,50195.0,50256.0,50289.0,50436.0,50473.0,50500.0,50612.0,50651.0,50694.0,50727.0,50800.0,50846.0,50894.0,50941.0,50970.0,51006.0,51182.0,51244.0,51285.0,51318.0,51380.0,51396.0,51521.0,51601.0,51634.0,51719.0,51947.0,52008.0
5011717,66600.0,66721.0,66856.0,67018.0,67149.0,67245.0,67358.0,67599.0,67707.0,67773.0,67959.0,68022.0,68056.0,68086.0,68191.0,68216.0,68251.0,68273.0,68313.0,68361.0,68422.0,68486.0,68519.0,68680.0,68721.0,68750.0,68890.0,68934.0,68986.0,69025.0,69123.0,69186.0,69253.0,69301.0,69331.0,69368.0,69530.0,69602.0,69665.0,69717.0,69791.0,69810.0,69954.0,70021.0,70047.0,70113.0,70291.0,70348.0
5011786,48600.0,48673.0,48755.0,48853.0,48932.0,48990.0,49083.0,49279.0,49371.0,49428.0,49608.0,49664.0,49690.0,49713.0,49786.0,49811.0,49840.0,49858.0,49891.0,49931.0,49982.0,50035.0,50063.0,50237.0,50281.0,50312.0,50417.0,50458.0,50494.0,50520.0,50611.0,50669.0,50697.0,50727.0,50746.0,50769.0,50831.0,50923.0,50980.0,51026.0,51082.0,51092.0,51183.0,51205.0,51228.0,51287.0,51445.0,51506.0
5013703,41400.0,41492.0,41594.0,41717.0,41816.0,41888.0,41965.0,42129.0,42185.0,42220.0,42456.0,42510.0,42531.0,42550.0,42633.0,42660.0,42690.0,42709.0,42744.0,42782.0,42830.0,42881.0,42907.0,43048.0,43084.0,43109.0,43252.0,43287.0,43331.0,43363.0,43426.0,43467.0,43518.0,43555.0,43578.0,43607.0,43667.0,43757.0,43827.0,43884.0,43951.0,43972.0,44055.0,44072.0,44094.0,44149.0,44296.0,44356.0
5015471,45000.0,45097.0,45205.0,45335.0,45440.0,45515.0,45612.0,45819.0,45927.0,45994.0,46198.0,46255.0,46282.0,46305.0,46373.0,46399.0,46434.0,46454.0,46491.0,46537.0,46595.0,46656.0,46689.0,46836.0,46873.0,46900.0,47012.0,47051.0,47094.0,47127.0,47200.0,47246.0,47294.0,47341.0,47370.0,47406.0,47582.0,47644.0,47685.0,47718.0,47780.0,47796.0,47921.0,48001.0,48034.0,48119.0,48347.0,48408.0
5016489,73500.0,73567.0,73642.0,73732.0,73805.0,73858.0,73940.0,74115.0,74200.0,74253.0,74422.0,74466.0,74493.0,74517.0,74558.0,74583.0,74612.0,74631.0,74665.0,74702.0,74749.0,74799.0,74825.0,74965.0,75001.0,75026.0,75134.0,75170.0,75210.0,75234.0,75300.0,75343.0,75374.0,75402.0,75419.0,75440.0,75493.0,75571.0,75608.0,75639.0,75694.0,75703.0,75779.0,75796.0,75818.0,75874.0,76024.0,76081.0
5017644,30600.0,30721.0,30855.0,31017.0,31148.0,31242.0,31328.0,31509.0,31628.0,31702.0,31929.0,31973.0,32002.0,32028.0,32096.0,32121.0,32157.0,32181.0,32224.0,32276.0,32342.0,32412.0,32450.0,32599.0,32637.0,32664.0,32774.0,32822.0,32868.0,32895.0,32983.0,33039.0,33109.0,33149.0,33174.0,33204.0,33268.0,33317.0,33357.0,33390.0,33452.0,33465.0,33553.0,33574.0,33597.0,33656.0,33814.0,33870.0
5017654,77400.0,77465.0,77537.0,77624.0,77694.0,77744.0,77844.0,78055.0,78126.0,78170.0,78349.0,78379.0,78401.0,78421.0,78469.0,78495.0,78527.0,78548.0,78585.0,78619.0,78662.0,78707.0,78731.0,78859.0,78891.0,78914.0,79019.0,79055.0,79096.0,79127.0,79201.0,79248.0,79278.0,79305.0,79322.0,79343.0,79396.0,79432.0,79471.0,79503.0,79564.0,79586.0,79669.0,79689.0,79706.0,79748.0,79861.0,79918.0
5019131,27000.0,27058.0,27122.0,27199.0,27261.0,27306.0,27357.0,27466.0,27504.0,27527.0,27675.0,27698.0,27713.0,27726.0,27748.0,27769.0,27797.0,27819.0,27860.0,27884.0,27915.0,27947.0,27964.0,28102.0,28137.0,28162.0,28238.0,28263.0,28298.0,28322.0,28374.0,28408.0,28433.0,28455.0,28469.0,28486.0,28523.0,28547.0,28567.0,28584.0,28636.0,28642.0,28718.0,28734.0,28747.0,28779.0,28865.0,28902.0
5019536,70200.0,70293.0,70397.0,70522.0,70623.0,70696.0,70796.0,71009.0,71094.0,71146.0,71349.0,71391.0,71423.0,71451.0,71506.0,71532.0,71566.0,71588.0,71629.0,71667.0,71715.0,71766.0,71793.0,71928.0,71962.0,71987.0,72115.0,72163.0,72208.0,72245.0,72310.0,72352.0,72382.0,72410.0,72427.0,72448.0,72506.0,72572.0,72610.0,72642.0,72713.0,72730.0,72826.0,72849.0,72868.0,72916.0,73046.0,73103.0
5084542,41400.0,41499.0,41609.0,41741.0,41848.0,41926.0,42008.0,42183.0,42273.0,42329.0,42526.0,42579.0,42603.0,42624.0,42677.0,42702.0,42734.0,42755.0,42794.0,42832.0,42880.0,42931.0,42957.0,43076.0,43106.0,43127.0,43239.0,43277.0,43320.0,43348.0,43410.0,43449.0,43486.0,43517.0,43536.0,43560.0,43623.0,43702.0,43739.0,43769.0,43828.0,43849.0,43941.0,43958.0,43983.0,44048.0,44221.0,44276.0
5085787,45000.0,45093.0,45197.0,45322.0,45423.0,45495.0,45589.0,45787.0,45891.0,45955.0,46151.0,46206.0,46232.0,46254.0,46319.0,46344.0,46378.0,46397.0,46433.0,46477.0,46533.0,46592.0,46623.0,46765.0,46801.0,46826.0,46934.0,46972.0,47013.0,47045.0,47115.0,47159.0,47205.0,47250.0,47278.0,47313.0,47482.0,47542.0,47581.0,47613.0,47673.0,47688.0,47808.0,47885.0,47917.0,47999.0,48218.0,48277.0
5085797,51900.0,51953.0,52012.0,52083.0,52140.0,52181.0,52242.0,52370.0,52455.0,52507.0,52665.0,52711.0,52733.0,52752.0,52783.0,52807.0,52837.0,52857.0,52894.0,52932.0,52980.0,53031.0,53057.0,53175.0,53205.0,53226.0,53321.0,53359.0,53395.0,53418.0,53484.0,53527.0,53552.0,53576.0,53591.0,53609.0,53655.0,53710.0,53745.0,53773.0,53822.0,53833.0,53919.0,53938.0,53954.0,53994.0,54100.0,54151.0
5085799,59100.0,59190.0,59290.0,59410.0,59507.0,59576.0,59690.0,59932.0,59976.0,60003.0,60225.0,60285.0,60319.0,60348.0,60422.0,60454.0,60486.0,60507.0,60546.0,60593.0,60653.0,60716.0,60749.0,60899.0,60937.0,60964.0,61079.0,61122.0,61167.0,61206.0,61271.0,61313.0,61340.0,61370.0,61389.0,61412.0,61475.0,61553.0,61597.0,61634.0,61696.0,61708.0,61853.0,61882.0,61899.0,61943.0,62063.0,62109.0
5085801,66300.0,66390.0,66490.0,66610.0,66707.0,66776.0,66890.0,67132.0,67176.0,67203.0,67425.0,67485.0,67519.0,67548.0,67622.0,67654.0,67686.0,67707.0,67746.0,67793.0,67853.0,67916.0,67949.0,68099.0,68137.0,68164.0,68279.0,68322.0,68367.0,68406.0,68471.0,68513.0,68540.0,68570.0,68589.0,68612.0,68675.0,68753.0,68797.0,68834.0,68896.0,68908.0,69053.0,69082.0,69099.0,69143.0,69263.0,69309.0
5085803,73500.0,73565.0,73637.0,73724.0,73794.0,73844.0,73923.0,74091.0,74173.0,74224.0,74387.0,74429.0,74455.0,74478.0,74517.0,74541.0,74569.0,74587.0,74620.0,74656.0,74701.0,74749.0,74774.0,74909.0,74943.0,74967.0,75071.0,75106.0,75144.0,75167.0,75231.0,75272.0,75302.0,75328.0,75344.0,75365.0,75416.0,75491.0,75527.0,75556.0,75609.0,75618.0,75691.0,75707.0,75728.0,75782.0,75926.0,75981.0
5086541,66600.0,66717.0,66847.0,67003.0,67129.0,67220.0,67329.0,67560.0,67663.0,67727.0,67906.0,67967.0,68000.0,68029.0,68130.0,68154.0,68188.0,68209.0,68248.0,68294.0,68352.0,68413.0,68446.0,68601.0,68640.0,68668.0,68803.0,68845.0,68895.0,68933.0,69028.0,69088.0,69152.0,69199.0,69228.0,69263.0,69419.0,69488.0,69549.0,69599.0,69670.0,69688.0,69826.0,69890.0,69915.0,69979.0,70150.0,70205.0
5086549,37800.0,37899.0,38009.0,38141.0,38248.0,38326.0,38408.0,38583.0,38673.0,38729.0,38926.0,38979.0,39003.0,39024.0,39077.0,39102.0,39134.0,39155.0,39194.0,39232.0,39280.0,39331.0,39357.0,39476.0,39506.0,39527.0,39639.0,39677.0,39720.0,39748.0,39810.0,39849.0,39886.0,39917.0,39936.0,39960.0,40023.0,40102.0,40139.0,40169.0,40228.0,40249.0,40341.0,40358.0,40383.0,40448.0,40621.0,40676.0
5086558,81000.0,81062.0,81131.0,81214.0,81281.0,81331.0,81427.0,81630.0,81699.0,81741.0,81913.0,81942.0,81963.0,81982.0,82028.0,82053.0,82084.0,82104.0,82140.0,82173.0,82214.0,82257.0,82280.0,82403.0,82434.0,82456.0,82557.0,82592.0,82631.0,82661.0,82732.0,82777.0,82806.0,82832.0,82848.0,82869.0,82920.0,82955.0,82992.0,83023.0,83082.0,83103.0,83183.0,83202.0,83218.0,83259.0,83367.0,83422.0
5087105,52200.0,52293.0,52397.0,52522.0,52623.0,52695.0,52789.0,52987.0,53091.0,53155.0,53351.0,53406.0,53432.0,53454.0,53519.0,53544.0,53578.0,53597.0,53633.0,53677.0,53733.0,53792.0,53823.0,53965.0,54001.0,54026.0,54134.0,54172.0,54213.0,54245.0,54315.0,54359.0,54405.0,54450.0,54478.0,54513.0,54682.0,54742.0,54781.0,54813.0,54873.0,54888.0,55008.0,55085.0,55117.0,55199.0,55418.0,55477.0
5087113,83400.0,83462.0,83531.0,83614.0,83681.0,83731.0,83827.0,84030.0,84099.0,84141.0,84313.0,84342.0,84363.0,84382.0,84428.0,84453.0,84484.0,84504.0,84540.0,84573.0,84614.0,84657.0,84680.0,84803.0,84834.0,84856.0,84957.0,84992.0,85031.0,85061.0,85132.0,85177.0,85206.0,85232.0,85248.0,85269.0,85320.0,85355.0,85392.0,85423.0,85482.0,85503.0,85583.0,85602.0,85618.0,85659.0,85767.0,85822.0
5087669,34200.0,34316.0,34445.0,34600.0,34726.0,34817.0,34899.0,35074.0,35189.0,35260.0,35478.0,35520.0,35548.0,35573.0,35638.0,35662.0,35697.0,35720.0,35761.0,35811.0,35875.0,35942.0,35978.0,36122.0,36158.0,36184.0,36290.0,36336.0,36380.0,36406.0,36490.0,36544.0,36611.0,36649.0,36673.0,36702.0,36764.0,36811.0,36849.0,36881.0,36941.0,36954.0,37039.0,37059.0,37081.0,37138.0,37290.0,37344.0
5087672,55800.0,55917.0,56047.0,56203.0,56329.0,56420.0,56529.0,56760.0,56863.0,56927.0,57106.0,57167.0,57200.0,57229.0,57330.0,57354.0,57388.0,57409.0,57448.0,57494.0,57552.0,57613.0,57646.0,57801.0,57840.0,57868.0,58003.0,58045.0,58095.0,58133.0,58228.0,58288.0,58352.0,58399.0,58428.0,58463.0,58619.0,58688.0,58749.0,58799.0,58870.0,58888.0,59026.0,59090.0,59115.0,59179.0,59350.0,59405.0
5092315,26880.0,26946.0,27020.0,27109.0,27181.0,27233.0,27294.0,27423.0,27503.0,27552.0,27733.0,27783.0,27808.0,27830.0,27917.0,27942.0,27973.0,27995.0,28036.0,28078.0,28131.0,28187.0,28215.0,28369.0,28408.0,28436.0,28551.0,28589.0,28631.0,28669.0,28758.0,28815.0,28862.0,28898.0,28920.0,28948.0,29010.0,29048.0,29095.0,29133.0,29205.0,29224.0,29321.0,29342.0,29359.0,29403.0,29520.0,29583.0
5092322,63000.0,63117.0,63247.0,63403.0,63529.0,63620.0,63729.0,63960.0,64063.0,64127.0,64306.0,64367.0,64400.0,64429.0,64530.0,64554.0,64588.0,64609.0,64648.0,64694.0,64752.0,64813.0,64846.0,65001.0,65040.0,65068.0,65203.0,65245.0,65295.0,65333.0,65428.0,65488.0,65552.0,65599.0,65628.0,65663.0,65819.0,65888.0,65949.0,65999.0,66070.0,66088.0,66226.0,66290.0,66315.0,66379.0,66550.0,66605.0
5093127,59400.0,59517.0,59647.0,59803.0,59929.0,60020.0,60129.0,60360.0,60463.0,60527.0,60706.0,60767.0,60800.0,60829.0,60930.0,60954.0,60988.0,61009.0,61048.0,61094.0,61152.0,61213.0,61246.0,61401.0,61440.0,61468.0,61603.0,61645.0,61695.0,61733.0,61828.0,61888.0,61952.0,61999.0,62028.0,62063.0,62219.0,62288.0,62349.0,62399.0,62470.0,62488.0,62626.0,62690.0,62715.0,62779.0,62950.0,63005.0
5094062,48600.0,48693.0,48797.0,48922.0,49023.0,49095.0,49189.0,49387.0,49491.0,49555.0,49751.0,49806.0,49832.0,49854.0,49919.0,49944.0,49978.0,49997.0,50033.0,50077.0,50133.0,50192.0,50223.0,50365.0,50401.0,50426.0,50534.0,50572.0,50613.0,50645.0,50715.0,50759.0,50805.0,50850.0,50878.0,50913.0,51082.0,51142.0,51181.0,51213.0,51273.0,51288.0,51408.0,51485.0,51517.0,51599.0,51818.0,51877.0
5097009,37500.0,37553.0,37612.0,37683.0,37741.0,37783.0,37826.0,37917.0,37990.0,38035.0,38248.0,38295.0,38310.0,38323.0,38358.0,38384.0,38413.0,38435.0,38474.0,38513.0,38562.0,38614.0,38642.0,38759.0,38789.0,38810.0,38906.0,38940.0,38986.0,39018.0,39106.0,39163.0,39190.0,39213.0,39227.0,39244.0,39291.0,39321.0,39344.0,39363.0,39412.0,39424.0,39497.0,39512.0,39604.0,39838.0,40466.0,40531.0
5097011,44700.0,44753.0,44812.0,44883.0,44940.0,44981.0,45042.0,45170.0,45255.0,45307.0,45465.0,45511.0,45533.0,45552.0,45583.0,45607.0,45637.0,45657.0,45694.0,45732.0,45780.0,45831.0,45857.0,45975.0,46005.0,46026.0,46121.0,46159.0,46195.0,46218.0,46284.0,46327.0,46352.0,46376.0,46391.0,46409.0,46455.0,46510.0,46545.0,46573.0,46622.0,46633.0,46719.0,46738.0,46754.0,46794.0,46900.0,46951.0
5098034,70200.0,70290.0,70390.0,70510.0,70607.0,70677.0,70773.0,70978.0,71060.0,71110.0,71305.0,71345.0,71376.0,71403.0,71456.0,71481.0,71514.0,71536.0,71575.0,71612.0,71658.0,71707.0,71733.0,71863.0,71896.0,71920.0,72043.0,72089.0,72132.0,72168.0,72231.0,72271.0,72300.0,72326.0,72342.0,72363.0,72419.0,72482.0,72519.0,72549.0,72617.0,72633.0,72725.0,72747.0,72765.0,72811.0,72936.0,72991.0
5100241,23700.0,23766.0,23840.0,23929.0,24001.0,24053.0,24114.0,24243.0,24323.0,24372.0,24553.0,24603.0,24628.0,24650.0,24737.0,24762.0,24793.0,24815.0,24856.0,24898.0,24951.0,25007.0,25035.0,25189.0,25228.0,25256.0,25371.0,25409.0,25451.0,25489.0,25578.0,25635.0,25682.0,25718.0,25740.0,25768.0,25830.0,25868.0,25915.0,25953.0,26025.0,26044.0,26141.0,26162.0,26179.0,26223.0,26340.0,26403.0
5100253,73800.0,73890.0,73990.0,74110.0,74207.0,74277.0,74373.0,74578.0,74660.0,74710.0,74905.0,74945.0,74976.0,75003.0,75056.0,75081.0,75114.0,75136.0,75175.0,75212.0,75258.0,75307.0,75333.0,75463.0,75496.0,75520.0,75643.0,75689.0,75732.0,75768.0,75831.0,75871.0,75900.0,75926.0,75942.0,75963.0,76019.0,76082.0,76119.0,76149.0,76217.0,76233.0,76325.0,76347.0,76365.0,76411.0,76536.0,76591.0
5100346,30600.0,30716.0,30845.0,31000.0,31126.0,31217.0,31299.0,31474.0,31589.0,31660.0,31878.0,31920.0,31948.0,31973.0,32038.0,32062.0,32097.0,32120.0,32161.0,32211.0,32275.0,32342.0,32378.0,32522.0,32558.0,32584.0,32690.0,32736.0,32780.0,32806.0,32890.0,32944.0,33011.0,33049.0,33073.0,33102.0,33164.0,33211.0,33249.0,33281.0,33341.0,33354.0,33439.0,33459.0,33481.0,33538.0,33690.0,33744.0
5100356,77400.0,77462.0,77531.0,77614.0,77681.0,77731.0,77827.0,78030.0,78099.0,78141.0,78313.0,78342.0,78363.0,78382.0,78428.0,78453.0,78484.0,78504.0,78540.0,78573.0,78614.0,78657.0,78680.0,78803.0,78834.0,78856.0,78957.0,78992.0,79031.0,79061.0,79132.0,79177.0,79206.0,79232.0,79248.0,79269.0,79320.0,79355.0,79392.0,79423.0,79482.0,79503.0,79583.0,79602.0,79618.0,79659.0,79767.0,79822.0
5100590,70200.0,70290.0,70390.0,70510.0,70607.0,70677.0,70773.0,70978.0,71060.0,71110.0,71305.0,71345.0,71376.0,71403.0,71456.0,71481.0,71514.0,71536.0,71575.0,71612.0,71658.0,71707.0,71733.0,71863.0,71896.0,71920.0,72043.0,72089.0,72132.0,72168.0,72231.0,72271.0,72300.0,72326.0,72342.0,72363.0,72419.0,72482.0,72519.0,72549.0,72617.0,72633.0,72725.0,72747.0,72765.0,72811.0,72936.0,72991.0
5101192,41400.0,41499.0,41609.0,41741.0,41848.0,41926.0,42008.0,42183.0,42273.0,42329.0,42526.0,42579.0,42603.0,42624.0,42677.0,42702.0,42734.0,42755.0,42794.0,42832.0,42880.0,42931.0,42957.0,43076.0,43106.0,43127.0,43239.0,43277.0,43320.0,43348.0,43410.0,43449.0,43486.0,43517.0,43536.0,43560.0,43623.0,43702.0,43739.0,43769.0,43828.0,43849.0,43941.0,43958.0,43983.0,44048.0,44221.0,44276.0
5103768,23700.0,23766.0,23840.0,23929.0,24001.0,24053.0,24114.0,24243.0,24323.0,24372.0,24553.0,24603.0,24628.0,24650.0,24737.0,24762.0,24793.0,24815.0,24856.0,24898.0,24951.0,25007.0,25035.0,25189.0,25228.0,25256.0,25371.0,25409.0,25451.0,25489.0,25578.0,25635.0,25682.0,25718.0,25740.0,25768.0,25830.0,25868.0,25915.0,25953.0,26025.0,26044.0,26141.0,26162.0,26179.0,26223.0,26340.0,26403.0
