tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P
5016798,53520.0,53560.0,53626.0,53644.0,53740.0,53788.0,53837.0,53865.0,53943.0,53976.0,54048.0,54071.0,54097.0,54123.0,54150.0,54166.0,54218.0,54282.0,54334.0,54394.0,54425.0,54459.0,54500.0,54541.0,54578.0,54625.0,54672.0,54729.0,54766.0,54788.0,54894.0,55048.0,55106.0,55163.0,55218.0,55253.0,55328.0,55392.0,55463.0,55526.0,55580.0,55625.0,55713.0,55884.0,55918.0,55976.0,56031.0,56062.0,56117.0,56146.0,56191.0,56228.0,56253.0,56295.0,56359.0,56488.0,56518.0,56567.0,56628.0,56736.0,56776.0,56853.0,56942.0,57089.0,57190.0,57395.0,57442.0,57555.0,57685.0,57781.0,57887.0,57943.0,58010.0,58060.0,58110.0,58171.0,58227.0,58307.0,58346.0
5016802,77700.0,77733.0,77789.0,77804.0,77884.0,77924.0,77965.0,77989.0,78055.0,78082.0,78142.0,78162.0,78184.0,78206.0,78228.0,78242.0,78285.0,78340.0,78378.0,78421.0,78443.0,78467.0,78497.0,78526.0,78552.0,78586.0,78620.0,78661.0,78687.0,78703.0,78779.0,78890.0,78932.0,78973.0,79013.0,79039.0,79093.0,79133.0,79177.0,79216.0,79254.0,79286.0,79349.0,79470.0,79504.0,79559.0,79600.0,79615.0,79643.0,79660.0,79685.0,79710.0,79728.0,79750.0,79784.0,79845.0,79866.0,79896.0,79934.0,80003.0,80031.0,80085.0,80148.0,80224.0,80276.0,80382.0,80406.0,80495.0,80598.0,80662.0,80734.0,80771.0,80816.0,80841.0,80866.0,80897.0,80962.0,81055.0,81100.0
5018246,28320.0,28361.0,28429.0,28448.0,28546.0,28595.0,28645.0,28674.0,28754.0,28787.0,28860.0,28884.0,28911.0,28938.0,28965.0,28982.0,29035.0,29098.0,29147.0,29203.0,29232.0,29263.0,29301.0,29339.0,29373.0,29417.0,29461.0,29514.0,29548.0,29569.0,29668.0,29812.0,29866.0,29919.0,29970.0,30003.0,30074.0,30139.0,30211.0,30275.0,30325.0,30366.0,30447.0,30604.0,30653.0,30734.0,30804.0,30831.0,30879.0,30915.0,30971.0,31026.0,31063.0,31110.0,31182.0,31265.0,31302.0,31361.0,31435.0,31632.0,31695.0,31816.0,31954.0,32204.0,32375.0,32723.0,32802.0,32982.0,33190.0,33296.0,33415.0,33494.0,33589.0,33648.0,33706.0,33778.0,33821.0,33882.0,33912.0
5018248,41520.0,41559.0,41624.0,41642.0,41735.0,41781.0,41828.0,41856.0,41932.0,41964.0,42034.0,42057.0,42083.0,42108.0,42134.0,42150.0,42200.0,42261.0,42304.0,42353.0,42379.0,42407.0,42441.0,42474.0,42504.0,42543.0,42581.0,42628.0,42658.0,42676.0,42762.0,42888.0,42935.0,42982.0,43027.0,43056.0,43117.0,43179.0,43247.0,43307.0,43357.0,43398.0,43479.0,43636.0,43673.0,43736.0,43811.0,43839.0,43890.0,43922.0,43972.0,44008.0,44032.0,44063.0,44111.0,44199.0,44230.0,44281.0,44344.0,44450.0,44494.0,44579.0,44676.0,44827.0,44930.0,45141.0,45189.0,45290.0,45406.0,45499.0,45602.0,45665.0,45741.0,45795.0,45849.0,45916.0,45972.0,46053.0,46092.0
5083615,27420.0,27459.0,27524.0,27542.0,27636.0,27683.0,27731.0,27759.0,27836.0,27868.0,27938.0,27961.0,27987.0,28013.0,28039.0,28055.0,28106.0,28168.0,28215.0,28269.0,28297.0,28327.0,28364.0,28400.0,28433.0,28475.0,28517.0,28568.0,28601.0,28621.0,28716.0,28854.0,28906.0,28957.0,29006.0,29038.0,29106.0,29168.0,29237.0,29299.0,29347.0,29387.0,29465.0,29615.0,29662.0,29740.0,29807.0,29833.0,29879.0,29914.0,29967.0,30019.0,30055.0,30100.0,30169.0,30249.0,30285.0,30342.0,30413.0,30602.0,30662.0,30778.0,30912.0,31152.0,31316.0,31650.0,31727.0,31900.0,32100.0,32202.0,32316.0,32392.0,32483.0,32539.0,32595.0,32665.0,32706.0,32765.0,32794.0
5083617,40320.0,40357.0,40419.0,40436.0,40526.0,40571.0,40617.0,40644.0,40717.0,40747.0,40814.0,40836.0,40861.0,40885.0,40910.0,40925.0,40973.0,41033.0,41074.0,41121.0,41146.0,41172.0,41204.0,41236.0,41265.0,41302.0,41339.0,41384.0,41413.0,41431.0,41514.0,41635.0,41680.0,41725.0,41768.0,41796.0,41856.0,41915.0,41980.0,42039.0,42087.0,42127.0,42205.0,42355.0,42391.0,42452.0,42524.0,42551.0,42600.0,42631.0,42679.0,42713.0,42737.0,42767.0,42813.0,42898.0,42928.0,42977.0,43038.0,43140.0,43182.0,43263.0,43357.0,43502.0,43601.0,43803.0,43850.0,43947.0,44059.0,44148.0,44247.0,44308.0,44381.0,44433.0,44485.0,44549.0,44603.0,44680.0,44718.0
5083619,53520.0,53558.0,53622.0,53640.0,53732.0,53778.0,53825.0,53852.0,53927.0,53958.0,54027.0,54049.0,54074.0,54099.0,54125.0,54141.0,54191.0,54253.0,54303.0,54361.0,54391.0,54423.0,54463.0,54502.0,54537.0,54582.0,54627.0,54682.0,54717.0,54739.0,54841.0,54989.0,55045.0,55100.0,55153.0,55187.0,55259.0,55321.0,55389.0,55449.0,55501.0,55544.0,55629.0,55793.0,55826.0,55882.0,55935.0,55965.0,56018.0,56046.0,56089.0,56125.0,56149.0,56190.0,56251.0,56375.0,56404.0,56451.0,56510.0,56614.0,56652.0,56726.0,56812.0,56954.0,57051.0,57248.0,57293.0,57402.0,57527.0,57619.0,57721.0,57774.0,57839.0,57887.0,57935.0,57994.0,58047.0,58124.0,58162.0
5083623,77700.0,77732.0,77786.0,77801.0,77878.0,77917.0,77956.0,77979.0,78042.0,78068.0,78126.0,78145.0,78166.0,78187.0,78209.0,78222.0,78264.0,78315.0,78351.0,78393.0,78415.0,78438.0,78466.0,78494.0,78519.0,78552.0,78584.0,78624.0,78649.0,78665.0,78738.0,78845.0,78885.0,78925.0,78963.0,78988.0,79039.0,79077.0,79119.0,79157.0,79194.0,79225.0,79285.0,79401.0,79434.0,79487.0,79526.0,79541.0,79567.0,79583.0,79607.0,79631.0,79648.0,79669.0,79702.0,79761.0,79781.0,79810.0,79846.0,79912.0,79939.0,79991.0,80051.0,80124.0,80174.0,80276.0,80299.0,80385.0,80484.0,80546.0,80615.0,80651.0,80694.0,80718.0,80742.0,80772.0,80834.0,80923.0,80967.0
5084510,47700.0,47739.0,47805.0,47823.0,47918.0,47965.0,48013.0,48041.0,48119.0,48151.0,48222.0,48245.0,48271.0,48297.0,48323.0,48339.0,48390.0,48454.0,48512.0,48578.0,48613.0,48650.0,48695.0,48740.0,48781.0,48833.0,48885.0,48948.0,48989.0,49014.0,49131.0,49301.0,49365.0,49428.0,49489.0,49528.0,49610.0,49661.0,49718.0,49768.0,49817.0,49858.0,49939.0,50096.0,50135.0,50197.0,50253.0,50279.0,50326.0,50358.0,50406.0,50441.0,50465.0,50492.0,50534.0,50612.0,50635.0,50681.0,50739.0,50816.0,50854.0,50928.0,51014.0,51121.0,51194.0,51343.0,51377.0,51485.0,51610.0,51759.0,51924.0,51975.0,52037.0,52069.0,52100.0,52139.0,52168.0,52210.0,52231.0
5084512,60300.0,60336.0,60396.0,60412.0,60498.0,60541.0,60585.0,60611.0,60682.0,60711.0,60776.0,60797.0,60821.0,60845.0,60869.0,60884.0,60931.0,60987.0,61032.0,61084.0,61111.0,61140.0,61176.0,61211.0,61243.0,61284.0,61324.0,61374.0,61406.0,61425.0,61517.0,61651.0,61701.0,61751.0,61799.0,61830.0,61894.0,61939.0,61988.0,62032.0,62071.0,62103.0,62167.0,62289.0,62319.0,62365.0,62409.0,62423.0,62449.0,62477.0,62520.0,62547.0,62566.0,62588.0,62621.0,62728.0,62757.0,62785.0,62820.0,62900.0,62936.0,63005.0,63085.0,63212.0,63299.0,63476.0,63517.0,63599.0,63694.0,63775.0,63866.0,63909.0,63960.0,63997.0,64033.0,64078.0,64109.0,64153.0,64174.0
5085279,28920.0,28969.0,29051.0,29073.0,29191.0,29250.0,29310.0,29345.0,29441.0,29481.0,29569.0,29598.0,29630.0,29662.0,29695.0,29715.0,29779.0,29858.0,29919.0,29989.0,30025.0,30064.0,30112.0,30159.0,30202.0,30257.0,30311.0,30378.0,30421.0,30447.0,30570.0,30750.0,30817.0,30884.0,30948.0,30989.0,31078.0,31158.0,31247.0,31326.0,31371.0,31409.0,31483.0,31626.0,31664.0,31730.0,31802.0,31822.0,31858.0,31886.0,31928.0,31970.0,31999.0,32036.0,32093.0,32211.0,32240.0,32307.0,32390.0,32531.0,32583.0,32684.0,32801.0,33046.0,33213.0,33554.0,33631.0,33776.0,33943.0,34043.0,34154.0,34216.0,34292.0,34338.0,34384.0,34440.0,34486.0,34552.0,34583.0
5085281,42720.0,42758.0,42822.0,42840.0,42932.0,42978.0,43025.0,43052.0,43127.0,43158.0,43227.0,43249.0,43274.0,43299.0,43325.0,43341.0,43391.0,43453.0,43503.0,43561.0,43591.0,43623.0,43663.0,43702.0,43737.0,43782.0,43827.0,43882.0,43917.0,43939.0,44041.0,44189.0,44245.0,44300.0,44353.0,44387.0,44459.0,44521.0,44589.0,44649.0,44701.0,44744.0,44829.0,44993.0,45026.0,45082.0,45135.0,45165.0,45218.0,45246.0,45289.0,45325.0,45349.0,45390.0,45451.0,45575.0,45604.0,45651.0,45710.0,45814.0,45852.0,45926.0,46012.0,46154.0,46251.0,46448.0,46493.0,46602.0,46727.0,46819.0,46921.0,46974.0,47039.0,47087.0,47135.0,47194.0,47247.0,47324.0,47362.0
5085283,55320.0,55359.0,55423.0,55441.0,55534.0,55580.0,55627.0,55654.0,55730.0,55762.0,55831.0,55854.0,55879.0,55904.0,55930.0,55946.0,55996.0,56057.0,56106.0,56162.0,56191.0,56222.0,56260.0,56298.0,56332.0,56376.0,56419.0,56472.0,56506.0,56527.0,56625.0,56769.0,56823.0,56876.0,56927.0,56960.0,57031.0,57091.0,57158.0,57217.0,57268.0,57310.0,57394.0,57555.0,57591.0,57648.0,57699.0,57723.0,57766.0,57794.0,57838.0,57875.0,57900.0,57945.0,58012.0,58115.0,58143.0,58185.0,58238.0,58327.0,58365.0,58438.0,58522.0,58686.0,58798.0,59027.0,59079.0,59219.0,59380.0,59480.0,59591.0,59648.0,59717.0,59757.0,59797.0,59847.0,59899.0,59974.0,60011.0
5085285,69720.0,69756.0,69816.0,69833.0,69920.0,69963.0,70007.0,70033.0,70104.0,70134.0,70199.0,70220.0,70244.0,70268.0,70292.0,70307.0,70354.0,70412.0,70451.0,70496.0,70519.0,70544.0,70575.0,70606.0,70634.0,70669.0,70704.0,70747.0,70775.0,70792.0,70871.0,70987.0,71030.0,71073.0,71114.0,71141.0,71199.0,71250.0,71306.0,71356.0,71403.0,71442.0,71519.0,71667.0,71705.0,71756.0,71803.0,71820.0,71851.0,71872.0,71904.0,71933.0,71953.0,71980.0,72021.0,72097.0,72118.0,72150.0,72189.0,72265.0,72297.0,72360.0,72432.0,72529.0,72595.0,72730.0,72762.0,72858.0,72970.0,73038.0,73113.0,73157.0,73210.0,73249.0,73288.0,73337.0,73369.0,73414.0,73436.0
5085287,81300.0,81332.0,81386.0,81401.0,81478.0,81517.0,81556.0,81579.0,81642.0,81668.0,81726.0,81745.0,81766.0,81787.0,81809.0,81822.0,81864.0,81915.0,81951.0,81993.0,82015.0,82038.0,82066.0,82094.0,82119.0,82152.0,82184.0,82224.0,82249.0,82265.0,82338.0,82445.0,82485.0,82525.0,82563.0,82588.0,82639.0,82677.0,82719.0,82757.0,82794.0,82825.0,82885.0,83001.0,83034.0,83087.0,83126.0,83141.0,83167.0,83183.0,83207.0,83231.0,83248.0,83269.0,83302.0,83361.0,83381.0,83410.0,83446.0,83512.0,83539.0,83591.0,83651.0,83724.0,83774.0,83876.0,83899.0,83985.0,84084.0,84146.0,84215.0,84251.0,84294.0,84318.0,84342.0,84372.0,84434.0,84523.0,84567.0
5087220,42600.0,42641.0,42709.0,42728.0,42826.0,42875.0,42925.0,42954.0,43034.0,43067.0,43140.0,43164.0,43191.0,43218.0,43245.0,43262.0,43315.0,43381.0,43432.0,43491.0,43522.0,43555.0,43595.0,43635.0,43671.0,43717.0,43763.0,43819.0,43855.0,43877.0,43980.0,44131.0,44188.0,44244.0,44298.0,44333.0,44406.0,44456.0,44511.0,44560.0,44620.0,44670.0,44768.0,44957.0,45000.0,45062.0,45125.0,45145.0,45180.0,45206.0,45247.0,45283.0,45308.0,45347.0,45405.0,45522.0,45557.0,45588.0,45626.0,45714.0,45754.0,45832.0,45922.0,46006.0,46063.0,46180.0,46207.0,46319.0,46449.0,46528.0,46617.0,46665.0,46722.0,46758.0,46794.0,46839.0,46865.0,46903.0,46922.0
5087222,54900.0,54936.0,54996.0,55012.0,55098.0,55141.0,55185.0,55211.0,55282.0,55311.0,55376.0,55397.0,55421.0,55445.0,55469.0,55484.0,55531.0,55587.0,55632.0,55684.0,55711.0,55740.0,55776.0,55811.0,55843.0,55884.0,55924.0,55974.0,56006.0,56025.0,56117.0,56251.0,56301.0,56351.0,56399.0,56430.0,56494.0,56539.0,56588.0,56632.0,56671.0,56703.0,56767.0,56889.0,56919.0,56965.0,57009.0,57023.0,57049.0,57077.0,57120.0,57147.0,57166.0,57188.0,57221.0,57328.0,57357.0,57385.0,57420.0,57500.0,57536.0,57605.0,57685.0,57812.0,57899.0,58076.0,58117.0,58199.0,58294.0,58375.0,58466.0,58509.0,58560.0,58597.0,58633.0,58678.0,58709.0,58753.0,58774.0
5087224,67500.0,67532.0,67585.0,67599.0,67675.0,67713.0,67752.0,67775.0,67837.0,67863.0,67920.0,67939.0,67960.0,67981.0,68002.0,68015.0,68056.0,68106.0,68152.0,68205.0,68232.0,68261.0,68297.0,68333.0,68365.0,68406.0,68447.0,68497.0,68529.0,68549.0,68641.0,68776.0,68827.0,68877.0,68925.0,68956.0,69021.0,69071.0,69126.0,69175.0,69214.0,69246.0,69309.0,69431.0,69476.0,69527.0,69604.0,69634.0,69688.0,69711.0,69745.0,69788.0,69817.0,69846.0,69889.0,69971.0,70006.0,70046.0,70095.0,70171.0,70199.0,70253.0,70316.0,70444.0,70531.0,70709.0,70750.0,70820.0,70901.0,70959.0,71023.0,71060.0,71105.0,71133.0,71161.0,71196.0,71233.0,71286.0,71311.0
5089028,67920.0,67959.0,68024.0,68042.0,68136.0,68183.0,68231.0,68259.0,68336.0,68368.0,68438.0,68461.0,68487.0,68513.0,68539.0,68555.0,68606.0,68668.0,68715.0,68769.0,68797.0,68827.0,68864.0,68900.0,68933.0,68975.0,69017.0,69068.0,69101.0,69121.0,69215.0,69353.0,69405.0,69456.0,69505.0,69537.0,69602.0,69649.0,69701.0,69747.0,69789.0,69824.0,69894.0,70029.0,70061.0,70113.0,70159.0,70175.0,70204.0,70236.0,70285.0,70311.0,70329.0,70353.0,70389.0,70468.0,70492.0,70529.0,70575.0,70651.0,70680.0,70736.0,70800.0,70874.0,70925.0,71028.0,71052.0,71139.0,71239.0,71305.0,71379.0,71423.0,71476.0,71509.0,71542.0,71582.0,71614.0,71661.0,71684.0
5089030,79500.0,79532.0,79586.0,79601.0,79678.0,79717.0,79756.0,79779.0,79842.0,79868.0,79926.0,79945.0,79966.0,79987.0,80009.0,80022.0,80064.0,80115.0,80151.0,80193.0,80215.0,80238.0,80266.0,80294.0,80319.0,80352.0,80384.0,80424.0,80449.0,80465.0,80538.0,80645.0,80685.0,80725.0,80763.0,80788.0,80839.0,80877.0,80919.0,80957.0,80994.0,81025.0,81085.0,81201.0,81234.0,81287.0,81326.0,81341.0,81367.0,81383.0,81407.0,81431.0,81448.0,81469.0,81502.0,81561.0,81581.0,81610.0,81646.0,81712.0,81739.0,81791.0,81851.0,81924.0,81974.0,82076.0,82099.0,82185.0,82284.0,82346.0,82415.0,82451.0,82494.0,82518.0,82542.0,82572.0,82634.0,82723.0,82767.0
5089630,39600.0,39641.0,39709.0,39728.0,39826.0,39875.0,39925.0,39954.0,40034.0,40067.0,40140.0,40164.0,40191.0,40218.0,40245.0,40262.0,40315.0,40381.0,40432.0,40491.0,40522.0,40555.0,40595.0,40635.0,40671.0,40717.0,40763.0,40819.0,40855.0,40877.0,40980.0,41131.0,41188.0,41244.0,41298.0,41333.0,41406.0,41456.0,41511.0,41560.0,41620.0,41670.0,41768.0,41957.0,42000.0,42062.0,42125.0,42145.0,42180.0,42206.0,42247.0,42283.0,42308.0,42347.0,42405.0,42522.0,42557.0,42588.0,42626.0,42714.0,42754.0,42832.0,42922.0,43006.0,43063.0,43180.0,43207.0,43319.0,43449.0,43528.0,43617.0,43665.0,43722.0,43758.0,43794.0,43839.0,43865.0,43903.0,43922.0
5089632,51300.0,51345.0,51420.0,51440.0,51547.0,51601.0,51656.0,51688.0,51776.0,51813.0,51893.0,51919.0,51948.0,51977.0,52007.0,52025.0,52083.0,52155.0,52217.0,52288.0,52325.0,52365.0,52414.0,52462.0,52505.0,52561.0,52616.0,52683.0,52726.0,52753.0,52878.0,53060.0,53128.0,53196.0,53261.0,53303.0,53390.0,53451.0,53518.0,53577.0,53628.0,53671.0,53755.0,53917.0,53966.0,54026.0,54080.0,54101.0,54139.0,54174.0,54227.0,54263.0,54288.0,54320.0,54368.0,54486.0,54523.0,54567.0,54622.0,54713.0,54749.0,54818.0,54897.0,55026.0,55114.0,55293.0,55334.0,55475.0,55637.0,55737.0,55848.0,55898.0,55959.0,55996.0,56033.0,56080.0,56152.0,56256.0,56306.0
5089757,37800.0,37841.0,37909.0,37928.0,38026.0,38075.0,38125.0,38154.0,38234.0,38267.0,38340.0,38364.0,38391.0,38418.0,38445.0,38462.0,38515.0,38581.0,38632.0,38691.0,38722.0,38755.0,38795.0,38835.0,38871.0,38917.0,38963.0,39019.0,39055.0,39077.0,39180.0,39331.0,39388.0,39444.0,39498.0,39533.0,39606.0,39656.0,39711.0,39760.0,39820.0,39870.0,39968.0,40157.0,40200.0,40262.0,40325.0,40345.0,40380.0,40406.0,40447.0,40483.0,40508.0,40547.0,40605.0,40722.0,40757.0,40788.0,40826.0,40914.0,40954.0,41032.0,41122.0,41206.0,41263.0,41380.0,41407.0,41519.0,41649.0,41728.0,41817.0,41865.0,41922.0,41958.0,41994.0,42039.0,42065.0,42103.0,42122.0
5089759,49500.0,49545.0,49620.0,49640.0,49747.0,49801.0,49856.0,49888.0,49976.0,50013.0,50093.0,50119.0,50148.0,50177.0,50207.0,50225.0,50283.0,50355.0,50417.0,50488.0,50525.0,50565.0,50614.0,50662.0,50705.0,50761.0,50816.0,50883.0,50926.0,50953.0,51078.0,51260.0,51328.0,51396.0,51461.0,51503.0,51590.0,51651.0,51718.0,51777.0,51828.0,51871.0,51955.0,52117.0,52166.0,52226.0,52280.0,52301.0,52339.0,52374.0,52427.0,52463.0,52488.0,52520.0,52568.0,52686.0,52723.0,52767.0,52822.0,52913.0,52949.0,53018.0,53097.0,53226.0,53314.0,53493.0,53534.0,53675.0,53837.0,53937.0,54048.0,54098.0,54159.0,54196.0,54233.0,54280.0,54352.0,54456.0,54506.0
5089761,62100.0,62138.0,62201.0,62218.0,62309.0,62354.0,62400.0,62427.0,62501.0,62532.0,62600.0,62622.0,62647.0,62672.0,62697.0,62712.0,62761.0,62822.0,62868.0,62921.0,62949.0,62979.0,63015.0,63051.0,63084.0,63126.0,63167.0,63218.0,63251.0,63271.0,63365.0,63502.0,63553.0,63604.0,63653.0,63684.0,63749.0,63844.0,63948.0,64041.0,64092.0,64135.0,64219.0,64381.0,64417.0,64469.0,64517.0,64555.0,64623.0,64660.0,64716.0,64747.0,64768.0,64797.0,64842.0,64952.0,64973.0,65010.0,65056.0,65110.0,65160.0,65256.0,65366.0,65526.0,65635.0,65857.0,65908.0,66006.0,66119.0,66206.0,66302.0,66354.0,66418.0,66474.0,66530.0,66600.0,66713.0,66876.0,66956.0
5090699,28320.0,28359.0,28424.0,28442.0,28536.0,28583.0,28631.0,28659.0,28736.0,28768.0,28838.0,28861.0,28887.0,28913.0,28939.0,28955.0,29006.0,29068.0,29115.0,29169.0,29197.0,29227.0,29264.0,29300.0,29333.0,29375.0,29417.0,29468.0,29501.0,29521.0,29616.0,29754.0,29806.0,29857.0,29906.0,29938.0,30006.0,30068.0,30137.0,30199.0,30247.0,30287.0,30365.0,30515.0,30562.0,30640.0,30707.0,30733.0,30779.0,30814.0,30867.0,30919.0,30955.0,31000.0,31069.0,31149.0,31185.0,31242.0,31313.0,31502.0,31562.0,31678.0,31812.0,32052.0,32216.0,32550.0,32627.0,32800.0,33000.0,33102.0,33216.0,33292.0,33383.0,33439.0,33495.0,33565.0,33606.0,33665.0,33694.0
5090701,41520.0,41557.0,41619.0,41636.0,41726.0,41771.0,41817.0,41844.0,41917.0,41947.0,42014.0,42036.0,42061.0,42085.0,42110.0,42125.0,42173.0,42233.0,42274.0,42321.0,42346.0,42372.0,42404.0,42436.0,42465.0,42502.0,42539.0,42584.0,42613.0,42631.0,42714.0,42835.0,42880.0,42925.0,42968.0,42996.0,43056.0,43115.0,43180.0,43239.0,43287.0,43327.0,43405.0,43555.0,43591.0,43652.0,43724.0,43751.0,43800.0,43831.0,43879.0,43913.0,43937.0,43967.0,44013.0,44098.0,44128.0,44177.0,44238.0,44340.0,44382.0,44463.0,44557.0,44702.0,44801.0,45003.0,45050.0,45147.0,45259.0,45348.0,45447.0,45508.0,45581.0,45633.0,45685.0,45749.0,45803.0,45880.0,45918.0
5090851,21720.0,21756.0,21815.0,21831.0,21916.0,21959.0,22002.0,22027.0,22097.0,22126.0,22190.0,22211.0,22234.0,22257.0,22281.0,22295.0,22341.0,22400.0,22438.0,22482.0,22505.0,22529.0,22559.0,22589.0,22616.0,22650.0,22684.0,22725.0,22752.0,22768.0,22845.0,22957.0,22999.0,23041.0,23081.0,23107.0,23159.0,23211.0,23268.0,23319.0,23361.0,23396.0,23464.0,23596.0,23637.0,23709.0,23761.0,23781.0,23816.0,23843.0,23885.0,23918.0,23941.0,23974.0,24023.0,24108.0,24140.0,24190.0,24253.0,24358.0,24399.0,24479.0,24571.0,24678.0,24751.0,24900.0,24933.0,25031.0,25145.0,25225.0,25315.0,25374.0,25446.0,25497.0,25547.0,25609.0,25662.0,25739.0,25777.0
5090853,33120.0,33158.0,33222.0,33239.0,33331.0,33377.0,33424.0,33451.0,33526.0,33557.0,33626.0,33648.0,33673.0,33698.0,33724.0,33740.0,33790.0,33852.0,33897.0,33948.0,33975.0,34004.0,34039.0,34074.0,34105.0,34145.0,34185.0,34234.0,34265.0,34284.0,34374.0,34505.0,34554.0,34603.0,34650.0,34680.0,34742.0,34806.0,34877.0,34941.0,34994.0,35039.0,35127.0,35296.0,35334.0,35393.0,35445.0,35465.0,35501.0,35523.0,35557.0,35590.0,35612.0,35642.0,35688.0,35793.0,35824.0,35877.0,35944.0,36033.0,36077.0,36162.0,36260.0,36484.0,36637.0,36949.0,37020.0,37124.0,37244.0,37344.0,37455.0,37531.0,37623.0,37676.0,37728.0,37793.0,37832.0,37888.0,37915.0
5090855,46320.0,46358.0,46422.0,46440.0,46532.0,46578.0,46625.0,46652.0,46727.0,46758.0,46827.0,46849.0,46874.0,46899.0,46925.0,46941.0,46991.0,47053.0,47103.0,47161.0,47191.0,47223.0,47263.0,47302.0,47337.0,47382.0,47427.0,47482.0,47517.0,47539.0,47641.0,47789.0,47845.0,47900.0,47953.0,47987.0,48059.0,48121.0,48189.0,48249.0,48301.0,48344.0,48429.0,48593.0,48626.0,48682.0,48735.0,48765.0,48818.0,48846.0,48889.0,48925.0,48949.0,48990.0,49051.0,49175.0,49204.0,49251.0,49310.0,49414.0,49452.0,49526.0,49612.0,49754.0,49851.0,50048.0,50093.0,50202.0,50327.0,50419.0,50521.0,50574.0,50639.0,50687.0,50735.0,50794.0,50847.0,50924.0,50962.0
5090857,58920.0,58959.0,59023.0,59041.0,59134.0,59180.0,59227.0,59254.0,59330.0,59362.0,59431.0,59454.0,59479.0,59504.0,59530.0,59546.0,59596.0,59657.0,59706.0,59762.0,59791.0,59822.0,59860.0,59898.0,59932.0,59976.0,60019.0,60072.0,60106.0,60127.0,60225.0,60369.0,60423.0,60476.0,60527.0,60560.0,60631.0,60691.0,60758.0,60817.0,60868.0,60910.0,60994.0,61155.0,61191.0,61248.0,61299.0,61323.0,61366.0,61394.0,61438.0,61475.0,61500.0,61545.0,61612.0,61715.0,61743.0,61785.0,61838.0,61927.0,61965.0,62038.0,62122.0,62286.0,62398.0,62627.0,62679.0,62819.0,62980.0,63080.0,63191.0,63248.0,63317.0,63357.0,63397.0,63447.0,63499.0,63574.0,63611.0
5090859,71700.0,71736.0,71796.0,71813.0,71900.0,71943.0,71987.0,72013.0,72084.0,72114.0,72179.0,72200.0,72224.0,72248.0,72272.0,72287.0,72334.0,72392.0,72431.0,72476.0,72499.0,72524.0,72555.0,72586.0,72614.0,72649.0,72684.0,72727.0,72755.0,72772.0,72851.0,72967.0,73010.0,73053.0,73094.0,73121.0,73179.0,73230.0,73286.0,73336.0,73383.0,73422.0,73499.0,73647.0,73685.0,73736.0,73783.0,73800.0,73831.0,73852.0,73884.0,73913.0,73933.0,73960.0,74001.0,74077.0,74098.0,74130.0,74169.0,74245.0,74277.0,74340.0,74412.0,74509.0,74575.0,74710.0,74742.0,74838.0,74950.0,75018.0,75093.0,75137.0,75190.0,75229.0,75268.0,75317.0,75349.0,75394.0,75416.0
5091631,23520.0,23556.0,23615.0,23631.0,23716.0,23759.0,23802.0,23827.0,23897.0,23926.0,23990.0,24011.0,24034.0,24057.0,24081.0,24095.0,24141.0,24200.0,24238.0,24282.0,24305.0,24329.0,24359.0,24389.0,24416.0,24450.0,24484.0,24525.0,24552.0,24568.0,24645.0,24757.0,24799.0,24841.0,24881.0,24907.0,24959.0,25011.0,25068.0,25119.0,25161.0,25196.0,25264.0,25396.0,25437.0,25509.0,25561.0,25581.0,25616.0,25643.0,25685.0,25718.0,25741.0,25774.0,25823.0,25908.0,25940.0,25990.0,26053.0,26158.0,26199.0,26279.0,26371.0,26478.0,26551.0,26700.0,26733.0,26831.0,26945.0,27025.0,27115.0,27174.0,27246.0,27297.0,27347.0,27409.0,27462.0,27539.0,27577.0
5091633,34920.0,34958.0,35022.0,35039.0,35131.0,35177.0,35224.0,35251.0,35326.0,35357.0,35426.0,35448.0,35473.0,35498.0,35524.0,35540.0,35590.0,35652.0,35697.0,35748.0,35775.0,35804.0,35839.0,35874.0,35905.0,35945.0,35985.0,36034.0,36065.0,36084.0,36174.0,36305.0,36354.0,36403.0,36450.0,36480.0,36542.0,36606.0,36677.0,36741.0,36794.0,36839.0,36927.0,37096.0,37134.0,37193.0,37245.0,37265.0,37301.0,37323.0,37357.0,37390.0,37412.0,37442.0,37488.0,37593.0,37624.0,37677.0,37744.0,37833.0,37877.0,37962.0,38060.0,38284.0,38437.0,38749.0,38820.0,38924.0,39044.0,39144.0,39255.0,39331.0,39423.0,39476.0,39528.0,39593.0,39632.0,39688.0,39715.0
