tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P
5105962,60720.0,60759.0,60823.0,60841.0,60934.0,60980.0,61027.0,61054.0,61130.0,61162.0,61231.0,61254.0,61279.0,61304.0,61330.0,61346.0,61396.0,61457.0,61506.0,61562.0,61591.0,61622.0,61660.0,61698.0,61732.0,61776.0,61819.0,61872.0,61906.0,61927.0,62025.0,62169.0,62223.0,62276.0,62327.0,62360.0,62431.0,62491.0,62558.0,62617.0,62668.0,62710.0,62794.0,62955.0,62991.0,63048.0,63099.0,63123.0,63166.0,63194.0,63238.0,63275.0,63300.0,63345.0,63412.0,63515.0,63543.0,63585.0,63638.0,63727.0,63765.0,63838.0,63922.0,64086.0,64198.0,64427.0,64479.0,64619.0,64780.0,64880.0,64991.0,65048.0,65117.0,65157.0,65197.0,65247.0,65299.0,65374.0,65411.0
5105964,73500.0,73536.0,73596.0,73613.0,73700.0,73743.0,73787.0,73813.0,73884.0,73914.0,73979.0,74000.0,74024.0,74048.0,74072.0,74087.0,74134.0,74192.0,74231.0,74276.0,74299.0,74324.0,74355.0,74386.0,74414.0,74449.0,74484.0,74527.0,74555.0,74572.0,74651.0,74767.0,74810.0,74853.0,74894.0,74921.0,74979.0,75030.0,75086.0,75136.0,75183.0,75222.0,75299.0,75447.0,75485.0,75536.0,75583.0,75600.0,75631.0,75652.0,75684.0,75713.0,75733.0,75760.0,75801.0,75877.0,75898.0,75930.0,75969.0,76045.0,76077.0,76140.0,76212.0,76309.0,76375.0,76510.0,76542.0,76638.0,76750.0,76818.0,76893.0,76937.0,76990.0,77029.0,77068.0,77117.0,77149.0,77194.0,77216.0
5109367,29520.0,29569.0,29651.0,29673.0,29791.0,29850.0,29910.0,29945.0,30041.0,30081.0,30169.0,30198.0,30230.0,30262.0,30295.0,30315.0,30379.0,30458.0,30519.0,30589.0,30625.0,30664.0,30712.0,30759.0,30802.0,30857.0,30911.0,30978.0,31021.0,31047.0,31170.0,31350.0,31417.0,31484.0,31548.0,31589.0,31678.0,31758.0,31847.0,31926.0,31971.0,32009.0,32083.0,32226.0,32264.0,32330.0,32402.0,32422.0,32458.0,32486.0,32528.0,32570.0,32599.0,32636.0,32693.0,32811.0,32840.0,32907.0,32990.0,33131.0,33183.0,33284.0,33401.0,33646.0,33813.0,34154.0,34231.0,34376.0,34543.0,34643.0,34754.0,34816.0,34892.0,34938.0,34984.0,35040.0,35086.0,35152.0,35183.0
5110901,28920.0,28969.0,29051.0,29073.0,29191.0,29250.0,29310.0,29345.0,29441.0,29481.0,29569.0,29598.0,29630.0,29662.0,29695.0,29715.0,29779.0,29858.0,29919.0,29989.0,30025.0,30064.0,30112.0,30159.0,30202.0,30257.0,30311.0,30378.0,30421.0,30447.0,30570.0,30750.0,30817.0,30884.0,30948.0,30989.0,31078.0,31158.0,31247.0,31326.0,31371.0,31409.0,31483.0,31626.0,31664.0,31730.0,31802.0,31822.0,31858.0,31886.0,31928.0,31970.0,31999.0,32036.0,32093.0,32211.0,32240.0,32307.0,32390.0,32531.0,32583.0,32684.0,32801.0,33046.0,33213.0,33554.0,33631.0,33776.0,33943.0,34043.0,34154.0,34216.0,34292.0,34338.0,34384.0,34440.0,34486.0,34552.0,34583.0
5110909,81300.0,81332.0,81386.0,81401.0,81478.0,81517.0,81556.0,81579.0,81642.0,81668.0,81726.0,81745.0,81766.0,81787.0,81809.0,81822.0,81864.0,81915.0,81951.0,81993.0,82015.0,82038.0,82066.0,82094.0,82119.0,82152.0,82184.0,82224.0,82249.0,82265.0,82338.0,82445.0,82485.0,82525.0,82563.0,82588.0,82639.0,82677.0,82719.0,82757.0,82794.0,82825.0,82885.0,83001.0,83034.0,83087.0,83126.0,83141.0,83167.0,83183.0,83207.0,83231.0,83248.0,83269.0,83302.0,83361.0,83381.0,83410.0,83446.0,83512.0,83539.0,83591.0,83651.0,83724.0,83774.0,83876.0,83899.0,83985.0,84084.0,84146.0,84215.0,84251.0,84294.0,84318.0,84342.0,84372.0,84434.0,84523.0,84567.0
5111641,30120.0,30169.0,30251.0,30273.0,30391.0,30450.0,30510.0,30545.0,30641.0,30681.0,30769.0,30798.0,30830.0,30862.0,30895.0,30915.0,30979.0,31058.0,31119.0,31189.0,31225.0,31264.0,31312.0,31359.0,31402.0,31457.0,31511.0,31578.0,31621.0,31647.0,31770.0,31950.0,32017.0,32084.0,32148.0,32189.0,32278.0,32358.0,32447.0,32526.0,32571.0,32609.0,32683.0,32826.0,32864.0,32930.0,33002.0,33022.0,33058.0,33086.0,33128.0,33170.0,33199.0,33236.0,33293.0,33411.0,33440.0,33507.0,33590.0,33731.0,33783.0,33884.0,34001.0,34246.0,34413.0,34754.0,34831.0,34976.0,35143.0,35243.0,35354.0,35416.0,35492.0,35538.0,35584.0,35640.0,35686.0,35752.0,35783.0
5115441,38520.0,38557.0,38619.0,38636.0,38726.0,38771.0,38817.0,38844.0,38917.0,38947.0,39014.0,39036.0,39061.0,39085.0,39110.0,39125.0,39173.0,39233.0,39274.0,39321.0,39346.0,39372.0,39404.0,39436.0,39465.0,39502.0,39539.0,39584.0,39613.0,39631.0,39714.0,39835.0,39880.0,39925.0,39968.0,39996.0,40056.0,40115.0,40180.0,40239.0,40287.0,40327.0,40405.0,40555.0,40591.0,40652.0,40724.0,40751.0,40800.0,40831.0,40879.0,40913.0,40937.0,40967.0,41013.0,41098.0,41128.0,41177.0,41238.0,41340.0,41382.0,41463.0,41557.0,41702.0,41801.0,42003.0,42050.0,42147.0,42259.0,42348.0,42447.0,42508.0,42581.0,42633.0,42685.0,42749.0,42803.0,42880.0,42918.0
5115443,51720.0,51758.0,51822.0,51840.0,51932.0,51978.0,52025.0,52052.0,52127.0,52158.0,52227.0,52249.0,52274.0,52299.0,52325.0,52341.0,52391.0,52453.0,52503.0,52561.0,52591.0,52623.0,52663.0,52702.0,52737.0,52782.0,52827.0,52882.0,52917.0,52939.0,53041.0,53189.0,53245.0,53300.0,53353.0,53387.0,53459.0,53521.0,53589.0,53649.0,53701.0,53744.0,53829.0,53993.0,54026.0,54082.0,54135.0,54165.0,54218.0,54246.0,54289.0,54325.0,54349.0,54390.0,54451.0,54575.0,54604.0,54651.0,54710.0,54814.0,54852.0,54926.0,55012.0,55154.0,55251.0,55448.0,55493.0,55602.0,55727.0,55819.0,55921.0,55974.0,56039.0,56087.0,56135.0,56194.0,56247.0,56324.0,56362.0
5115445,64320.0,64353.0,64408.0,64423.0,64502.0,64541.0,64581.0,64604.0,64669.0,64696.0,64755.0,64774.0,64796.0,64818.0,64840.0,64853.0,64896.0,64948.0,64994.0,65046.0,65073.0,65102.0,65138.0,65173.0,65205.0,65246.0,65287.0,65337.0,65369.0,65389.0,65481.0,65615.0,65665.0,65715.0,65763.0,65794.0,65860.0,65924.0,65994.0,66057.0,66103.0,66141.0,66216.0,66361.0,66393.0,66443.0,66497.0,66520.0,66560.0,66591.0,66639.0,66673.0,66696.0,66737.0,66800.0,66905.0,66948.0,66994.0,67051.0,67151.0,67181.0,67239.0,67306.0,67440.0,67532.0,67719.0,67761.0,67990.0,68254.0,68332.0,68418.0,68464.0,68520.0,68589.0,68658.0,68743.0,68772.0,68814.0,68835.0
5115470,36720.0,36757.0,36819.0,36836.0,36926.0,36971.0,37017.0,37044.0,37117.0,37147.0,37214.0,37236.0,37261.0,37285.0,37310.0,37325.0,37373.0,37433.0,37474.0,37521.0,37546.0,37572.0,37604.0,37636.0,37665.0,37702.0,37739.0,37784.0,37813.0,37831.0,37914.0,38035.0,38080.0,38125.0,38168.0,38196.0,38256.0,38315.0,38380.0,38439.0,38487.0,38527.0,38605.0,38755.0,38791.0,38852.0,38924.0,38951.0,39000.0,39031.0,39079.0,39113.0,39137.0,39167.0,39213.0,39298.0,39328.0,39377.0,39438.0,39540.0,39582.0,39663.0,39757.0,39902.0,40001.0,40203.0,40250.0,40347.0,40459.0,40548.0,40647.0,40708.0,40781.0,40833.0,40885.0,40949.0,41003.0,41080.0,41118.0
5115472,49920.0,49958.0,50022.0,50040.0,50132.0,50178.0,50225.0,50252.0,50327.0,50358.0,50427.0,50449.0,50474.0,50499.0,50525.0,50541.0,50591.0,50653.0,50703.0,50761.0,50791.0,50823.0,50863.0,50902.0,50937.0,50982.0,51027.0,51082.0,51117.0,51139.0,51241.0,51389.0,51445.0,51500.0,51553.0,51587.0,51659.0,51721.0,51789.0,51849.0,51901.0,51944.0,52029.0,52193.0,52226.0,52282.0,52335.0,52365.0,52418.0,52446.0,52489.0,52525.0,52549.0,52590.0,52651.0,52775.0,52804.0,52851.0,52910.0,53014.0,53052.0,53126.0,53212.0,53354.0,53451.0,53648.0,53693.0,53802.0,53927.0,54019.0,54121.0,54174.0,54239.0,54287.0,54335.0,54394.0,54447.0,54524.0,54562.0
5115474,62520.0,62553.0,62608.0,62623.0,62702.0,62741.0,62781.0,62804.0,62869.0,62896.0,62955.0,62974.0,62996.0,63018.0,63040.0,63053.0,63096.0,63148.0,63194.0,63246.0,63273.0,63302.0,63338.0,63373.0,63405.0,63446.0,63487.0,63537.0,63569.0,63589.0,63681.0,63815.0,63865.0,63915.0,63963.0,63994.0,64060.0,64124.0,64194.0,64257.0,64303.0,64341.0,64416.0,64561.0,64593.0,64643.0,64697.0,64720.0,64760.0,64791.0,64839.0,64873.0,64896.0,64937.0,65000.0,65105.0,65148.0,65194.0,65251.0,65351.0,65381.0,65439.0,65506.0,65640.0,65732.0,65919.0,65961.0,66190.0,66454.0,66532.0,66618.0,66664.0,66720.0,66789.0,66858.0,66943.0,66972.0,67014.0,67035.0
5115476,75300.0,75332.0,75386.0,75401.0,75478.0,75517.0,75556.0,75579.0,75642.0,75668.0,75726.0,75745.0,75766.0,75787.0,75809.0,75822.0,75864.0,75915.0,75951.0,75993.0,76015.0,76038.0,76066.0,76094.0,76119.0,76152.0,76184.0,76224.0,76249.0,76265.0,76338.0,76445.0,76485.0,76525.0,76563.0,76588.0,76639.0,76677.0,76719.0,76757.0,76794.0,76825.0,76885.0,77001.0,77034.0,77087.0,77126.0,77141.0,77167.0,77183.0,77207.0,77231.0,77248.0,77269.0,77302.0,77361.0,77381.0,77410.0,77446.0,77512.0,77539.0,77591.0,77651.0,77724.0,77774.0,77876.0,77899.0,77985.0,78084.0,78146.0,78215.0,78251.0,78294.0,78318.0,78342.0,78372.0,78434.0,78523.0,78567.0
5115625,25620.0,25659.0,25724.0,25742.0,25836.0,25883.0,25931.0,25959.0,26036.0,26068.0,26138.0,26161.0,26187.0,26213.0,26239.0,26255.0,26306.0,26368.0,26415.0,26469.0,26497.0,26527.0,26564.0,26600.0,26633.0,26675.0,26717.0,26768.0,26801.0,26821.0,26916.0,27054.0,27106.0,27157.0,27206.0,27238.0,27306.0,27368.0,27437.0,27499.0,27547.0,27587.0,27665.0,27815.0,27862.0,27940.0,28007.0,28033.0,28079.0,28114.0,28167.0,28219.0,28255.0,28300.0,28369.0,28449.0,28485.0,28542.0,28613.0,28802.0,28862.0,28978.0,29112.0,29352.0,29516.0,29850.0,29927.0,30100.0,30300.0,30402.0,30516.0,30592.0,30683.0,30739.0,30795.0,30865.0,30906.0,30965.0,30994.0
5116483,28320.0,28359.0,28424.0,28442.0,28536.0,28583.0,28631.0,28659.0,28736.0,28768.0,28838.0,28861.0,28887.0,28913.0,28939.0,28955.0,29006.0,29068.0,29115.0,29169.0,29197.0,29227.0,29264.0,29300.0,29333.0,29375.0,29417.0,29468.0,29501.0,29521.0,29616.0,29754.0,29806.0,29857.0,29906.0,29938.0,30006.0,30068.0,30137.0,30199.0,30247.0,30287.0,30365.0,30515.0,30562.0,30640.0,30707.0,30733.0,30779.0,30814.0,30867.0,30919.0,30955.0,31000.0,31069.0,31149.0,31185.0,31242.0,31313.0,31502.0,31562.0,31678.0,31812.0,32052.0,32216.0,32550.0,32627.0,32800.0,33000.0,33102.0,33216.0,33292.0,33383.0,33439.0,33495.0,33565.0,33606.0,33665.0,33694.0
5116485,41520.0,41557.0,41619.0,41636.0,41726.0,41771.0,41817.0,41844.0,41917.0,41947.0,42014.0,42036.0,42061.0,42085.0,42110.0,42125.0,42173.0,42233.0,42274.0,42321.0,42346.0,42372.0,42404.0,42436.0,42465.0,42502.0,42539.0,42584.0,42613.0,42631.0,42714.0,42835.0,42880.0,42925.0,42968.0,42996.0,43056.0,43115.0,43180.0,43239.0,43287.0,43327.0,43405.0,43555.0,43591.0,43652.0,43724.0,43751.0,43800.0,43831.0,43879.0,43913.0,43937.0,43967.0,44013.0,44098.0,44128.0,44177.0,44238.0,44340.0,44382.0,44463.0,44557.0,44702.0,44801.0,45003.0,45050.0,45147.0,45259.0,45348.0,45447.0,45508.0,45581.0,45633.0,45685.0,45749.0,45803.0,45880.0,45918.0
5116654,27420.0,27459.0,27524.0,27542.0,27636.0,27683.0,27731.0,27759.0,27836.0,27868.0,27938.0,27961.0,27987.0,28013.0,28039.0,28055.0,28106.0,28168.0,28215.0,28269.0,28297.0,28327.0,28364.0,28400.0,28433.0,28475.0,28517.0,28568.0,28601.0,28621.0,28716.0,28854.0,28906.0,28957.0,29006.0,29038.0,29106.0,29168.0,29237.0,29299.0,29347.0,29387.0,29465.0,29615.0,29662.0,29740.0,29807.0,29833.0,29879.0,29914.0,29967.0,30019.0,30055.0,30100.0,30169.0,30249.0,30285.0,30342.0,30413.0,30602.0,30662.0,30778.0,30912.0,31152.0,31316.0,31650.0,31727.0,31900.0,32100.0,32202.0,32316.0,32392.0,32483.0,32539.0,32595.0,32665.0,32706.0,32765.0,32794.0
5116656,40320.0,40357.0,40419.0,40436.0,40526.0,40571.0,40617.0,40644.0,40717.0,40747.0,40814.0,40836.0,40861.0,40885.0,40910.0,40925.0,40973.0,41033.0,41074.0,41121.0,41146.0,41172.0,41204.0,41236.0,41265.0,41302.0,41339.0,41384.0,41413.0,41431.0,41514.0,41635.0,41680.0,41725.0,41768.0,41796.0,41856.0,41915.0,41980.0,42039.0,42087.0,42127.0,42205.0,42355.0,42391.0,42452.0,42524.0,42551.0,42600.0,42631.0,42679.0,42713.0,42737.0,42767.0,42813.0,42898.0,42928.0,42977.0,43038.0,43140.0,43182.0,43263.0,43357.0,43502.0,43601.0,43803.0,43850.0,43947.0,44059.0,44148.0,44247.0,44308.0,44381.0,44433.0,44485.0,44549.0,44603.0,44680.0,44718.0
5116658,53520.0,53558.0,53622.0,53640.0,53732.0,53778.0,53825.0,53852.0,53927.0,53958.0,54027.0,54049.0,54074.0,54099.0,54125.0,54141.0,54191.0,54253.0,54303.0,54361.0,54391.0,54423.0,54463.0,54502.0,54537.0,54582.0,54627.0,54682.0,54717.0,54739.0,54841.0,54989.0,55045.0,55100.0,55153.0,55187.0,55259.0,55321.0,55389.0,55449.0,55501.0,55544.0,55629.0,55793.0,55826.0,55882.0,55935.0,55965.0,56018.0,56046.0,56089.0,56125.0,56149.0,56190.0,56251.0,56375.0,56404.0,56451.0,56510.0,56614.0,56652.0,56726.0,56812.0,56954.0,57051.0,57248.0,57293.0,57402.0,57527.0,57619.0,57721.0,57774.0,57839.0,57887.0,57935.0,57994.0,58047.0,58124.0,58162.0
5116662,77700.0,77732.0,77786.0,77801.0,77878.0,77917.0,77956.0,77979.0,78042.0,78068.0,78126.0,78145.0,78166.0,78187.0,78209.0,78222.0,78264.0,78315.0,78351.0,78393.0,78415.0,78438.0,78466.0,78494.0,78519.0,78552.0,78584.0,78624.0,78649.0,78665.0,78738.0,78845.0,78885.0,78925.0,78963.0,78988.0,79039.0,79077.0,79119.0,79157.0,79194.0,79225.0,79285.0,79401.0,79434.0,79487.0,79526.0,79541.0,79567.0,79583.0,79607.0,79631.0,79648.0,79669.0,79702.0,79761.0,79781.0,79810.0,79846.0,79912.0,79939.0,79991.0,80051.0,80124.0,80174.0,80276.0,80299.0,80385.0,80484.0,80546.0,80615.0,80651.0,80694.0,80718.0,80742.0,80772.0,80834.0,80923.0,80967.0
5116998,79500.0,79532.0,79586.0,79601.0,79678.0,79717.0,79756.0,79779.0,79842.0,79868.0,79926.0,79945.0,79966.0,79987.0,80009.0,80022.0,80064.0,80115.0,80151.0,80193.0,80215.0,80238.0,80266.0,80294.0,80319.0,80352.0,80384.0,80424.0,80449.0,80465.0,80538.0,80645.0,80685.0,80725.0,80763.0,80788.0,80839.0,80877.0,80919.0,80957.0,80994.0,81025.0,81085.0,81201.0,81234.0,81287.0,81326.0,81341.0,81367.0,81383.0,81407.0,81431.0,81448.0,81469.0,81502.0,81561.0,81581.0,81610.0,81646.0,81712.0,81739.0,81791.0,81851.0,81924.0,81974.0,82076.0,82099.0,82185.0,82284.0,82346.0,82415.0,82451.0,82494.0,82518.0,82542.0,82572.0,82634.0,82723.0,82767.0
