tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P,086_P,087_P,088_P,089_P,090_P
5016579,44400.0,44458.0,44525.0,44568.0,44614.0,44671.0,44749.0,44786.0,44835.0,44876.0,44906.0,44974.0,45046.0,45129.0,45211.0,45250.0,45315.0,45401.0,45516.0,45631.0,45718.0,45752.0,45792.0,45839.0,45886.0,45980.0,46055.0,46148.0,46186.0,46227.0,46325.0,46350.0,46406.0,46471.0,46529.0,46568.0,46619.0,46658.0,46709.0,46810.0,46886.0,46939.0,46990.0,47061.0,47170.0,47346.0,47578.0,47981.0,48087.0,48105.0,48132.0,48220.0,48288.0,48331.0,48384.0,48415.0,48460.0,48487.0,48506.0,48565.0,48622.0,48651.0,48697.0,48720.0,48798.0,48835.0,48910.0,48972.0,49009.0,49051.0,49113.0,49174.0,49225.0,49270.0,49301.0,49357.0,49407.0,49443.0,49484.0,49538.0,49566.0,49614.0,49662.0,49691.0,49739.0,49769.0,49858.0,49890.0,49980.0,50128.0
5016581,59400.0,59453.0,59514.0,59553.0,59594.0,59645.0,59716.0,59750.0,59794.0,59831.0,59858.0,59919.0,59983.0,60055.0,60141.0,60181.0,60248.0,60338.0,60458.0,60579.0,60838.0,60870.0,60908.0,61001.0,61054.0,61145.0,61204.0,61299.0,61338.0,61379.0,61492.0,61520.0,61573.0,61635.0,61696.0,61737.0,61791.0,61820.0,61857.0,61955.0,62031.0,62077.0,62115.0,62168.0,62249.0,62397.0,62800.0,63500.0,63688.0,63719.0,63769.0,63934.0,64060.0,64136.0,64229.0,64282.0,64357.0,64402.0,64445.0,64576.0,64704.0,64743.0,64805.0,64836.0,64954.0,65010.0,65109.0,65177.0,65218.0,65263.0,65328.0,65393.0,65444.0,65490.0,65521.0,65578.0,65628.0,65665.0,65706.0,65761.0,65796.0,65857.0,65908.0,65939.0,65990.0,66022.0,66116.0,66150.0,66205.0,66294.0
5017066,28800.0,28855.0,28919.0,28960.0,29003.0,29057.0,29131.0,29166.0,29212.0,29251.0,29279.0,29346.0,29419.0,29503.0,29575.0,29609.0,29666.0,29741.0,29842.0,29943.0,30043.0,30086.0,30136.0,30193.0,30249.0,30370.0,30473.0,30567.0,30605.0,30646.0,30764.0,30794.0,30851.0,30918.0,30987.0,31033.0,31094.0,31145.0,31212.0,31303.0,31391.0,31451.0,31542.0,31668.0,31863.0,32052.0,32243.0,32574.0,32785.0,32820.0,32851.0,32954.0,33034.0,33087.0,33151.0,33186.0,33235.0,33265.0,33284.0,33341.0,33397.0,33430.0,33483.0,33509.0,33592.0,33632.0,33708.0,33769.0,33805.0,33848.0,33911.0,33973.0,34020.0,34062.0,34091.0,34143.0,34189.0,34223.0,34261.0,34313.0,34341.0,34390.0,34435.0,34462.0,34507.0,34535.0,34618.0,34648.0,34742.0,34896.0
5017068,43500.0,43552.0,43612.0,43651.0,43692.0,43742.0,43812.0,43845.0,43888.0,43924.0,43950.0,44011.0,44088.0,44176.0,44264.0,44305.0,44374.0,44466.0,44589.0,44713.0,44813.0,44847.0,44887.0,44934.0,44979.0,45074.0,45149.0,45245.0,45284.0,45325.0,45434.0,45461.0,45514.0,45576.0,45637.0,45678.0,45732.0,45765.0,45809.0,45910.0,46000.0,46050.0,46086.0,46136.0,46214.0,46360.0,46562.0,46912.0,47018.0,47035.0,47065.0,47164.0,47240.0,47290.0,47352.0,47387.0,47436.0,47465.0,47486.0,47550.0,47612.0,47647.0,47703.0,47731.0,47816.0,47857.0,47951.0,48017.0,48057.0,48102.0,48168.0,48234.0,48286.0,48332.0,48364.0,48422.0,48473.0,48511.0,48553.0,48609.0,48640.0,48693.0,48746.0,48778.0,48831.0,48864.0,48962.0,48997.0,49090.0,49242.0
5017070,58200.0,58253.0,58314.0,58354.0,58396.0,58448.0,58519.0,58553.0,58597.0,58634.0,58661.0,58722.0,58795.0,58879.0,58967.0,59008.0,59078.0,59171.0,59295.0,59419.0,59599.0,59636.0,59678.0,59736.0,59780.0,59899.0,59975.0,60081.0,60124.0,60171.0,60287.0,60316.0,60373.0,60439.0,60501.0,60542.0,60598.0,60633.0,60679.0,60776.0,60853.0,60903.0,60946.0,61006.0,61098.0,61268.0,61514.0,61942.0,62087.0,62111.0,62148.0,62271.0,62366.0,62424.0,62494.0,62533.0,62589.0,62623.0,62657.0,62759.0,62858.0,62894.0,62951.0,62979.0,63079.0,63127.0,63214.0,63291.0,63337.0,63380.0,63442.0,63504.0,63559.0,63608.0,63641.0,63702.0,63756.0,63795.0,63839.0,63897.0,63929.0,63985.0,64040.0,64073.0,64129.0,64164.0,64267.0,64304.0,64398.0,64553.0
5017203,51000.0,51052.0,51112.0,51151.0,51192.0,51242.0,51312.0,51345.0,51388.0,51424.0,51450.0,51511.0,51588.0,51676.0,51764.0,51805.0,51874.0,51966.0,52089.0,52213.0,52313.0,52347.0,52387.0,52434.0,52479.0,52574.0,52649.0,52745.0,52784.0,52825.0,52934.0,52961.0,53014.0,53076.0,53137.0,53178.0,53232.0,53265.0,53309.0,53410.0,53500.0,53550.0,53586.0,53636.0,53714.0,53860.0,54062.0,54412.0,54518.0,54535.0,54565.0,54664.0,54740.0,54790.0,54852.0,54887.0,54936.0,54965.0,54986.0,55050.0,55112.0,55147.0,55203.0,55231.0,55316.0,55357.0,55451.0,55517.0,55557.0,55602.0,55668.0,55734.0,55786.0,55832.0,55864.0,55922.0,55973.0,56011.0,56053.0,56109.0,56140.0,56193.0,56246.0,56278.0,56331.0,56364.0,56462.0,56497.0,56590.0,56742.0
5017205,66600.0,66647.0,66701.0,66736.0,66773.0,66818.0,66881.0,66911.0,66950.0,66983.0,67007.0,67060.0,67126.0,67201.0,67269.0,67301.0,67355.0,67427.0,67522.0,67618.0,67689.0,67717.0,67750.0,67791.0,67831.0,67906.0,67967.0,68048.0,68081.0,68117.0,68211.0,68235.0,68275.0,68321.0,68367.0,68398.0,68439.0,68468.0,68505.0,68578.0,68647.0,68682.0,68714.0,68758.0,68825.0,68954.0,69163.0,69527.0,69620.0,69635.0,69664.0,69758.0,69830.0,69881.0,69943.0,69975.0,70021.0,70048.0,70066.0,70120.0,70173.0,70202.0,70248.0,70271.0,70349.0,70386.0,70454.0,70507.0,70539.0,70586.0,70654.0,70721.0,70764.0,70802.0,70828.0,70875.0,70917.0,70948.0,70982.0,71029.0,71056.0,71103.0,71143.0,71167.0,71207.0,71232.0,71307.0,71335.0,71411.0,71536.0
5018157,35400.0,35458.0,35525.0,35568.0,35614.0,35671.0,35749.0,35786.0,35835.0,35876.0,35906.0,35974.0,36046.0,36129.0,36211.0,36250.0,36315.0,36401.0,36516.0,36631.0,36718.0,36752.0,36792.0,36839.0,36886.0,36980.0,37055.0,37148.0,37186.0,37227.0,37325.0,37350.0,37406.0,37471.0,37529.0,37568.0,37619.0,37658.0,37709.0,37810.0,37886.0,37939.0,37990.0,38061.0,38170.0,38346.0,38578.0,38981.0,39087.0,39105.0,39132.0,39220.0,39288.0,39331.0,39384.0,39415.0,39460.0,39487.0,39506.0,39565.0,39622.0,39651.0,39697.0,39720.0,39798.0,39835.0,39910.0,39972.0,40009.0,40051.0,40113.0,40174.0,40225.0,40270.0,40301.0,40357.0,40407.0,40443.0,40484.0,40538.0,40566.0,40614.0,40662.0,40691.0,40739.0,40769.0,40858.0,40890.0,40980.0,41128.0
5018159,49800.0,49852.0,49912.0,49951.0,49992.0,50042.0,50112.0,50145.0,50188.0,50224.0,50250.0,50311.0,50388.0,50476.0,50564.0,50605.0,50674.0,50766.0,50889.0,51013.0,51113.0,51147.0,51187.0,51234.0,51279.0,51374.0,51449.0,51545.0,51584.0,51625.0,51734.0,51761.0,51814.0,51876.0,51937.0,51978.0,52032.0,52065.0,52109.0,52210.0,52300.0,52350.0,52386.0,52436.0,52514.0,52660.0,52862.0,53212.0,53318.0,53335.0,53365.0,53464.0,53540.0,53590.0,53652.0,53687.0,53736.0,53765.0,53786.0,53850.0,53912.0,53947.0,54003.0,54031.0,54116.0,54157.0,54251.0,54317.0,54357.0,54402.0,54468.0,54534.0,54586.0,54632.0,54664.0,54722.0,54773.0,54811.0,54853.0,54909.0,54940.0,54993.0,55046.0,55078.0,55131.0,55164.0,55262.0,55297.0,55390.0,55542.0
5018161,65400.0,65450.0,65508.0,65545.0,65584.0,65632.0,65699.0,65731.0,65773.0,65808.0,65833.0,65891.0,65970.0,66059.0,66144.0,66184.0,66251.0,66341.0,66460.0,66581.0,66763.0,66797.0,66836.0,66900.0,66949.0,67035.0,67097.0,67180.0,67214.0,67249.0,67352.0,67378.0,67431.0,67493.0,67546.0,67581.0,67629.0,67663.0,67707.0,67804.0,67879.0,67920.0,67955.0,68003.0,68076.0,68234.0,68497.0,68953.0,69073.0,69093.0,69130.0,69251.0,69343.0,69399.0,69468.0,69506.0,69559.0,69591.0,69620.0,69706.0,69790.0,69823.0,69876.0,69903.0,69994.0,70038.0,70113.0,70177.0,70216.0,70256.0,70314.0,70372.0,70416.0,70456.0,70483.0,70532.0,70576.0,70608.0,70644.0,70692.0,70721.0,70772.0,70817.0,70844.0,70889.0,70917.0,71000.0,71029.0,71109.0,71240.0
5018163,79200.0,79243.0,79293.0,79325.0,79359.0,79401.0,79459.0,79487.0,79523.0,79553.0,79575.0,79625.0,79689.0,79762.0,79825.0,79855.0,79905.0,79971.0,80059.0,80148.0,80210.0,80242.0,80278.0,80316.0,80354.0,80433.0,80480.0,80554.0,80584.0,80616.0,80701.0,80722.0,80762.0,80808.0,80854.0,80885.0,80926.0,80952.0,80986.0,81054.0,81119.0,81155.0,81179.0,81212.0,81264.0,81385.0,81624.0,82040.0,82127.0,82141.0,82168.0,82257.0,82325.0,82369.0,82422.0,82451.0,82492.0,82516.0,82532.0,82580.0,82627.0,82654.0,82697.0,82719.0,82789.0,82823.0,82884.0,82934.0,82964.0,83002.0,83057.0,83111.0,83153.0,83191.0,83217.0,83264.0,83306.0,83337.0,83371.0,83416.0,83447.0,83499.0,83540.0,83564.0,83605.0,83631.0,83706.0,83733.0,83782.0,83863.0
