tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P
5086201,31800.0,31923.0,31958.0,31988.0,32010.0,32035.0,32068.0,32109.0,32154.0,32173.0,32230.0,32267.0,32312.0,32342.0,32398.0,32431.0,32484.0,32502.0,32542.0,32576.0,32614.0,32677.0,32743.0,32789.0,32826.0,32851.0,32915.0,32959.0,33022.0,33087.0,33129.0,33180.0,33251.0,33294.0,33344.0,33411.0,33452.0,33517.0,33572.0,33612.0,33685.0,33813.0,33925.0,34060.0,34179.0,34251.0,34301.0,34358.0,34398.0,34429.0,34465.0,34488.0,34570.0,34601.0,34641.0,34701.0,34746.0,34764.0,34792.0,34834.0,34864.0,34882.0,34928.0,34961.0,34989.0,35018.0,35035.0,35096.0,35125.0,35152.0,35179.0,35222.0,35256.0,35285.0,35356.0,35399.0,35426.0,35537.0,35580.0,35611.0,35624.0,35676.0,35725.0
5086203,49500.0,49665.0,49703.0,49735.0,49759.0,49785.0,49820.0,49863.0,49912.0,49936.0,50007.0,50053.0,50108.0,50145.0,50215.0,50256.0,50321.0,50344.0,50390.0,50429.0,50471.0,50542.0,50636.0,50697.0,50747.0,50779.0,50831.0,50867.0,50929.0,51044.0,51117.0,51207.0,51263.0,51318.0,51383.0,51457.0,51502.0,51588.0,51660.0,51713.0,51841.0,52027.0,52190.0,52388.0,52550.0,52674.0,52733.0,52801.0,52841.0,52872.0,52908.0,52932.0,53020.0,53056.0,53101.0,53167.0,53226.0,53246.0,53276.0,53323.0,53357.0,53377.0,53429.0,53467.0,53499.0,53532.0,53553.0,53611.0,53638.0,53663.0,53688.0,53728.0,53760.0,53787.0,53853.0,53894.0,53921.0,54077.0,54129.0,54166.0,54181.0,54242.0,54311.0
5086205,62100.0,62275.0,62316.0,62351.0,62377.0,62406.0,62445.0,62493.0,62547.0,62569.0,62635.0,62678.0,62730.0,62765.0,62830.0,62868.0,62929.0,62949.0,62997.0,63038.0,63083.0,63155.0,63243.0,63302.0,63350.0,63381.0,63429.0,63463.0,63521.0,63611.0,63668.0,63739.0,63799.0,63843.0,63895.0,63959.0,63998.0,64065.0,64122.0,64163.0,64256.0,64461.0,64640.0,64859.0,65065.0,65197.0,65242.0,65294.0,65341.0,65377.0,65419.0,65446.0,65546.0,65569.0,65598.0,65655.0,65714.0,65741.0,65783.0,65847.0,65883.0,65905.0,65960.0,66000.0,66034.0,66069.0,66091.0,66147.0,66173.0,66197.0,66222.0,66262.0,66293.0,66320.0,66385.0,66425.0,66450.0,66570.0,66615.0,66647.0,66660.0,66714.0,66767.0
5086207,75000.0,75120.0,75149.0,75173.0,75191.0,75211.0,75238.0,75271.0,75308.0,75327.0,75382.0,75418.0,75461.0,75490.0,75544.0,75576.0,75627.0,75644.0,75676.0,75703.0,75732.0,75777.0,75847.0,75893.0,75930.0,75955.0,75997.0,76026.0,76089.0,76169.0,76220.0,76282.0,76334.0,76374.0,76422.0,76459.0,76481.0,76540.0,76589.0,76625.0,76697.0,76828.0,76942.0,77081.0,77228.0,77310.0,77359.0,77415.0,77443.0,77465.0,77489.0,77513.0,77600.0,77619.0,77643.0,77681.0,77725.0,77746.0,77779.0,77829.0,77855.0,77870.0,77909.0,77937.0,77961.0,77986.0,78003.0,78052.0,78075.0,78096.0,78117.0,78151.0,78178.0,78201.0,78257.0,78291.0,78314.0,78443.0,78485.0,78515.0,78527.0,78576.0,78625.0
5087179,25200.0,25347.0,25383.0,25414.0,25437.0,25462.0,25496.0,25537.0,25582.0,25605.0,25673.0,25717.0,25770.0,25806.0,25873.0,25912.0,25975.0,25997.0,26039.0,26075.0,26113.0,26176.0,26247.0,26306.0,26354.0,26387.0,26445.0,26485.0,26556.0,26671.0,26745.0,26836.0,26908.0,26998.0,27104.0,27183.0,27231.0,27332.0,27417.0,27478.0,27593.0,27738.0,27865.0,28020.0,28156.0,28274.0,28345.0,28427.0,28479.0,28519.0,28565.0,28600.0,28728.0,28757.0,28795.0,28858.0,28913.0,28937.0,28975.0,29033.0,29067.0,29087.0,29138.0,29175.0,29206.0,29239.0,29258.0,29319.0,29347.0,29373.0,29400.0,29443.0,29477.0,29506.0,29576.0,29619.0,29647.0,29839.0,29888.0,29923.0,29937.0,29996.0,30059.0
5087181,39240.0,39381.0,39418.0,39450.0,39473.0,39499.0,39534.0,39576.0,39623.0,39646.0,39712.0,39756.0,39808.0,39843.0,39909.0,39947.0,40009.0,40030.0,40083.0,40129.0,40178.0,40250.0,40360.0,40428.0,40484.0,40521.0,40574.0,40611.0,40675.0,40783.0,40852.0,40937.0,41004.0,41062.0,41131.0,41201.0,41244.0,41341.0,41422.0,41481.0,41612.0,41816.0,41994.0,42210.0,42376.0,42505.0,42568.0,42640.0,42681.0,42713.0,42749.0,42777.0,42879.0,42913.0,42956.0,43021.0,43074.0,43097.0,43132.0,43187.0,43220.0,43240.0,43291.0,43328.0,43359.0,43391.0,43411.0,43473.0,43502.0,43529.0,43556.0,43599.0,43633.0,43662.0,43733.0,43776.0,43804.0,43993.0,44051.0,44093.0,44110.0,44180.0,44253.0
5087183,59100.0,59263.0,59299.0,59330.0,59353.0,59378.0,59412.0,59454.0,59501.0,59525.0,59596.0,59642.0,59698.0,59735.0,59805.0,59846.0,59912.0,59935.0,59987.0,60031.0,60078.0,60154.0,60274.0,60343.0,60399.0,60436.0,60491.0,60529.0,60595.0,60714.0,60790.0,60883.0,60968.0,61023.0,61088.0,61168.0,61216.0,61317.0,61402.0,61463.0,61591.0,61809.0,61999.0,62231.0,62439.0,62588.0,62664.0,62751.0,62812.0,62859.0,62912.0,62963.0,63147.0,63185.0,63233.0,63294.0,63358.0,63383.0,63422.0,63482.0,63522.0,63546.0,63607.0,63651.0,63688.0,63727.0,63750.0,63817.0,63848.0,63877.0,63906.0,63953.0,63990.0,64022.0,64099.0,64146.0,64177.0,64416.0,64474.0,64516.0,64533.0,64603.0,64676.0
5087185,73200.0,73338.0,73373.0,73403.0,73425.0,73449.0,73482.0,73522.0,73565.0,73585.0,73644.0,73683.0,73730.0,73761.0,73820.0,73854.0,73909.0,73928.0,73970.0,74005.0,74043.0,74106.0,74195.0,74256.0,74306.0,74338.0,74384.0,74417.0,74478.0,74564.0,74619.0,74686.0,74748.0,74791.0,74842.0,74901.0,74936.0,75016.0,75083.0,75132.0,75221.0,75401.0,75559.0,75751.0,75921.0,76032.0,76088.0,76152.0,76195.0,76228.0,76267.0,76294.0,76390.0,76415.0,76448.0,76501.0,76556.0,76580.0,76617.0,76675.0,76710.0,76730.0,76782.0,76820.0,76852.0,76885.0,76906.0,76962.0,76988.0,77012.0,77036.0,77075.0,77106.0,77132.0,77196.0,77235.0,77260.0,77395.0,77439.0,77471.0,77484.0,77537.0,77592.0
5087392,25800.0,25947.0,25983.0,26014.0,26037.0,26062.0,26096.0,26137.0,26182.0,26205.0,26273.0,26317.0,26370.0,26406.0,26473.0,26512.0,26575.0,26597.0,26639.0,26675.0,26713.0,26776.0,26847.0,26906.0,26954.0,26987.0,27045.0,27085.0,27156.0,27271.0,27345.0,27436.0,27508.0,27598.0,27704.0,27783.0,27831.0,27932.0,28017.0,28078.0,28193.0,28338.0,28465.0,28620.0,28756.0,28874.0,28945.0,29027.0,29079.0,29119.0,29165.0,29200.0,29328.0,29357.0,29395.0,29458.0,29513.0,29537.0,29575.0,29633.0,29667.0,29687.0,29738.0,29775.0,29806.0,29839.0,29858.0,29919.0,29947.0,29973.0,30000.0,30043.0,30077.0,30106.0,30176.0,30219.0,30247.0,30439.0,30488.0,30523.0,30537.0,30596.0,30659.0
5087395,59700.0,59863.0,59899.0,59930.0,59953.0,59978.0,60012.0,60054.0,60101.0,60125.0,60196.0,60242.0,60298.0,60335.0,60405.0,60446.0,60512.0,60535.0,60587.0,60631.0,60678.0,60754.0,60874.0,60943.0,60999.0,61036.0,61091.0,61129.0,61195.0,61314.0,61390.0,61483.0,61568.0,61623.0,61688.0,61768.0,61816.0,61917.0,62002.0,62063.0,62191.0,62409.0,62599.0,62831.0,63039.0,63188.0,63264.0,63351.0,63412.0,63459.0,63512.0,63563.0,63747.0,63785.0,63833.0,63894.0,63958.0,63983.0,64022.0,64082.0,64122.0,64146.0,64207.0,64251.0,64288.0,64327.0,64350.0,64417.0,64448.0,64477.0,64506.0,64553.0,64590.0,64622.0,64699.0,64746.0,64777.0,65016.0,65074.0,65116.0,65133.0,65203.0,65276.0
5087397,74400.0,74538.0,74573.0,74603.0,74625.0,74649.0,74682.0,74722.0,74765.0,74785.0,74844.0,74883.0,74930.0,74961.0,75020.0,75054.0,75109.0,75128.0,75170.0,75205.0,75243.0,75306.0,75395.0,75456.0,75506.0,75538.0,75584.0,75617.0,75678.0,75764.0,75819.0,75886.0,75948.0,75991.0,76042.0,76101.0,76136.0,76216.0,76283.0,76332.0,76421.0,76601.0,76759.0,76951.0,77121.0,77232.0,77288.0,77352.0,77395.0,77428.0,77467.0,77494.0,77590.0,77615.0,77648.0,77701.0,77756.0,77780.0,77817.0,77875.0,77910.0,77930.0,77982.0,78020.0,78052.0,78085.0,78106.0,78162.0,78188.0,78212.0,78236.0,78275.0,78306.0,78332.0,78396.0,78435.0,78460.0,78595.0,78639.0,78671.0,78684.0,78737.0,78792.0
5087550,33600.0,33761.0,33799.0,33831.0,33855.0,33882.0,33918.0,33962.0,34010.0,34034.0,34104.0,34150.0,34205.0,34242.0,34311.0,34352.0,34417.0,34440.0,34491.0,34534.0,34581.0,34654.0,34767.0,34839.0,34898.0,34937.0,34993.0,35033.0,35111.0,35217.0,35285.0,35369.0,35448.0,35518.0,35602.0,35672.0,35714.0,35827.0,35922.0,35992.0,36158.0,36356.0,36528.0,36738.0,36889.0,37023.0,37079.0,37144.0,37184.0,37215.0,37251.0,37278.0,37377.0,37406.0,37442.0,37499.0,37547.0,37565.0,37593.0,37636.0,37669.0,37689.0,37740.0,37777.0,37808.0,37840.0,37860.0,37918.0,37945.0,37970.0,37995.0,38036.0,38068.0,38096.0,38163.0,38204.0,38230.0,38405.0,38459.0,38497.0,38513.0,38577.0,38645.0
5087552,47160.0,47320.0,47358.0,47390.0,47414.0,47441.0,47477.0,47521.0,47569.0,47592.0,47660.0,47704.0,47757.0,47793.0,47860.0,47899.0,47962.0,47983.0,48034.0,48077.0,48124.0,48201.0,48339.0,48413.0,48474.0,48514.0,48566.0,48602.0,48673.0,48785.0,48857.0,48946.0,49017.0,49072.0,49138.0,49211.0,49255.0,49349.0,49428.0,49485.0,49602.0,49811.0,49994.0,50216.0,50412.0,50548.0,50609.0,50680.0,50724.0,50758.0,50796.0,50826.0,50934.0,50971.0,51018.0,51078.0,51143.0,51167.0,51204.0,51261.0,51300.0,51323.0,51382.0,51424.0,51460.0,51498.0,51521.0,51587.0,51618.0,51646.0,51675.0,51721.0,51757.0,51788.0,51863.0,51909.0,51939.0,52178.0,52234.0,52274.0,52291.0,52358.0,52427.0
5087554,61500.0,61688.0,61727.0,61760.0,61785.0,61813.0,61850.0,61895.0,61945.0,61968.0,62035.0,62079.0,62132.0,62167.0,62233.0,62272.0,62334.0,62356.0,62404.0,62445.0,62489.0,62561.0,62664.0,62734.0,62791.0,62829.0,62880.0,62916.0,62996.0,63117.0,63194.0,63290.0,63352.0,63404.0,63466.0,63541.0,63586.0,63692.0,63781.0,63846.0,63964.0,64178.0,64365.0,64593.0,64775.0,64914.0,64994.0,65086.0,65142.0,65185.0,65234.0,65287.0,65477.0,65509.0,65549.0,65605.0,65668.0,65692.0,65730.0,65788.0,65826.0,65849.0,65907.0,65949.0,65985.0,66022.0,66044.0,66109.0,66139.0,66167.0,66195.0,66240.0,66276.0,66307.0,66381.0,66427.0,66456.0,66651.0,66699.0,66734.0,66748.0,66806.0,66877.0
5087720,51300.0,51465.0,51503.0,51535.0,51559.0,51585.0,51620.0,51663.0,51712.0,51736.0,51807.0,51853.0,51908.0,51945.0,52015.0,52056.0,52121.0,52144.0,52190.0,52229.0,52271.0,52342.0,52436.0,52497.0,52547.0,52579.0,52631.0,52667.0,52729.0,52844.0,52917.0,53007.0,53063.0,53118.0,53183.0,53257.0,53302.0,53388.0,53460.0,53513.0,53641.0,53827.0,53990.0,54188.0,54350.0,54474.0,54533.0,54601.0,54641.0,54672.0,54708.0,54732.0,54820.0,54856.0,54901.0,54967.0,55026.0,55046.0,55076.0,55123.0,55157.0,55177.0,55229.0,55267.0,55299.0,55332.0,55353.0,55411.0,55438.0,55463.0,55488.0,55528.0,55560.0,55587.0,55653.0,55694.0,55721.0,55877.0,55929.0,55966.0,55981.0,56042.0,56111.0
5087722,63900.0,64068.0,64108.0,64142.0,64167.0,64195.0,64233.0,64279.0,64331.0,64354.0,64423.0,64468.0,64522.0,64558.0,64626.0,64666.0,64730.0,64753.0,64801.0,64842.0,64885.0,64958.0,65029.0,65088.0,65136.0,65167.0,65223.0,65263.0,65331.0,65412.0,65464.0,65528.0,65615.0,65663.0,65719.0,65828.0,65894.0,65982.0,66056.0,66109.0,66227.0,66445.0,66636.0,66868.0,67138.0,67247.0,67328.0,67422.0,67482.0,67528.0,67580.0,67609.0,67716.0,67744.0,67779.0,67825.0,67872.0,67898.0,67939.0,68001.0,68040.0,68063.0,68123.0,68166.0,68203.0,68241.0,68265.0,68324.0,68351.0,68377.0,68403.0,68444.0,68477.0,68505.0,68573.0,68615.0,68641.0,68772.0,68823.0,68859.0,68874.0,68935.0,69005.0
5087724,76200.0,76320.0,76349.0,76373.0,76391.0,76411.0,76438.0,76471.0,76508.0,76527.0,76582.0,76618.0,76661.0,76690.0,76744.0,76776.0,76827.0,76844.0,76876.0,76903.0,76932.0,76977.0,77047.0,77093.0,77130.0,77155.0,77197.0,77226.0,77289.0,77369.0,77420.0,77482.0,77534.0,77574.0,77622.0,77659.0,77681.0,77740.0,77789.0,77825.0,77897.0,78028.0,78142.0,78281.0,78428.0,78510.0,78559.0,78615.0,78643.0,78665.0,78689.0,78713.0,78800.0,78819.0,78843.0,78881.0,78925.0,78946.0,78979.0,79029.0,79055.0,79070.0,79109.0,79137.0,79161.0,79186.0,79203.0,79252.0,79275.0,79296.0,79317.0,79351.0,79378.0,79401.0,79457.0,79491.0,79514.0,79643.0,79685.0,79715.0,79727.0,79776.0,79825.0
5087726,22800.0,22920.0,22950.0,22975.0,22994.0,23015.0,23043.0,23077.0,23115.0,23135.0,23192.0,23230.0,23275.0,23305.0,23362.0,23395.0,23448.0,23466.0,23504.0,23537.0,23572.0,23634.0,23696.0,23748.0,23790.0,23818.0,23872.0,23909.0,23970.0,24058.0,24114.0,24183.0,24244.0,24292.0,24349.0,24401.0,24433.0,24506.0,24567.0,24611.0,24700.0,24824.0,24932.0,25063.0,25173.0,25270.0,25325.0,25388.0,25429.0,25460.0,25496.0,25519.0,25601.0,25620.0,25644.0,25695.0,25746.0,25764.0,25792.0,25836.0,25862.0,25878.0,25918.0,25947.0,25972.0,25998.0,26013.0,26058.0,26079.0,26099.0,26119.0,26151.0,26176.0,26197.0,26249.0,26281.0,26302.0,26443.0,26485.0,26515.0,26527.0,26577.0,26645.0
5087728,37200.0,37341.0,37378.0,37410.0,37433.0,37459.0,37494.0,37536.0,37583.0,37606.0,37672.0,37716.0,37768.0,37803.0,37869.0,37907.0,37969.0,37990.0,38043.0,38089.0,38138.0,38210.0,38320.0,38388.0,38444.0,38481.0,38534.0,38571.0,38635.0,38743.0,38812.0,38897.0,38964.0,39022.0,39091.0,39161.0,39204.0,39301.0,39382.0,39441.0,39572.0,39776.0,39954.0,40170.0,40336.0,40465.0,40528.0,40600.0,40641.0,40673.0,40709.0,40737.0,40839.0,40873.0,40916.0,40981.0,41034.0,41057.0,41092.0,41147.0,41180.0,41200.0,41251.0,41288.0,41319.0,41351.0,41371.0,41433.0,41462.0,41489.0,41516.0,41559.0,41593.0,41622.0,41693.0,41736.0,41764.0,41953.0,42011.0,42053.0,42070.0,42140.0,42213.0
5087730,51480.0,51640.0,51678.0,51710.0,51734.0,51761.0,51797.0,51841.0,51889.0,51912.0,51980.0,52024.0,52077.0,52113.0,52180.0,52219.0,52282.0,52303.0,52354.0,52397.0,52444.0,52521.0,52659.0,52733.0,52794.0,52834.0,52886.0,52922.0,52993.0,53105.0,53177.0,53266.0,53337.0,53392.0,53458.0,53531.0,53575.0,53669.0,53748.0,53805.0,53922.0,54131.0,54314.0,54536.0,54732.0,54868.0,54929.0,55000.0,55044.0,55078.0,55116.0,55146.0,55254.0,55291.0,55338.0,55398.0,55463.0,55487.0,55524.0,55581.0,55620.0,55643.0,55702.0,55744.0,55780.0,55818.0,55841.0,55907.0,55938.0,55966.0,55995.0,56041.0,56077.0,56108.0,56183.0,56229.0,56259.0,56498.0,56554.0,56594.0,56611.0,56678.0,56747.0
5087732,66300.0,66438.0,66473.0,66503.0,66525.0,66549.0,66582.0,66622.0,66665.0,66685.0,66744.0,66783.0,66830.0,66861.0,66920.0,66954.0,67009.0,67028.0,67070.0,67105.0,67143.0,67206.0,67295.0,67356.0,67406.0,67438.0,67484.0,67517.0,67578.0,67664.0,67719.0,67786.0,67848.0,67891.0,67942.0,68001.0,68036.0,68116.0,68183.0,68232.0,68321.0,68501.0,68659.0,68851.0,69021.0,69132.0,69188.0,69252.0,69295.0,69328.0,69367.0,69394.0,69490.0,69515.0,69548.0,69601.0,69656.0,69680.0,69717.0,69775.0,69810.0,69830.0,69882.0,69920.0,69952.0,69985.0,70006.0,70062.0,70088.0,70112.0,70136.0,70175.0,70206.0,70232.0,70296.0,70335.0,70360.0,70495.0,70539.0,70571.0,70584.0,70637.0,70692.0
5088395,27000.0,27147.0,27183.0,27214.0,27237.0,27262.0,27296.0,27337.0,27382.0,27405.0,27473.0,27517.0,27570.0,27606.0,27673.0,27712.0,27775.0,27797.0,27839.0,27875.0,27913.0,27976.0,28047.0,28106.0,28154.0,28187.0,28245.0,28285.0,28356.0,28471.0,28545.0,28636.0,28708.0,28798.0,28904.0,28983.0,29031.0,29132.0,29217.0,29278.0,29393.0,29538.0,29665.0,29820.0,29956.0,30074.0,30145.0,30227.0,30279.0,30319.0,30365.0,30400.0,30528.0,30557.0,30595.0,30658.0,30713.0,30737.0,30775.0,30833.0,30867.0,30887.0,30938.0,30975.0,31006.0,31039.0,31058.0,31119.0,31147.0,31173.0,31200.0,31243.0,31277.0,31306.0,31376.0,31419.0,31447.0,31639.0,31688.0,31723.0,31737.0,31796.0,31859.0
5088397,40680.0,40840.0,40878.0,40910.0,40934.0,40961.0,40997.0,41041.0,41089.0,41112.0,41180.0,41224.0,41277.0,41313.0,41380.0,41419.0,41482.0,41503.0,41554.0,41597.0,41644.0,41721.0,41859.0,41933.0,41994.0,42034.0,42086.0,42122.0,42193.0,42305.0,42377.0,42466.0,42537.0,42592.0,42658.0,42731.0,42775.0,42869.0,42948.0,43005.0,43122.0,43331.0,43514.0,43736.0,43932.0,44068.0,44129.0,44200.0,44244.0,44278.0,44316.0,44346.0,44454.0,44491.0,44538.0,44598.0,44663.0,44687.0,44724.0,44781.0,44820.0,44843.0,44902.0,44944.0,44980.0,45018.0,45041.0,45107.0,45138.0,45166.0,45195.0,45241.0,45277.0,45308.0,45383.0,45429.0,45459.0,45698.0,45754.0,45794.0,45811.0,45878.0,45947.0
5088398,57240.0,57403.0,57439.0,57470.0,57493.0,57518.0,57552.0,57594.0,57641.0,57665.0,57736.0,57782.0,57838.0,57875.0,57945.0,57986.0,58052.0,58075.0,58127.0,58171.0,58218.0,58294.0,58414.0,58483.0,58539.0,58576.0,58631.0,58669.0,58735.0,58854.0,58930.0,59023.0,59108.0,59163.0,59228.0,59308.0,59356.0,59457.0,59542.0,59603.0,59731.0,59949.0,60139.0,60371.0,60579.0,60728.0,60804.0,60891.0,60952.0,60999.0,61052.0,61103.0,61287.0,61325.0,61373.0,61434.0,61498.0,61523.0,61562.0,61622.0,61662.0,61686.0,61747.0,61791.0,61828.0,61867.0,61890.0,61957.0,61988.0,62017.0,62046.0,62093.0,62130.0,62162.0,62239.0,62286.0,62317.0,62556.0,62614.0,62656.0,62673.0,62743.0,62816.0
5088400,71100.0,71238.0,71273.0,71303.0,71325.0,71349.0,71382.0,71422.0,71465.0,71485.0,71544.0,71583.0,71630.0,71661.0,71720.0,71754.0,71809.0,71828.0,71870.0,71905.0,71943.0,72006.0,72095.0,72156.0,72206.0,72238.0,72284.0,72317.0,72378.0,72464.0,72519.0,72586.0,72648.0,72691.0,72742.0,72801.0,72836.0,72916.0,72983.0,73032.0,73121.0,73301.0,73459.0,73651.0,73821.0,73932.0,73988.0,74052.0,74095.0,74128.0,74167.0,74194.0,74290.0,74315.0,74348.0,74401.0,74456.0,74480.0,74517.0,74575.0,74610.0,74630.0,74682.0,74720.0,74752.0,74785.0,74806.0,74862.0,74888.0,74912.0,74936.0,74975.0,75006.0,75032.0,75096.0,75135.0,75160.0,75295.0,75339.0,75371.0,75384.0,75437.0,75492.0
5088408,24600.0,24747.0,24783.0,24814.0,24837.0,24862.0,24896.0,24937.0,24982.0,25005.0,25073.0,25117.0,25170.0,25206.0,25273.0,25312.0,25375.0,25397.0,25439.0,25475.0,25513.0,25576.0,25647.0,25706.0,25754.0,25787.0,25845.0,25885.0,25956.0,26071.0,26145.0,26236.0,26308.0,26398.0,26504.0,26583.0,26631.0,26732.0,26817.0,26878.0,26993.0,27138.0,27265.0,27420.0,27556.0,27674.0,27745.0,27827.0,27879.0,27919.0,27965.0,28000.0,28128.0,28157.0,28195.0,28258.0,28313.0,28337.0,28375.0,28433.0,28467.0,28487.0,28538.0,28575.0,28606.0,28639.0,28658.0,28719.0,28747.0,28773.0,28800.0,28843.0,28877.0,28906.0,28976.0,29019.0,29047.0,29239.0,29288.0,29323.0,29337.0,29396.0,29459.0
5088410,38520.0,38661.0,38698.0,38730.0,38753.0,38779.0,38814.0,38856.0,38903.0,38926.0,38992.0,39036.0,39088.0,39123.0,39189.0,39227.0,39289.0,39310.0,39363.0,39409.0,39458.0,39530.0,39640.0,39708.0,39764.0,39801.0,39854.0,39891.0,39955.0,40063.0,40132.0,40217.0,40284.0,40342.0,40411.0,40481.0,40524.0,40621.0,40702.0,40761.0,40892.0,41096.0,41274.0,41490.0,41656.0,41785.0,41848.0,41920.0,41961.0,41993.0,42029.0,42057.0,42159.0,42193.0,42236.0,42301.0,42354.0,42377.0,42412.0,42467.0,42500.0,42520.0,42571.0,42608.0,42639.0,42671.0,42691.0,42753.0,42782.0,42809.0,42836.0,42879.0,42913.0,42942.0,43013.0,43056.0,43084.0,43273.0,43331.0,43373.0,43390.0,43460.0,43533.0
5088412,52920.0,53083.0,53119.0,53150.0,53173.0,53198.0,53232.0,53274.0,53321.0,53345.0,53416.0,53462.0,53518.0,53555.0,53625.0,53666.0,53732.0,53755.0,53807.0,53851.0,53898.0,53974.0,54094.0,54163.0,54219.0,54256.0,54311.0,54349.0,54415.0,54534.0,54610.0,54703.0,54788.0,54843.0,54908.0,54988.0,55036.0,55137.0,55222.0,55283.0,55411.0,55629.0,55819.0,56051.0,56259.0,56408.0,56484.0,56571.0,56632.0,56679.0,56732.0,56783.0,56967.0,57005.0,57053.0,57114.0,57178.0,57203.0,57242.0,57302.0,57342.0,57366.0,57427.0,57471.0,57508.0,57547.0,57570.0,57637.0,57668.0,57697.0,57726.0,57773.0,57810.0,57842.0,57919.0,57966.0,57997.0,58236.0,58294.0,58336.0,58353.0,58423.0,58496.0
5088414,67500.0,67638.0,67673.0,67703.0,67725.0,67749.0,67782.0,67822.0,67865.0,67885.0,67944.0,67983.0,68030.0,68061.0,68120.0,68154.0,68209.0,68228.0,68270.0,68305.0,68343.0,68406.0,68495.0,68556.0,68606.0,68638.0,68684.0,68717.0,68778.0,68864.0,68919.0,68986.0,69048.0,69091.0,69142.0,69201.0,69236.0,69316.0,69383.0,69432.0,69521.0,69701.0,69859.0,70051.0,70221.0,70332.0,70388.0,70452.0,70495.0,70528.0,70567.0,70594.0,70690.0,70715.0,70748.0,70801.0,70856.0,70880.0,70917.0,70975.0,71010.0,71030.0,71082.0,71120.0,71152.0,71185.0,71206.0,71262.0,71288.0,71312.0,71336.0,71375.0,71406.0,71432.0,71496.0,71535.0,71560.0,71695.0,71739.0,71771.0,71784.0,71837.0,71892.0
5088845,31800.0,31961.0,31999.0,32031.0,32055.0,32082.0,32118.0,32162.0,32210.0,32234.0,32304.0,32350.0,32405.0,32442.0,32511.0,32552.0,32617.0,32640.0,32691.0,32734.0,32781.0,32854.0,32967.0,33039.0,33098.0,33137.0,33193.0,33233.0,33311.0,33417.0,33485.0,33569.0,33648.0,33718.0,33802.0,33872.0,33914.0,34027.0,34122.0,34192.0,34358.0,34556.0,34728.0,34938.0,35089.0,35223.0,35279.0,35344.0,35384.0,35415.0,35451.0,35478.0,35577.0,35606.0,35642.0,35699.0,35747.0,35765.0,35793.0,35836.0,35869.0,35889.0,35940.0,35977.0,36008.0,36040.0,36060.0,36118.0,36145.0,36170.0,36195.0,36236.0,36268.0,36296.0,36363.0,36404.0,36430.0,36605.0,36659.0,36697.0,36713.0,36777.0,36845.0
5088847,45000.0,45160.0,45198.0,45230.0,45254.0,45281.0,45317.0,45361.0,45409.0,45432.0,45500.0,45544.0,45597.0,45633.0,45700.0,45739.0,45802.0,45823.0,45874.0,45917.0,45964.0,46041.0,46179.0,46253.0,46314.0,46354.0,46406.0,46442.0,46513.0,46625.0,46697.0,46786.0,46857.0,46912.0,46978.0,47051.0,47095.0,47189.0,47268.0,47325.0,47442.0,47651.0,47834.0,48056.0,48252.0,48388.0,48449.0,48520.0,48564.0,48598.0,48636.0,48666.0,48774.0,48811.0,48858.0,48918.0,48983.0,49007.0,49044.0,49101.0,49140.0,49163.0,49222.0,49264.0,49300.0,49338.0,49361.0,49427.0,49458.0,49486.0,49515.0,49561.0,49597.0,49628.0,49703.0,49749.0,49779.0,50018.0,50074.0,50114.0,50131.0,50198.0,50267.0
5088849,64500.0,64668.0,64707.0,64740.0,64765.0,64792.0,64829.0,64874.0,64924.0,64945.0,65006.0,65046.0,65094.0,65126.0,65186.0,65221.0,65277.0,65295.0,65338.0,65374.0,65413.0,65478.0,65566.0,65632.0,65686.0,65722.0,65767.0,65799.0,65871.0,65959.0,66015.0,66084.0,66158.0,66207.0,66265.0,66327.0,66365.0,66453.0,66527.0,66581.0,66667.0,66868.0,67043.0,67256.0,67419.0,67555.0,67616.0,67687.0,67734.0,67770.0,67811.0,67849.0,67986.0,68012.0,68046.0,68101.0,68158.0,68182.0,68219.0,68276.0,68312.0,68333.0,68388.0,68427.0,68461.0,68496.0,68517.0,68578.0,68607.0,68634.0,68661.0,68704.0,68738.0,68767.0,68838.0,68881.0,68908.0,69064.0,69117.0,69155.0,69170.0,69232.0,69308.0
