tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P
0,6041.0,2826.0,2842.0,2843.0,2844.0,2845.0,2846.0,2847.0,4397.0,2848.0,2849.0,2850.0,2851.0,2852.0,4707.0,4708.0,4336.0,1051.0,1052.0,1053.0,1054.0,1036.0,4709.0,1037.0,1038.0,2998.0,2999.0,3000.0,3001.0,3002.0,1166.0,1167.0,1168.0,1169.0,1170.0,1069.0,1070.0,1071.0,4528.0,1072.0,7577.0,1353.0,1354.0,7589.0,7578.0,7582.0,297.0,496.0,7490.0,497.0,515.0,516.0,4384.0,519.0,521.0,522.0,7659.0,523.0,669.0,670.0,671.0,672.0,4382.0,1185.0,1186.0,1187.0,1188.0,216.0,217.0,242.0,243.0,244.0,245.0,246.0,248.0
5002836,48000.0,48125.0,48174.0,48236.0,48267.0,48331.0,48394.0,48426.0,48451.0,48536.0,48572.0,48612.0,48647.0,48676.0,48724.0,48766.0,48810.0,48895.0,48956.0,49016.0,49104.0,49165.0,49191.0,49282.0,49316.0,49405.0,49465.0,49526.0,49595.0,49619.0,49687.0,49736.0,49783.0,49836.0,49885.0,49945.0,49999.0,50074.0,50133.0,50215.0,50311.0,50394.0,50503.0,50520.0,50661.0,50822.0,51200.0,51337.0,51358.0,51383.0,51465.0,51528.0,51570.0,51622.0,51652.0,51694.0,51720.0,51739.0,51797.0,51853.0,51885.0,51935.0,51960.0,52009.0,52068.0,52127.0,52185.0,52261.0,52304.0,52367.0,52396.0,52469.0,52517.0,52569.0,52642.0
5002838,60000.0,60135.0,60183.0,60244.0,60278.0,60350.0,60420.0,60451.0,60475.0,60557.0,60593.0,60633.0,60668.0,60695.0,60745.0,60789.0,60835.0,60891.0,60922.0,60973.0,61047.0,61099.0,61114.0,61165.0,61190.0,61256.0,61298.0,61345.0,61398.0,61417.0,61469.0,61507.0,61544.0,61591.0,61635.0,61683.0,61727.0,61788.0,61826.0,61878.0,61961.0,62032.0,62126.0,62140.0,62273.0,62467.0,62922.0,63015.0,63029.0,63055.0,63141.0,63206.0,63255.0,63314.0,63349.0,63399.0,63430.0,63452.0,63520.0,63586.0,63613.0,63656.0,63677.0,63723.0,63779.0,63834.0,63893.0,63971.0,64015.0,64079.0,64109.0,64184.0,64233.0,64312.0,64421.0
5002842,81900.0,81987.0,82049.0,82128.0,82148.0,82190.0,82231.0,82257.0,82278.0,82348.0,82377.0,82410.0,82439.0,82462.0,82510.0,82552.0,82596.0,82660.0,82702.0,82761.0,82848.0,82909.0,82926.0,82984.0,83007.0,83066.0,83100.0,83134.0,83172.0,83186.0,83224.0,83251.0,83278.0,83306.0,83333.0,83376.0,83415.0,83468.0,83499.0,83541.0,83631.0,83709.0,83811.0,83827.0,84056.0,84294.0,84851.0,84959.0,84976.0,84998.0,85070.0,85124.0,85164.0,85213.0,85243.0,85286.0,85312.0,85328.0,85375.0,85421.0,85451.0,85498.0,85522.0,85562.0,85610.0,85657.0,85706.0,85770.0,85806.0,85858.0,85882.0,85943.0,85984.0,86018.0,86064.0
5003344,25200.0,25262.0,25290.0,25325.0,25342.0,25377.0,25410.0,25430.0,25446.0,25500.0,25524.0,25551.0,25575.0,25595.0,25629.0,25659.0,25691.0,25744.0,25775.0,25818.0,25881.0,25924.0,25933.0,25967.0,25985.0,26031.0,26061.0,26094.0,26131.0,26144.0,26180.0,26206.0,26231.0,26255.0,26278.0,26301.0,26322.0,26352.0,26384.0,26429.0,26467.0,26500.0,26543.0,26549.0,26592.0,26671.0,26855.0,26919.0,26929.0,26946.0,27002.0,27045.0,27078.0,27118.0,27134.0,27157.0,27170.0,27180.0,27210.0,27240.0,27261.0,27295.0,27312.0,27340.0,27373.0,27406.0,27440.0,27485.0,27511.0,27548.0,27565.0,27608.0,27638.0,27680.0,27737.0
5003348,46800.0,46925.0,46974.0,47036.0,47067.0,47131.0,47194.0,47226.0,47251.0,47336.0,47372.0,47412.0,47447.0,47476.0,47524.0,47566.0,47610.0,47695.0,47756.0,47816.0,47904.0,47965.0,47991.0,48082.0,48116.0,48205.0,48265.0,48326.0,48395.0,48419.0,48487.0,48536.0,48583.0,48636.0,48685.0,48745.0,48799.0,48874.0,48933.0,49015.0,49111.0,49194.0,49303.0,49320.0,49461.0,49622.0,50000.0,50137.0,50158.0,50183.0,50265.0,50328.0,50370.0,50422.0,50452.0,50494.0,50520.0,50539.0,50597.0,50653.0,50685.0,50735.0,50760.0,50809.0,50868.0,50927.0,50985.0,51061.0,51104.0,51167.0,51196.0,51269.0,51317.0,51369.0,51442.0
5003352,70200.0,70347.0,70405.0,70479.0,70502.0,70550.0,70596.0,70627.0,70652.0,70735.0,70771.0,70811.0,70846.0,70874.0,70924.0,70968.0,71013.0,71067.0,71096.0,71162.0,71259.0,71328.0,71345.0,71403.0,71436.0,71524.0,71574.0,71635.0,71704.0,71728.0,71796.0,71845.0,71892.0,71931.0,71968.0,72015.0,72058.0,72116.0,72174.0,72255.0,72339.0,72411.0,72506.0,72522.0,72672.0,72926.0,73522.0,73634.0,73651.0,73683.0,73789.0,73871.0,73920.0,73979.0,74009.0,74051.0,74077.0,74092.0,74136.0,74179.0,74209.0,74257.0,74282.0,74329.0,74386.0,74443.0,74499.0,74572.0,74613.0,74673.0,74701.0,74771.0,74818.0,74874.0,74951.0
5004859,54000.0,54157.0,54214.0,54287.0,54316.0,54377.0,54437.0,54467.0,54491.0,54572.0,54605.0,54642.0,54674.0,54699.0,54749.0,54793.0,54839.0,54907.0,54960.0,55018.0,55104.0,55164.0,55178.0,55227.0,55252.0,55319.0,55364.0,55421.0,55485.0,55508.0,55571.0,55617.0,55662.0,55716.0,55766.0,55815.0,55860.0,55922.0,55953.0,55997.0,56093.0,56175.0,56284.0,56301.0,56433.0,56640.0,57126.0,57220.0,57234.0,57258.0,57337.0,57398.0,57445.0,57503.0,57545.0,57605.0,57642.0,57663.0,57725.0,57785.0,57824.0,57886.0,57917.0,57965.0,58023.0,58081.0,58148.0,58236.0,58285.0,58357.0,58391.0,58475.0,58531.0,58593.0,58678.0
5004861,66600.0,66747.0,66805.0,66879.0,66902.0,66950.0,66996.0,67027.0,67052.0,67135.0,67171.0,67211.0,67246.0,67274.0,67324.0,67368.0,67413.0,67467.0,67496.0,67562.0,67659.0,67728.0,67745.0,67803.0,67836.0,67924.0,67974.0,68035.0,68104.0,68128.0,68196.0,68245.0,68292.0,68331.0,68368.0,68415.0,68458.0,68516.0,68574.0,68655.0,68739.0,68811.0,68906.0,68922.0,69072.0,69326.0,69922.0,70034.0,70051.0,70083.0,70189.0,70271.0,70320.0,70379.0,70409.0,70451.0,70477.0,70492.0,70536.0,70579.0,70609.0,70657.0,70682.0,70729.0,70786.0,70843.0,70899.0,70972.0,71013.0,71073.0,71101.0,71171.0,71218.0,71274.0,71351.0
5004863,76800.0,76887.0,76949.0,77028.0,77048.0,77090.0,77131.0,77157.0,77178.0,77248.0,77277.0,77310.0,77339.0,77362.0,77410.0,77452.0,77496.0,77560.0,77602.0,77661.0,77748.0,77809.0,77826.0,77884.0,77907.0,77966.0,78000.0,78034.0,78072.0,78086.0,78124.0,78151.0,78178.0,78206.0,78233.0,78276.0,78315.0,78368.0,78399.0,78441.0,78531.0,78609.0,78711.0,78727.0,78956.0,79194.0,79751.0,79859.0,79876.0,79898.0,79970.0,80024.0,80064.0,80113.0,80143.0,80186.0,80212.0,80228.0,80275.0,80321.0,80351.0,80398.0,80422.0,80462.0,80510.0,80557.0,80606.0,80670.0,80706.0,80758.0,80782.0,80843.0,80884.0,80918.0,80964.0
5004965,32400.0,32482.0,32517.0,32562.0,32595.0,32664.0,32732.0,32767.0,32795.0,32887.0,32931.0,32980.0,33023.0,33058.0,33122.0,33178.0,33237.0,33309.0,33370.0,33433.0,33526.0,33592.0,33610.0,33675.0,33707.0,33792.0,33847.0,33921.0,34004.0,34033.0,34115.0,34174.0,34231.0,34281.0,34328.0,34383.0,34433.0,34501.0,34563.0,34649.0,34759.0,34853.0,34977.0,34997.0,35077.0,35275.0,35741.0,35937.0,35967.0,35995.0,36087.0,36157.0,36202.0,36258.0,36285.0,36323.0,36346.0,36363.0,36414.0,36464.0,36492.0,36537.0,36559.0,36597.0,36643.0,36689.0,36743.0,36815.0,36855.0,36914.0,36941.0,37010.0,37056.0,37107.0,37177.0
5004967,63900.0,64020.0,64077.0,64149.0,64175.0,64230.0,64285.0,64319.0,64346.0,64435.0,64469.0,64507.0,64540.0,64567.0,64615.0,64657.0,64701.0,64766.0,64801.0,64862.0,64951.0,65013.0,65032.0,65098.0,65130.0,65213.0,65271.0,65344.0,65427.0,65456.0,65537.0,65596.0,65653.0,65694.0,65733.0,65788.0,65838.0,65906.0,65954.0,66021.0,66124.0,66212.0,66329.0,66347.0,66453.0,66631.0,67048.0,67201.0,67225.0,67258.0,67366.0,67448.0,67508.0,67582.0,67618.0,67669.0,67700.0,67725.0,67801.0,67875.0,67911.0,67969.0,67998.0,68050.0,68113.0,68176.0,68251.0,68350.0,68405.0,68486.0,68524.0,68618.0,68680.0,68728.0,68794.0
5005620,38100.0,38202.0,38250.0,38311.0,38335.0,38385.0,38433.0,38466.0,38492.0,38578.0,38614.0,38654.0,38689.0,38716.0,38768.0,38814.0,38862.0,38922.0,38964.0,39023.0,39109.0,39170.0,39187.0,39245.0,39273.0,39348.0,39403.0,39459.0,39522.0,39544.0,39606.0,39651.0,39696.0,39737.0,39776.0,39828.0,39875.0,39941.0,39980.0,40033.0,40130.0,40214.0,40324.0,40342.0,40445.0,40594.0,40944.0,41067.0,41086.0,41112.0,41198.0,41264.0,41310.0,41366.0,41398.0,41444.0,41471.0,41490.0,41547.0,41603.0,41636.0,41688.0,41714.0,41761.0,41818.0,41876.0,41944.0,42034.0,42084.0,42158.0,42192.0,42278.0,42335.0,42387.0,42460.0
5005622,48900.0,49012.0,49062.0,49126.0,49151.0,49202.0,49252.0,49285.0,49311.0,49398.0,49432.0,49470.0,49503.0,49529.0,49578.0,49621.0,49667.0,49731.0,49777.0,49835.0,49921.0,49981.0,49998.0,50059.0,50088.0,50165.0,50213.0,50272.0,50338.0,50361.0,50426.0,50473.0,50520.0,50563.0,50604.0,50659.0,50709.0,50778.0,50820.0,50878.0,50980.0,51068.0,51184.0,51202.0,51302.0,51452.0,51803.0,51921.0,51939.0,51967.0,52060.0,52131.0,52183.0,52247.0,52283.0,52334.0,52365.0,52387.0,52452.0,52515.0,52551.0,52609.0,52638.0,52688.0,52748.0,52807.0,52883.0,52984.0,53041.0,53124.0,53163.0,53259.0,53322.0,53383.0,53468.0
5005624,61200.0,61325.0,61379.0,61447.0,61483.0,61558.0,61630.0,61663.0,61689.0,61775.0,61809.0,61846.0,61879.0,61905.0,61949.0,61988.0,62028.0,62088.0,62134.0,62192.0,62277.0,62336.0,62354.0,62417.0,62452.0,62544.0,62593.0,62666.0,62749.0,62778.0,62859.0,62918.0,62975.0,63014.0,63051.0,63104.0,63152.0,63217.0,63266.0,63335.0,63442.0,63534.0,63655.0,63674.0,63798.0,64023.0,64550.0,64784.0,64820.0,64861.0,64995.0,65098.0,65162.0,65241.0,65286.0,65350.0,65389.0,65431.0,65558.0,65681.0,65720.0,65781.0,65812.0,65868.0,65935.0,66002.0,66091.0,66208.0,66274.0,66370.0,66415.0,66527.0,66599.0,66648.0,66717.0
5005626,74400.0,74487.0,74534.0,74593.0,74613.0,74655.0,74696.0,74719.0,74737.0,74796.0,74825.0,74857.0,74885.0,74908.0,74947.0,74981.0,75016.0,75073.0,75104.0,75154.0,75227.0,75279.0,75292.0,75336.0,75356.0,75410.0,75444.0,75483.0,75527.0,75542.0,75585.0,75616.0,75647.0,75681.0,75712.0,75752.0,75788.0,75837.0,75874.0,75926.0,76005.0,76073.0,76162.0,76175.0,76279.0,76441.0,76822.0,76915.0,76929.0,76953.0,77030.0,77089.0,77136.0,77193.0,77221.0,77260.0,77284.0,77302.0,77355.0,77407.0,77434.0,77477.0,77498.0,77541.0,77593.0,77645.0,77695.0,77761.0,77798.0,77853.0,77878.0,77942.0,77985.0,78029.0,78089.0
5005674,28800.0,28875.0,28913.0,28962.0,29003.0,29090.0,29175.0,29212.0,29242.0,29341.0,29386.0,29436.0,29480.0,29516.0,29582.0,29640.0,29700.0,29765.0,29816.0,29906.0,30038.0,30130.0,30152.0,30230.0,30266.0,30360.0,30425.0,30527.0,30642.0,30682.0,30795.0,30876.0,30955.0,31010.0,31062.0,31128.0,31188.0,31271.0,31349.0,31458.0,31586.0,31696.0,31841.0,31863.0,31970.0,32149.0,32570.0,32812.0,32849.0,32878.0,32973.0,33046.0,33099.0,33164.0,33193.0,33234.0,33258.0,33278.0,33338.0,33396.0,33423.0,33466.0,33487.0,33528.0,33578.0,33628.0,33681.0,33751.0,33790.0,33847.0,33874.0,33941.0,33984.0,34058.0,34161.0
5005676,41700.0,41802.0,41850.0,41911.0,41935.0,41985.0,42033.0,42066.0,42092.0,42178.0,42214.0,42254.0,42289.0,42316.0,42368.0,42414.0,42462.0,42522.0,42564.0,42623.0,42709.0,42770.0,42787.0,42845.0,42873.0,42948.0,43003.0,43059.0,43122.0,43144.0,43206.0,43251.0,43296.0,43337.0,43376.0,43428.0,43475.0,43541.0,43580.0,43633.0,43730.0,43814.0,43924.0,43942.0,44045.0,44194.0,44544.0,44667.0,44686.0,44712.0,44798.0,44864.0,44910.0,44966.0,44998.0,45044.0,45071.0,45090.0,45147.0,45203.0,45236.0,45288.0,45314.0,45361.0,45418.0,45476.0,45544.0,45634.0,45684.0,45758.0,45792.0,45878.0,45935.0,45987.0,46060.0
5005678,53700.0,53825.0,53877.0,53942.0,53969.0,54025.0,54080.0,54114.0,54141.0,54229.0,54268.0,54312.0,54350.0,54380.0,54432.0,54478.0,54527.0,54591.0,54641.0,54702.0,54792.0,54855.0,54872.0,54930.0,54959.0,55034.0,55083.0,55142.0,55209.0,55232.0,55298.0,55345.0,55392.0,55432.0,55470.0,55523.0,55572.0,55639.0,55681.0,55739.0,55827.0,55903.0,56003.0,56019.0,56142.0,56275.0,56586.0,56709.0,56728.0,56759.0,56862.0,56942.0,57000.0,57070.0,57109.0,57165.0,57199.0,57230.0,57322.0,57412.0,57449.0,57508.0,57537.0,57591.0,57656.0,57721.0,57822.0,57956.0,58031.0,58141.0,58192.0,58320.0,58404.0,58465.0,58550.0
5005680,66600.0,66713.0,66767.0,66835.0,66860.0,66913.0,66965.0,66997.0,67022.0,67105.0,67137.0,67173.0,67205.0,67231.0,67276.0,67316.0,67358.0,67421.0,67460.0,67516.0,67598.0,67656.0,67671.0,67725.0,67752.0,67821.0,67867.0,67923.0,67986.0,68008.0,68070.0,68115.0,68158.0,68196.0,68232.0,68285.0,68333.0,68400.0,68439.0,68492.0,68584.0,68663.0,68767.0,68783.0,68909.0,69052.0,69387.0,69498.0,69515.0,69543.0,69635.0,69705.0,69757.0,69820.0,69855.0,69904.0,69933.0,69952.0,70008.0,70063.0,70095.0,70145.0,70170.0,70217.0,70274.0,70331.0,70394.0,70478.0,70525.0,70594.0,70626.0,70706.0,70759.0,70808.0,70877.0
5005739,56700.0,56831.0,56881.0,56945.0,56983.0,57062.0,57139.0,57171.0,57197.0,57283.0,57315.0,57351.0,57382.0,57408.0,57452.0,57491.0,57531.0,57592.0,57634.0,57695.0,57784.0,57847.0,57865.0,57929.0,57960.0,58041.0,58087.0,58162.0,58246.0,58276.0,58359.0,58419.0,58476.0,58515.0,58552.0,58601.0,58645.0,58706.0,58757.0,58827.0,58934.0,59026.0,59147.0,59165.0,59255.0,59429.0,59836.0,60021.0,60050.0,60096.0,60246.0,60361.0,60423.0,60499.0,60542.0,60603.0,60639.0,60677.0,60792.0,60903.0,60941.0,61001.0,61032.0,61087.0,61153.0,61220.0,61311.0,61431.0,61498.0,61596.0,61642.0,61757.0,61832.0,61888.0,61965.0
5005741,69600.0,69713.0,69767.0,69835.0,69860.0,69913.0,69965.0,69997.0,70022.0,70105.0,70137.0,70173.0,70205.0,70231.0,70276.0,70316.0,70358.0,70421.0,70460.0,70516.0,70598.0,70656.0,70671.0,70725.0,70752.0,70821.0,70867.0,70923.0,70986.0,71008.0,71070.0,71115.0,71158.0,71196.0,71232.0,71285.0,71333.0,71400.0,71439.0,71492.0,71584.0,71663.0,71767.0,71783.0,71909.0,72052.0,72387.0,72498.0,72515.0,72543.0,72635.0,72705.0,72757.0,72820.0,72855.0,72904.0,72933.0,72952.0,73008.0,73063.0,73095.0,73145.0,73170.0,73217.0,73274.0,73331.0,73394.0,73478.0,73525.0,73594.0,73626.0,73706.0,73759.0,73808.0,73877.0
5006402,25200.0,25336.0,25368.0,25408.0,25432.0,25482.0,25531.0,25556.0,25576.0,25643.0,25682.0,25726.0,25764.0,25796.0,25855.0,25907.0,25961.0,26031.0,26089.0,26153.0,26247.0,26314.0,26339.0,26427.0,26458.0,26539.0,26600.0,26686.0,26783.0,26817.0,26912.0,26981.0,27048.0,27110.0,27167.0,27218.0,27265.0,27329.0,27380.0,27452.0,27555.0,27643.0,27759.0,27777.0,27875.0,27989.0,28255.0,28492.0,28529.0,28558.0,28652.0,28723.0,28776.0,28841.0,28877.0,28928.0,28959.0,28978.0,29034.0,29089.0,29124.0,29179.0,29206.0,29257.0,29319.0,29381.0,29467.0,29580.0,29643.0,29736.0,29779.0,29887.0,29958.0,30010.0,30082.0
5006404,36900.0,37002.0,37050.0,37111.0,37135.0,37185.0,37233.0,37266.0,37292.0,37378.0,37414.0,37454.0,37489.0,37516.0,37568.0,37614.0,37662.0,37722.0,37764.0,37823.0,37909.0,37970.0,37987.0,38045.0,38073.0,38148.0,38203.0,38259.0,38322.0,38344.0,38406.0,38451.0,38496.0,38537.0,38576.0,38628.0,38675.0,38741.0,38780.0,38833.0,38930.0,39014.0,39124.0,39142.0,39245.0,39394.0,39744.0,39867.0,39886.0,39912.0,39998.0,40064.0,40110.0,40166.0,40198.0,40244.0,40271.0,40290.0,40347.0,40403.0,40436.0,40488.0,40514.0,40561.0,40618.0,40676.0,40744.0,40834.0,40884.0,40958.0,40992.0,41078.0,41135.0,41187.0,41260.0
5006406,47700.0,47812.0,47862.0,47926.0,47951.0,48002.0,48052.0,48085.0,48111.0,48198.0,48232.0,48270.0,48303.0,48329.0,48378.0,48421.0,48467.0,48531.0,48577.0,48635.0,48721.0,48781.0,48798.0,48859.0,48888.0,48965.0,49013.0,49072.0,49138.0,49161.0,49226.0,49273.0,49320.0,49363.0,49404.0,49459.0,49509.0,49578.0,49620.0,49678.0,49780.0,49868.0,49984.0,50002.0,50102.0,50252.0,50603.0,50721.0,50739.0,50767.0,50860.0,50931.0,50983.0,51047.0,51083.0,51134.0,51165.0,51187.0,51252.0,51315.0,51351.0,51409.0,51438.0,51488.0,51548.0,51607.0,51683.0,51784.0,51841.0,51924.0,51963.0,52059.0,52122.0,52183.0,52268.0
5006408,67500.0,67613.0,67667.0,67735.0,67760.0,67813.0,67865.0,67897.0,67922.0,68005.0,68037.0,68073.0,68105.0,68131.0,68176.0,68216.0,68258.0,68321.0,68360.0,68416.0,68498.0,68556.0,68571.0,68625.0,68652.0,68721.0,68767.0,68823.0,68886.0,68908.0,68970.0,69015.0,69058.0,69096.0,69132.0,69185.0,69233.0,69300.0,69339.0,69392.0,69484.0,69563.0,69667.0,69683.0,69809.0,69952.0,70287.0,70398.0,70415.0,70443.0,70535.0,70605.0,70657.0,70720.0,70755.0,70804.0,70833.0,70852.0,70908.0,70963.0,70995.0,71045.0,71070.0,71117.0,71174.0,71231.0,71294.0,71378.0,71425.0,71494.0,71526.0,71606.0,71659.0,71708.0,71777.0
5006410,78000.0,78087.0,78134.0,78193.0,78213.0,78255.0,78296.0,78319.0,78337.0,78396.0,78425.0,78457.0,78485.0,78508.0,78547.0,78581.0,78616.0,78673.0,78704.0,78754.0,78827.0,78879.0,78892.0,78936.0,78956.0,79010.0,79044.0,79083.0,79127.0,79142.0,79185.0,79216.0,79247.0,79281.0,79312.0,79352.0,79388.0,79437.0,79474.0,79526.0,79605.0,79673.0,79762.0,79775.0,79879.0,80041.0,80422.0,80515.0,80529.0,80553.0,80630.0,80689.0,80736.0,80793.0,80821.0,80860.0,80884.0,80902.0,80955.0,81007.0,81034.0,81077.0,81098.0,81141.0,81193.0,81245.0,81295.0,81361.0,81398.0,81453.0,81478.0,81542.0,81585.0,81629.0,81689.0
5007493,27000.0,27068.0,27091.0,27121.0,27142.0,27186.0,27230.0,27255.0,27274.0,27339.0,27379.0,27424.0,27463.0,27496.0,27551.0,27600.0,27651.0,27708.0,27739.0,27809.0,27911.0,27983.0,28002.0,28067.0,28095.0,28169.0,28235.0,28280.0,28331.0,28349.0,28399.0,28435.0,28471.0,28505.0,28537.0,28576.0,28612.0,28661.0,28684.0,28716.0,28761.0,28799.0,28850.0,28858.0,28946.0,29055.0,29311.0,29408.0,29423.0,29444.0,29514.0,29568.0,29601.0,29641.0,29654.0,29672.0,29683.0,29692.0,29719.0,29746.0,29765.0,29795.0,29810.0,29846.0,29889.0,29932.0,29978.0,30039.0,30073.0,30123.0,30146.0,30204.0,30242.0,30284.0,30343.0
5007495,37800.0,37913.0,37958.0,38015.0,38041.0,38096.0,38150.0,38186.0,38215.0,38310.0,38352.0,38399.0,38440.0,38474.0,38523.0,38566.0,38612.0,38682.0,38728.0,38790.0,38881.0,38945.0,38962.0,39020.0,39047.0,39119.0,39175.0,39236.0,39305.0,39329.0,39397.0,39446.0,39493.0,39540.0,39584.0,39653.0,39716.0,39803.0,39842.0,39896.0,39971.0,40036.0,40121.0,40135.0,40240.0,40391.0,40745.0,40861.0,40879.0,40906.0,40995.0,41063.0,41107.0,41161.0,41192.0,41236.0,41262.0,41284.0,41350.0,41414.0,41446.0,41497.0,41523.0,41582.0,41653.0,41724.0,41789.0,41874.0,41922.0,41992.0,42025.0,42107.0,42160.0,42209.0,42277.0
5007497,49200.0,49325.0,49374.0,49436.0,49467.0,49531.0,49594.0,49626.0,49651.0,49736.0,49772.0,49812.0,49847.0,49876.0,49924.0,49966.0,50010.0,50095.0,50156.0,50216.0,50304.0,50365.0,50391.0,50482.0,50516.0,50605.0,50665.0,50726.0,50795.0,50819.0,50887.0,50936.0,50983.0,51036.0,51085.0,51145.0,51199.0,51274.0,51333.0,51415.0,51511.0,51594.0,51703.0,51720.0,51861.0,52022.0,52400.0,52537.0,52558.0,52583.0,52665.0,52728.0,52770.0,52822.0,52852.0,52894.0,52920.0,52939.0,52997.0,53053.0,53085.0,53135.0,53160.0,53209.0,53268.0,53327.0,53385.0,53461.0,53504.0,53567.0,53596.0,53669.0,53717.0,53769.0,53842.0
5007499,61200.0,61335.0,61383.0,61444.0,61478.0,61550.0,61620.0,61651.0,61675.0,61757.0,61793.0,61833.0,61868.0,61895.0,61945.0,61989.0,62035.0,62091.0,62122.0,62173.0,62247.0,62299.0,62314.0,62365.0,62390.0,62456.0,62498.0,62545.0,62598.0,62617.0,62669.0,62707.0,62744.0,62791.0,62835.0,62883.0,62927.0,62988.0,63026.0,63078.0,63161.0,63232.0,63326.0,63340.0,63473.0,63667.0,64122.0,64215.0,64229.0,64255.0,64341.0,64406.0,64455.0,64514.0,64549.0,64599.0,64630.0,64652.0,64720.0,64786.0,64813.0,64856.0,64877.0,64923.0,64979.0,65034.0,65093.0,65171.0,65215.0,65279.0,65309.0,65384.0,65433.0,65512.0,65621.0
5007628,33300.0,33382.0,33417.0,33462.0,33495.0,33564.0,33632.0,33667.0,33695.0,33787.0,33831.0,33880.0,33923.0,33958.0,34022.0,34078.0,34137.0,34209.0,34270.0,34333.0,34426.0,34492.0,34510.0,34575.0,34607.0,34692.0,34747.0,34821.0,34904.0,34933.0,35015.0,35074.0,35131.0,35181.0,35228.0,35283.0,35333.0,35401.0,35463.0,35549.0,35659.0,35753.0,35877.0,35897.0,35977.0,36175.0,36641.0,36837.0,36867.0,36895.0,36987.0,37057.0,37102.0,37158.0,37185.0,37223.0,37246.0,37263.0,37314.0,37364.0,37392.0,37437.0,37459.0,37497.0,37543.0,37589.0,37643.0,37715.0,37755.0,37814.0,37841.0,37910.0,37956.0,38007.0,38077.0
5007630,44100.0,44202.0,44250.0,44311.0,44335.0,44385.0,44433.0,44466.0,44492.0,44578.0,44614.0,44654.0,44689.0,44716.0,44768.0,44814.0,44862.0,44922.0,44964.0,45023.0,45109.0,45170.0,45187.0,45245.0,45273.0,45348.0,45403.0,45459.0,45522.0,45544.0,45606.0,45651.0,45696.0,45737.0,45776.0,45828.0,45875.0,45941.0,45980.0,46033.0,46130.0,46214.0,46324.0,46342.0,46445.0,46594.0,46944.0,47067.0,47086.0,47112.0,47198.0,47264.0,47310.0,47366.0,47398.0,47444.0,47471.0,47490.0,47547.0,47603.0,47636.0,47688.0,47714.0,47761.0,47818.0,47876.0,47944.0,48034.0,48084.0,48158.0,48192.0,48278.0,48335.0,48387.0,48460.0
5007632,55800.0,55931.0,55981.0,56045.0,56083.0,56162.0,56239.0,56271.0,56297.0,56383.0,56415.0,56451.0,56482.0,56508.0,56552.0,56591.0,56631.0,56692.0,56734.0,56795.0,56884.0,56947.0,56965.0,57029.0,57060.0,57141.0,57187.0,57262.0,57346.0,57376.0,57459.0,57519.0,57576.0,57615.0,57652.0,57701.0,57745.0,57806.0,57857.0,57927.0,58034.0,58126.0,58247.0,58265.0,58355.0,58529.0,58936.0,59121.0,59150.0,59196.0,59346.0,59461.0,59523.0,59599.0,59642.0,59703.0,59739.0,59777.0,59892.0,60003.0,60041.0,60101.0,60132.0,60187.0,60253.0,60320.0,60411.0,60531.0,60598.0,60696.0,60742.0,60857.0,60932.0,60988.0,61065.0
5007845,41400.0,41513.0,41558.0,41615.0,41641.0,41696.0,41750.0,41786.0,41815.0,41910.0,41952.0,41999.0,42040.0,42074.0,42123.0,42166.0,42212.0,42282.0,42328.0,42390.0,42481.0,42545.0,42562.0,42620.0,42647.0,42719.0,42775.0,42836.0,42905.0,42929.0,42997.0,43046.0,43093.0,43140.0,43184.0,43253.0,43316.0,43403.0,43442.0,43496.0,43571.0,43636.0,43721.0,43735.0,43840.0,43991.0,44345.0,44461.0,44479.0,44506.0,44595.0,44663.0,44707.0,44761.0,44792.0,44836.0,44862.0,44884.0,44950.0,45014.0,45046.0,45097.0,45123.0,45182.0,45253.0,45324.0,45389.0,45474.0,45522.0,45592.0,45625.0,45707.0,45760.0,45809.0,45877.0
5008544,29700.0,29782.0,29817.0,29862.0,29895.0,29964.0,30032.0,30067.0,30095.0,30187.0,30231.0,30280.0,30323.0,30358.0,30422.0,30478.0,30537.0,30609.0,30670.0,30733.0,30826.0,30892.0,30910.0,30975.0,31007.0,31092.0,31147.0,31221.0,31304.0,31333.0,31415.0,31474.0,31531.0,31581.0,31628.0,31683.0,31733.0,31801.0,31863.0,31949.0,32059.0,32153.0,32277.0,32297.0,32377.0,32575.0,33041.0,33237.0,33267.0,33295.0,33387.0,33457.0,33502.0,33558.0,33585.0,33623.0,33646.0,33663.0,33714.0,33764.0,33792.0,33837.0,33859.0,33897.0,33943.0,33989.0,34043.0,34115.0,34155.0,34214.0,34241.0,34310.0,34356.0,34407.0,34477.0
